date,국민연금
2020-03-20,16.85976
2020-03-21,5.83451
2020-03-22,5.5452
2020-03-23,17.02657
2020-03-24,18.3337
2020-03-25,19.89365
2020-03-26,20.31068
2020-03-27,15.96835
2020-03-28,6.06388
2020-03-29,6.679
2020-03-30,27.27118
2020-03-31,23.47881
2020-04-01,22.07524
2020-04-02,20.45404
2020-04-03,25.34372
2020-04-04,9.04695
2020-04-05,7.67466
2020-04-06,22.33458
2020-04-07,20.11781
2020-04-08,18.35716
2020-04-09,17.10346
2020-04-10,19.65256
2020-04-11,6.46657
2020-04-12,6.14077
2020-04-13,18.8198
2020-04-14,16.61084
2020-04-15,7.00741
2020-04-16,16.29807
2020-04-17,16.06218
2020-04-18,6.53434
2020-04-19,6.12252
2020-04-20,18.11997
2020-04-21,17.17904
2020-04-22,17.44099
2020-04-23,22.20035
2020-04-24,19.05829
2020-04-25,6.22939
2020-04-26,6.12383
2020-04-27,19.1834
2020-04-28,18.08739
2020-04-29,41.09053
2020-04-30,10.55217
2020-05-01,9.09126
2020-05-02,5.86449
2020-05-03,6.97744
2020-05-04,20.48531
2020-05-05,9.76111
2020-05-06,23.33937
2020-05-07,21.26203
2020-05-08,18.43796
2020-05-09,7.39577
2020-05-10,8.21289
2020-05-11,25.06222
2020-05-12,21.18514
2020-05-13,18.22944
2020-05-14,17.87887
2020-05-15,15.92013
2020-05-16,6.06127
2020-05-17,5.91661
2020-05-18,16.47009
2020-05-19,17.27288
2020-05-20,16.69164
2020-05-21,17.18035
2020-05-22,14.55957
2020-05-23,5.57256
2020-05-24,6.69724
2020-05-25,20.43058
2020-05-26,17.54134
2020-05-27,21.44057
2020-05-28,23.61044
2020-05-29,21.50574
2020-05-30,7.15989
2020-05-31,6.70506
2020-06-01,19.98879
2020-06-02,18.13952
2020-06-03,17.19729
2020-06-04,17.3211
2020-06-05,15.68425
2020-06-06,5.83451
2020-06-07,6.02478
2020-06-08,16.80372
2020-06-09,15.87713
2020-06-10,18.99834
2020-06-11,15.74941
2020-06-12,13.81804
2020-06-13,5.50089
2020-06-14,5.51783
2020-06-15,16.09867
2020-06-16,14.63255
2020-06-17,14.00961
2020-06-18,13.64601
2020-06-19,12.84844
2020-06-20,4.98351
2020-06-21,7.45441
2020-06-22,17.81111
2020-06-23,15.34932
2020-06-24,20.49835
2020-06-25,20.50356
2020-06-26,16.28113
2020-06-27,5.669
2020-06-28,6.16553
2020-06-29,17.81371
2020-06-30,20.8854
2020-07-01,18.08218
2020-07-02,16.60172
2020-07-03,16.07913
2020-07-04,5.75241
2020-07-05,5.8306
2020-07-06,16.89234
2020-07-07,16.86367
2020-07-08,15.08347
2020-07-09,14.38755
2020-07-10,15.67122
2020-07-11,5.34711
2020-07-12,5.19593
2020-07-13,15.52786
2020-07-14,16.05828
2020-07-15,14.88277
2020-07-16,13.73072
2020-07-17,12.94358
2020-07-18,5.55171
2020-07-19,5.12817
2020-07-20,18.20207
2020-07-21,20.24813
2020-07-22,17.39408
2020-07-23,16.57174
2020-07-24,19.89235
2020-07-25,5.85276
2020-07-26,5.37187
2020-07-27,16.66036
2020-07-28,19.70859
2020-07-29,19.48314
2020-07-30,18.23205
2020-07-31,17.70815
2020-08-01,5.80975
2020-08-02,5.20375
2020-08-03,15.86931
2020-08-04,15.80284
2020-08-05,18.79895
2020-08-06,16.26158
2020-08-07,13.98355
2020-08-08,5.87231
2020-08-09,5.44485
2020-08-10,23.31721
2020-08-11,29.80986
2020-08-12,23.64562
2020-08-13,15.84324
2020-08-14,14.2468
2020-08-15,13.53915
2020-08-16,6.77413
2020-08-17,8.38231
2020-08-18,20.63258
2020-08-19,17.67296
2020-08-20,17.54786
2020-08-21,15.90189
2020-08-22,6.01957
2020-08-23,5.69246
2020-08-24,26.65215
2020-08-25,22.34501
2020-08-26,23.18168
2020-08-27,19.97315
2020-08-28,18.92927
2020-08-29,7.57561
2020-08-30,6.8002
2020-08-31,22.00096
2020-09-01,20.81503
2020-09-02,20.39148
2020-09-03,21.04049
2020-09-04,17.35107
2020-09-05,6.26327
2020-09-06,5.9935
2020-09-07,17.69251
2020-09-08,18.05741
2020-09-09,16.90667
2020-09-10,21.10434
2020-09-11,15.86149
2020-09-12,5.65597
2020-09-13,5.60384
2020-09-14,15.48877
2020-09-15,15.27504
2020-09-16,14.88929
2020-09-17,23.41626
2020-09-18,22.36716
2020-09-19,7.07778
2020-09-20,7.69681
2020-09-21,18.11215
2020-09-22,15.25679
2020-09-23,16.27722
2020-09-24,16.07391
2020-09-25,21.02094
2020-09-26,9.4705
2020-09-27,6.62557
2020-09-28,27.21384
2020-09-29,17.61432
2020-09-30,6.33756
2020-10-01,5.92574
2020-10-02,5.48264
2020-10-03,5.60905
2020-10-04,6.45875
2020-10-05,32.63915
2020-10-06,25.31375
2020-10-07,21.86542
2020-10-08,21.29983
2020-10-09,7.60689
2020-10-10,6.87188
2020-10-11,6.53825
2020-10-12,24.13694
2020-10-13,19.41537
2020-10-14,19.00746
2020-10-15,15.8263
2020-10-16,13.6812
2020-10-17,5.66379
2020-10-18,5.58169
2020-10-19,17.28851
2020-10-20,16.7568
2020-10-21,16.32804
2020-10-22,15.83542
2020-10-23,15.31805
2020-10-24,5.74459
2020-10-25,5.73286
2020-10-26,17.62996
2020-10-27,19.53396
2020-10-28,22.50791
2020-10-29,86.74103
2020-10-30,20.22728
2020-10-31,7.487
2020-11-01,7.46354
2020-11-02,19.05047
2020-11-03,17.50224
2020-11-04,16.98226
2020-11-05,18.52918
2020-11-06,15.51353
2020-11-07,7.11297
2020-11-08,6.48482
2020-11-09,19.36064
2020-11-10,21.25291
2020-11-11,17.31588
2020-11-12,16.09216
2020-11-13,14.40188
2020-11-14,5.96744
2020-11-15,6.56432
2020-11-16,16.7151
2020-11-17,15.2177
2020-11-18,15.14732
2020-11-19,14.55045
2020-11-20,15.30892
2020-11-21,6.03912
2020-11-22,6.14728
2020-11-23,16.32934
2020-11-24,16.34107
2020-11-25,18.85759
2020-11-26,17.74334
2020-11-27,21.66082
2020-11-28,7.0843
2020-11-29,6.36623
2020-11-30,21.76117
2020-12-01,19.97315
2020-12-02,19.60303
2020-12-03,21.09001
2020-12-04,19.36845
2020-12-05,7.12079
2020-12-06,7.34625
2020-12-07,22.36065
2020-12-08,19.9523
2020-12-09,19.72293
2020-12-10,22.73337
2020-12-11,17.78113
2020-12-12,6.65815
2020-12-13,6.75589
2020-12-14,20.04743
2020-12-15,19.07262
2020-12-16,18.40277
2020-12-17,18.5383
2020-12-18,15.54872
2020-12-19,7.03738
2020-12-20,6.8015
2020-12-21,19.63431
2020-12-22,19.04656
2020-12-23,18.20598
2020-12-24,17.51006
2020-12-25,6.99698
2020-12-26,6.49785
2020-12-27,7.21071
2020-12-28,28.79856
2020-12-29,32.25861
2020-12-30,23.56091
2020-12-31,20.62215
2021-01-01,9.20725
2021-01-02,8.88926
2021-01-03,8.73418
2021-01-04,34.06357
2021-01-05,37.09355
2021-01-06,33.5501
2021-01-07,29.24426
2021-01-08,24.26074
2021-01-09,9.14078
2021-01-10,11.13732
2021-01-11,34.42586
2021-01-12,27.44321
2021-01-13,23.80983
2021-01-14,21.51095
2021-01-15,22.55613
2021-01-16,9.07562
2021-01-17,8.87883
2021-01-18,24.59306
2021-01-19,28.95364
2021-01-20,27.82635
2021-01-21,24.92799
2021-01-22,23.46187
2021-01-23,8.72896
2021-01-24,8.92966
2021-01-25,30.76381
2021-01-26,25.42191
2021-01-27,31.88328
2021-01-28,25.88847
2021-01-29,24.39628
2021-01-30,8.68465
2021-01-31,8.49569
2021-02-01,27.34938
2021-02-02,27.73122
2021-02-03,21.85891
2021-02-04,21.23206
2021-02-05,20.16603
2021-02-06,7.92097
2021-02-07,8.5022
2021-02-08,23.01617
2021-02-09,20.42015
2021-02-10,20.67167
2021-02-11,7.47136
2021-02-12,7.03738
2021-02-13,10.30977
2021-02-14,13.27329
2021-02-15,32.43193
2021-02-16,25.11175
2021-02-17,23.34067
2021-02-18,22.04136
2021-02-19,18.8185
2021-02-20,7.58995
2021-02-21,7.57301
2021-02-22,20.19079
2021-02-23,18.81068
2021-02-24,23.72642
2021-02-25,26.89976
2021-02-26,19.87541
2021-02-27,8.42271
2021-02-28,9.78588
2021-03-01,10.30716
2021-03-02,25.80115
2021-03-03,23.71991
2021-03-04,24.68299
2021-03-05,21.15387
2021-03-06,8.43704
2021-03-07,7.50654
2021-03-08,20.63909
2021-03-09,20.18948
2021-03-10,22.8259
2021-03-11,18.941
2021-03-12,15.56175
2021-03-13,6.12904
2021-03-14,6.40141
2021-03-15,18.84326
2021-03-16,30.01707
2021-03-17,18.58652
2021-03-18,17.83847
2021-03-19,18.23856
2021-03-20,6.82757
2021-03-21,6.13295
2021-03-22,17.36801
2021-03-23,16.63169
2021-03-24,21.59566
2021-03-25,29.6665
2021-03-26,29.57919
2021-03-27,9.92923
2021-03-28,8.26762
