date,인도증시
2020-03-20,61.83107
2020-03-21,12.41134
2020-03-22,6.64087
2020-03-23,72.11476
2020-03-24,86.33139
2020-03-25,82.84977
2020-03-26,78.62669
2020-03-27,72.79174
2020-03-28,12.79819
2020-03-29,8.02707
2020-03-30,57.60799
2020-03-31,57.02772
2020-04-01,51.51515
2020-04-02,46.67956
2020-04-03,47.3243
2020-04-04,10.38039
2020-04-05,6.18955
2020-04-06,45.32559
2020-04-07,71.53449
2020-04-08,63.76531
2020-04-09,62.54029
2020-04-10,51.09606
2020-04-11,12.92714
2020-04-12,8.12379
2020-04-13,52.5145
2020-04-14,47.38878
2020-04-15,39.58736
2020-04-16,48.64603
2020-04-17,57.31785
2020-04-18,13.05609
2020-04-19,8.38168
2020-04-20,53.51386
2020-04-21,47.0664
2020-04-22,50.06447
2020-04-23,54.96453
2020-04-24,41.97292
2020-04-25,9.05867
2020-04-26,5.60928
2020-04-27,47.96905
2020-04-28,49.67762
2020-04-29,51.3862
2020-04-30,48.098
2020-05-01,34.23597
2020-05-02,9.83236
2020-05-03,7.15667
2020-05-04,45.74468
2020-05-05,37.36299
2020-05-06,58.70406
2020-05-07,50.80593
2020-05-08,44.93874
2020-05-09,11.41199
2020-05-10,6.22179
2020-05-11,42.48871
2020-05-12,43.00451
2020-05-13,49.7421
2020-05-14,39.81302
2020-05-15,41.84397
2020-05-16,10.47711
2020-05-17,5.99613
2020-05-18,54.80335
2020-05-19,64.76466
2020-05-20,57.15667
2020-05-21,56.73758
2020-05-22,48.35589
2020-05-23,10.54158
2020-05-24,6.5764
2020-05-25,41.68278
2020-05-26,56.8343
2020-05-27,59.28433
2020-05-28,66.21534
2020-05-29,56.73758
2020-05-30,12.66924
2020-05-31,7.76918
2020-06-01,68.56866
2020-06-02,72.01805
2020-06-03,83.33333
2020-06-04,83.97807
2020-06-05,76.78916
2020-06-06,19.27788
2020-06-07,9.83236
2020-06-08,75.24177
2020-06-09,84.62282
2020-06-10,76.11218
2020-06-11,73.92005
2020-06-12,63.92649
2020-06-13,11.99226
2020-06-14,6.70535
2020-06-15,57.25338
2020-06-16,66.31205
2020-06-17,59.70341
2020-06-18,57.64023
2020-06-19,61.08961
2020-06-20,10.47711
2020-06-21,6.02836
2020-06-22,60.15473
2020-06-23,62.92714
2020-06-24,66.60219
2020-06-25,56.73758
2020-06-26,56.35074
2020-06-27,10.25145
2020-06-28,5.35138
2020-06-29,47.13088
2020-06-30,53.48162
2020-07-01,55.60928
2020-07-02,60.05802
2020-07-03,58.15602
2020-07-04,10.54158
2020-07-05,6.8343
2020-07-06,79.33591
2020-07-07,77.9497
2020-07-08,74.69374
2020-07-09,75.62862
2020-07-10,64.76466
2020-07-11,11.63765
2020-07-12,7.60799
2020-07-13,70.05157
2020-07-14,58.99419
2020-07-15,67.79497
2020-07-16,68.76208
2020-07-17,62.08897
2020-07-18,12.57253
2020-07-19,7.60799
2020-07-20,71.1154
2020-07-21,78.94906
2020-07-22,78.75564
2020-07-23,82.10831
2020-07-24,69.18117
2020-07-25,14.47453
2020-07-26,7.67246
2020-07-27,67.08575
2020-07-28,73.66215
2020-07-29,72.69503
2020-07-30,68.92327
2020-07-31,61.44422
2020-08-01,12.37911
2020-08-02,6.60863
2020-08-03,63.12056
2020-08-04,65.3127
2020-08-05,77.85299
2020-08-06,71.43778
2020-08-07,73.30754
2020-08-08,12.66924
2020-08-09,6.54416
2020-08-10,70.245
2020-08-11,79.65828
2020-08-12,68.98774
2020-08-13,72.66279
2020-08-14,64.70019
2020-08-15,10.28368
2020-08-16,7.05996
2020-08-17,55.12572
2020-08-18,75.27401
2020-08-19,76.78916
2020-08-20,64.76466
2020-08-21,64.31334
2020-08-22,12.12121
2020-08-23,7.73694
2020-08-24,73.59767
2020-08-25,79.62604
2020-08-26,74.24242
2020-08-27,79.94842
2020-08-28,78.01418
2020-08-29,14.2811
2020-08-30,7.99484
2020-08-31,90.71566
2020-09-01,95.90586
2020-09-02,86.62153
2020-09-03,79.91618
2020-09-04,71.17988
2020-09-05,11.15409
2020-09-06,8.57511
2020-09-07,74.72598
2020-09-08,79.59381
2020-09-09,70.88974
2020-09-10,70.34171
2020-09-11,67.69825
2020-09-12,11.15409
2020-09-13,4.96453
2020-09-14,66.9568
2020-09-15,67.44036
2020-09-16,64.86137
2020-09-17,59.83236
2020-09-18,57.05996
2020-09-19,9.47775
2020-09-20,6.0606
2020-09-21,55.51257
2020-09-22,56.3185
2020-09-23,58.99419
2020-09-24,53.54609
2020-09-25,48.25918
2020-09-26,9.57446
2020-09-27,4.60992
2020-09-28,54.54545
2020-09-29,53.57833
2020-09-30,32.36621
2020-10-01,40.29658
2020-10-02,35.75112
2020-10-03,11.15409
2020-10-04,6.02836
2020-10-05,62.86266
2020-10-06,66.82785
2020-10-07,69.37459
2020-10-08,73.17859
2020-10-09,49.35525
2020-10-10,12.34687
2020-10-11,7.57575
2020-10-12,68.8588
2020-10-13,72.17923
2020-10-14,63.50741
2020-10-15,61.15409
2020-10-16,57.18891
2020-10-17,10.67053
2020-10-18,5.09348
2020-10-19,59.6067
2020-10-20,63.73307
2020-10-21,61.18633
2020-10-22,56.99548
2020-10-23,52.09542
2020-10-24,10.02578
2020-10-25,4.57769
2020-10-26,50.03223
2020-10-27,47.74339
2020-10-28,52.15989
2020-10-29,51.6441
2020-10-30,43.35912
2020-10-31,7.57575
2020-11-01,4.48098
2020-11-02,44.71308
2020-11-03,52.19213
2020-11-04,53.38491
2020-11-05,64.2811
2020-11-06,57.9626
2020-11-07,9.89684
2020-11-08,5.51257
2020-11-09,69.40683
2020-11-10,77.82076
2020-11-11,80.07736
2020-11-12,68.63313
2020-11-13,60.96067
2020-11-14,10.83172
2020-11-15,6.35074
2020-11-16,62.637
2020-11-17,71.8891
2020-11-18,69.14893
2020-11-19,70.88974
2020-11-20,65.69954
2020-11-21,15.69954
2020-11-22,7.41457
2020-11-23,74.50032
2020-11-24,73.0174
2020-11-25,76.75693
2020-11-26,73.69439
2020-11-27,70.98646
2020-11-28,13.47517
2020-11-29,7.67246
2020-11-30,54.35203
2020-12-01,67.31141
2020-12-02,73.0174
2020-12-03,68.40747
2020-12-04,64.7969
2020-12-05,13.99097
2020-12-06,7.41457
2020-12-07,61.79883
2020-12-08,67.2147
2020-12-09,73.59767
2020-12-10,69.82591
2020-12-11,68.11734
2020-12-12,12.66924
2020-12-13,6.86653
2020-12-14,68.05286
2020-12-15,66.86009
2020-12-16,70.95422
2020-12-17,73.85557
2020-12-18,72.85622
2020-12-19,13.70083
2020-12-20,8.02707
2020-12-21,79.33591
2020-12-22,82.04384
2020-12-23,79.69052
2020-12-24,75.49967
2020-12-25,23.37201
2020-12-26,11.89555
2020-12-27,7.67246
2020-12-28,68.56866
2020-12-29,72.24371
2020-12-30,78.9813
2020-12-31,54.28755
2021-01-01,20.27724
2021-01-02,11.21856
2021-01-03,7.41457
2021-01-04,81.88265
2021-01-05,90.94132
2021-01-06,83.78465
2021-01-07,88.55577
2021-01-08,92.10186
2021-01-09,18.69761
2021-01-10,9.57446
2021-01-11,91.58607
2021-01-12,100.0
2021-01-13,93.61702
2021-01-14,91.58607
2021-01-15,85.5577
2021-01-16,15.11927
2021-01-17,8.99419
2021-01-18,83.9136
2021-01-19,84.55834
2021-01-20,86.23468
2021-01-21,90.16763
2021-01-22,81.78594
2021-01-23,16.27981
2021-01-24,9.21985
2021-01-25,86.10573
2021-01-26,70.14829
2021-01-27,73.14635
2021-01-28,71.72791
2021-01-29,80.17408
2021-01-30,14.95809
2021-01-31,7.09219
2021-02-01,85.42875
2021-02-02,99.93552
2021-02-03,95.84139
2021-02-04,90.58671
2021-02-05,88.49129
2021-02-06,17.56931
2021-02-07,11.86331
2021-02-08,87.58865
2021-02-09,93.26241
2021-02-10,87.26627
2021-02-11,46.38942
2021-02-12,49.87105
2021-02-13,18.11734
2021-02-14,10.50934
2021-02-15,82.5274
2021-02-16,82.94648
2021-02-17,83.84912
2021-02-18,79.20696
2021-02-19,72.37266
2021-02-20,14.02321
2021-02-21,8.44616
2021-02-22,68.76208
