date,ETF투자방법
2020-03-20,17.48251
2020-03-21,10.90909
2020-03-22,9.41724
2020-03-23,14.31235
2020-03-24,11.60839
2020-03-25,11.09557
2020-03-26,10.16317
2020-03-27,10.06993
2020-03-28,6.38694
2020-03-29,5.96736
2020-03-30,6.7599
2020-03-31,4.33566
2020-04-01,5.96736
2020-04-02,4.94172
2020-04-03,5.1282
2020-04-04,2.75058
2020-04-05,3.0303
2020-04-06,4.1958
2020-04-07,4.1958
2020-04-08,4.47552
2020-04-09,3.77622
2020-04-10,3.91608
2020-04-11,3.54312
2020-04-12,3.40326
2020-04-13,5.8275
2020-04-14,7.78554
2020-04-15,3.54312
2020-04-16,4.00932
2020-04-17,3.68298
2020-04-18,2.93706
2020-04-19,3.4965
2020-04-20,3.77622
2020-04-21,4.4289
2020-04-22,5.50116
2020-04-23,4.56876
2020-04-24,3.44988
2020-04-25,2.70396
2020-04-26,3.31002
2020-04-27,2.89044
2020-04-28,3.12354
2020-04-29,4.98834
2020-04-30,2.23776
2020-05-01,2.28438
2020-05-02,2.61072
2020-05-03,2.14452
2020-05-04,2.05128
2020-05-05,1.81818
2020-05-06,2.42424
2020-05-07,2.05128
2020-05-08,1.8648
2020-05-09,1.6317
2020-05-10,1.6317
2020-05-11,1.58508
2020-05-12,1.58508
2020-05-13,1.72494
2020-05-14,1.77156
2020-05-15,1.21212
2020-05-16,1.91142
2020-05-17,2.14452
2020-05-18,2.61072
2020-05-19,2.19114
2020-05-20,2.61072
2020-05-21,2.42424
2020-05-22,2.14452
2020-05-23,1.25874
2020-05-24,1.58508
2020-05-25,1.67832
2020-05-26,1.44522
2020-05-27,1.21212
2020-05-28,1.11888
2020-05-29,1.11888
2020-05-30,0.88578
2020-05-31,0.74592
2020-06-01,0.60606
2020-06-02,1.53846
2020-06-03,1.35198
2020-06-04,1.49184
2020-06-05,0.97902
2020-06-06,0.2331
2020-06-07,0.9324
2020-06-08,1.35198
2020-06-09,1.67832
2020-06-10,2.37762
2020-06-11,1.53846
2020-06-12,1.81818
2020-06-13,0.65268
2020-06-14,0.55944
2020-06-15,1.6317
2020-06-16,1.30536
2020-06-17,0.9324
2020-06-18,0.6993
2020-06-19,1.02564
2020-06-20,2.0979
2020-06-21,0.9324
2020-06-22,1.77156
2020-06-23,1.95804
2020-06-24,2.05128
2020-06-25,1.8648
2020-06-26,0.74592
2020-06-27,0.55944
2020-06-28,0.60606
2020-06-29,1.30536
2020-06-30,1.35198
2020-07-01,1.25874
2020-07-02,1.21212
2020-07-03,1.30536
2020-07-04,1.30536
2020-07-05,1.49184
2020-07-06,1.6317
2020-07-07,1.72494
2020-07-08,2.61072
2020-07-09,2.70396
2020-07-10,2.14452
2020-07-11,1.67832
2020-07-12,1.72494
2020-07-13,4.14918
2020-07-14,3.31002
2020-07-15,2.00466
2020-07-16,1.81818
2020-07-17,2.14452
2020-07-18,1.07226
2020-07-19,1.58508
2020-07-20,1.58508
2020-07-21,1.77156
2020-07-22,2.84382
2020-07-23,2.37762
2020-07-24,2.5641
2020-07-25,2.51748
2020-07-26,2.47086
2020-07-27,4.47552
2020-07-28,5.1282
2020-07-29,3.58974
2020-07-30,3.58974
2020-07-31,3.4965
2020-08-01,2.7972
2020-08-02,3.07692
2020-08-03,3.40326
2020-08-04,4.33566
2020-08-05,4.8951
2020-08-06,4.10256
2020-08-07,4.80186
2020-08-08,3.17016
2020-08-09,2.89044
2020-08-10,4.52214
2020-08-11,4.24242
2020-08-12,3.9627
2020-08-13,2.47086
2020-08-14,2.93706
2020-08-15,1.25874
2020-08-16,1.95804
2020-08-17,1.91142
2020-08-18,2.00466
2020-08-19,2.98368
2020-08-20,2.84382
2020-08-21,2.75058
2020-08-22,1.44522
2020-08-23,1.35198
2020-08-24,2.37762
2020-08-25,2.47086
2020-08-26,2.00466
2020-08-27,2.37762
2020-08-28,2.28438
2020-08-29,2.75058
2020-08-30,2.5641
2020-08-31,3.77622
2020-09-01,2.7972
2020-09-02,3.4965
2020-09-03,4.56876
2020-09-04,3.31002
2020-09-05,1.81818
2020-09-06,1.81818
2020-09-07,3.31002
2020-09-08,2.89044
2020-09-09,2.0979
2020-09-10,3.40326
2020-09-11,2.47086
2020-09-12,1.21212
2020-09-13,2.05128
2020-09-14,2.19114
2020-09-15,3.17016
2020-09-16,2.75058
2020-09-17,3.58974
2020-09-18,2.42424
2020-09-19,1.3986
2020-09-20,1.91142
2020-09-21,2.61072
2020-09-22,2.05128
2020-09-23,2.0979
2020-09-24,2.05128
2020-09-25,1.6317
2020-09-26,1.11888
2020-09-27,1.53846
2020-09-28,1.77156
2020-09-29,2.14452
2020-09-30,0.51282
2020-10-01,1.6317
2020-10-02,1.30536
2020-10-03,1.49184
2020-10-04,1.72494
2020-10-05,2.98368
2020-10-06,3.35664
2020-10-07,3.7296
2020-10-08,3.2634
2020-10-09,3.35664
2020-10-10,2.47086
2020-10-11,3.07692
2020-10-12,3.63636
2020-10-13,3.2634
2020-10-14,3.7296
2020-10-15,4.1958
2020-10-16,3.21678
2020-10-17,1.3986
2020-10-18,1.6317
2020-10-19,1.81818
2020-10-20,2.14452
2020-10-21,2.0979
2020-10-22,2.65734
2020-10-23,2.23776
2020-10-24,1.44522
2020-10-25,1.25874
2020-10-26,2.14452
2020-10-27,2.19114
2020-10-28,2.23776
2020-10-29,1.8648
2020-10-30,1.6317
2020-10-31,0.83916
2020-11-01,1.35198
2020-11-02,2.47086
2020-11-03,2.61072
2020-11-04,2.89044
2020-11-05,2.5641
2020-11-06,2.28438
2020-11-07,1.49184
2020-11-08,1.91142
2020-11-09,3.4965
2020-11-10,2.89044
2020-11-11,2.93706
2020-11-12,3.40326
2020-11-13,4.38228
2020-11-14,2.75058
2020-11-15,4.05594
2020-11-16,6.01398
2020-11-17,3.68298
2020-11-18,4.10256
2020-11-19,4.1958
2020-11-20,3.07692
2020-11-21,3.86946
2020-11-22,3.77622
2020-11-23,4.84848
2020-11-24,5.68764
2020-11-25,5.26806
2020-11-26,3.12354
2020-11-27,4.28904
2020-11-28,2.75058
2020-11-29,4.14918
2020-11-30,5.8275
2020-12-01,5.45454
2020-12-02,5.26806
2020-12-03,5.68764
2020-12-04,4.70862
2020-12-05,4.00932
2020-12-06,5.54778
2020-12-07,5.40792
2020-12-08,5.64102
2020-12-09,5.73426
2020-12-10,6.34032
2020-12-11,4.52214
2020-12-12,3.77622
2020-12-13,4.75524
2020-12-14,3.86946
2020-12-15,4.14918
2020-12-16,4.4289
2020-12-17,4.33566
2020-12-18,3.68298
2020-12-19,3.21678
2020-12-20,4.10256
2020-12-21,9.37062
2020-12-22,11.42191
2020-12-23,6.38694
2020-12-24,4.98834
2020-12-25,4.00932
2020-12-26,5.73426
2020-12-27,5.96736
2020-12-28,7.31934
2020-12-29,5.64102
2020-12-30,5.26806
2020-12-31,4.8951
2021-01-01,5.3613
2021-01-02,6.38694
2021-01-03,6.24708
2021-01-04,8.43822
2021-01-05,7.97202
2021-01-06,8.11188
2021-01-07,7.27272
2021-01-08,9.97668
2021-01-09,8.67132
2021-01-10,10.67599
2021-01-11,12.72727
2021-01-12,10.39627
2021-01-13,11.42191
2021-01-14,13.33333
2021-01-15,10.67599
2021-01-16,10.39627
2021-01-17,9.23076
2021-01-18,9.46386
2021-01-19,9.0909
2021-01-20,8.6247
2021-01-21,16.31701
2021-01-22,16.36363
2021-01-23,15.29137
2021-01-24,15.89743
2021-01-25,17.01631
2021-01-26,14.12587
2021-01-27,12.68065
2021-01-28,10.44289
2021-01-29,8.3916
2021-01-30,8.67132
2021-01-31,8.25174
2021-02-01,7.97202
2021-02-02,10.25641
2021-02-03,10.58275
2021-02-04,10.44289
2021-02-05,14.73193
2021-02-06,8.6247
2021-02-07,12.86713
2021-02-08,10.86247
2021-02-09,8.43822
2021-02-10,10.48951
2021-02-11,8.06526
2021-02-12,9.18414
2021-02-13,10.02331
2021-02-14,8.43822
2021-02-15,10.62937
2021-02-16,11.93473
2021-02-17,9.27738
2021-02-18,9.74358
2021-02-19,8.25174
2021-02-20,5.96736
2021-02-21,7.13286
2021-02-22,7.4592
2021-02-23,6.94638
2021-02-24,6.66666
2021-02-25,5.45454
2021-02-26,7.55244
2021-02-27,5.68764
2021-02-28,6.57342
2021-03-01,6.85314
2021-03-02,5.92074
2021-03-03,6.38694
2021-03-04,6.48018
2021-03-05,6.71328
2021-03-06,7.17948
2021-03-07,9.13752
2021-03-08,11.74825
2021-03-09,11.56177
2021-03-10,9.93006
2021-03-11,20.37296
2021-03-12,16.08391
2021-03-13,9.23076
2021-03-14,17.99533
2021-03-15,18.74125
2021-03-16,14.21911
2021-03-17,13.65967
2021-03-18,24.84848
2021-03-19,18.69463
2021-03-20,14.26573
2021-03-21,13.70629
2021-03-22,19.48717
2021-03-23,16.50349
2021-03-24,18.32167
2021-03-25,20.32634
2021-03-26,16.59673
2021-03-27,15.47785
2021-03-28,14.07925
2021-03-29,17.85547
2021-03-30,22.51748
2021-03-31,23.21678
2021-04-01,20.79254
2021-04-02,17.80885
2021-04-03,15.38461
2021-04-04,36.96969
2021-04-05,56.64335
2021-04-06,35.05827
2021-04-07,24.94172
2021-04-08,27.78554
2021-04-09,23.12354
2021-04-10,17.24941
2021-04-11,26.80652
2021-04-12,32.82051
2021-04-13,30.81585
2021-04-14,34.87179
2021-04-15,32.58741
2021-04-16,31.56177
2021-04-17,24.56876
2021-04-18,22.19114
2021-04-19,35.29137
2021-04-20,40.97902
2021-04-21,36.78321
2021-04-22,36.50349
2021-04-23,36.13053
2021-04-24,26.20046
2021-04-25,36.68997
2021-04-26,33.33333
2021-04-27,60.55944
2021-04-28,39.58041
2021-04-29,33.33333
2021-04-30,30.20979
2021-05-01,24.05594
2021-05-02,30.72261
2021-05-03,37.20279
2021-05-04,43.40326
2021-05-05,37.01631
2021-05-06,30.25641
2021-05-07,28.95104
2021-05-08,24.52214
2021-05-09,31.32867
2021-05-10,45.45454
2021-05-11,41.30536
2021-05-12,35.15151
2021-05-13,38.41491
2021-05-14,36.73659
2021-05-15,30.67599
2021-05-16,38.78787
2021-05-17,46.80652
2021-05-18,48.06526
2021-05-19,41.49184
2021-05-20,52.58741
2021-05-21,50.48951
2021-05-22,41.44522
2021-05-23,54.17249
2021-05-24,57.66899
2021-05-25,63.9627
2021-05-26,55.47785
2021-05-27,58.04195
2021-05-28,45.96736
2021-05-29,39.34731
2021-05-30,39.81351
2021-05-31,43.54312
2021-06-01,43.35664
2021-06-02,50.16317
2021-06-03,51.18881
2021-06-04,44.38228
2021-06-05,37.71561
2021-06-06,39.25407
2021-06-07,48.67132
2021-06-08,63.35664
2021-06-09,59.86013
2021-06-10,48.48484
2021-06-11,43.68298
2021-06-12,42.00466
2021-06-13,43.0303
2021-06-14,45.50116
2021-06-15,53.47319
2021-06-16,54.68531
2021-06-17,53.79953
2021-06-18,42.23776
2021-06-19,33.98601
2021-06-20,36.50349
2021-06-21,43.0303
2021-06-22,43.91608
2021-06-23,51.51515
2021-06-24,49.83682
2021-06-25,55.85081
2021-06-26,40.0
2021-06-27,44.98834
2021-06-28,58.60139
2021-06-29,61.02564
2021-06-30,58.41491
2021-07-01,57.24941
2021-07-02,51.46853
2021-07-03,44.4289
2021-07-04,43.58974
2021-07-05,55.24475
2021-07-06,57.57575
2021-07-07,54.03263
2021-07-08,58.08857
2021-07-09,59.62703
2021-07-10,43.40326
2021-07-11,50.67599
2021-07-12,59.06759
2021-07-13,67.13286
2021-07-14,62.5641
2021-07-15,63.9627
2021-07-16,54.54545
2021-07-17,44.28904
2021-07-18,50.06993
2021-07-19,57.62237
2021-07-20,48.11188
2021-07-21,48.6247
2021-07-22,51.37529
2021-07-23,54.54545
2021-07-24,43.44988
2021-07-25,38.55477
2021-07-26,48.43822
2021-07-27,51.93473
2021-07-28,49.324
2021-07-29,57.57575
2021-07-30,45.17482
2021-07-31,32.54079
2021-08-01,33.89277
2021-08-02,46.2937
2021-08-03,49.46386
2021-08-04,58.04195
2021-08-05,61.35198
2021-08-06,58.22843
2021-08-07,53.33333
2021-08-08,57.43589
2021-08-09,74.26573
2021-08-10,80.74592
2021-08-11,68.06526
2021-08-12,74.73193
2021-08-13,66.01398
2021-08-14,49.27738
2021-08-15,47.27272
2021-08-16,61.8648
2021-08-17,64.28904
2021-08-18,59.44055
2021-08-19,59.16083
2021-08-20,58.74125
2021-08-21,46.2937
2021-08-22,49.65034
2021-08-23,68.11188
2021-08-24,73.19347
2021-08-25,75.85081
2021-08-26,70.72261
2021-08-27,61.11888
2021-08-28,55.05827
2021-08-29,53.19347
2021-08-30,65.3613
2021-08-31,75.61771
2021-09-01,67.4592
2021-09-02,65.68764
2021-09-03,62.93706
2021-09-04,46.20046
2021-09-05,45.08158
2021-09-06,53.75291
2021-09-07,63.7296
2021-09-08,60.04662
2021-09-09,62.14452
2021-09-10,51.70163
2021-09-11,40.74592
2021-09-12,44.94172
2021-09-13,55.80419
2021-09-14,57.99533
2021-09-15,52.91375
2021-09-16,54.49883
2021-09-17,50.20979
2021-09-18,35.75757
2021-09-19,30.81585
2021-09-20,35.33799
2021-09-21,45.40792
2021-09-22,49.41724
2021-09-23,64.05594
2021-09-24,67.6923
2021-09-25,49.27738
2021-09-26,53.89277
2021-09-27,61.53846
2021-09-28,67.6923
2021-09-29,66.57342
2021-09-30,56.78321
2021-10-01,72.44755
2021-10-02,42.0979
2021-10-03,50.95571
2021-10-04,67.08624
2021-10-05,70.20979
2021-10-06,57.71561
2021-10-07,56.96969
2021-10-08,48.34498
2021-10-09,30.86247
2021-10-10,34.96503
2021-10-11,41.3986
2021-10-12,55.61771
2021-10-13,50.06993
2021-10-14,59.06759
2021-10-15,57.66899
2021-10-16,48.53146
2021-10-17,48.25174
2021-10-18,62.98368
2021-10-19,69.60372
2021-10-20,68.76456
2021-10-21,75.71095
2021-10-22,58.64801
2021-10-23,44.75524
2021-10-24,47.50582
2021-10-25,71.93473
2021-10-26,74.87179
2021-10-27,72.72727
2021-10-28,62.7972
2021-10-29,58.50815
2021-10-30,48.99766
2021-10-31,46.43356
2021-11-01,58.41491
2021-11-02,74.26573
2021-11-03,65.31468
2021-11-04,66.57342
2021-11-05,73.61305
2021-11-06,49.5571
2021-11-07,49.18414
2021-11-08,66.43356
2021-11-09,71.56177
2021-11-10,72.72727
2021-11-11,64.38228
2021-11-12,63.63636
2021-11-13,46.71328
2021-11-14,53.28671
2021-11-15,77.48251
2021-11-16,76.64335
2021-11-17,83.58974
2021-11-18,79.72027
2021-11-19,70.53613
2021-11-20,52.26107
2021-11-21,63.44988
2021-11-22,75.47785
2021-11-23,75.47785
2021-11-24,68.53146
2021-11-25,92.07459
2021-11-26,100.0
2021-11-27,49.83682
2021-11-28,56.64335
2021-11-29,71.09557
2021-11-30,77.76223
2021-12-01,64.84848
2021-12-02,82.93706
2021-12-03,55.57109
2021-12-04,40.18648
2021-12-05,63.86946
2021-12-06,60.55944
2021-12-07,58.08857
2021-12-08,64.38228
2021-12-09,60.55944
2021-12-10,54.91841
2021-12-11,39.11421
2021-12-12,47.03962
2021-12-13,76.31701
2021-12-14,68.90442
2021-12-15,61.25874
2021-12-16,57.94871
2021-12-17,51.65501
2021-12-18,37.90209
2021-12-19,45.22144
2021-12-20,55.15151
2021-12-21,56.41025
2021-12-22,67.08624
2021-12-23,64.84848
2021-12-24,67.83216
2021-12-25,48.43822
2021-12-26,48.29836
2021-12-27,60.83916
2021-12-28,71.98135
2021-12-29,77.34265
2021-12-30,64.33566
2021-12-31,51.28205
2022-01-01,41.07226
2022-01-02,56.36363
2022-01-03,77.43589
2022-01-04,83.54312
2022-01-05,80.4662
2022-01-06,80.60606
2022-01-07,62.93706
2022-01-08,56.41025
2022-01-09,57.57575
2022-01-10,67.97202
2022-01-11,67.27272
2022-01-12,63.17016
2022-01-13,59.62703
2022-01-14,59.95337
2022-01-15,46.24708
2022-01-16,76.50349
2022-01-17,76.27039
2022-01-18,74.40559
2022-01-19,69.88344
2022-01-20,76.03729
2022-01-21,70.16317
2022-01-22,50.11655
2022-01-23,55.05827
2022-01-24,62.05128
2022-01-25,67.4592
2022-01-26,63.91608
2022-01-27,72.54079
2022-01-28,64.47552
2022-01-29,44.33566
2022-01-30,42.42424
2022-01-31,42.14452
2022-02-01,59.62703
2022-02-02,72.35431
2022-02-03,83.86946
2022-02-04,70.67599
2022-02-05,65.68764
2022-02-06,65.64102
2022-02-07,80.60606
2022-02-08,70.48951
2022-02-09,67.97202
2022-02-10,65.17482
2022-02-11,55.10489
2022-02-12,42.93706
2022-02-13,47.73892
2022-02-14,54.21911
2022-02-15,55.33799
2022-02-16,56.87645
2022-02-17,59.53379
2022-02-18,48.76456
2022-02-19,42.331
2022-02-20,60.27972
2022-02-21,57.29603
2022-02-22,60.41958
2022-02-23,56.59673
2022-02-24,61.30536
2022-02-25,52.44755
2022-02-26,42.65734
2022-02-27,43.12354
2022-02-28,41.91142
2022-03-01,39.67365
2022-03-02,43.12354
2022-03-03,40.74592
2022-03-04,43.12354
2022-03-05,30.20979
2022-03-06,35.52447
2022-03-07,47.31934
2022-03-08,42.28438
2022-03-09,26.10722
2022-03-10,32.16783
