date,증권사
2021-06-14,19.46666
2021-06-15,17.39999
2021-06-16,17.03333
2021-06-17,16.93333
2021-06-18,17.1
2021-06-19,8.23333
2021-06-20,10.66666
2021-06-21,18.7
2021-06-22,14.63333
2021-06-23,18.26666
2021-06-24,19.1
2021-06-25,15.3
2021-06-26,9.56666
2021-06-27,8.56666
2021-06-28,15.83333
2021-06-29,14.93333
2021-06-30,16.0
2021-07-01,15.43333
2021-07-02,14.43333
2021-07-03,9.16666
2021-07-04,9.56666
2021-07-05,16.06666
2021-07-06,15.83333
2021-07-07,15.46666
2021-07-08,16.43333
2021-07-09,15.63333
2021-07-10,9.36666
2021-07-11,9.03333
2021-07-12,17.33333
2021-07-13,16.9
2021-07-14,16.03333
2021-07-15,18.0
2021-07-16,15.06666
2021-07-17,8.3
2021-07-18,9.4
2021-07-19,15.4
2021-07-20,14.53333
2021-07-21,16.23333
2021-07-22,17.06666
2021-07-23,16.46666
2021-07-24,10.4
2021-07-25,8.86666
2021-07-26,19.9
2021-07-27,19.46666
2021-07-28,16.3
2021-07-29,16.73333
2021-07-30,13.36666
2021-07-31,6.8
2021-08-01,7.9
2021-08-02,16.36666
2021-08-03,14.63333
2021-08-04,17.16666
2021-08-05,17.06666
2021-08-06,22.43333
2021-08-07,10.26666
2021-08-08,11.43333
2021-08-09,20.76666
2021-08-10,20.3
2021-08-11,19.9
2021-08-12,20.13333
2021-08-13,19.9
2021-08-14,10.96666
2021-08-15,11.36666
2021-08-16,15.56666
2021-08-17,23.83333
2021-08-18,20.2
2021-08-19,18.66666
2021-08-20,18.6
2021-08-21,10.83333
2021-08-22,10.8
2021-08-23,20.03333
2021-08-24,19.66666
2021-08-25,18.93333
2021-08-26,17.6
2021-08-27,14.9
2021-08-28,8.83333
2021-08-29,10.0
2021-08-30,17.96666
2021-08-31,15.53333
2021-09-01,19.56666
2021-09-02,17.06666
2021-09-03,16.73333
2021-09-04,10.73333
2021-09-05,11.23333
2021-09-06,17.46666
2021-09-07,18.0
2021-09-08,19.3
2021-09-09,18.56666
2021-09-10,16.23333
2021-09-11,7.96666
2021-09-12,9.96666
2021-09-13,17.26666
2021-09-14,17.03333
2021-09-15,15.53333
2021-09-16,14.96666
2021-09-17,15.93333
2021-09-18,8.36666
2021-09-19,7.43333
2021-09-20,7.26666
2021-09-21,8.36666
2021-09-22,10.16666
2021-09-23,20.53333
2021-09-24,17.26666
2021-09-25,8.43333
2021-09-26,9.63333
2021-09-27,16.66666
2021-09-28,16.1
2021-09-29,16.06666
2021-09-30,15.33333
2021-10-01,14.36666
2021-10-02,8.43333
2021-10-03,7.03333
2021-10-04,9.36666
2021-10-05,15.2
2021-10-06,16.16666
2021-10-07,15.06666
2021-10-08,12.53333
2021-10-09,8.06666
2021-10-10,7.6
2021-10-11,9.33333
2021-10-12,16.03333
2021-10-13,15.9
2021-10-14,15.86666
2021-10-15,14.29999
2021-10-16,7.16666
2021-10-17,7.73333
2021-10-18,13.33333
2021-10-19,14.66666
2021-10-20,13.46666
2021-10-21,13.36666
2021-10-22,12.63333
2021-10-23,6.66666
2021-10-24,8.93333
2021-10-25,40.36666
2021-10-26,18.73333
2021-10-27,14.9
2021-10-28,13.43333
2021-10-29,13.26666
2021-10-30,5.96666
2021-10-31,8.03333
2021-11-01,15.63333
2021-11-02,17.19999
2021-11-03,17.7
2021-11-04,14.8
2021-11-05,13.4
2021-11-06,7.63333
2021-11-07,7.36666
2021-11-08,14.46666
2021-11-09,14.76666
2021-11-10,14.53333
2021-11-11,14.73333
2021-11-12,13.96666
2021-11-13,7.96666
2021-11-14,11.0
2021-11-15,16.4
2021-11-16,16.33333
2021-11-17,16.5
2021-11-18,25.9
2021-11-19,15.36666
2021-11-20,8.69999
2021-11-21,8.8
2021-11-22,15.56666
2021-11-23,14.46666
2021-11-24,13.9
2021-11-25,13.9
2021-11-26,13.43333
2021-11-27,10.13333
2021-11-28,9.3
2021-11-29,14.56666
2021-11-30,14.83333
2021-12-01,13.43333
2021-12-02,12.4
2021-12-03,10.19999
2021-12-04,7.16666
2021-12-05,8.76666
2021-12-06,13.06666
2021-12-07,11.93333
2021-12-08,12.46666
2021-12-09,13.66666
2021-12-10,12.2
2021-12-11,7.4
2021-12-12,9.9
2021-12-13,14.19999
2021-12-14,13.23333
2021-12-15,14.19999
2021-12-16,14.53333
2021-12-17,10.6
2021-12-18,7.09999
2021-12-19,8.46666
2021-12-20,14.53333
2021-12-21,15.93333
2021-12-22,14.26666
2021-12-23,12.4
2021-12-24,11.86666
2021-12-25,6.46666
2021-12-26,8.69999
2021-12-27,14.8
2021-12-28,14.96666
2021-12-29,16.03333
2021-12-30,14.13333
2021-12-31,19.53333
2022-01-01,7.96666
2022-01-02,11.3
2022-01-03,23.9
2022-01-04,16.9
2022-01-05,17.73333
2022-01-06,16.23333
2022-01-07,14.86666
2022-01-08,8.93333
2022-01-09,10.63333
2022-01-10,15.26666
2022-01-11,16.96666
2022-01-12,16.7
2022-01-13,19.7
2022-01-14,17.73333
2022-01-15,11.06666
2022-01-16,16.3
2022-01-17,31.2
2022-01-18,37.43333
2022-01-19,28.49999
2022-01-20,26.16666
2022-01-21,19.33333
2022-01-22,10.63333
2022-01-23,9.8
2022-01-24,17.86666
2022-01-25,16.5
2022-01-26,16.83333
2022-01-27,24.96666
2022-01-28,17.19999
2022-01-29,9.5
2022-01-30,8.53333
2022-01-31,9.36666
2022-02-01,13.83333
2022-02-02,15.83333
2022-02-03,22.7
2022-02-04,18.93333
2022-02-05,11.53333
2022-02-06,10.53333
2022-02-07,18.2
2022-02-08,17.8
2022-02-09,16.6
2022-02-10,16.26666
2022-02-11,14.26666
2022-02-12,7.36666
2022-02-13,8.5
2022-02-14,14.09999
2022-02-15,13.3
2022-02-16,16.16666
2022-02-17,13.5
2022-02-18,12.5
2022-02-19,7.36666
2022-02-20,8.83333
2022-02-21,13.23333
2022-02-22,14.43333
2022-02-23,13.86666
2022-02-24,15.06666
2022-02-25,13.23333
2022-02-26,8.59999
2022-02-27,8.03333
2022-02-28,14.83333
2022-03-01,9.1
2022-03-02,13.53333
2022-03-03,14.16666
2022-03-04,10.86666
2022-03-05,6.93333
2022-03-06,7.2
2022-03-07,12.73333
2022-03-08,12.1
2022-03-09,6.6
2022-03-10,11.9
2022-03-11,12.53333
2022-03-12,6.6
2022-03-13,8.16666
2022-03-14,16.06666
2022-03-15,13.76666
2022-03-16,12.6
2022-03-17,13.66666
2022-03-18,11.93333
2022-03-19,8.76666
2022-03-20,8.23333
2022-03-21,14.29999
2022-03-22,12.63333
2022-03-23,12.66666
2022-03-24,11.03333
2022-03-25,11.26666
2022-03-26,6.8
2022-03-27,9.96666
2022-03-28,15.83333
2022-03-29,14.73333
2022-03-30,12.4
2022-03-31,12.3
2022-04-01,10.06666
2022-04-02,7.16666
2022-04-03,6.7
2022-04-04,13.2
2022-04-05,12.96666
2022-04-06,13.03333
2022-04-07,13.2
2022-04-08,11.93333
2022-04-09,6.0
2022-04-10,6.66666
2022-04-11,11.93333
2022-04-12,11.2
2022-04-13,13.86666
2022-04-14,12.03333
2022-04-15,11.4
2022-04-16,5.73333
2022-04-17,6.93333
2022-04-18,11.33333
2022-04-19,13.33333
2022-04-20,11.86666
2022-04-21,13.53333
2022-04-22,10.1
2022-04-23,7.7
2022-04-24,7.53333
2022-04-25,11.83333
2022-04-26,11.86666
2022-04-27,12.26666
2022-04-28,10.93333
2022-04-29,9.96666
2022-04-30,6.06666
2022-05-01,6.56666
2022-05-02,10.8
2022-05-03,12.4
2022-05-04,11.43333
2022-05-05,7.76666
2022-05-06,12.06666
2022-05-07,5.76666
2022-05-08,7.36666
2022-05-09,12.0
2022-05-10,12.6
2022-05-11,11.43333
2022-05-12,11.26666
2022-05-13,10.16666
2022-05-14,5.43333
2022-05-15,5.83333
2022-05-16,14.96666
2022-05-17,12.46666
2022-05-18,11.33333
2022-05-19,11.83333
2022-05-20,9.43333
2022-05-21,4.9
2022-05-22,6.3
2022-05-23,10.26666
2022-05-24,10.7
2022-05-25,11.4
2022-05-26,11.56666
2022-05-27,9.66666
2022-05-28,5.03333
2022-05-29,7.43333
2022-05-30,13.23333
2022-05-31,13.3
2022-06-01,10.06666
2022-06-02,13.23333
2022-06-03,11.13333
2022-06-04,7.16666
2022-06-05,7.43333
2022-06-06,7.83333
2022-06-07,10.36666
2022-06-08,12.56666
2022-06-09,11.63333
2022-06-10,9.56666
2022-06-11,6.33333
2022-06-12,7.03333
2022-06-13,12.46666
2022-06-14,11.96666
2022-06-15,13.13333
2022-06-16,11.8
2022-06-17,12.16666
2022-06-18,6.86666
2022-06-19,6.3
2022-06-20,11.13333
2022-06-21,12.33333
2022-06-22,12.26666
2022-06-23,12.26666
2022-06-24,11.33333
2022-06-25,6.66666
2022-06-26,7.0
2022-06-27,11.66666
2022-06-28,11.3
2022-06-29,10.16666
2022-06-30,10.56666
2022-07-01,12.36666
2022-07-02,6.03333
2022-07-03,5.9
2022-07-04,12.53333
2022-07-05,10.96666
2022-07-06,11.06666
2022-07-07,11.93333
2022-07-08,10.26666
2022-07-09,4.2
2022-07-10,6.13333
2022-07-11,11.5
2022-07-12,10.76666
2022-07-13,11.1
2022-07-14,10.56666
2022-07-15,9.23333
2022-07-16,4.46666
2022-07-17,6.66666
2022-07-18,11.5
2022-07-19,11.23333
2022-07-20,11.36666
2022-07-21,13.26666
2022-07-22,10.86666
2022-07-23,5.6
2022-07-24,5.5
2022-07-25,10.0
2022-07-26,11.66666
2022-07-27,13.9
2022-07-28,9.9
2022-07-29,9.46666
2022-07-30,4.76666
2022-07-31,6.16666
2022-08-01,10.36666
2022-08-02,11.93333
2022-08-03,10.23333
2022-08-04,10.03333
2022-08-05,8.13333
2022-08-06,4.29999
2022-08-07,4.76666
2022-08-08,13.3
2022-08-09,14.03333
2022-08-10,11.2
2022-08-11,11.96666
2022-08-12,11.3
2022-08-13,5.6
2022-08-14,5.13333
2022-08-15,5.76666
2022-08-16,11.06666
2022-08-17,13.7
2022-08-18,11.56666
2022-08-19,11.36666
2022-08-20,5.43333
2022-08-21,5.86666
2022-08-22,11.66666
2022-08-23,10.73333
2022-08-24,11.43333
2022-08-25,10.76666
2022-08-26,9.1
2022-08-27,4.83333
2022-08-28,4.36666
2022-08-29,11.76666
2022-08-30,11.26666
2022-08-31,9.53333
2022-09-01,9.16666
2022-09-02,7.73333
2022-09-03,4.8
2022-09-04,4.9
2022-09-05,9.43333
2022-09-06,9.83333
2022-09-07,10.76666
2022-09-08,8.43333
2022-09-09,6.5
2022-09-10,4.33333
2022-09-11,4.83333
2022-09-12,5.86666
2022-09-13,11.33333
2022-09-14,12.2
2022-09-15,10.93333
2022-09-16,10.3
2022-09-17,5.5
2022-09-18,6.0
2022-09-19,10.7
2022-09-20,10.4
2022-09-21,9.2
2022-09-22,10.3
2022-09-23,9.46666
2022-09-24,5.0
2022-09-25,5.66666
2022-09-26,12.66666
2022-09-27,10.76666
2022-09-28,12.76666
2022-09-29,10.66666
2022-09-30,8.43333
2022-10-01,5.03333
2022-10-02,5.43333
2022-10-03,7.16666
2022-10-04,11.1
2022-10-05,11.6
2022-10-06,12.26666
2022-10-07,9.33333
2022-10-08,5.06666
2022-10-09,6.36666
2022-10-10,6.86666
2022-10-11,11.0
2022-10-12,11.7
2022-10-13,11.53333
2022-10-14,12.7
2022-10-15,7.06666
2022-10-16,6.23333
2022-10-17,15.76666
2022-10-18,15.6
2022-10-19,26.36666
2022-10-20,25.83333
2022-10-21,23.03333
2022-10-22,10.96666
2022-10-23,14.66666
2022-10-24,22.33333
2022-10-25,17.43333
2022-10-26,27.06666
2022-10-27,21.26666
2022-10-28,13.7
2022-10-29,7.3
2022-10-30,7.56666
2022-10-31,15.06666
2022-11-01,16.1
2022-11-02,22.83333
2022-11-03,20.96666
2022-11-04,17.63333
2022-11-05,7.53333
2022-11-06,7.53333
2022-11-07,15.73333
2022-11-08,15.13333
2022-11-09,14.19999
2022-11-10,15.93333
2022-11-11,15.8
2022-11-12,7.13333
2022-11-13,7.36666
2022-11-14,13.5
2022-11-15,14.43333
2022-11-16,14.63333
2022-11-17,21.06666
2022-11-18,16.06666
2022-11-19,6.46666
2022-11-20,5.8
2022-11-21,13.4
2022-11-22,15.13333
2022-11-23,13.8
2022-11-24,17.93333
2022-11-25,15.6
2022-11-26,5.83333
2022-11-27,7.4
2022-11-28,13.46666
2022-11-29,14.03333
2022-11-30,14.4
2022-12-01,14.29999
2022-12-02,13.43333
2022-12-03,5.09999
2022-12-04,7.09999
2022-12-05,16.2
2022-12-06,13.06666
2022-12-07,13.56666
2022-12-08,12.86666
2022-12-09,12.6
2022-12-10,7.26666
2022-12-11,8.56666
2022-12-12,13.73333
2022-12-13,15.33333
2022-12-14,13.23333
2022-12-15,14.66666
2022-12-16,12.03333
2022-12-17,6.13333
2022-12-18,7.26666
2022-12-19,12.46666
2022-12-20,28.33333
2022-12-21,28.76666
2022-12-22,20.83333
2022-12-23,17.5
2022-12-24,8.8
2022-12-25,10.06666
2022-12-26,17.03333
2022-12-27,17.0
2022-12-28,18.8
2022-12-29,17.8
2022-12-30,21.76666
2022-12-31,7.3
2023-01-01,7.06666
2023-01-02,23.0
2023-01-03,15.1
2023-01-04,15.13333
2023-01-05,14.93333
2023-01-06,12.43333
2023-01-07,9.36666
2023-01-08,9.56666
2023-01-09,15.43333
2023-01-10,15.53333
2023-01-11,17.56666
2023-01-12,14.73333
2023-01-13,14.16666
2023-01-14,9.1
2023-01-15,10.06666
2023-01-16,14.76666
2023-01-17,12.86666
2023-01-18,13.83333
2023-01-19,13.36666
2023-01-20,10.03333
2023-01-21,6.66666
2023-01-22,6.63333
2023-01-23,7.16666
2023-01-24,9.96666
2023-01-25,17.43333
2023-01-26,14.53333
2023-01-27,14.96666
2023-01-28,8.16666
2023-01-29,7.73333
2023-01-30,14.93333
2023-01-31,15.03333
2023-02-01,14.96666
2023-02-02,14.13333
2023-02-03,13.0
2023-02-04,6.3
2023-02-05,7.23333
2023-02-06,13.53333
2023-02-07,12.93333
2023-02-08,13.4
2023-02-09,14.29999
2023-02-10,12.2
2023-02-11,5.76666
2023-02-12,7.86666
2023-02-13,13.3
2023-02-14,14.46666
2023-02-15,14.53333
2023-02-16,14.4
2023-02-17,12.0
2023-02-18,7.2
2023-02-19,9.3
2023-02-20,16.6
2023-02-21,15.76666
2023-02-22,13.43333
2023-02-23,13.43333
2023-02-24,12.3
2023-02-25,6.6
2023-02-26,7.66666
2023-02-27,13.46666
2023-02-28,11.63333
2023-03-01,8.46666
2023-03-02,13.03333
2023-03-03,11.46666
2023-03-04,6.83333
2023-03-05,6.9
2023-03-06,12.03333
2023-03-07,12.76666
2023-03-08,13.36666
2023-03-09,13.5
2023-03-10,11.96666
2023-03-11,5.96666
2023-03-12,7.33333
2023-03-13,14.09999
2023-03-14,14.36666
2023-03-15,13.46666
2023-03-16,12.6
2023-03-17,12.9
2023-03-18,6.03333
2023-03-19,6.96666
2023-03-20,13.9
2023-03-21,13.3
2023-03-22,13.3
2023-03-23,13.5
2023-03-24,11.93333
2023-03-25,7.23333
2023-03-26,8.26666
2023-03-27,13.43333
2023-03-28,12.96666
2023-03-29,13.0
2023-03-30,14.33333
2023-03-31,12.6
2023-04-01,6.43333
2023-04-02,7.73333
2023-04-03,14.7
2023-04-04,14.06666
2023-04-05,14.09999
2023-04-06,14.06666
2023-04-07,12.13333
2023-04-08,6.76666
2023-04-09,7.4
2023-04-10,14.53333
2023-04-11,15.96666
2023-04-12,15.8
2023-04-13,12.06666
2023-04-14,13.66666
2023-04-15,7.5
2023-04-16,6.56666
2023-04-17,13.86666
2023-04-18,14.33333
2023-04-19,14.03333
2023-04-20,13.16666
2023-04-21,11.0
2023-04-22,7.2
2023-04-23,7.6
2023-04-24,13.73333
2023-04-25,15.1
2023-04-26,15.2
2023-04-27,16.4
2023-04-28,16.93333
2023-04-29,7.53333
2023-04-30,8.59999
2023-05-01,14.9
2023-05-02,13.0
2023-05-03,12.9
2023-05-04,13.26666
2023-05-05,8.0
2023-05-06,6.26666
2023-05-07,7.66666
2023-05-08,14.19999
2023-05-09,13.46666
2023-05-10,13.4
2023-05-11,11.7
2023-05-12,9.23333
2023-05-13,5.7
2023-05-14,6.63333
2023-05-15,14.09999
2023-05-16,13.26666
2023-05-17,14.0
2023-05-18,12.26666
2023-05-19,22.46666
2023-05-20,5.56666
2023-05-21,6.6
2023-05-22,13.2
2023-05-23,14.96666
2023-05-24,13.6
2023-05-25,13.76666
2023-05-26,11.06666
2023-05-27,6.3
2023-05-28,6.9
2023-05-29,8.23333
2023-05-30,14.5
2023-05-31,12.43333
2023-06-01,13.23333
2023-06-02,10.76666
2023-06-03,5.53333
2023-06-04,6.43333
2023-06-05,12.76666
2023-06-06,6.93333
2023-06-07,13.36666
2023-06-08,11.23333
2023-06-09,8.73333
2023-06-10,6.4
2023-06-11,7.03333
2023-06-12,12.86666
2023-06-13,12.26666
2023-06-14,12.3
2023-06-15,11.46666
2023-06-16,11.6
2023-06-17,5.8
2023-06-18,5.53333
2023-06-19,13.1
2023-06-20,12.63333
2023-06-21,12.6
2023-06-22,11.46666
2023-06-23,10.6
2023-06-24,5.46666
2023-06-25,6.6
2023-06-26,11.46666
