date,부동산중개수수료
2020-03-20,8.08543
2020-03-21,7.66937
2020-03-22,5.596
2020-03-23,8.94528
2020-03-24,8.78579
2020-03-25,8.5847
2020-03-26,7.96061
2020-03-27,8.5847
2020-03-28,8.6055
2020-03-29,5.43651
2020-03-30,9.04236
2020-03-31,9.79821
2020-04-01,8.35586
2020-04-02,8.56389
2020-04-03,8.07849
2020-04-04,6.38651
2020-04-05,5.08979
2020-04-06,8.19638
2020-04-07,8.24492
2020-04-08,8.39747
2020-04-09,8.03689
2020-04-10,8.16864
2020-04-11,7.4128
2020-04-12,5.04819
2020-04-13,8.43214
2020-04-14,7.9398
2020-04-15,6.96206
2020-04-16,7.88433
2020-04-17,8.6055
2020-04-18,8.11316
2020-04-19,5.76242
2020-04-20,9.21572
2020-04-21,8.55003
2020-04-22,9.70806
2020-04-23,8.64017
2020-04-24,8.75112
2020-04-25,7.4752
2020-04-26,5.51972
2020-04-27,9.72193
2020-04-28,9.50696
2020-04-29,10.13105
2020-04-30,7.50294
2020-05-01,8.03689
2020-05-02,6.62922
2020-05-03,5.17301
2020-05-04,8.72338
2020-05-05,7.40586
2020-05-06,9.43762
2020-05-07,8.90368
2020-05-08,9.13944
2020-05-09,9.17412
2020-05-10,7.44053
2020-05-11,12.07267
2020-05-12,11.07412
2020-05-13,10.72047
2020-05-14,10.39456
2020-05-15,10.78982
2020-05-16,9.59711
2020-05-17,7.03141
2020-05-18,12.25989
2020-05-19,11.87851
2020-05-20,12.19748
2020-05-21,11.58726
2020-05-22,11.58033
2020-05-23,10.26974
2020-05-24,7.84272
2020-05-25,12.5234
2020-05-26,12.22522
2020-05-27,12.16281
2020-05-28,11.49712
2020-05-29,12.11427
2020-05-30,10.4431
2020-05-31,7.56535
2020-06-01,12.14894
2020-06-02,12.14894
2020-06-03,11.67048
2020-06-04,12.13508
2020-06-05,12.23909
2020-06-06,11.33763
2020-06-07,8.56389
2020-06-08,14.01428
2020-06-09,13.0088
2020-06-10,13.84786
2020-06-11,11.99639
2020-06-12,13.02267
2020-06-13,13.45953
2020-06-14,9.22266
2020-06-15,14.31939
2020-06-16,13.13362
2020-06-17,13.09201
2020-06-18,13.36939
2020-06-19,13.61902
2020-06-20,12.90479
2020-06-21,9.21572
2020-06-22,13.87559
2020-06-23,13.75078
2020-06-24,13.6745
2020-06-25,12.70369
2020-06-26,12.39165
2020-06-27,12.75223
2020-06-28,8.61244
2020-06-29,14.28472
2020-06-30,14.43034
2020-07-01,13.14055
2020-07-02,12.9672
2020-07-03,12.68289
2020-07-04,12.50953
2020-07-05,8.83433
2020-07-06,13.95881
2020-07-07,13.61902
2020-07-08,13.82012
2020-07-09,13.77851
2020-07-10,13.41099
2020-07-11,12.53033
2020-07-12,9.39601
2020-07-13,13.59822
2020-07-14,14.89494
2020-07-15,14.11829
2020-07-16,12.71756
2020-07-17,12.59274
2020-07-18,12.48873
2020-07-19,8.37667
2020-07-20,13.81318
2020-07-21,13.21683
2020-07-22,13.61902
2020-07-23,12.01719
2020-07-24,12.48179
2020-07-25,11.17814
2020-07-26,8.08543
2020-07-27,14.09749
2020-07-28,13.57742
2020-07-29,14.14603
2020-07-30,13.61902
2020-07-31,14.77706
2020-08-01,10.84529
2020-08-02,7.18396
2020-08-03,11.46245
2020-08-04,11.14347
2020-08-05,11.8369
2020-08-06,12.10734
2020-08-07,12.13508
2020-08-08,10.47777
2020-08-09,8.25878
2020-08-10,13.80625
2020-08-11,18.06393
2020-08-12,16.42049
2020-08-13,13.56355
2020-08-14,13.30004
2020-08-15,10.60952
2020-08-16,7.26717
2020-08-17,11.24748
2020-08-18,13.65369
2020-08-19,13.38326
2020-08-20,13.23763
2020-08-21,13.10588
2020-08-22,12.03106
2020-08-23,7.89126
2020-08-24,13.45953
2020-08-25,17.03071
2020-08-26,16.71173
2020-08-27,17.32889
2020-08-28,14.96428
2020-08-29,19.05554
2020-08-30,16.11538
2020-08-31,20.47708
2020-09-01,15.10297
2020-09-02,15.92816
2020-09-03,12.64128
2020-09-04,13.4734
2020-09-05,12.3223
2020-09-06,8.91061
2020-09-07,14.29165
2020-09-08,13.41793
2020-09-09,13.05041
2020-09-10,13.39019
2020-09-11,13.27231
2020-09-12,15.17925
2020-09-13,10.17266
2020-09-14,14.00735
2020-09-15,13.70917
2020-09-16,12.5442
2020-09-17,13.27231
2020-09-18,10.99091
2020-09-19,15.28326
2020-09-20,10.00624
2020-09-21,14.12523
2020-09-22,13.86172
2020-09-23,13.77851
2020-09-24,12.57194
2020-09-25,12.33617
2020-09-26,9.89529
2020-09-27,8.01608
2020-09-28,12.75223
2020-09-29,10.69273
2020-09-30,4.98578
2020-10-01,4.13979
2020-10-02,4.31315
2020-10-03,5.3741
2020-10-04,7.48907
2020-10-05,15.78253
2020-10-06,16.76028
2020-10-07,15.94202
2020-10-08,16.49677
2020-10-09,14.73545
2020-10-10,13.65369
2020-10-11,14.77706
2020-10-12,18.99313
2020-10-13,19.39532
2020-10-14,17.60626
2020-10-15,17.44677
2020-10-16,16.33035
2020-10-17,14.74932
2020-10-18,11.24748
2020-10-19,17.91137
2020-10-20,17.43984
2020-10-21,17.07925
2020-10-22,15.53983
2020-10-23,15.13764
2020-10-24,14.16684
2020-10-25,10.97704
2020-10-26,17.72415
2020-10-27,17.28035
2020-10-28,17.14166
2020-10-29,19.62415
2020-10-30,19.34678
2020-10-31,16.09458
2020-11-01,10.99091
2020-11-02,20.83073
2020-11-03,17.05152
2020-11-04,16.684
2020-11-05,15.5745
2020-11-06,15.22085
2020-11-07,16.16392
2020-11-08,10.76208
2020-11-09,17.02378
2020-11-10,19.28437
2020-11-11,16.84349
2020-11-12,14.42341
2020-11-13,14.04202
2020-11-14,12.43325
2020-11-15,9.05623
2020-11-16,16.4413
2020-11-17,17.77962
2020-11-18,15.04056
2020-11-19,14.54822
2020-11-20,14.50662
2020-11-21,12.5442
2020-11-22,8.90368
2020-11-23,14.75625
2020-11-24,13.97267
2020-11-25,13.36245
2020-11-26,13.23763
2020-11-27,13.14055
2020-11-28,12.51646
2020-11-29,8.66098
2020-11-30,13.70223
2020-12-01,13.0296
2020-12-02,13.12669
2020-12-03,12.99493
2020-12-04,12.27376
2020-12-05,11.44858
2020-12-06,8.24492
2020-12-07,14.42341
2020-12-08,15.59531
2020-12-09,14.27085
2020-12-10,13.27924
2020-12-11,12.73836
2020-12-12,12.26683
2020-12-13,10.59565
2020-12-14,14.86027
2020-12-15,14.02815
2020-12-16,12.12814
2020-12-17,11.8369
2020-12-18,12.40551
2020-12-19,12.7453
2020-12-20,9.0701
2020-12-21,14.06282
2020-12-22,13.45953
2020-12-23,13.18216
2020-12-24,10.72741
2020-12-25,7.4336
2020-12-26,10.06864
2020-12-27,9.04236
2020-12-28,15.69239
2020-12-29,14.29165
2020-12-30,13.17523
2020-12-31,9.93689
2021-01-01,5.70002
2021-01-02,8.72338
2021-01-03,7.4336
2021-01-04,13.34165
2021-01-05,13.24457
2021-01-06,11.96172
2021-01-07,10.29748
2021-01-08,10.85916
2021-01-09,12.06573
2021-01-10,8.20331
2021-01-11,12.59274
2021-01-12,11.99639
2021-01-13,12.71063
2021-01-14,12.37084
2021-01-15,13.55661
2021-01-16,12.72449
2021-01-17,10.60259
2021-01-18,13.4734
2021-01-19,13.14749
2021-01-20,12.68289
2021-01-21,12.16975
2021-01-22,12.32924
2021-01-23,12.98106
2021-01-24,8.85514
2021-01-25,19.4508
2021-01-26,33.11836
2021-01-27,22.16212
2021-01-28,15.13764
2021-01-29,14.47195
2021-01-30,15.5537
2021-01-31,10.40843
2021-02-01,16.48984
2021-02-02,13.90333
2021-02-03,12.91866
2021-02-04,12.45406
2021-02-05,12.7453
2021-02-06,12.15588
2021-02-07,8.91061
2021-02-08,13.18909
2021-02-09,59.80861
2021-02-10,46.40454
2021-02-11,15.72013
2021-02-12,12.12121
2021-02-13,9.96463
2021-02-14,10.83836
2021-02-15,21.22598
2021-02-16,21.05956
2021-02-17,19.53401
2021-02-18,16.87816
2021-02-19,18.44532
2021-02-20,17.10699
2021-02-21,11.49018
2021-02-22,17.03071
2021-02-23,15.24859
2021-02-24,15.35954
2021-02-25,15.0475
2021-02-26,15.07523
2021-02-27,13.96574
2021-02-28,9.70113
2021-03-01,11.3515
2021-03-02,14.92961
2021-03-03,13.61209
2021-03-04,13.0088
2021-03-05,13.04347
2021-03-06,12.36391
2021-03-07,12.72449
2021-03-08,15.67852
2021-03-09,12.9672
2021-03-10,14.27778
2021-03-11,12.0588
2021-03-12,12.565
2021-03-13,11.29602
2021-03-14,8.61937
2021-03-15,13.0296
2021-03-16,13.26537
2021-03-17,12.35697
2021-03-18,11.98945
2021-03-19,12.60661
2021-03-20,11.76062
2021-03-21,7.8774
2021-03-22,13.2099
2021-03-23,12.02413
2021-03-24,11.50405
2021-03-25,11.5942
2021-03-26,12.82851
2021-03-27,10.37376
2021-03-28,7.42666
2021-03-29,12.68982
2021-03-30,12.14201
2021-03-31,12.62741
2021-04-01,11.1712
2021-04-02,10.06171
2021-04-03,9.96463
2021-04-04,6.9898
2021-04-05,11.44858
2021-04-06,11.54566
2021-04-07,10.49857
2021-04-08,10.11719
2021-04-09,10.50551
2021-04-10,9.47229
2021-04-11,6.7679
2021-04-12,10.82449
2021-04-13,10.47084
2021-04-14,10.71354
2021-04-15,11.73982
2021-04-16,10.83836
2021-04-17,10.08251
2021-04-18,7.4752
2021-04-19,11.62887
2021-04-20,11.65661
2021-04-21,10.94931
2021-04-22,10.29748
2021-04-23,9.9993
2021-04-24,9.40295
2021-04-25,7.22557
2021-04-26,11.57339
2021-04-27,10.94237
2021-04-28,10.65806
2021-04-29,10.80368
2021-04-30,11.78142
2021-05-01,9.06317
2021-05-02,6.78871
2021-05-03,10.49857
2021-05-04,9.80514
2021-05-05,8.96609
2021-05-06,11.49018
2021-05-07,9.45149
2021-05-08,8.33506
2021-05-09,6.59454
2021-05-10,11.90624
2021-05-11,10.34602
2021-05-12,10.36682
2021-05-13,10.58872
2021-05-14,11.19201
2021-05-15,9.05623
2021-05-16,6.05367
2021-05-17,10.51244
2021-05-18,10.41536
2021-05-19,10.20733
2021-05-20,11.85077
2021-05-21,10.06171
2021-05-22,8.83433
2021-05-23,9.27813
2021-05-24,12.75917
2021-05-25,12.0588
2021-05-26,11.50405
2021-05-27,12.01026
2021-05-28,11.20588
2021-05-29,9.7566
2021-05-30,7.50988
2021-05-31,13.35552
2021-06-01,11.91318
2021-06-02,11.37923
2021-06-03,10.28361
2021-06-04,9.60404
2021-06-05,9.34054
2021-06-06,6.15075
2021-06-07,10.61646
2021-06-08,10.11719
2021-06-09,11.77449
2021-06-10,11.55953
2021-06-11,10.65806
2021-06-12,9.58324
2021-06-13,5.90111
2021-06-14,10.14492
2021-06-15,11.29602
2021-06-16,10.45697
2021-06-17,9.59711
2021-06-18,9.97156
2021-06-19,9.63178
2021-06-20,6.64308
2021-06-21,11.82997
2021-06-22,11.47631
2021-06-23,11.54566
2021-06-24,11.26135
2021-06-25,10.83836
2021-06-26,8.73725
2021-06-27,6.33797
2021-06-28,16.22633
2021-06-29,11.82997
2021-06-30,11.54566
2021-07-01,12.25989
2021-07-02,9.7774
2021-07-03,8.26572
2021-07-04,5.8387
2021-07-05,10.30441
2021-07-06,9.52083
2021-07-07,8.8066
2021-07-08,9.72193
2021-07-09,8.6055
2021-07-10,8.23105
2021-07-11,5.21461
2021-07-12,9.56244
2021-07-13,9.34054
2021-07-14,9.45842
2021-07-15,8.66098
2021-07-16,8.66791
2021-07-17,7.79418
2021-07-18,5.51279
2021-07-19,9.5555
2021-07-20,9.24346
2021-07-21,8.83433
2021-07-22,8.93835
2021-07-23,8.41827
2021-07-24,7.51681
2021-07-25,5.3325
2021-07-26,9.09784
2021-07-27,9.36134
2021-07-28,8.01608
2021-07-29,10.08945
2021-07-30,10.47777
2021-07-31,9.15331
2021-08-01,7.03141
2021-08-02,10.35295
2021-08-03,8.70258
2021-08-04,8.72338
2021-08-05,9.25039
2021-08-06,11.01865
