date,현대자동차주가
2020-03-20,22.45246
2020-03-21,4.30073
2020-03-22,3.42033
2020-03-23,23.33245
2020-03-24,22.04436
2020-03-25,24.90401
2020-03-26,25.7715
2020-03-27,22.43245
2020-03-28,4.27781
2020-03-29,2.89967
2020-03-30,19.26599
2020-03-31,17.05788
2020-04-01,18.50605
2020-04-02,17.40638
2020-04-03,14.34079
2020-04-04,2.80504
2020-04-05,2.28272
2020-04-06,15.0432
2020-04-07,16.89823
2020-04-08,15.8294
2020-04-09,19.38771
2020-04-10,20.33482
2020-04-11,2.92802
2020-04-12,2.50824
2020-04-13,17.25964
2020-04-14,16.05409
2020-04-15,2.87883
2020-04-16,14.51296
2020-04-17,16.02199
2020-04-18,2.44279
2020-04-19,1.78749
2020-04-20,15.25372
2020-04-21,17.496
2020-04-22,17.86868
2020-04-23,16.10119
2020-04-24,13.94936
2020-04-25,1.99258
2020-04-26,1.50944
2020-04-27,13.09772
2020-04-28,12.49744
2020-04-29,11.55534
2020-04-30,1.75998
2020-05-01,2.171
2020-05-02,1.04923
2020-05-03,1.00171
2020-05-04,10.25599
2020-05-05,1.71287
2020-05-06,10.52236
2020-05-07,9.23302
2020-05-08,9.17507
2020-05-09,1.42732
2020-05-10,1.11968
2020-05-11,10.13593
2020-05-12,9.30221
2020-05-13,9.86081
2020-05-14,9.46729
2020-05-15,8.62273
2020-05-16,1.10842
2020-05-17,0.91208
2020-05-18,8.29508
2020-05-19,13.0527
2020-05-20,10.54362
2020-05-21,9.79494
2020-05-22,9.00583
2020-05-23,1.18679
2020-05-24,0.92584
2020-05-25,9.31514
2020-05-26,10.41898
2020-05-27,9.91792
2020-05-28,9.53024
2020-05-29,8.92537
2020-05-30,1.11134
2020-05-31,0.84997
2020-06-01,10.4319
2020-06-02,10.69202
2020-06-03,13.76803
2020-06-04,13.04144
2020-06-05,11.81671
2020-06-06,1.35646
2020-06-07,1.14511
2020-06-08,11.8288
2020-06-09,10.94089
2020-06-10,9.61986
2020-06-11,9.68072
2020-06-12,10.33102
2020-06-13,1.01713
2020-06-14,0.80662
2020-06-15,11.24603
2020-06-16,10.91629
2020-06-17,9.9867
2020-06-18,8.83116
2020-06-19,8.35594
2020-06-20,0.92459
2020-06-21,0.66655
2020-06-22,8.18045
2020-06-23,8.25756
2020-06-24,9.3143
2020-06-25,8.17294
2020-06-26,7.46845
2020-06-27,0.95627
2020-06-28,0.69407
2020-06-29,7.69522
2020-06-30,7.57767
2020-07-01,7.1804
2020-07-02,7.04492
2020-07-03,6.60347
2020-07-04,0.78786
2020-07-05,0.72825
2020-07-06,8.56062
2020-07-07,8.37303
2020-07-08,7.62519
2020-07-09,7.0716
2020-07-10,6.57012
2020-07-11,0.91
2020-07-12,0.73283
2020-07-13,8.57104
2020-07-14,7.82486
2020-07-15,11.36525
2020-07-16,10.82834
2020-07-17,11.69124
2020-07-18,1.5182
2020-07-19,1.33311
2020-07-20,14.10402
2020-07-21,13.28531
2020-07-22,11.81879
2020-07-23,12.42449
2020-07-24,11.80754
2020-07-25,1.26892
2020-07-26,1.39939
2020-07-27,11.56576
2020-07-28,11.15474
2020-07-29,10.93714
2020-07-30,11.93718
2020-07-31,10.05006
2020-08-01,1.20055
2020-08-02,1.10467
2020-08-03,10.77039
2020-08-04,12.02306
2020-08-05,11.98387
2020-08-06,15.56344
2020-08-07,15.84607
2020-08-08,1.9138
2020-08-09,1.68536
2020-08-10,25.49595
2020-08-11,27.62277
2020-08-12,23.56673
2020-08-13,21.17604
2020-08-14,19.46858
2020-08-15,2.13473
2020-08-16,1.67202
2020-08-17,3.69712
2020-08-18,19.32643
2020-08-19,18.08919
2020-08-20,19.31601
2020-08-21,17.68734
2020-08-22,1.99967
2020-08-23,1.49819
2020-08-24,16.54932
2020-08-25,17.21754
2020-08-26,16.53764
2020-08-27,15.96321
2020-08-28,18.72282
2020-08-29,2.18601
2020-08-30,1.9138
2020-08-31,19.68827
2020-09-01,17.79406
2020-09-02,16.68188
2020-09-03,16.09911
2020-09-04,15.98072
2020-09-05,1.93339
2020-09-06,1.60866
2020-09-07,14.90022
2020-09-08,14.75932
2020-09-09,14.77683
2020-09-10,13.79846
2020-09-11,13.07312
2020-09-12,1.79541
2020-09-13,1.66243
2020-09-14,17.34218
2020-09-15,17.37386
2020-09-16,18.81495
2020-09-17,19.96506
2020-09-18,15.98614
2020-09-19,2.04594
2020-09-20,1.6962
2020-09-21,17.491
2020-09-22,17.86993
2020-09-23,17.85242
2020-09-24,17.40805
2020-09-25,15.39045
2020-09-26,2.15182
2020-09-27,1.54571
2020-09-28,14.42292
2020-09-29,12.56372
2020-09-30,1.62825
2020-10-01,1.76956
2020-10-02,1.81333
2020-10-03,1.44858
2020-10-04,1.53904
2020-10-05,17.55186
2020-10-06,16.13287
2020-10-07,14.6401
2020-10-08,14.25701
2020-10-09,2.51991
2020-10-10,1.7333
2020-10-11,1.49068
2020-10-12,14.28952
2020-10-13,14.38873
2020-10-14,15.32542
2020-10-15,14.34371
2020-10-16,15.07738
2020-10-17,1.94464
2020-10-18,1.44233
2020-10-19,15.37961
2020-10-20,19.01629
2020-10-21,15.14992
2020-10-22,14.15613
2020-10-23,13.96937
2020-10-24,1.64367
2020-10-25,1.38939
2020-10-26,14.88271
2020-10-27,14.94357
2020-10-28,12.72713
2020-10-29,13.06104
2020-10-30,13.43121
2020-10-31,1.97674
2020-11-01,1.53571
2020-11-02,13.46914
2020-11-03,13.13065
2020-11-04,13.76595
2020-11-05,14.02481
2020-11-06,13.347
2020-11-07,1.65243
2020-11-08,1.33478
2020-11-09,14.29619
2020-11-10,14.40999
2020-11-11,15.60638
2020-11-12,13.95728
2020-11-13,15.03778
2020-11-14,1.82626
2020-11-15,1.4415
2020-11-16,17.1942
2020-11-17,17.90453
2020-11-18,15.38836
2020-11-19,14.3483
2020-11-20,12.65376
2020-11-21,1.73997
2020-11-22,1.33561
2020-11-23,15.45381
2020-11-24,15.29874
2020-11-25,15.40045
2020-11-26,14.33412
2020-11-27,13.49332
2020-11-28,2.16933
2020-11-29,1.84168
2020-11-30,16.57266
2020-12-01,15.53885
2020-12-02,16.40842
2020-12-03,24.81897
2020-12-04,24.38044
2020-12-05,3.0414
2020-12-06,2.63663
2020-12-07,20.67331
2020-12-08,19.92254
2020-12-09,20.38734
2020-12-10,19.83083
2020-12-11,18.69573
2020-12-12,3.21315
2020-12-13,2.32023
2020-12-14,19.18178
2020-12-15,17.45515
2020-12-16,16.91032
2020-12-17,15.46256
2020-12-18,14.05441
2020-12-19,2.20602
2020-12-20,2.11222
2020-12-21,15.38628
2020-12-22,14.82352
2020-12-23,16.01532
2020-12-24,15.72935
2020-12-25,2.53742
2020-12-26,2.29564
2020-12-27,2.42778
2020-12-28,19.17136
2020-12-29,16.75024
2020-12-30,18.6703
2020-12-31,5.12487
2021-01-01,2.86382
2021-01-02,2.95386
2021-01-03,2.80046
2021-01-04,32.51795
2021-01-05,31.38326
2021-01-06,28.89544
2021-01-07,28.41105
2021-01-08,74.34855
2021-01-09,14.31495
2021-01-10,10.13718
2021-01-11,79.0995
2021-01-12,60.38834
2021-01-13,50.26032
2021-01-14,42.98029
2021-01-15,39.94972
2021-01-16,5.57216
2021-01-17,4.13066
2021-01-18,39.32026
2021-01-19,45.17881
2021-01-20,41.57672
2021-01-21,36.43643
2021-01-22,33.34875
2021-01-23,4.34742
2021-01-24,3.20148
2021-01-25,32.14278
2021-01-26,29.86422
2021-01-27,28.9734
2021-01-28,27.87205
2021-01-29,28.81999
2021-01-30,3.5679
2021-01-31,2.75085
2021-02-01,29.25227
2021-02-02,27.06501
2021-02-03,29.16557
2021-02-04,29.66788
2021-02-05,25.11161
2021-02-06,5.31412
2021-02-07,4.23362
2021-02-08,100.0
2021-02-09,54.27051
2021-02-10,30.74588
2021-02-11,5.18114
2021-02-12,3.91556
2021-02-13,3.54872
2021-02-14,3.52204
2021-02-15,28.64158
2021-02-16,26.31967
2021-02-17,24.12532
2021-02-18,23.96024
2021-02-19,24.2237
2021-02-20,3.45493
2021-02-21,3.10476
2021-02-22,23.30286
2021-02-23,25.59642
2021-02-24,31.24695
2021-02-25,29.20058
2021-02-26,26.34009
2021-02-27,3.73881
2021-02-28,5.14904
2021-03-01,4.00601
2021-03-02,25.92865
2021-03-03,22.15816
2021-03-04,20.69832
2021-03-05,20.76168
2021-03-06,3.30736
2021-03-07,3.59124
2021-03-08,20.93218
2021-03-09,21.40073
2021-03-10,20.28146
2021-03-11,20.2727
2021-03-12,18.9992
2021-03-13,2.87716
2021-03-14,2.56952
2021-03-15,19.02088
2021-03-16,17.73153
2021-03-17,16.49888
2021-03-18,18.17965
2021-03-19,16.10536
2021-03-20,2.57869
2021-03-21,2.08596
2021-03-22,16.99035
2021-03-23,15.94612
2021-03-24,16.12996
2021-03-25,16.61726
