date,공모주청약일정
2020-03-20,0.42036
2020-03-21,0.32695
2020-03-23,0.6539
2020-03-24,0.32695
2020-03-25,0.23353
2020-03-27,0.60719
2020-03-30,0.28024
2020-04-06,0.28024
2020-04-07,0.6539
2020-04-10,0.28024
2020-04-16,0.23353
2020-04-17,0.32695
2020-04-18,0.23353
2020-04-19,0.32695
2020-04-22,0.28024
2020-04-27,0.23353
2020-04-28,0.46707
2020-04-29,0.23353
2020-04-30,0.23353
2020-05-04,0.23353
2020-05-07,0.32695
2020-05-09,0.23353
2020-05-11,0.7006
2020-05-12,0.23353
2020-05-13,0.6539
2020-05-17,0.23353
2020-05-19,0.88743
2020-05-20,0.88743
2020-05-21,1.07426
2020-05-22,1.72816
2020-05-23,0.51377
2020-05-24,0.56048
2020-05-25,1.12097
2020-05-26,0.84072
2020-05-27,1.3545
2020-05-28,0.74731
2020-05-29,0.6539
2020-05-30,0.23353
2020-05-31,0.84072
2020-06-01,1.02755
2020-06-02,1.3545
2020-06-03,0.79402
2020-06-04,1.54133
2020-06-05,2.0084
2020-06-06,0.84072
2020-06-07,0.93414
2020-06-08,1.72816
2020-06-09,1.9617
2020-06-10,2.19523
2020-06-11,2.0084
2020-06-12,2.0084
2020-06-13,1.54133
2020-06-14,1.07426
2020-06-15,1.77487
2020-06-16,2.52218
2020-06-17,4.11022
2020-06-18,3.68986
2020-06-19,3.40962
2020-06-20,1.77487
2020-06-21,2.33535
2020-06-22,5.37132
2020-06-23,9.76179
2020-06-24,26.62307
2020-06-25,18.07566
2020-06-26,27.18355
2020-06-27,10.92947
2020-06-28,9.48155
2020-06-29,11.25642
2020-06-30,8.45399
2020-07-01,8.87435
2020-07-02,25.45539
2020-07-03,28.35123
2020-07-04,10.5091
2020-07-05,10.74264
2020-07-06,24.42783
2020-07-07,22.74638
2020-07-08,22.2793
2020-07-09,23.68052
2020-07-10,13.45165
2020-07-11,6.77253
2020-07-12,7.98692
2020-07-13,15.92713
2020-07-14,17.28164
2020-07-15,16.11396
2020-07-16,21.43858
2020-07-17,15.50677
2020-07-18,7.1929
2020-07-19,9.10789
2020-07-20,17.23493
2020-07-21,16.76786
2020-07-22,18.44932
2020-07-23,17.98225
2020-07-24,11.53666
2020-07-25,5.9318
2020-07-26,6.39887
2020-07-27,10.69593
2020-07-28,14.52592
2020-07-29,9.76179
2020-07-30,10.32227
2020-07-31,7.2396
2020-08-01,4.34376
2020-08-02,3.3162
2020-08-03,10.18215
2020-08-04,13.54507
2020-08-05,9.2013
2020-08-06,10.60252
2020-08-07,11.163
2020-08-08,5.13778
2020-08-09,4.76412
2020-08-10,11.8169
2020-08-11,10.04203
2020-08-12,6.44558
2020-08-13,5.9318
2020-08-14,6.5857
2020-08-15,3.03596
2020-08-16,3.3162
2020-08-17,4.5773
2020-08-18,4.06352
2020-08-19,4.29705
2020-08-20,3.9701
2020-08-21,5.09107
2020-08-22,2.10182
2020-08-23,2.0084
2020-08-24,5.18449
2020-08-25,5.2312
2020-08-26,6.81924
2020-08-27,5.74497
2020-08-28,7.14619
2020-08-29,3.68986
2020-08-30,4.29705
2020-08-31,12.33068
2020-09-01,19.80382
2020-09-02,29.75245
2020-09-03,17.88883
2020-09-04,15.92713
2020-09-05,6.21205
2020-09-06,6.81924
2020-09-07,12.93787
2020-09-08,11.8169
2020-09-09,11.34983
2020-09-10,21.76553
2020-09-11,18.07566
2020-09-12,6.539
2020-09-13,7.05277
2020-09-14,13.35824
2020-09-15,10.5091
2020-09-16,11.34983
2020-09-17,8.64082
2020-09-18,7.8935
2020-09-19,2.6623
2020-09-20,3.68986
2020-09-21,7.8935
2020-09-22,5.65156
2020-09-23,6.67912
2020-09-24,5.32461
2020-09-25,5.04437
2020-09-26,2.10182
2020-09-27,1.77487
2020-09-28,5.2312
2020-09-29,3.9701
2020-09-30,0.6539
2020-10-01,1.3078
2020-10-02,1.40121
2020-10-03,1.68145
2020-10-04,2.47547
2020-10-05,7.98692
2020-10-06,16.30079
2020-10-07,13.59177
2020-10-08,10.64922
2020-10-09,3.73657
2020-10-10,2.70901
2020-10-11,3.45632
2020-10-12,7.8468
2020-10-13,5.37132
2020-10-14,5.41802
2020-10-15,12.19056
2020-10-16,8.03362
2020-10-17,3.2695
2020-10-18,2.52218
2020-10-19,8.82765
2020-10-20,8.82765
2020-10-21,7.56655
2020-10-22,6.16534
2020-10-23,4.5773
2020-10-24,1.21438
2020-10-25,1.3078
2020-10-26,3.22279
2020-10-27,3.3162
2020-10-28,5.13778
2020-10-29,4.34376
2020-10-30,7.51985
2020-10-31,2.6623
2020-11-01,2.6156
2020-11-02,7.8935
2020-11-03,7.09948
2020-11-04,9.29472
2020-11-05,10.08874
2020-11-06,9.8552
2020-11-07,3.36291
2020-11-08,3.68986
2020-11-09,9.38813
2020-11-10,10.36898
2020-11-11,9.57496
2020-11-12,14.94628
2020-11-13,9.62167
2020-11-14,3.68986
2020-11-15,4.48388
2020-11-16,11.20971
2020-11-17,9.71508
2020-11-18,16.3475
2020-11-19,12.14385
2020-11-20,11.86361
2020-11-21,4.76412
2020-11-22,5.55815
2020-11-23,9.24801
2020-11-24,15.22652
2020-11-25,10.55581
2020-11-26,13.7319
2020-11-27,10.88276
2020-11-28,5.65156
2020-11-29,4.71742
2020-11-30,17.23493
2020-12-01,15.17982
2020-12-02,14.61933
2020-12-03,13.17141
2020-12-04,10.04203
2020-12-05,4.71742
2020-12-06,4.20364
2020-12-07,16.62774
2020-12-08,13.54507
2020-12-09,15.46006
2020-12-10,13.7319
2020-12-11,13.49836
2020-12-12,7.14619
2020-12-13,5.55815
2020-12-14,14.33909
2020-12-15,13.078
2020-12-16,9.52825
2020-12-17,5.8851
2020-12-18,4.99766
2020-12-19,3.08267
2020-12-20,2.75572
2020-12-21,5.9318
2020-12-22,5.97851
2020-12-23,5.32461
2020-12-24,3.78327
2020-12-25,2.56889
2020-12-26,2.38206
2020-12-27,2.52218
2020-12-28,3.68986
2020-12-29,2.94255
2020-12-30,5.13778
2020-12-31,3.36291
2021-01-01,2.6623
2021-01-02,2.28865
2021-01-03,3.2695
2021-01-04,6.91265
2021-01-05,6.95936
2021-01-06,7.09948
2021-01-07,5.74497
2021-01-08,6.539
2021-01-09,6.25875
2021-01-10,6.77253
2021-01-11,13.54507
2021-01-12,12.70434
2021-01-13,14.24567
2021-01-14,8.96777
2021-01-15,8.92106
2021-01-16,7.2396
2021-01-17,6.77253
2021-01-18,15.88042
2021-01-19,18.3092
2021-01-20,20.22419
2021-01-21,24.80149
2021-01-22,25.31527
2021-01-23,10.78935
2021-01-24,12.65763
2021-01-25,31.10695
2021-01-26,30.35964
2021-01-27,28.39794
2021-01-28,23.91405
2021-01-29,14.57262
2021-01-30,4.95095
2021-01-31,5.18449
2021-02-01,13.82531
2021-02-02,21.6254
2021-02-03,19.6637
2021-02-04,15.64689
2021-02-05,18.21578
2021-02-06,8.17375
2021-02-07,8.68752
2021-02-08,16.30079
2021-02-09,13.40495
2021-02-10,15.0864
2021-02-11,8.59411
2021-02-12,7.05277
2021-02-13,9.99532
2021-02-14,14.01214
2021-02-15,28.21111
2021-02-16,33.58243
2021-02-17,25.64222
2021-02-18,20.36431
2021-02-19,17.18822
2021-02-20,8.68752
2021-02-21,10.83605
2021-02-22,15.0397
2021-02-23,16.11396
2021-02-24,24.66137
2021-02-25,21.53199
2021-02-26,22.13918
2021-02-27,8.68752
2021-02-28,8.40728
2021-03-01,12.00373
2021-03-02,19.0098
2021-03-03,21.81223
2021-03-04,20.78468
2021-03-05,20.69126
2021-03-06,9.29472
2021-03-07,10.55581
2021-03-08,24.80149
2021-03-09,35.07706
2021-03-10,50.67725
2021-03-11,63.05464
2021-03-12,55.72162
2021-03-13,18.72956
2021-03-14,20.69126
2021-03-15,34.89023
2021-03-16,36.47828
2021-03-17,28.1644
2021-03-18,60.62587
2021-03-19,39.09388
2021-03-20,21.43858
2021-03-21,20.03736
2021-03-22,32.0878
2021-03-23,31.66744
2021-03-24,31.4339
2021-03-25,17.702
2021-03-26,16.58103
2021-03-27,8.22045
2021-03-28,11.58337
2021-03-29,16.25408
2021-03-30,12.33068
2021-03-31,13.54507
2021-04-01,18.26249
2021-04-02,12.93787
2021-04-03,7.42643
2021-04-04,7.8935
2021-04-05,11.8169
2021-04-06,11.39654
2021-04-07,11.86361
2021-04-08,12.14385
2021-04-09,12.84446
2021-04-10,6.11863
2021-04-11,6.81924
2021-04-12,17.0014
2021-04-13,16.67445
2021-04-14,14.15226
2021-04-15,15.46006
2021-04-16,12.84446
2021-04-17,8.31387
2021-04-18,8.73423
2021-04-19,19.75712
2021-04-20,18.77627
2021-04-21,20.08407
2021-04-22,16.44091
2021-04-23,12.65763
2021-04-24,6.86595
2021-04-25,10.4624
2021-04-26,26.57636
2021-04-27,27.18355
2021-04-28,46.33348
2021-04-29,49.74311
2021-04-30,52.17188
2021-05-01,31.10695
2021-05-02,18.16907
2021-05-03,35.59084
2021-05-04,28.21111
2021-05-05,12.56422
2021-05-06,31.34049
2021-05-07,25.08173
2021-05-08,9.66837
2021-05-09,14.01214
2021-05-10,39.234
2021-05-11,40.30826
2021-05-12,25.5488
2021-05-13,23.12003
2021-05-14,19.71041
2021-05-15,6.25875
2021-05-16,7.8935
2021-05-17,14.10555
2021-05-18,9.24801
2021-05-19,6.07192
2021-05-20,10.13545
2021-05-21,12.75105
2021-05-22,4.624
2021-05-23,4.39047
2021-05-24,9.76179
2021-05-25,10.08874
2021-05-26,11.58337
2021-05-27,7.70667
2021-05-28,7.14619
2021-05-29,2.84913
2021-05-30,2.6156
2021-05-31,8.45399
2021-06-01,7.80009
2021-06-02,8.5474
2021-06-03,12.93787
2021-06-04,7.94021
2021-06-05,3.54974
2021-06-06,4.15693
2021-06-07,10.4624
2021-06-08,8.5007
2021-06-09,9.24801
2021-06-10,9.52825
2021-06-11,9.38813
2021-06-12,3.73657
2021-06-13,3.54974
2021-06-14,11.34983
2021-06-15,11.91032
2021-06-16,10.04203
2021-06-17,10.97617
2021-06-18,9.10789
2021-06-19,3.68986
2021-06-20,2.56889
2021-06-21,7.70667
2021-06-22,6.86595
2021-06-23,6.95936
2021-06-24,6.30546
2021-06-25,7.8935
2021-06-26,3.03596
2021-06-27,2.14852
2021-06-28,10.83605
2021-06-29,8.31387
2021-06-30,10.08874
2021-07-01,10.41569
2021-07-02,11.1163
2021-07-03,6.25875
2021-07-04,6.44558
2021-07-05,12.19056
2021-07-06,12.70434
2021-07-07,16.86127
2021-07-08,20.45773
2021-07-09,20.3176
2021-07-10,8.17375
2021-07-11,6.44558
2021-07-12,18.91639
2021-07-13,22.55955
2021-07-14,19.617
2021-07-15,17.18822
2021-07-16,18.9631
2021-07-17,6.77253
2021-07-18,7.56655
2021-07-19,20.78468
2021-07-20,19.29005
2021-07-21,21.71882
2021-07-22,20.9248
2021-07-23,19.43017
2021-07-24,10.88276
2021-07-25,13.40495
2021-07-26,41.10228
2021-07-27,46.00653
2021-07-28,48.90238
2021-07-29,52.59224
2021-07-30,39.42083
2021-07-31,15.83372
2021-08-01,13.68519
2021-08-02,38.5801
2021-08-03,44.60532
2021-08-04,38.95375
2021-08-05,39.32741
2021-08-06,80.00934
2021-08-07,24.28771
2021-08-08,22.2326
2021-08-09,73.51704
2021-08-10,61.51331
2021-08-11,53.43297
2021-08-12,48.62213
2021-08-13,32.27463
2021-08-14,11.72349
2021-08-15,10.64922
2021-08-16,14.89957
2021-08-17,27.93087
2021-08-18,23.12003
2021-08-19,24.98832
2021-08-20,24.10088
2021-08-21,9.76179
2021-08-22,12.56422
2021-08-23,31.48061
2021-08-24,32.41475
2021-08-25,38.67351
2021-08-26,27.18355
2021-08-27,22.55955
2021-08-28,8.87435
2021-08-29,9.38813
2021-08-30,30.7333
2021-08-31,31.80756
2021-09-01,48.76226
2021-09-02,30.82671
2021-09-03,21.15833
2021-09-04,10.08874
2021-09-05,11.06959
2021-09-06,25.40868
2021-09-07,29.28538
2021-09-08,30.68659
2021-09-09,26.34283
2021-09-10,21.15833
2021-09-11,8.45399
2021-09-12,9.48155
2021-09-13,25.5488
2021-09-14,28.53806
2021-09-15,19.33675
2021-09-16,14.85287
2021-09-17,25.5488
2021-09-18,9.52825
2021-09-19,5.37132
2021-09-20,6.02522
2021-09-21,4.5773
2021-09-22,8.92106
2021-09-23,22.74638
2021-09-24,21.01821
2021-09-25,8.40728
2021-09-26,12.00373
2021-09-27,36.43157
2021-09-28,32.78841
2021-09-29,22.83979
2021-09-30,16.02055
2021-10-01,9.94862
2021-10-02,3.64315
2021-10-03,3.45632
2021-10-04,4.29705
2021-10-05,8.68752
2021-10-06,7.65997
2021-10-07,10.32227
2021-10-08,8.96777
2021-10-09,2.84913
2021-10-10,2.19523
2021-10-11,4.48388
2021-10-12,10.97617
2021-10-13,12.75105
2021-10-14,8.73423
2021-10-15,8.26716
2021-10-16,3.59645
2021-10-17,3.82998
2021-10-18,11.44325
2021-10-19,13.87202
2021-10-20,16.58103
2021-10-21,16.02055
2021-10-22,16.53432
2021-10-23,7.8935
2021-10-24,7.05277
2021-10-25,21.81223
2021-10-26,24.75478
2021-10-27,20.55114
2021-10-28,18.58944
2021-10-29,12.79775
2021-10-30,4.85754
2021-10-31,6.72582
2021-11-01,23.02662
2021-11-02,25.68893
2021-11-03,54.97431
2021-11-04,28.1644
2021-11-05,17.74871
2021-11-06,6.35217
2021-11-07,6.77253
2021-11-08,17.702
2021-11-09,16.02055
2021-11-10,23.5871
2021-11-11,19.29005
2021-11-12,14.19897
2021-11-13,5.74497
2021-11-14,6.39887
2021-11-15,14.52592
2021-11-16,13.91872
2021-11-17,11.20971
2021-11-18,10.78935
2021-11-19,8.87435
2021-11-20,2.75572
2021-11-21,4.99766
2021-11-22,12.00373
2021-11-23,10.22886
2021-11-24,10.08874
2021-11-25,7.8935
2021-11-26,6.91265
2021-11-27,1.9617
2021-11-28,2.38206
2021-11-29,6.21205
2021-11-30,6.86595
2021-12-01,6.07192
2021-12-02,6.5857
2021-12-03,7.56655
2021-12-04,2.47547
2021-12-05,2.6623
2021-12-06,9.29472
2021-12-07,10.13545
2021-12-08,10.64922
2021-12-09,7.98692
2021-12-10,7.94021
2021-12-11,3.82998
2021-12-12,5.37132
2021-12-13,10.4624
2021-12-14,8.17375
2021-12-15,8.22045
2021-12-16,8.08033
2021-12-17,6.49229
2021-12-18,3.17608
2021-12-19,3.68986
2021-12-20,6.95936
2021-12-21,9.8552
2021-12-22,5.51144
2021-12-23,5.83839
2021-12-24,4.01681
2021-12-25,2.6156
2021-12-26,2.84913
2021-12-27,6.39887
2021-12-28,4.99766
2021-12-29,4.90425
2021-12-30,4.624
2021-12-31,3.82998
2022-01-01,2.70901
2022-01-02,4.39047
2022-01-03,11.67678
2022-01-04,10.5091
2022-01-05,9.99532
2022-01-06,9.29472
2022-01-07,9.34142
2022-01-08,4.11022
2022-01-09,5.69827
2022-01-10,14.33909
2022-01-11,17.23493
2022-01-12,18.12237
2022-01-13,16.48762
2022-01-14,13.7786
2022-01-15,8.03362
2022-01-16,8.92106
2022-01-17,22.51284
2022-01-18,43.85801
2022-01-19,59.5049
2022-01-20,88.97711
2022-01-21,59.87856
2022-01-22,23.77393
2022-01-23,17.98225
2022-01-24,38.20644
2022-01-25,29.4722
2022-01-26,19.43017
2022-01-27,51.33115
2022-01-28,31.24708
2022-01-29,12.75105
2022-01-30,11.25642
2022-01-31,8.12704
2022-02-01,8.87435
2022-02-02,11.48995
2022-02-03,34.51658
2022-02-04,26.99673
2022-02-05,9.52825
2022-02-06,10.97617
2022-02-07,28.72489
2022-02-08,21.29845
2022-02-09,17.74871
2022-02-10,17.09481
2022-02-11,14.3858
2022-02-12,7.1929
2022-02-13,8.87435
2022-02-14,19.80382
2022-02-15,23.49369
2022-02-16,21.39187
2022-02-17,20.73797
2022-02-18,15.50677
2022-02-19,7.80009
2022-02-20,8.73423
2022-02-21,20.45773
2022-02-22,15.7403
2022-02-23,20.03736
2022-02-24,11.39654
