date,설립
2020-03-20,41.81818
2020-03-21,20.0
2020-03-22,29.0909
2020-03-23,49.61038
2020-03-24,38.96103
2020-03-25,45.97402
2020-03-26,47.27272
2020-03-27,47.01298
2020-03-28,25.1948
2020-03-29,28.31168
2020-03-30,42.07792
2020-03-31,38.18181
2020-04-01,42.33766
2020-04-02,42.85714
2020-04-03,34.02597
2020-04-04,27.27272
2020-04-05,24.93506
2020-04-06,42.85714
2020-04-07,44.15584
2020-04-08,42.33766
2020-04-09,36.36363
2020-04-10,35.58441
2020-04-11,31.42857
2020-04-12,28.31168
2020-04-13,43.8961
2020-04-14,43.37662
2020-04-15,28.31168
2020-04-16,48.05194
2020-04-17,41.2987
2020-04-18,21.55844
2020-04-19,27.53246
2020-04-20,46.23376
2020-04-21,42.07792
2020-04-22,47.01298
2020-04-23,47.7922
2020-04-24,45.45454
2020-04-25,20.77922
2020-04-26,32.72727
2020-04-27,48.05194
2020-04-28,50.12987
2020-04-29,39.48051
2020-04-30,25.97402
2020-05-01,24.93506
2020-05-02,21.81818
2020-05-03,32.20779
2020-05-04,38.70129
2020-05-05,27.7922
2020-05-06,42.07792
2020-05-07,52.20779
2020-05-08,38.70129
2020-05-09,29.87012
2020-05-10,25.1948
2020-05-11,43.11688
2020-05-12,58.96103
2020-05-13,54.54545
2020-05-14,48.05194
2020-05-15,43.8961
2020-05-16,27.53246
2020-05-17,26.4935
2020-05-18,43.11688
2020-05-19,55.58441
2020-05-20,51.68831
2020-05-21,47.7922
2020-05-22,38.18181
2020-05-23,18.70129
2020-05-24,29.35064
2020-05-25,47.53246
2020-05-26,45.1948
2020-05-27,44.67532
2020-05-28,42.5974
2020-05-29,37.66233
2020-05-30,24.93506
2020-05-31,28.05194
2020-06-01,43.63636
2020-06-02,49.35064
2020-06-03,36.36363
2020-06-04,41.03896
2020-06-05,41.03896
2020-06-06,20.0
2020-06-07,29.87012
2020-06-08,42.5974
2020-06-09,42.33766
2020-06-10,38.70129
2020-06-11,45.71428
2020-06-12,37.40259
2020-06-13,24.15584
2020-06-14,28.05194
2020-06-15,38.70129
2020-06-16,42.33766
2020-06-17,36.88311
2020-06-18,47.53246
2020-06-19,32.46753
2020-06-20,27.01298
2020-06-21,27.7922
2020-06-22,38.96103
2020-06-23,48.57142
2020-06-24,46.75324
2020-06-25,48.57142
2020-06-26,36.62337
2020-06-27,22.5974
2020-06-28,28.05194
2020-06-29,36.62337
2020-06-30,43.63636
2020-07-01,41.81818
2020-07-02,42.5974
2020-07-03,38.18181
2020-07-04,20.77922
2020-07-05,29.0909
2020-07-06,37.66233
2020-07-07,46.75324
2020-07-08,43.37662
2020-07-09,35.32467
2020-07-10,32.72727
2020-07-11,20.0
2020-07-12,24.67532
2020-07-13,41.03896
2020-07-14,36.62337
2020-07-15,35.32467
2020-07-16,37.92207
2020-07-17,34.54545
2020-07-18,22.85714
2020-07-19,25.45454
2020-07-20,40.0
2020-07-21,38.70129
2020-07-22,43.8961
2020-07-23,36.36363
2020-07-24,34.28571
2020-07-25,17.66233
2020-07-26,24.15584
2020-07-27,41.81818
2020-07-28,38.70129
2020-07-29,42.5974
2020-07-30,30.90909
2020-07-31,30.38961
2020-08-01,14.28571
2020-08-02,20.51948
2020-08-03,29.61038
2020-08-04,31.16883
2020-08-05,35.06493
2020-08-06,37.40259
2020-08-07,31.42857
2020-08-08,17.92207
2020-08-09,18.96103
2020-08-10,28.83116
2020-08-11,36.36363
2020-08-12,36.10389
2020-08-13,35.06493
2020-08-14,32.20779
2020-08-15,17.14285
2020-08-16,16.62337
2020-08-17,21.81818
2020-08-18,32.20779
2020-08-19,38.18181
2020-08-20,33.50649
2020-08-21,34.28571
2020-08-22,17.66233
2020-08-23,21.55844
2020-08-24,33.24675
2020-08-25,35.32467
2020-08-26,37.66233
2020-08-27,39.48051
2020-08-28,29.87012
2020-08-29,15.84415
2020-08-30,18.44155
2020-08-31,43.11688
2020-09-01,48.83116
2020-09-02,44.67532
2020-09-03,43.11688
2020-09-04,41.2987
2020-09-05,20.25974
2020-09-06,18.70129
2020-09-07,41.2987
2020-09-08,44.67532
2020-09-09,46.23376
2020-09-10,47.53246
2020-09-11,42.85714
2020-09-12,26.4935
2020-09-13,26.4935
2020-09-14,42.33766
2020-09-15,43.37662
2020-09-16,38.44155
2020-09-17,43.11688
2020-09-18,43.63636
2020-09-19,26.23376
2020-09-20,30.38961
2020-09-21,47.01298
2020-09-22,46.4935
2020-09-23,52.20779
2020-09-24,49.87012
2020-09-25,39.48051
2020-09-26,21.2987
2020-09-27,25.1948
2020-09-28,41.03896
2020-09-29,41.03896
2020-09-30,19.74025
2020-10-01,15.06493
2020-10-02,17.14285
2020-10-03,17.40259
2020-10-04,25.1948
2020-10-05,38.18181
2020-10-06,44.93506
2020-10-07,43.63636
2020-10-08,46.75324
2020-10-09,24.67532
2020-10-10,22.07792
2020-10-11,30.12987
2020-10-12,41.03896
2020-10-13,47.53246
2020-10-14,44.93506
2020-10-15,48.05194
2020-10-16,42.85714
2020-10-17,26.75324
2020-10-18,28.31168
2020-10-19,44.15584
2020-10-20,50.90909
2020-10-21,42.85714
2020-10-22,46.4935
2020-10-23,37.92207
2020-10-24,27.53246
2020-10-25,31.42857
2020-10-26,45.45454
2020-10-27,49.0909
2020-10-28,44.41558
2020-10-29,45.97402
2020-10-30,38.70129
2020-10-31,22.07792
2020-11-01,27.53246
2020-11-02,40.51948
2020-11-03,43.63636
2020-11-04,38.70129
2020-11-05,45.45454
2020-11-06,47.7922
2020-11-07,31.16883
2020-11-08,27.7922
2020-11-09,46.75324
2020-11-10,39.74025
2020-11-11,45.45454
2020-11-12,36.36363
2020-11-13,37.14285
2020-11-14,26.75324
2020-11-15,31.16883
2020-11-16,40.51948
2020-11-17,38.70129
2020-11-18,53.24675
2020-11-19,44.93506
2020-11-20,38.70129
2020-11-21,23.8961
2020-11-22,31.68831
2020-11-23,41.2987
2020-11-24,45.1948
2020-11-25,45.71428
2020-11-26,48.05194
2020-11-27,40.51948
2020-11-28,26.4935
2020-11-29,36.36363
2020-11-30,45.1948
2020-12-01,45.71428
2020-12-02,49.0909
2020-12-03,44.67532
2020-12-04,44.93506
2020-12-05,28.31168
2020-12-06,34.28571
2020-12-07,46.75324
2020-12-08,51.16883
2020-12-09,49.35064
2020-12-10,44.93506
2020-12-11,41.03896
2020-12-12,25.1948
2020-12-13,36.36363
2020-12-14,43.11688
2020-12-15,37.40259
2020-12-16,44.41558
2020-12-17,46.23376
2020-12-18,44.41558
2020-12-19,20.0
2020-12-20,24.41558
2020-12-21,43.8961
2020-12-22,42.85714
2020-12-23,46.23376
2020-12-24,33.24675
2020-12-25,15.32467
2020-12-26,15.06493
2020-12-27,19.74025
2020-12-28,41.55844
2020-12-29,45.97402
2020-12-30,35.84415
2020-12-31,28.05194
2021-01-01,17.40259
2021-01-02,24.15584
2021-01-03,17.40259
2021-01-04,37.66233
2021-01-05,38.70129
2021-01-06,38.18181
2021-01-07,37.66233
2021-01-08,44.15584
2021-01-09,19.22077
2021-01-10,27.27272
2021-01-11,40.51948
2021-01-12,47.53246
2021-01-13,43.37662
2021-01-14,39.22077
2021-01-15,46.75324
2021-01-16,25.45454
2021-01-17,28.57142
2021-01-18,43.11688
2021-01-19,42.85714
2021-01-20,34.28571
2021-01-21,44.41558
2021-01-22,45.1948
2021-01-23,21.55844
2021-01-24,30.38961
2021-01-25,38.18181
2021-01-26,48.83116
2021-01-27,40.77922
2021-01-28,51.42857
2021-01-29,39.22077
2021-01-30,24.41558
2021-01-31,26.4935
2021-02-01,50.12987
2021-02-02,50.38961
2021-02-03,67.27272
2021-02-04,51.42857
2021-02-05,40.77922
2021-02-06,22.07792
2021-02-07,20.77922
2021-02-08,40.0
2021-02-09,45.71428
2021-02-10,33.76623
2021-02-11,22.5974
2021-02-12,19.48051
2021-02-13,24.41558
2021-02-14,24.15584
2021-02-15,46.4935
2021-02-16,47.01298
2021-02-17,44.93506
2021-02-18,39.48051
2021-02-19,37.92207
2021-02-20,22.07792
2021-02-21,24.41558
2021-02-22,35.58441
2021-02-23,38.44155
2021-02-24,41.2987
2021-02-25,47.7922
2021-02-26,40.51948
2021-02-27,22.85714
2021-02-28,24.41558
2021-03-01,24.93506
2021-03-02,37.14285
2021-03-03,43.37662
2021-03-04,43.37662
2021-03-05,39.22077
2021-03-06,23.37662
2021-03-07,33.24675
2021-03-08,46.4935
2021-03-09,42.85714
2021-03-10,47.27272
2021-03-11,47.7922
2021-03-12,43.11688
2021-03-13,31.16883
2021-03-14,31.94805
2021-03-15,49.35064
2021-03-16,48.31168
2021-03-17,43.8961
2021-03-18,54.28571
2021-03-19,40.51948
2021-03-20,27.53246
2021-03-21,33.24675
2021-03-22,43.11688
2021-03-23,50.64935
2021-03-24,45.45454
2021-03-25,41.55844
2021-03-26,43.8961
2021-03-27,27.7922
2021-03-28,29.61038
2021-03-29,38.96103
2021-03-30,48.83116
2021-03-31,43.8961
2021-04-01,45.1948
2021-04-02,42.07792
2021-04-03,20.77922
2021-04-04,29.0909
2021-04-05,37.40259
2021-04-06,52.72727
2021-04-07,45.1948
2021-04-08,42.85714
2021-04-09,47.27272
2021-04-10,29.0909
2021-04-11,37.14285
2021-04-12,43.11688
2021-04-13,51.42857
2021-04-14,58.18181
2021-04-15,52.46753
2021-04-16,44.41558
2021-04-17,34.28571
2021-04-18,32.72727
2021-04-19,53.24675
2021-04-20,52.72727
2021-04-21,49.0909
2021-04-22,54.54545
2021-04-23,47.01298
2021-04-24,27.53246
2021-04-25,30.64935
2021-04-26,47.7922
2021-04-27,50.90909
2021-04-28,53.24675
2021-04-29,42.5974
2021-04-30,41.55844
2021-05-01,24.15584
2021-05-02,34.80519
2021-05-03,48.31168
2021-05-04,47.7922
2021-05-05,25.1948
2021-05-06,45.97402
2021-05-07,38.70129
2021-05-08,27.01298
2021-05-09,29.61038
2021-05-10,54.54545
2021-05-11,46.4935
2021-05-12,48.05194
2021-05-13,48.05194
2021-05-14,45.45454
2021-05-15,27.01298
2021-05-16,37.40259
2021-05-17,51.94805
2021-05-18,45.45454
2021-05-19,29.61038
2021-05-20,55.06493
2021-05-21,42.85714
2021-05-22,27.27272
2021-05-23,41.55844
2021-05-24,54.02597
2021-05-25,56.36363
2021-05-26,43.63636
2021-05-27,46.75324
2021-05-28,38.18181
2021-05-29,29.35064
2021-05-30,40.0
2021-05-31,53.24675
2021-06-01,50.38961
2021-06-02,50.90909
2021-06-03,48.57142
2021-06-04,43.37662
2021-06-05,25.97402
2021-06-06,39.22077
2021-06-07,44.93506
2021-06-08,47.27272
2021-06-09,47.53246
2021-06-10,52.46753
2021-06-11,43.37662
2021-06-12,34.54545
2021-06-13,33.76623
2021-06-14,51.42857
2021-06-15,52.98701
2021-06-16,51.42857
2021-06-17,45.45454
2021-06-18,44.93506
2021-06-19,32.46753
2021-06-20,31.94805
2021-06-21,45.1948
2021-06-22,46.23376
2021-06-23,43.8961
2021-06-24,43.8961
2021-06-25,37.66233
2021-06-26,23.8961
2021-06-27,27.53246
2021-06-28,43.8961
2021-06-29,42.33766
2021-06-30,46.23376
2021-07-01,44.15584
2021-07-02,37.66233
2021-07-03,26.75324
2021-07-04,29.35064
2021-07-05,42.33766
2021-07-06,44.67532
2021-07-07,41.03896
2021-07-08,40.51948
2021-07-09,31.94805
2021-07-10,20.25974
2021-07-11,19.48051
2021-07-12,43.11688
2021-07-13,41.81818
2021-07-14,39.48051
2021-07-15,39.48051
2021-07-16,33.50649
2021-07-17,15.06493
2021-07-18,21.81818
2021-07-19,43.8961
2021-07-20,34.02597
2021-07-21,39.48051
2021-07-22,40.77922
2021-07-23,29.87012
2021-07-24,19.74025
2021-07-25,21.55844
2021-07-26,34.54545
2021-07-27,34.02597
2021-07-28,35.84415
2021-07-29,35.06493
2021-07-30,37.66233
2021-07-31,19.48051
2021-08-01,21.55844
2021-08-02,36.36363
2021-08-03,34.02597
2021-08-04,36.36363
2021-08-05,38.70129
2021-08-06,35.84415
2021-08-07,35.84415
2021-08-08,26.4935
2021-08-09,45.71428
2021-08-10,40.51948
2021-08-11,32.20779
2021-08-12,35.58441
2021-08-13,31.94805
2021-08-14,21.55844
2021-08-15,25.71428
2021-08-16,31.68831
2021-08-17,41.2987
2021-08-18,38.70129
2021-08-19,37.66233
2021-08-20,38.70129
2021-08-21,28.05194
2021-08-22,30.64935
2021-08-23,41.2987
2021-08-24,40.0
2021-08-25,41.2987
2021-08-26,43.37662
2021-08-27,40.0
2021-08-28,25.1948
2021-08-29,31.68831
2021-08-30,42.07792
2021-08-31,44.67532
2021-09-01,45.45454
2021-09-02,43.8961
2021-09-03,36.88311
2021-09-04,27.27272
2021-09-05,30.12987
2021-09-06,52.20779
2021-09-07,51.16883
2021-09-08,48.05194
2021-09-09,52.98701
2021-09-10,41.55844
2021-09-11,37.92207
2021-09-12,31.94805
2021-09-13,50.64935
2021-09-14,49.35064
2021-09-15,49.0909
2021-09-16,47.53246
2021-09-17,37.92207
2021-09-18,23.37662
2021-09-19,25.71428
2021-09-20,20.25974
2021-09-21,19.74025
2021-09-22,25.45454
2021-09-23,41.2987
2021-09-24,46.23376
2021-09-25,28.57142
2021-09-26,28.83116
2021-09-27,56.62337
2021-09-28,46.75324
2021-09-29,48.05194
2021-09-30,44.67532
2021-10-01,47.27272
2021-10-02,29.87012
2021-10-03,33.24675
2021-10-04,42.5974
2021-10-05,50.90909
2021-10-06,51.68831
2021-10-07,52.72727
2021-10-08,42.07792
2021-10-09,22.85714
2021-10-10,30.38961
2021-10-11,33.50649
2021-10-12,47.01298
2021-10-13,44.93506
2021-10-14,44.67532
2021-10-15,37.14285
2021-10-16,26.4935
2021-10-17,25.97402
2021-10-18,49.87012
2021-10-19,50.38961
2021-10-20,45.1948
2021-10-21,48.05194
2021-10-22,43.11688
2021-10-23,30.64935
2021-10-24,32.98701
2021-10-25,45.97402
2021-10-26,49.0909
2021-10-27,46.4935
2021-10-28,42.85714
2021-10-29,35.06493
2021-10-30,26.23376
2021-10-31,25.71428
2021-11-01,45.71428
2021-11-02,42.07792
2021-11-03,42.33766
2021-11-04,43.37662
2021-11-05,36.10389
2021-11-06,27.27272
2021-11-07,34.54545
2021-11-08,46.23376
2021-11-09,40.77922
2021-11-10,40.77922
2021-11-11,42.33766
2021-11-12,44.93506
2021-11-13,21.55844
2021-11-14,26.4935
2021-11-15,49.61038
2021-11-16,41.03896
2021-11-17,42.5974
2021-11-18,48.31168
2021-11-19,43.37662
2021-11-20,25.97402
