date,다이렉트자동차보험비교견적사이트
2023-05-28,13.37946
2023-05-29,14.64821
2023-05-30,26.64359
2023-05-31,26.64359
2023-06-01,26.06689
2023-06-02,21.45328
2023-06-03,12.22606
2023-06-04,13.84083
2023-06-05,21.56862
2023-06-06,11.07266
2023-06-07,24.45213
2023-06-08,20.99192
2023-06-09,22.83737
2023-06-10,8.07381
2023-06-11,10.95732
2023-06-12,26.18223
2023-06-13,27.10495
2023-06-14,22.83737
2023-06-15,20.99192
2023-06-16,19.03114
2023-06-17,9.91926
2023-06-18,11.41868
2023-06-19,26.06689
2023-06-20,24.56747
2023-06-21,30.1038
2023-06-22,21.45328
2023-06-23,17.64705
2023-06-24,7.49711
2023-06-25,10.14994
2023-06-26,25.49019
2023-06-27,23.18339
2023-06-28,20.87658
2023-06-29,24.45213
2023-06-30,22.95271
2023-07-01,15.45559
2023-07-02,14.41753
2023-07-03,27.56632
2023-07-04,25.72087
2023-07-05,20.41522
2023-07-06,22.26066
2023-07-07,23.06805
2023-07-08,11.7647
2023-07-09,13.03344
2023-07-10,29.18108
2023-07-11,24.79815
2023-07-12,27.56632
2023-07-13,25.60553
2023-07-14,25.14417
2023-07-15,12.11072
2023-07-16,10.72664
2023-07-17,24.22145
2023-07-18,21.91464
2023-07-19,21.2226
2023-07-20,22.49134
2023-07-21,15.80161
2023-07-22,7.03575
2023-07-23,10.0346
2023-07-24,18.68512
2023-07-25,21.56862
2023-07-26,20.29988
2023-07-27,20.53056
2023-07-28,15.68627
2023-07-29,10.72664
2023-07-30,9.91926
2023-07-31,25.37485
2023-08-01,22.376
2023-08-02,20.53056
2023-08-03,25.72087
2023-08-04,21.2226
2023-08-05,10.95732
2023-08-06,13.95617
2023-08-07,28.02768
2023-08-08,29.5271
2023-08-09,26.18223
2023-08-10,26.64359
2023-08-11,19.14648
2023-08-12,12.80276
2023-08-13,6.34371
2023-08-14,15.91695
2023-08-15,10.26528
2023-08-16,17.99307
2023-08-17,21.2226
2023-08-18,20.18454
2023-08-19,11.88004
2023-08-20,14.76355
2023-08-21,27.45098
2023-08-22,23.52941
2023-08-23,15.10957
2023-08-24,18.10841
2023-08-25,16.49365
2023-08-26,16.60899
2023-08-27,15.34025
2023-08-28,23.06805
2023-08-29,21.45328
2023-08-30,26.98961
2023-08-31,21.10726
2023-09-01,22.60668
2023-09-02,14.18685
2023-09-03,12.11072
2023-09-04,26.87427
2023-09-05,29.06574
2023-09-06,23.76009
2023-09-07,23.18339
2023-09-08,28.83506
2023-09-09,14.30219
2023-09-10,10.26528
2023-09-11,25.95155
2023-09-12,30.21914
2023-09-13,32.29527
2023-09-14,23.76009
2023-09-15,27.22029
2023-09-16,15.45559
2023-09-17,12.9181
2023-09-18,22.72202
2023-09-19,30.6805
2023-09-20,32.64129
2023-09-21,33.21799
2023-09-22,32.64129
2023-09-23,16.95501
2023-09-24,16.95501
2023-09-25,31.71856
2023-09-26,28.71972
2023-09-27,13.61014
2023-09-28,7.49711
2023-09-29,5.30565
2023-09-30,7.61245
2023-10-01,6.57439
2023-10-02,12.22606
2023-10-03,11.41868
2023-10-04,29.29642
2023-10-05,21.2226
2023-10-06,19.14648
2023-10-07,8.65051
2023-10-08,11.30334
2023-10-09,12.57208
2023-10-10,26.18223
2023-10-11,21.2226
2023-10-12,20.87658
2023-10-13,19.37716
2023-10-14,10.0346
2023-10-15,10.49596
2023-10-16,22.72202
2023-10-17,19.4925
2023-10-18,22.49134
2023-10-19,17.41637
2023-10-20,15.10957
2023-10-21,7.72779
2023-10-22,8.41983
2023-10-23,21.33794
2023-10-24,22.72202
2023-10-25,22.83737
2023-10-26,21.2226
2023-10-27,18.9158
2023-10-28,11.7647
2023-10-29,12.80276
2023-10-30,25.02883
2023-10-31,20.99192
2023-11-01,21.7993
2023-11-02,21.2226
2023-11-03,17.53171
2023-11-04,9.11188
2023-11-05,9.91926
2023-11-06,22.95271
2023-11-07,21.10726
2023-11-08,18.3391
2023-11-09,17.18569
2023-11-10,20.18454
2023-11-11,7.95847
2023-11-12,11.30334
2023-11-13,20.41522
2023-11-14,17.18569
2023-11-15,17.18569
2023-11-16,18.80046
2023-11-17,19.14648
2023-11-18,9.34256
2023-11-19,11.64936
2023-11-20,23.06805
2023-11-21,19.60784
2023-11-22,18.56978
2023-11-23,16.83967
2023-11-24,17.30103
2023-11-25,8.88119
2023-11-26,14.30219
2023-11-27,24.79815
2023-11-28,22.72202
2023-11-29,20.6459
2023-11-30,21.56862
2023-12-01,13.72549
2023-12-02,7.61245
2023-12-03,6.22837
2023-12-04,20.18454
2023-12-05,19.14648
2023-12-06,17.87773
2023-12-07,14.99423
2023-12-08,16.03229
2023-12-09,6.68973
2023-12-10,9.22722
2023-12-11,23.76009
2023-12-12,20.76124
2023-12-13,15.91695
2023-12-14,20.53056
2023-12-15,15.22491
2023-12-16,9.4579
2023-12-17,9.4579
2023-12-18,20.29988
2023-12-19,22.02998
2023-12-20,17.07035
2023-12-21,24.10611
2023-12-22,17.64705
2023-12-23,6.80507
2023-12-24,7.49711
2023-12-25,8.65051
2023-12-26,21.2226
2023-12-27,18.22376
2023-12-28,17.41637
2023-12-29,18.3391
2023-12-30,9.57324
2023-12-31,9.11188
2024-01-01,10.49596
2024-01-02,26.41291
2024-01-03,35.75547
2024-01-04,26.06689
2024-01-05,20.0692
2024-01-06,11.07266
2024-01-07,8.41983
2024-01-08,17.76239
2024-01-09,19.72318
2024-01-10,16.60899
2024-01-11,17.64705
2024-01-12,12.68742
2024-01-13,9.57324
2024-01-14,8.53517
2024-01-15,22.49134
2024-01-16,18.80046
2024-01-17,21.33794
2024-01-18,24.45213
2024-01-19,66.32064
2024-01-20,72.89504
2024-01-21,59.63091
2024-01-22,61.93771
2024-01-23,56.1707
2024-01-24,56.63206
2024-01-25,65.6286
2024-01-26,70.70357
2024-01-27,73.12572
2024-01-28,68.39677
2024-01-29,79.93079
2024-01-30,81.89158
2024-01-31,71.85697
2024-02-01,77.39331
2024-02-02,70.81891
2024-02-03,67.82006
2024-02-04,59.86159
2024-02-05,72.89504
2024-02-06,64.24452
2024-02-07,67.01268
2024-02-08,73.58708
2024-02-09,66.782
2024-02-10,73.58708
2024-02-11,74.85582
2024-02-12,80.62283
2024-02-13,95.27104
2024-02-14,75.6632
2024-02-15,81.43021
2024-02-16,93.07958
2024-02-17,76.8166
2024-02-18,80.62283
2024-02-19,100.0
2024-02-20,75.43252
2024-02-21,90.88811
2024-02-22,81.77623
2024-02-23,70.81891
2024-02-24,62.86043
2024-02-25,63.8985
2024-02-26,76.2399
2024-02-27,72.43367
2024-02-28,70.47289
2024-02-29,67.12802
2024-03-01,70.81891
2024-03-02,51.32641
2024-03-03,48.4429
2024-03-04,67.9354
2024-03-05,66.89734
2024-03-06,78.54671
2024-03-07,77.73933
2024-03-08,74.62514
2024-03-09,71.51095
2024-03-10,80.39215
2024-03-11,66.55132
2024-03-12,62.51441
2024-03-13,62.74509
2024-03-14,64.4752
2024-03-15,68.39677
2024-03-16,57.09342
2024-03-17,57.67012
2024-03-18,69.78085
2024-03-19,62.28373
2024-03-20,58.36216
