date,KODEX미국FANG플러스(H)
2023-08-06,1.20555
2023-08-07,6.29342
2023-08-08,6.55905
2023-08-09,5.96648
2023-08-10,4.88353
2023-08-11,5.35349
2023-08-12,1.06252
2023-08-13,0.85819
2023-08-14,5.27176
2023-08-15,1.51205
2023-08-16,5.04699
2023-08-17,4.88353
2023-08-18,4.88353
2023-08-19,0.63342
2023-08-20,0.36779
2023-08-21,4.51573
2023-08-22,5.72129
2023-08-23,5.00612
2023-08-24,7.7646
2023-08-25,5.82345
2023-08-26,1.06252
2023-08-27,0.93992
2023-08-28,5.94605
2023-08-29,5.94605
2023-08-30,7.33551
2023-08-31,5.90519
2023-09-01,6.88598
2023-09-02,1.40988
2023-09-03,0.87862
2023-09-04,5.19002
2023-09-05,5.65999
2023-09-06,5.49652
2023-09-07,4.67919
2023-09-08,4.3114
2023-09-09,0.93992
2023-09-10,0.65386
2023-09-11,4.82223
2023-09-12,5.59869
2023-09-13,4.92439
2023-09-14,5.35349
2023-09-15,6.33428
2023-09-16,0.89906
2023-09-17,0.51082
2023-09-18,4.0049
2023-09-19,3.49407
2023-09-20,4.04577
2023-09-21,4.35226
2023-09-22,4.1888
2023-09-23,0.85819
2023-09-24,0.59256
2023-09-25,3.6984
2023-09-26,4.04577
2023-09-27,3.37147
2023-09-28,0.71516
2023-09-29,0.55169
2023-09-30,0.40866
2023-10-01,0.22476
2023-10-02,0.38823
2023-10-03,0.79689
2023-10-04,3.92317
2023-10-05,4.02533
2023-10-06,3.98447
2023-10-07,0.59256
2023-10-08,0.51082
2023-10-09,0.55169
2023-10-10,5.12872
2023-10-11,5.51695
2023-10-12,5.00612
2023-10-13,3.78013
2023-10-14,0.59256
2023-10-15,0.26563
2023-10-16,3.00367
2023-10-17,3.49407
2023-10-18,3.18757
2023-10-19,3.06497
2023-10-20,3.3919
2023-10-21,0.42909
2023-10-22,0.34736
2023-10-23,2.92194
2023-10-24,3.55537
2023-10-25,3.4532
2023-10-26,3.5145
2023-10-27,2.86064
2023-10-28,0.40866
2023-10-29,0.44953
2023-10-30,2.81977
2023-10-31,3.49407
2023-11-01,3.14671
2023-11-02,3.6371
2023-11-03,3.9436
2023-11-04,0.73559
2023-11-05,0.49039
2023-11-06,5.21046
2023-11-07,4.47486
2023-11-08,4.1275
2023-11-09,4.47486
2023-11-10,3.35104
2023-11-11,0.73559
2023-11-12,0.44953
2023-11-13,5.21046
2023-11-14,4.72006
2023-11-15,6.53861
2023-11-16,5.33306
2023-11-17,5.68042
2023-11-18,0.73559
2023-11-19,0.34736
2023-11-20,5.00612
2023-11-21,7.19248
2023-11-22,5.31262
2023-11-23,5.43522
2023-11-24,5.14916
2023-11-25,0.55169
2023-11-26,0.63342
2023-11-27,4.51573
2023-11-28,5.65999
2023-11-29,6.23212
2023-11-30,5.70085
2023-12-01,4.74049
2023-12-02,1.22599
2023-12-03,0.77646
2023-12-04,5.04699
2023-12-05,4.4953
2023-12-06,5.41479
2023-12-07,4.16836
2023-12-08,5.19002
2023-12-09,0.93992
2023-12-10,1.22599
2023-12-11,6.31385
2023-12-12,7.27421
2023-12-13,7.53984
2023-12-14,8.66366
2023-12-15,7.15161
2023-12-16,1.87985
2023-12-17,1.10339
2023-12-18,7.31507
2023-12-19,8.90886
2023-12-20,10.76828
2023-12-21,7.8872
2023-12-22,8.23457
2023-12-23,1.30772
2023-12-24,1.00122
2023-12-25,1.28729
2023-12-26,6.98814
2023-12-27,8.41847
2023-12-28,8.47977
2023-12-29,2.92194
2023-12-30,1.38945
2023-12-31,1.24642
2024-01-01,1.36902
2024-01-02,7.27421
2024-01-03,7.15161
2024-01-04,5.41479
2024-01-05,5.04699
2024-01-06,1.10339
2024-01-07,0.87862
2024-01-08,4.98569
2024-01-09,7.23334
2024-01-10,6.00735
2024-01-11,6.74295
2024-01-12,6.17082
2024-01-13,0.81732
2024-01-14,0.79689
2024-01-15,5.65999
2024-01-16,4.86309
2024-01-17,6.35472
2024-01-18,5.86432
2024-01-19,7.35594
2024-01-20,1.81855
2024-01-21,1.38945
2024-01-22,7.78504
2024-01-23,6.68165
2024-01-24,7.8872
2024-01-25,7.43767
2024-01-26,6.57948
2024-01-27,1.30772
2024-01-28,1.24642
2024-01-29,7.09031
2024-01-30,7.04944
2024-01-31,6.17082
2024-02-01,5.98692
2024-02-02,7.8872
2024-02-03,2.34981
2024-02-04,1.77768
2024-02-05,7.43767
2024-02-06,6.92684
2024-02-07,5.78259
2024-02-08,6.90641
2024-02-09,1.87985
2024-02-10,1.22599
2024-02-11,0.85819
2024-02-12,1.43032
2024-02-13,7.02901
2024-02-14,5.78259
2024-02-15,6.66121
2024-02-16,7.09031
2024-02-17,1.26685
2024-02-18,1.08295
2024-02-19,5.82345
2024-02-20,4.94483
2024-02-21,5.31262
2024-02-22,6.86554
2024-02-23,8.6228
2024-02-24,1.61422
2024-02-25,1.22599
2024-02-26,5.65999
2024-02-27,9.44013
2024-02-28,6.88598
2024-02-29,6.49775
2024-03-01,1.92071
2024-03-02,1.94115
2024-03-03,1.28729
2024-03-04,7.7646
2024-03-05,6.41601
2024-03-06,5.61912
2024-03-07,6.02778
2024-03-08,6.68165
2024-03-09,0.93992
2024-03-10,0.63342
2024-03-11,4.434
2024-03-12,5.31262
2024-03-13,5.16959
2024-03-14,4.98569
2024-03-15,4.1888
2024-03-16,0.51082
2024-03-17,0.55169
2024-03-18,4.35226
2024-03-19,4.59746
2024-03-20,4.53616
