date,실시간주식
2020-03-20,70.17892
2020-03-21,10.13916
2020-03-22,6.75944
2020-03-23,73.75745
2020-03-24,64.81113
2020-03-25,63.02186
2020-03-26,62.42544
2020-03-27,62.22664
2020-03-28,11.63021
2020-03-29,7.05765
2020-03-30,60.13916
2020-03-31,54.57256
2020-04-01,52.8827
2020-04-02,50.99403
2020-04-03,47.91252
2020-04-04,12.62425
2020-04-05,5.96421
2020-04-06,49.10536
2020-04-07,58.94632
2020-04-08,49.30417
2020-04-09,44.43339
2020-04-10,43.14115
2020-04-11,10.73558
2020-04-12,8.74751
2020-04-13,42.04771
2020-04-14,41.8489
2020-04-15,10.83499
2020-04-16,32.20675
2020-04-17,34.69184
2020-04-18,7.25646
2020-04-19,6.26242
2020-04-20,39.36381
2020-04-21,42.04771
2020-04-22,38.56858
2020-04-23,31.70974
2020-04-24,29.02584
2020-04-25,4.67196
2020-04-26,5.06958
2020-04-27,28.82703
2020-04-28,31.31212
2020-04-29,25.0497
2020-04-30,8.74751
2020-05-01,11.72962
2020-05-02,4.17495
2020-05-03,1.59045
2020-05-04,24.95029
2020-05-05,10.03976
2020-05-06,24.55268
2020-05-07,21.27236
2020-05-08,21.07355
2020-05-09,5.86481
2020-05-10,3.08151
2020-05-11,21.66998
2020-05-12,24.45328
2020-05-13,22.76341
2020-05-14,26.83896
2020-05-15,26.14314
2020-05-16,5.7654
2020-05-17,2.48508
2020-05-18,16.20278
2020-05-19,23.06163
2020-05-20,20.77534
2020-05-21,21.96819
2020-05-22,21.76938
2020-05-23,3.28031
2020-05-24,2.68389
2020-05-25,20.67594
2020-05-26,19.98011
2020-05-27,15.90457
2020-05-28,16.7992
2020-05-29,14.81113
2020-05-30,2.38568
2020-05-31,3.67793
2020-06-01,15.60636
2020-06-02,18.29025
2020-06-03,17.69383
2020-06-04,18.09145
2020-06-05,17.89264
2020-06-06,3.18091
2020-06-07,1.39165
2020-06-08,17.69383
2020-06-09,17.29622
2020-06-10,17.09741
2020-06-11,13.9165
2020-06-12,21.07355
2020-06-13,4.37375
2020-06-14,1.39165
2020-06-15,23.45924
2020-06-16,19.18489
2020-06-17,23.16103
2020-06-18,15.30815
2020-06-19,17.69383
2020-06-20,3.87673
2020-06-21,2.38568
2020-06-22,18.19085
2020-06-23,18.98608
2020-06-24,16.50099
2020-06-25,16.8986
2020-06-26,15.30815
2020-06-27,2.68389
2020-06-28,1.88866
2020-06-29,18.09145
2020-06-30,16.00397
2020-07-01,15.60636
2020-07-02,17.09741
2020-07-03,17.49502
2020-07-04,5.06958
2020-07-05,3.28031
2020-07-06,19.38369
2020-07-07,24.15506
2020-07-08,21.07355
2020-07-09,15.60636
2020-07-10,20.27833
2020-07-11,6.26242
2020-07-12,3.28031
2020-07-13,17.79324
2020-07-14,20.57654
2020-07-15,18.48906
2020-07-16,17.19681
2020-07-17,14.91053
2020-07-18,3.28031
2020-07-19,1.49105
2020-07-20,15.40755
2020-07-21,18.48906
2020-07-22,21.17296
2020-07-23,22.16699
2020-07-24,21.07355
2020-07-25,5.06958
2020-07-26,4.17495
2020-07-27,22.66401
2020-07-28,17.59443
2020-07-29,22.3658
2020-07-30,18.78727
2020-07-31,21.86878
2020-08-01,2.08747
2020-08-02,3.28031
2020-08-03,19.38369
2020-08-04,19.98011
2020-08-05,23.45924
2020-08-06,22.4652
2020-08-07,22.66401
2020-08-08,4.77137
2020-08-09,2.68389
2020-08-10,25.74552
2020-08-11,22.2664
2020-08-12,28.52882
2020-08-13,29.42345
2020-08-14,26.14314
2020-08-15,3.87673
2020-08-16,2.9821
2020-08-17,9.34393
2020-08-18,23.85685
2020-08-19,24.25447
2020-08-20,26.44135
2020-08-21,29.02584
2020-08-22,5.666
2020-08-23,2.9821
2020-08-24,24.85089
2020-08-25,23.75745
2020-08-26,24.65208
2020-08-27,26.73956
2020-08-28,26.64015
2020-08-29,7.85288
2020-08-30,5.86481
2020-08-31,27.53479
2020-09-01,30.21868
2020-09-02,30.8151
2020-09-03,32.30616
2020-09-04,31.01391
2020-09-05,13.22067
2020-09-06,5.26838
2020-09-07,32.70377
2020-09-08,30.8151
2020-09-09,36.58051
2020-09-10,35.38767
2020-09-11,30.6163
2020-09-12,9.04572
2020-09-13,6.26242
2020-09-14,26.14314
2020-09-15,31.61033
2020-09-16,29.12524
2020-09-17,31.70974
2020-09-18,31.31212
2020-09-19,8.64811
2020-09-20,8.5487
2020-09-21,29.82107
2020-09-22,39.86083
2020-09-23,37.97216
2020-09-24,46.32206
2020-09-25,36.87872
2020-09-26,10.33797
2020-09-27,4.77137
2020-09-28,38.9662
2020-09-29,32.90258
2020-09-30,10.43737
2020-10-01,11.03379
2020-10-02,13.9165
2020-10-03,9.14512
2020-10-04,5.16898
2020-10-05,34.39363
2020-10-06,40.45725
2020-10-07,34.69184
2020-10-08,39.46322
2020-10-09,15.40755
2020-10-10,6.26242
2020-10-11,5.5666
2020-10-12,33.10139
2020-10-13,37.57455
2020-10-14,34.29423
2020-10-15,40.45725
2020-10-16,42.14711
2020-10-17,9.14512
2020-10-18,4.77137
2020-10-19,32.90258
2020-10-20,38.66799
2020-10-21,33.89662
2020-10-22,28.52882
2020-10-23,25.0497
2020-10-24,4.97017
2020-10-25,3.97614
2020-10-26,27.03777
2020-10-27,23.95626
2020-10-28,30.21868
2020-10-29,31.11332
2020-10-30,29.92047
2020-10-31,8.94632
2020-11-01,3.57852
2020-11-02,27.833
2020-11-03,26.83896
2020-11-04,33.3996
2020-11-05,33.89662
2020-11-06,31.90854
2020-11-07,7.35586
2020-11-08,4.67196
2020-11-09,27.833
2020-11-10,32.30616
2020-11-11,31.01391
2020-11-12,36.87872
2020-11-13,30.41749
2020-11-14,11.332
2020-11-15,3.97614
2020-11-16,32.70377
2020-11-17,40.95427
2020-11-18,36.87872
2020-11-19,36.87872
2020-11-20,33.499
2020-11-21,7.15705
2020-11-22,4.87077
2020-11-23,30.41749
2020-11-24,29.12524
2020-11-25,37.37574
2020-11-26,29.62226
2020-11-27,30.8151
2020-11-28,6.26242
2020-11-29,4.77137
2020-11-30,24.35387
2020-12-01,28.52882
2020-12-02,31.80914
2020-12-03,39.56262
2020-12-04,37.07753
2020-12-05,6.66003
2020-12-06,5.5666
2020-12-07,37.37574
2020-12-08,37.47514
2020-12-09,37.57455
2020-12-10,41.55069
2020-12-11,35.58648
2020-12-12,6.75944
2020-12-13,4.37375
2020-12-14,33.3996
2020-12-15,37.47514
2020-12-16,32.30616
2020-12-17,33.69781
2020-12-18,35.58648
2020-12-19,9.64214
2020-12-20,6.85884
2020-12-21,35.88469
2020-12-22,37.57455
2020-12-23,38.27037
2020-12-24,33.499
2020-12-25,10.83499
2020-12-26,4.07554
2020-12-27,5.5666
2020-12-28,38.46918
2020-12-29,38.76739
2020-12-30,41.94831
2020-12-31,18.38966
2021-01-01,5.5666
2021-01-02,4.67196
2021-01-03,6.66003
2021-01-04,50.39761
2021-01-05,50.29821
2021-01-06,55.06958
2021-01-07,45.82504
2021-01-08,55.666
2021-01-09,14.61232
2021-01-10,8.84691
2021-01-11,72.2664
2021-01-12,72.86282
2021-01-13,55.46719
2021-01-14,59.84095
2021-01-15,50.99403
2021-01-16,14.21471
2021-01-17,9.84095
2021-01-18,51.39165
2021-01-19,52.7833
2021-01-20,49.30417
2021-01-21,54.67196
2021-01-22,51.29224
2021-01-23,13.41948
2021-01-24,8.15109
2021-01-25,46.42147
2021-01-26,52.38568
2021-01-27,52.7833
2021-01-28,58.15109
2021-01-29,59.84095
2021-01-30,12.62425
2021-01-31,7.15705
2021-02-01,50.49701
2021-02-02,53.77733
2021-02-03,52.68389
2021-02-04,52.38568
2021-02-05,47.91252
2021-02-06,15.30815
2021-02-07,6.26242
2021-02-08,46.71968
2021-02-09,48.60834
2021-02-10,48.80715
2021-02-11,16.10337
2021-02-12,12.12723
2021-02-13,9.54274
2021-02-14,9.94035
2021-02-15,53.87673
2021-02-16,50.89463
2021-02-17,55.666
2021-02-18,55.46719
2021-02-19,57.85288
2021-02-20,14.81113
2021-02-21,9.24453
2021-02-22,50.59642
2021-02-23,53.77733
2021-02-24,51.19284
2021-02-25,59.84095
2021-02-26,63.71769
2021-02-27,13.12127
2021-02-28,9.44333
2021-03-01,17.49502
2021-03-02,53.57852
2021-03-03,50.29821
2021-03-04,52.28628
2021-03-05,53.18091
2021-03-06,12.52485
2021-03-07,6.46123
2021-03-08,52.38568
2021-03-09,53.77733
2021-03-10,49.60238
2021-03-11,49.20477
2021-03-12,47.11729
2021-03-13,13.9165
2021-03-14,8.25049
2021-03-15,44.73161
2021-03-16,46.52087
2021-03-17,47.91252
2021-03-18,48.60834
2021-03-19,52.18687
2021-03-20,10.43737
2021-03-21,6.26242
2021-03-22,45.32803
2021-03-23,51.09343
2021-03-24,55.7654
2021-03-25,50.79522
2021-03-26,47.61431
2021-03-27,8.3499
2021-03-28,6.46123
2021-03-29,45.02982
2021-03-30,49.90059
2021-03-31,45.82504
2021-04-01,45.32803
2021-04-02,42.74353
2021-04-03,7.65407
2021-04-04,5.7654
2021-04-05,40.25844
2021-04-06,42.14711
2021-04-07,43.83697
2021-04-08,41.65009
2021-04-09,36.87872
2021-04-10,9.44333
2021-04-11,3.08151
2021-04-12,44.43339
2021-04-13,44.43339
2021-04-14,44.73161
2021-04-15,49.80119
2021-04-16,50.0994
2021-04-17,8.5487
2021-04-18,5.5666
2021-04-19,41.55069
2021-04-20,42.44532
2021-04-21,48.01192
2021-04-22,43.04174
2021-04-23,41.8489
2021-04-24,7.65407
2021-04-25,5.36779
2021-04-26,41.05367
2021-04-27,40.85487
2021-04-28,43.73757
2021-04-29,40.25844
2021-04-30,41.15308
2021-05-01,8.84691
2021-05-02,4.77137
2021-05-03,39.36381
2021-05-04,39.26441
2021-05-05,12.82306
2021-05-06,41.94831
2021-05-07,36.3817
2021-05-08,6.56063
2021-05-09,5.46719
2021-05-10,38.9662
2021-05-11,51.68986
2021-05-12,45.82504
2021-05-13,42.34592
2021-05-14,39.86083
2021-05-15,9.74155
2021-05-16,4.47316
2021-05-17,35.38767
2021-05-18,39.66202
2021-05-19,14.91053
2021-05-20,40.65606
2021-05-21,37.07753
2021-05-22,5.86481
2021-05-23,5.06958
2021-05-24,34.99005
2021-05-25,31.41153
2021-05-26,38.46918
2021-05-27,40.45725
2021-05-28,33.3996
2021-05-29,7.85288
2021-05-30,5.46719
2021-05-31,36.48111
2021-06-01,35.38767
2021-06-02,35.08946
2021-06-03,38.36978
2021-06-04,37.77335
2021-06-05,7.45526
2021-06-06,4.27435
2021-06-07,36.58051
2021-06-08,41.8489
2021-06-09,37.17693
2021-06-10,35.78528
2021-06-11,36.1829
2021-06-12,4.97017
2021-06-13,5.666
2021-06-14,36.77932
2021-06-15,37.97216
2021-06-16,37.27634
2021-06-17,35.98409
2021-06-18,33.00198
2021-06-19,7.05765
2021-06-20,3.87673
2021-06-21,35.38767
2021-06-22,36.2823
2021-06-23,36.3817
2021-06-24,38.07157
2021-06-25,36.1829
2021-06-26,6.36182
2021-06-27,5.5666
2021-06-28,32.30616
2021-06-29,33.3996
2021-06-30,36.08349
2021-07-01,35.18886
2021-07-02,39.76143
2021-07-03,5.86481
2021-07-04,4.27435
2021-07-05,34.39363
2021-07-06,33.69781
2021-07-07,36.77932
2021-07-08,38.56858
2021-07-09,36.67992
2021-07-10,5.86481
2021-07-11,4.07554
2021-07-12,30.11928
2021-07-13,37.97216
2021-07-14,36.97813
2021-07-15,38.17097
2021-07-16,32.80318
2021-07-17,6.66003
2021-07-18,2.68389
2021-07-19,32.60437
2021-07-20,42.24652
2021-07-21,38.66799
2021-07-22,37.87276
2021-07-23,30.41749
2021-07-24,6.36182
2021-07-25,3.37972
2021-07-26,32.40556
2021-07-27,33.5984
2021-07-28,30.6163
2021-07-29,32.60437
2021-07-30,32.80318
2021-07-31,5.46719
2021-08-01,3.47912
2021-08-02,29.52286
2021-08-03,31.21272
2021-08-04,32.60437
2021-08-05,31.41153
2021-08-06,43.93638
2021-08-07,4.87077
2021-08-08,2.58449
2021-08-09,41.25248
2021-08-10,44.6322
2021-08-11,43.83697
2021-08-12,46.42147
2021-08-13,42.74353
2021-08-14,7.85288
2021-08-15,3.67793
2021-08-16,10.63618
2021-08-17,36.1829
2021-08-18,33.69781
2021-08-19,42.84294
2021-08-20,38.76739
2021-08-21,6.06361
2021-08-22,2.8827
2021-08-23,33.79721
2021-08-24,36.1829
2021-08-25,37.37574
2021-08-26,40.95427
2021-08-27,34.49304
2021-08-28,7.35586
2021-08-29,4.67196
2021-08-30,31.01391
2021-08-31,37.27634
2021-09-01,35.38767
2021-09-02,35.18886
2021-09-03,32.90258
2021-09-04,8.05168
2021-09-05,3.47912
2021-09-06,29.72166
2021-09-07,33.89662
2021-09-08,38.07157
2021-09-09,35.88469
2021-09-10,32.10735
2021-09-11,6.06361
2021-09-12,2.38568
2021-09-13,32.50497
2021-09-14,34.39363
2021-09-15,33.30019
2021-09-16,29.92047
2021-09-17,36.67992
2021-09-18,4.57256
2021-09-19,2.08747
2021-09-20,4.57256
2021-09-21,8.4493
2021-09-22,10.83499
2021-09-23,31.70974
2021-09-24,25.74552
2021-09-25,5.7654
2021-09-26,3.67793
2021-09-27,27.03777
2021-09-28,32.50497
2021-09-29,33.00198
2021-09-30,30.51689
2021-10-01,32.10735
2021-10-02,7.75347
2021-10-03,1.88866
2021-10-04,10.33797
2021-10-05,42.74353
2021-10-06,44.6322
2021-10-07,38.27037
2021-10-08,34.19483
2021-10-09,4.77137
2021-10-10,2.9821
2021-10-11,6.75944
2021-10-12,40.25844
2021-10-13,45.42743
2021-10-14,40.75546
2021-10-15,39.165
2021-10-16,6.26242
2021-10-17,2.7833
2021-10-18,32.60437
2021-10-19,35.48707
2021-10-20,37.57455
2021-10-21,37.87276
2021-10-22,33.3996
2021-10-23,5.96421
2021-10-24,2.7833
2021-10-25,34.79125
2021-10-26,35.88469
2021-10-27,36.87872
2021-10-28,38.76739
2021-10-29,37.67395
2021-10-30,7.55467
2021-10-31,3.47912
2021-11-01,30.31809
2021-11-02,36.48111
2021-11-03,44.33399
2021-11-04,40.75546
2021-11-05,44.13518
2021-11-06,6.16302
2021-11-07,1.98807
2021-11-08,35.88469
2021-11-09,38.9662
2021-11-10,39.36381
2021-11-11,41.7495
2021-11-12,37.97216
2021-11-13,7.85288
2021-11-14,4.47316
2021-11-15,33.99602
2021-11-16,41.35188
2021-11-17,38.36978
2021-11-18,44.03578
2021-11-19,37.37574
2021-11-20,6.85884
2021-11-21,2.9821
2021-11-22,40.85487
2021-11-23,41.35188
2021-11-24,40.35785
2021-11-25,37.67395
2021-11-26,34.29423
2021-11-27,8.4493
2021-11-28,2.58449
2021-11-29,39.0656
2021-11-30,43.24055
2021-12-01,44.33399
2021-12-02,42.64413
2021-12-03,41.35188
2021-12-04,9.64214
2021-12-05,2.58449
2021-12-06,36.3817
2021-12-07,41.8489
2021-12-08,38.36978
2021-12-09,34.39363
2021-12-10,34.29423
2021-12-11,7.45526
2021-12-12,2.9821
2021-12-13,31.61033
2021-12-14,35.98409
2021-12-15,31.51093
2021-12-16,33.5984
2021-12-17,30.91451
2021-12-18,9.24453
2021-12-19,1.59045
2021-12-20,24.85089
2021-12-21,36.97813
2021-12-22,35.08946
2021-12-23,30.21868
2021-12-24,28.23061
2021-12-25,2.9821
2021-12-26,1.88866
2021-12-27,28.72763
2021-12-28,28.62823
2021-12-29,31.31212
2021-12-30,27.23658
2021-12-31,11.332
2022-01-01,3.87673
2022-01-02,1.68986
2022-01-03,27.23658
2022-01-04,31.21272
2022-01-05,31.01391
2022-01-06,40.05964
2022-01-07,31.51093
2022-01-08,9.54274
2022-01-09,3.18091
2022-01-10,28.23061
2022-01-11,35.58648
2022-01-12,36.77932
2022-01-13,34.79125
2022-01-14,32.90258
2022-01-15,8.84691
2022-01-16,3.57852
2022-01-17,28.52882
2022-01-18,31.51093
2022-01-19,38.46918
2022-01-20,37.17693
2022-01-21,34.19483
2022-01-22,7.65407
2022-01-23,2.38568
2022-01-24,32.60437
2022-01-25,45.12922
2022-01-26,46.22266
2022-01-27,100.0
2022-01-28,49.20477
2022-01-29,9.34393
2022-01-30,1.98807
2022-01-31,3.97614
2022-02-01,10.73558
2022-02-02,13.32007
2022-02-03,43.14115
2022-02-04,39.66202
2022-02-05,8.64811
2022-02-06,3.57852
2022-02-07,32.80318
2022-02-08,43.24055
2022-02-09,36.58051
2022-02-10,35.48707
2022-02-11,33.30019
2022-02-12,7.05765
2022-02-13,2.7833
2022-02-14,31.41153
2022-02-15,41.94831
2022-02-16,35.58648
2022-02-17,45.52683
2022-02-18,32.70377
2022-02-19,6.16302
2022-02-20,2.08747
2022-02-21,35.38767
2022-02-22,38.36978
2022-02-23,37.57455
2022-02-24,47.81312
2022-02-25,47.11729
2022-02-26,8.74751
2022-02-27,3.18091
2022-02-28,37.37574
2022-03-01,20.07952
2022-03-02,40.95427
2022-03-03,36.58051
2022-03-04,38.86679
2022-03-05,9.54274
2022-03-06,4.47316
2022-03-07,35.18886
2022-03-08,44.93041
2022-03-09,19.4831
2022-03-10,39.56262
2022-03-11,38.86679
2022-03-12,9.54274
2022-03-13,3.28031
2022-03-14,40.45725
2022-03-15,46.22266
2022-03-16,43.73757
2022-03-17,43.14115
2022-03-18,48.50894
2022-03-19,8.74751
2022-03-20,3.28031
2022-03-21,38.17097
2022-03-22,40.75546
2022-03-23,39.46322
2022-03-24,47.71371
2022-03-25,38.46918
2022-03-26,8.25049
2022-03-27,2.58449
2022-03-28,36.08349
2022-03-29,38.36978
2022-03-30,39.66202
2022-03-31,40.15904
2022-04-01,37.77335
2022-04-02,8.64811
2022-04-03,2.68389
2022-04-04,37.67395
2022-04-05,39.26441
2022-04-06,39.46322
2022-04-07,40.15904
2022-04-08,42.54473
2022-04-09,8.15109
2022-04-10,3.37972
2022-04-11,36.77932
2022-04-12,45.12922
2022-04-13,40.45725
