date,유진로봇주가
2020-07-04,0.17802
2020-07-05,0.18271
2020-07-06,1.0869
2020-07-07,1.05879
2020-07-08,1.03068
2020-07-09,1.08222
2020-07-10,1.08222
2020-07-11,0.16865
2020-07-12,0.342
2020-07-13,1.33052
2020-07-14,1.49918
2020-07-15,2.75005
2020-07-16,1.6163
2020-07-17,1.21808
2020-07-18,0.22956
2020-07-19,0.13586
2020-07-20,1.20402
2020-07-21,1.11033
2020-07-22,0.88076
2020-07-23,0.96041
2020-07-24,0.94635
2020-07-25,0.18739
2020-07-26,0.14523
2020-07-27,0.84797
2020-07-28,1.09627
2020-07-29,1.07753
2020-07-30,1.1478
2020-07-31,0.89482
2020-08-01,0.16865
2020-08-02,0.08432
2020-08-03,0.76364
2020-08-04,0.95572
2020-08-05,1.05411
2020-08-06,1.05411
2020-08-07,1.34926
2020-08-08,0.2155
2020-08-09,0.14991
2020-08-10,1.37737
2020-08-11,1.32583
2020-08-12,0.98383
2020-08-13,1.28835
2020-08-14,1.05879
2020-08-15,0.28578
2020-08-16,0.20145
2020-08-17,0.28578
2020-08-18,0.91824
2020-08-19,1.00726
2020-08-20,1.06348
2020-08-21,0.84328
2020-08-22,0.14991
2020-08-23,0.08901
2020-08-24,0.93698
2020-08-25,0.86202
2020-08-26,0.88076
2020-08-27,0.90419
2020-08-28,0.89482
2020-08-29,0.16397
2020-08-30,0.14523
2020-08-31,1.08222
2020-09-01,0.94167
2020-09-02,1.04474
2020-09-03,1.12438
2020-09-04,0.98383
2020-09-05,0.14991
2020-09-06,0.20145
2020-09-07,1.11501
2020-09-08,1.31646
2020-09-09,1.11033
2020-09-10,1.16186
2020-09-11,1.0869
2020-09-12,0.16865
2020-09-13,0.20613
2020-09-14,1.17123
2020-09-15,1.1478
2020-09-16,1.40548
2020-09-17,1.23682
2020-09-18,1.08222
2020-09-19,0.20613
2020-09-20,0.11243
2020-09-21,0.90419
2020-09-22,0.94167
2020-09-23,1.01663
2020-09-24,1.02131
2020-09-25,0.88076
2020-09-26,0.13586
2020-09-27,0.1218
2020-09-28,0.87139
2020-09-29,0.74022
2020-09-30,0.09838
2020-10-01,0.08432
2020-10-02,0.09838
2020-10-03,0.14054
2020-10-04,0.29046
2020-10-05,0.96041
2020-10-06,0.96978
2020-10-07,0.97915
2020-10-08,0.81986
2020-10-09,0.21082
2020-10-10,0.20613
2020-10-11,0.19208
2020-10-12,0.99789
2020-10-13,0.93698
2020-10-14,0.84797
2020-10-15,0.74022
2020-10-16,0.97446
2020-10-17,0.13586
2020-10-18,0.11712
2020-10-19,0.90887
2020-10-20,0.8995
2020-10-21,0.98383
2020-10-22,1.19465
2020-10-23,1.66783
2020-10-24,0.32326
2020-10-25,0.23424
2020-10-26,1.55071
2020-10-27,3.54181
2020-10-28,19.48934
2020-10-29,10.3256
2020-10-30,7.95033
2020-10-31,0.9323
2020-11-01,0.83391
2020-11-02,5.33145
2020-11-03,3.95877
2020-11-04,3.08268
2020-11-05,2.67978
2020-11-06,3.09674
2020-11-07,0.28109
2020-11-08,0.29046
2020-11-09,2.47364
2020-11-10,2.06137
2020-11-11,1.82712
2020-11-12,1.6772
2020-11-13,1.70063
2020-11-14,0.14054
2020-11-15,0.2483
2020-11-16,2.14101
2020-11-17,2.21129
2020-11-18,3.87912
2020-11-19,2.30498
2020-11-20,1.84118
2020-11-21,0.3092
2020-11-22,0.2483
2020-11-23,2.09416
2020-11-24,2.60951
2020-11-25,1.87397
2020-11-26,1.35394
2020-11-27,1.41485
2020-11-28,0.19676
2020-11-29,0.20145
2020-11-30,1.49918
2020-12-01,1.54602
2020-12-02,1.41953
2020-12-03,1.53197
2020-12-04,1.45701
2020-12-05,0.26235
2020-12-06,0.25298
2020-12-07,1.51791
2020-12-08,1.68657
2020-12-09,1.86929
2020-12-10,1.51323
2020-12-11,2.45959
2020-12-12,1.35863
2020-12-13,0.8995
2020-12-14,14.73881
2020-12-15,11.72639
2020-12-16,7.5568
2020-12-17,6.47458
2020-12-18,4.95666
2020-12-19,0.74959
2020-12-20,1.06816
2020-12-21,4.08058
2020-12-22,3.09674
2020-12-23,6.19348
2020-12-24,4.80674
2020-12-25,0.72148
2020-12-26,0.52471
2020-12-27,0.6512
2020-12-28,3.55118
2020-12-29,3.53244
2020-12-30,3.53244
2020-12-31,1.01194
2021-01-01,0.68868
2021-01-02,0.81049
2021-01-03,0.81517
2021-01-04,5.06441
2021-01-05,5.39236
2021-01-06,3.87912
2021-01-07,5.85148
2021-01-08,5.03162
2021-01-09,1.17591
2021-01-10,1.01194
2021-01-11,4.7271
2021-01-12,4.65682
2021-01-13,5.43452
2021-01-14,4.65682
2021-01-15,3.95408
2021-01-16,0.78238
2021-01-17,0.58561
2021-01-18,3.86507
2021-01-19,3.86038
2021-01-20,30.51768
2021-01-21,18.16818
2021-01-22,9.65097
2021-01-23,2.0192
2021-01-24,1.8646
2021-01-25,20.07027
2021-01-26,18.34621
2021-01-27,12.37292
2021-01-28,8.1471
2021-01-29,7.07425
2021-01-30,1.20402
2021-01-31,1.00726
2021-02-01,6.5917
2021-02-02,6.61513
2021-02-03,8.35792
2021-02-04,7.182
2021-02-05,7.69266
2021-02-06,1.21339
2021-02-07,1.03537
2021-02-08,5.69688
2021-02-09,4.59123
2021-02-10,3.95877
2021-02-11,0.64652
2021-02-12,0.66526
2021-02-13,0.59967
2021-02-14,0.86202
2021-02-15,7.82384
2021-02-16,7.65987
2021-02-17,25.74841
2021-02-18,20.27172
2021-02-19,13.04286
2021-02-20,1.97235
2021-02-21,1.82244
2021-02-22,13.73623
2021-02-23,11.46872
2021-02-24,9.54321
2021-02-25,9.06535
2021-02-26,7.33192
2021-02-27,1.5835
2021-02-28,1.51791
2021-03-01,1.65846
2021-03-02,7.57085
2021-03-03,7.3085
2021-03-04,7.00866
2021-03-05,6.93839
2021-03-06,1.6772
2021-03-07,1.73342
2021-03-08,9.58538
2021-03-09,6.76505
2021-03-10,6.09041
2021-03-11,6.67603
2021-03-12,5.89365
2021-03-13,0.82454
2021-03-14,0.96509
2021-03-15,6.13726
2021-03-16,5.57976
2021-03-17,6.02951
2021-03-18,5.50948
2021-03-19,5.39236
2021-03-20,0.7449
2021-03-21,0.54813
2021-03-22,4.61934
2021-03-23,4.104
2021-03-24,3.57929
2021-03-25,3.6683
2021-03-26,3.82759
2021-03-27,0.58561
2021-03-28,0.5575
2021-03-29,3.92129
2021-03-30,3.93066
2021-03-31,3.6683
2021-04-01,3.88849
2021-04-02,4.1977
2021-04-03,0.70274
2021-04-04,0.62778
2021-04-05,7.36472
2021-04-06,6.32935
2021-04-07,5.01756
2021-04-08,5.33145
2021-04-09,5.814
2021-04-10,0.71211
2021-04-11,0.6512
2021-04-12,5.1628
2021-04-13,4.76458
2021-04-14,7.26633
2021-04-15,6.63855
2021-04-16,4.6006
2021-04-17,0.53876
2021-04-18,0.62309
2021-04-19,3.55118
2021-04-20,4.01499
2021-04-21,3.33567
2021-04-22,3.73389
2021-04-23,3.20918
2021-04-24,0.55282
2021-04-25,0.57156
2021-04-26,3.78074
2021-04-27,3.44342
2021-04-28,3.34504
2021-04-29,3.06863
2021-04-30,3.27477
2021-05-01,0.60904
2021-05-02,0.34668
2021-05-03,4.06184
2021-05-04,3.52307
2021-05-05,0.51065
2021-05-06,3.44811
2021-05-07,3.56523
2021-05-08,0.51065
2021-05-09,0.38884
2021-05-10,3.7011
2021-05-11,2.98899
2021-05-12,2.94682
2021-05-13,3.24666
2021-05-14,3.30756
2021-05-15,0.68868
2021-05-16,0.67931
2021-05-17,3.7011
2021-05-18,3.22323
2021-05-19,0.5903
2021-05-20,3.27477
2021-05-21,3.47622
2021-05-22,0.89013
2021-05-23,0.48254
2021-05-24,3.05926
2021-05-25,4.77395
2021-05-26,3.50901
2021-05-27,3.16701
2021-05-28,3.7011
2021-05-29,0.67463
2021-05-30,0.47317
2021-05-31,3.58866
2021-06-01,3.33567
2021-06-02,3.52775
2021-06-03,3.77605
2021-06-04,3.13422
2021-06-05,0.52471
2021-06-06,0.32326
2021-06-07,3.27945
2021-06-08,2.6423
2021-06-09,3.50901
2021-06-10,3.07331
2021-06-11,2.66104
2021-06-12,0.44975
2021-06-13,0.29046
2021-06-14,2.55329
2021-06-15,2.82033
2021-06-16,3.16701
2021-06-17,3.12016
2021-06-18,4.63808
2021-06-19,0.78706
2021-06-20,0.56687
2021-06-21,3.78074
2021-06-22,3.72452
2021-06-23,4.12743
2021-06-24,4.05715
2021-06-25,3.79479
2021-06-26,0.50128
2021-06-27,0.54345
2021-06-28,3.11548
2021-06-29,2.67509
2021-06-30,3.07331
2021-07-01,2.95151
2021-07-02,2.99836
2021-07-03,0.50128
2021-07-04,0.43569
2021-07-05,3.11548
2021-07-06,3.27477
2021-07-07,3.02178
2021-07-08,3.01241
2021-07-09,2.86718
2021-07-10,0.34668
2021-07-11,0.35605
2021-07-12,3.15296
2021-07-13,4.0103
2021-07-14,3.2654
2021-07-15,3.30288
2021-07-16,2.96556
2021-07-17,0.44506
2021-07-18,0.58093
2021-07-19,2.73131
2021-07-20,2.4877
2021-07-21,2.49238
2021-07-22,2.83907
2021-07-23,3.00304
2021-07-24,0.50597
2021-07-25,0.33263
2021-07-26,2.51581
2021-07-27,2.61888
2021-07-28,2.26282
2021-07-29,10.87842
2021-07-30,5.93581
2021-07-31,0.79175
2021-08-01,0.81049
2021-08-02,5.48606
2021-08-03,7.92223
2021-08-04,6.44178
2021-08-05,6.156
2021-08-06,4.70367
2021-08-07,0.8386
2021-08-08,0.67931
2021-08-09,5.20028
2021-08-10,4.33825
2021-08-11,4.21175
2021-08-12,3.69173
2021-08-13,6.79784
2021-08-14,0.8995
2021-08-15,0.52471
2021-08-16,1.05879
2021-08-17,3.69173
2021-08-18,3.64956
2021-08-19,3.33099
2021-08-20,3.3263
2021-08-21,0.31389
2021-08-22,0.2483
2021-08-23,3.20918
2021-08-24,3.86507
2021-08-25,3.32162
2021-08-26,2.96088
2021-08-27,3.01241
2021-08-28,0.31857
2021-08-29,0.32794
2021-08-30,3.34504
2021-08-31,2.97962
2021-09-01,3.15764
2021-09-02,2.8906
2021-09-03,3.61208
2021-09-04,0.50128
2021-09-05,0.34668
2021-09-06,3.14827
2021-09-07,2.95619
2021-09-08,3.09205
2021-09-09,2.6423
2021-09-10,2.51581
2021-09-11,0.66526
2021-09-12,0.65589
2021-09-13,3.39657
2021-09-14,3.20449
2021-09-15,2.81564
2021-09-16,2.9234
2021-09-17,2.5814
2021-09-18,0.57624
2021-09-19,0.31857
2021-09-20,0.29046
2021-09-21,0.29046
2021-09-22,0.23424
2021-09-23,2.38931
2021-09-24,2.54392
2021-09-25,0.5903
2021-09-26,0.38416
2021-09-27,3.762
2021-09-28,2.85781
2021-09-29,2.57203
2021-09-30,2.78753
2021-10-01,2.5486
2021-10-02,0.36542
2021-10-03,0.25767
2021-10-04,0.52471
2021-10-05,2.60482
2021-10-06,2.4877
2021-10-07,2.66104
2021-10-08,2.49707
2021-10-09,0.18739
2021-10-10,0.22956
2021-10-11,0.37011
2021-10-12,2.21597
2021-10-13,2.3612
2021-10-14,2.51581
2021-10-15,2.52049
2021-10-16,0.26235
2021-10-17,0.30452
2021-10-18,2.29561
2021-10-19,2.25814
2021-10-20,2.10353
2021-10-21,2.12696
2021-10-22,1.89739
2021-10-23,0.22956
2021-10-24,0.16865
2021-10-25,2.2066
2021-10-26,2.23003
2021-10-27,2.36589
2021-10-28,3.08268
2021-10-29,2.37994
2021-10-30,0.37947
2021-10-31,0.28578
2021-11-01,2.12227
2021-11-02,2.45959
2021-11-03,2.052
2021-11-04,2.09416
2021-11-05,1.8646
2021-11-06,0.29983
2021-11-07,0.27172
2021-11-08,1.96298
2021-11-09,2.13164
2021-11-10,1.71
2021-11-11,1.91145
2021-11-12,2.24877
2021-11-13,0.22956
2021-11-14,0.34668
2021-11-15,2.45022
2021-11-16,1.88334
2021-11-17,2.052
2021-11-18,1.91613
2021-11-19,2.77348
2021-11-20,0.52939
2021-11-21,0.44975
2021-11-22,2.75474
2021-11-23,2.32372
2021-11-24,2.22534
2021-11-25,2.03326
2021-11-26,2.00515
2021-11-27,0.35137
2021-11-28,0.28109
2021-11-29,2.45959
2021-11-30,2.47364
2021-12-01,2.37994
2021-12-02,2.45959
2021-12-03,2.51581
2021-12-04,0.36074
2021-12-05,0.2483
2021-12-06,2.07074
2021-12-07,2.5814
2021-12-08,2.38463
2021-12-09,2.51581
2021-12-10,2.12227
2021-12-11,0.28578
2021-12-12,0.44506
2021-12-13,22.54392
2021-12-14,40.94635
2021-12-15,27.19137
2021-12-16,30.11478
2021-12-17,26.75568
2021-12-18,4.63808
2021-12-19,5.28929
2021-12-20,25.06441
2021-12-21,41.88334
2021-12-22,35.3338
2021-12-23,33.36144
2021-12-24,27.182
2021-12-25,3.15296
2021-12-26,3.57929
2021-12-27,33.85804
2021-12-28,27.8379
2021-12-29,26.23565
2021-12-30,28.15179
2021-12-31,5.63129
2022-01-01,2.63762
2022-01-02,3.62145
2022-01-03,32.48067
2022-01-04,52.32138
2022-01-05,43.97751
2022-01-06,31.42187
2022-01-07,57.37174
2022-01-08,8.5828
2022-01-09,7.98781
2022-01-10,45.82806
2022-01-11,36.47224
2022-01-12,40.08901
2022-01-13,32.05903
2022-01-14,25.70156
2022-01-15,3.02178
2022-01-16,2.80159
2022-01-17,21.74748
2022-01-18,22.3003
2022-01-19,19.4378
2022-01-20,20.91356
2022-01-21,19.2832
2022-01-22,2.00046
2022-01-23,1.62098
2022-01-24,16.47224
2022-01-25,16.13024
2022-01-26,17.89177
2022-01-27,16.60342
2022-01-28,18.26188
2022-01-29,2.35183
2022-01-30,1.57413
2022-01-31,1.40548
2022-02-01,1.43827
2022-02-02,1.96298
2022-02-03,17.45607
2022-02-04,18.70695
2022-02-05,2.46896
2022-02-06,2.2066
2022-02-07,16.41133
2022-02-08,22.77348
2022-02-09,18.38838
2022-02-10,15.61021
2022-02-11,12.85546
2022-02-12,2.59077
2022-02-13,1.54602
2022-02-14,12.98196
2022-02-15,13.12251
2022-02-16,14.00796
2022-02-17,13.25368
2022-02-18,12.50409
2022-02-19,2.61888
2022-02-20,1.31178
2022-02-21,11.80604
2022-02-22,9.97891
2022-02-23,12.8133
2022-02-24,11.73576
2022-02-25,20.04216
2022-02-26,3.06394
2022-02-27,2.99836
2022-02-28,20.03747
2022-03-01,2.77816
2022-03-02,16.86109
2022-03-03,14.35933
2022-03-04,11.9419
2022-03-05,1.5226
2022-03-06,1.40079
2022-03-07,10.72382
2022-03-08,10.513
2022-03-09,1.26493
2022-03-10,13.22089
2022-03-11,11.99812
2022-03-12,1.50386
2022-03-13,1.47575
2022-03-14,13.39423
2022-03-15,11.94659
2022-03-16,16.8892
2022-03-17,55.60084
2022-03-18,43.53244
2022-03-19,7.73483
2022-03-20,5.8468
2022-03-21,38.28999
2022-03-22,31.10798
2022-03-23,27.54275
2022-03-24,26.79784
2022-03-25,44.87702
2022-03-26,6.29187
2022-03-27,4.96603
2022-03-28,51.62333
2022-03-29,39.9063
2022-03-30,32.21363
2022-03-31,25.86554
2022-04-01,25.15811
2022-04-02,2.8297
2022-04-03,2.75005
2022-04-04,23.29351
2022-04-05,23.23729
2022-04-06,21.368
2022-04-07,20.56219
2022-04-08,20.38884
2022-04-09,3.36378
2022-04-10,2.51581
2022-04-11,30.0445
2022-04-12,21.24619
2022-04-13,23.49027
2022-04-14,19.58772
2022-04-15,17.60599
2022-04-16,2.06605
2022-04-17,1.75685
2022-04-18,17.21246
2022-04-19,16.7018
2022-04-20,16.24267
2022-04-21,19.85008
2022-04-22,26.82126
2022-04-23,2.83907
2022-04-24,2.2675
2022-04-25,19.14265
2022-04-26,26.30592
2022-04-27,20.42164
2022-04-28,17.83087
2022-04-29,16.81892
2022-04-30,1.66783
2022-05-01,1.65846
2022-05-02,16.7627
2022-05-03,24.94729
2022-05-04,26.39025
2022-05-05,3.06863
2022-05-06,18.63668
2022-05-07,2.04731
2022-05-08,1.6163
2022-05-09,15.00585
2022-05-10,15.0527
2022-05-11,14.7107
2022-05-12,13.42234
2022-05-13,12.92105
2022-05-14,1.35394
2022-05-15,0.9323
2022-05-16,13.66127
2022-05-17,14.88873
2022-05-18,17.17966
2022-05-19,14.35464
2022-05-20,14.67791
2022-05-21,1.71468
2022-05-22,2.11759
2022-05-23,18.08854
2022-05-24,17.89646
2022-05-25,15.35254
2022-05-26,14.275
2022-05-27,13.58163
2022-05-28,1.48512
2022-05-29,2.06137
2022-05-30,17.06254
2022-05-31,15.23541
2022-06-01,2.09885
2022-06-02,17.23588
2022-06-03,14.5561
2022-06-04,1.73342
2022-06-05,1.38674
2022-06-06,1.70063
2022-06-07,14.28437
2022-06-08,12.56968
2022-06-09,13.56289
2022-06-10,10.88779
2022-06-11,1.09627
2022-06-12,0.89013
2022-06-13,11.55305
2022-06-14,12.13398
2022-06-15,11.17357
2022-06-16,11.37034
2022-06-17,9.86647
2022-06-18,1.22276
2022-06-19,1.03068
2022-06-20,9.66502
2022-06-21,10.05856
2022-06-22,8.91543
2022-06-23,8.76551
2022-06-24,10.03513
2022-06-25,1.03537
2022-06-26,0.78706
2022-06-27,10.42398
2022-06-28,10.22721
2022-06-29,8.64839
2022-06-30,7.68329
2022-07-01,7.92223
2022-07-02,0.68868
2022-07-03,0.61841
2022-07-04,7.84258
2022-07-05,8.99039
2022-07-06,9.34645
2022-07-07,9.1731
2022-07-08,8.53595
2022-07-09,0.72148
2022-07-10,0.76832
2022-07-11,7.9597
2022-07-12,6.84
2022-07-13,7.68798
2022-07-14,7.36472
2022-07-15,7.35535
2022-07-16,0.77301
2022-07-17,0.6512
2022-07-18,11.75919
2022-07-19,9.40267
2022-07-20,8.97165
2022-07-21,9.12157
2022-07-22,7.90349
2022-07-23,0.69337
2022-07-24,0.684
2022-07-25,7.81447
2022-07-26,7.18669
2022-07-27,6.80721
2022-07-28,7.26633
2022-07-29,7.04146
2022-07-30,0.81986
2022-07-31,0.6512
2022-08-01,9.1731
2022-08-02,13.13188
2022-08-03,10.79409
2022-08-04,8.79362
2022-08-05,7.99718
2022-08-06,0.92761
2022-08-07,0.98852
2022-08-08,10.69102
2022-08-09,8.02998
2022-08-10,6.95244
2022-08-11,8.03935
2022-08-12,7.47247
2022-08-13,0.90419
2022-08-14,0.66057
2022-08-15,1.00257
2022-08-16,8.4891
2022-08-17,7.10236
2022-08-18,7.68329
2022-08-19,7.11642
2022-08-20,0.92761
2022-08-21,0.66994
2022-08-22,6.24502
2022-08-23,7.4631
2022-08-24,6.49332
2022-08-25,6.7791
2022-08-26,6.55422
2022-08-27,0.62309
2022-08-28,0.63715
2022-08-29,5.85617
2022-08-30,5.97329
2022-08-31,5.94987
2022-09-01,5.35956
2022-09-02,5.38767
2022-09-03,0.49191
2022-09-04,0.37947
2022-09-05,4.88639
2022-09-06,5.51417
2022-09-07,4.75989
2022-09-08,6.51674
2022-09-09,0.52471
2022-09-10,0.39821
2022-09-11,0.41227
2022-09-12,0.56687
2022-09-13,8.24549
2022-09-14,6.60107
2022-09-15,6.33403
2022-09-16,7.0602
2022-09-17,0.94635
2022-09-18,0.69337
2022-09-19,7.15858
2022-09-20,9.58538
2022-09-21,8.84516
2022-09-22,7.03677
2022-09-23,6.18411
2022-09-24,0.80112
2022-09-25,1.08222
2022-09-26,6.74631
2022-09-27,7.00398
2022-09-28,6.74162
2022-09-29,6.68072
2022-09-30,5.79058
2022-10-01,0.9323
2022-10-02,0.54345
2022-10-03,0.684
2022-10-04,6.71351
2022-10-05,5.71093
2022-10-06,5.91707
2022-10-07,5.76247
2022-10-08,0.63715
2022-10-09,0.54813
2022-10-10,0.6512
2022-10-11,4.93792
2022-10-12,5.14406
2022-10-13,4.65214
2022-10-14,5.33614
2022-10-15,0.67931
2022-10-16,0.55282
2022-10-17,4.98008
2022-10-18,4.95666
2022-10-19,4.77863
2022-10-20,4.08058
2022-10-21,4.23049
2022-10-22,0.48723
2022-10-23,0.49191
2022-10-24,5.03162
2022-10-25,4.51628
2022-10-26,4.13211
2022-10-27,4.49754
2022-10-28,4.22112
2022-10-29,0.50128
2022-10-30,0.37479
2022-10-31,4.38041
2022-11-01,4.75989
2022-11-02,4.50222
2022-11-03,4.446
2022-11-04,4.08526
2022-11-05,0.47786
2022-11-06,0.41695
2022-11-07,4.58186
2022-11-08,5.49543
2022-11-09,5.19091
2022-11-10,4.04778
2022-11-11,5.79058
2022-11-12,0.84797
2022-11-13,0.6512
2022-11-14,5.80463
2022-11-15,5.29866
2022-11-16,4.96603
2022-11-17,4.84891
2022-11-18,4.90513
2022-11-19,0.56687
2022-11-20,0.51534
2022-11-21,4.57249
2022-11-22,4.79737
2022-11-23,6.55891
2022-11-24,5.85148
2022-11-25,4.29608
2022-11-26,0.8386
2022-11-27,0.53408
2022-11-28,4.18364
2022-11-29,4.54907
2022-11-30,4.68962
2022-12-01,4.90513
2022-12-02,4.09932
2022-12-03,0.63715
2022-12-04,0.49191
2022-12-05,5.73904
2022-12-06,3.8229
2022-12-07,4.03841
2022-12-08,3.94003
2022-12-09,4.17896
2022-12-10,0.44975
2022-12-11,0.5903
2022-12-12,4.15085
2022-12-13,4.14148
2022-12-14,4.58655
2022-12-15,3.85101
2022-12-16,3.63082
2022-12-17,0.59498
2022-12-18,0.52471
2022-12-19,5.46732
2022-12-20,4.16959
2022-12-21,4.32888
2022-12-22,4.17896
2022-12-23,4.19301
2022-12-24,0.51065
2022-12-25,0.57156
2022-12-26,4.54438
2022-12-27,4.23049
2022-12-28,3.98219
2022-12-29,4.01499
2022-12-30,1.68657
2022-12-31,0.45443
2023-01-01,0.56219
2023-01-02,4.0431
2023-01-03,5.28929
2023-01-04,5.52822
2023-01-05,5.7531
2023-01-06,6.38088
2023-01-07,1.05411
2023-01-08,1.05879
2023-01-09,13.23963
2023-01-10,17.98079
2023-01-11,12.10587
2023-01-12,8.64839
2023-01-13,7.9925
2023-01-14,1.30241
2023-01-15,1.23682
2023-01-16,9.00913
2023-01-17,8.98571
2023-01-18,11.03771
2023-01-19,12.79456
2023-01-20,9.59475
2023-01-21,1.10564
2023-01-22,0.88545
2023-01-23,1.00257
2023-01-24,1.25556
2023-01-25,15.07144
2023-01-26,24.67088
2023-01-27,17.96205
2023-01-28,2.84844
2023-01-29,2.55797
2023-01-30,23.19512
2023-01-31,19.92035
2023-02-01,17.77933
2023-02-02,14.53267
2023-02-03,12.07308
2023-02-04,1.37268
2023-02-05,1.07753
2023-02-06,11.77793
2023-02-07,11.38439
2023-02-08,11.02365
2023-02-09,9.72593
2023-02-10,8.62028
2023-02-11,1.22745
2023-02-12,0.91824
2023-02-13,9.73998
2023-02-14,9.36987
2023-02-15,7.8988
2023-02-16,8.57343
2023-02-17,6.76036
2023-02-18,0.71679
2023-02-19,0.80112
2023-02-20,7.39283
2023-02-21,7.1539
2023-02-22,10.59264
2023-02-23,12.61185
2023-02-24,9.37456
2023-02-25,1.12907
2023-02-26,1.17591
2023-02-27,16.21925
2023-02-28,11.66549
2023-03-01,2.12227
2023-03-02,12.03092
2023-03-03,28.38135
2023-03-04,4.7271
2023-03-05,4.1368
2023-03-06,30.74724
2023-03-07,23.92597
2023-03-08,20.51534
2023-03-09,17.61536
2023-03-10,13.95643
2023-03-11,1.58819
2023-03-12,1.53665
2023-03-13,13.82056
2023-03-14,12.14804
2023-03-15,14.68259
2023-03-16,14.24689
2023-03-17,22.10353
2023-03-18,2.27687
2023-03-19,2.22534
2023-03-20,14.8044
2023-03-21,14.36401
2023-03-22,15.16982
2023-03-23,15.78355
2023-03-24,13.89084
2023-03-25,2.08948
2023-03-26,1.62098
2023-03-27,18.42117
2023-03-28,17.09533
2023-03-29,13.37081
2023-03-30,14.00796
2023-03-31,12.54157
2023-04-01,2.29561
2023-04-02,1.65378
2023-04-03,13.24431
2023-04-04,12.69618
2023-04-05,12.44788
2023-04-06,10.52237
2023-04-07,11.58585
2023-04-08,1.5226
2023-04-09,1.4617
2023-04-10,11.22979
2023-04-11,10.55516
2023-04-12,10.83626
2023-04-13,10.38182
2023-04-14,9.26212
2023-04-15,1.10564
2023-04-16,1.02131
2023-04-17,8.64371
2023-04-18,7.57554
2023-04-19,7.75825
2023-04-20,7.23822
2023-04-21,8.76083
2023-04-22,0.81517
2023-04-23,0.78706
2023-04-24,7.4022
2023-04-25,7.31787
2023-04-26,6.32935
2023-04-27,6.33872
2023-04-28,6.44647
2023-04-29,0.66526
2023-04-30,0.70274
2023-05-01,1.45233
2023-05-02,7.56148
2023-05-03,6.65729
2023-05-04,7.20074
2023-05-05,1.20402
2023-05-06,0.73085
2023-05-07,0.87139
2023-05-08,7.42562
2023-05-09,7.1211
2023-05-10,6.23096
2023-05-11,6.20754
2023-05-12,4.69899
2023-05-13,0.60435
2023-05-14,0.51065
2023-05-15,4.99882
2023-05-16,5.42047
2023-05-17,5.7531
2023-05-18,6.27781
2023-05-19,6.3434
2023-05-20,0.76832
2023-05-21,0.73085
2023-05-22,6.51206
2023-05-23,5.63129
2023-05-24,4.95197
2023-05-25,4.23049
2023-05-26,4.04778
2023-05-27,0.45443
2023-05-28,0.4966
2023-05-29,0.74959
