date,오늘의증시현황
2021-05-29,6.65105
2021-05-30,2.66978
2021-05-31,40.23419
2021-06-01,42.76346
2021-06-02,46.69789
2021-06-03,42.29508
2021-06-04,45.99531
2021-06-05,6.37002
2021-06-06,3.09133
2021-06-07,39.7658
2021-06-08,47.07259
2021-06-09,43.98126
2021-06-10,40.60889
2021-06-11,37.04918
2021-06-12,5.29274
2021-06-13,2.62295
2021-06-14,36.20608
2021-06-15,37.65807
2021-06-16,40.3747
2021-06-17,36.90866
2021-06-18,36.25292
2021-06-19,6.08899
2021-06-20,3.27868
2021-06-21,44.54332
2021-06-22,37.84543
2021-06-23,36.3466
2021-06-24,36.90866
2021-06-25,35.87822
2021-06-26,5.99531
2021-06-27,2.62295
2021-06-28,34.09836
2021-06-29,33.53629
2021-06-30,34.66042
2021-07-01,31.99063
2021-07-02,31.80327
2021-07-03,5.0117
2021-07-04,2.76346
2021-07-05,31.1007
2021-07-06,29.92974
2021-07-07,31.85011
2021-07-08,49.03981
2021-07-09,47.68149
2021-07-10,5.52693
2021-07-11,2.57611
2021-07-12,34.42622
2021-07-13,32.45901
2021-07-14,31.4754
2021-07-15,32.9274
2021-07-16,33.02107
2021-07-17,5.10538
2021-07-18,3.65339
2021-07-19,35.45667
2021-07-20,41.03044
2021-07-21,37.70491
2021-07-22,33.86416
2021-07-23,33.58313
2021-07-24,5.71428
2021-07-25,2.99765
2021-07-26,34.84777
2021-07-27,30.25761
2021-07-28,35.17564
2021-07-29,30.02341
2021-07-30,41.92037
2021-07-31,5.66744
2021-08-01,2.95081
2021-08-02,33.62997
2021-08-03,33.34894
2021-08-04,33.72365
2021-08-05,34.84777
2021-08-06,34.66042
2021-08-07,5.80796
2021-08-08,3.98126
2021-08-09,35.64402
2021-08-10,36.9555
2021-08-11,37.75175
2021-08-12,35.97189
2021-08-13,51.7096
2021-08-14,6.55737
2021-08-15,4.12177
2021-08-16,14.00468
2021-08-17,46.88524
2021-08-18,39.62529
2021-08-19,49.92974
2021-08-20,52.36533
2021-08-21,8.71194
2021-08-22,3.60655
2021-08-23,43.27868
2021-08-24,39.7658
2021-08-25,38.96955
2021-08-26,38.64168
2021-08-27,33.11475
2021-08-28,5.6206
2021-08-29,2.62295
2021-08-30,33.11475
2021-08-31,37.47072
2021-09-01,38.03278
2021-09-02,37.65807
2021-09-03,38.03278
2021-09-04,7.02576
2021-09-05,2.99765
2021-09-06,31.24121
2021-09-07,36.01873
2021-09-08,36.53395
2021-09-09,38.92271
2021-09-10,34.42622
2021-09-11,5.29274
2021-09-12,2.66978
2021-09-13,34.80093
2021-09-14,31.38173
2021-09-15,29.97658
2021-09-16,29.18032
2021-09-17,27.96252
2021-09-18,4.44964
2021-09-19,1.92037
2021-09-20,2.95081
2021-09-21,6.32318
2021-09-22,8.52459
2021-09-23,38.82903
2021-09-24,32.22482
2021-09-25,5.71428
2021-09-26,1.82669
2021-09-27,25.71428
2021-09-28,42.34192
2021-09-29,53.72365
2021-09-30,37.04918
2021-10-01,44.637
2021-10-02,7.02576
2021-10-03,2.38875
2021-10-04,9.08665
2021-10-05,38.7822
2021-10-06,37.65807
2021-10-07,32.36533
2021-10-08,31.05386
2021-10-09,4.91803
2021-10-10,1.82669
2021-10-11,6.60421
2021-10-12,29.03981
2021-10-13,29.274
2021-10-14,31.1007
2021-10-15,28.47775
2021-10-16,6.27634
2021-10-17,3.18501
2021-10-18,27.63466
2021-10-19,29.55503
2021-10-20,30.4918
2021-10-21,31.19437
2021-10-22,27.96252
2021-10-23,6.04215
2021-10-24,3.13817
2021-10-25,28.71194
2021-10-26,28.80562
2021-10-27,30.96018
2021-10-28,31.7096
2021-10-29,36.3466
2021-10-30,5.6206
2021-10-31,2.8103
2021-11-01,28.00936
2021-11-02,29.97658
2021-11-03,33.86416
2021-11-04,33.02107
2021-11-05,29.55503
2021-11-06,5.71428
2021-11-07,3.37236
2021-11-08,27.25995
2021-11-09,26.13583
2021-11-10,34.56674
2021-11-11,33.06791
2021-11-12,28.00936
2021-11-13,5.71428
2021-11-14,3.74707
2021-11-15,26.60421
2021-11-16,26.74473
2021-11-17,32.27166
2021-11-18,44.82435
2021-11-19,24.73067
2021-11-20,5.94847
2021-11-21,1.96721
2021-11-22,28.99297
2021-11-23,31.56908
2021-11-24,27.58782
2021-11-25,26.08899
2021-11-26,32.27166
2021-11-27,6.13583
2021-11-28,2.43559
2021-11-29,32.3185
2021-11-30,52.78688
2021-12-01,36.81498
2021-12-02,33.16159
2021-12-03,32.13114
2021-12-04,5.94847
2021-12-05,2.71662
2021-12-06,30.91334
2021-12-07,28.0562
2021-12-08,28.29039
2021-12-09,29.03981
2021-12-10,28.29039
2021-12-11,6.4637
2021-12-12,2.66978
2021-12-13,25.76112
2021-12-14,28.52459
2021-12-15,28.10304
2021-12-16,27.72833
2021-12-17,25.71428
2021-12-18,5.66744
2021-12-19,2.38875
2021-12-20,33.44262
2021-12-21,29.46135
2021-12-22,25.38641
2021-12-23,25.15222
2021-12-24,24.82435
2021-12-25,3.84074
2021-12-26,3.18501
2021-12-27,20.56206
2021-12-28,21.21779
2021-12-29,21.35831
2021-12-30,21.12412
2021-12-31,16.11241
2022-01-01,2.95081
2022-01-02,2.66978
2022-01-03,30.30444
2022-01-04,23.84074
2022-01-05,45.48009
2022-01-06,34.00468
2022-01-07,28.80562
2022-01-08,6.4637
2022-01-09,3.18501
2022-01-10,27.68149
2022-01-11,28.85245
2022-01-12,31.7096
2022-01-13,30.77283
2022-01-14,31.7096
2022-01-15,6.93208
2022-01-16,2.38875
2022-01-17,31.75644
2022-01-18,35.45667
2022-01-19,33.72365
2022-01-20,30.11709
2022-01-21,36.90866
2022-01-22,6.8384
2022-01-23,2.57611
2022-01-24,44.16861
2022-01-25,58.73536
2022-01-26,43.65339
2022-01-27,66.18266
2022-01-28,47.49414
2022-01-29,6.74473
2022-01-30,2.8103
2022-01-31,4.12177
2022-02-01,4.96487
2022-02-02,8.00936
2022-02-03,42.38875
2022-02-04,38.68852
2022-02-05,7.63466
2022-02-06,3.27868
2022-02-07,36.44028
2022-02-08,41.87353
2022-02-09,34.47306
2022-02-10,39.43793
2022-02-11,35.97189
2022-02-12,7.40046
2022-02-13,3.09133
2022-02-14,43.46604
2022-02-15,38.96955
2022-02-16,40.70257
2022-02-17,45.52693
2022-02-18,38.36065
2022-02-19,6.97892
2022-02-20,3.93442
2022-02-21,38.1733
2022-02-22,42.38875
2022-02-23,41.35831
2022-02-24,53.39578
2022-02-25,44.12177
2022-02-26,8.00936
2022-02-27,2.8103
2022-02-28,32.6932
2022-03-01,10.63231
2022-03-02,37.61124
2022-03-03,35.22248
2022-03-04,38.59484
2022-03-05,6.2295
2022-03-06,2.66978
2022-03-07,43.23185
2022-03-08,41.54566
2022-03-09,13.86416
2022-03-10,33.95784
2022-03-11,34.00468
2022-03-12,6.2295
2022-03-13,3.18501
2022-03-14,33.48946
2022-03-15,35.36299
2022-03-16,38.64168
2022-03-17,38.07962
2022-03-18,35.83138
2022-03-19,6.51053
2022-03-20,5.48009
2022-03-21,31.4754
2022-03-22,33.86416
2022-03-23,35.17564
2022-03-24,36.62763
2022-03-25,36.76814
2022-03-26,7.58782
2022-03-27,3.27868
2022-03-28,32.83372
2022-03-29,31.14754
2022-03-30,33.62997
2022-03-31,30.02341
2022-04-01,34.56674
2022-04-02,6.08899
2022-04-03,2.85714
2022-04-04,29.274
2022-04-05,33.53629
2022-04-06,33.20843
2022-04-07,40.09367
2022-04-08,33.53629
2022-04-09,4.77751
2022-04-10,2.8103
2022-04-11,31.52224
2022-04-12,33.34894
2022-04-13,35.83138
2022-04-14,31.85011
2022-04-15,29.03981
2022-04-16,5.33957
2022-04-17,3.13817
2022-04-18,28.29039
2022-04-19,29.22716
2022-04-20,33.25526
2022-04-21,29.36768
2022-04-22,30.4918
2022-04-23,5.94847
2022-04-24,2.48243
2022-04-25,31.56908
2022-04-26,31.42857
2022-04-27,36.9555
2022-04-28,33.39578
2022-04-29,30.11709
2022-04-30,7.30679
2022-05-01,2.71662
2022-05-02,29.41451
2022-05-03,30.58548
2022-05-04,30.81967
2022-05-05,11.94379
2022-05-06,34.5199
2022-05-07,7.16627
2022-05-08,2.8103
2022-05-09,35.45667
2022-05-10,40.09367
2022-05-11,36.48711
2022-05-12,44.73067
2022-05-13,37.75175
2022-05-14,6.4637
2022-05-15,3.4192
2022-05-16,33.34894
2022-05-17,34.28571
2022-05-18,33.81733
2022-05-19,41.03044
2022-05-20,36.58079
2022-05-21,7.86885
2022-05-22,3.18501
2022-05-23,29.36768
2022-05-24,41.87353
2022-05-25,32.17798
2022-05-26,32.41217
2022-05-27,31.24121
2022-05-28,5.99531
2022-05-29,2.8103
2022-05-30,26.2295
2022-05-31,32.50585
2022-06-01,14.09836
2022-06-02,26.69789
2022-06-03,27.02576
2022-06-04,5.57377
2022-06-05,2.76346
2022-06-06,5.52693
2022-06-07,35.83138
2022-06-08,29.92974
2022-06-09,27.82201
2022-06-10,31.1007
2022-06-11,6.08899
2022-06-12,2.2014
2022-06-13,57.33021
2022-06-14,46.69789
2022-06-15,42.24824
2022-06-16,38.07962
2022-06-17,39.48477
2022-06-18,6.93208
2022-06-19,2.8103
2022-06-20,36.25292
2022-06-21,34.94145
2022-06-22,49.83606
2022-06-23,43.04449
2022-06-24,38.92271
2022-06-25,7.63466
2022-06-26,3.27868
2022-06-27,34.66042
2022-06-28,37.84543
2022-06-29,36.76814
2022-06-30,37.23653
2022-07-01,37.47072
2022-07-02,7.40046
2022-07-03,3.13817
2022-07-04,34.70725
2022-07-05,36.39344
2022-07-06,37.84543
2022-07-07,38.36065
2022-07-08,35.08196
2022-07-09,6.37002
2022-07-10,2.71662
2022-07-11,33.62997
2022-07-12,34.19203
2022-07-13,35.50351
2022-07-14,33.81733
2022-07-15,35.45667
2022-07-16,5.99531
2022-07-17,3.51288
2022-07-18,28.99297
2022-07-19,32.41217
2022-07-20,29.78922
2022-07-21,33.72365
2022-07-22,32.78688
2022-07-23,7.30679
2022-07-24,2.01405
2022-07-25,26.27634
2022-07-26,31.14754
2022-07-27,31.14754
2022-07-28,31.42857
2022-07-29,28.75878
2022-07-30,6.2295
2022-07-31,2.01405
2022-08-01,26.37002
2022-08-02,30.39812
2022-08-03,30.16393
2022-08-04,29.74238
2022-08-05,32.27166
2022-08-06,5.66744
2022-08-07,2.52927
2022-08-08,27.63466
2022-08-09,28.00936
2022-08-10,29.03981
2022-08-11,29.50819
2022-08-12,33.58313
2022-08-13,6.18266
2022-08-14,2.90398
2022-08-15,7.21311
2022-08-16,28.00936
2022-08-17,29.83606
2022-08-18,28.71194
2022-08-19,29.69555
2022-08-20,5.57377
2022-08-21,1.63934
2022-08-22,25.66744
2022-08-23,25.38641
2022-08-24,23.93442
2022-08-25,25.66744
2022-08-26,25.43325
2022-08-27,6.2295
2022-08-28,2.52927
2022-08-29,30.30444
2022-08-30,29.08665
2022-08-31,28.14988
2022-09-01,30.39812
2022-09-02,25.33957
2022-09-03,5.29274
2022-09-04,2.71662
2022-09-05,24.0281
2022-09-06,22.48243
2022-09-07,33.11475
2022-09-08,23.70023
2022-09-09,6.97892
2022-09-10,3.60655
2022-09-11,2.2014
2022-09-12,6.18266
2022-09-13,33.67681
2022-09-14,51.66276
2022-09-15,40.88992
2022-09-16,42.90398
2022-09-17,9.74238
2022-09-18,3.18501
2022-09-19,37.23653
2022-09-20,36.76814
2022-09-21,38.96955
2022-09-22,44.16861
2022-09-23,43.13817
2022-09-24,10.16393
2022-09-25,3.23185
2022-09-26,50.07025
2022-09-27,56.48711
2022-09-28,58.73536
2022-09-29,54.28571
2022-09-30,45.80796
2022-10-01,9.46135
2022-10-02,2.24824
2022-10-03,8.00936
2022-10-04,41.92037
2022-10-05,49.50819
2022-10-06,44.73067
2022-10-07,41.40515
2022-10-08,6.74473
2022-10-09,3.74707
2022-10-10,10.53864
2022-10-11,48.00936
2022-10-12,40.56206
2022-10-13,41.68618
2022-10-14,39.95316
2022-10-15,9.60187
2022-10-16,3.88758
2022-10-17,41.96721
2022-10-18,44.77751
2022-10-19,46.18266
2022-10-20,39.1569
2022-10-21,36.86182
2022-10-22,8.85245
2022-10-23,2.85714
2022-10-24,33.67681
2022-10-25,39.81264
2022-10-26,39.67213
2022-10-27,39.7658
2022-10-28,38.73536
2022-10-29,8.0562
2022-10-30,2.76346
2022-10-31,33.34894
2022-11-01,41.40515
2022-11-02,39.20374
2022-11-03,44.0281
2022-11-04,39.06323
2022-11-05,8.14988
2022-11-06,3.51288
2022-11-07,38.26697
2022-11-08,39.90632
2022-11-09,44.07494
2022-11-10,50.77283
2022-11-11,57.84543
2022-11-12,14.05152
2022-11-13,4.59016
2022-11-14,48.57142
2022-11-15,48.29039
2022-11-16,48.10304
2022-11-17,76.11241
2022-11-18,45.94847
2022-11-19,8.99297
2022-11-20,2.90398
2022-11-21,42.71662
2022-11-22,44.0281
2022-11-23,40.28103
2022-11-24,43.32552
2022-11-25,39.11007
2022-11-26,8.0562
2022-11-27,3.04449
2022-11-28,33.95784
2022-11-29,39.29742
2022-11-30,39.85948
2022-12-01,41.63934
2022-12-02,44.59016
2022-12-03,9.50819
2022-12-04,3.60655
2022-12-05,36.44028
2022-12-06,39.90632
2022-12-07,43.84074
2022-12-08,41.96721
2022-12-09,38.7822
2022-12-10,8.80562
2022-12-11,3.13817
2022-12-12,33.39578
2022-12-13,37.89227
2022-12-14,38.548
2022-12-15,41.07728
2022-12-16,40.23419
2022-12-17,9.22716
2022-12-18,2.52927
2022-12-19,30.72599
2022-12-20,37.04918
2022-12-21,35.31615
2022-12-22,36.06557
2022-12-23,48.99297
2022-12-24,9.32084
2022-12-25,3.55971
2022-12-26,30.91334
2022-12-27,31.42857
2022-12-28,48.00936
2022-12-29,43.98126
2022-12-30,46.4637
2022-12-31,5.52693
2023-01-01,2.10772
2023-01-02,50.81967
2023-01-03,39.01639
2023-01-04,39.3911
2023-01-05,41.45199
2023-01-06,41.12412
2023-01-07,9.41451
2023-01-08,3.09133
2023-01-09,36.06557
2023-01-10,41.82669
2023-01-11,41.68618
2023-01-12,39.81264
2023-01-13,38.31381
2023-01-14,9.03981
2023-01-15,3.18501
2023-01-16,31.66276
2023-01-17,35.97189
2023-01-18,35.17564
2023-01-19,33.53629
2023-01-20,33.06791
2023-01-21,8.24355
2023-01-22,3.27868
2023-01-23,5.0117
2023-01-24,9.55503
2023-01-25,34.70725
2023-01-26,38.03278
2023-01-27,39.48477
2023-01-28,10.4918
2023-01-29,2.90398
2023-01-30,34.84777
2023-01-31,36.72131
2023-02-01,39.11007
2023-02-02,39.29742
2023-02-03,40.9836
2023-02-04,9.46135
2023-02-05,3.4192
2023-02-06,34.80093
2023-02-07,34.75409
2023-02-08,37.42388
2023-02-09,40.3747
2023-02-10,40.9836
2023-02-11,9.46135
2023-02-12,2.48243
2023-02-13,33.25526
2023-02-14,36.62763
2023-02-15,45.57377
2023-02-16,40.56206
2023-02-17,38.73536
2023-02-18,9.74238
2023-02-19,2.99765
2023-02-20,29.64871
2023-02-21,33.34894
2023-02-22,43.51288
2023-02-23,37.89227
2023-02-24,37.04918
2023-02-25,9.55503
2023-02-26,3.79391
2023-02-27,32.97423
2023-02-28,34.94145
2023-03-01,14.47306
2023-03-02,35.31615
2023-03-03,33.34894
2023-03-04,7.82201
2023-03-05,3.13817
2023-03-06,31.75644
2023-03-07,38.07962
2023-03-08,39.90632
2023-03-09,41.96721
2023-03-10,41.45199
2023-03-11,9.13348
2023-03-12,3.65339
2023-03-13,42.8103
2023-03-14,69.83606
2023-03-15,41.82669
2023-03-16,43.04449
2023-03-17,39.48477
2023-03-18,8.0562
2023-03-19,3.32552
2023-03-20,32.6932
2023-03-21,36.44028
2023-03-22,36.48711
2023-03-23,43.23185
2023-03-24,36.44028
2023-03-25,7.54098
2023-03-26,3.37236
2023-03-27,30.39812
2023-03-28,37.61124
2023-03-29,35.78454
2023-03-30,35.22248
2023-03-31,35.17564
2023-04-01,8.71194
2023-04-02,2.8103
2023-04-03,34.56674
2023-04-04,38.1733
2023-04-05,33.02107
2023-04-06,44.16861
2023-04-07,35.97189
2023-04-08,6.13583
2023-04-09,3.32552
2023-04-10,33.39578
2023-04-11,38.73536
2023-04-12,42.10772
2023-04-13,39.01639
2023-04-14,37.65807
2023-04-15,7.4473
2023-04-16,4.21545
2023-04-17,38.7822
2023-04-18,39.29742
2023-04-19,33.62997
2023-04-20,42.52927
2023-04-21,37.70491
2023-04-22,6.37002
2023-04-23,3.04449
2023-04-24,30.96018
2023-04-25,53.11475
2023-04-26,37.75175
2023-04-27,34.42622
2023-04-28,33.67681
2023-04-29,5.76112
2023-04-30,2.52927
2023-05-01,39.25058
2023-05-02,29.55503
2023-05-03,29.78922
2023-05-04,28.19672
2023-05-05,9.13348
2023-05-06,4.77751
2023-05-07,1.92037
2023-05-08,25.76112
2023-05-09,28.80562
2023-05-10,25.90163
2023-05-11,26.74473
2023-05-12,27.25995
2023-05-13,5.43325
2023-05-14,1.92037
2023-05-15,25.43325
2023-05-16,26.51053
2023-05-17,24.77751
2023-05-18,26.60421
2023-05-19,26.65105
2023-05-20,6.37002
2023-05-21,2.29508
2023-05-22,24.12177
2023-05-23,27.11943
2023-05-24,26.88524
2023-05-25,27.77517
2023-05-26,28.6651
2023-05-27,4.73067
2023-05-28,2.01405
