date,일용직퇴직금
2020-09-19,18.8492
2020-09-20,16.26984
2020-09-21,32.14285
2020-09-22,30.75396
2020-09-23,39.68253
2020-09-24,37.10317
2020-09-25,35.51587
2020-09-26,19.24603
2020-09-27,18.65079
2020-09-28,38.88888
2020-09-29,36.50793
2020-09-30,18.05555
2020-10-01,14.28571
2020-10-02,13.88888
2020-10-03,17.2619
2020-10-04,19.24603
2020-10-05,52.18253
2020-10-06,55.75396
2020-10-07,47.81746
2020-10-08,44.44444
2020-10-09,25.79365
2020-10-10,22.42063
2020-10-11,22.61904
2020-10-12,58.13492
2020-10-13,50.0
2020-10-14,53.96825
2020-10-15,44.04761
2020-10-16,44.84126
2020-10-17,22.22222
2020-10-18,22.22222
2020-10-19,54.16666
2020-10-20,37.69841
2020-10-21,47.22222
2020-10-22,35.71428
2020-10-23,42.06349
2020-10-24,17.65873
2020-10-25,22.0238
2020-10-26,46.23015
2020-10-27,44.64285
2020-10-28,45.83333
2020-10-29,46.03174
2020-10-30,53.57142
2020-10-31,21.23015
2020-11-01,24.20634
2020-11-02,56.74603
2020-11-03,49.40476
2020-11-04,51.98412
2020-11-05,46.23015
2020-11-06,45.23809
2020-11-07,19.84126
2020-11-08,21.62698
2020-11-09,47.0238
2020-11-10,51.78571
2020-11-11,46.62698
2020-11-12,50.99206
2020-11-13,43.25396
2020-11-14,23.61111
2020-11-15,23.01587
2020-11-16,53.37301
2020-11-17,48.21428
2020-11-18,43.05555
2020-11-19,44.04761
2020-11-20,41.66666
2020-11-21,22.22222
2020-11-22,22.42063
2020-11-23,44.84126
2020-11-24,48.61111
2020-11-25,41.46825
2020-11-26,45.4365
2020-11-27,45.63492
2020-11-28,21.42857
2020-11-29,22.0238
2020-11-30,47.61904
2020-12-01,59.12698
2020-12-02,50.79365
2020-12-03,53.37301
2020-12-04,41.66666
2020-12-05,28.96825
2020-12-06,21.42857
2020-12-07,49.80158
2020-12-08,47.0238
2020-12-09,56.74603
2020-12-10,52.38095
2020-12-11,50.99206
2020-12-12,19.44444
2020-12-13,19.64285
2020-12-14,46.82539
2020-12-15,50.39682
2020-12-16,37.5
2020-12-17,39.48412
2020-12-18,37.5
2020-12-19,20.63492
2020-12-20,19.04761
2020-12-21,45.63492
2020-12-22,43.25396
2020-12-23,44.64285
2020-12-24,38.09523
2020-12-25,18.05555
2020-12-26,23.61111
2020-12-27,29.96031
2020-12-28,50.39682
2020-12-29,56.54761
2020-12-30,41.26984
2020-12-31,30.95238
2021-01-01,18.45238
2021-01-02,23.21428
2021-01-03,22.42063
2021-01-04,57.53968
2021-01-05,54.16666
2021-01-06,57.34126
2021-01-07,40.47619
2021-01-08,41.86507
2021-01-09,22.22222
2021-01-10,26.5873
2021-01-11,54.7619
2021-01-12,43.05555
2021-01-13,52.97619
2021-01-14,52.57936
2021-01-15,47.81746
2021-01-16,28.76984
2021-01-17,27.18253
2021-01-18,59.32539
2021-01-19,50.0
2021-01-20,64.0873
2021-01-21,45.83333
2021-01-22,42.85714
2021-01-23,37.30158
2021-01-24,28.37301
2021-01-25,57.14285
2021-01-26,53.76984
2021-01-27,62.10317
2021-01-28,50.39682
2021-01-29,46.62698
2021-01-30,34.92063
2021-01-31,31.74603
2021-02-01,57.34126
2021-02-02,50.59523
2021-02-03,46.62698
2021-02-04,48.21428
2021-02-05,39.28571
2021-02-06,22.42063
2021-02-07,25.99206
2021-02-08,43.65079
2021-02-09,39.28571
2021-02-10,39.28571
2021-02-11,18.05555
2021-02-12,15.87301
2021-02-13,17.65873
2021-02-14,25.0
2021-02-15,66.26984
2021-02-16,46.42857
2021-02-17,53.1746
2021-02-18,53.1746
2021-02-19,36.50793
2021-02-20,20.63492
2021-02-21,26.38888
2021-02-22,58.92857
2021-02-23,52.57936
2021-02-24,52.77777
2021-02-25,47.61904
2021-02-26,46.03174
2021-02-27,28.1746
2021-02-28,32.14285
2021-03-01,31.54761
2021-03-02,58.53174
2021-03-03,57.73809
2021-03-04,47.0238
2021-03-05,46.23015
2021-03-06,28.37301
2021-03-07,21.23015
2021-03-08,51.5873
2021-03-09,49.80158
2021-03-10,61.50793
2021-03-11,46.82539
2021-03-12,47.61904
2021-03-13,20.03968
2021-03-14,23.80952
2021-03-15,57.53968
2021-03-16,61.50793
2021-03-17,48.80952
2021-03-18,52.38095
2021-03-19,43.8492
2021-03-20,24.40476
2021-03-21,25.59523
2021-03-22,53.96825
2021-03-23,40.27777
2021-03-24,41.86507
2021-03-25,43.8492
2021-03-26,41.86507
2021-03-27,28.76984
2021-03-28,24.00793
2021-03-29,58.53174
2021-03-30,53.57142
2021-03-31,50.99206
2021-04-01,50.79365
2021-04-02,41.86507
2021-04-03,19.04761
2021-04-04,23.61111
2021-04-05,47.81746
2021-04-06,49.20634
2021-04-07,40.6746
2021-04-08,44.24603
2021-04-09,44.04761
2021-04-10,24.80158
2021-04-11,19.84126
2021-04-12,51.19047
2021-04-13,42.2619
2021-04-14,38.88888
2021-04-15,40.6746
2021-04-16,41.66666
2021-04-17,23.21428
2021-04-18,21.82539
2021-04-19,45.23809
2021-04-20,52.77777
2021-04-21,46.23015
2021-04-22,42.65873
2021-04-23,40.6746
2021-04-24,25.99206
2021-04-25,18.8492
2021-04-26,42.65873
2021-04-27,55.95238
2021-04-28,44.64285
2021-04-29,50.0
2021-04-30,40.87301
2021-05-01,27.38095
2021-05-02,23.61111
2021-05-03,44.44444
2021-05-04,41.86507
2021-05-05,25.19841
2021-05-06,49.00793
2021-05-07,41.07142
2021-05-08,19.84126
2021-05-09,23.21428
2021-05-10,56.74603
2021-05-11,61.50793
2021-05-12,47.0238
2021-05-13,46.42857
2021-05-14,41.86507
2021-05-15,22.42063
2021-05-16,23.01587
2021-05-17,52.57936
2021-05-18,43.45238
2021-05-19,27.38095
2021-05-20,39.68253
2021-05-21,38.88888
2021-05-22,27.77777
2021-05-23,21.23015
2021-05-24,48.80952
2021-05-25,44.04761
2021-05-26,50.0
2021-05-27,49.60317
2021-05-28,42.06349
2021-05-29,19.84126
2021-05-30,22.61904
2021-05-31,59.5238
2021-06-01,53.96825
2021-06-02,46.23015
2021-06-03,45.23809
2021-06-04,49.00793
2021-06-05,27.77777
2021-06-06,20.83333
2021-06-07,48.41269
2021-06-08,44.64285
2021-06-09,45.4365
2021-06-10,40.6746
2021-06-11,38.88888
2021-06-12,24.20634
2021-06-13,27.77777
2021-06-14,49.80158
2021-06-15,46.62698
2021-06-16,42.65873
2021-06-17,45.03968
2021-06-18,45.23809
2021-06-19,27.57936
2021-06-20,23.80952
2021-06-21,42.2619
2021-06-22,43.65079
2021-06-23,49.40476
2021-06-24,43.45238
2021-06-25,46.42857
2021-06-26,21.82539
2021-06-27,21.42857
2021-06-28,59.32539
2021-06-29,51.19047
2021-06-30,55.95238
2021-07-01,57.14285
2021-07-02,40.47619
2021-07-03,20.83333
2021-07-04,21.03174
2021-07-05,54.16666
2021-07-06,50.19841
2021-07-07,42.85714
2021-07-08,44.64285
2021-07-09,43.45238
2021-07-10,27.18253
2021-07-11,25.19841
2021-07-12,49.60317
2021-07-13,51.78571
2021-07-14,46.23015
2021-07-15,43.05555
2021-07-16,41.46825
2021-07-17,22.22222
2021-07-18,23.61111
2021-07-19,49.60317
2021-07-20,42.46031
2021-07-21,40.6746
2021-07-22,42.2619
2021-07-23,40.87301
2021-07-24,19.44444
2021-07-25,19.84126
2021-07-26,48.21428
2021-07-27,47.42063
2021-07-28,42.65873
2021-07-29,41.66666
2021-07-30,45.23809
2021-07-31,27.38095
2021-08-01,25.59523
2021-08-02,48.41269
2021-08-03,43.65079
2021-08-04,45.83333
2021-08-05,55.75396
2021-08-06,42.06349
2021-08-07,23.41269
2021-08-08,19.44444
2021-08-09,52.77777
2021-08-10,58.53174
2021-08-11,55.95238
2021-08-12,42.65873
2021-08-13,48.80952
2021-08-14,24.60317
2021-08-15,19.04761
2021-08-16,33.53174
2021-08-17,51.19047
2021-08-18,53.96825
2021-08-19,43.65079
2021-08-20,42.65873
2021-08-21,24.60317
2021-08-22,20.03968
2021-08-23,44.44444
2021-08-24,46.62698
2021-08-25,49.00793
2021-08-26,47.22222
2021-08-27,41.26984
2021-08-28,21.62698
2021-08-29,19.44444
2021-08-30,56.15079
2021-08-31,53.37301
2021-09-01,54.7619
2021-09-02,42.85714
2021-09-03,45.03968
2021-09-04,19.84126
2021-09-05,20.63492
2021-09-06,46.23015
2021-09-07,44.64285
2021-09-08,46.82539
2021-09-09,46.62698
2021-09-10,45.03968
2021-09-11,24.40476
2021-09-12,20.03968
2021-09-13,40.07936
2021-09-14,39.48412
2021-09-15,53.57142
2021-09-16,42.06349
2021-09-17,34.5238
2021-09-18,18.05555
2021-09-19,17.85714
2021-09-20,10.31746
2021-09-21,13.49206
2021-09-22,15.87301
2021-09-23,45.83333
2021-09-24,48.80952
2021-09-25,22.0238
2021-09-26,19.24603
2021-09-27,53.1746
2021-09-28,55.55555
2021-09-29,50.39682
2021-09-30,59.5238
2021-10-01,46.82539
2021-10-02,23.80952
2021-10-03,21.03174
2021-10-04,35.31746
2021-10-05,64.88095
2021-10-06,50.19841
2021-10-07,45.63492
2021-10-08,46.82539
2021-10-09,20.83333
2021-10-10,20.4365
2021-10-11,29.7619
2021-10-12,54.36507
2021-10-13,50.99206
2021-10-14,42.46031
2021-10-15,48.01587
2021-10-16,19.44444
2021-10-17,18.65079
2021-10-18,42.65873
2021-10-19,41.86507
2021-10-20,43.05555
2021-10-21,35.91269
2021-10-22,41.07142
2021-10-23,16.07142
2021-10-24,19.04761
2021-10-25,46.23015
2021-10-26,42.65873
2021-10-27,48.21428
2021-10-28,41.07142
2021-10-29,46.42857
2021-10-30,20.4365
2021-10-31,22.81746
2021-11-01,58.92857
2021-11-02,51.38888
2021-11-03,53.76984
2021-11-04,45.83333
2021-11-05,39.28571
2021-11-06,23.61111
2021-11-07,18.65079
2021-11-08,42.85714
2021-11-09,48.01587
2021-11-10,43.45238
2021-11-11,45.83333
2021-11-12,37.30158
2021-11-13,18.65079
2021-11-14,21.42857
2021-11-15,47.0238
2021-11-16,51.78571
2021-11-17,48.21428
2021-11-18,49.40476
2021-11-19,42.46031
2021-11-20,21.42857
2021-11-21,22.0238
2021-11-22,44.44444
2021-11-23,45.83333
2021-11-24,47.0238
2021-11-25,45.4365
2021-11-26,45.23809
2021-11-27,26.78571
2021-11-28,20.83333
2021-11-29,54.56349
2021-11-30,58.13492
2021-12-01,60.31746
2021-12-02,51.78571
2021-12-03,47.61904
2021-12-04,21.42857
2021-12-05,23.41269
2021-12-06,48.80952
2021-12-07,44.44444
2021-12-08,52.77777
2021-12-09,52.38095
2021-12-10,47.42063
2021-12-11,27.77777
2021-12-12,28.57142
2021-12-13,48.01587
2021-12-14,49.40476
2021-12-15,47.61904
2021-12-16,54.36507
2021-12-17,38.69047
2021-12-18,20.83333
2021-12-19,20.23809
2021-12-20,100.0
2021-12-21,70.83333
2021-12-22,57.14285
2021-12-23,51.5873
2021-12-24,48.80952
2021-12-25,23.41269
2021-12-26,22.61904
2021-12-27,49.20634
2021-12-28,55.75396
2021-12-29,63.29365
2021-12-30,56.3492
2021-12-31,48.80952
2022-01-01,21.03174
2022-01-02,29.16666
2022-01-03,64.28571
2022-01-04,64.88095
2022-01-05,56.15079
2022-01-06,58.73015
2022-01-07,58.92857
2022-01-08,32.34126
2022-01-09,31.74603
2022-01-10,70.63492
2022-01-11,57.53968
2022-01-12,50.99206
2022-01-13,51.38888
2022-01-14,50.59523
2022-01-15,27.38095
2022-01-16,22.61904
2022-01-17,49.60317
2022-01-18,45.83333
2022-01-19,45.4365
2022-01-20,45.63492
2022-01-21,37.5
2022-01-22,27.18253
2022-01-23,22.22222
2022-01-24,52.77777
2022-01-25,42.85714
2022-01-26,50.0
2022-01-27,48.61111
2022-01-28,37.30158
2022-01-29,22.61904
2022-01-30,21.42857
2022-01-31,20.23809
2022-02-01,20.4365
2022-02-02,23.01587
2022-02-03,53.96825
2022-02-04,52.38095
2022-02-05,26.98412
2022-02-06,28.76984
2022-02-07,58.73015
2022-02-08,62.89682
2022-02-09,60.31746
2022-02-10,57.14285
2022-02-11,44.64285
2022-02-12,23.21428
2022-02-13,21.23015
2022-02-14,53.96825
2022-02-15,59.72222
2022-02-16,50.99206
2022-02-17,39.68253
2022-02-18,44.84126
2022-02-19,30.75396
2022-02-20,23.21428
2022-02-21,49.00793
2022-02-22,55.55555
2022-02-23,49.00793
2022-02-24,48.41269
2022-02-25,39.88095
2022-02-26,24.80158
2022-02-27,29.56349
2022-02-28,56.74603
2022-03-01,33.92857
2022-03-02,60.11904
2022-03-03,52.57936
2022-03-04,50.59523
2022-03-05,30.55555
2022-03-06,21.62698
2022-03-07,48.41269
2022-03-08,54.7619
2022-03-09,24.20634
2022-03-10,45.63492
2022-03-11,45.83333
2022-03-12,23.41269
2022-03-13,18.45238
2022-03-14,50.59523
2022-03-15,48.61111
2022-03-16,55.75396
2022-03-17,46.62698
2022-03-18,45.4365
2022-03-19,23.01587
2022-03-20,24.00793
2022-03-21,44.84126
2022-03-22,49.20634
2022-03-23,47.22222
2022-03-24,39.28571
2022-03-25,43.25396
2022-03-26,23.41269
2022-03-27,24.60317
2022-03-28,39.48412
2022-03-29,43.65079
2022-03-30,48.01587
2022-03-31,49.80158
2022-04-01,44.04761
2022-04-02,21.03174
2022-04-03,25.0
2022-04-04,50.99206
2022-04-05,50.19841
2022-04-06,46.23015
2022-04-07,56.74603
2022-04-08,44.44444
2022-04-09,21.42857
2022-04-10,19.24603
2022-04-11,56.94444
2022-04-12,48.61111
2022-04-13,42.46031
2022-04-14,41.07142
2022-04-15,42.85714
2022-04-16,20.4365
2022-04-17,22.61904
2022-04-18,45.23809
2022-04-19,43.8492
2022-04-20,46.23015
2022-04-21,47.22222
2022-04-22,36.11111
2022-04-23,23.21428
2022-04-24,19.64285
2022-04-25,48.61111
2022-04-26,51.38888
2022-04-27,45.03968
2022-04-28,44.04761
2022-04-29,39.88095
2022-04-30,25.19841
2022-05-01,22.81746
2022-05-02,56.15079
2022-05-03,56.94444
2022-05-04,50.19841
2022-05-05,27.57936
2022-05-06,39.88095
2022-05-07,24.00793
2022-05-08,17.85714
2022-05-09,54.16666
2022-05-10,50.39682
2022-05-11,55.35714
2022-05-12,47.61904
2022-05-13,40.47619
2022-05-14,23.61111
2022-05-15,18.25396
2022-05-16,52.38095
2022-05-17,46.23015
2022-05-18,44.44444
2022-05-19,43.45238
2022-05-20,40.27777
2022-05-21,23.01587
2022-05-22,24.60317
2022-05-23,49.40476
2022-05-24,53.57142
2022-05-25,45.03968
2022-05-26,52.18253
2022-05-27,44.44444
2022-05-28,25.99206
2022-05-29,26.5873
2022-05-30,50.39682
2022-05-31,61.30952
2022-06-01,32.53968
2022-06-02,46.03174
2022-06-03,44.84126
2022-06-04,25.99206
2022-06-05,22.42063
2022-06-06,21.82539
2022-06-07,55.55555
2022-06-08,55.35714
2022-06-09,53.57142
2022-06-10,53.96825
2022-06-11,23.80952
2022-06-12,20.83333
2022-06-13,54.7619
2022-06-14,57.34126
2022-06-15,59.92063
2022-06-16,49.20634
2022-06-17,44.44444
2022-06-18,23.41269
2022-06-19,21.03174
2022-06-20,49.60317
2022-06-21,51.78571
2022-06-22,47.81746
2022-06-23,43.25396
2022-06-24,48.01587
2022-06-25,25.99206
2022-06-26,20.63492
2022-06-27,47.81746
2022-06-28,46.62698
2022-06-29,51.78571
2022-06-30,57.9365
2022-07-01,51.98412
2022-07-02,23.80952
2022-07-03,22.61904
2022-07-04,57.34126
2022-07-05,65.6746
2022-07-06,61.11111
2022-07-07,43.45238
2022-07-08,44.84126
2022-07-09,27.57936
2022-07-10,22.61904
2022-07-11,46.42857
2022-07-12,51.19047
2022-07-13,47.81746
2022-07-14,43.25396
2022-07-15,51.38888
2022-07-16,18.8492
2022-07-17,23.80952
2022-07-18,45.23809
2022-07-19,51.38888
2022-07-20,48.21428
2022-07-21,43.8492
2022-07-22,40.6746
2022-07-23,19.44444
2022-07-24,22.81746
2022-07-25,51.19047
2022-07-26,47.81746
2022-07-27,53.57142
2022-07-28,50.39682
2022-07-29,44.24603
2022-07-30,23.01587
2022-07-31,19.24603
2022-08-01,49.80158
2022-08-02,43.05555
2022-08-03,48.01587
2022-08-04,49.60317
2022-08-05,39.88095
2022-08-06,19.24603
2022-08-07,15.6746
2022-08-08,47.61904
2022-08-09,57.34126
2022-08-10,53.1746
2022-08-11,49.80158
2022-08-12,40.87301
2022-08-13,22.42063
2022-08-14,20.83333
2022-08-15,25.59523
2022-08-16,59.92063
2022-08-17,53.1746
2022-08-18,56.74603
2022-08-19,40.27777
2022-08-20,17.65873
2022-08-21,17.2619
2022-08-22,46.23015
2022-08-23,50.39682
2022-08-24,44.24603
2022-08-25,49.20634
2022-08-26,45.83333
2022-08-27,28.96825
2022-08-28,23.41269
2022-08-29,41.46825
2022-08-30,49.40476
2022-08-31,56.94444
2022-09-01,56.54761
2022-09-02,50.99206
2022-09-03,24.00793
2022-09-04,21.23015
2022-09-05,48.80952
2022-09-06,42.06349
2022-09-07,41.46825
2022-09-08,30.35714
2022-09-09,12.30158
2022-09-10,13.88888
2022-09-11,14.88095
2022-09-12,19.84126
2022-09-13,46.23015
2022-09-14,55.95238
2022-09-15,48.41269
2022-09-16,51.19047
2022-09-17,22.42063
2022-09-18,24.40476
2022-09-19,51.19047
2022-09-20,45.83333
2022-09-21,50.0
2022-09-22,52.18253
2022-09-23,40.6746
2022-09-24,24.80158
2022-09-25,22.42063
2022-09-26,52.57936
2022-09-27,52.57936
2022-09-28,47.42063
2022-09-29,55.15873
2022-09-30,48.61111
2022-10-01,25.19841
2022-10-02,17.65873
2022-10-03,31.15079
2022-10-04,56.15079
2022-10-05,44.84126
2022-10-06,46.42857
2022-10-07,42.85714
2022-10-08,23.01587
2022-10-09,17.46031
2022-10-10,19.24603
2022-10-11,48.61111
2022-10-12,45.83333
2022-10-13,49.80158
2022-10-14,36.90476
2022-10-15,23.01587
2022-10-16,16.46825
2022-10-17,43.05555
2022-10-18,46.42857
2022-10-19,40.87301
2022-10-20,39.48412
2022-10-21,33.13492
2022-10-22,17.06349
2022-10-23,19.44444
2022-10-24,41.07142
2022-10-25,39.88095
2022-10-26,40.07936
2022-10-27,43.25396
2022-10-28,39.68253
2022-10-29,22.81746
2022-10-30,16.66666
2022-10-31,52.38095
2022-11-01,52.77777
2022-11-02,39.48412
2022-11-03,40.6746
2022-11-04,36.30952
2022-11-05,28.57142
2022-11-06,14.28571
2022-11-07,46.62698
2022-11-08,47.0238
2022-11-09,47.61904
2022-11-10,44.24603
2022-11-11,37.5
2022-11-12,22.22222
2022-11-13,21.62698
2022-11-14,49.00793
2022-11-15,42.06349
2022-11-16,43.65079
2022-11-17,39.88095
2022-11-18,34.92063
2022-11-19,19.84126
2022-11-20,20.03968
2022-11-21,39.28571
2022-11-22,38.09523
2022-11-23,44.04761
2022-11-24,44.64285
2022-11-25,38.69047
2022-11-26,21.23015
2022-11-27,18.05555
2022-11-28,41.86507
2022-11-29,37.69841
2022-11-30,45.83333
2022-12-01,47.22222
2022-12-02,34.5238
2022-12-03,21.03174
2022-12-04,18.05555
2022-12-05,41.46825
2022-12-06,39.28571
2022-12-07,49.20634
2022-12-08,51.5873
2022-12-09,44.44444
2022-12-10,19.64285
2022-12-11,20.23809
2022-12-12,54.16666
2022-12-13,47.42063
2022-12-14,40.27777
2022-12-15,45.03968
2022-12-16,37.69841
2022-12-17,20.63492
2022-12-18,16.07142
2022-12-19,36.11111
2022-12-20,49.40476
2022-12-21,46.23015
2022-12-22,39.88095
2022-12-23,38.09523
2022-12-24,21.82539
2022-12-25,22.0238
2022-12-26,44.24603
2022-12-27,50.79365
2022-12-28,50.19841
2022-12-29,53.96825
2022-12-30,45.63492
2022-12-31,28.1746
2023-01-01,28.1746
2023-01-02,58.53174
2023-01-03,56.15079
2023-01-04,56.54761
2023-01-05,52.57936
2023-01-06,48.41269
2023-01-07,27.38095
2023-01-08,29.16666
2023-01-09,52.38095
2023-01-10,59.5238
2023-01-11,59.32539
2023-01-12,49.00793
2023-01-13,47.81746
2023-01-14,24.80158
2023-01-15,25.99206
2023-01-16,49.00793
2023-01-17,46.62698
2023-01-18,45.63492
2023-01-19,36.50793
2023-01-20,39.0873
2023-01-21,20.03968
2023-01-22,20.23809
2023-01-23,14.68253
2023-01-24,18.45238
2023-01-25,40.6746
2023-01-26,55.35714
2023-01-27,49.00793
2023-01-28,23.21428
2023-01-29,22.61904
2023-01-30,60.91269
2023-01-31,62.10317
2023-02-01,57.34126
2023-02-02,51.78571
2023-02-03,45.03968
2023-02-04,19.84126
2023-02-05,23.41269
2023-02-06,54.7619
2023-02-07,51.78571
2023-02-08,47.42063
2023-02-09,54.36507
2023-02-10,49.60317
2023-02-11,24.60317
2023-02-12,24.80158
2023-02-13,53.76984
2023-02-14,51.19047
2023-02-15,58.33333
2023-02-16,52.18253
2023-02-17,38.88888
2023-02-18,21.23015
2023-02-19,26.5873
2023-02-20,56.74603
2023-02-21,53.1746
2023-02-22,47.0238
2023-02-23,51.38888
2023-02-24,45.03968
2023-02-25,22.22222
2023-02-26,22.22222
2023-02-27,54.56349
2023-02-28,54.7619
2023-03-01,30.35714
2023-03-02,61.50793
2023-03-03,53.76984
2023-03-04,27.97619
2023-03-05,25.0
2023-03-06,57.34126
2023-03-07,51.5873
2023-03-08,46.23015
2023-03-09,50.0
2023-03-10,52.38095
2023-03-11,24.60317
2023-03-12,20.23809
2023-03-13,49.80158
2023-03-14,51.98412
2023-03-15,47.0238
2023-03-16,47.22222
2023-03-17,39.88095
2023-03-18,23.01587
2023-03-19,16.66666
2023-03-20,47.61904
2023-03-21,44.64285
2023-03-22,42.65873
2023-03-23,44.64285
2023-03-24,39.48412
2023-03-25,21.03174
2023-03-26,14.28571
2023-03-27,47.0238
2023-03-28,52.18253
2023-03-29,49.80158
2023-03-30,47.42063
2023-03-31,48.80952
2023-04-01,22.22222
2023-04-02,23.41269
2023-04-03,45.63492
2023-04-04,49.60317
2023-04-05,49.80158
2023-04-06,52.97619
2023-04-07,40.87301
2023-04-08,19.84126
2023-04-09,18.25396
2023-04-10,51.19047
2023-04-11,46.62698
2023-04-12,45.63492
2023-04-13,48.01587
2023-04-14,40.87301
2023-04-15,23.61111
2023-04-16,22.22222
2023-04-17,53.37301
2023-04-18,49.00793
2023-04-19,43.45238
2023-04-20,46.23015
2023-04-21,31.54761
2023-04-22,25.0
2023-04-23,15.47619
2023-04-24,46.62698
2023-04-25,42.85714
2023-04-26,46.42857
2023-04-27,39.88095
2023-04-28,47.22222
2023-04-29,26.5873
2023-04-30,19.04761
2023-05-01,32.14285
2023-05-02,55.75396
2023-05-03,53.37301
2023-05-04,43.05555
2023-05-05,21.23015
2023-05-06,22.0238
2023-05-07,26.19047
2023-05-08,44.84126
2023-05-09,51.78571
2023-05-10,50.0
2023-05-11,55.35714
2023-05-12,42.85714
2023-05-13,18.8492
2023-05-14,21.03174
2023-05-15,42.46031
2023-05-16,46.03174
2023-05-17,44.24603
2023-05-18,50.99206
2023-05-19,46.03174
2023-05-20,25.0
2023-05-21,23.61111
2023-05-22,55.55555
2023-05-23,47.81746
2023-05-24,45.4365
2023-05-25,50.0
2023-05-26,36.70634
2023-05-27,20.4365
2023-05-28,20.03968
2023-05-29,29.16666
