date,상속전문변호사
2021-01-26,26.78132
2021-01-27,16.95331
2021-01-28,16.46191
2021-01-29,13.02211
2021-01-30,6.6339
2021-01-31,10.31941
2021-02-01,11.79361
2021-02-02,6.3882
2021-02-03,16.46191
2021-02-04,13.26781
2021-02-05,14.25061
2021-02-06,6.3882
2021-02-07,7.6167
2021-02-08,18.67321
2021-02-09,14.98771
2021-02-10,11.79361
2021-02-11,3.6855
2021-02-12,5.8968
2021-02-13,7.8624
2021-02-14,9.5823
2021-02-15,21.13022
2021-02-16,19.41031
2021-02-17,19.65601
2021-02-18,21.13022
2021-02-19,13.26781
2021-02-20,13.02211
2021-02-21,7.8624
2021-02-22,18.91891
2021-02-23,23.09582
2021-02-24,15.72481
2021-02-25,14.00491
2021-02-26,15.23341
2021-02-27,10.56511
2021-02-28,6.1425
2021-03-01,7.371
2021-03-02,19.65601
2021-03-03,19.41031
2021-03-04,16.70761
2021-03-05,13.26781
2021-03-06,6.8796
2021-03-07,9.3366
2021-03-08,14.00491
2021-03-09,13.26781
2021-03-10,15.47911
2021-03-11,18.67321
2021-03-12,9.3366
2021-03-13,6.3882
2021-03-14,10.07371
2021-03-15,16.21621
2021-03-16,14.00491
2021-03-17,14.25061
2021-03-18,14.00491
2021-03-19,20.63882
2021-03-20,4.914
2021-03-21,4.4226
2021-03-22,14.49631
2021-03-23,14.98771
2021-03-24,13.26781
2021-03-25,11.54791
2021-03-26,9.828
2021-03-27,5.1597
2021-03-28,12.77641
2021-03-29,18.18181
2021-03-30,18.67321
2021-03-31,19.90171
2021-04-01,16.70761
2021-04-02,18.91891
2021-04-03,4.4226
2021-04-04,9.5823
2021-04-05,20.39312
2021-04-06,15.72481
2021-04-07,18.18181
2021-04-08,19.90171
2021-04-09,16.21621
2021-04-10,7.371
2021-04-11,8.8452
2021-04-12,15.23341
2021-04-13,16.95331
2021-04-14,21.62162
2021-04-15,14.74201
2021-04-16,14.49631
2021-04-17,9.3366
2021-04-18,11.54791
2021-04-19,16.70761
2021-04-20,23.09582
2021-04-21,20.63882
2021-04-22,21.13022
2021-04-23,14.98771
2021-04-24,11.54791
2021-04-25,10.31941
2021-04-26,17.93611
2021-04-27,16.70761
2021-04-28,17.44471
2021-04-29,17.93611
2021-04-30,17.44471
2021-05-01,6.6339
2021-05-02,8.1081
2021-05-03,23.83292
2021-05-04,14.00491
2021-05-05,10.07371
2021-05-06,18.18181
2021-05-07,14.00491
2021-05-08,5.1597
2021-05-09,5.8968
2021-05-10,25.30712
2021-05-11,23.09582
2021-05-12,19.65601
2021-05-13,22.85012
2021-05-14,19.41031
2021-05-15,11.05651
2021-05-16,7.6167
2021-05-17,29.23832
2021-05-18,18.67321
2021-05-19,6.6339
2021-05-20,21.37592
2021-05-21,22.11302
2021-05-22,7.6167
2021-05-23,5.1597
2021-05-24,22.35872
2021-05-25,16.46191
2021-05-26,19.41031
2021-05-27,19.65601
2021-05-28,11.54791
2021-05-29,8.5995
2021-05-30,1.9656
2021-05-31,23.58722
2021-06-01,24.57002
2021-06-02,12.03931
2021-06-03,15.47911
2021-06-04,13.51351
2021-06-05,8.5995
2021-06-06,6.3882
2021-06-07,20.39312
2021-06-08,16.70761
2021-06-09,17.93611
2021-06-10,15.97051
2021-06-11,15.23341
2021-06-12,9.0909
2021-06-13,4.6683
2021-06-14,11.54791
2021-06-15,15.23341
2021-06-16,14.00491
2021-06-17,11.30221
2021-06-18,17.69041
2021-06-19,9.3366
2021-06-20,8.3538
2021-06-21,18.42751
2021-06-22,17.69041
2021-06-23,14.98771
2021-06-24,13.26781
2021-06-25,17.44471
2021-06-26,5.6511
2021-06-27,7.371
2021-06-28,18.67321
2021-06-29,23.09582
2021-06-30,11.79361
2021-07-01,12.53071
2021-07-02,12.03931
2021-07-03,6.8796
2021-07-04,8.5995
2021-07-05,12.77641
2021-07-06,18.67321
2021-07-07,13.75921
2021-07-08,11.30221
2021-07-09,13.26781
2021-07-10,11.05651
2021-07-11,9.5823
2021-07-12,19.41031
2021-07-13,12.53071
2021-07-14,19.16461
2021-07-15,21.86732
2021-07-16,20.39312
2021-07-17,7.1253
2021-07-18,9.0909
2021-07-19,18.91891
2021-07-20,16.21621
2021-07-21,15.97051
2021-07-22,17.69041
2021-07-23,22.11302
2021-07-24,10.81081
2021-07-25,6.6339
2021-07-26,16.46191
2021-07-27,13.75921
2021-07-28,16.95331
2021-07-29,17.93611
2021-07-30,13.51351
2021-07-31,4.914
2021-08-01,6.6339
2021-08-02,16.46191
2021-08-03,10.31941
2021-08-04,10.07371
2021-08-05,12.77641
2021-08-06,15.72481
2021-08-07,4.914
2021-08-08,9.5823
2021-08-09,17.44471
2021-08-10,13.26781
2021-08-11,14.74201
2021-08-12,16.21621
2021-08-13,14.74201
2021-08-14,3.4398
2021-08-15,3.6855
2021-08-16,11.54791
2021-08-17,13.75921
2021-08-18,17.19901
2021-08-19,16.95331
2021-08-20,13.02211
2021-08-21,4.914
2021-08-22,7.6167
2021-08-23,18.91891
2021-08-24,11.30221
2021-08-25,14.74201
2021-08-26,15.97051
2021-08-27,9.0909
2021-08-28,5.4054
2021-08-29,5.8968
2021-08-30,15.47911
2021-08-31,19.16461
2021-09-01,18.18181
2021-09-02,20.39312
2021-09-03,15.23341
2021-09-04,4.914
2021-09-05,6.3882
2021-09-06,16.46191
2021-09-07,20.14742
2021-09-08,20.63882
2021-09-09,19.41031
2021-09-10,17.93611
2021-09-11,8.3538
2021-09-12,5.8968
2021-09-13,19.41031
2021-09-14,28.99262
2021-09-15,17.69041
2021-09-16,15.23341
2021-09-17,15.23341
2021-09-18,3.9312
2021-09-19,6.8796
2021-09-20,2.457
2021-09-21,6.6339
2021-09-22,15.47911
2021-09-23,23.09582
2021-09-24,19.16461
2021-09-25,7.371
2021-09-26,11.30221
2021-09-27,21.13022
2021-09-28,18.67321
2021-09-29,21.37592
2021-09-30,12.03931
2021-10-01,15.47911
2021-10-02,4.6683
2021-10-03,6.8796
2021-10-04,12.77641
2021-10-05,21.62162
2021-10-06,19.16461
2021-10-07,21.13022
2021-10-08,15.72481
2021-10-09,6.6339
2021-10-10,5.4054
2021-10-11,10.07371
2021-10-12,17.69041
2021-10-13,21.13022
2021-10-14,21.13022
2021-10-15,17.93611
2021-10-16,9.0909
2021-10-17,10.07371
2021-10-18,18.67321
2021-10-19,19.90171
2021-10-20,30.71253
2021-10-21,20.88452
2021-10-22,13.02211
2021-10-23,6.1425
2021-10-24,9.828
2021-10-25,25.06142
2021-10-26,18.67321
2021-10-27,16.70761
2021-10-28,19.65601
2021-10-29,18.91891
2021-10-30,3.1941
2021-10-31,5.1597
2021-11-01,23.83292
2021-11-02,23.83292
2021-11-03,19.90171
2021-11-04,17.19901
2021-11-05,22.85012
2021-11-06,10.31941
2021-11-07,4.1769
2021-11-08,16.70761
2021-11-09,18.18181
2021-11-10,20.63882
2021-11-11,24.32432
2021-11-12,16.21621
2021-11-13,2.9484
2021-11-14,11.30221
2021-11-15,19.65601
2021-11-16,21.13022
2021-11-17,21.37592
2021-11-18,21.62162
2021-11-19,17.19901
2021-11-20,7.8624
2021-11-21,9.828
2021-11-22,26.04422
2021-11-23,17.69041
2021-11-24,14.49631
2021-11-25,13.75921
2021-11-26,19.65601
2021-11-27,6.3882
2021-11-28,8.3538
2021-11-29,24.32432
2021-11-30,20.14742
2021-12-01,13.75921
2021-12-02,14.25061
2021-12-03,14.00491
2021-12-04,6.1425
2021-12-05,2.9484
2021-12-06,14.25061
2021-12-07,22.85012
2021-12-08,20.14742
2021-12-09,19.90171
2021-12-10,19.90171
2021-12-11,5.6511
2021-12-12,12.53071
2021-12-13,17.69041
2021-12-14,20.39312
2021-12-15,22.35872
2021-12-16,17.69041
2021-12-17,15.72481
2021-12-18,6.3882
2021-12-19,8.3538
2021-12-20,18.42751
2021-12-21,23.83292
2021-12-22,21.13022
2021-12-23,16.21621
2021-12-24,22.35872
2021-12-25,7.6167
2021-12-26,6.1425
2021-12-27,27.51842
2021-12-28,20.63882
2021-12-29,27.51842
2021-12-30,19.90171
2021-12-31,11.05651
2022-01-01,6.1425
2022-01-02,4.4226
2022-01-03,14.25061
2022-01-04,25.55282
2022-01-05,20.88452
2022-01-06,28.25552
2022-01-07,21.13022
2022-01-08,11.05651
2022-01-09,15.23341
2022-01-10,26.28992
2022-01-11,26.78132
2022-01-12,28.99262
2022-01-13,21.62162
2022-01-14,18.67321
2022-01-15,7.371
2022-01-16,9.0909
2022-01-17,22.85012
2022-01-18,23.34152
2022-01-19,24.07862
2022-01-20,13.02211
2022-01-21,11.79361
2022-01-22,6.3882
2022-01-23,7.371
2022-01-24,23.83292
2022-01-25,23.83292
2022-01-26,13.75921
2022-01-27,17.93611
2022-01-28,13.75921
2022-01-29,5.8968
2022-01-30,6.1425
2022-01-31,5.4054
2022-02-01,5.4054
2022-02-02,11.05651
2022-02-03,21.86732
2022-02-04,21.86732
2022-02-05,15.97051
2022-02-06,9.5823
2022-02-07,29.97542
2022-02-08,24.57002
2022-02-09,24.07862
2022-02-10,23.83292
2022-02-11,19.65601
2022-02-12,4.4226
2022-02-13,6.6339
2022-02-14,26.78132
2022-02-15,18.67321
2022-02-16,15.72481
2022-02-17,15.97051
2022-02-18,20.63882
2022-02-19,12.28501
2022-02-20,9.5823
2022-02-21,24.07862
2022-02-22,14.98771
2022-02-23,24.57002
2022-02-24,11.79361
2022-02-25,10.81081
2022-02-26,4.4226
2022-02-27,11.05651
2022-02-28,19.16461
2022-03-01,8.1081
2022-03-02,13.02211
2022-03-03,16.95331
2022-03-04,20.14742
2022-03-05,5.1597
2022-03-06,4.914
2022-03-07,18.67321
2022-03-08,14.00491
2022-03-09,5.8968
2022-03-10,17.93611
2022-03-11,17.69041
2022-03-12,8.5995
2022-03-13,8.3538
2022-03-14,20.39312
2022-03-15,16.46191
2022-03-16,12.77641
2022-03-17,15.47911
2022-03-18,19.65601
2022-03-19,8.5995
2022-03-20,4.914
2022-03-21,25.06142
2022-03-22,16.70761
2022-03-23,17.69041
2022-03-24,19.41031
2022-03-25,16.70761
2022-03-26,6.3882
2022-03-27,8.1081
2022-03-28,15.72481
2022-03-29,14.49631
2022-03-30,18.67321
2022-03-31,19.16461
2022-04-01,21.37592
2022-04-02,7.1253
2022-04-03,8.3538
2022-04-04,24.07862
2022-04-05,17.19901
2022-04-06,19.65601
2022-04-07,17.69041
2022-04-08,14.49631
2022-04-09,6.6339
2022-04-10,10.56511
2022-04-11,20.88452
2022-04-12,21.37592
2022-04-13,17.93611
2022-04-14,19.41031
2022-04-15,20.39312
2022-04-16,12.53071
2022-04-17,11.05651
2022-04-18,24.57002
2022-04-19,23.09582
2022-04-20,24.07862
2022-04-21,22.60442
2022-04-22,17.93611
2022-04-23,8.8452
2022-04-24,10.07371
2022-04-25,29.23832
2022-04-26,23.58722
2022-04-27,23.34152
2022-04-28,12.28501
2022-04-29,16.70761
2022-04-30,6.6339
2022-05-01,9.5823
2022-05-02,21.13022
2022-05-03,24.57002
2022-05-04,24.32432
2022-05-05,7.6167
2022-05-06,25.06142
2022-05-07,5.8968
2022-05-08,13.51351
2022-05-09,20.39312
2022-05-10,22.11302
2022-05-11,15.97051
2022-05-12,18.67321
2022-05-13,18.18181
2022-05-14,8.5995
2022-05-15,12.53071
2022-05-16,35.13513
2022-05-17,23.34152
2022-05-18,25.30712
2022-05-19,22.35872
2022-05-20,30.22113
2022-05-21,9.0909
2022-05-22,11.05651
2022-05-23,19.65601
2022-05-24,23.83292
2022-05-25,21.62162
2022-05-26,23.34152
2022-05-27,16.70761
2022-05-28,9.5823
2022-05-29,10.07371
2022-05-30,28.50122
2022-05-31,22.60442
2022-06-01,5.4054
2022-06-02,18.91891
2022-06-03,15.72481
2022-06-04,9.3366
2022-06-05,9.3366
2022-06-06,9.828
2022-06-07,20.14742
2022-06-08,14.25061
2022-06-09,23.09582
2022-06-10,19.16461
2022-06-11,9.5823
2022-06-12,6.1425
2022-06-13,21.86732
2022-06-14,17.44471
2022-06-15,19.41031
2022-06-16,23.34152
2022-06-17,18.18181
2022-06-18,2.2113
2022-06-19,5.1597
2022-06-20,28.25552
2022-06-21,20.14742
2022-06-22,21.13022
2022-06-23,15.23341
2022-06-24,20.63882
2022-06-25,10.07371
2022-06-26,7.371
2022-06-27,21.86732
2022-06-28,25.06142
2022-06-29,17.69041
2022-06-30,21.62162
2022-07-01,18.42751
2022-07-02,9.828
2022-07-03,5.4054
2022-07-04,20.14742
2022-07-05,16.46191
2022-07-06,15.23341
2022-07-07,12.03931
2022-07-08,15.72481
2022-07-09,7.8624
2022-07-10,10.56511
2022-07-11,22.60442
2022-07-12,19.41031
2022-07-13,16.46191
2022-07-14,20.39312
2022-07-15,16.70761
2022-07-16,7.371
2022-07-17,8.3538
2022-07-18,20.88452
2022-07-19,28.25552
2022-07-20,25.55282
2022-07-21,23.34152
2022-07-22,14.25061
2022-07-23,5.1597
2022-07-24,10.56511
2022-07-25,22.35872
2022-07-26,17.93611
2022-07-27,20.14742
2022-07-28,20.63882
2022-07-29,14.74201
2022-07-30,12.28501
2022-07-31,5.8968
2022-08-01,19.90171
2022-08-02,18.18181
2022-08-03,16.46191
2022-08-04,16.95331
2022-08-05,14.98771
2022-08-06,12.03931
2022-08-07,12.53071
2022-08-08,28.00982
2022-08-09,16.70761
2022-08-10,17.93611
2022-08-11,17.44471
2022-08-12,21.62162
2022-08-13,7.371
2022-08-14,6.1425
2022-08-15,6.6339
2022-08-16,19.41031
2022-08-17,13.02211
2022-08-18,17.93611
2022-08-19,16.70761
2022-08-20,7.8624
2022-08-21,10.31941
2022-08-22,17.69041
2022-08-23,17.69041
2022-08-24,22.11302
2022-08-25,16.70761
2022-08-26,11.54791
2022-08-27,9.3366
2022-08-28,11.54791
2022-08-29,16.21621
2022-08-30,15.72481
2022-08-31,15.47911
2022-09-01,16.95331
2022-09-02,14.74201
2022-09-03,10.31941
2022-09-04,9.3366
2022-09-05,14.00491
2022-09-06,13.51351
2022-09-07,20.39312
2022-09-08,9.828
2022-09-09,3.9312
2022-09-10,7.6167
2022-09-11,10.81081
2022-09-12,12.03931
2022-09-13,17.19901
2022-09-14,17.19901
2022-09-15,17.44471
2022-09-16,17.69041
2022-09-17,9.5823
2022-09-18,5.1597
2022-09-19,18.91891
2022-09-20,21.37592
2022-09-21,18.67321
2022-09-22,18.67321
2022-09-23,17.44471
2022-09-24,9.828
2022-09-25,11.54791
2022-09-26,20.39312
2022-09-27,21.62162
2022-09-28,19.41031
2022-09-29,12.77641
2022-09-30,10.31941
2022-10-01,9.828
2022-10-02,9.828
2022-10-03,8.1081
2022-10-04,23.58722
2022-10-05,25.55282
2022-10-06,18.67321
2022-10-07,19.41031
2022-10-08,8.3538
2022-10-09,8.5995
2022-10-10,10.07371
2022-10-11,20.63882
2022-10-12,19.90171
2022-10-13,23.83292
2022-10-14,22.60442
2022-10-15,5.1597
2022-10-16,6.1425
2022-10-17,19.65601
2022-10-18,23.09582
2022-10-19,17.44471
2022-10-20,17.19901
2022-10-21,13.02211
2022-10-22,6.6339
2022-10-23,6.8796
2022-10-24,14.74201
2022-10-25,19.65601
2022-10-26,24.07862
2022-10-27,15.97051
2022-10-28,18.42751
2022-10-29,5.4054
2022-10-30,10.56511
2022-10-31,18.67321
2022-11-01,15.72481
2022-11-02,15.47911
2022-11-03,23.34152
2022-11-04,13.51351
2022-11-05,7.371
2022-11-06,9.0909
2022-11-07,18.91891
2022-11-08,16.46191
2022-11-09,18.18181
2022-11-10,15.47911
2022-11-11,11.79361
2022-11-12,1.4742
2022-11-13,12.03931
2022-11-14,16.95331
2022-11-15,25.30712
2022-11-16,15.97051
2022-11-17,16.70761
2022-11-18,13.51351
2022-11-19,7.8624
2022-11-20,4.4226
2022-11-21,18.91891
2022-11-22,12.77641
2022-11-23,13.51351
2022-11-24,19.16461
2022-11-25,9.828
2022-11-26,8.8452
2022-11-27,6.3882
2022-11-28,17.19901
2022-11-29,14.49631
2022-11-30,11.54791
2022-12-01,15.23341
2022-12-02,15.47911
2022-12-03,4.4226
2022-12-04,10.31941
2022-12-05,17.69041
2022-12-06,15.23341
2022-12-07,20.39312
2022-12-08,14.00491
2022-12-09,17.69041
2022-12-10,9.828
2022-12-11,6.3882
2022-12-12,21.62162
2022-12-13,20.88452
2022-12-14,20.39312
2022-12-15,14.98771
2022-12-16,13.75921
2022-12-17,4.6683
2022-12-18,9.0909
2022-12-19,20.39312
2022-12-20,21.13022
2022-12-21,10.81081
2022-12-22,13.75921
2022-12-23,12.03931
2022-12-24,5.4054
2022-12-25,5.8968
2022-12-26,16.95331
2022-12-27,15.72481
2022-12-28,22.85012
2022-12-29,13.26781
2022-12-30,16.46191
2022-12-31,3.6855
2023-01-01,8.1081
2023-01-02,21.37592
2023-01-03,19.41031
2023-01-04,16.70761
2023-01-05,17.69041
2023-01-06,11.54791
2023-01-07,8.1081
2023-01-08,11.79361
2023-01-09,17.93611
2023-01-10,20.63882
2023-01-11,16.46191
2023-01-12,26.78132
2023-01-13,17.19901
2023-01-14,5.6511
2023-01-15,7.371
2023-01-16,21.13022
2023-01-17,14.98771
2023-01-18,16.70761
2023-01-19,12.28501
2023-01-20,12.77641
2023-01-21,6.3882
2023-01-22,11.54791
2023-01-23,7.371
2023-01-24,10.31941
2023-01-25,24.57002
2023-01-26,20.14742
2023-01-27,20.39312
2023-01-28,8.8452
2023-01-29,9.5823
2023-01-30,24.57002
2023-01-31,16.21621
2023-02-01,18.67321
2023-02-02,18.18181
2023-02-03,14.00491
2023-02-04,8.1081
2023-02-05,7.371
2023-02-06,15.47911
2023-02-07,14.49631
2023-02-08,17.44471
2023-02-09,16.46191
2023-02-10,15.72481
2023-02-11,9.5823
2023-02-12,8.8452
2023-02-13,17.44471
2023-02-14,20.63882
2023-02-15,17.19901
2023-02-16,19.41031
2023-02-17,14.98771
2023-02-18,13.75921
2023-02-19,9.0909
2023-02-20,26.04422
2023-02-21,15.97051
2023-02-22,27.51842
2023-02-23,17.69041
2023-02-24,19.65601
2023-02-25,17.19901
2023-02-26,10.31941
2023-02-27,23.09582
2023-02-28,14.98771
2023-03-01,13.51351
2023-03-02,15.47911
2023-03-03,18.67321
2023-03-04,12.28501
2023-03-05,10.07371
2023-03-06,26.28992
2023-03-07,22.11302
2023-03-08,16.70761
2023-03-09,12.77641
2023-03-10,20.39312
2023-03-11,8.5995
2023-03-12,14.25061
2023-03-13,18.42751
2023-03-14,20.39312
2023-03-15,15.47911
2023-03-16,17.93611
2023-03-17,15.97051
2023-03-18,8.1081
2023-03-19,10.81081
2023-03-20,21.86732
2023-03-21,21.13022
2023-03-22,21.13022
2023-03-23,17.44471
2023-03-24,20.39312
2023-03-25,10.56511
2023-03-26,12.77641
2023-03-27,18.42751
2023-03-28,12.77641
2023-03-29,18.18181
2023-03-30,17.93611
2023-03-31,14.25061
2023-04-01,8.3538
2023-04-02,11.54791
2023-04-03,18.18181
2023-04-04,21.37592
2023-04-05,17.44471
2023-04-06,14.00491
2023-04-07,13.26781
2023-04-08,6.1425
2023-04-09,6.6339
2023-04-10,20.39312
2023-04-11,20.88452
2023-04-12,21.86732
2023-04-13,19.41031
2023-04-14,15.97051
2023-04-15,11.30221
2023-04-16,12.03931
2023-04-17,21.62162
2023-04-18,22.11302
2023-04-19,25.30712
2023-04-20,15.72481
2023-04-21,15.72481
2023-04-22,7.371
2023-04-23,7.1253
2023-04-24,20.63882
2023-04-25,16.46191
2023-04-26,22.11302
2023-04-27,17.93611
2023-04-28,20.88452
2023-04-29,12.28501
2023-04-30,14.98771
2023-05-01,16.46191
2023-05-02,19.65601
2023-05-03,24.32432
2023-05-04,20.39312
2023-05-05,13.51351
2023-05-06,14.49631
2023-05-07,7.1253
2023-05-08,33.16953
2023-05-09,21.86732
2023-05-10,21.13022
2023-05-11,21.13022
2023-05-12,18.91891
2023-05-13,9.5823
2023-05-14,12.03931
2023-05-15,29.72972
2023-05-16,26.04422
2023-05-17,24.32432
2023-05-18,19.41031
2023-05-19,20.88452
2023-05-20,10.31941
2023-05-21,5.6511
2023-05-22,27.51842
2023-05-23,22.85012
2023-05-24,23.58722
2023-05-25,18.18181
2023-05-26,24.32432
2023-05-27,9.5823
2023-05-28,8.3538
2023-05-29,9.0909
2023-05-30,20.63882
2023-05-31,26.28992
2023-06-01,33.16953
