date,증권거래소
2020-03-20,22.5269
2020-03-21,11.55848
2020-03-22,9.68413
2020-03-23,21.72856
2020-03-24,17.28566
2020-03-25,17.11211
2020-03-26,16.86914
2020-03-27,14.16174
2020-03-28,6.45609
2020-03-29,6.59493
2020-03-30,12.2874
2020-03-31,11.6279
2020-04-01,11.69732
2020-04-02,10.51718
2020-04-03,9.16348
2020-04-04,3.85282
2020-04-05,4.51232
2020-04-06,9.75355
2020-04-07,9.44116
2020-04-08,9.09406
2020-04-09,9.12877
2020-04-10,7.91391
2020-04-11,3.99166
2020-04-12,3.74869
2020-04-13,7.84449
2020-04-14,8.29573
2020-04-15,6.42138
2020-04-16,7.8792
2020-04-17,6.94203
2020-04-18,3.71398
2020-04-19,3.92224
2020-04-20,6.87261
2020-04-21,8.92051
2020-04-22,9.89239
2020-04-23,8.57341
2020-04-24,6.69906
2020-04-25,2.84623
2020-04-26,3.0892
2020-04-27,7.49739
2020-04-28,8.60812
2020-04-29,10.55189
2020-04-30,6.07427
2020-05-01,7.11558
2020-05-02,2.46442
2020-05-03,2.49913
2020-05-04,5.72717
2020-05-05,2.77681
2020-05-06,6.4908
2020-05-07,5.76188
2020-05-08,4.40819
2020-05-09,2.32558
2020-05-10,1.94376
2020-05-11,5.38007
2020-05-12,6.52551
2020-05-13,7.28913
2020-05-14,6.62964
2020-05-15,7.46268
2020-05-16,2.11732
2020-05-17,2.60326
2020-05-18,6.56022
2020-05-19,7.15029
2020-05-20,5.65775
2020-05-21,6.21312
2020-05-22,5.1371
2020-05-23,2.81152
2020-05-24,3.01978
2020-05-25,5.8313
2020-05-26,6.38667
2020-05-27,7.49739
2020-05-28,7.04616
2020-05-29,5.65775
2020-05-30,2.98507
2020-05-31,2.70739
2020-06-01,7.21971
2020-06-02,5.69246
2020-06-03,7.04616
2020-06-04,6.52551
2020-06-05,5.79659
2020-06-06,2.46442
2020-06-07,2.81152
2020-06-08,5.86601
2020-06-09,6.45609
2020-06-10,6.00485
2020-06-11,7.49739
2020-06-12,6.24783
2020-06-13,2.29087
2020-06-14,2.49913
2020-06-15,6.73377
2020-06-16,6.69906
2020-06-17,8.33044
2020-06-18,6.76848
2020-06-19,7.185
2020-06-20,3.22804
2020-06-21,3.05449
2020-06-22,7.84449
2020-06-23,6.42138
2020-06-24,8.43457
2020-06-25,7.39326
2020-06-26,5.86601
2020-06-27,2.7421
2020-06-28,2.36029
2020-06-29,7.60152
2020-06-30,7.11558
2020-07-01,6.69906
2020-07-02,7.35855
2020-07-03,5.79659
2020-07-04,3.4363
2020-07-05,3.29746
2020-07-06,6.42138
2020-07-07,7.60152
2020-07-08,6.76848
2020-07-09,7.185
2020-07-10,6.62964
2020-07-11,2.395
2020-07-12,2.395
2020-07-13,6.62964
2020-07-14,6.8379
2020-07-15,6.87261
2020-07-16,6.07427
2020-07-17,6.24783
2020-07-18,2.77681
2020-07-19,2.95036
2020-07-20,7.80978
2020-07-21,7.28913
2020-07-22,8.29573
2020-07-23,7.46268
2020-07-24,6.80319
2020-07-25,3.60985
2020-07-26,3.50572
2020-07-27,6.90732
2020-07-28,6.87261
2020-07-29,9.16348
2020-07-30,8.22631
2020-07-31,6.62964
2020-08-01,3.33217
2020-08-02,3.26275
2020-08-03,7.08087
2020-08-04,7.35855
2020-08-05,8.08746
2020-08-06,7.56681
2020-08-07,8.15688
2020-08-08,3.50572
2020-08-09,3.4363
2020-08-10,6.80319
2020-08-11,8.81638
2020-08-12,8.43457
2020-08-13,10.27421
2020-08-14,12.2874
2020-08-15,4.89413
2020-08-16,4.4429
2020-08-17,8.98993
2020-08-18,8.71225
2020-08-19,7.63623
2020-08-20,8.74696
2020-08-21,7.67094
2020-08-22,3.40159
2020-08-23,3.0892
2020-08-24,6.73377
2020-08-25,6.35196
2020-08-26,11.21138
2020-08-27,7.39326
2020-08-28,7.63623
2020-08-29,3.60985
2020-08-30,3.50572
2020-08-31,8.5387
2020-09-01,10.03123
2020-09-02,9.99652
2020-09-03,9.96181
2020-09-04,9.02464
2020-09-05,3.95695
2020-09-06,4.58174
2020-09-07,8.92051
2020-09-08,7.98333
2020-09-09,9.68413
2020-09-10,10.13536
2020-09-11,10.72544
2020-09-12,4.13051
2020-09-13,4.58174
2020-09-14,8.98993
2020-09-15,8.08746
2020-09-16,9.02464
2020-09-17,8.78167
2020-09-18,7.42797
2020-09-19,3.74869
2020-09-20,3.88753
2020-09-21,7.5321
2020-09-22,9.47587
2020-09-23,8.29573
2020-09-24,9.02464
2020-09-25,8.33044
2020-09-26,2.81152
2020-09-27,2.7421
2020-09-28,7.5321
2020-09-29,6.73377
2020-09-30,2.84623
2020-10-01,5.79659
2020-10-02,4.51232
2020-10-03,2.77681
2020-10-04,3.54043
2020-10-05,8.98993
2020-10-06,8.71225
2020-10-07,6.80319
2020-10-08,8.64283
2020-10-09,4.13051
2020-10-10,3.19333
2020-10-11,3.01978
2020-10-12,6.97674
2020-10-13,7.01145
2020-10-14,7.01145
2020-10-15,7.94862
2020-10-16,6.03956
2020-10-17,2.98507
2020-10-18,2.395
2020-10-19,6.56022
2020-10-20,7.21971
2020-10-21,6.52551
2020-10-22,5.8313
2020-10-23,5.69246
2020-10-24,2.08261
2020-10-25,2.60326
2020-10-26,6.28254
2020-10-27,6.90732
2020-10-28,6.03956
2020-10-29,5.1371
2020-10-30,6.42138
2020-10-31,2.42971
2020-11-01,2.70739
2020-11-02,6.56022
2020-11-03,5.51891
2020-11-04,6.4908
2020-11-05,7.32384
2020-11-06,5.65775
2020-11-07,3.19333
2020-11-08,2.32558
2020-11-09,4.92884
2020-11-10,6.80319
2020-11-11,7.25442
2020-11-12,7.84449
2020-11-13,5.79659
2020-11-14,2.67268
2020-11-15,2.32558
2020-11-16,7.08087
2020-11-17,6.94203
2020-11-18,6.4908
2020-11-19,6.69906
2020-11-20,5.34536
2020-11-21,2.7421
2020-11-22,2.95036
2020-11-23,7.5321
2020-11-24,6.52551
2020-11-25,7.56681
2020-11-26,8.92051
2020-11-27,6.10898
2020-11-28,3.33217
2020-11-29,3.57514
2020-11-30,8.78167
2020-12-01,8.08746
2020-12-02,9.02464
2020-12-03,28.87886
2020-12-04,8.12217
2020-12-05,4.23464
2020-12-06,3.60985
2020-12-07,9.12877
2020-12-08,8.36515
2020-12-09,8.64283
2020-12-10,8.71225
2020-12-11,8.74696
2020-12-12,3.92224
2020-12-13,3.0892
2020-12-14,7.67094
2020-12-15,7.56681
2020-12-16,7.91391
2020-12-17,7.60152
2020-12-18,6.4908
2020-12-19,3.36688
2020-12-20,4.37348
2020-12-21,8.85109
2020-12-22,8.67754
2020-12-23,9.75355
2020-12-24,8.98993
2020-12-25,4.68587
2020-12-26,4.37348
2020-12-27,4.4429
2020-12-28,12.73863
2020-12-29,15.55015
2020-12-30,21.10378
2020-12-31,21.27733
2021-01-01,6.07427
2021-01-02,6.8379
2021-01-03,8.67754
2021-01-04,37.5564
2021-01-05,13.91877
2021-01-06,13.36341
2021-01-07,12.66921
2021-01-08,14.78653
2021-01-09,8.8858
2021-01-10,7.04616
2021-01-11,16.03609
2021-01-12,13.39812
2021-01-13,15.09892
2021-01-14,13.01631
2021-01-15,11.76674
2021-01-16,6.66435
2021-01-17,7.77507
2021-01-18,13.01631
2021-01-19,12.2874
2021-01-20,11.07254
2021-01-21,12.07913
2021-01-22,10.44776
2021-01-23,6.62964
2021-01-24,7.77507
2021-01-25,11.80145
2021-01-26,14.6824
2021-01-27,12.73863
2021-01-28,11.80145
2021-01-29,11.59319
2021-01-30,8.1916
2021-01-31,6.73377
2021-02-01,12.84276
2021-02-02,12.49566
2021-02-03,13.39812
2021-02-04,12.73863
2021-02-05,10.96841
2021-02-06,5.38007
2021-02-07,6.8379
2021-02-08,11.21138
2021-02-09,11.90558
2021-02-10,11.17667
2021-02-11,4.47761
2021-02-12,4.72058
2021-02-13,5.76188
2021-02-14,5.24123
2021-02-15,13.71051
2021-02-16,12.77334
2021-02-17,12.32211
2021-02-18,12.2874
2021-02-19,11.35022
2021-02-20,6.52551
2021-02-21,5.97014
2021-02-22,11.35022
2021-02-23,11.2808
2021-02-24,10.86428
2021-02-25,10.89899
2021-02-26,10.10065
2021-02-27,4.13051
2021-02-28,5.10239
2021-03-01,5.20652
2021-03-02,9.12877
2021-03-03,9.09406
2021-03-04,8.1916
2021-03-05,8.78167
2021-03-06,4.92884
2021-03-07,4.85942
2021-03-08,9.68413
2021-03-09,9.89239
2021-03-10,9.68413
2021-03-11,9.78826
2021-03-12,10.13536
2021-03-13,3.67927
2021-03-14,4.40819
2021-03-15,8.46928
2021-03-16,9.19819
2021-03-17,8.67754
2021-03-18,9.58
2021-03-19,7.49739
2021-03-20,4.26935
2021-03-21,3.67927
2021-03-22,6.76848
2021-03-23,8.98993
2021-03-24,8.92051
2021-03-25,8.74696
2021-03-26,7.91391
2021-03-27,4.23464
2021-03-28,4.0958
2021-03-29,8.95522
2021-03-30,9.47587
2021-03-31,8.36515
2021-04-01,8.60812
2021-04-02,7.5321
2021-04-03,4.40819
2021-04-04,4.51232
2021-04-05,9.58
2021-04-06,10.06594
2021-04-07,9.19819
2021-04-08,10.79486
2021-04-09,8.57341
2021-04-10,4.26935
2021-04-11,3.81811
2021-04-12,9.51058
2021-04-13,7.74036
2021-04-14,9.05935
2021-04-15,9.71884
2021-04-16,9.71884
2021-04-17,4.96355
2021-04-18,4.33877
2021-04-19,11.35022
2021-04-20,11.45435
2021-04-21,11.80145
2021-04-22,11.6279
2021-04-23,11.55848
2021-04-24,5.93543
2021-04-25,4.96355
2021-04-26,10.96841
2021-04-27,11.31551
2021-04-28,12.49566
2021-04-29,10.76015
2021-04-30,11.03783
2021-05-01,6.24783
2021-05-02,6.42138
2021-05-03,15.23776
2021-05-04,14.0229
2021-05-05,8.15688
2021-05-06,10.10065
2021-05-07,8.36515
2021-05-08,5.06768
2021-05-09,4.75529
2021-05-10,10.55189
2021-05-11,12.80805
2021-05-12,11.14196
2021-05-13,10.30892
2021-05-14,9.30232
2021-05-15,4.40819
2021-05-16,3.99166
2021-05-17,8.85109
2021-05-18,7.35855
2021-05-19,4.33877
2021-05-20,7.91391
2021-05-21,7.70565
2021-05-22,3.95695
2021-05-23,4.47761
2021-05-24,6.97674
2021-05-25,8.12217
2021-05-26,8.57341
2021-05-27,8.26102
2021-05-28,7.70565
2021-05-29,3.4363
2021-05-30,3.99166
2021-05-31,7.98333
2021-06-01,7.63623
2021-06-02,7.49739
2021-06-03,8.36515
2021-06-04,7.63623
2021-06-05,3.29746
2021-06-06,3.50572
2021-06-07,7.25442
2021-06-08,6.80319
2021-06-09,7.49739
2021-06-10,7.185
2021-06-11,7.46268
2021-06-12,2.56855
2021-06-13,3.19333
2021-06-14,79.00034
2021-06-15,81.01353
2021-06-16,21.76327
2021-06-17,13.95348
2021-06-18,9.58
2021-06-19,4.47761
2021-06-20,4.51232
2021-06-21,8.08746
2021-06-22,7.01145
2021-06-23,9.26761
2021-06-24,8.8858
2021-06-25,7.67094
2021-06-26,3.92224
2021-06-27,3.19333
2021-06-28,7.60152
2021-06-29,7.49739
2021-06-30,6.8379
2021-07-01,7.56681
2021-07-02,6.45609
2021-07-03,3.26275
2021-07-04,2.60326
2021-07-05,6.76848
2021-07-06,6.00485
2021-07-07,6.1437
2021-07-08,6.80319
2021-07-09,6.42138
2021-07-10,2.395
2021-07-11,2.42971
2021-07-12,5.79659
2021-07-13,5.69246
2021-07-14,6.42138
2021-07-15,6.52551
2021-07-16,5.24123
2021-07-17,1.97847
2021-07-18,2.11732
2021-07-19,5.86601
2021-07-20,6.07427
2021-07-21,5.51891
2021-07-22,5.41478
2021-07-23,4.92884
2021-07-24,2.63797
2021-07-25,2.15203
2021-07-26,4.72058
2021-07-27,5.86601
2021-07-28,6.24783
2021-07-29,6.07427
2021-07-30,5.27594
2021-07-31,2.36029
2021-08-01,2.95036
2021-08-02,5.4842
2021-08-03,7.8792
2021-08-04,6.1437
2021-08-05,6.73377
2021-08-06,7.49739
2021-08-07,3.36688
2021-08-08,4.30406
2021-08-09,6.76848
2021-08-10,7.185
2021-08-11,7.42797
2021-08-12,8.78167
2021-08-13,9.05935
2021-08-14,4.47761
2021-08-15,5.03297
2021-08-16,9.75355
2021-08-17,8.43457
2021-08-18,8.98993
2021-08-19,7.63623
2021-08-20,7.42797
2021-08-21,3.7834
2021-08-22,2.63797
2021-08-23,8.5387
2021-08-24,6.97674
2021-08-25,7.67094
2021-08-26,7.84449
2021-08-27,6.80319
2021-08-28,2.91565
2021-08-29,2.67268
2021-08-30,6.07427
2021-08-31,7.185
2021-09-01,8.15688
2021-09-02,8.33044
2021-09-03,7.94862
2021-09-04,3.19333
2021-09-05,3.40159
2021-09-06,6.35196
2021-09-07,7.11558
2021-09-08,6.38667
2021-09-09,7.15029
2021-09-10,6.59493
2021-09-11,2.77681
2021-09-12,3.19333
2021-09-13,7.04616
2021-09-14,8.26102
2021-09-15,7.25442
2021-09-16,7.185
2021-09-17,5.62304
2021-09-18,3.33217
2021-09-19,2.49913
2021-09-20,2.11732
2021-09-21,2.25616
2021-09-22,2.84623
2021-09-23,5.65775
2021-09-24,5.06768
2021-09-25,2.70739
2021-09-26,2.53384
2021-09-27,5.65775
2021-09-28,5.93543
2021-09-29,6.45609
2021-09-30,9.9271
2021-10-01,7.94862
2021-10-02,2.32558
2021-10-03,3.01978
2021-10-04,4.96355
2021-10-05,7.63623
2021-10-06,7.04616
2021-10-07,6.66435
2021-10-08,5.72717
2021-10-09,3.05449
2021-10-10,2.53384
2021-10-11,3.67927
2021-10-12,6.73377
2021-10-13,6.31725
2021-10-14,6.03956
2021-10-15,6.31725
2021-10-16,2.67268
2021-10-17,2.395
2021-10-18,5.76188
2021-10-19,6.56022
2021-10-20,6.87261
2021-10-21,5.62304
2021-10-22,5.31065
2021-10-23,2.53384
2021-10-24,3.54043
2021-10-25,8.12217
2021-10-26,6.1437
2021-10-27,6.62964
2021-10-28,5.76188
2021-10-29,3.81811
2021-10-30,2.70739
2021-10-31,3.22804
2021-11-01,5.62304
2021-11-02,7.28913
2021-11-03,6.90732
2021-11-04,8.1916
2021-11-05,5.65775
2021-11-06,2.77681
2021-11-07,2.98507
2021-11-08,5.93543
2021-11-09,6.52551
2021-11-10,6.42138
2021-11-11,6.10898
2021-11-12,5.51891
2021-11-13,2.88094
2021-11-14,3.33217
2021-11-15,7.01145
2021-11-16,6.94203
2021-11-17,8.05275
2021-11-18,23.88059
2021-11-19,4.72058
2021-11-20,3.15862
2021-11-21,2.56855
2021-11-22,7.04616
2021-11-23,5.4842
2021-11-24,5.34536
2021-11-25,6.42138
2021-11-26,4.72058
2021-11-27,2.56855
2021-11-28,2.49913
2021-11-29,7.42797
2021-11-30,7.49739
2021-12-01,6.00485
2021-12-02,27.664
2021-12-03,21.62443
2021-12-04,4.82471
2021-12-05,3.36688
2021-12-06,6.10898
2021-12-07,5.06768
2021-12-08,6.52551
2021-12-09,11.83616
2021-12-10,6.03956
2021-12-11,2.70739
2021-12-12,3.36688
2021-12-13,5.27594
2021-12-14,6.17841
2021-12-15,4.72058
2021-12-16,5.17181
2021-12-17,4.89413
2021-12-18,2.01318
2021-12-19,2.7421
2021-12-20,5.10239
2021-12-21,4.47761
2021-12-22,5.55362
2021-12-23,5.93543
2021-12-24,5.79659
2021-12-25,2.67268
2021-12-26,3.74869
2021-12-27,8.46928
2021-12-28,8.74696
2021-12-29,11.10725
2021-12-30,13.81464
2021-12-31,18.88233
2022-01-01,2.395
2022-01-02,3.29746
2022-01-03,32.34987
2022-01-04,6.90732
2022-01-05,5.72717
2022-01-06,5.8313
2022-01-07,5.34536
2022-01-08,3.26275
2022-01-09,2.98507
2022-01-10,6.21312
2022-01-11,7.08087
2022-01-12,6.21312
2022-01-13,6.59493
2022-01-14,5.93543
2022-01-15,3.19333
2022-01-16,2.77681
2022-01-17,6.31725
2022-01-18,7.77507
2022-01-19,5.90072
2022-01-20,7.8792
2022-01-21,5.79659
2022-01-22,2.67268
2022-01-23,2.32558
2022-01-24,6.66435
2022-01-25,8.22631
2022-01-26,6.94203
2022-01-27,15.93196
2022-01-28,8.78167
2022-01-29,3.15862
2022-01-30,1.77021
2022-01-31,2.95036
2022-02-01,2.91565
2022-02-02,3.60985
2022-02-03,7.63623
2022-02-04,6.66435
2022-02-05,2.77681
2022-02-06,3.7834
2022-02-07,7.15029
2022-02-08,6.52551
2022-02-09,6.52551
2022-02-10,5.58833
2022-02-11,5.4842
2022-02-12,2.7421
2022-02-13,2.56855
2022-02-14,5.62304
2022-02-15,5.79659
2022-02-16,6.8379
2022-02-17,6.07427
2022-02-18,5.69246
2022-02-19,3.22804
2022-02-20,2.49913
2022-02-21,5.03297
2022-02-22,5.44949
2022-02-23,5.41478
2022-02-24,7.32384
2022-02-25,4.4429
2022-02-26,2.77681
2022-02-27,2.22145
2022-02-28,5.72717
2022-03-01,4.26935
2022-03-02,6.31725
2022-03-03,5.79659
2022-03-04,6.00485
2022-03-05,2.49913
2022-03-06,2.88094
2022-03-07,5.1371
2022-03-08,5.90072
2022-03-09,4.19993
2022-03-10,5.20652
2022-03-11,5.31065
2022-03-12,2.98507
2022-03-13,2.81152
2022-03-14,5.06768
2022-03-15,5.72717
2022-03-16,5.90072
2022-03-17,6.59493
2022-03-18,4.65116
2022-03-19,2.56855
2022-03-20,2.0479
2022-03-21,5.17181
2022-03-22,6.73377
2022-03-23,5.86601
2022-03-24,6.59493
2022-03-25,4.99826
2022-03-26,2.32558
2022-03-27,2.395
2022-03-28,5.27594
2022-03-29,5.4842
2022-03-30,6.8379
2022-03-31,5.62304
2022-04-01,4.23464
2022-04-02,2.56855
2022-04-03,2.81152
2022-04-04,5.58833
2022-04-05,5.55362
2022-04-06,6.00485
2022-04-07,5.1371
2022-04-08,5.62304
2022-04-09,2.0479
2022-04-10,2.46442
2022-04-11,5.79659
2022-04-12,5.38007
2022-04-13,5.72717
2022-04-14,5.27594
2022-04-15,5.31065
2022-04-16,2.0479
2022-04-17,2.42971
2022-04-18,5.34536
2022-04-19,5.51891
2022-04-20,5.34536
2022-04-21,4.92884
2022-04-22,4.89413
2022-04-23,1.97847
2022-04-24,2.46442
2022-04-25,4.82471
2022-04-26,4.96355
2022-04-27,5.72717
2022-04-28,5.58833
2022-04-29,5.62304
2022-04-30,2.36029
2022-05-01,2.60326
2022-05-02,3.85282
2022-05-03,4.79
2022-05-04,4.68587
2022-05-05,3.01978
2022-05-06,4.13051
2022-05-07,2.32558
2022-05-08,3.33217
2022-05-09,5.72717
2022-05-10,6.52551
2022-05-11,6.69906
2022-05-12,6.62964
2022-05-13,6.28254
2022-05-14,2.63797
2022-05-15,1.90905
2022-05-16,6.1437
2022-05-17,5.44949
2022-05-18,5.8313
2022-05-19,6.4908
2022-05-20,5.10239
2022-05-21,3.22804
2022-05-22,2.15203
2022-05-23,5.79659
2022-05-24,5.58833
2022-05-25,6.21312
2022-05-26,5.93543
2022-05-27,4.33877
2022-05-28,2.46442
2022-05-29,2.42971
2022-05-30,5.90072
2022-05-31,6.94203
2022-06-01,5.06768
2022-06-02,5.55362
2022-06-03,4.89413
2022-06-04,1.70079
2022-06-05,2.46442
2022-06-06,2.67268
2022-06-07,5.17181
2022-06-08,5.55362
2022-06-09,6.52551
2022-06-10,4.89413
2022-06-11,2.29087
2022-06-12,2.70739
2022-06-13,6.66435
2022-06-14,6.94203
2022-06-15,7.94862
2022-06-16,7.21971
2022-06-17,7.185
2022-06-18,2.77681
2022-06-19,2.46442
2022-06-20,7.84449
2022-06-21,6.1437
2022-06-22,8.1916
2022-06-23,7.46268
2022-06-24,6.38667
2022-06-25,2.91565
2022-06-26,1.90905
2022-06-27,5.97014
2022-06-28,5.24123
2022-06-29,5.4842
2022-06-30,5.65775
2022-07-01,5.1371
2022-07-02,2.60326
2022-07-03,2.01318
2022-07-04,6.1437
2022-07-05,5.03297
2022-07-06,5.76188
2022-07-07,5.31065
2022-07-08,4.51232
2022-07-09,1.80492
2022-07-10,1.66608
2022-07-11,4.19993
2022-07-12,4.40819
2022-07-13,4.40819
2022-07-14,4.54703
2022-07-15,4.13051
2022-07-16,2.53384
2022-07-17,1.94376
2022-07-18,3.99166
2022-07-19,4.37348
2022-07-20,5.31065
2022-07-21,5.27594
2022-07-22,4.72058
2022-07-23,2.29087
2022-07-24,2.25616
2022-07-25,4.99826
2022-07-26,4.72058
2022-07-27,4.47761
2022-07-28,5.27594
2022-07-29,4.40819
2022-07-30,2.84623
2022-07-31,1.97847
2022-08-01,4.72058
2022-08-02,4.65116
2022-08-03,4.75529
2022-08-04,4.82471
2022-08-05,4.30406
2022-08-06,2.25616
2022-08-07,1.24956
2022-08-08,6.69906
2022-08-09,8.8858
2022-08-10,5.20652
2022-08-11,5.38007
2022-08-12,5.44949
2022-08-13,2.56855
2022-08-14,2.11732
2022-08-15,2.08261
2022-08-16,5.8313
2022-08-17,5.20652
2022-08-18,5.86601
2022-08-19,5.10239
2022-08-20,2.46442
2022-08-21,1.7355
2022-08-22,5.58833
2022-08-23,6.4908
2022-08-24,5.51891
2022-08-25,5.24123
2022-08-26,4.58174
2022-08-27,1.90905
2022-08-28,1.66608
2022-08-29,4.99826
2022-08-30,5.38007
2022-08-31,5.65775
2022-09-01,5.86601
2022-09-02,5.10239
2022-09-03,2.22145
2022-09-04,2.15203
2022-09-05,5.69246
2022-09-06,6.10898
2022-09-07,6.80319
2022-09-08,4.58174
2022-09-09,2.01318
2022-09-10,2.25616
2022-09-11,2.11732
2022-09-12,2.56855
2022-09-13,5.69246
2022-09-14,6.69906
2022-09-15,6.17841
2022-09-16,5.72717
2022-09-17,1.90905
2022-09-18,1.94376
2022-09-19,5.34536
2022-09-20,5.1371
2022-09-21,5.24123
2022-09-22,5.79659
2022-09-23,6.80319
2022-09-24,1.63137
2022-09-25,1.7355
2022-09-26,5.65775
2022-09-27,4.58174
2022-09-28,6.62964
2022-09-29,5.41478
2022-09-30,5.69246
2022-10-01,3.12391
2022-10-02,2.11732
2022-10-03,3.0892
2022-10-04,5.97014
2022-10-05,6.90732
2022-10-06,6.28254
2022-10-07,6.03956
2022-10-08,2.84623
2022-10-09,2.29087
2022-10-10,2.84623
2022-10-11,6.35196
2022-10-12,9.44116
2022-10-13,6.94203
2022-10-14,6.73377
2022-10-15,3.47101
2022-10-16,2.81152
2022-10-17,6.59493
2022-10-18,6.8379
2022-10-19,6.76848
2022-10-20,5.41478
2022-10-21,6.56022
2022-10-22,2.01318
2022-10-23,2.01318
2022-10-24,6.69906
2022-10-25,5.20652
2022-10-26,5.06768
2022-10-27,6.10898
2022-10-28,5.24123
2022-10-29,1.90905
2022-10-30,1.49253
2022-10-31,6.52551
2022-11-01,5.76188
2022-11-02,5.1371
2022-11-03,6.03956
2022-11-04,5.93543
2022-11-05,2.60326
2022-11-06,2.70739
2022-11-07,6.24783
2022-11-08,6.00485
2022-11-09,6.62964
2022-11-10,5.10239
2022-11-11,6.4908
2022-11-12,3.7834
2022-11-13,3.40159
2022-11-14,7.60152
2022-11-15,7.84449
2022-11-16,8.08746
2022-11-17,25.72023
2022-11-18,5.34536
2022-11-19,2.25616
2022-11-20,2.56855
2022-11-21,5.86601
2022-11-22,5.51891
2022-11-23,5.90072
2022-11-24,6.07427
2022-11-25,5.41478
2022-11-26,2.32558
2022-11-27,1.90905
2022-11-28,5.58833
2022-11-29,5.8313
2022-11-30,6.87261
2022-12-01,5.76188
2022-12-02,4.79
2022-12-03,2.36029
2022-12-04,2.98507
2022-12-05,5.1371
2022-12-06,4.99826
2022-12-07,6.21312
2022-12-08,6.8379
2022-12-09,5.31065
2022-12-10,2.84623
2022-12-11,2.15203
2022-12-12,5.62304
2022-12-13,5.34536
2022-12-14,5.69246
2022-12-15,4.85942
2022-12-16,4.79
2022-12-17,2.42971
2022-12-18,2.29087
2022-12-19,5.90072
2022-12-20,5.93543
2022-12-21,5.86601
2022-12-22,5.8313
2022-12-23,7.11558
2022-12-24,2.42971
2022-12-25,2.32558
2022-12-26,7.21971
2022-12-27,9.19819
2022-12-28,13.60638
2022-12-29,17.66747
2022-12-30,27.80284
2022-12-31,2.91565
2023-01-01,3.71398
2023-01-02,25.75494
2023-01-03,5.03297
2023-01-04,5.10239
2023-01-05,6.21312
2023-01-06,4.82471
2023-01-07,3.01978
2023-01-08,2.32558
2023-01-09,6.35196
2023-01-10,5.8313
2023-01-11,6.94203
2023-01-12,6.21312
2023-01-13,5.20652
2023-01-14,2.56855
2023-01-15,2.7421
2023-01-16,5.72717
2023-01-17,5.93543
2023-01-18,5.65775
2023-01-19,6.1437
2023-01-20,6.24783
2023-01-21,1.94376
2023-01-22,2.22145
2023-01-23,2.53384
2023-01-24,4.16522
2023-01-25,11.00312
2023-01-26,8.01804
2023-01-27,6.00485
2023-01-28,3.4363
2023-01-29,3.36688
2023-01-30,7.74036
2023-01-31,7.35855
2023-02-01,8.1916
2023-02-02,7.42797
2023-02-03,6.80319
2023-02-04,3.01978
2023-02-05,2.70739
2023-02-06,6.8379
2023-02-07,6.4908
2023-02-08,7.56681
2023-02-09,8.46928
2023-02-10,6.76848
