date,2월공모주
2023-03-10,0.17323
2023-03-12,0.07699
2023-03-13,0.41704
2023-03-14,0.30796
2023-03-15,0.1604
2023-03-16,0.20531
2023-03-17,0.09624
2023-03-18,0.05774
2023-03-19,0.05774
2023-03-20,0.05132
2023-03-21,0.13473
2023-03-22,0.1219
2023-03-23,0.07057
2023-03-24,0.04491
2023-03-25,0.04491
2023-03-27,0.10265
2023-03-28,0.05774
2023-03-29,0.11548
2023-03-30,0.07699
2023-03-31,0.03208
2023-04-01,0.03208
2023-04-03,0.04491
2023-04-04,0.05774
2023-04-06,0.03849
2023-04-18,0.03208
2023-06-07,0.06416
2023-06-15,0.03208
2023-12-05,0.07699
2023-12-08,0.03208
2023-12-13,0.03849
2023-12-14,0.05132
2023-12-15,0.04491
2023-12-16,0.04491
2023-12-17,0.03849
2023-12-18,0.13473
2023-12-19,0.07699
2023-12-20,0.04491
2023-12-21,0.03849
2023-12-22,0.05132
2023-12-23,0.07057
2023-12-24,0.05774
2023-12-25,0.07699
2023-12-26,0.17964
2023-12-27,0.19889
2023-12-28,0.15398
2023-12-29,0.25664
2023-12-30,0.2823
2023-12-31,0.25664
2024-01-01,0.33363
2024-01-02,1.02656
2024-01-03,1.18696
2024-01-04,0.9239
2024-01-05,0.94315
2024-01-06,0.70576
2024-01-07,0.725
2024-01-08,1.19979
2024-01-09,1.28961
2024-01-10,1.29603
2024-01-11,1.20621
2024-01-12,1.2447
2024-01-13,0.78916
2024-01-14,1.05222
2024-01-15,1.96971
2024-01-16,2.97703
2024-01-17,4.12549
2024-01-18,5.70383
2024-01-19,5.14564
2024-01-20,2.84229
2024-01-21,3.05402
2024-01-22,4.99807
2024-01-23,5.78724
2024-01-24,12.07493
2024-01-25,14.88515
2024-01-26,24.37443
2024-01-27,11.15744
2024-01-28,10.87514
2024-01-29,21.7182
2024-01-30,18.03541
2024-01-31,16.45066
2024-02-01,38.39984
2024-02-02,24.14346
2024-02-03,10.46451
2024-02-04,13.33889
2024-02-05,27.28089
2024-02-06,28.83356
2024-02-07,23.28371
2024-02-08,20.69164
2024-02-09,10.86872
2024-02-10,11.74772
2024-02-11,14.68625
2024-02-12,29.61632
2024-02-13,100.0
2024-02-14,70.72372
2024-02-15,38.41909
2024-02-16,22.67419
2024-02-17,10.66983
2024-02-18,10.11163
2024-02-19,25.324
2024-02-20,20.33234
2024-02-21,17.92634
2024-02-22,20.89695
2024-02-23,20.47991
2024-02-24,7.84678
2024-02-25,9.91915
2024-02-26,28.06364
2024-02-27,22.01334
2024-02-28,11.01629
2024-02-29,7.71204
2024-03-01,1.8863
2024-03-02,1.70024
2024-03-03,1.8863
2024-03-04,5.44078
2024-03-05,4.6901
2024-03-06,3.34915
2024-03-07,3.26575
2024-03-08,1.15488
2024-03-09,0.55819
2024-03-10,0.50686
2024-03-11,1.07147
2024-03-12,1.31528
2024-03-13,1.33453
2024-03-14,1.0843
2024-03-15,0.57102
2024-03-16,0.4042
2024-03-17,0.10907
2024-03-18,0.64801
2024-03-19,0.53252
2024-03-20,0.25664
