date,2월공모주
2020-03-26,0.04491
2020-12-11,0.03208
2020-12-14,0.05132
2020-12-15,0.04491
2020-12-16,0.04491
2020-12-18,0.05132
2020-12-19,0.0834
2020-12-20,0.03208
2020-12-22,0.04491
2020-12-25,0.07057
2020-12-27,0.03849
2020-12-28,0.05132
2020-12-29,0.08982
2020-12-30,0.08982
2020-12-31,0.10265
2021-01-01,0.1604
2021-01-02,0.15398
2021-01-03,0.12832
2021-01-04,0.23739
2021-01-05,0.33363
2021-01-06,0.35288
2021-01-07,0.05774
2021-01-08,0.1219
2021-01-09,0.10907
2021-01-10,0.10907
2021-01-11,0.12832
2021-01-12,0.0834
2021-01-13,0.14756
2021-01-14,0.15398
2021-01-15,0.14115
2021-01-16,0.09624
2021-01-17,0.04491
2021-01-18,0.19248
2021-01-19,0.3208
2021-01-20,0.57102
2021-01-21,0.71217
2021-01-22,1.16129
2021-01-23,0.94957
2021-01-24,0.93673
2021-01-25,1.30886
2021-01-26,2.14294
2021-01-27,2.73322
2021-01-28,3.16951
2021-01-29,2.49582
2021-01-30,1.36019
2021-01-31,1.99538
2021-02-01,4.15116
2021-02-02,6.10162
2021-02-03,5.31887
2021-02-04,3.58655
2021-02-05,3.46464
2021-02-06,1.36019
2021-02-07,1.65533
2021-02-08,3.95868
2021-02-09,2.64981
2021-02-10,2.27126
2021-02-11,1.16771
2021-02-12,1.66174
2021-02-13,1.46926
2021-02-14,2.11728
2021-02-15,5.46644
2021-02-16,4.75426
2021-02-17,2.94495
2021-02-18,2.3675
2021-02-19,1.79006
2021-02-20,0.78275
2021-02-21,0.89824
2021-02-22,2.14936
2021-02-23,2.46374
2021-02-24,3.15667
2021-02-25,1.8863
2021-02-26,1.06505
2021-02-27,0.23739
2021-02-28,0.14115
2021-03-01,0.22456
2021-03-02,0.46836
2021-03-03,0.43628
2021-03-04,0.34004
2021-03-05,0.2823
2021-03-06,0.29513
2021-03-07,0.14115
2021-03-08,0.37212
2021-03-09,0.34004
2021-03-10,0.37212
2021-03-11,0.39779
2021-03-12,0.26947
2021-03-13,0.23097
2021-03-14,0.15398
2021-03-15,0.26305
2021-03-16,0.23097
2021-03-17,0.14115
2021-03-18,0.35288
2021-03-19,0.19889
2021-03-20,0.09624
2021-03-21,0.13473
2021-03-22,0.18606
2021-03-23,0.15398
2021-03-25,0.0834
2021-03-26,0.10907
2021-03-28,0.03849
2021-03-29,0.03208
2021-03-30,0.04491
2021-03-31,0.03208
2021-04-01,0.0834
2021-04-02,0.1219
2021-04-08,0.03208
2021-04-11,0.04491
2021-04-13,0.07699
2021-04-15,0.03208
2021-04-19,0.06416
2021-04-27,0.07057
2021-04-28,0.11548
2021-04-29,0.07699
2021-04-30,0.03849
2021-05-01,0.03849
2021-05-02,0.03208
2021-05-03,0.07057
2021-05-04,0.09624
2021-05-06,0.04491
2021-05-07,0.03208
2021-05-10,0.07699
2021-05-11,0.06416
2021-05-13,0.03849
2021-06-03,0.04491
2021-06-06,0.03208
2021-06-13,0.03849
2021-06-21,0.03208
2021-07-01,0.19248
2021-07-24,0.04491
2021-07-25,0.03849
2021-07-27,0.07057
2021-07-28,0.07057
2021-08-07,0.04491
2021-08-10,0.05774
2021-08-21,0.03208
2021-09-03,0.04491
2021-10-01,0.03208
2021-12-11,0.09624
2021-12-12,0.05132
2021-12-13,0.04491
2021-12-14,0.04491
2021-12-15,0.07699
2021-12-16,0.07057
2021-12-17,0.10907
2021-12-18,0.04491
2021-12-19,0.04491
2021-12-20,0.03208
2021-12-21,0.10907
2021-12-22,0.05774
2021-12-23,0.03208
2021-12-24,0.06416
2021-12-25,0.03208
2021-12-26,0.04491
2021-12-27,0.05132
2021-12-28,0.05774
2021-12-29,0.07057
2021-12-30,0.1604
2021-12-31,0.08982
2022-01-01,0.09624
2022-01-02,0.18606
2022-01-03,0.4042
2022-01-04,0.36571
2022-01-05,0.44912
2022-01-06,0.35288
2022-01-07,0.63518
2022-01-08,0.37854
2022-01-09,0.50044
2022-01-10,0.75708
2022-01-11,0.87899
2022-01-12,1.10997
2022-01-13,1.21262
2022-01-14,1.28961
2022-01-15,1.04581
2022-01-16,1.19337
2022-01-17,2.50224
2022-01-18,4.03567
2022-01-19,5.53702
2022-01-20,10.92005
2022-01-21,8.87976
2022-01-22,4.83125
2022-01-23,4.77993
2022-01-24,8.26382
2022-01-25,6.92287
2022-01-26,7.10894
2022-01-27,23.57885
2022-01-28,16.75862
2022-01-29,8.18683
2022-01-30,7.23726
2022-01-31,6.28127
2022-02-01,7.35275
2022-02-02,11.72847
2022-02-03,27.51828
2022-02-04,25.54215
2022-02-05,9.90632
2022-02-06,10.43243
2022-02-07,27.30655
2022-02-08,21.08943
2022-02-09,16.47632
2022-02-10,14.14731
2022-02-11,12.21609
2022-02-12,5.66534
2022-02-13,7.12819
2022-02-14,16.07853
2022-02-15,15.96945
2022-02-16,12.37007
2022-02-17,11.2216
2022-02-18,8.89259
2022-02-19,3.74053
2022-02-20,3.97151
2022-02-21,11.45258
2022-02-22,7.59014
2022-02-23,8.94392
2022-02-24,5.16489
2022-02-25,3.16951
2022-02-26,0.96881
2022-02-27,0.84049
2022-02-28,2.61131
2022-03-01,0.81483
2022-03-02,1.84781
2022-03-03,1.57833
2022-03-04,0.53894
2022-03-05,0.29513
2022-03-06,0.2438
2022-03-07,0.4812
2022-03-08,0.4812
2022-03-09,0.21814
2022-03-10,0.38496
2022-03-11,0.21814
2022-03-12,0.08982
2022-03-13,0.13473
2022-03-14,0.26947
2022-03-15,0.27588
2022-03-16,0.26305
2022-03-17,0.21814
2022-03-18,0.34004
2022-03-19,0.14756
2022-03-20,0.05132
2022-03-21,0.20531
2022-03-22,0.17323
2022-03-23,0.21172
2022-03-24,0.16681
2022-03-25,0.07699
2022-03-26,0.05774
2022-03-28,0.08982
2022-03-29,0.04491
2022-03-31,0.10265
2022-04-01,0.04491
2022-04-05,0.03208
2022-04-07,0.03208
2022-04-13,0.03849
2022-04-14,0.03208
2022-04-20,0.04491
2022-04-21,0.05132
2022-04-28,0.04491
2022-05-03,0.0834
2022-05-21,0.03208
2022-05-30,0.03208
2022-05-31,0.03208
2022-06-13,0.03208
2023-01-02,0.05132
2023-01-03,0.05774
2023-01-04,0.10265
2023-01-05,0.07699
2023-01-06,0.13473
2023-01-07,0.03849
2023-01-08,0.0834
2023-01-09,0.13473
2023-01-10,0.26305
2023-01-11,0.26947
2023-01-12,0.3208
2023-01-13,0.44912
2023-01-14,0.2438
2023-01-15,0.25664
2023-01-16,0.50686
2023-01-17,0.51969
2023-01-18,0.5646
2023-01-19,0.84049
2023-01-20,0.89824
2023-01-21,0.32721
2023-01-22,0.37854
2023-01-23,0.41704
2023-01-24,0.78275
2023-01-25,1.604
2023-01-26,2.11086
2023-01-27,4.26664
2023-01-28,2.09162
2023-01-29,2.13653
2023-01-30,6.58283
2023-01-31,6.53791
2023-02-01,7.87244
2023-02-02,7.4554
2023-02-03,10.22071
2023-02-04,3.7662
2023-02-05,4.42704
2023-02-06,11.85679
2023-02-07,19.18388
2023-02-08,16.71371
2023-02-09,14.62851
2023-02-10,10.09239
2023-02-11,4.09341
2023-02-12,4.09341
2023-02-13,12.67804
2023-02-14,10.69549
2023-02-15,13.31322
2023-02-16,13.24265
2023-02-17,10.99704
2023-02-18,4.94033
2023-02-19,6.42884
2023-02-20,19.58809
2023-02-21,16.43782
2023-02-22,10.00898
2023-02-23,7.87244
2023-02-24,5.19055
2023-02-25,1.93763
2023-02-26,1.77723
2023-02-27,5.02373
2023-02-28,3.09251
2023-03-01,1.33453
2023-03-02,3.14384
2023-03-03,2.29051
2023-03-04,0.42345
2023-03-05,0.45553
2023-03-06,1.14205
2023-03-07,1.06505
2023-03-08,0.48761
2023-03-09,0.42345
