date,선물만기일
2020-11-02,1.6313
2020-11-03,1.54729
2020-11-04,1.34425
2020-11-05,2.56248
2020-11-06,2.68851
2020-11-07,1.01519
2020-11-08,1.39326
2020-11-09,5.21599
2020-11-10,9.57781
2020-11-11,18.07743
2020-11-12,30.60281
2020-11-13,6.67226
2020-11-14,1.19722
2020-11-15,0.81215
2020-11-16,1.91136
2020-11-17,2.05138
2020-11-18,2.51347
2020-11-19,3.7317
2020-11-20,3.11559
2020-11-21,1.44227
2020-11-22,0.83315
2020-11-23,3.1646
2020-11-24,3.31162
2020-11-25,6.74928
2020-11-26,6.56724
2020-11-27,5.37702
2020-11-28,2.59749
2020-11-29,2.02338
2020-11-30,8.40159
2020-12-01,7.06434
2020-12-02,9.04571
2020-12-03,11.02709
2020-12-04,13.42855
2020-12-05,8.60463
2020-12-06,8.76566
2020-12-07,22.23622
2020-12-08,54.42134
2020-12-09,40.84576
2020-12-10,28.81047
2020-12-11,4.71889
2020-12-12,1.34425
2020-12-13,1.15521
2020-12-14,2.03738
2020-12-15,2.1214
2020-12-16,2.03738
2020-12-17,3.38864
2020-12-18,2.33144
2020-12-19,1.0782
2020-12-20,0.86816
2020-12-21,1.91136
2020-12-22,2.45746
2020-12-23,2.20541
2020-12-24,2.53448
2020-12-25,1.40026
2020-12-26,0.98018
2020-12-27,0.77714
2020-12-28,2.04438
2020-12-29,3.89974
2020-12-30,5.43303
2020-12-31,3.94174
2021-01-01,2.1424
2021-01-02,1.30924
2021-01-03,2.09339
2021-01-04,8.16355
2021-01-05,4.97794
2021-01-06,7.71546
2021-01-07,6.98732
2021-01-08,7.96751
2021-01-09,4.57886
2021-01-10,5.293
2021-01-11,20.0168
2021-01-12,27.20016
2021-01-13,47.18196
2021-01-14,56.01064
2021-01-15,14.01666
2021-01-16,3.85073
2021-01-17,2.28943
2021-01-18,3.25561
2021-01-19,3.56367
2021-01-20,2.43646
2021-01-21,3.15759
2021-01-22,3.12259
2021-01-23,1.46327
2021-01-24,1.30224
2021-01-25,2.26843
2021-01-26,3.76671
2021-01-27,3.64069
2021-01-28,7.87649
2021-01-29,10.64202
2021-01-30,4.2148
2021-01-31,2.88454
2021-02-01,5.06896
2021-02-02,5.20198
2021-02-03,5.88811
2021-02-04,8.4506
2021-02-05,6.67926
2021-02-06,2.79353
2021-02-07,2.52748
2021-02-08,13.07148
2021-02-09,20.52089
2021-02-10,18.47651
2021-02-11,3.42365
2021-02-12,1.98837
2021-02-13,1.6243
2021-02-14,1.87635
2021-02-15,5.22299
2021-02-16,4.41083
2021-02-17,4.34082
2021-02-18,8.65364
2021-02-19,8.15654
2021-02-20,1.82034
2021-02-21,1.53329
2021-02-22,3.38864
2021-02-23,3.93474
2021-02-24,6.22418
2021-02-25,7.14835
2021-02-26,7.96751
2021-02-27,3.04557
2021-02-28,2.6675
2021-03-01,3.1996
2021-03-02,5.78309
2021-03-03,6.14016
2021-03-04,8.31758
2021-03-05,10.22894
2021-03-06,4.16579
2021-03-07,3.46565
2021-03-08,14.20569
2021-03-09,18.78456
2021-03-10,34.97164
2021-03-11,22.49527
2021-03-12,4.43184
2021-03-13,1.0642
2021-03-14,0.93817
2021-03-15,1.86935
2021-03-16,2.24742
2021-03-17,2.91255
2021-03-18,3.96275
2021-03-19,5.02695
2021-03-20,1.05019
2021-03-21,1.28824
2021-03-22,1.19022
2021-03-23,2.09339
2021-03-24,1.93936
2021-03-25,5.68508
2021-03-26,8.89168
2021-03-27,2.72351
2021-03-28,1.37926
2021-03-29,1.70132
2021-03-30,1.68031
2021-03-31,1.85535
2021-04-01,1.6033
2021-04-02,2.40145
2021-04-03,1.02919
2021-04-04,1.02219
2021-04-05,2.78652
2021-04-06,4.16579
2021-04-07,10.38297
2021-04-08,17.9024
2021-04-09,4.48785
2021-04-10,0.91717
2021-04-11,0.94517
2021-04-12,1.63831
2021-04-13,1.78533
2021-04-14,2.17741
2021-04-15,3.47265
2021-04-16,2.49247
2021-04-17,0.77014
2021-04-18,0.88216
2021-04-19,1.37226
2021-04-20,1.78533
2021-04-21,4.29181
2021-04-22,3.33963
2021-04-23,4.00476
2021-04-24,1.20422
2021-04-25,0.65812
2021-04-26,1.72232
2021-04-27,2.1074
2021-04-28,4.41083
2021-04-29,4.92193
2021-04-30,6.09115
2021-05-01,1.74333
2021-05-02,1.20422
2021-05-03,3.03157
2021-05-04,4.80991
2021-05-05,2.1214
2021-05-06,3.83672
2021-05-07,3.01757
2021-05-08,1.56129
2021-05-09,1.65931
2021-05-10,6.03514
2021-05-11,10.90807
2021-05-12,32.1221
2021-05-13,33.27032
2021-05-14,7.18336
2021-05-15,2.02338
2021-05-16,1.65231
2021-05-17,2.57648
2021-05-18,2.43646
2021-05-19,2.34544
2021-05-20,3.54967
2021-05-21,3.87873
2021-05-22,1.51228
2021-05-23,1.33025
2021-05-24,2.87054
2021-05-25,2.6465
2021-05-26,3.73871
2021-05-27,7.48442
2021-05-28,11.5872
2021-05-29,4.00476
2021-05-30,2.07239
2021-05-31,4.17979
2021-06-01,5.05496
2021-06-02,5.58006
2021-06-03,8.65364
2021-06-04,7.58244
2021-06-05,3.12959
2021-06-06,3.75271
2021-06-07,9.64783
2021-06-08,14.31071
2021-06-09,33.37534
2021-06-10,23.6995
2021-06-11,4.01176
2021-06-12,0.76314
2021-06-13,0.75614
2021-06-14,1.47728
2021-06-15,1.56129
2021-06-16,1.57529
2021-06-17,2.98256
2021-06-18,2.59049
2021-06-19,1.0642
2021-06-20,0.71413
2021-06-21,2.42246
2021-06-22,1.51228
2021-06-23,2.00238
2021-06-24,3.78071
2021-06-25,4.39683
2021-06-26,1.20422
2021-06-27,0.61611
2021-06-28,1.16222
2021-06-29,1.50528
2021-06-30,1.56129
2021-07-01,2.23342
2021-07-02,1.65231
2021-07-03,0.59511
2021-07-04,1.02219
2021-07-05,3.30462
2021-07-06,5.00595
2021-07-07,13.01547
2021-07-08,61.40166
2021-07-09,13.42855
2021-07-10,2.76552
2021-07-11,1.53329
2021-07-12,2.36644
2021-07-13,2.29643
2021-07-14,2.6815
2021-07-15,3.1786
2021-07-16,3.84373
2021-07-17,1.54729
2021-07-18,0.97318
2021-07-19,2.42946
2021-07-20,1.99537
2021-07-21,2.24042
2021-07-22,2.10039
2021-07-23,1.73632
2021-07-24,0.69313
2021-07-25,0.52509
2021-07-26,1.73632
2021-07-27,1.34425
2021-07-28,2.1424
2021-07-29,2.1354
2021-07-30,4.99894
2021-07-31,1.33725
2021-08-01,0.91717
2021-08-02,1.82734
2021-08-03,2.07239
2021-08-04,3.80872
2021-08-05,3.98375
2021-08-06,2.73051
2021-08-07,1.53329
2021-08-08,1.68031
2021-08-09,5.22299
2021-08-10,12.02128
2021-08-11,26.71707
2021-08-12,27.66925
2021-08-13,15.69698
2021-08-14,2.35244
2021-08-15,1.79934
2021-08-16,1.93936
2021-08-17,2.94756
2021-08-18,2.71651
2021-08-19,7.43541
2021-08-20,6.3222
2021-08-21,1.86235
2021-08-22,1.23923
2021-08-23,2.06539
2021-08-24,2.6605
2021-08-25,3.7317
2021-08-26,4.01876
2021-08-27,6.3362
2021-08-28,2.47847
2021-08-29,1.30224
2021-08-30,3.1996
2021-08-31,5.60106
2021-09-01,5.272
2021-09-02,8.4226
2021-09-03,6.05615
2021-09-04,2.09339
2021-09-05,2.77252
2021-09-06,10.551
2021-09-07,15.47293
2021-09-08,34.12448
2021-09-09,34.7476
2021-09-10,5.61506
2021-09-11,1.39326
2021-09-12,1.20422
2021-09-13,1.88335
2021-09-14,1.91836
2021-09-15,1.44927
2021-09-16,3.24161
2021-09-17,2.92655
2021-09-18,1.19022
2021-09-19,0.71413
2021-09-20,1.19722
2021-09-21,1.35825
2021-09-22,1.40726
2021-09-23,3.03857
2021-09-24,4.34082
2021-09-25,1.30224
2021-09-26,0.5531
2021-09-27,1.11321
2021-09-28,3.12959
2021-09-29,3.34663
2021-09-30,2.33844
2021-10-01,2.92655
2021-10-02,0.88916
2021-10-03,1.04319
2021-10-04,1.23923
2021-10-05,3.88573
2021-10-06,10.31295
2021-10-07,6.00014
2021-10-08,3.50066
2021-10-09,1.16922
2021-10-10,1.28824
2021-10-11,2.1074
2021-10-12,6.94531
2021-10-13,12.39235
2021-10-14,14.28271
2021-10-15,3.43065
2021-10-16,0.74914
2021-10-17,0.76314
2021-10-18,1.23923
2021-10-19,1.0782
2021-10-20,1.6243
2021-10-21,2.1144
2021-10-22,1.5893
2021-10-23,0.88916
2021-10-24,0.91017
2021-10-25,1.24623
2021-10-26,1.92536
2021-10-27,3.47966
2021-10-28,6.02814
2021-10-29,5.65707
2021-10-30,1.19722
2021-10-31,0.89617
2021-11-01,1.44927
2021-11-02,1.79934
2021-11-03,2.84254
2021-11-04,2.79353
2021-11-05,2.35244
2021-11-06,0.92417
2021-11-07,0.89617
2021-11-08,3.86473
2021-11-09,4.90793
2021-11-10,17.99341
2021-11-11,15.58496
2021-11-12,5.02695
2021-11-13,1.70132
2021-11-14,1.37926
2021-11-15,2.57648
2021-11-16,1.96037
2021-11-17,3.33963
2021-11-18,4.80991
2021-11-19,5.06196
2021-11-20,1.0922
2021-11-21,0.77714
2021-11-22,1.97437
2021-11-23,1.86235
2021-11-24,2.6325
2021-11-25,3.23461
2021-11-26,8.77966
2021-11-27,1.98837
2021-11-28,1.30224
2021-11-29,1.91136
2021-11-30,5.39102
2021-12-01,4.01876
2021-12-02,5.42603
2021-12-03,5.17398
2021-12-04,2.57648
2021-12-05,2.24742
2021-12-06,7.97451
2021-12-07,9.88587
2021-12-08,19.72274
2021-12-09,17.78337
2021-12-10,4.59987
2021-12-11,0.84015
2021-12-12,0.83315
2021-12-13,1.76433
2021-12-14,2.00938
2021-12-15,2.04438
2021-12-16,3.1926
2021-12-17,4.87292
2021-12-18,1.33725
2021-12-19,0.77014
2021-12-20,1.76433
2021-12-21,1.14121
2021-12-22,1.05019
2021-12-23,1.77133
2021-12-24,2.29643
2021-12-25,0.88216
2021-12-26,1.0642
2021-12-27,1.83434
2021-12-28,3.2066
2021-12-29,5.34201
2021-12-30,6.28019
2021-12-31,5.74809
2022-01-01,2.03738
2022-01-02,1.91136
2022-01-03,3.99075
2022-01-04,3.45165
2022-01-05,6.94531
2022-01-06,6.23818
2022-01-07,3.7317
2022-01-08,1.43527
2022-01-09,1.43527
2022-01-10,5.7901
2022-01-11,6.82629
2022-01-12,8.70265
2022-01-13,18.74956
2022-01-14,5.41902
2022-01-15,0.86116
2022-01-16,0.70013
2022-01-17,1.82734
2022-01-18,1.90436
2022-01-19,2.1074
2022-01-20,2.1494
2022-01-21,4.41083
2022-01-22,1.6313
2022-01-23,1.0782
2022-01-24,2.6535
2022-01-25,3.15059
2022-01-26,1.94636
2022-01-27,4.98494
2022-01-28,3.92774
2022-01-29,1.38626
2022-01-30,0.72113
2022-01-31,1.0852
2022-02-01,0.84015
2022-02-02,1.35125
2022-02-03,2.77952
2022-02-04,3.06658
2022-02-05,1.42827
2022-02-06,1.36525
2022-02-07,4.83091
2022-02-08,5.53105
2022-02-09,9.17174
2022-02-10,20.35286
2022-02-11,4.7819
2022-02-12,0.87516
2022-02-13,0.80515
2022-02-14,1.6033
2022-02-15,1.79234
2022-02-16,2.28243
2022-02-17,4.7609
2022-02-18,4.7819
2022-02-19,1.40726
2022-02-20,1.31625
2022-02-21,2.51347
2022-02-22,3.22061
2022-02-23,2.1284
2022-02-24,2.76552
2022-02-25,1.98837
2022-02-26,1.04319
2022-02-27,0.62311
2022-02-28,2.1214
2022-03-01,1.57529
2022-03-02,2.47146
2022-03-03,3.1856
2022-03-04,3.43065
2022-03-05,1.30924
2022-03-06,1.55429
2022-03-07,6.79129
2022-03-08,6.94531
2022-03-09,2.84954
2022-03-10,13.25351
2022-03-11,3.59168
2022-03-12,0.98718
2022-03-13,0.99418
2022-03-14,1.98137
2022-03-15,2.76552
2022-03-16,2.52748
2022-03-17,4.14478
2022-03-18,5.15998
2022-03-19,1.00119
2022-03-20,0.67212
2022-03-21,1.51928
2022-03-22,1.12721
2022-03-23,1.30224
2022-03-24,2.61149
2022-03-25,3.33963
2022-03-26,0.58111
2022-03-27,0.41307
2022-03-28,1.0922
2022-03-29,0.93817
2022-03-30,1.81334
2022-03-31,2.07239
2022-04-01,1.64531
2022-04-02,0.44108
2022-04-03,0.82615
2022-04-04,1.49828
2022-04-05,2.6535
2022-04-06,4.08177
2022-04-07,7.48442
2022-04-08,3.05958
2022-04-09,0.79115
2022-04-10,0.80515
2022-04-11,3.29062
2022-04-12,4.59987
2022-04-13,7.07834
2022-04-14,13.05748
2022-04-15,4.17979
2022-04-16,0.76314
2022-04-17,0.47609
2022-04-18,1.23223
2022-04-19,0.75614
2022-04-20,1.14821
2022-04-21,1.33025
2022-04-22,1.28124
2022-04-23,0.45508
2022-04-24,0.45508
2022-04-25,1.23223
2022-04-26,0.99418
2022-04-27,1.53329
2022-04-28,1.6173
2022-04-29,2.30343
2022-04-30,0.71413
2022-05-01,0.5531
2022-05-02,1.28824
2022-05-03,1.11321
2022-05-04,1.21823
2022-05-05,0.92417
2022-05-06,2.25442
2022-05-07,0.84015
2022-05-08,0.86116
2022-05-09,2.56248
2022-05-10,3.91374
2022-05-11,5.63607
2022-05-12,14.55576
2022-05-13,3.6967
2022-05-14,1.17622
2022-05-15,0.74914
2022-05-16,1.16922
2022-05-17,1.42127
2022-05-18,1.84835
2022-05-19,5.314
2022-05-20,4.01876
2022-05-21,2.04438
2022-05-22,0.70013
2022-05-23,1.56129
2022-05-24,2.27543
2022-05-25,1.33725
2022-05-26,2.77252
2022-05-27,2.26843
2022-05-28,0.81915
2022-05-29,0.72113
2022-05-30,2.27543
2022-05-31,3.1996
2022-06-01,1.0992
2022-06-02,2.55548
2022-06-03,2.54148
2022-06-04,0.76314
2022-06-05,0.74914
2022-06-06,1.32325
2022-06-07,8.00952
2022-06-08,11.89526
2022-06-09,17.55233
2022-06-10,3.80872
2022-06-11,0.78414
2022-06-12,0.5601
2022-06-13,2.28943
2022-06-14,2.22642
2022-06-15,2.48547
2022-06-16,6.25918
2022-06-17,5.89512
2022-06-18,0.98718
2022-06-19,0.49709
2022-06-20,1.89736
2022-06-21,1.19022
2022-06-22,2.47146
2022-06-23,3.27662
2022-06-24,2.04438
2022-06-25,0.58811
2022-06-26,0.59511
2022-06-27,1.0922
2022-06-28,0.89617
2022-06-29,1.0782
2022-06-30,1.6103
2022-07-01,1.94636
2022-07-02,0.73513
2022-07-03,0.5461
2022-07-04,2.18441
2022-07-05,2.20541
2022-07-06,2.98956
2022-07-07,3.1996
2022-07-08,1.69432
2022-07-09,0.73513
2022-07-10,0.72813
2022-07-11,2.05839
2022-07-12,2.47146
2022-07-13,3.66169
2022-07-14,7.96751
2022-07-15,2.97556
2022-07-16,0.5321
2022-07-17,0.15402
2022-07-18,0.81215
2022-07-19,0.61611
2022-07-20,1.0852
2022-07-21,1.10621
2022-07-22,0.85416
2022-07-23,0.37107
2022-07-24,0.28705
2022-07-25,0.58111
2022-07-26,0.72113
2022-07-27,0.61611
2022-07-28,1.18322
2022-07-29,1.27424
2022-07-30,0.36406
2022-07-31,0.39207
2022-08-01,0.67212
2022-08-02,0.93117
2022-08-03,1.0642
2022-08-04,1.6103
2022-08-05,1.21123
2022-08-06,0.31505
2022-08-07,0.52509
2022-08-08,1.33025
2022-08-09,1.86935
2022-08-10,4.64888
2022-08-11,6.18917
2022-08-12,1.91136
2022-08-13,0.5531
2022-08-14,0.40607
2022-08-15,0.51109
2022-08-16,1.16222
2022-08-17,1.92536
2022-08-18,2.71651
2022-08-19,4.55786
2022-08-20,1.18322
2022-08-21,0.45508
2022-08-22,1.02919
2022-08-23,0.99418
2022-08-24,0.84015
2022-08-25,1.22523
2022-08-26,0.92417
2022-08-27,0.51109
2022-08-28,0.45508
2022-08-29,1.23223
2022-08-30,1.26724
2022-08-31,2.19141
2022-09-01,3.08758
2022-09-02,2.28943
2022-09-03,0.90317
2022-09-04,1.0992
2022-09-05,3.85773
2022-09-06,3.44465
2022-09-07,8.63964
2022-09-08,6.58125
2022-09-09,1.16922
2022-09-10,0.49009
2022-09-11,0.45508
2022-09-12,1.0642
2022-09-13,2.40845
2022-09-14,2.6465
2022-09-15,3.24861
2022-09-16,4.79591
2022-09-17,0.84716
2022-09-18,0.42007
2022-09-19,0.95218
2022-09-20,0.67212
2022-09-21,0.65812
2022-09-22,0.79115
2022-09-23,1.0922
2022-09-24,0.48309
2022-09-25,0.37807
2022-09-26,1.19022
2022-09-27,1.19022
2022-09-28,1.96037
2022-09-29,1.98137
2022-09-30,2.59749
2022-10-01,0.63712
2022-10-02,0.43408
2022-10-03,0.46208
2022-10-04,1.32325
2022-10-05,2.38745
2022-10-06,2.05839
2022-10-07,1.11321
2022-10-08,0.5391
2022-10-09,0.42708
2022-10-10,0.73513
2022-10-11,2.1494
2022-10-12,2.92655
2022-10-13,8.91969
2022-10-14,2.21242
2022-10-15,0.58111
2022-10-16,0.30805
2022-10-17,0.76314
2022-10-18,1.00119
2022-10-19,1.28824
2022-10-20,2.40145
2022-10-21,2.90555
2022-10-22,0.63712
2022-10-23,0.42708
2022-10-24,0.5321
2022-10-25,0.5671
2022-10-26,0.65112
2022-10-27,1.35825
2022-10-28,0.96618
2022-10-29,0.27305
2022-10-30,0.32206
2022-10-31,0.63011
2022-11-01,0.81215
2022-11-02,0.91717
2022-11-03,1.82034
2022-11-04,1.47728
2022-11-05,0.46908
2022-11-06,0.46908
2022-11-07,1.68031
2022-11-08,2.17741
2022-11-09,3.52867
2022-11-10,7.54043
2022-11-11,2.01638
2022-11-12,0.5461
2022-11-13,0.42708
2022-11-14,1.02919
2022-11-15,0.84716
2022-11-16,1.46327
2022-11-17,2.77252
2022-11-18,2.21942
2022-11-19,0.5741
2022-11-20,0.27305
2022-11-21,0.71413
2022-11-22,0.73513
2022-11-23,0.77014
2022-11-24,0.74914
2022-11-25,1.00819
2022-11-26,0.39907
2022-11-27,0.38507
2022-11-28,1.00819
2022-11-29,0.87516
2022-11-30,2.40845
2022-12-01,1.86235
2022-12-02,2.40145
2022-12-03,0.5391
2022-12-04,0.51109
2022-12-05,2.91255
2022-12-06,3.99775
2022-12-07,6.20317
2022-12-08,11.48218
2022-12-09,2.31744
2022-12-10,0.37807
2022-12-11,0.5391
2022-12-12,0.92417
2022-12-13,0.95218
2022-12-14,1.21123
2022-12-15,3.10859
2022-12-16,3.78771
2022-12-17,0.98018
2022-12-18,0.50409
2022-12-19,0.80515
2022-12-20,0.95918
2022-12-21,0.83315
2022-12-22,0.93117
2022-12-23,1.0642
2022-12-24,0.44108
2022-12-25,0.46208
2022-12-26,0.69313
2022-12-27,0.77014
2022-12-28,1.31625
2022-12-29,1.91136
2022-12-30,2.07239
2022-12-31,0.61611
2023-01-01,0.87516
2023-01-02,2.45046
2023-01-03,1.64531
2023-01-04,1.84134
2023-01-05,1.6313
2023-01-06,1.54029
2023-01-07,0.5531
2023-01-08,0.5601
2023-01-09,2.6815
2023-01-10,2.60449
2023-01-11,4.49485
2023-01-12,8.85668
2023-01-13,2.00938
2023-01-14,0.63011
2023-01-15,0.40607
2023-01-16,0.94517
2023-01-17,0.94517
2023-01-18,1.12721
2023-01-19,1.64531
2023-01-20,1.00819
2023-01-21,0.52509
2023-01-22,0.24504
2023-01-23,0.37807
2023-01-24,0.45508
2023-01-25,1.01519
2023-01-26,1.92536
2023-01-27,1.97437
2023-01-28,0.49009
2023-01-29,0.44108
2023-01-30,1.16222
2023-01-31,1.51928
2023-02-01,1.49828
2023-02-02,2.16341
2023-02-03,1.85535
2023-02-04,0.77714
2023-02-05,0.58811
2023-02-06,2.42946
2023-02-07,2.36644
2023-02-08,4.7399
2023-02-09,8.21256
2023-02-10,3.00357
2023-02-11,0.5461
2023-02-12,0.45508
2023-02-13,0.98018
2023-02-14,0.85416
2023-02-15,2.6465
2023-02-16,3.54967
2023-02-17,3.33263
2023-02-18,0.79815
2023-02-19,0.5741
2023-02-20,1.0852
2023-02-21,1.00119
2023-02-22,1.42827
2023-02-23,1.46327
2023-02-24,1.49128
2023-02-25,0.5531
2023-02-26,0.49709
2023-02-27,1.23223
2023-02-28,1.44927
2023-03-01,0.83315
2023-03-02,2.18441
2023-03-03,1.89035
2023-03-04,0.72113
2023-03-05,0.96618
2023-03-06,2.86354
2023-03-07,3.7317
2023-03-08,6.95932
2023-03-09,16.20107
2023-03-10,4.13078
2023-03-11,0.80515
2023-03-12,0.70713
2023-03-13,1.0572
2023-03-14,2.53448
2023-03-15,1.68031
2023-03-16,2.80753
2023-03-17,3.40964
2023-03-18,0.81915
2023-03-19,0.35706
2023-03-20,0.58111
2023-03-21,0.62311
2023-03-22,0.64412
2023-03-23,3.39564
2023-03-24,1.12721
2023-03-25,0.40607
2023-03-26,0.30805
2023-03-27,0.65112
2023-03-28,0.75614
2023-03-29,1.14821
2023-03-30,1.5823
2023-03-31,1.32325
2023-04-01,0.35706
2023-04-02,0.35006
2023-04-03,1.13421
2023-04-04,1.16222
2023-04-05,1.95337
2023-04-06,6.23818
2023-04-07,1.91836
2023-04-08,0.5741
2023-04-09,0.46908
2023-04-10,1.98837
2023-04-11,2.51347
2023-04-12,5.93712
2023-04-13,10.12392
2023-04-14,1.89736
2023-04-15,0.60911
2023-04-16,0.52509
2023-04-17,0.79115
2023-04-18,0.98718
2023-04-19,1.47728
2023-04-20,3.82972
2023-04-21,2.59749
2023-04-22,0.68613
2023-04-23,0.46208
2023-04-24,0.91717
2023-04-25,1.0782
2023-04-26,1.16922
2023-04-27,1.21123
2023-04-28,1.13421
2023-04-29,0.58111
2023-04-30,0.51109
2023-05-01,0.64412
2023-05-02,0.95218
2023-05-03,0.95218
2023-05-04,1.00819
2023-05-05,0.36406
2023-05-06,0.34306
2023-05-07,0.42007
2023-05-08,1.72232
2023-05-09,1.88335
2023-05-10,4.33382
2023-05-11,7.89049
2023-05-12,2.05839
2023-05-13,0.5601
2023-05-14,0.42007
2023-05-15,0.90317
2023-05-16,0.78414
2023-05-17,0.99418
2023-05-18,1.72232
2023-05-19,1.6313
2023-05-20,0.42007
2023-05-21,0.21704
2023-05-22,0.70013
2023-05-23,0.65812
2023-05-24,0.85416
2023-05-25,1.98137
2023-05-26,0.97318
2023-05-27,0.51109
2023-05-28,0.36406
2023-05-29,0.63712
