date,와이즈버즈
2020-08-23,0.49249
2020-08-24,1.19859
2020-08-25,1.34694
2020-08-26,1.07399
2020-08-27,1.10959
2020-08-28,1.02652
2020-08-29,0.40348
2020-08-30,0.41535
2020-08-31,1.38254
2020-09-01,1.25793
2020-09-02,2.36159
2020-09-03,1.53681
2020-09-04,1.51901
2020-09-05,0.65863
2020-09-06,0.7595
2020-09-07,1.65549
2020-09-08,1.66142
2020-09-09,1.40034
2020-09-10,1.64955
2020-09-11,1.21046
2020-09-12,0.51622
2020-09-13,0.43315
2020-09-14,1.71482
2020-09-15,1.51308
2020-09-16,1.72076
2020-09-17,1.94624
2020-09-18,1.53088
2020-09-19,0.33228
2020-09-20,0.51622
2020-09-21,1.39441
2020-09-22,1.44187
2020-09-23,1.3054
2020-09-24,1.49528
2020-09-25,1.16299
2020-09-26,0.32041
2020-09-27,0.37975
2020-09-28,1.3588
2020-09-29,1.10366
2020-09-30,0.26108
2020-10-01,0.18394
2020-10-02,0.1424
2020-10-03,0.19581
2020-10-04,0.33228
2020-10-05,1.11552
2020-10-06,1.25793
2020-10-07,1.59615
2020-10-08,0.98498
2020-10-09,0.32635
2020-10-10,0.28481
2020-10-11,0.30855
2020-10-12,1.31727
2020-10-13,1.16299
2020-10-14,1.22826
2020-10-15,1.07992
2020-10-16,1.05025
2020-10-17,0.16614
2020-10-18,0.24921
2020-10-19,1.06805
2020-10-20,0.94938
2020-10-21,1.10959
2020-10-22,0.87818
2020-10-23,1.02652
2020-10-24,0.1246
2020-10-25,0.18394
2020-10-26,0.99685
2020-10-27,0.94345
2020-10-28,0.99685
2020-10-29,1.13332
2020-10-30,1.19266
2020-10-31,0.36195
2020-11-01,0.37382
2020-11-02,1.11552
2020-11-03,1.21046
2020-11-04,1.47748
2020-11-05,1.34694
2020-11-06,0.94938
2020-11-07,0.16614
2020-11-08,0.21954
2020-11-09,0.99685
2020-11-10,1.26386
2020-11-11,1.17486
2020-11-12,1.35287
2020-11-13,1.38847
2020-11-14,0.36788
2020-11-15,0.42722
2020-11-16,3.00243
2020-11-17,1.17486
2020-11-18,1.26386
2020-11-19,1.35287
2020-11-20,1.31727
2020-11-21,0.23734
2020-11-22,0.32041
2020-11-23,1.21046
2020-11-24,1.10366
2020-11-25,1.18079
2020-11-26,1.07992
2020-11-27,1.10959
2020-11-28,0.21361
2020-11-29,0.178
2020-11-30,1.18673
2020-12-01,1.28167
2020-12-02,1.15113
2020-12-03,1.2876
2020-12-04,1.15706
2020-12-05,0.26108
2020-12-06,0.22547
2020-12-07,0.95531
2020-12-08,1.45968
2020-12-09,1.29947
2020-12-10,1.40627
2020-12-11,1.32914
2020-12-12,0.23141
2020-12-13,0.42128
2020-12-14,1.56648
2020-12-15,1.04432
2020-12-16,1.19859
2020-12-17,1.02058
2020-12-18,0.96718
2020-12-19,0.23141
2020-12-20,0.29074
2020-12-21,1.05025
2020-12-22,0.91971
2020-12-23,1.07992
2020-12-24,1.14519
2020-12-25,0.29668
2020-12-26,0.33821
2020-12-27,0.41535
2020-12-28,1.08586
2020-12-29,1.27573
2020-12-30,1.62582
2020-12-31,0.43909
2021-01-01,0.33821
2021-01-02,0.25514
2021-01-03,0.25514
2021-01-04,1.40627
2021-01-05,3.42372
2021-01-06,3.48305
2021-01-07,3.47119
2021-01-08,2.58707
2021-01-09,0.58743
2021-01-10,0.62303
2021-01-11,5.26909
2021-01-12,4.11796
2021-01-13,3.99335
2021-01-14,3.79754
2021-01-15,3.25758
2021-01-16,0.59336
2021-01-17,0.57556
2021-01-18,2.65828
2021-01-19,2.14798
2021-01-20,3.49492
2021-01-21,2.75915
2021-01-22,1.96997
2021-01-23,0.58149
2021-01-24,0.55776
2021-01-25,1.92844
2021-01-26,1.78603
2021-01-27,1.79196
2021-01-28,1.86316
2021-01-29,1.29947
2021-01-30,0.33228
2021-01-31,0.33228
2021-02-01,1.70889
2021-02-02,1.99371
2021-02-03,2.04711
2021-02-04,1.79789
2021-02-05,1.60802
2021-02-06,0.39755
2021-02-07,0.38568
2021-02-08,1.3766
2021-02-09,1.41814
2021-02-10,1.2342
2021-02-11,0.33228
2021-02-12,0.32635
2021-02-13,0.24921
2021-02-14,0.39755
2021-02-15,1.87503
2021-02-16,2.05304
2021-02-17,2.75321
2021-02-18,2.20732
2021-02-19,1.45968
2021-02-20,0.45095
2021-02-21,0.41535
2021-02-22,2.34973
2021-02-23,1.31727
2021-02-24,1.41814
2021-02-25,1.51308
2021-02-26,1.14519
2021-02-27,0.34415
2021-02-28,0.32635
2021-03-01,0.40942
2021-03-02,1.87503
2021-03-03,2.44466
2021-03-04,1.44781
2021-03-05,1.28167
2021-03-06,0.31448
2021-03-07,0.40348
2021-03-08,1.58428
2021-03-09,1.54868
2021-03-10,1.61395
2021-03-11,1.50121
2021-03-12,1.18079
2021-03-13,0.33821
2021-03-14,0.30261
2021-03-15,1.64955
2021-03-16,1.3054
2021-03-17,1.19859
2021-03-18,1.47154
2021-03-19,1.3588
2021-03-20,0.51622
2021-03-21,0.41535
2021-03-22,1.63175
2021-03-23,1.58428
2021-03-24,1.51308
2021-03-25,4.73506
2021-03-26,1.95217
2021-03-27,0.6349
2021-03-28,0.80104
2021-03-29,2.24292
2021-03-30,2.07678
2021-03-31,1.9759
2021-04-01,1.70889
2021-04-02,1.86316
2021-04-03,0.6527
2021-04-04,0.65863
2021-04-05,2.16578
2021-04-06,2.00557
2021-04-07,1.63175
2021-04-08,1.42407
2021-04-09,5.4293
2021-04-10,1.58428
2021-04-11,1.41814
2021-04-12,4.80033
2021-04-13,3.57206
2021-04-14,5.67258
2021-04-15,3.13297
2021-04-16,2.49213
2021-04-17,0.39755
2021-04-18,0.52809
2021-04-19,2.63454
2021-04-20,2.24292
2021-04-21,1.74449
2021-04-22,2.00557
2021-04-23,2.32599
2021-04-24,0.51029
2021-04-25,0.43315
2021-04-26,2.07678
2021-04-27,1.44187
2021-04-28,1.8335
2021-04-29,1.61395
2021-04-30,1.44187
2021-05-01,0.28481
2021-05-02,0.37382
2021-05-03,1.50121
2021-05-04,1.14519
2021-05-05,0.37382
2021-05-06,1.2876
2021-05-07,1.21046
2021-05-08,0.37382
2021-05-09,0.40348
2021-05-10,2.30226
2021-05-11,1.75636
2021-05-12,1.67329
2021-05-13,5.65477
2021-05-14,23.80585
2021-05-15,3.86874
2021-05-16,4.23663
2021-05-17,12.68023
2021-05-18,6.05826
2021-05-19,1.92844
2021-05-20,4.87746
2021-05-21,4.05862
2021-05-22,0.89598
2021-05-23,1.21046
2021-05-24,3.0499
2021-05-25,2.78882
2021-05-26,2.83629
2021-05-27,2.13611
2021-05-28,2.54554
2021-05-29,0.66457
2021-05-30,0.7773
2021-05-31,2.74135
2021-06-01,2.78288
2021-06-02,2.47433
2021-06-03,3.31691
2021-06-04,2.36753
2021-06-05,0.95531
2021-06-06,0.80104
2021-06-07,2.29039
2021-06-08,2.84222
2021-06-09,2.33192
2021-06-10,2.81848
2021-06-11,2.87782
2021-06-12,1.05025
2021-06-13,0.95531
2021-06-14,3.23384
2021-06-15,3.16857
2021-06-16,3.32878
2021-06-17,3.09143
2021-06-18,2.55147
2021-06-19,0.88411
2021-06-20,0.90785
2021-06-21,2.60487
2021-06-22,2.15391
2021-06-23,3.29318
2021-06-24,4.18916
2021-06-25,5.14448
2021-06-26,1.2876
2021-06-27,1.38847
2021-06-28,4.25443
2021-06-29,3.58393
2021-06-30,4.09422
2021-07-01,11.04847
2021-07-02,3.79754
2021-07-03,1.12146
2021-07-04,1.31133
2021-07-05,3.63733
2021-07-06,3.76787
2021-07-07,2.77101
2021-07-08,2.86595
2021-07-09,2.68201
2021-07-10,0.77137
2021-07-11,0.6349
2021-07-12,2.62861
2021-07-13,3.03803
2021-07-14,2.59301
2021-07-15,3.02616
2021-07-16,2.49213
2021-07-17,0.72984
2021-07-18,0.7595
2021-07-19,2.77695
2021-07-20,7.4052
2021-07-21,3.10923
2021-07-22,2.80068
2021-07-23,2.51587
2021-07-24,0.91378
2021-07-25,0.84851
2021-07-26,2.65828
2021-07-27,3.23977
2021-07-28,3.03803
2021-07-29,1.99371
2021-07-30,1.66142
2021-07-31,0.43909
2021-08-01,0.42722
2021-08-02,1.54275
2021-08-03,1.8691
2021-08-04,2.13018
2021-08-05,2.05898
2021-08-06,1.70296
2021-08-07,0.58149
2021-08-08,0.46875
2021-08-09,2.00557
2021-08-10,2.27259
2021-08-11,2.10051
2021-08-12,2.12425
2021-08-13,1.67922
2021-08-14,0.48656
2021-08-15,0.40942
2021-08-16,0.58149
2021-08-17,2.27852
2021-08-18,2.26072
2021-08-19,1.99964
2021-08-20,1.9403
2021-08-21,0.32635
2021-08-22,0.42128
2021-08-23,1.61988
2021-08-24,1.66735
2021-08-25,2.01744
2021-08-26,1.50715
2021-08-27,1.8513
2021-08-28,0.32041
2021-08-29,0.35008
2021-08-30,1.37067
2021-08-31,1.3232
2021-09-01,2.14205
2021-09-02,1.51901
2021-09-03,1.54275
2021-09-04,0.26108
2021-09-05,0.27888
2021-09-06,1.37067
2021-09-07,1.33507
2021-09-08,1.2164
2021-09-09,1.41221
2021-09-10,1.21046
2021-09-11,0.32041
2021-09-12,0.35008
2021-09-13,1.3232
2021-09-14,1.24013
2021-09-15,1.40627
2021-09-16,1.77416
2021-09-17,1.66142
2021-09-18,0.38568
2021-09-19,0.36788
2021-09-20,0.22547
2021-09-21,0.23734
2021-09-22,0.29074
2021-09-23,2.07678
2021-09-24,2.12425
2021-09-25,0.37975
2021-09-26,0.21361
2021-09-27,1.8691
2021-09-28,1.48934
2021-09-29,1.18673
2021-09-30,1.18673
2021-10-01,1.09772
2021-10-02,0.20767
2021-10-03,0.19581
2021-10-04,0.36788
2021-10-05,1.19859
2021-10-06,1.53088
2021-10-07,1.54868
2021-10-08,1.34694
2021-10-09,0.24328
2021-10-10,0.26108
2021-10-11,0.30261
2021-10-12,1.32914
2021-10-13,1.43001
2021-10-14,1.3588
2021-10-15,1.10959
2021-10-16,0.23734
2021-10-17,0.23141
2021-10-18,1.64362
2021-10-19,3.47712
2021-10-20,2.40906
2021-10-21,2.10644
2021-10-22,7.245
2021-10-23,1.15706
2021-10-24,0.78324
2021-10-25,2.60487
2021-10-26,2.08864
2021-10-27,1.99371
2021-10-28,1.86316
2021-10-29,1.43594
2021-10-30,0.26108
2021-10-31,0.28481
2021-11-01,2.00557
2021-11-02,1.82163
2021-11-03,1.96997
2021-11-04,1.49528
2021-11-05,1.47154
2021-11-06,0.29074
2021-11-07,0.32635
2021-11-08,1.39441
2021-11-09,1.53088
2021-11-10,1.62582
2021-11-11,1.60208
2021-11-12,1.48341
2021-11-13,0.37975
2021-11-14,0.46875
2021-11-15,1.8513
2021-11-16,1.63769
2021-11-17,1.42407
2021-11-18,1.79196
2021-11-19,1.48934
2021-11-20,0.29668
2021-11-21,0.27888
2021-11-22,1.87503
2021-11-23,1.53681
2021-11-24,1.43001
2021-11-25,1.3588
2021-11-26,1.36474
2021-11-27,0.34415
2021-11-28,0.19581
2021-11-29,1.53088
2021-11-30,1.80976
2021-12-01,1.69109
2021-12-02,1.48934
2021-12-03,1.73856
2021-12-04,0.58149
2021-12-05,0.41535
2021-12-06,1.43001
2021-12-07,1.64362
2021-12-08,2.23105
2021-12-09,1.84536
2021-12-10,1.3588
2021-12-11,0.34415
2021-12-12,0.35601
2021-12-13,1.40034
2021-12-14,1.28167
2021-12-15,1.10959
2021-12-16,1.45968
2021-12-17,1.13926
2021-12-18,0.32041
2021-12-19,0.35008
2021-12-20,1.70296
2021-12-21,1.38254
2021-12-22,1.252
2021-12-23,1.41221
2021-12-24,0.99685
2021-12-25,0.29074
2021-12-26,0.33228
2021-12-27,1.39441
2021-12-28,1.29353
2021-12-29,1.03839
2021-12-30,0.86038
2021-12-31,0.39162
2022-01-01,0.19581
2022-01-02,0.37382
2022-01-03,1.18673
2022-01-04,1.2164
2022-01-05,1.12146
2022-01-06,1.69109
2022-01-07,1.56055
2022-01-08,0.37975
2022-01-09,0.31448
2022-01-10,1.3588
2022-01-11,1.13332
2022-01-12,1.25793
2022-01-13,1.18673
2022-01-14,0.94345
2022-01-15,0.28481
2022-01-16,0.29074
2022-01-17,1.341
2022-01-18,1.26386
2022-01-19,1.05619
2022-01-20,1.13332
2022-01-21,0.99092
2022-01-22,0.37975
2022-01-23,0.31448
2022-01-24,1.03245
2022-01-25,1.01465
2022-01-26,1.04432
2022-01-27,0.99092
2022-01-28,1.15706
2022-01-29,0.29074
2022-01-30,0.25514
2022-01-31,0.178
2022-02-01,0.20767
2022-02-02,0.40942
2022-02-03,1.39441
2022-02-04,1.09772
2022-02-05,0.30855
2022-02-06,0.30855
2022-02-07,1.29353
2022-02-08,2.75321
2022-02-09,1.8869
2022-02-10,1.60208
2022-02-11,1.15706
2022-02-12,0.30261
2022-02-13,0.26108
2022-02-14,1.3054
2022-02-15,1.29353
2022-02-16,1.20453
2022-02-17,1.04432
2022-02-18,0.71797
2022-02-19,0.25514
2022-02-20,0.20767
2022-02-21,1.00872
2022-02-22,1.09772
2022-02-23,1.18673
2022-02-24,1.06212
2022-02-25,0.79511
2022-02-26,0.29074
2022-02-27,0.20174
2022-02-28,1.02058
2022-03-01,0.31448
2022-03-02,1.13926
2022-03-03,0.89598
2022-03-04,0.99685
2022-03-05,0.37975
2022-03-06,0.30261
2022-03-07,0.89004
2022-03-08,0.76544
2022-03-09,0.24328
2022-03-10,0.89598
2022-03-11,0.65863
2022-03-12,0.32635
2022-03-13,0.29668
2022-03-14,1.00278
2022-03-15,0.90785
2022-03-16,1.06212
2022-03-17,0.99685
2022-03-18,0.62303
2022-03-19,0.28481
2022-03-20,0.178
2022-03-21,0.76544
2022-03-22,2.15985
2022-03-23,2.15985
2022-03-24,1.01465
2022-03-25,0.79511
2022-03-26,0.23141
2022-03-27,0.30855
2022-03-28,0.83071
2022-03-29,0.87818
2022-03-30,6.16507
2022-03-31,3.85688
2022-04-01,2.35566
2022-04-02,0.57556
2022-04-03,0.67643
2022-04-04,2.10644
2022-04-05,2.25479
2022-04-06,1.72669
2022-04-07,1.91657
2022-04-08,1.83943
2022-04-09,0.48656
2022-04-10,0.39162
2022-04-11,1.40034
2022-04-12,1.48934
2022-04-13,1.56055
2022-04-14,1.64362
2022-04-15,1.41814
2022-04-16,0.33821
2022-04-17,0.30261
2022-04-18,1.40034
2022-04-19,1.15706
2022-04-20,1.07399
2022-04-21,1.00872
2022-04-22,1.06212
2022-04-23,0.40942
2022-04-24,0.23141
2022-04-25,0.83664
2022-04-26,0.87818
2022-04-27,0.99092
2022-04-28,1.03839
2022-04-29,0.97312
2022-04-30,0.24328
2022-05-01,0.25514
2022-05-02,0.97905
2022-05-03,0.96125
2022-05-04,1.06805
2022-05-05,0.29074
2022-05-06,0.59929
2022-05-07,0.178
2022-05-08,0.20767
2022-05-09,1.02652
2022-05-10,1.16893
2022-05-11,0.90785
2022-05-12,1.252
2022-05-13,1.22233
2022-05-14,0.35008
2022-05-15,0.37382
2022-05-16,1.29353
2022-05-17,0.99092
2022-05-18,1.02058
2022-05-19,0.96125
2022-05-20,0.97905
2022-05-21,0.24328
2022-05-22,0.29668
2022-05-23,0.87818
2022-05-24,0.7773
2022-05-25,1.02058
2022-05-26,0.86631
2022-05-27,0.71797
2022-05-28,0.178
2022-05-29,0.22547
2022-05-30,1.05025
2022-05-31,0.82477
2022-06-01,0.13054
2022-06-02,0.83664
2022-06-03,0.71203
2022-06-04,0.18987
2022-06-05,0.18394
2022-06-06,0.36195
2022-06-07,1.05025
2022-06-08,0.81291
2022-06-09,0.84851
2022-06-10,1.02652
2022-06-11,0.25514
2022-06-12,0.29074
2022-06-13,0.79511
2022-06-14,1.02652
2022-06-15,1.19266
2022-06-16,0.79511
2022-06-17,0.81884
2022-06-18,0.10087
2022-06-19,0.1602
2022-06-20,0.90191
2022-06-21,0.6527
2022-06-22,0.89004
2022-06-23,1.01465
2022-06-24,1.02652
2022-06-25,0.21954
2022-06-26,0.23734
2022-06-27,1.12739
2022-06-28,0.98498
2022-06-29,0.70017
2022-06-30,0.86631
2022-07-01,1.00278
2022-07-02,0.20767
2022-07-03,0.20767
2022-07-04,1.21046
2022-07-05,0.83664
2022-07-06,0.77137
2022-07-07,0.81884
2022-07-08,0.87224
2022-07-09,0.10087
2022-07-10,0.18394
2022-07-11,0.62896
2022-07-12,0.66457
2022-07-13,0.68237
2022-07-14,1.50715
2022-07-15,0.77137
2022-07-16,0.1602
2022-07-17,0.08307
2022-07-18,0.7417
2022-07-19,1.00278
2022-07-20,0.78324
2022-07-21,0.64676
2022-07-22,0.71797
2022-07-23,0.13647
2022-07-24,0.19581
2022-07-25,0.72984
2022-07-26,0.7417
2022-07-27,0.70017
2022-07-28,0.58743
2022-07-29,0.62303
2022-07-30,0.1602
2022-07-31,0.1246
2022-08-01,0.66457
2022-08-02,0.6527
2022-08-03,0.64083
2022-08-04,0.62896
2022-08-05,0.58743
2022-08-06,0.1602
2022-08-07,0.14834
2022-08-08,0.6349
2022-08-09,0.55776
2022-08-10,0.53996
2022-08-11,0.55183
2022-08-12,0.60523
2022-08-13,0.16614
2022-08-14,0.07713
2022-08-15,0.26108
2022-08-16,0.64676
2022-08-17,0.73577
2022-08-18,0.7595
2022-08-19,0.48656
2022-08-20,0.1068
2022-08-21,0.21954
2022-08-22,0.65863
2022-08-23,0.62303
2022-08-24,0.94345
2022-08-25,0.87818
2022-08-26,0.86631
2022-08-27,0.18394
2022-08-28,0.97905
2022-08-29,1.27573
2022-08-30,0.79511
2022-08-31,0.70017
2022-09-01,0.77137
2022-09-02,0.66457
2022-09-03,0.19581
2022-09-04,0.23141
2022-09-05,0.80697
2022-09-06,0.71797
2022-09-07,0.86631
2022-09-08,0.71203
2022-09-09,0.13054
2022-09-10,0.0712
2022-09-11,0.07713
2022-09-12,0.1424
2022-09-13,0.79511
2022-09-14,0.77137
2022-09-15,0.56369
2022-09-16,0.54589
2022-09-17,0.18987
2022-09-18,0.1602
2022-09-19,0.64676
2022-09-20,1.08586
2022-09-21,0.64083
2022-09-22,0.88411
2022-09-23,0.66457
2022-09-24,0.13054
2022-09-25,0.20174
2022-09-26,0.76544
2022-09-27,0.71203
2022-09-28,0.82477
2022-09-29,0.59929
2022-09-30,0.65863
2022-10-01,0.13647
2022-10-02,0.21361
2022-10-03,0.21361
2022-10-04,0.83071
2022-10-05,0.69423
2022-10-06,0.78324
2022-10-07,0.67643
2022-10-08,0.30261
2022-10-09,0.06527
2022-10-10,0.24921
2022-10-11,0.64083
2022-10-12,0.81884
2022-10-13,0.72984
2022-10-14,0.7239
2022-10-15,0.23141
2022-10-16,0.23734
2022-10-17,0.76544
2022-10-18,0.90191
2022-10-19,0.6527
2022-10-20,5.76751
2022-10-21,21.74093
2022-10-22,4.27817
2022-10-23,5.00801
2022-10-24,7.11446
2022-10-25,6.7703
2022-10-26,31.06865
2022-10-27,10.65685
2022-10-28,4.85373
2022-10-29,0.97905
2022-10-30,1.03839
2022-10-31,4.46804
2022-11-01,4.78846
2022-11-02,3.6314
2022-11-03,2.51587
2022-11-04,2.48027
2022-11-05,0.56963
2022-11-06,0.54589
2022-11-07,2.15391
2022-11-08,2.46246
2022-11-09,1.87503
2022-11-10,1.63769
2022-11-11,1.8869
2022-11-12,0.59929
2022-11-13,0.6171
2022-11-14,2.45653
2022-11-15,1.75636
2022-11-16,1.56055
2022-11-17,1.56648
2022-11-18,1.31133
2022-11-19,0.27294
2022-11-20,0.29074
2022-11-21,1.15113
2022-11-22,1.24013
2022-11-23,1.252
2022-11-24,1.24013
2022-11-25,1.06212
2022-11-26,0.39162
2022-11-27,0.40942
2022-11-28,1.18079
2022-11-29,1.26386
2022-11-30,1.68515
2022-12-01,1.29353
2022-12-02,0.96718
2022-12-03,0.21361
2022-12-04,0.28481
2022-12-05,2.75321
2022-12-06,2.29632
2022-12-07,1.80383
2022-12-08,1.45968
2022-12-09,1.80383
2022-12-10,0.31448
2022-12-11,0.42128
2022-12-12,1.87503
2022-12-13,2.27259
2022-12-14,1.62582
2022-12-15,1.06212
2022-12-16,0.97312
2022-12-17,0.20767
2022-12-18,0.20767
2022-12-19,0.97312
2022-12-20,0.93158
2022-12-21,0.80104
2022-12-22,1.12739
2022-12-23,0.77137
2022-12-24,0.16614
2022-12-25,0.20174
2022-12-26,1.09772
2022-12-27,1.15113
2022-12-28,0.83664
2022-12-29,0.80697
2022-12-30,0.35008
2022-12-31,0.31448
2023-01-01,0.1602
2023-01-02,1.04432
2023-01-03,20.07951
2023-01-04,5.4471
2023-01-05,3.29318
2023-01-06,2.33786
2023-01-07,0.57556
2023-01-08,0.71203
2023-01-09,1.78009
2023-01-10,1.69702
2023-01-11,1.48934
2023-01-12,1.42407
2023-01-13,1.28167
2023-01-14,0.40942
2023-01-15,0.42128
2023-01-16,1.54275
2023-01-17,1.50715
2023-01-18,7.31027
2023-01-19,18.76817
2023-01-20,5.78532
2023-01-21,0.7417
2023-01-22,0.55183
2023-01-23,0.64676
2023-01-24,0.77137
2023-01-25,2.64047
2023-01-26,4.27817
2023-01-27,2.67608
2023-01-28,0.59929
2023-01-29,0.62303
2023-01-30,1.82756
2023-01-31,1.60208
2023-02-01,2.68794
2023-02-02,5.29875
2023-02-03,4.98427
2023-02-04,0.91378
2023-02-05,0.97905
2023-02-06,2.04711
2023-02-07,2.10644
2023-02-08,2.56334
2023-02-09,1.76823
2023-02-10,1.50715
2023-02-11,0.45689
2023-02-12,0.48656
2023-02-13,1.40034
2023-02-14,1.10366
2023-02-15,1.02058
2023-02-16,1.18673
2023-02-17,0.91378
2023-02-18,0.32041
2023-02-19,0.36788
2023-02-20,0.99092
2023-02-21,10.28303
2023-02-22,2.65828
2023-02-23,2.74135
2023-02-24,1.36474
2023-02-25,0.52809
2023-02-26,0.49842
2023-02-27,3.56613
2023-02-28,9.96261
2023-03-01,4.01708
2023-03-02,4.9368
2023-03-03,3.78567
2023-03-04,0.84257
2023-03-05,1.65549
2023-03-06,3.39998
2023-03-07,3.87468
2023-03-08,2.28445
2023-03-09,1.9581
2023-03-10,1.60208
2023-03-11,0.43315
2023-03-12,0.39755
2023-03-13,1.84536
2023-03-14,1.72669
2023-03-15,2.10644
2023-03-16,1.40034
2023-03-17,1.341
2023-03-18,0.35601
2023-03-19,0.32041
2023-03-20,1.63175
2023-03-21,1.41814
2023-03-22,1.67922
2023-03-23,1.70889
2023-03-24,1.38254
2023-03-25,0.37975
2023-03-26,0.29668
2023-03-27,1.38847
2023-03-28,1.3054
2023-03-29,1.33507
2023-03-30,1.12146
2023-03-31,1.06805
2023-04-01,0.22547
2023-04-02,0.27294
2023-04-03,1.29947
2023-04-04,1.03839
2023-04-05,0.89598
2023-04-06,0.91971
2023-04-07,0.86038
2023-04-08,0.20767
2023-04-09,0.23734
2023-04-10,1.03245
2023-04-11,1.08586
2023-04-12,1.14519
2023-04-13,0.94345
2023-04-14,0.90191
2023-04-15,0.22547
2023-04-16,0.21954
2023-04-17,0.89598
2023-04-18,0.90191
2023-04-19,0.89004
2023-04-20,0.91971
2023-04-21,0.81291
2023-04-22,0.1424
2023-04-23,0.18987
2023-04-24,0.90191
2023-04-25,1.13926
2023-04-26,1.13926
2023-04-27,1.09179
2023-04-28,0.95531
2023-04-29,0.27888
2023-04-30,0.16614
2023-05-01,0.18987
2023-05-02,1.10366
2023-05-03,0.83664
2023-05-04,0.83664
2023-05-05,0.24921
2023-05-06,0.25514
2023-05-07,0.19581
2023-05-08,0.92565
2023-05-09,1.22233
2023-05-10,1.00278
2023-05-11,0.97905
2023-05-12,0.68237
2023-05-13,0.17207
2023-05-14,0.1602
2023-05-15,0.81884
2023-05-16,1.15113
2023-05-17,0.95531
2023-05-18,0.94345
2023-05-19,1.01465
2023-05-20,0.20767
2023-05-21,0.26701
2023-05-22,1.02652
2023-05-23,0.78324
2023-05-24,0.91971
2023-05-25,1.01465
2023-05-26,0.95531
2023-05-27,0.20174
2023-05-28,0.15427
2023-05-29,0.33821
