date,IRP퇴직연금수령
2020-10-28,7.96979
2020-10-29,5.03355
2020-10-30,5.20134
2020-10-31,1.42617
2020-11-01,5.03355
2020-11-02,8.05369
2020-11-03,8.30536
2020-11-04,7.13087
2020-11-05,6.20805
2020-11-06,5.78859
2020-11-07,1.51006
2020-11-08,2.93624
2020-11-09,5.36912
2020-11-10,6.54362
2020-11-11,5.20134
2020-11-12,9.89932
2020-11-13,10.65436
2020-11-14,6.04026
2020-11-15,4.5302
2020-11-16,8.64093
2020-11-17,8.30536
2020-11-18,9.73154
2020-11-19,10.151
2020-11-20,7.8859
2020-11-21,4.19463
2020-11-22,4.61409
2020-11-23,10.73825
2020-11-24,9.22818
2020-11-25,11.15771
2020-11-26,9.98322
2020-11-27,7.21476
2020-11-28,3.60738
2020-11-29,4.11073
2020-11-30,9.56375
2020-12-01,13.17114
2020-12-02,12.75167
2020-12-03,11.66107
2020-12-04,8.97651
2020-12-05,6.96308
2020-12-06,5.6208
2020-12-07,11.49328
2020-12-08,12.66778
2020-12-09,15.93959
2020-12-10,13.92617
2020-12-11,11.66107
2020-12-12,6.04026
2020-12-13,7.46644
2020-12-14,18.79194
2020-12-15,16.77852
2020-12-16,18.87583
2020-12-17,16.9463
2020-12-18,17.95302
2020-12-19,8.47315
2020-12-20,8.47315
2020-12-21,17.44966
2020-12-22,16.86241
2020-12-23,20.80536
2020-12-24,16.44295
2020-12-25,10.31879
2020-12-26,6.62751
2020-12-27,11.3255
2020-12-28,24.16107
2020-12-29,20.72147
2020-12-30,17.36577
2020-12-31,15.10067
2021-01-01,6.04026
2021-01-02,5.28523
2021-01-03,7.63422
2021-01-04,15.26845
2021-01-05,16.35906
2021-01-06,17.78523
2021-01-07,15.10067
2021-01-08,17.11409
2021-01-09,6.20805
2021-01-10,6.20805
2021-01-11,14.7651
2021-01-12,14.7651
2021-01-13,17.19798
2021-01-14,17.53355
2021-01-15,18.45637
2021-01-16,8.55704
2021-01-17,8.13758
2021-01-18,15.8557
2021-01-19,14.59731
2021-01-20,14.17785
2021-01-21,14.01006
2021-01-22,12.66778
2021-01-23,6.87919
2021-01-24,6.37583
2021-01-25,13.17114
2021-01-26,11.57718
2021-01-27,10.90604
2021-01-28,10.40268
2021-01-29,9.31208
2021-01-30,5.78859
2021-01-31,6.04026
2021-02-01,10.82214
2021-02-02,10.57046
2021-02-03,9.73154
2021-02-04,10.40268
2021-02-05,11.40939
2021-02-06,5.70469
2021-02-07,4.94966
2021-02-08,9.47986
2021-02-09,10.151
2021-02-10,11.15771
2021-02-11,6.7114
2021-02-12,4.4463
2021-02-13,4.36241
2021-02-14,5.28523
2021-02-15,14.34563
2021-02-16,13.84228
2021-02-17,12.16442
2021-02-18,11.3255
2021-02-19,12.08053
2021-02-20,6.96308
2021-02-21,5.78859
2021-02-22,10.73825
2021-02-23,10.151
2021-02-24,11.49328
2021-02-25,17.61744
2021-02-26,14.93288
2021-02-27,6.45973
2021-02-28,6.62751
2021-03-01,8.80872
2021-03-02,19.37919
2021-03-03,19.46308
2021-03-04,22.31543
2021-03-05,21.05704
2021-03-06,9.22818
2021-03-07,12.24832
2021-03-08,22.56711
2021-03-09,24.9161
2021-03-10,31.37583
2021-03-11,24.24496
2021-03-12,26.51006
2021-03-13,13.00335
2021-03-14,11.49328
2021-03-15,27.34899
2021-03-16,27.93624
2021-03-17,23.90939
2021-03-18,20.72147
2021-03-19,20.05033
2021-03-20,9.39597
2021-03-21,7.13087
2021-03-22,22.31543
2021-03-23,19.88255
2021-03-24,18.62416
2021-03-25,14.34563
2021-03-26,16.10738
2021-03-27,5.36912
2021-03-28,6.7114
2021-03-29,13.75838
2021-03-30,14.84899
2021-03-31,16.35906
2021-04-01,13.67449
2021-04-02,11.82885
2021-04-03,4.86577
2021-04-04,5.03355
2021-04-05,14.93288
2021-04-06,15.93959
2021-04-07,17.53355
2021-04-08,14.59731
2021-04-09,14.7651
2021-04-10,6.7114
2021-04-11,5.6208
2021-04-12,16.77852
2021-04-13,18.70805
2021-04-14,19.2114
2021-04-15,19.88255
2021-04-16,16.86241
2021-04-17,8.13758
2021-04-18,7.71812
2021-04-19,15.60402
2021-04-20,15.35234
2021-04-21,16.61073
2021-04-22,13.84228
2021-04-23,12.5
2021-04-24,5.87248
2021-04-25,8.13758
2021-04-26,13.92617
2021-04-27,12.91946
2021-04-28,15.01677
2021-04-29,13.42281
2021-04-30,12.5
2021-05-01,9.22818
2021-05-02,6.45973
2021-05-03,18.54026
2021-05-04,17.28187
2021-05-05,8.22147
2021-05-06,18.95973
2021-05-07,18.79194
2021-05-08,5.70469
2021-05-09,7.55033
2021-05-10,21.30872
2021-05-11,20.97315
2021-05-12,16.61073
2021-05-13,17.61744
2021-05-14,19.54697
2021-05-15,10.31879
2021-05-16,11.91275
2021-05-17,20.80536
2021-05-18,19.46308
2021-05-19,8.22147
2021-05-20,16.19127
2021-05-21,16.69463
2021-05-22,7.46644
2021-05-23,7.63422
2021-05-24,13.75838
2021-05-25,18.45637
2021-05-26,12.75167
2021-05-27,24.66442
2021-05-28,12.16442
2021-05-29,5.6208
2021-05-30,7.04697
2021-05-31,16.52684
2021-06-01,16.10738
2021-06-02,15.93959
2021-06-03,15.60402
2021-06-04,18.54026
2021-06-05,7.46644
2021-06-06,6.54362
2021-06-07,16.19127
2021-06-08,21.39261
2021-06-09,20.05033
2021-06-10,21.22483
2021-06-11,19.37919
2021-06-12,8.38926
2021-06-13,8.22147
2021-06-14,21.47651
2021-06-15,20.88926
2021-06-16,18.62416
2021-06-17,18.54026
2021-06-18,15.52013
2021-06-19,8.30536
2021-06-20,9.98322
2021-06-21,20.46979
2021-06-22,18.62416
2021-06-23,19.2114
2021-06-24,16.77852
2021-06-25,18.54026
2021-06-26,7.55033
2021-06-27,6.96308
2021-06-28,16.27516
2021-06-29,17.70134
2021-06-30,18.03691
2021-07-01,17.78523
2021-07-02,16.27516
2021-07-03,7.04697
2021-07-04,6.87919
2021-07-05,19.12751
2021-07-06,18.37248
2021-07-07,18.37248
2021-07-08,17.61744
2021-07-09,18.70805
2021-07-10,7.55033
2021-07-11,7.96979
2021-07-12,20.88926
2021-07-13,24.07718
2021-07-14,24.74832
2021-07-15,28.85906
2021-07-16,22.06375
2021-07-17,8.47315
2021-07-18,7.8859
2021-07-19,18.54026
2021-07-20,21.39261
2021-07-21,20.63758
2021-07-22,19.04362
2021-07-23,21.14093
2021-07-24,7.63422
2021-07-25,8.05369
2021-07-26,20.21812
2021-07-27,16.27516
2021-07-28,14.17785
2021-07-29,13.50671
2021-07-30,13.75838
2021-07-31,5.11744
2021-08-01,5.11744
2021-08-02,16.9463
2021-08-03,15.52013
2021-08-04,13.42281
2021-08-05,16.19127
2021-08-06,13.92617
2021-08-07,6.20805
2021-08-08,7.8859
2021-08-09,14.7651
2021-08-10,19.2953
2021-08-11,16.19127
2021-08-12,15.8557
2021-08-13,17.19798
2021-08-14,10.73825
2021-08-15,5.70469
2021-08-16,8.89261
2021-08-17,18.20469
2021-08-18,16.10738
2021-08-19,16.02348
2021-08-20,13.00335
2021-08-21,6.37583
2021-08-22,4.94966
2021-08-23,12.66778
2021-08-24,10.90604
2021-08-25,13.50671
2021-08-26,10.151
2021-08-27,10.40268
2021-08-28,5.95637
2021-08-29,4.94966
2021-08-30,11.99664
2021-08-31,10.82214
2021-09-01,11.15771
2021-09-02,10.98993
2021-09-03,11.07382
2021-09-04,4.36241
2021-09-05,3.94295
2021-09-06,10.98993
2021-09-07,10.06711
2021-09-08,10.90604
2021-09-09,9.64765
2021-09-10,12.24832
2021-09-11,4.4463
2021-09-12,4.78187
2021-09-13,11.49328
2021-09-14,13.50671
2021-09-15,11.91275
2021-09-16,14.6812
2021-09-17,10.23489
2021-09-18,3.69127
2021-09-19,2.01342
2021-09-20,3.60738
2021-09-21,2.34899
2021-09-22,5.95637
2021-09-23,14.01006
2021-09-24,10.73825
2021-09-25,4.69798
2021-09-26,5.95637
2021-09-27,10.98993
2021-09-28,14.26174
2021-09-29,10.98993
2021-09-30,12.4161
2021-10-01,12.08053
2021-10-02,5.36912
2021-10-03,3.27181
2021-10-04,5.53691
2021-10-05,14.17785
2021-10-06,12.16442
2021-10-07,12.4161
2021-10-08,11.57718
2021-10-09,3.94295
2021-10-10,4.86577
2021-10-11,4.94966
2021-10-12,13.67449
2021-10-13,11.66107
2021-10-14,14.42953
2021-10-15,11.49328
2021-10-16,6.12416
2021-10-17,5.53691
2021-10-18,11.49328
2021-10-19,9.47986
2021-10-20,11.91275
2021-10-21,11.3255
2021-10-22,9.0604
2021-10-23,4.4463
2021-10-24,4.94966
2021-10-25,11.74496
2021-10-26,10.23489
2021-10-27,11.07382
2021-10-28,11.99664
2021-10-29,11.15771
2021-10-30,5.78859
2021-10-31,4.61409
2021-11-01,16.35906
2021-11-02,13.08724
2021-11-03,13.08724
2021-11-04,9.98322
2021-11-05,10.48657
2021-11-06,5.45302
2021-11-07,5.6208
2021-11-08,12.5
2021-11-09,14.59731
2021-11-10,14.59731
2021-11-11,13.92617
2021-11-12,12.91946
2021-11-13,7.21476
2021-11-14,6.87919
2021-11-15,19.04362
2021-11-16,16.02348
2021-11-17,17.36577
2021-11-18,14.34563
2021-11-19,12.83557
2021-11-20,7.04697
2021-11-21,5.36912
2021-11-22,15.60402
2021-11-23,16.35906
2021-11-24,14.51342
2021-11-25,15.77181
2021-11-26,13.33892
2021-11-27,5.20134
2021-11-28,6.7114
2021-11-29,11.99664
2021-11-30,16.61073
2021-12-01,14.59731
2021-12-02,16.35906
2021-12-03,13.75838
2021-12-04,5.70469
2021-12-05,7.55033
2021-12-06,14.42953
2021-12-07,18.45637
2021-12-08,20.55369
2021-12-09,14.84899
2021-12-10,21.47651
2021-12-11,9.39597
2021-12-12,11.91275
2021-12-13,19.54697
2021-12-14,18.62416
2021-12-15,21.22483
2021-12-16,18.95973
2021-12-17,15.18456
2021-12-18,9.89932
2021-12-19,7.63422
2021-12-20,18.28859
2021-12-21,18.20469
2021-12-22,14.7651
2021-12-23,17.78523
2021-12-24,17.86912
2021-12-25,8.38926
2021-12-26,13.25503
2021-12-27,26.25838
2021-12-28,24.74832
2021-12-29,20.55369
2021-12-30,23.99328
2021-12-31,21.30872
2022-01-01,9.64765
2022-01-02,10.40268
2022-01-03,20.46979
2022-01-04,19.2953
2022-01-05,19.96644
2022-01-06,16.77852
2022-01-07,19.04362
2022-01-08,9.22818
2022-01-09,8.72483
2022-01-10,21.64429
2022-01-11,20.21812
2022-01-12,17.70134
2022-01-13,19.79865
2022-01-14,24.24496
2022-01-15,9.22818
2022-01-16,8.47315
2022-01-17,23.23825
2022-01-18,22.73489
2022-01-19,22.81879
2022-01-20,20.80536
2022-01-21,17.53355
2022-01-22,10.57046
2022-01-23,8.80872
2022-01-24,19.63087
2022-01-25,20.13422
2022-01-26,18.62416
2022-01-27,17.28187
2022-01-28,18.03691
2022-01-29,7.13087
2022-01-30,4.86577
2022-01-31,6.37583
2022-02-01,5.6208
2022-02-02,6.62751
2022-02-03,15.60402
2022-02-04,14.51342
2022-02-05,9.56375
2022-02-06,9.73154
2022-02-07,14.6812
2022-02-08,15.8557
2022-02-09,18.54026
2022-02-10,17.70134
2022-02-11,18.20469
2022-02-12,7.63422
2022-02-13,8.64093
2022-02-14,18.95973
2022-02-15,21.05704
2022-02-16,21.14093
2022-02-17,15.52013
2022-02-18,17.61744
2022-02-19,6.04026
2022-02-20,6.54362
2022-02-21,18.37248
2022-02-22,17.53355
2022-02-23,16.86241
2022-02-24,17.44966
2022-02-25,19.04362
2022-02-26,9.64765
2022-02-27,7.38255
2022-02-28,20.30201
2022-03-01,11.82885
2022-03-02,22.39932
2022-03-03,22.98657
2022-03-04,18.1208
2022-03-05,8.55704
2022-03-06,8.22147
2022-03-07,20.80536
2022-03-08,22.23154
2022-03-09,10.23489
2022-03-10,25.25167
2022-03-11,26.00671
2022-03-12,10.73825
2022-03-13,6.7953
2022-03-14,22.14765
2022-03-15,22.48322
2022-03-16,21.64429
2022-03-17,21.5604
2022-03-18,18.45637
2022-03-19,8.30536
2022-03-20,6.45973
2022-03-21,18.70805
2022-03-22,18.79194
2022-03-23,19.37919
2022-03-24,17.0302
2022-03-25,18.37248
2022-03-26,8.72483
2022-03-27,6.96308
2022-03-28,17.78523
2022-03-29,17.19798
2022-03-30,17.19798
2022-03-31,18.20469
2022-04-01,16.52684
2022-04-02,9.14429
2022-04-03,6.54362
2022-04-04,16.69463
2022-04-05,15.43624
2022-04-06,18.87583
2022-04-07,16.10738
2022-04-08,14.84899
2022-04-09,6.54362
2022-04-10,4.27852
2022-04-11,17.86912
2022-04-12,17.28187
2022-04-13,17.53355
2022-04-14,20.55369
2022-04-15,17.28187
2022-04-16,7.80201
2022-04-17,6.96308
2022-04-18,17.11409
2022-04-19,17.28187
2022-04-20,15.10067
2022-04-21,16.61073
2022-04-22,12.91946
2022-04-23,5.28523
2022-04-24,7.13087
2022-04-25,16.52684
2022-04-26,14.26174
2022-04-27,13.17114
2022-04-28,13.5906
2022-04-29,12.83557
2022-04-30,5.78859
2022-05-01,4.4463
2022-05-02,11.82885
2022-05-03,11.24161
2022-05-04,13.42281
2022-05-05,7.21476
2022-05-06,12.91946
2022-05-07,4.11073
2022-05-08,4.78187
2022-05-09,13.84228
2022-05-10,16.61073
2022-05-11,17.36577
2022-05-12,18.20469
2022-05-13,17.36577
2022-05-14,4.61409
2022-05-15,6.04026
2022-05-16,16.9463
2022-05-17,15.18456
2022-05-18,10.73825
2022-05-19,12.83557
2022-05-20,12.58389
2022-05-21,5.70469
2022-05-22,4.11073
2022-05-23,11.66107
2022-05-24,13.00335
2022-05-25,15.60402
2022-05-26,11.66107
2022-05-27,11.82885
2022-05-28,5.03355
2022-05-29,5.20134
2022-05-30,13.67449
2022-05-31,10.31879
2022-06-01,5.36912
2022-06-02,11.91275
2022-06-03,12.58389
2022-06-04,3.27181
2022-06-05,4.61409
2022-06-06,4.61409
2022-06-07,11.40939
2022-06-08,14.84899
2022-06-09,12.91946
2022-06-10,16.69463
2022-06-11,8.30536
2022-06-12,6.20805
2022-06-13,15.43624
2022-06-14,16.86241
2022-06-15,20.13422
2022-06-16,15.93959
2022-06-17,14.01006
2022-06-18,6.45973
2022-06-19,6.45973
2022-06-20,15.35234
2022-06-21,13.92617
2022-06-22,11.40939
2022-06-23,13.67449
2022-06-24,13.00335
2022-06-25,5.20134
2022-06-26,3.60738
2022-06-27,13.5906
2022-06-28,13.5906
2022-06-29,12.75167
2022-06-30,15.35234
2022-07-01,11.82885
2022-07-02,5.11744
2022-07-03,3.69127
2022-07-04,14.84899
2022-07-05,16.52684
2022-07-06,14.6812
2022-07-07,15.60402
2022-07-08,14.17785
2022-07-09,4.5302
2022-07-10,5.78859
2022-07-11,16.27516
2022-07-12,14.93288
2022-07-13,13.50671
2022-07-14,16.27516
2022-07-15,14.51342
2022-07-16,5.70469
2022-07-17,6.20805
2022-07-18,15.26845
2022-07-19,13.42281
2022-07-20,14.01006
2022-07-21,14.51342
2022-07-22,14.17785
2022-07-23,6.04026
2022-07-24,5.78859
2022-07-25,14.17785
2022-07-26,14.93288
2022-07-27,12.91946
2022-07-28,10.06711
2022-07-29,13.25503
2022-07-30,6.7114
2022-07-31,5.28523
2022-08-01,14.17785
2022-08-02,15.35234
2022-08-03,14.84899
2022-08-04,12.4161
2022-08-05,12.33221
2022-08-06,7.71812
2022-08-07,6.7114
2022-08-08,14.01006
2022-08-09,12.16442
2022-08-10,18.1208
2022-08-11,15.8557
2022-08-12,19.2953
2022-08-13,6.54362
2022-08-14,4.4463
2022-08-15,6.62751
2022-08-16,16.69463
2022-08-17,16.27516
2022-08-18,14.42953
2022-08-19,14.84899
2022-08-20,6.37583
2022-08-21,5.11744
2022-08-22,13.25503
2022-08-23,16.77852
2022-08-24,13.17114
2022-08-25,16.69463
2022-08-26,12.5
2022-08-27,4.94966
2022-08-28,5.36912
2022-08-29,12.08053
2022-08-30,13.17114
2022-08-31,12.91946
2022-09-01,14.51342
2022-09-02,13.00335
2022-09-03,5.78859
2022-09-04,6.20805
2022-09-05,13.67449
2022-09-06,12.33221
2022-09-07,11.99664
2022-09-08,12.5
2022-09-09,4.86577
2022-09-10,3.60738
2022-09-11,3.3557
2022-09-12,6.7953
2022-09-13,15.52013
2022-09-14,17.70134
2022-09-15,17.61744
2022-09-16,16.02348
2022-09-17,5.78859
2022-09-18,5.20134
2022-09-19,13.92617
2022-09-20,13.92617
2022-09-21,12.4161
2022-09-22,12.58389
2022-09-23,12.66778
2022-09-24,5.6208
2022-09-25,4.19463
2022-09-26,11.3255
2022-09-27,11.3255
2022-09-28,12.5
2022-09-29,13.08724
2022-09-30,14.51342
2022-10-01,5.78859
2022-10-02,5.03355
2022-10-03,7.55033
2022-10-04,17.86912
2022-10-05,15.52013
2022-10-06,16.35906
2022-10-07,15.93959
2022-10-08,5.6208
2022-10-09,5.6208
2022-10-10,8.30536
2022-10-11,18.28859
2022-10-12,18.37248
2022-10-13,19.54697
2022-10-14,25.33557
2022-10-15,11.24161
2022-10-16,7.55033
2022-10-17,23.07046
2022-10-18,24.07718
2022-10-19,19.96644
2022-10-20,21.22483
2022-10-21,18.45637
2022-10-22,7.8859
2022-10-23,7.55033
2022-10-24,18.79194
2022-10-25,23.74161
2022-10-26,20.72147
2022-10-27,19.54697
2022-10-28,18.37248
2022-10-29,6.96308
2022-10-30,4.86577
2022-10-31,20.55369
2022-11-01,23.8255
2022-11-02,21.39261
2022-11-03,22.56711
2022-11-04,19.12751
2022-11-05,16.61073
2022-11-06,12.16442
2022-11-07,21.81208
2022-11-08,20.88926
2022-11-09,22.98657
2022-11-10,25.67114
2022-11-11,20.30201
2022-11-12,13.84228
2022-11-13,8.64093
2022-11-14,24.83221
2022-11-15,26.00671
2022-11-16,25.67114
2022-11-17,22.90268
2022-11-18,19.2953
2022-11-19,7.38255
2022-11-20,10.23489
2022-11-21,20.80536
2022-11-22,24.66442
2022-11-23,23.65771
2022-11-24,18.79194
2022-11-25,22.81879
2022-11-26,10.73825
2022-11-27,9.56375
2022-11-28,22.48322
2022-11-29,20.80536
2022-11-30,22.73489
2022-12-01,23.07046
2022-12-02,22.651
2022-12-03,12.33221
2022-12-04,10.98993
2022-12-05,22.48322
2022-12-06,23.48993
2022-12-07,27.43288
2022-12-08,24.07718
2022-12-09,29.02684
2022-12-10,13.5906
2022-12-11,12.4161
2022-12-12,33.47315
2022-12-13,30.11744
2022-12-14,32.04697
2022-12-15,25.83892
2022-12-16,23.74161
2022-12-17,10.90604
2022-12-18,14.59731
2022-12-19,31.37583
2022-12-20,28.52348
2022-12-21,29.78187
2022-12-22,26.76174
2022-12-23,24.83221
2022-12-24,12.91946
2022-12-25,11.91275
2022-12-26,33.13758
2022-12-27,34.56375
2022-12-28,32.63422
2022-12-29,34.0604
2022-12-30,30.28523
2022-12-31,11.07382
2023-01-01,14.17785
2023-01-02,28.02013
2023-01-03,26.17449
2023-01-04,25.92281
2023-01-05,28.10402
2023-01-06,26.25838
2023-01-07,11.82885
2023-01-08,11.24161
2023-01-09,27.09731
2023-01-10,31.37583
2023-01-11,31.62751
2023-01-12,31.29194
2023-01-13,36.3255
2023-01-14,13.33892
2023-01-15,14.93288
2023-01-16,37.08053
2023-01-17,35.23489
2023-01-18,32.04697
2023-01-19,35.40268
2023-01-20,32.63422
2023-01-21,15.93959
2023-01-22,16.35906
2023-01-23,16.44295
2023-01-24,18.70805
2023-01-25,44.37919
2023-01-26,44.12751
2023-01-27,40.68791
2023-01-28,19.71476
2023-01-29,19.88255
2023-01-30,37.66778
2023-01-31,44.63087
2023-02-01,40.60402
2023-02-02,37.33221
2023-02-03,32.38255
2023-02-04,17.78523
2023-02-05,12.58389
2023-02-06,37.33221
2023-02-07,35.65436
2023-02-08,37.24832
2023-02-09,34.64765
2023-02-10,36.40939
2023-02-11,19.37919
2023-02-12,18.28859
2023-02-13,40.93959
2023-02-14,48.90939
2023-02-15,51.25838
2023-02-16,47.14765
2023-02-17,40.18456
2023-02-18,17.19798
2023-02-19,23.48993
2023-02-20,49.41275
2023-02-21,44.2114
2023-02-22,42.44966
2023-02-23,38.67449
2023-02-24,38.75838
2023-02-25,18.03691
2023-02-26,14.93288
2023-02-27,39.26174
2023-02-28,43.70805
2023-03-01,22.98657
2023-03-02,41.86241
2023-03-03,40.52013
2023-03-04,20.63758
2023-03-05,18.54026
2023-03-06,37.83557
2023-03-07,46.22483
2023-03-08,41.77852
2023-03-09,38.17114
2023-03-10,44.04362
2023-03-11,16.27516
2023-03-12,18.03691
2023-03-13,42.28187
2023-03-14,46.05704
2023-03-15,46.30872
2023-03-16,38.25503
2023-03-17,34.81543
2023-03-18,13.5906
2023-03-19,14.01006
2023-03-20,35.65436
2023-03-21,34.64765
2023-03-22,31.96308
2023-03-23,29.86577
2023-03-24,28.69127
2023-03-25,15.8557
2023-03-26,11.40939
2023-03-27,30.03355
2023-03-28,32.71812
2023-03-29,27.51677
2023-03-30,28.18791
2023-03-31,31.45973
2023-04-01,10.06711
2023-04-02,11.07382
2023-04-03,27.2651
2023-04-04,24.58053
2023-04-05,36.91275
2023-04-06,28.18791
2023-04-07,30.45302
2023-04-08,14.59731
2023-04-09,9.73154
2023-04-10,33.22147
2023-04-11,29.61409
2023-04-12,29.69798
2023-04-13,27.51677
2023-04-14,31.96308
2023-04-15,14.17785
2023-04-16,12.58389
2023-04-17,31.7114
2023-04-18,30.70469
2023-04-19,29.69798
2023-04-20,32.29865
2023-04-21,25.25167
2023-04-22,10.98993
2023-04-23,12.24832
2023-04-24,25.16778
2023-04-25,33.55704
2023-04-26,32.63422
2023-04-27,29.78187
2023-04-28,30.6208
2023-04-29,12.75167
2023-04-30,12.66778
2023-05-01,18.70805
2023-05-02,34.89932
2023-05-03,31.29194
2023-05-04,31.62751
2023-05-05,15.8557
2023-05-06,10.98993
2023-05-07,13.08724
2023-05-08,32.71812
2023-05-09,36.66107
2023-05-10,35.98993
2023-05-11,35.31879
2023-05-12,34.14429
2023-05-13,15.01677
2023-05-14,16.10738
2023-05-15,40.10067
2023-05-16,40.77181
2023-05-17,36.57718
2023-05-18,29.19463
2023-05-19,31.37583
2023-05-20,13.84228
2023-05-21,15.26845
2023-05-22,31.29194
2023-05-23,30.20134
2023-05-24,28.43959
2023-05-25,33.05369
2023-05-26,30.70469
2023-05-27,14.09395
2023-05-28,14.34563
