date,실시간증시
2020-03-20,86.12945
2020-03-21,23.77807
2020-03-22,8.05812
2020-03-23,100.0
2020-03-24,94.71598
2020-03-25,91.01717
2020-03-26,94.05548
2020-03-27,83.35535
2020-03-28,20.21136
2020-03-29,5.81241
2020-03-30,77.54293
2020-03-31,69.8811
2020-04-01,70.67371
2020-04-02,71.73051
2020-04-03,65.25759
2020-04-04,17.04095
2020-04-05,3.96301
2020-04-06,56.27476
2020-04-07,75.03302
2020-04-08,75.82562
2020-04-09,77.80713
2020-04-10,69.4848
2020-04-11,14.66314
2020-04-12,4.22721
2020-04-13,53.63276
2020-04-14,55.87846
2020-04-15,22.45706
2020-04-16,53.23645
2020-04-17,52.57595
2020-04-18,12.41743
2020-04-19,1.8494
2020-04-20,39.10171
2020-04-21,58.38837
2020-04-22,43.46103
2020-04-23,45.31043
2020-04-24,45.04623
2020-04-25,13.60634
2020-04-26,2.5099
2020-04-27,35.2708
2020-04-28,43.98943
2020-04-29,40.02642
2020-04-30,15.85204
2020-05-01,17.83355
2020-05-02,7.26552
2020-05-03,1.8494
2020-05-04,30.25099
2020-05-05,14.00264
2020-05-06,34.6103
2020-05-07,37.64861
2020-05-08,35.4029
2020-05-09,10.43593
2020-05-10,1.5852
2020-05-11,29.72258
2020-05-12,40.55482
2020-05-13,35.7992
2020-05-14,38.83751
2020-05-15,34.8745
2020-05-16,9.90752
2020-05-17,2.3778
2020-05-18,29.72258
2020-05-19,43.46103
2020-05-20,39.23381
2020-05-21,38.17701
2020-05-22,37.25231
2020-05-23,9.90752
2020-05-24,1.0568
2020-05-25,25.23117
2020-05-26,39.89431
2020-05-27,43.72523
2020-05-28,46.63143
2020-05-29,36.85601
2020-05-30,10.03963
2020-05-31,2.9062
2020-06-01,34.214
2020-06-02,43.32892
2020-06-03,47.68824
2020-06-04,51.38705
2020-06-05,46.10303
2020-06-06,10.30383
2020-06-07,1.321
2020-06-08,35.535
2020-06-09,45.97093
2020-06-10,48.08454
2020-06-11,54.82166
2020-06-12,57.33157
2020-06-13,15.05944
2020-06-14,4.62351
2020-06-15,47.95244
2020-06-16,65.38969
2020-06-17,51.65125
2020-06-18,49.00924
2020-06-19,44.12153
2020-06-20,10.83223
2020-06-21,3.96301
2020-06-22,38.57331
2020-06-23,50.59445
2020-06-24,44.64993
2020-06-25,53.10435
2020-06-26,44.25363
2020-06-27,10.03963
2020-06-28,2.642
2020-06-29,37.12021
2020-06-30,41.61162
2020-07-01,47.29194
2020-07-02,50.33025
2020-07-03,46.36723
2020-07-04,10.56803
2020-07-05,2.3778
2020-07-06,42.00792
2020-07-07,56.53896
2020-07-08,48.61294
2020-07-09,54.82166
2020-07-10,51.38705
2020-07-11,9.11492
2020-07-12,2.5099
2020-07-13,34.4782
2020-07-14,47.02774
2020-07-15,57.99207
2020-07-16,51.51915
2020-07-17,44.64993
2020-07-18,9.77542
2020-07-19,3.83091
2020-07-20,39.10171
2020-07-21,46.63143
2020-07-22,48.87714
2020-07-23,53.76486
2020-07-24,56.93527
2020-07-25,10.83223
2020-07-26,2.7741
2020-07-27,37.78071
2020-07-28,47.29194
2020-07-29,43.59313
2020-07-30,43.72523
2020-07-31,40.42272
2020-08-01,7.79392
2020-08-02,3.3025
2020-08-03,35.2708
2020-08-04,40.95112
2020-08-05,40.15852
2020-08-06,49.00924
2020-08-07,45.44253
2020-08-08,9.24702
2020-08-09,1.7173
2020-08-10,33.9498
2020-08-11,34.6103
2020-08-12,35.6671
2020-08-13,29.06208
2020-08-14,26.28797
2020-08-15,8.85072
2020-08-16,2.5099
2020-08-17,11.09643
2020-08-18,37.51651
2020-08-19,27.21268
2020-08-20,38.96961
2020-08-21,36.5918
2020-08-22,8.98282
2020-08-23,2.7741
2020-08-24,34.6103
2020-08-25,35.1387
2020-08-26,47.02774
2020-08-27,49.40554
2020-08-28,37.25231
2020-08-29,9.11492
2020-08-30,1.5852
2020-08-31,33.28929
2020-09-01,38.04491
2020-09-02,37.91281
2020-09-03,32.62879
2020-09-04,48.74504
2020-09-05,10.56803
2020-09-06,3.1704
2020-09-07,33.15719
2020-09-08,40.55482
2020-09-09,46.10303
2020-09-10,47.02774
2020-09-11,39.89431
2020-09-12,8.19022
2020-09-13,1.7173
2020-09-14,36.0634
2020-09-15,42.53632
2020-09-16,43.98943
2020-09-17,54.95376
2020-09-18,48.61294
2020-09-19,11.22853
2020-09-20,3.69881
2020-09-21,46.23513
2020-09-22,64.20079
2020-09-23,61.55878
2020-09-24,70.14531
2020-09-25,58.25627
2020-09-26,14.92734
2020-09-27,4.75561
2020-09-28,40.81902
2020-09-29,47.95244
2020-09-30,15.98414
2020-10-01,14.66314
2020-10-02,20.21136
2020-10-03,11.62483
2020-10-04,5.68031
2020-10-05,35.6671
2020-10-06,45.17833
2020-10-07,43.06472
2020-10-08,42.53632
2020-10-09,16.77675
2020-10-10,9.64332
2020-10-11,4.49141
2020-10-12,34.7424
2020-10-13,49.40554
2020-10-14,46.89564
2020-10-15,49.00924
2020-10-16,45.04623
2020-10-17,12.02113
2020-10-18,3.56671
2020-10-19,34.7424
2020-10-20,44.91413
2020-10-21,36.0634
2020-10-22,43.46103
2020-10-23,39.49801
2020-10-24,11.75693
2020-10-25,2.9062
2020-10-26,36.98811
2020-10-27,48.48084
2020-10-28,47.82034
2020-10-29,53.63276
2020-10-30,51.91545
2020-10-31,13.47424
2020-11-01,5.94451
2020-11-02,37.64861
2020-11-03,42.40422
2020-11-04,47.42404
2020-11-05,45.97093
2020-11-06,47.15984
2020-11-07,12.02113
2020-11-08,5.94451
2020-11-09,34.4782
2020-11-10,52.44385
2020-11-11,47.82034
2020-11-12,42.00792
2020-11-13,46.63143
2020-11-14,13.87054
2020-11-15,4.09511
2020-11-16,33.28929
2020-11-17,42.93262
2020-11-18,47.95244
2020-11-19,45.17833
2020-11-20,38.44121
2020-11-21,12.02113
2020-11-22,5.01981
2020-11-23,32.76089
2020-11-24,39.23381
2020-11-25,40.95112
2020-11-26,39.63011
2020-11-27,36.85601
2020-11-28,9.37912
2020-11-29,3.69881
2020-11-30,36.5918
2020-12-01,36.0634
2020-12-02,40.29062
2020-12-03,40.29062
2020-12-04,39.10171
2020-12-05,12.02113
2020-12-06,3.1704
2020-12-07,30.11889
2020-12-08,47.95244
2020-12-09,41.74372
2020-12-10,52.31175
2020-12-11,46.23513
2020-12-12,14.26684
2020-12-13,3.69881
2020-12-14,33.8177
2020-12-15,48.87714
2020-12-16,48.87714
2020-12-17,43.19682
2020-12-18,49.14134
2020-12-19,14.26684
2020-12-20,5.81241
2020-12-21,45.17833
2020-12-22,61.29458
2020-12-23,52.44385
2020-12-24,53.10435
2020-12-25,15.71994
2020-12-26,6.60501
2020-12-27,6.86922
2020-12-28,35.6671
2020-12-29,50.85865
2020-12-30,44.38573
2020-12-31,18.75825
2021-01-01,9.11492
2021-01-02,5.68031
2021-01-03,3.69881
2021-01-04,46.76354
2021-01-05,65.12549
2021-01-06,65.12549
2021-01-07,59.70937
2021-01-08,56.14266
2021-01-09,13.73844
2021-01-10,4.62351
2021-01-11,58.65257
2021-01-12,63.54029
2021-01-13,65.78599
2021-01-14,56.40686
2021-01-15,52.70805
2021-01-16,13.87054
2021-01-17,4.75561
2021-01-18,54.29326
2021-01-19,54.16116
2021-01-20,57.19947
2021-01-21,54.16116
2021-01-22,48.34874
2021-01-23,14.92734
2021-01-24,5.28401
2021-01-25,39.63011
2021-01-26,56.53896
2021-01-27,50.99075
2021-01-28,64.06869
2021-01-29,69.3527
2021-01-30,16.51254
2021-01-31,4.88771
2021-02-01,51.38705
2021-02-02,59.84147
2021-02-03,59.97357
2021-02-04,61.95508
2021-02-05,58.65257
2021-02-06,12.02113
2021-02-07,4.49141
2021-02-08,44.12153
2021-02-09,51.65125
2021-02-10,48.61294
2021-02-11,16.38044
2021-02-12,14.13474
2021-02-13,10.96433
2021-02-14,3.43461
2021-02-15,35.7992
2021-02-16,36.85601
2021-02-17,45.04623
2021-02-18,50.99075
2021-02-19,54.68956
2021-02-20,9.90752
2021-02-21,5.01981
2021-02-22,35.7992
2021-02-23,46.36723
2021-02-24,60.36988
2021-02-25,46.89564
2021-02-26,58.78467
2021-02-27,9.90752
2021-02-28,4.88771
2021-03-01,10.30383
2021-03-02,55.08586
2021-03-03,43.98943
2021-03-04,50.85865
2021-03-05,43.85733
2021-03-06,12.15323
2021-03-07,4.35931
2021-03-08,43.32892
2021-03-09,53.10435
2021-03-10,50.99075
2021-03-11,45.44253
2021-03-12,41.08322
2021-03-13,13.34214
2021-03-14,6.34081
2021-03-15,28.26948
2021-03-16,33.5535
2021-03-17,38.04491
2021-03-18,42.80052
2021-03-19,40.02642
2021-03-20,12.54953
2021-03-21,3.96301
2021-03-22,33.4214
2021-03-23,42.14002
2021-03-24,33.5535
2021-03-25,38.44121
2021-03-26,36.3276
2021-03-27,11.62483
2021-03-28,3.83091
2021-03-29,27.74108
2021-03-30,34.6103
2021-03-31,31.70409
2021-04-01,30.64729
2021-04-02,33.02509
2021-04-03,7.66182
2021-04-04,2.7741
2021-04-05,24.57067
2021-04-06,30.38309
2021-04-07,30.64729
2021-04-08,31.83619
2021-04-09,30.11889
2021-04-10,8.32232
2021-04-11,3.43461
2021-04-12,26.15587
2021-04-13,27.08058
2021-04-14,32.49669
2021-04-15,28.53368
2021-04-16,29.45838
2021-04-17,6.20871
2021-04-18,3.56671
2021-04-19,24.43857
2021-04-20,31.57199
2021-04-21,35.535
2021-04-22,29.19418
2021-04-23,29.45838
2021-04-24,9.77542
2021-04-25,4.35931
2021-04-26,20.47556
2021-04-27,33.02509
2021-04-28,37.51651
2021-04-29,35.6671
2021-04-30,34.4782
2021-05-01,8.19022
2021-05-02,2.642
2021-05-03,24.43857
2021-05-04,31.17569
2021-05-05,15.98414
2021-05-06,33.9498
2021-05-07,33.5535
2021-05-08,9.64332
2021-05-09,1.8494
2021-05-10,25.75957
2021-05-11,40.42272
2021-05-12,42.80052
2021-05-13,37.51651
2021-05-14,35.1387
2021-05-15,8.45442
2021-05-16,1.9815
2021-05-17,31.57199
2021-05-18,27.74108
2021-05-19,13.21003
2021-05-20,34.0819
2021-05-21,35.9313
2021-05-22,8.58652
2021-05-23,3.0383
2021-05-24,24.43857
2021-05-25,28.00528
2021-05-26,31.43989
2021-05-27,36.5918
2021-05-28,33.8177
2021-05-29,7.52972
2021-05-30,3.1704
2021-05-31,27.34478
2021-06-01,30.77939
2021-06-02,38.04491
2021-06-03,32.36459
2021-06-04,31.57199
2021-06-05,8.71862
2021-06-06,2.2457
2021-06-07,27.34478
2021-06-08,35.2708
2021-06-09,34.0819
2021-06-10,32.49669
2021-06-11,34.0819
2021-06-12,6.86922
2021-06-13,1.1889
2021-06-14,24.43857
2021-06-15,26.15587
2021-06-16,30.77939
2021-06-17,30.11889
2021-06-18,29.59048
2021-06-19,9.64332
2021-06-20,0.7926
2021-06-21,27.08058
2021-06-22,29.19418
2021-06-23,28.26948
2021-06-24,28.92998
2021-06-25,29.72258
