date,4대보험가입
2020-09-22,53.17919
2020-09-23,45.85741
2020-09-24,53.37186
2020-09-25,49.71098
2020-09-26,19.07514
2020-09-27,15.22157
2020-09-28,60.1156
2020-09-29,43.3526
2020-09-30,11.36801
2020-10-01,12.3314
2020-10-02,6.93641
2020-10-03,9.63391
2020-10-04,13.10211
2020-10-05,77.07129
2020-10-06,61.07899
2020-10-07,60.50096
2020-10-08,58.95953
2020-10-09,19.07514
2020-10-10,14.64354
2020-10-11,18.4971
2020-10-12,72.63969
2020-10-13,58.57418
2020-10-14,57.80346
2020-10-15,53.37186
2020-10-16,45.85741
2020-10-17,10.78998
2020-10-18,9.44123
2020-10-19,53.75722
2020-10-20,51.83044
2020-10-21,49.32562
2020-10-22,43.15992
2020-10-23,43.93063
2020-10-24,13.10211
2020-10-25,15.79961
2020-10-26,56.84007
2020-10-27,51.2524
2020-10-28,57.41811
2020-10-29,47.20616
2020-10-30,46.05009
2020-10-31,13.48747
2020-11-01,15.22157
2020-11-02,71.6763
2020-11-03,63.96917
2020-11-04,58.57418
2020-11-05,61.84971
2020-11-06,45.85741
2020-11-07,15.22157
2020-11-08,18.11175
2020-11-09,62.04238
2020-11-10,63.58381
2020-11-11,57.03275
2020-11-12,60.1156
2020-11-13,54.72061
2020-11-14,15.99229
2020-11-15,17.14836
2020-11-16,58.76685
2020-11-17,53.17919
2020-11-18,46.43545
2020-11-19,49.13294
2020-11-20,48.36223
2020-11-21,15.22157
2020-11-22,15.60693
2020-11-23,56.84007
2020-11-24,64.93256
2020-11-25,53.17919
2020-11-26,58.3815
2020-11-27,48.94026
2020-11-28,18.30443
2020-11-29,20.80924
2020-11-30,72.44701
2020-12-01,73.21772
2020-12-02,62.23506
2020-12-03,53.37186
2020-12-04,46.62813
2020-12-05,16.18497
2020-12-06,17.72639
2020-12-07,71.86897
2020-12-08,64.35452
2020-12-09,57.61078
2020-12-10,61.07899
2020-12-11,45.85741
2020-12-12,16.57032
2020-12-13,15.22157
2020-12-14,66.47398
2020-12-15,58.95953
2020-12-16,48.94026
2020-12-17,47.7842
2020-12-18,38.53564
2020-12-19,14.64354
2020-12-20,16.37764
2020-12-21,48.16955
2020-12-22,59.34489
2020-12-23,52.02312
2020-12-24,44.50867
2020-12-25,10.5973
2020-12-26,12.3314
2020-12-27,16.57032
2020-12-28,65.89595
2020-12-29,65.70327
2020-12-30,60.1156
2020-12-31,38.53564
2021-01-01,14.45086
2021-01-02,18.68978
2021-01-03,24.47013
2021-01-04,86.7052
2021-01-05,79.76878
2021-01-06,69.94219
2021-01-07,57.03275
2021-01-08,59.92292
2021-01-09,20.80924
2021-01-10,20.23121
2021-01-11,75.33718
2021-01-12,64.73988
2021-01-13,67.2447
2021-01-14,64.16184
2021-01-15,69.17148
2021-01-16,23.69942
2021-01-17,19.4605
2021-01-18,75.91522
2021-01-19,62.8131
2021-01-20,57.80346
2021-01-21,61.46435
2021-01-22,53.17919
2021-01-23,18.4971
2021-01-24,19.4605
2021-01-25,66.08863
2021-01-26,72.06165
2021-01-27,60.30828
2021-01-28,60.69364
2021-01-29,56.06936
2021-01-30,20.42389
2021-01-31,22.73603
2021-02-01,77.26396
2021-02-02,73.60308
2021-02-03,57.80346
2021-02-04,57.80346
2021-02-05,51.44508
2021-02-06,19.07514
2021-02-07,17.14836
2021-02-08,63.00578
2021-02-09,56.64739
2021-02-10,47.20616
2021-02-11,9.44123
2021-02-12,10.98265
2021-02-13,10.21194
2021-02-14,15.0289
2021-02-15,60.50096
2021-02-16,60.88631
2021-02-17,50.09633
2021-02-18,48.94026
2021-02-19,50.86705
2021-02-20,15.79961
2021-02-21,20.80924
2021-02-22,55.87668
2021-02-23,59.73025
2021-02-24,53.56454
2021-02-25,57.03275
2021-02-26,55.87668
2021-02-27,17.53371
2021-02-28,21.38728
2021-03-01,23.8921
2021-03-02,92.48554
2021-03-03,77.64932
2021-03-04,67.43737
2021-03-05,50.67437
2021-03-06,14.64354
2021-03-07,20.61657
2021-03-08,72.83236
2021-03-09,63.58381
2021-03-10,61.07899
2021-03-11,51.05973
2021-03-12,42.58188
2021-03-13,16.763
2021-03-14,16.18497
2021-03-15,61.27167
2021-03-16,59.53757
2021-03-17,52.21579
2021-03-18,48.16955
2021-03-19,40.46242
2021-03-20,15.22157
2021-03-21,17.91907
2021-03-22,60.1156
2021-03-23,52.21579
2021-03-24,46.05009
2021-03-25,48.55491
2021-03-26,46.24277
2021-03-27,14.83622
2021-03-28,14.83622
2021-03-29,63.39113
2021-03-30,61.07899
2021-03-31,59.53757
2021-04-01,81.11753
2021-04-02,52.79383
2021-04-03,15.60693
2021-04-04,16.763
2021-04-05,67.43737
2021-04-06,61.65703
2021-04-07,55.87668
2021-04-08,53.56454
2021-04-09,51.05973
2021-04-10,12.52408
2021-04-11,13.48747
2021-04-12,70.90558
2021-04-13,64.5472
2021-04-14,61.84971
2021-04-15,56.26204
2021-04-16,46.62813
2021-04-17,15.60693
2021-04-18,11.94605
2021-04-19,63.39113
2021-04-20,56.45472
2021-04-21,52.98651
2021-04-22,49.32562
2021-04-23,45.0867
2021-04-24,13.48747
2021-04-25,15.41425
2021-04-26,59.73025
2021-04-27,54.52793
2021-04-28,50.09633
2021-04-29,56.64739
2021-04-30,51.05973
2021-05-01,19.4605
2021-05-02,20.61657
2021-05-03,70.13487
2021-05-04,58.95953
2021-05-05,23.8921
2021-05-06,57.22543
2021-05-07,52.21579
2021-05-08,15.79961
2021-05-09,17.91907
2021-05-10,73.4104
2021-05-11,54.52793
2021-05-12,53.37186
2021-05-13,55.684
2021-05-14,41.61849
2021-05-15,16.18497
2021-05-16,17.34104
2021-05-17,65.51059
2021-05-18,55.87668
2021-05-19,19.07514
2021-05-20,56.64739
2021-05-21,48.74759
2021-05-22,14.45086
2021-05-23,14.25818
2021-05-24,58.57418
2021-05-25,64.73988
2021-05-26,56.84007
2021-05-27,61.46435
2021-05-28,56.45472
2021-05-29,21.1946
2021-05-30,15.60693
2021-05-31,70.13487
2021-06-01,70.7129
2021-06-02,61.65703
2021-06-03,57.41811
2021-06-04,46.43545
2021-06-05,14.83622
2021-06-06,13.29479
2021-06-07,68.9788
2021-06-08,62.42774
2021-06-09,60.1156
2021-06-10,58.18882
2021-06-11,47.01348
2021-06-12,13.48747
2021-06-13,15.22157
2021-06-14,73.02504
2021-06-15,65.31791
2021-06-16,58.3815
2021-06-17,50.48169
2021-06-18,50.09633
2021-06-19,17.34104
2021-06-20,16.763
2021-06-21,58.18882
2021-06-22,59.34489
2021-06-23,54.72061
2021-06-24,51.2524
2021-06-25,44.89402
2021-06-26,15.0289
2021-06-27,17.53371
2021-06-28,61.07899
2021-06-29,63.19845
2021-06-30,64.35452
2021-07-01,80.92485
2021-07-02,61.27167
2021-07-03,16.18497
2021-07-04,13.87283
2021-07-05,65.70327
2021-07-06,57.41811
2021-07-07,62.8131
2021-07-08,51.44508
2021-07-09,57.80346
2021-07-10,16.57032
2021-07-11,20.23121
2021-07-12,67.05202
2021-07-13,68.01541
2021-07-14,50.48169
2021-07-15,54.91329
2021-07-16,45.27938
2021-07-17,15.99229
2021-07-18,15.0289
2021-07-19,60.1156
2021-07-20,55.10597
2021-07-21,56.26204
2021-07-22,46.05009
2021-07-23,48.36223
2021-07-24,15.79961
2021-07-25,12.52408
2021-07-26,55.10597
2021-07-27,65.89595
2021-07-28,65.51059
2021-07-29,55.49132
2021-07-30,56.64739
2021-07-31,21.00192
2021-08-01,21.57996
2021-08-02,70.52023
2021-08-03,67.05202
2021-08-04,59.73025
2021-08-05,70.32755
2021-08-06,67.05202
2021-08-07,18.4971
2021-08-08,19.26782
2021-08-09,75.1445
2021-08-10,79.76878
2021-08-11,61.27167
2021-08-12,65.89595
2021-08-13,56.06936
2021-08-14,20.03853
2021-08-15,21.57996
2021-08-16,31.02119
2021-08-17,76.68593
2021-08-18,65.31791
2021-08-19,67.43737
2021-08-20,56.64739
2021-08-21,18.11175
2021-08-22,15.60693
2021-08-23,69.74951
2021-08-24,69.94219
2021-08-25,66.85934
2021-08-26,67.05202
2021-08-27,58.18882
2021-08-28,18.88246
2021-08-29,19.07514
2021-08-30,72.44701
2021-08-31,75.91522
2021-09-01,90.17341
2021-09-02,73.4104
2021-09-03,68.9788
2021-09-04,20.80924
2021-09-05,20.80924
2021-09-06,72.44701
2021-09-07,72.25433
2021-09-08,69.17148
2021-09-09,65.51059
2021-09-10,58.76685
2021-09-11,19.26782
2021-09-12,22.9287
2021-09-13,64.93256
2021-09-14,64.93256
2021-09-15,57.22543
2021-09-16,52.02312
2021-09-17,45.85741
2021-09-18,13.48747
2021-09-19,11.75337
2021-09-20,10.5973
2021-09-21,12.13872
2021-09-22,14.64354
2021-09-23,68.59344
2021-09-24,60.50096
2021-09-25,18.68978
2021-09-26,19.4605
2021-09-27,68.01541
2021-09-28,63.77649
2021-09-29,62.04238
2021-09-30,73.79576
2021-10-01,87.66859
2021-10-02,24.08477
2021-10-03,21.00192
2021-10-04,43.54527
2021-10-05,93.06358
2021-10-06,87.47591
2021-10-07,68.9788
2021-10-08,63.96917
2021-10-09,17.72639
2021-10-10,20.03853
2021-10-11,31.40655
2021-10-12,80.92485
2021-10-13,71.48362
2021-10-14,65.89595
2021-10-15,55.29865
2021-10-16,21.1946
2021-10-17,19.26782
2021-10-18,57.99614
2021-10-19,61.07899
2021-10-20,60.50096
2021-10-21,56.84007
2021-10-22,46.24277
2021-10-23,16.763
2021-10-24,19.26782
2021-10-25,64.73988
2021-10-26,58.18882
2021-10-27,68.20809
2021-10-28,67.63005
2021-10-29,58.3815
2021-10-30,24.27745
2021-10-31,23.69942
2021-11-01,74.56647
2021-11-02,67.43737
2021-11-03,63.77649
2021-11-04,58.57418
2021-11-05,49.90366
2021-11-06,16.18497
2021-11-07,27.16763
2021-11-08,73.02504
2021-11-09,70.32755
2021-11-10,63.77649
2021-11-11,56.45472
2021-11-12,50.28901
2021-11-13,18.4971
2021-11-14,19.84585
2021-11-15,74.37379
2021-11-16,63.96917
2021-11-17,60.69364
2021-11-18,52.60115
2021-11-19,50.67437
2021-11-20,22.73603
2021-11-21,18.11175
2021-11-22,62.8131
2021-11-23,58.76685
2021-11-24,69.17148
2021-11-25,66.08863
2021-11-26,57.03275
2021-11-27,17.91907
2021-11-28,21.57996
2021-11-29,80.92485
2021-11-30,78.42003
2021-12-01,84.77842
2021-12-02,70.90558
2021-12-03,68.59344
2021-12-04,19.07514
2021-12-05,20.80924
2021-12-06,73.79576
2021-12-07,80.15414
2021-12-08,65.89595
2021-12-09,66.85934
2021-12-10,66.66666
2021-12-11,23.8921
2021-12-12,20.03853
2021-12-13,65.70327
2021-12-14,64.93256
2021-12-15,63.58381
2021-12-16,54.14258
2021-12-17,46.62813
2021-12-18,17.72639
2021-12-19,20.80924
2021-12-20,65.89595
2021-12-21,65.12524
2021-12-22,60.1156
2021-12-23,59.53757
2021-12-24,44.12331
2021-12-25,19.07514
2021-12-26,22.35067
2021-12-27,66.08863
2021-12-28,58.3815
2021-12-29,54.91329
2021-12-30,57.41811
2021-12-31,47.20616
2022-01-01,21.00192
2022-01-02,27.93834
2022-01-03,95.95375
2022-01-04,81.31021
2022-01-05,79.19075
2022-01-06,76.10789
2022-01-07,68.59344
2022-01-08,23.50674
2022-01-09,25.43352
2022-01-10,96.53179
2022-01-11,77.842
2022-01-12,73.02504
2022-01-13,70.52023
2022-01-14,52.79383
2022-01-15,19.07514
2022-01-16,23.8921
2022-01-17,72.83236
2022-01-18,63.39113
2022-01-19,71.6763
2022-01-20,62.04238
2022-01-21,52.02312
2022-01-22,17.91907
2022-01-23,18.88246
2022-01-24,69.36416
2022-01-25,74.18111
2022-01-26,68.20809
2022-01-27,52.79383
2022-01-28,43.3526
2022-01-29,18.4971
2022-01-30,14.25818
2022-01-31,20.42389
2022-02-01,12.52408
2022-02-02,24.85549
2022-02-03,76.49325
2022-02-04,65.70327
2022-02-05,22.54335
2022-02-06,24.08477
2022-02-07,74.95183
2022-02-08,73.02504
2022-02-09,68.20809
2022-02-10,68.20809
2022-02-11,63.77649
2022-02-12,20.23121
2022-02-13,19.07514
2022-02-14,70.32755
2022-02-15,68.01541
2022-02-16,68.01541
2022-02-17,58.95953
2022-02-18,49.13294
2022-02-19,19.07514
2022-02-20,20.23121
2022-02-21,66.47398
2022-02-22,68.78612
2022-02-23,71.86897
2022-02-24,65.89595
2022-02-25,62.42774
2022-02-26,26.20423
2022-02-27,27.55298
2022-02-28,94.99036
2022-03-01,33.33333
2022-03-02,100.0
2022-03-03,83.04431
2022-03-04,71.6763
2022-03-05,26.58959
2022-03-06,24.85549
2022-03-07,85.16377
2022-03-08,67.63005
2022-03-09,26.78227
2022-03-10,85.54913
2022-03-11,63.39113
2022-03-12,20.80924
2022-03-13,18.68978
2022-03-14,72.83236
2022-03-15,71.86897
2022-03-16,55.29865
2022-03-17,69.55684
2022-03-18,55.29865
2022-03-19,20.42389
2022-03-20,22.54335
2022-03-21,65.51059
2022-03-22,67.43737
2022-03-23,73.4104
2022-03-24,62.42774
2022-03-25,56.84007
2022-03-26,20.23121
2022-03-27,17.91907
2022-03-28,69.55684
2022-03-29,63.19845
2022-03-30,63.39113
2022-03-31,69.55684
2022-04-01,83.04431
2022-04-02,20.80924
2022-04-03,18.68978
2022-04-04,80.53949
2022-04-05,84.77842
2022-04-06,60.88631
2022-04-07,69.74951
2022-04-08,49.71098
2022-04-09,20.23121
2022-04-10,17.53371
2022-04-11,67.63005
2022-04-12,63.19845
2022-04-13,66.28131
2022-04-14,57.03275
2022-04-15,56.06936
2022-04-16,15.41425
2022-04-17,17.53371
2022-04-18,63.00578
2022-04-19,60.1156
2022-04-20,51.63776
2022-04-21,50.48169
2022-04-22,42.19653
2022-04-23,13.48747
2022-04-24,15.60693
2022-04-25,58.57418
2022-04-26,58.95953
2022-04-27,57.61078
2022-04-28,52.02312
2022-04-29,53.75722
2022-04-30,15.0289
2022-05-01,24.47013
2022-05-02,69.74951
2022-05-03,68.20809
2022-05-04,64.16184
2022-05-05,18.4971
2022-05-06,46.43545
2022-05-07,16.763
2022-05-08,17.34104
2022-05-09,67.43737
2022-05-10,74.18111
2022-05-11,60.30828
2022-05-12,63.77649
2022-05-13,55.49132
2022-05-14,19.26782
2022-05-15,16.763
2022-05-16,69.17148
2022-05-17,66.08863
2022-05-18,52.98651
2022-05-19,50.86705
2022-05-20,48.16955
2022-05-21,22.73603
2022-05-22,13.68015
2022-05-23,65.31791
2022-05-24,63.00578
2022-05-25,51.2524
2022-05-26,54.72061
2022-05-27,49.32562
2022-05-28,18.11175
2022-05-29,16.57032
2022-05-30,67.43737
2022-05-31,61.27167
2022-06-01,30.0578
2022-06-02,73.02504
2022-06-03,58.95953
2022-06-04,17.91907
2022-06-05,12.71676
2022-06-06,26.97495
2022-06-07,72.63969
2022-06-08,65.31791
2022-06-09,66.08863
2022-06-10,59.73025
2022-06-11,17.72639
2022-06-12,17.34104
2022-06-13,71.48362
2022-06-14,65.70327
2022-06-15,57.41811
2022-06-16,58.76685
2022-06-17,46.43545
2022-06-18,11.17533
2022-06-19,18.11175
2022-06-20,58.57418
2022-06-21,54.14258
2022-06-22,55.29865
2022-06-23,54.52793
2022-06-24,48.74759
2022-06-25,15.60693
2022-06-26,16.18497
2022-06-27,64.73988
2022-06-28,60.1156
2022-06-29,54.14258
2022-06-30,60.69364
2022-07-01,68.40077
2022-07-02,17.53371
2022-07-03,19.26782
2022-07-04,67.2447
2022-07-05,62.8131
2022-07-06,61.84971
2022-07-07,57.61078
2022-07-08,48.16955
2022-07-09,19.26782
2022-07-10,17.72639
2022-07-11,57.03275
2022-07-12,57.99614
2022-07-13,54.52793
2022-07-14,48.36223
2022-07-15,50.09633
2022-07-16,15.60693
2022-07-17,13.68015
2022-07-18,60.69364
2022-07-19,49.13294
2022-07-20,51.63776
2022-07-21,46.8208
2022-07-22,42.00385
2022-07-23,13.87283
2022-07-24,19.4605
2022-07-25,55.29865
2022-07-26,50.48169
2022-07-27,53.56454
2022-07-28,48.94026
2022-07-29,47.59152
2022-07-30,19.4605
2022-07-31,20.03853
2022-08-01,65.70327
2022-08-02,61.84971
2022-08-03,54.52793
2022-08-04,66.85934
2022-08-05,51.63776
2022-08-06,15.79961
2022-08-07,16.95568
2022-08-08,61.27167
2022-08-09,54.72061
2022-08-10,60.50096
2022-08-11,50.67437
2022-08-12,47.39884
2022-08-13,17.91907
2022-08-14,14.25818
2022-08-15,19.07514
2022-08-16,64.93256
2022-08-17,48.74759
2022-08-18,55.29865
2022-08-19,43.15992
2022-08-20,15.60693
2022-08-21,13.68015
2022-08-22,55.29865
2022-08-23,52.40847
2022-08-24,54.52793
2022-08-25,47.97687
2022-08-26,42.77456
2022-08-27,14.64354
2022-08-28,14.64354
2022-08-29,55.29865
2022-08-30,62.23506
2022-08-31,59.92292
2022-09-01,66.47398
2022-09-02,52.02312
2022-09-03,13.87283
2022-09-04,18.68978
2022-09-05,62.23506
2022-09-06,54.72061
2022-09-07,49.5183
2022-09-08,44.89402
2022-09-09,11.36801
2022-09-10,10.78998
2022-09-11,10.40462
2022-09-12,15.99229
2022-09-13,69.17148
2022-09-14,69.55684
2022-09-15,57.03275
2022-09-16,47.7842
2022-09-17,16.18497
2022-09-18,17.14836
2022-09-19,63.58381
2022-09-20,56.26204
2022-09-21,46.43545
2022-09-22,47.39884
2022-09-23,49.32562
2022-09-24,11.75337
2022-09-25,17.53371
2022-09-26,63.00578
2022-09-27,58.3815
2022-09-28,56.64739
2022-09-29,47.97687
2022-09-30,46.62813
2022-10-01,26.39691
2022-10-02,15.99229
2022-10-03,20.42389
2022-10-04,70.90558
2022-10-05,72.25433
2022-10-06,57.61078
2022-10-07,51.63776
2022-10-08,14.25818
2022-10-09,14.83622
2022-10-10,23.50674
2022-10-11,63.96917
2022-10-12,60.69364
2022-10-13,52.40847
2022-10-14,52.60115
2022-10-15,14.06551
2022-10-16,13.48747
2022-10-17,55.684
2022-10-18,48.16955
2022-10-19,42.77456
2022-10-20,45.0867
2022-10-21,40.07707
2022-10-22,11.75337
2022-10-23,13.87283
2022-10-24,49.90366
2022-10-25,45.47206
2022-10-26,45.47206
2022-10-27,37.95761
2022-10-28,35.45279
2022-10-29,13.87283
2022-10-30,13.68015
2022-10-31,58.76685
2022-11-01,68.78612
2022-11-02,55.49132
2022-11-03,50.09633
2022-11-04,42.96724
2022-11-05,15.22157
2022-11-06,12.52408
2022-11-07,52.60115
2022-11-08,51.83044
2022-11-09,46.43545
2022-11-10,51.63776
2022-11-11,43.15992
2022-11-12,12.3314
2022-11-13,16.37764
2022-11-14,56.26204
2022-11-15,52.02312
2022-11-16,47.39884
2022-11-17,40.07707
2022-11-18,36.60886
2022-11-19,9.24855
2022-11-20,11.75337
2022-11-21,48.94026
2022-11-22,44.70134
2022-11-23,46.43545
2022-11-24,40.46242
2022-11-25,35.64547
2022-11-26,12.52408
2022-11-27,12.3314
2022-11-28,51.44508
2022-11-29,48.55491
2022-11-30,54.52793
2022-12-01,55.10597
2022-12-02,40.26974
2022-12-03,13.29479
2022-12-04,14.06551
2022-12-05,59.53757
2022-12-06,50.09633
2022-12-07,52.21579
2022-12-08,45.27938
2022-12-09,48.36223
2022-12-10,15.41425
2022-12-11,13.87283
2022-12-12,59.15221
2022-12-13,46.43545
2022-12-14,48.94026
2022-12-15,50.09633
2022-12-16,37.18689
2022-12-17,10.78998
2022-12-18,12.90944
2022-12-19,41.42581
2022-12-20,49.71098
2022-12-21,49.71098
2022-12-22,49.13294
2022-12-23,39.30635
2022-12-24,9.05587
2022-12-25,9.82658
2022-12-26,46.24277
2022-12-27,50.86705
2022-12-28,49.32562
2022-12-29,49.32562
2022-12-30,32.17726
2022-12-31,16.18497
2023-01-01,17.34104
2023-01-02,74.56647
2023-01-03,65.89595
2023-01-04,65.31791
2023-01-05,70.13487
2023-01-06,59.34489
2023-01-07,20.42389
2023-01-08,25.6262
2023-01-09,74.37379
2023-01-10,68.01541
2023-01-11,59.15221
2023-01-12,60.30828
2023-01-13,55.87668
2023-01-14,18.88246
2023-01-15,20.61657
2023-01-16,60.30828
2023-01-17,55.10597
2023-01-18,48.16955
2023-01-19,46.24277
2023-01-20,33.71868
2023-01-21,13.68015
2023-01-22,11.56069
2023-01-23,11.56069
2023-01-24,17.91907
2023-01-25,64.5472
2023-01-26,55.29865
2023-01-27,53.9499
2023-01-28,20.42389
2023-01-29,16.763
2023-01-30,63.96917
2023-01-31,63.19845
2023-02-01,72.44701
2023-02-02,60.1156
2023-02-03,46.05009
2023-02-04,17.91907
2023-02-05,22.9287
2023-02-06,70.90558
2023-02-07,64.73988
2023-02-08,55.29865
2023-02-09,55.684
2023-02-10,53.17919
2023-02-11,15.41425
2023-02-12,17.34104
2023-02-13,58.95953
2023-02-14,60.1156
2023-02-15,52.02312
2023-02-16,48.36223
2023-02-17,44.70134
2023-02-18,15.0289
2023-02-19,13.68015
2023-02-20,55.87668
2023-02-21,64.93256
2023-02-22,50.86705
2023-02-23,47.59152
2023-02-24,42.58188
2023-02-25,14.83622
2023-02-26,15.60693
2023-02-27,55.87668
2023-02-28,52.98651
2023-03-01,31.21387
2023-03-02,77.26396
2023-03-03,73.4104
2023-03-04,27.55298
2023-03-05,21.57996
2023-03-06,68.40077
2023-03-07,65.70327
2023-03-08,61.07899
2023-03-09,58.18882
2023-03-10,52.79383
2023-03-11,20.23121
2023-03-12,13.68015
2023-03-13,65.31791
2023-03-14,59.15221
2023-03-15,63.00578
2023-03-16,49.5183
2023-03-17,42.00385
2023-03-18,13.48747
2023-03-19,14.64354
2023-03-20,56.45472
2023-03-21,52.02312
2023-03-22,50.48169
2023-03-23,49.71098
2023-03-24,45.0867
2023-03-25,17.14836
2023-03-26,12.3314
2023-03-27,48.36223
2023-03-28,54.14258
2023-03-29,55.29865
2023-03-30,47.01348
2023-03-31,43.3526
2023-04-01,20.61657
2023-04-02,16.95568
2023-04-03,72.44701
2023-04-04,63.39113
2023-04-05,68.78612
2023-04-06,54.14258
2023-04-07,44.12331
2023-04-08,16.57032
2023-04-09,17.34104
2023-04-10,62.04238
2023-04-11,57.99614
2023-04-12,55.49132
2023-04-13,46.8208
2023-04-14,40.84778
2023-04-15,11.94605
2023-04-16,13.29479
2023-04-17,53.17919
2023-04-18,51.44508
2023-04-19,43.54527
2023-04-20,46.8208
2023-04-21,37.57225
2023-04-22,15.79961
2023-04-23,11.75337
2023-04-24,49.71098
2023-04-25,51.05973
2023-04-26,44.31599
2023-04-27,44.89402
2023-04-28,48.74759
2023-04-29,15.99229
2023-04-30,14.83622
2023-05-01,32.94797
2023-05-02,74.56647
2023-05-03,64.35452
2023-05-04,49.90366
2023-05-05,18.30443
2023-05-06,12.52408
2023-05-07,12.71676
2023-05-08,65.31791
2023-05-09,51.63776
2023-05-10,56.45472
2023-05-11,46.8208
2023-05-12,44.31599
2023-05-13,15.60693
2023-05-14,15.0289
2023-05-15,60.69364
2023-05-16,50.28901
2023-05-17,45.66473
2023-05-18,42.58188
2023-05-19,40.07707
2023-05-20,15.99229
2023-05-21,17.34104
2023-05-22,52.98651
2023-05-23,49.71098
2023-05-24,47.39884
2023-05-25,48.36223
2023-05-26,36.03082
2023-05-27,11.17533
2023-05-28,13.10211
2023-05-29,22.54335
