date,가계부
2020-03-20,19.46328
2020-03-21,13.18713
2020-03-22,15.00504
2020-03-23,21.84388
2020-03-24,19.95383
2020-03-25,23.30111
2020-03-26,20.86279
2020-03-27,17.09709
2020-03-28,12.52344
2020-03-29,15.61102
2020-03-30,20.1991
2020-03-31,22.50757
2020-04-01,27.05237
2020-04-02,21.74289
2020-04-03,19.43442
2020-04-04,14.32693
2020-04-05,15.09161
2020-04-06,22.69513
2020-04-07,21.42547
2020-04-08,20.31452
2020-04-09,20.15582
2020-04-10,18.81402
2020-04-11,14.4135
2020-04-12,17.93392
2020-04-13,21.84388
2020-04-14,17.68864
2020-04-15,15.07718
2020-04-16,18.88616
2020-04-17,19.36228
2020-04-18,12.73986
2020-04-19,16.7364
2020-04-20,23.64738
2020-04-21,20.96378
2020-04-22,20.05482
2020-04-23,19.63641
2020-04-24,19.26128
2020-04-25,12.29259
2020-04-26,16.8951
2020-04-27,21.36776
2020-04-28,18.61203
2020-04-29,14.18265
2020-04-30,12.98513
2020-05-01,15.78415
2020-05-02,12.812
2020-05-03,16.18814
2020-05-04,20.12696
2020-05-05,16.44784
2020-05-06,21.62747
2020-05-07,17.48665
2020-05-08,16.30356
2020-05-09,12.07617
2020-05-10,13.54782
2020-05-11,19.75183
2020-05-12,18.98715
2020-05-13,16.15928
2020-05-14,15.84186
2020-05-15,16.34684
2020-05-16,10.20054
2020-05-17,12.20603
2020-05-18,19.8384
2020-05-19,16.41898
2020-05-20,15.63987
2020-05-21,16.96724
2020-05-22,14.25479
2020-05-23,10.01298
2020-05-24,13.20155
2020-05-25,21.91602
2020-05-26,20.17024
2020-05-27,16.79411
2020-05-28,14.65877
2020-05-29,16.56326
2020-05-30,11.05179
2020-05-31,14.44236
2020-06-01,26.27326
2020-06-02,21.65632
2020-06-03,15.79858
2020-06-04,14.73091
2020-06-05,13.86524
2020-06-06,9.99855
2020-06-07,12.88414
2020-06-08,17.40008
2020-06-09,15.45231
2020-06-10,17.52993
2020-06-11,14.58663
2020-06-12,12.99956
2020-06-13,10.37368
2020-06-14,12.36473
2020-06-15,17.67421
2020-06-16,15.94286
2020-06-17,14.71649
2020-06-18,15.07718
2020-06-19,13.80753
2020-06-20,9.70999
2020-06-21,10.86423
2020-06-22,16.96724
2020-06-23,14.84634
2020-06-24,14.52892
2020-06-25,18.4966
2020-06-26,12.91299
2020-06-27,9.39258
2020-06-28,11.64334
2020-06-29,17.51551
2020-06-30,20.01154
2020-07-01,21.02149
2020-07-02,15.87072
2020-07-03,13.99509
2020-07-04,10.5901
2020-07-05,13.05727
2020-07-06,17.74635
2020-07-07,16.15928
2020-07-08,14.39907
2020-07-09,13.49011
2020-07-10,12.58115
2020-07-11,9.43586
2020-07-12,13.46126
2020-07-13,19.34785
2020-07-14,16.79411
2020-07-15,16.79411
2020-07-16,13.95181
2020-07-17,12.85528
2020-07-18,9.13288
2020-07-19,11.36921
2020-07-20,18.81402
2020-07-21,17.11152
2020-07-22,16.10157
2020-07-23,15.27918
2020-07-24,15.45231
2020-07-25,9.82542
2020-07-26,12.99956
2020-07-27,18.8573
2020-07-28,17.03938
2020-07-29,18.28019
2020-07-30,16.00057
2020-07-31,15.6543
2020-08-01,13.04285
2020-08-02,13.67767
2020-08-03,18.55432
2020-08-04,17.11152
2020-08-05,16.00057
2020-08-06,16.02943
2020-08-07,13.38912
2020-08-08,9.72442
2020-08-09,11.58562
2020-08-10,20.08368
2020-08-11,17.3568
2020-08-12,15.25032
2020-08-13,13.89409
2020-08-14,12.76872
2020-08-15,8.54133
2020-08-16,9.30601
2020-08-17,13.89409
2020-08-18,16.70754
2020-08-19,15.40903
2020-08-20,16.40455
2020-08-21,15.10604
2020-08-22,11.9319
2020-08-23,12.53787
2020-08-24,20.63194
2020-08-25,23.01255
2020-08-26,18.28019
2020-08-27,17.74635
2020-08-28,15.95729
2020-08-29,11.18164
2020-08-30,16.60655
2020-08-31,26.3454
2020-09-01,28.14889
2020-09-02,22.50757
2020-09-03,19.17472
2020-09-04,16.96724
2020-09-05,12.49458
2020-09-06,15.06276
2020-09-07,21.68518
2020-09-08,18.12148
2020-09-09,18.62646
2020-09-10,18.61203
2020-09-11,15.22146
2020-09-12,11.18164
2020-09-13,13.66325
2020-09-14,21.29562
2020-09-15,17.80406
2020-09-16,17.78964
2020-09-17,17.40008
2020-09-18,15.78415
2020-09-19,10.66224
2020-09-20,12.73986
2020-09-21,19.319
2020-09-22,17.65978
2020-09-23,16.05828
2020-09-24,15.92843
2020-09-25,17.94834
2020-09-26,12.13389
2020-09-27,12.73986
2020-09-28,17.7175
2020-09-29,15.52445
2020-09-30,9.47915
2020-10-01,11.13836
2020-10-02,12.24931
2020-10-03,14.57221
2020-10-04,19.67969
2020-10-05,25.19117
2020-10-06,22.27672
2020-10-07,17.9772
2020-10-08,17.03938
2020-10-09,11.48463
2020-10-10,11.55677
2020-10-11,14.94733
2020-10-12,20.77622
2020-10-13,17.83292
2020-10-14,17.28466
2020-10-15,16.10157
2020-10-16,14.7742
2020-10-17,10.99408
2020-10-18,13.41797
2020-10-19,18.64088
2020-10-20,17.96277
2020-10-21,18.94387
2020-10-22,18.52546
2020-10-23,19.00158
2020-10-24,13.18713
2020-10-25,17.78964
2020-10-26,24.22449
2020-10-27,22.27672
2020-10-28,22.46429
2020-10-29,22.30558
2020-10-30,20.96378
2020-10-31,15.74087
2020-11-01,25.66729
2020-11-02,33.54494
2020-11-03,25.53744
2020-11-04,25.09017
2020-11-05,24.21007
2020-11-06,21.58418
2020-11-07,15.04833
2020-11-08,19.96825
2020-11-09,29.1877
2020-11-10,28.10561
2020-11-11,23.63295
2020-11-12,22.00259
2020-11-13,19.53542
2020-11-14,14.99062
2020-11-15,20.06925
2020-11-16,26.56182
2020-11-17,27.09565
2020-11-18,24.71504
2020-11-19,23.89265
2020-11-20,26.76381
2020-11-21,18.00605
2020-11-22,25.3643
2020-11-23,29.17327
2020-11-24,28.74044
2020-11-25,32.232
2020-11-26,28.52402
2020-11-27,26.25883
2020-11-28,21.58418
2020-11-29,28.95686
2020-11-30,40.41263
2020-12-01,50.45447
2020-12-02,41.49473
2020-12-03,37.15192
2020-12-04,35.85341
2020-12-05,25.92699
2020-12-06,34.04992
2020-12-07,45.13057
2020-12-08,42.11513
2020-12-09,39.50367
2020-12-10,45.28928
2020-12-11,40.54249
2020-12-12,27.80262
2020-12-13,34.38176
2020-12-14,44.40917
2020-12-15,40.45592
2020-12-16,38.43601
2020-12-17,34.25191
2020-12-18,30.51507
2020-12-19,26.99466
2020-12-20,34.03549
2020-12-21,43.29822
2020-12-22,42.33155
2020-12-23,37.74347
2020-12-24,31.22204
2020-12-25,27.51406
2020-12-26,36.94993
2020-12-27,46.71764
2020-12-28,60.58288
2020-12-29,54.35002
2020-12-30,48.42014
2020-12-31,46.50122
2021-01-01,60.42418
2021-01-02,60.33761
2021-01-03,61.63612
2021-01-04,68.11426
2021-01-05,58.54854
2021-01-06,47.77088
2021-01-07,37.13749
2021-01-08,34.59818
2021-01-09,26.15784
2021-01-10,33.18424
2021-01-11,40.77333
2021-01-12,30.54393
2021-01-13,31.06333
2021-01-14,27.13894
2021-01-15,27.21108
2021-01-16,23.41653
2021-01-17,25.58072
2021-01-18,29.77925
2021-01-19,27.03794
2021-01-20,27.54292
2021-01-21,27.86033
2021-01-22,22.17573
2021-01-23,17.12595
2021-01-24,21.72846
2021-01-25,31.59717
2021-01-26,28.17775
2021-01-27,24.91703
2021-01-28,23.1424
2021-01-29,20.54537
2021-01-30,17.29909
2021-01-31,24.84489
2021-02-01,36.53152
2021-02-02,29.30313
2021-02-03,23.63295
2021-02-04,20.0981
2021-02-05,17.73192
2021-02-06,13.80753
2021-02-07,16.33241
2021-02-08,20.53094
2021-02-09,16.07271
2021-02-10,16.26027
2021-02-11,10.93637
2021-02-12,11.71548
2021-02-13,12.37916
2021-02-14,17.81849
2021-02-15,25.13345
2021-02-16,22.55085
2021-02-17,19.218
2021-02-18,17.05381
2021-02-19,16.05828
2021-02-20,12.711
2021-02-21,14.06723
2021-02-22,19.66527
2021-02-23,17.76078
2021-02-24,17.18366
2021-02-25,21.88717
2021-02-26,16.40455
2021-02-27,12.95628
2021-02-28,16.43341
2021-03-01,26.66281
2021-03-02,27.05237
2021-03-03,21.10806
2021-03-04,15.7553
2021-03-05,14.24036
2021-03-06,12.13389
2021-03-07,14.86077
2021-03-08,17.89063
2021-03-09,15.62545
2021-03-10,16.18814
2021-03-11,14.75977
2021-03-12,12.5523
2021-03-13,9.32044
2021-03-14,10.86423
2021-03-15,17.09709
2021-03-16,16.36127
2021-03-17,13.5334
2021-03-18,13.25926
2021-03-19,11.98961
2021-03-20,9.68114
2021-03-21,12.711
2021-03-22,16.90953
2021-03-23,14.70206
2021-03-24,14.61549
2021-03-25,15.49559
2021-03-26,13.4324
2021-03-27,11.06622
2021-03-28,13.41797
2021-03-29,15.914
2021-03-30,14.97619
2021-03-31,16.95282
2021-04-01,17.45779
2021-04-02,13.63439
2021-04-03,11.15279
2021-04-04,12.75429
2021-04-05,18.28019
2021-04-06,13.23041
2021-04-07,14.42793
2021-04-08,11.51349
2021-04-09,11.88861
2021-04-10,8.28163
2021-04-11,9.8687
2021-04-12,15.68316
2021-04-13,13.3314
2021-04-14,12.36473
2021-04-15,11.9319
2021-04-16,11.08065
2021-04-17,8.71447
2021-04-18,9.78213
2021-04-19,14.80305
2021-04-20,13.56225
2021-04-21,12.04732
2021-04-22,12.40802
2021-04-23,11.78762
2021-04-24,8.85875
2021-04-25,10.41696
2021-04-26,16.43341
2021-04-27,15.16375
2021-04-28,11.71548
2021-04-29,13.36026
2021-04-30,12.13389
2021-05-01,13.5334
2021-05-02,14.0528
2021-05-03,16.08714
2021-05-04,15.12047
2021-05-05,10.97965
2021-05-06,13.5334
2021-05-07,11.25378
2021-05-08,8.78661
2021-05-09,11.31149
2021-05-10,18.2369
2021-05-11,15.6543
2021-05-12,13.64882
2021-05-13,12.5523
2021-05-14,10.86423
2021-05-15,8.55576
2021-05-16,11.34035
2021-05-17,15.53888
2021-05-18,12.88414
2021-05-19,10.11398
2021-05-20,16.53441
2021-05-21,14.70206
2021-05-22,10.44582
2021-05-23,13.01399
2021-05-24,18.52546
2021-05-25,18.78516
2021-05-26,16.54883
2021-05-27,14.22594
2021-05-28,11.75876
2021-05-29,10.01298
2021-05-30,13.50454
2021-05-31,21.94488
2021-06-01,22.19016
2021-06-02,20.14139
2021-06-03,16.83739
2021-06-04,13.63439
2021-06-05,9.66671
2021-06-06,12.40802
2021-06-07,16.2747
2021-06-08,14.22594
2021-06-09,14.26922
2021-06-10,14.39907
2021-06-11,11.81647
2021-06-12,7.94979
2021-06-13,10.96522
2021-06-14,14.48564
2021-06-15,13.12941
2021-06-16,13.70653
2021-06-17,11.64334
2021-06-18,11.4702
2021-06-19,7.57466
2021-06-20,10.41696
2021-06-21,15.27918
2021-06-22,13.61996
2021-06-23,12.78314
2021-06-24,11.90304
2021-06-25,12.78314
