date,사업아이템
2023-05-30,78.62481
2023-05-31,67.86248
2023-06-01,59.19282
2023-06-02,50.37369
2023-06-03,32.13751
2023-06-04,44.39461
2023-06-05,56.35276
2023-06-06,52.76532
2023-06-07,69.50672
2023-06-08,62.33183
2023-06-09,60.68759
2023-06-10,43.79671
2023-06-11,54.85799
2023-06-12,78.62481
2023-06-13,70.10463
2023-06-14,72.94469
2023-06-15,56.05381
2023-06-16,55.15695
2023-06-17,41.85351
2023-06-18,45.59043
2023-06-19,67.41405
2023-06-20,68.75934
2023-06-21,54.55904
2023-06-22,55.90433
2023-06-23,53.5127
2023-06-24,31.39013
2023-06-25,46.03886
2023-06-26,62.63079
2023-06-27,63.67713
2023-06-28,60.83707
2023-06-29,52.76532
2023-06-30,51.12107
2023-07-01,38.71449
2023-07-02,42.30194
2023-07-03,57.99701
2023-07-04,61.13602
2023-07-05,63.37817
2023-07-06,56.05381
2023-07-07,53.96113
2023-07-08,41.40508
2023-07-09,44.24514
2023-07-10,65.7698
2023-07-11,61.13602
2023-07-12,71.00149
2023-07-13,57.54857
2023-07-14,46.03886
2023-07-15,35.57548
2023-07-16,46.33781
2023-07-17,64.42451
2023-07-18,65.02242
2023-07-19,55.90433
2023-07-20,52.31689
2023-07-21,44.84304
2023-07-22,34.08071
2023-07-23,41.10612
2023-07-24,52.01793
2023-07-25,49.6263
2023-07-26,55.00747
2023-07-27,44.09566
2023-07-28,39.01345
2023-07-29,33.33333
2023-07-30,34.97757
2023-07-31,50.97159
2023-08-01,49.0284
2023-08-02,44.24514
2023-08-03,45.29147
2023-08-04,42.60089
2023-08-05,37.07025
2023-08-06,45.29147
2023-08-07,58.89387
2023-08-08,62.48131
2023-08-09,61.13602
2023-08-10,52.61584
2023-08-11,47.38415
2023-08-12,39.91031
2023-08-13,46.93572
2023-08-14,54.85799
2023-08-15,55.75485
2023-08-16,66.51718
2023-08-17,64.72346
2023-08-18,56.35276
2023-08-19,44.54409
2023-08-20,44.24514
2023-08-21,65.91928
2023-08-22,67.41405
2023-08-23,62.78026
2023-08-24,51.86846
2023-08-25,46.33781
2023-08-26,42.00298
2023-08-27,43.79671
2023-08-28,73.24364
2023-08-29,67.86248
2023-08-30,63.67713
2023-08-31,57.54857
2023-09-01,50.07473
2023-09-02,33.78176
2023-09-03,43.04932
2023-09-04,67.11509
2023-09-05,59.9402
2023-09-06,55.75485
2023-09-07,63.52765
2023-09-08,52.76532
2023-09-09,33.78176
2023-09-10,47.38415
2023-09-11,72.49626
2023-09-12,65.32137
2023-09-13,65.62032
2023-09-14,54.55904
2023-09-15,52.61584
2023-09-16,33.03437
2023-09-17,41.55455
2023-09-18,65.32137
2023-09-19,58.59491
2023-09-20,51.12107
2023-09-21,48.87892
2023-09-22,42.60089
2023-09-23,28.9985
2023-09-24,35.57548
2023-09-25,49.6263
2023-09-26,46.18834
2023-09-27,38.71449
2023-09-28,28.25112
2023-09-29,31.53961
2023-09-30,30.34379
2023-10-01,33.48281
2023-10-02,35.426
2023-10-03,42.30194
2023-10-04,55.75485
2023-10-05,53.81165
2023-10-06,41.10612
2023-10-07,32.8849
2023-10-08,34.97757
2023-10-09,45.142
2023-10-10,64.27503
2023-10-11,52.31689
2023-10-12,60.38863
2023-10-13,44.99252
2023-10-14,32.43647
2023-10-15,43.49775
2023-10-16,60.83707
2023-10-17,59.64125
2023-10-18,57.10014
2023-10-19,62.63079
2023-10-20,44.39461
2023-10-21,24.06576
2023-10-22,34.37967
2023-10-23,65.91928
2023-10-24,62.92974
2023-10-25,53.96113
2023-10-26,55.4559
2023-10-27,40.20926
2023-10-28,27.20478
2023-10-29,41.10612
2023-10-30,57.10014
2023-10-31,57.24962
2023-11-01,60.23916
2023-11-02,52.31689
2023-11-03,49.32735
2023-11-04,27.0553
2023-11-05,37.07025
2023-11-06,53.06427
2023-11-07,48.43049
2023-11-08,50.37369
2023-11-09,49.32735
2023-11-10,42.30194
2023-11-11,22.86995
2023-11-12,31.68908
2023-11-13,50.37369
2023-11-14,45.142
2023-11-15,50.67264
2023-11-16,40.20926
2023-11-17,39.46188
2023-11-18,30.49327
2023-11-19,37.81763
2023-11-20,56.95067
2023-11-21,52.61584
2023-11-22,49.47683
2023-11-23,43.1988
2023-11-24,35.27653
2023-11-25,29.59641
2023-11-26,33.93124
2023-11-27,47.0852
2023-11-28,49.77578
2023-11-29,40.95665
2023-11-30,44.69357
2023-12-01,36.32286
2023-12-02,34.37967
2023-12-03,37.96711
2023-12-04,53.21375
2023-12-05,48.72944
2023-12-06,43.64723
2023-12-07,44.54409
2023-12-08,43.94618
2023-12-09,32.13751
2023-12-10,34.8281
2023-12-11,52.01793
2023-12-12,52.61584
2023-12-13,41.55455
2023-12-14,54.70852
2023-12-15,40.05979
2023-12-16,31.39013
2023-12-17,32.58594
2023-12-18,47.98206
2023-12-19,46.18834
2023-12-20,43.49775
2023-12-21,41.2556
2023-12-22,36.17339
2023-12-23,28.69955
2023-12-24,26.00896
2023-12-25,27.65321
2023-12-26,50.22421
2023-12-27,44.54409
2023-12-28,45.44095
2023-12-29,34.08071
2023-12-30,25.26158
2023-12-31,31.39013
2024-01-01,34.08071
2024-01-02,50.37369
2024-01-03,51.42002
2024-01-04,47.53363
2024-01-05,43.34828
2024-01-06,33.03437
2024-01-07,37.66816
2024-01-08,54.11061
2024-01-09,50.37369
2024-01-10,51.12107
2024-01-11,49.17787
2024-01-12,43.79671
2024-01-13,32.13751
2024-01-14,35.72496
2024-01-15,57.3991
2024-01-16,57.99701
2024-01-17,51.86846
2024-01-18,59.04334
2024-01-19,45.73991
2024-01-20,36.47234
2024-01-21,40.50822
2024-01-22,52.76532
2024-01-23,52.16741
2024-01-24,47.98206
2024-01-25,44.54409
2024-01-26,37.21973
2024-01-27,31.09118
2024-01-28,40.65769
2024-01-29,49.6263
2024-01-30,49.92526
2024-01-31,41.85351
2024-02-01,44.39461
2024-02-02,36.62182
2024-02-03,28.40059
2024-02-04,32.13751
2024-02-05,48.43049
2024-02-06,44.39461
2024-02-07,36.47234
2024-02-08,32.13751
2024-02-09,24.5142
2024-02-10,25.41106
2024-02-11,33.33333
2024-02-12,40.20926
2024-02-13,49.0284
2024-02-14,40.20926
2024-02-15,38.26606
2024-02-16,37.21973
2024-02-17,32.58594
2024-02-18,34.23019
2024-02-19,48.57997
2024-02-20,42.89985
2024-02-21,49.92526
2024-02-22,42.75037
2024-02-23,38.56502
2024-02-24,30.34379
2024-02-25,39.16292
2024-02-26,55.60538
2024-02-27,47.23467
2024-02-28,37.96711
2024-02-29,36.62182
2024-03-01,26.75635
2024-03-02,32.28699
2024-03-03,40.50822
2024-03-04,43.94618
2024-03-05,46.78624
2024-03-06,46.63677
2024-03-07,39.3124
2024-03-08,41.10612
2024-03-09,30.34379
2024-03-10,31.68908
2024-03-11,57.10014
2024-03-12,48.13153
2024-03-13,51.86846
2024-03-14,50.22421
2024-03-15,35.12705
2024-03-16,31.24065
2024-03-17,38.26606
2024-03-18,53.06427
2024-03-19,46.18834
2024-03-20,45.73991
