date,LG생활건강주가
2020-03-20,7.42422
2020-03-21,1.77952
2020-03-22,1.71224
2020-03-23,7.96918
2020-03-24,6.47223
2020-03-25,7.01046
2020-03-26,7.21566
2020-03-27,7.36031
2020-03-28,1.59451
2020-03-29,1.37921
2020-03-30,7.59915
2020-03-31,6.43859
2020-04-01,6.69761
2020-04-02,7.18202
2020-04-03,6.35449
2020-04-04,1.37248
2020-04-05,1.27157
2020-04-06,7.5386
2020-04-07,6.82544
2020-04-08,5.88354
2020-04-09,5.86672
2020-04-10,6.28721
2020-04-11,1.36912
2020-04-12,1.24802
2020-04-13,5.73552
2020-04-14,4.61869
2020-04-15,1.15383
2020-04-16,4.62206
2020-04-17,5.47986
2020-04-18,1.11346
2020-04-19,1.07646
2020-04-20,5.13338
2020-04-21,5.67833
2020-04-22,6.13247
2020-04-23,9.21384
2020-04-24,8.47377
2020-04-25,1.36912
2020-04-26,1.41958
2020-04-27,6.19638
2020-04-28,6.06519
2020-04-29,5.37558
2020-04-30,1.14037
2020-05-01,1.15383
2020-05-02,0.53823
2020-05-03,0.5685
2020-05-04,4.67924
2020-05-05,0.9789
2020-05-06,4.10064
2020-05-07,4.52787
2020-05-08,3.71379
2020-05-09,0.80734
2020-05-10,0.71652
2020-05-11,4.01318
2020-05-12,3.84498
2020-05-13,3.69361
2020-05-14,3.79453
2020-05-15,3.45477
2020-05-16,0.70979
2020-05-17,0.6997
2020-05-18,3.71379
2020-05-19,3.72052
2020-05-20,3.4985
2020-05-21,3.63306
2020-05-22,3.42786
2020-05-23,0.70306
2020-05-24,0.52477
2020-05-25,3.47159
2020-05-26,3.68352
2020-05-27,3.39085
2020-05-28,3.51868
2020-05-29,3.10492
2020-05-30,0.64587
2020-05-31,0.59541
2020-06-01,3.67679
2020-06-02,3.11837
2020-06-03,3.60614
2020-06-04,3.61287
2020-06-05,3.07128
2020-06-06,0.6526
2020-06-07,0.62569
2020-06-08,3.26975
2020-06-09,3.26975
2020-06-10,3.14865
2020-06-11,3.72725
2020-06-12,4.18474
2020-06-13,0.75015
2020-06-14,0.68624
2020-06-15,5.17038
2020-06-16,4.82389
2020-06-17,4.40004
2020-06-18,4.13428
2020-06-19,4.47741
2020-06-20,0.78043
2020-06-21,0.60551
2020-06-22,4.24529
2020-06-23,4.58169
2020-06-24,4.6086
2020-06-25,5.06946
2020-06-26,4.70952
2020-06-27,0.80061
2020-06-28,0.6997
2020-06-29,4.13765
2020-06-30,5.02237
2020-07-01,4.41349
2020-07-02,4.6456
2020-07-03,3.81134
2020-07-04,0.67951
2020-07-05,0.63242
2020-07-06,3.9459
2020-07-07,3.68688
2020-07-08,4.12756
2020-07-09,4.19147
2020-07-10,3.61287
2020-07-11,0.58196
2020-07-12,0.5685
2020-07-13,3.6566
2020-07-14,4.06028
2020-07-15,4.06364
2020-07-16,3.45813
2020-07-17,3.20583
2020-07-18,0.46758
2020-07-19,0.38348
2020-07-20,3.28321
2020-07-21,4.74316
2020-07-22,3.96272
2020-07-23,4.6086
2020-07-24,4.96181
2020-07-25,0.95199
2020-07-26,0.80734
2020-07-27,3.85171
2020-07-28,4.06028
2020-07-29,4.59178
2020-07-30,4.38322
2020-07-31,3.82144
2020-08-01,1.02936
2020-08-02,0.73334
2020-08-03,4.17465
2020-08-04,3.85844
2020-08-05,3.76425
2020-08-06,4.1141
2020-08-07,4.81044
2020-08-08,1.22784
2020-08-09,1.66515
2020-08-10,5.33185
2020-08-11,10.52914
2020-08-12,7.94227
2020-08-13,6.77498
2020-08-14,6.07528
2020-08-15,1.36912
2020-08-16,1.21102
2020-08-17,1.25138
2020-08-18,5.81626
2020-08-19,5.58751
2020-08-20,5.61442
2020-08-21,5.72879
2020-08-22,0.84098
2020-08-23,0.77034
2020-08-24,4.47741
2020-08-25,4.37649
2020-08-26,4.95509
2020-08-27,4.79698
2020-08-28,4.01318
2020-08-29,0.8948
2020-08-30,0.86789
2020-08-31,4.45722
2020-09-01,4.45722
2020-09-02,4.19483
2020-09-03,3.79453
2020-09-04,4.28903
2020-09-05,0.80734
2020-09-06,0.67278
2020-09-07,4.07373
2020-09-08,3.64988
2020-09-09,3.7037
2020-09-10,3.64651
2020-09-11,3.33366
2020-09-12,0.66606
2020-09-13,0.5685
2020-09-14,3.26302
2020-09-15,3.26302
2020-09-16,3.30675
2020-09-17,3.51195
2020-09-18,3.21593
2020-09-19,0.66942
2020-09-20,0.62905
2020-09-21,3.18229
2020-09-22,3.43458
2020-09-23,3.23611
2020-09-24,3.6667
2020-09-25,2.97709
2020-09-26,0.65596
2020-09-27,0.55505
2020-09-28,3.01745
2020-09-29,2.75843
2020-09-30,0.57859
2020-10-01,0.50795
2020-10-02,0.42049
2020-10-03,0.39358
2020-10-04,0.61896
2020-10-05,3.64315
2020-10-06,3.45813
2020-10-07,3.36058
2020-10-08,3.21593
2020-10-09,0.9049
2020-10-10,0.56177
2020-10-11,0.59205
2020-10-12,4.47404
2020-10-13,4.02664
2020-10-14,4.04682
2020-10-15,4.03337
2020-10-16,3.24284
2020-10-17,0.8208
2020-10-18,0.68288
2020-10-19,3.3774
2020-10-20,3.5355
2020-10-21,4.34285
2020-10-22,4.66242
2020-10-23,4.55814
2020-10-24,1.10673
2020-10-25,0.90153
2020-10-26,3.5826
2020-10-27,3.52877
2020-10-28,3.99973
2020-10-29,3.92572
2020-10-30,4.57496
2020-10-31,0.83762
2020-11-01,1.11682
2020-11-02,4.47404
2020-11-03,3.59605
2020-11-04,3.62296
2020-11-05,3.95599
2020-11-06,4.4875
2020-11-07,1.14037
2020-11-08,0.97554
2020-11-09,4.11746
2020-11-10,3.91226
2020-11-11,4.73643
2020-11-12,5.58078
2020-11-13,4.72634
2020-11-14,1.2312
2020-11-15,1.25475
2020-11-16,4.3563
2020-11-17,4.34958
2020-11-18,4.24866
2020-11-19,4.05691
2020-11-20,4.05019
2020-11-21,1.17401
2020-11-22,1.05627
2020-11-23,4.30584
2020-11-24,4.4875
2020-11-25,4.87772
2020-11-26,4.59514
2020-11-27,4.24866
2020-11-28,1.14374
2020-11-29,0.98563
2020-11-30,4.13428
2020-12-01,3.83489
2020-12-02,4.66579
2020-12-03,4.44713
2020-12-04,4.54132
2020-12-05,1.04618
2020-12-06,1.07982
2020-12-07,5.40585
2020-12-08,4.3193
2020-12-09,4.5615
2020-12-10,4.1141
2020-12-11,5.20738
2020-12-12,1.43304
2020-12-13,1.56759
2020-12-14,5.8499
2020-12-15,4.8508
2020-12-16,5.48995
2020-12-17,5.0661
2020-12-18,4.00982
2020-12-19,1.04282
2020-12-20,1.01254
2020-12-21,3.92572
2020-12-22,3.76761
2020-12-23,4.03673
2020-12-24,3.65324
2020-12-25,1.56423
2020-12-26,1.42294
2020-12-27,1.4734
2020-12-28,4.58505
2020-12-29,5.13338
2020-12-30,4.96854
2020-12-31,2.03518
2021-01-01,1.47004
2021-01-02,1.50368
2021-01-03,1.4734
2021-01-04,5.22084
2021-01-05,5.55387
2021-01-06,5.49668
2021-01-07,6.27712
2021-01-08,6.99364
2021-01-09,2.84589
2021-01-10,2.46913
2021-01-11,7.09792
2021-01-12,7.42422
2021-01-13,7.39058
2021-01-14,7.31321
2021-01-15,6.39485
2021-01-16,1.76943
2021-01-17,1.45322
2021-01-18,6.34103
2021-01-19,6.02818
2021-01-20,6.2132
2021-01-21,6.96673
2021-01-22,7.1181
2021-01-23,2.38167
2021-01-24,2.88626
2021-01-25,14.95946
2021-01-26,13.05883
2021-01-27,13.28421
2021-01-28,12.09674
2021-01-29,8.75971
2021-01-30,2.38503
2021-01-31,2.29757
2021-02-01,7.87835
2021-02-02,8.1912
2021-02-03,9.02546
2021-02-04,7.95909
2021-02-05,6.48232
2021-02-06,2.10582
2021-02-07,2.57005
2021-02-08,8.62179
2021-02-09,6.64379
2021-02-10,6.1291
2021-02-11,1.50031
2021-02-12,1.47004
2021-02-13,1.40276
2021-02-14,1.66178
2021-02-15,6.47223
2021-02-16,7.88172
2021-02-17,6.82208
2021-02-18,6.96336
2021-02-19,6.31748
2021-02-20,1.41285
2021-02-21,1.8098
2021-02-22,7.1652
2021-02-23,6.72789
2021-02-24,7.84135
2021-02-25,7.3334
2021-02-26,7.85481
2021-02-27,1.97127
2021-02-28,1.76607
2021-03-01,1.87035
2021-03-02,7.97927
2021-03-03,7.10465
2021-03-04,8.17438
2021-03-05,7.55542
2021-03-06,2.51623
2021-03-07,2.85262
2021-03-08,8.61169
2021-03-09,8.28539
2021-03-10,6.95663
2021-03-11,7.65297
2021-03-12,7.83462
2021-03-13,1.74588
2021-03-14,3.21256
2021-03-15,6.81871
2021-03-16,6.25693
2021-03-17,6.19302
2021-03-18,5.98782
2021-03-19,6.63033
2021-03-20,1.90735
2021-03-21,1.40276
2021-03-22,5.99791
2021-03-23,5.21747
2021-03-24,5.73889
2021-03-25,5.71534
2021-03-26,5.16365
2021-03-27,1.25475
2021-03-28,1.22447
2021-03-29,4.5615
2021-03-30,5.67161
2021-03-31,5.32512
2021-04-01,4.40004
2021-04-02,4.37985
2021-04-03,0.96881
2021-04-04,1.4364
2021-04-05,4.81044
2021-04-06,4.47404
2021-04-07,4.2352
2021-04-08,5.07955
2021-04-09,4.63888
2021-04-10,1.22447
2021-04-11,1.01591
2021-04-12,4.50768
2021-04-13,5.23429
2021-04-14,5.22084
2021-04-15,5.20065
