date,자동차책임보험
2020-03-20,47.7927
2020-03-21,23.4165
2020-03-22,23.99232
2020-03-23,55.85412
2020-03-24,49.90403
2020-03-25,53.7428
2020-03-26,49.90403
2020-03-27,46.06525
2020-03-28,22.64875
2020-03-29,24.18426
2020-03-30,53.07101
2020-03-31,51.15163
2020-04-01,46.83301
2020-04-02,49.23224
2020-04-03,41.5547
2020-04-04,26.29558
2020-04-05,23.60844
2020-04-06,53.07101
2020-04-07,54.03071
2020-04-08,49.52015
2020-04-09,48.94433
2020-04-10,44.14587
2020-04-11,26.19961
2020-04-12,25.9117
2020-04-13,56.71785
2020-04-14,57.29366
2020-04-15,28.79078
2020-04-16,54.31861
2020-04-17,54.22264
2020-04-18,26.10364
2020-04-19,28.02303
2020-04-20,60.55662
2020-04-21,58.25335
2020-04-22,53.64683
2020-04-23,51.2476
2020-04-24,48.36852
2020-04-25,29.65451
2020-04-26,25.14395
2020-04-27,59.40499
2020-04-28,59.21305
2020-04-29,53.26295
2020-04-30,30.42226
2020-05-01,38.19577
2020-05-02,29.17466
2020-05-03,23.32053
2020-05-04,70.44145
2020-05-05,30.51823
2020-05-06,64.29942
2020-05-07,55.66218
2020-05-08,55.75815
2020-05-09,28.50287
2020-05-10,27.1593
2020-05-11,74.85604
2020-05-12,65.64299
2020-05-13,58.92514
2020-05-14,57.96545
2020-05-15,49.80806
2020-05-16,33.1094
2020-05-17,27.63915
2020-05-18,66.31477
2020-05-19,68.80998
2020-05-20,58.44529
2020-05-21,61.32437
2020-05-22,52.30326
2020-05-23,29.17466
2020-05-24,26.39155
2020-05-25,68.33013
2020-05-26,58.54126
2020-05-27,52.68714
2020-05-28,58.15738
2020-05-29,51.5355
2020-05-30,26.48752
2020-05-31,26.96737
2020-06-01,64.77927
2020-06-02,53.7428
2020-06-03,55.18234
2020-06-04,52.4952
2020-06-05,57.77351
2020-06-06,30.42226
2020-06-07,26.67946
2020-06-08,63.05182
2020-06-09,59.40499
2020-06-10,52.01535
2020-06-11,63.24376
2020-06-12,52.39923
2020-06-13,28.4069
2020-06-14,25.43186
2020-06-15,59.69289
2020-06-16,53.83877
2020-06-17,48.65642
2020-06-18,48.94433
2020-06-19,50.38387
2020-06-20,31.09404
2020-06-21,24.28023
2020-06-22,59.21305
2020-06-23,57.96545
2020-06-24,50.19193
2020-06-25,58.92514
2020-06-26,56.81381
2020-06-27,30.23032
2020-06-28,25.43186
2020-06-29,68.4261
2020-06-30,54.22264
2020-07-01,56.33397
2020-07-02,46.73704
2020-07-03,47.69673
2020-07-04,25.52783
2020-07-05,26.48752
2020-07-06,54.9904
2020-07-07,55.08637
2020-07-08,55.56621
2020-07-09,44.52975
2020-07-10,43.85796
2020-07-11,25.43186
2020-07-12,23.70441
2020-07-13,55.75815
2020-07-14,54.41458
2020-07-15,51.15163
2020-07-16,58.15738
2020-07-17,50.0
2020-07-18,23.03262
2020-07-19,21.20921
2020-07-20,63.14779
2020-07-21,54.31861
2020-07-22,46.44913
2020-07-23,48.75239
2020-07-24,53.16698
2020-07-25,28.98272
2020-07-26,21.88099
2020-07-27,57.4856
2020-07-28,89.15547
2020-07-29,67.08253
2020-07-30,59.88483
2020-07-31,51.5355
2020-08-01,31.09404
2020-08-02,23.80038
2020-08-03,56.42994
2020-08-04,57.38963
2020-08-05,57.10172
2020-08-06,51.05566
2020-08-07,45.68138
2020-08-08,28.69481
2020-08-09,22.07293
2020-08-10,58.92514
2020-08-11,46.92898
2020-08-12,46.25719
2020-08-13,46.5451
2020-08-14,43.57005
2020-08-15,24.18426
2020-08-16,23.03262
2020-08-17,29.65451
2020-08-18,67.08253
2020-08-19,56.52591
2020-08-20,54.41458
2020-08-21,52.7831
2020-08-22,27.83109
2020-08-23,24.47216
2020-08-24,54.03071
2020-08-25,53.35892
2020-08-26,47.88867
2020-08-27,54.60652
2020-08-28,45.68138
2020-08-29,31.09404
2020-08-30,27.73512
2020-08-31,54.70249
2020-09-01,48.46449
2020-09-02,49.32821
2020-09-03,49.71209
2020-09-04,46.92898
2020-09-05,23.32053
2020-09-06,21.20921
2020-09-07,53.55086
2020-09-08,53.55086
2020-09-09,48.84836
2020-09-10,48.94433
2020-09-11,49.90403
2020-09-12,27.63915
2020-09-13,21.49712
2020-09-14,60.94049
2020-09-15,55.18234
2020-09-16,57.19769
2020-09-17,57.10172
2020-09-18,47.7927
2020-09-19,26.00767
2020-09-20,24.28023
2020-09-21,60.65259
2020-09-22,56.14203
2020-09-23,49.61612
2020-09-24,45.48944
2020-09-25,50.47984
2020-09-26,25.14395
2020-09-27,22.74472
2020-09-28,60.46065
2020-09-29,50.2879
2020-09-30,18.52207
2020-10-01,19.09788
2020-10-02,19.86564
2020-10-03,20.63339
2020-10-04,21.88099
2020-10-05,69.6737
2020-10-06,54.31861
2020-10-07,61.51631
2020-10-08,52.87907
2020-10-09,31.28598
2020-10-10,25.52783
2020-10-11,21.40115
2020-10-12,57.67754
2020-10-13,59.40499
2020-10-14,53.93474
2020-10-15,49.80806
2020-10-16,46.73704
2020-10-17,27.83109
2020-10-18,19.86564
2020-10-19,64.10748
2020-10-20,53.45489
2020-10-21,47.69673
2020-10-22,49.23224
2020-10-23,49.23224
2020-10-24,23.51247
2020-10-25,23.32053
2020-10-26,61.42034
2020-10-27,57.00575
2020-10-28,49.71209
2020-10-29,48.17658
2020-10-30,45.96928
2020-10-31,27.54318
2020-11-01,21.68905
2020-11-02,55.56621
2020-11-03,46.92898
2020-11-04,47.88867
2020-11-05,49.71209
2020-11-06,41.65067
2020-11-07,28.02303
2020-11-08,23.22456
2020-11-09,59.59692
2020-11-10,51.5355
2020-11-11,50.09596
2020-11-12,47.69673
2020-11-13,46.64107
2020-11-14,28.59884
2020-11-15,25.14395
2020-11-16,60.84452
2020-11-17,51.72744
2020-11-18,49.0403
2020-11-19,52.01535
2020-11-20,49.61612
2020-11-21,21.49712
2020-11-22,25.33589
2020-11-23,52.87907
2020-11-24,47.88867
2020-11-25,48.46449
2020-11-26,44.43378
2020-11-27,44.52975
2020-11-28,25.04798
2020-11-29,27.25527
2020-11-30,58.92514
2020-12-01,49.23224
2020-12-02,46.25719
2020-12-03,47.69673
2020-12-04,47.12092
2020-12-05,26.67946
2020-12-06,25.9117
2020-12-07,52.4952
2020-12-08,50.38387
2020-12-09,47.69673
2020-12-10,53.83877
2020-12-11,48.08061
2020-12-12,23.89635
2020-12-13,21.78502
2020-12-14,53.55086
2020-12-15,50.0
2020-12-16,53.7428
2020-12-17,46.44913
2020-12-18,45.96928
2020-12-19,23.12859
2020-12-20,21.88099
2020-12-21,59.9808
2020-12-22,57.58157
2020-12-23,50.0
2020-12-24,45.77735
2020-12-25,20.63339
2020-12-26,27.63915
2020-12-27,26.58349
2020-12-28,65.45105
2020-12-29,50.67178
2020-12-30,52.11132
2020-12-31,46.73704
2021-01-01,22.74472
2021-01-02,28.02303
2021-01-03,26.96737
2021-01-04,53.55086
2021-01-05,50.09596
2021-01-06,51.91938
2021-01-07,50.38387
2021-01-08,51.15163
2021-01-09,30.23032
2021-01-10,28.59884
2021-01-11,59.11708
2021-01-12,52.7831
2021-01-13,45.39347
2021-01-14,49.42418
2021-01-15,46.44913
2021-01-16,27.92706
2021-01-17,23.99232
2021-01-18,50.67178
2021-01-19,49.80806
2021-01-20,48.94433
2021-01-21,50.2879
2021-01-22,44.62571
2021-01-23,28.4069
2021-01-24,23.22456
2021-01-25,54.70249
2021-01-26,51.63147
2021-01-27,51.63147
2021-01-28,47.60076
2021-01-29,43.95393
2021-01-30,25.04798
2021-01-31,26.39155
2021-02-01,55.66218
2021-02-02,47.88867
2021-02-03,48.17658
2021-02-04,49.42418
2021-02-05,43.28214
2021-02-06,28.21497
2021-02-07,32.34165
2021-02-08,55.75815
2021-02-09,55.18234
2021-02-10,46.64107
2021-02-11,36.75623
2021-02-12,26.67946
2021-02-13,28.31094
2021-02-14,27.44721
2021-02-15,70.9213
2021-02-16,60.17274
2021-02-17,55.18234
2021-02-18,53.55086
2021-02-19,46.83301
2021-02-20,28.4069
2021-02-21,24.76007
2021-02-22,53.26295
2021-02-23,56.33397
2021-02-24,51.82341
2021-02-25,49.13627
2021-02-26,45.10556
2021-02-27,32.72552
2021-02-28,22.45681
2021-03-01,27.35124
2021-03-02,58.25335
2021-03-03,52.4952
2021-03-04,50.86372
2021-03-05,52.87907
2021-03-06,27.63915
2021-03-07,30.03838
2021-03-08,61.32437
2021-03-09,52.20729
2021-03-10,47.88867
2021-03-11,54.51055
2021-03-12,49.0403
2021-03-13,22.74472
2021-03-14,27.06333
2021-03-15,58.7332
2021-03-16,52.01535
2021-03-17,52.11132
2021-03-18,59.50095
2021-03-19,42.22648
2021-03-20,28.79078
2021-03-21,28.21497
2021-03-22,53.93474
2021-03-23,46.92898
2021-03-24,46.92898
2021-03-25,45.48944
2021-03-26,46.64107
2021-03-27,30.6142
2021-03-28,29.55854
2021-03-29,58.82917
2021-03-30,51.91938
2021-03-31,47.7927
2021-04-01,42.8023
2021-04-02,38.67562
2021-04-03,27.63915
2021-04-04,25.04798
2021-04-05,53.16698
2021-04-06,47.7927
2021-04-07,47.60076
2021-04-08,47.50479
2021-04-09,47.12092
2021-04-10,27.35124
2021-04-11,23.89635
2021-04-12,55.37428
2021-04-13,55.08637
2021-04-14,45.20153
2021-04-15,50.09596
2021-04-16,48.27255
2021-04-17,26.19961
2021-04-18,24.47216
2021-04-19,51.91938
2021-04-20,50.76775
2021-04-21,48.36852
2021-04-22,50.47984
2021-04-23,42.8023
2021-04-24,24.85604
2021-04-25,20.24952
2021-04-26,56.62188
2021-04-27,45.2975
2021-04-28,48.94433
2021-04-29,48.94433
2021-04-30,38.19577
2021-05-01,22.1689
2021-05-02,18.52207
2021-05-03,51.63147
2021-05-04,44.43378
2021-05-05,22.26487
2021-05-06,48.84836
2021-05-07,43.47408
2021-05-08,29.07869
2021-05-09,22.45681
2021-05-10,53.26295
2021-05-11,50.38387
2021-05-12,51.91938
2021-05-13,46.83301
2021-05-14,40.69097
2021-05-15,22.45681
2021-05-16,21.30518
2021-05-17,56.62188
