date,돌반지
2020-03-20,46.59131
2020-03-21,38.78722
2020-03-22,37.44169
2020-03-23,50.05382
2020-03-24,45.81987
2020-03-25,46.62719
2020-03-26,45.81987
2020-03-27,40.76067
2020-03-28,35.2709
2020-03-29,32.00574
2020-03-30,45.28166
2020-03-31,46.30426
2020-04-01,49.40796
2020-04-02,46.96806
2020-04-03,41.19124
2020-04-04,36.75995
2020-04-05,36.83171
2020-04-06,50.23322
2020-04-07,49.01327
2020-04-08,47.36275
2020-04-09,44.04377
2020-04-10,44.74345
2020-04-11,40.54538
2020-04-12,45.17402
2020-04-13,57.78614
2020-04-14,52.56548
2020-04-15,43.73878
2020-04-16,50.30498
2020-04-17,46.91424
2020-04-18,40.67097
2020-04-19,42.64442
2020-04-20,59.75959
2020-04-21,61.5357
2020-04-22,61.35629
2020-04-23,54.43128
2020-04-24,49.44384
2020-04-25,44.42052
2020-04-26,44.67168
2020-04-27,60.10046
2020-04-28,52.26049
2020-04-29,41.87298
2020-04-30,37.38787
2020-05-01,37.83638
2020-05-02,37.65697
2020-05-03,39.11015
2020-05-04,47.84714
2020-05-05,44.3667
2020-05-06,54.64657
2020-05-07,51.9555
2020-05-08,44.70757
2020-05-09,38.60782
2020-05-10,38.0696
2020-05-11,50.66379
2020-05-12,50.50233
2020-05-13,44.70757
2020-05-14,44.58198
2020-05-15,42.91352
2020-05-16,41.98062
2020-05-17,38.24901
2020-05-18,58.16289
2020-05-19,57.10441
2020-05-20,53.15751
2020-05-21,49.47972
2020-05-22,48.63652
2020-05-23,40.04305
2020-05-24,37.69285
2020-05-25,51.81198
2020-05-26,45.92752
2020-05-27,44.04377
2020-05-28,41.44241
2020-05-29,39.93541
2020-05-30,36.02439
2020-05-31,33.7639
2020-06-01,49.21062
2020-06-02,46.71689
2020-06-03,46.95012
2020-06-04,41.263
2020-06-05,41.15536
2020-06-06,35.71941
2020-06-07,34.05095
2020-06-08,45.42518
2020-06-09,47.05776
2020-06-10,44.31288
2020-06-11,41.49623
2020-06-12,38.28489
2020-06-13,34.71474
2020-06-14,34.30211
2020-06-15,49.06709
2020-06-16,46.57337
2020-06-17,42.32149
2020-06-18,40.58127
2020-06-19,42.07032
2020-06-20,36.79583
2020-06-21,33.40509
2020-06-22,51.29171
2020-06-23,47.95479
2020-06-24,41.42447
2020-06-25,43.48762
2020-06-26,41.33476
2020-06-27,36.72407
2020-06-28,37.69285
2020-06-29,48.24183
2020-06-30,47.36275
2020-07-01,49.3362
2020-07-02,47.6498
2020-07-03,44.00789
2020-07-04,39.02045
2020-07-05,40.31216
2020-07-06,54.89773
2020-07-07,49.96411
2020-07-08,45.80193
2020-07-09,44.11553
2020-07-10,41.20918
2020-07-11,36.02439
2020-07-12,36.25762
2020-07-13,51.57875
2020-07-14,54.95156
2020-07-15,45.65841
2020-07-16,42.89558
2020-07-17,42.33943
2020-07-18,37.92608
2020-07-19,34.64298
2020-07-20,44.40258
2020-07-21,44.43846
2020-07-22,44.07965
2020-07-23,43.29027
2020-07-24,48.56476
2020-07-25,49.89235
2020-07-26,35.54
2020-07-27,57.17617
2020-07-28,57.66056
2020-07-29,54.55687
2020-07-30,39.45102
2020-07-31,38.23107
2020-08-01,34.80444
2020-08-02,33.38715
2020-08-03,43.16469
2020-08-04,42.60853
2020-08-05,59.54431
2020-08-06,47.77538
2020-08-07,47.32687
2020-08-08,37.65697
2020-08-09,34.80444
2020-08-10,47.38069
2020-08-11,47.39863
2020-08-12,64.0653
2020-08-13,43.30821
2020-08-14,37.15464
2020-08-15,32.86688
2020-08-16,29.65554
2020-08-17,34.96591
2020-08-18,42.71618
2020-08-19,38.8231
2020-08-20,37.45963
2020-08-21,32.831
2020-08-22,29.78112
2020-08-23,29.08144
2020-08-24,39.63042
2020-08-25,37.38787
2020-08-26,33.87154
2020-08-27,33.35127
2020-08-28,31.80839
2020-08-29,28.25618
2020-08-30,30.6602
2020-08-31,38.23107
2020-09-01,40.58127
2020-09-02,39.52278
2020-09-03,39.79189
2020-09-04,37.7108
2020-09-05,35.46824
2020-09-06,36.61643
2020-09-07,43.73878
2020-09-08,43.95407
2020-09-09,41.51417
2020-09-10,40.67097
2020-09-11,40.02511
2020-09-12,34.33799
2020-09-13,34.28417
2020-09-14,46.62719
2020-09-15,44.72551
2020-09-16,39.55866
2020-09-17,40.67097
2020-09-18,40.04305
2020-09-19,32.77717
2020-09-20,33.11804
2020-09-21,39.91747
2020-09-22,39.43308
2020-09-23,37.10082
2020-09-24,36.56261
2020-09-25,37.44169
2020-09-26,27.55651
2020-09-27,27.14388
2020-09-28,34.40975
2020-09-29,29.18909
2020-09-30,24.14782
2020-10-01,25.90599
2020-10-02,30.31933
2020-10-03,32.49013
2020-10-04,35.77323
2020-10-05,53.15751
2020-10-06,48.70828
2020-10-07,48.493
2020-10-08,40.52744
2020-10-09,33.90742
2020-10-10,32.9207
2020-10-11,34.03301
2020-10-12,51.0226
2020-10-13,46.28632
2020-10-14,44.31288
2020-10-15,43.30821
2020-10-16,39.86365
2020-10-17,36.34732
2020-10-18,35.50412
2020-10-19,50.01794
2020-10-20,49.96411
2020-10-21,47.12952
2020-10-22,44.58198
2020-10-23,39.5766
2020-10-24,40.83243
2020-10-25,38.60782
2020-10-26,50.98672
2020-10-27,45.81987
2020-10-28,42.9494
2020-10-29,39.02045
2020-10-30,37.9799
2020-10-31,33.99712
2020-11-01,38.66164
2020-11-02,50.0897
2020-11-03,44.94079
2020-11-04,43.32615
2020-11-05,43.25439
2020-11-06,43.37997
2020-11-07,37.9799
2020-11-08,35.68353
2020-11-09,50.39468
2020-11-10,53.15751
2020-11-11,48.60064
2020-11-12,45.2996
2020-11-13,42.35737
2020-11-14,37.42375
2020-11-15,35.89881
2020-11-16,51.202
2020-11-17,49.28238
2020-11-18,42.96734
2020-11-19,39.4869
2020-11-20,41.10154
2020-11-21,37.53139
2020-11-22,33.6742
2020-11-23,44.18729
2020-11-24,43.6132
2020-11-25,43.30821
2020-11-26,40.52744
2020-11-27,41.65769
2020-11-28,35.82705
2020-11-29,34.37387
2020-11-30,47.38069
2020-12-01,49.06709
2020-12-02,55.72299
2020-12-03,45.15608
2020-12-04,44.95873
2020-12-05,39.05633
2020-12-06,38.96663
2020-12-07,51.29171
2020-12-08,46.84248
2020-12-09,43.77466
2020-12-10,41.20918
2020-12-11,40.94007
2020-12-12,37.10082
2020-12-13,32.40043
2020-12-14,41.46035
2020-12-15,39.61248
2020-12-16,37.65697
2020-12-17,36.93936
2020-12-18,37.02906
2020-12-19,33.24363
2020-12-20,31.70075
2020-12-21,42.87764
2020-12-22,35.73735
2020-12-23,33.74596
2020-12-24,33.72802
2020-12-25,28.41765
2020-12-26,28.75852
2020-12-27,31.09077
2020-12-28,39.5766
2020-12-29,40.72479
2020-12-30,39.03839
2020-12-31,35.32472
2021-01-01,38.89486
2021-01-02,46.69895
2021-01-03,43.41585
2021-01-04,52.47578
2021-01-05,50.32292
2021-01-06,50.48439
2021-01-07,42.51883
2021-01-08,44.06171
2021-01-09,42.57265
2021-01-10,43.68496
2021-01-11,54.46716
2021-01-12,54.71833
2021-01-13,57.55292
2021-01-14,48.60064
2021-01-15,45.99928
2021-01-16,45.65841
2021-01-17,47.16541
2021-01-18,52.65518
2021-01-19,47.95479
2021-01-20,50.03588
2021-01-21,47.95479
2021-01-22,43.66702
2021-01-23,41.3527
2021-01-24,40.94007
2021-01-25,50.80731
2021-01-26,50.71761
2021-01-27,45.78399
2021-01-28,43.7926
2021-01-29,43.03911
2021-01-30,41.01184
2021-01-31,42.8597
2021-02-01,54.50304
2021-02-02,56.02798
2021-02-03,49.87441
2021-02-04,49.53354
2021-02-05,45.35342
2021-02-06,43.16469
2021-02-07,41.9268
2021-02-08,43.90025
2021-02-09,41.10154
2021-02-10,37.62109
2021-02-11,30.08611
2021-02-12,33.72802
2021-02-13,40.11481
2021-02-14,45.3893
2021-02-15,61.64334
2021-02-16,56.54825
2021-02-17,53.92895
2021-02-18,47.39863
2021-02-19,56.62002
2021-02-20,49.06709
2021-02-21,43.91819
2021-02-22,53.15751
2021-02-23,49.76677
2021-02-24,46.51955
2021-02-25,48.36742
2021-02-26,43.37997
2021-02-27,42.07032
2021-02-28,40.34804
2021-03-01,42.8597
2021-03-02,54.18012
2021-03-03,57.64262
2021-03-04,57.55292
2021-03-05,50.8432
2021-03-06,47.5601
2021-03-07,46.84248
2021-03-08,63.16828
2021-03-09,56.35091
2021-03-10,55.65123
2021-03-11,49.55148
2021-03-12,54.3057
2021-03-13,50.68173
2021-03-14,52.22461
2021-03-15,68.81951
2021-03-16,63.00681
2021-03-17,58.89845
2021-03-18,51.91962
2021-03-19,46.86042
2021-03-20,49.3362
2021-03-21,45.90958
2021-03-22,62.12773
2021-03-23,55.13096
2021-03-24,50.98672
2021-03-25,45.08432
2021-03-26,46.41191
2021-03-27,44.97667
2021-03-28,45.03049
2021-03-29,57.24793
2021-03-30,51.70434
2021-03-31,51.16612
2021-04-01,51.0226
2021-04-02,51.8658
2021-04-03,41.90886
2021-04-04,47.32687
2021-04-05,62.93505
2021-04-06,56.85324
2021-04-07,50.2691
2021-04-08,48.69034
2021-04-09,46.48367
2021-04-10,42.41119
2021-04-11,41.8371
2021-04-12,54.59275
2021-04-13,55.25654
2021-04-14,48.7621
2021-04-15,50.46645
2021-04-16,46.41191
2021-04-17,42.82382
2021-04-18,43.23645
2021-04-19,55.45389
2021-04-20,52.0452
2021-04-21,48.02655
2021-04-22,46.95012
2021-04-23,45.58665
2021-04-24,40.34804
2021-04-25,41.74739
2021-04-26,58.39612
2021-04-27,55.95622
2021-04-28,52.0452
2021-04-29,47.25511
2021-04-30,42.91352
2021-05-01,45.51489
2021-05-02,42.98528
2021-05-03,56.8353
2021-05-04,49.47972
2021-05-05,40.2404
2021-05-06,45.62253
2021-05-07,42.73412
2021-05-08,39.93541
2021-05-09,40.11481
2021-05-10,54.34158
2021-05-11,49.08503
2021-05-12,45.58665
2021-05-13,40.11481
2021-05-14,40.56332
2021-05-15,37.2264
2021-05-16,34.94797
2021-05-17,46.35809
2021-05-18,47.29099
2021-05-19,41.13742
2021-05-20,49.80265
2021-05-21,45.13814
2021-05-22,36.90348
2021-05-23,36.72407
2021-05-24,51.45317
2021-05-25,52.17079
2021-05-26,44.59992
2021-05-27,43.82848
2021-05-28,40.20452
2021-05-29,36.43702
2021-05-30,34.08683
2021-05-31,48.04449
2021-06-01,50.77143
2021-06-02,47.79332
2021-06-03,45.51489
2021-06-04,43.48762
2021-06-05,36.65231
2021-06-06,37.72874
2021-06-07,48.18801
2021-06-08,47.0757
2021-06-09,43.63114
2021-06-10,43.18263
2021-06-11,41.94474
2021-06-12,35.66559
2021-06-13,37.31611
2021-06-14,52.709
2021-06-15,47.48833
2021-06-16,46.57337
2021-06-17,45.87369
2021-06-18,45.55077
2021-06-19,40.07893
2021-06-20,39.45102
2021-06-21,55.31036
2021-06-22,50.2691
2021-06-23,49.01327
2021-06-24,43.37997
2021-06-25,43.41585
2021-06-26,38.01578
2021-06-27,36.83171
2021-06-28,51.79404
2021-06-29,47.9189
2021-06-30,51.81198
2021-07-01,53.58808
2021-07-02,48.92357
2021-07-03,43.66702
2021-07-04,42.57265
2021-07-05,63.70649
2021-07-06,55.1489
2021-07-07,51.27377
2021-07-08,46.73484
2021-07-09,42.41119
2021-07-10,40.38392
2021-07-11,36.75995
2021-07-12,42.41119
2021-07-13,42.93146
2021-07-14,42.59059
2021-07-15,38.24901
2021-07-16,38.66164
2021-07-17,39.23573
2021-07-18,36.04233
2021-07-19,51.50699
2021-07-20,47.63186
2021-07-21,40.95801
2021-07-22,37.62109
2021-07-23,39.5766
2021-07-24,37.20846
2021-07-25,37.19052
2021-07-26,44.22317
2021-07-27,43.03911
2021-07-28,42.84176
2021-07-29,40.65303
2021-07-30,34.93003
2021-07-31,35.01973
2021-08-01,36.18586
2021-08-02,45.01255
2021-08-03,44.92285
2021-08-04,41.04772
2021-08-05,46.28632
2021-08-06,45.87369
2021-08-07,39.25367
2021-08-08,38.67958
2021-08-09,56.81736
2021-08-10,56.49443
2021-08-11,57.60674
2021-08-12,52.36813
2021-08-13,44.88697
2021-08-14,40.70685
2021-08-15,40.18658
2021-08-16,47.29099
2021-08-17,59.47255
2021-08-18,52.36813
2021-08-19,52.38607
2021-08-20,46.95012
2021-08-21,42.21385
2021-08-22,42.64442
2021-08-23,57.24793
2021-08-24,53.74955
2021-08-25,54.10836
2021-08-26,52.20667
2021-08-27,45.98134
2021-08-28,40.92213
2021-08-29,43.63114
2021-08-30,58.73699
2021-08-31,57.51704
2021-09-01,57.60674
2021-09-02,55.20272
2021-09-03,53.44456
2021-09-04,50.46645
2021-09-05,49.15679
2021-09-06,65.91316
2021-09-07,61.75098
2021-09-08,55.50771
2021-09-09,54.14424
2021-09-10,50.8432
2021-09-11,45.24578
2021-09-12,47.6498
2021-09-13,53.96483
2021-09-14,49.76677
2021-09-15,44.29494
2021-09-16,43.72084
2021-09-17,39.12809
2021-09-18,35.19913
2021-09-19,31.43164
2021-09-20,29.20703
2021-09-21,35.14531
2021-09-22,41.04772
