date,삼성증권고객센터
2023-09-04,19.44865
2023-09-05,17.14631
2023-09-06,16.51014
2023-09-07,14.57134
2023-09-08,14.87428
2023-09-09,2.02968
2023-09-10,1.4541
2023-09-11,21.69039
2023-09-12,17.7219
2023-09-13,13.87458
2023-09-14,15.35898
2023-09-15,16.87367
2023-09-16,2.05998
2023-09-17,1.39351
2023-09-18,17.60072
2023-09-19,17.81278
2023-09-20,19.2063
2023-09-21,14.11693
2023-09-22,17.87337
2023-09-23,1.48439
2023-09-24,1.51469
2023-09-25,18.11572
2023-09-26,14.38957
2023-09-27,14.2381
2023-09-28,0.99969
2023-09-29,1.30263
2023-09-30,0.84822
2023-10-01,1.42381
2023-10-02,2.12056
2023-10-03,2.21145
2023-10-04,18.72159
2023-10-05,17.87337
2023-10-06,18.29748
2023-10-07,1.51469
2023-10-08,1.15116
2023-10-09,2.87791
2023-10-10,17.78249
2023-10-11,17.2069
2023-10-12,15.32868
2023-10-13,15.32868
2023-10-14,2.24174
2023-10-15,1.18146
2023-10-16,19.26688
2023-10-17,15.60133
2023-10-18,14.93486
2023-10-19,15.20751
2023-10-20,15.63162
2023-10-21,1.24204
2023-10-22,0.78764
2023-10-23,17.26749
2023-10-24,14.81369
2023-10-25,14.60163
2023-10-26,15.48015
2023-10-27,15.35898
2023-10-28,1.42381
2023-10-29,1.51469
2023-10-30,17.96425
2023-10-31,18.32777
2023-11-01,19.14571
2023-11-02,21.99333
2023-11-03,26.14359
2023-11-04,1.81763
2023-11-05,1.9691
2023-11-06,23.44744
2023-11-07,19.176
2023-11-08,16.2072
2023-11-09,15.63162
2023-11-10,12.784
2023-11-11,1.30263
2023-11-12,1.72674
2023-11-13,17.7219
2023-11-14,12.75371
2023-11-15,13.45046
2023-11-16,15.41956
2023-11-17,14.32899
2023-11-18,11.75401
2023-11-19,1.33292
2023-11-20,17.02514
2023-11-21,16.38897
2023-11-22,13.35958
2023-11-23,15.02574
2023-11-24,15.51045
2023-11-25,1.02999
2023-11-26,1.72674
2023-11-27,17.7219
2023-11-28,14.99545
2023-11-29,13.299
2023-11-30,12.69312
2023-12-01,12.269
2023-12-02,1.4541
2023-12-03,1.51469
2023-12-04,20.1757
2023-12-05,16.54044
2023-12-06,15.96485
2023-12-07,15.84368
2023-12-08,14.93486
2023-12-09,1.99939
2023-12-10,1.48439
2023-12-11,21.6601
2023-12-12,17.57043
2023-12-13,17.2372
2023-12-14,17.2069
2023-12-15,19.2063
2023-12-16,2.4235
2023-12-17,2.12056
2023-12-18,18.99424
2023-12-19,18.78218
2023-12-20,18.41866
2023-12-21,20.29687
2023-12-22,22.44774
2023-12-23,2.30233
2023-12-24,1.63586
2023-12-25,2.33262
2023-12-26,36.07997
2023-12-27,32.14177
2023-12-28,33.20205
2023-12-29,27.62799
2023-12-30,2.18115
2023-12-31,1.78733
2024-01-01,1.72674
2024-01-02,28.83974
2024-01-03,23.17479
2024-01-04,19.2063
2024-01-05,19.23659
2024-01-06,2.72644
2024-01-07,1.72674
2024-01-08,18.29748
2024-01-09,17.54013
2024-01-10,17.29778
2024-01-11,17.26749
2024-01-12,18.14601
2024-01-13,2.4538
2024-01-14,1.48439
2024-01-15,21.29657
2024-01-16,18.02484
2024-01-17,17.96425
2024-01-18,17.99454
2024-01-19,19.08512
2024-01-20,2.60527
2024-01-21,2.99909
2024-01-22,30.32414
2024-01-23,39.382
2024-01-24,47.95516
2024-01-25,23.96243
2024-01-26,30.20296
2024-01-27,2.87791
2024-01-28,2.09027
2024-01-29,27.44622
2024-01-30,21.44804
2024-01-31,19.41835
2024-02-01,31.38442
2024-02-02,24.29566
2024-02-03,2.81732
2024-02-04,2.27203
2024-02-05,25.29536
2024-02-06,19.691
2024-02-07,18.29748
2024-02-08,18.11572
2024-02-09,1.66616
2024-02-10,1.57528
2024-02-11,1.87821
2024-02-12,2.36292
2024-02-13,30.71796
2024-02-14,24.35625
2024-02-15,26.11329
2024-02-16,21.87215
2024-02-17,1.78733
2024-02-18,2.4235
2024-02-19,25.96182
2024-02-20,21.23598
2024-02-21,20.26658
2024-02-22,19.691
2024-02-23,20.75128
2024-02-24,2.12056
2024-02-25,2.02968
2024-02-26,26.47682
2024-02-27,23.44744
2024-02-28,21.32687
2024-02-29,21.38745
2024-03-01,2.4538
2024-03-02,2.21145
2024-03-03,2.27203
2024-03-04,26.65858
2024-03-05,22.59921
2024-03-06,23.78067
2024-03-07,20.6604
2024-03-08,21.78127
2024-03-09,1.99939
2024-03-10,2.39321
2024-03-11,26.02241
2024-03-12,21.32687
2024-03-13,19.84247
2024-03-14,19.53953
2024-03-15,19.72129
2024-03-16,1.9691
2024-03-17,1.9691
2024-03-18,20.32717
2024-03-19,17.90366
2024-03-20,17.57043
