date,CD
2021-05-17,19.21675
2021-05-18,20.26411
2021-05-19,14.48087
2021-05-20,22.22222
2021-05-21,20.53734
2021-05-22,15.48269
2021-05-23,15.71038
2021-05-24,20.58287
2021-05-25,24.59016
2021-05-26,21.81238
2021-05-27,22.35883
2021-05-28,19.30783
2021-05-29,16.89435
2021-05-30,17.53187
2021-05-31,23.31511
2021-06-01,21.85792
2021-06-02,20.17304
2021-06-03,20.35519
2021-06-04,16.48451
2021-06-05,15.48269
2021-06-06,16.53005
2021-06-07,20.62841
2021-06-08,21.26593
2021-06-09,23.45173
2021-06-10,20.99271
2021-06-11,18.44262
2021-06-12,14.29872
2021-06-13,16.84881
2021-06-14,20.35519
2021-06-15,19.53551
2021-06-16,18.98907
2021-06-17,20.4918
2021-06-18,16.80327
2021-06-19,14.52641
2021-06-20,15.52823
2021-06-21,16.98542
2021-06-22,19.48998
2021-06-23,18.16939
2021-06-24,15.80145
2021-06-25,18.57923
2021-06-26,14.52641
2021-06-27,13.11475
2021-06-28,17.03096
2021-06-29,16.30236
2021-06-30,16.07468
2021-07-01,17.0765
2021-07-02,15.255
2021-07-03,13.20582
2021-07-04,13.2969
2021-07-05,19.30783
2021-07-06,18.48816
2021-07-07,19.21675
2021-07-08,16.12021
2021-07-09,16.48451
2021-07-10,14.07103
2021-07-11,14.34426
2021-07-12,17.66848
2021-07-13,18.48816
2021-07-14,16.98542
2021-07-15,18.12386
2021-07-16,16.25683
2021-07-17,12.9326
2021-07-18,15.07285
2021-07-19,21.03825
2021-07-20,15.16393
2021-07-21,15.255
2021-07-22,17.62295
2021-07-23,15.48269
2021-07-24,13.61566
2021-07-25,13.25136
2021-07-26,17.34972
2021-07-27,17.62295
2021-07-28,19.58105
2021-07-29,16.84881
2021-07-30,16.21129
2021-07-31,14.29872
2021-08-01,13.88888
2021-08-02,14.38979
2021-08-03,18.35154
2021-08-04,17.16757
2021-08-05,16.43897
2021-08-06,16.98542
2021-08-07,12.5683
2021-08-08,16.25683
2021-08-09,18.71584
2021-08-10,17.75956
2021-08-11,17.12204
2021-08-12,19.85428
2021-08-13,17.85063
2021-08-14,14.25318
2021-08-15,13.88888
2021-08-16,13.6612
2021-08-17,20.8561
2021-08-18,18.26047
2021-08-19,19.35336
2021-08-20,18.12386
2021-08-21,15.43715
2021-08-22,15.255
2021-08-23,20.26411
2021-08-24,19.0346
2021-08-25,16.02914
2021-08-26,22.67759
2021-08-27,18.16939
2021-08-28,15.43715
2021-08-29,16.39344
2021-08-30,20.08196
2021-08-31,19.58105
2021-09-01,19.53551
2021-09-02,18.71584
2021-09-03,19.53551
2021-09-04,14.57194
2021-09-05,17.30418
2021-09-06,20.26411
2021-09-07,18.62477
2021-09-08,19.21675
2021-09-09,20.1275
2021-09-10,18.53369
2021-09-11,15.43715
2021-09-12,16.93989
2021-09-13,19.3989
2021-09-14,19.80874
2021-09-15,19.48998
2021-09-16,17.57741
2021-09-17,14.52641
2021-09-18,12.47723
2021-09-19,12.70491
2021-09-20,12.75045
2021-09-21,11.79417
2021-09-22,14.66302
2021-09-23,17.25865
2021-09-24,17.89617
2021-09-25,15.20947
2021-09-26,16.57559
2021-09-27,22.35883
2021-09-28,19.0346
2021-09-29,18.21493
2021-09-30,18.71584
2021-10-01,18.6703
2021-10-02,15.6193
2021-10-03,14.93624
2021-10-04,15.07285
2021-10-05,19.85428
2021-10-06,20.67395
2021-10-07,18.85245
2021-10-08,16.57559
2021-10-09,15.52823
2021-10-10,15.48269
2021-10-11,21.2204
2021-10-12,19.67213
2021-10-13,19.17122
2021-10-14,19.85428
2021-10-15,16.25683
2021-10-16,15.80145
2021-10-17,16.25683
2021-10-18,19.3989
2021-10-19,17.30418
2021-10-20,17.57741
2021-10-21,18.53369
2021-10-22,19.30783
2021-10-23,14.75409
2021-10-24,16.53005
2021-10-25,17.4408
2021-10-26,22.67759
2021-10-27,19.53551
2021-10-28,19.7632
2021-10-29,17.8051
2021-10-30,13.06921
2021-10-31,14.29872
2021-11-01,19.08014
2021-11-02,20.30965
2021-11-03,19.0346
2021-11-04,17.85063
2021-11-05,16.39344
2021-11-06,14.57194
2021-11-07,15.07285
2021-11-08,20.99271
2021-11-09,16.53005
2021-11-10,16.48451
2021-11-11,19.35336
2021-11-12,16.3479
2021-11-13,11.52094
2021-11-14,13.70673
2021-11-15,18.71584
2021-11-16,18.98907
2021-11-17,19.80874
2021-11-18,16.21129
2021-11-19,17.16757
2021-11-20,12.11293
2021-11-21,15.9836
2021-11-22,17.21311
2021-11-23,17.94171
2021-11-24,17.62295
2021-11-25,20.26411
2021-11-26,15.93806
2021-11-27,12.11293
2021-11-28,13.97996
2021-11-29,19.21675
2021-11-30,18.80692
2021-12-01,19.58105
2021-12-02,16.7122
2021-12-03,15.93806
2021-12-04,13.75227
2021-12-05,16.25683
2021-12-06,19.0346
2021-12-07,20.08196
2021-12-08,17.75956
2021-12-09,18.80692
2021-12-10,17.30418
2021-12-11,13.20582
2021-12-12,17.53187
2021-12-13,19.3989
2021-12-14,21.58469
2021-12-15,18.44262
2021-12-16,16.89435
2021-12-17,16.30236
2021-12-18,14.66302
2021-12-19,14.29872
2021-12-20,20.53734
2021-12-21,18.30601
2021-12-22,15.11839
2021-12-23,16.30236
2021-12-24,15.52823
2021-12-25,11.88524
2021-12-26,13.2969
2021-12-27,16.80327
2021-12-28,17.21311
2021-12-29,19.48998
2021-12-30,17.03096
2021-12-31,13.25136
2022-01-01,12.70491
2022-01-02,15.57377
2022-01-03,17.12204
2022-01-04,19.12568
2022-01-05,18.44262
2022-01-06,19.53551
2022-01-07,18.62477
2022-01-08,17.66848
2022-01-09,18.85245
2022-01-10,18.53369
2022-01-11,18.85245
2022-01-12,20.81056
2022-01-13,18.16939
2022-01-14,19.80874
2022-01-15,16.07468
2022-01-16,15.6193
2022-01-17,21.26593
2022-01-18,20.44626
2022-01-19,18.6703
2022-01-20,17.39526
2022-01-21,18.76138
2022-01-22,14.25318
2022-01-23,14.38979
2022-01-24,20.67395
2022-01-25,19.58105
2022-01-26,19.08014
2022-01-27,18.12386
2022-01-28,17.39526
2022-01-29,13.38797
2022-01-30,15.80145
2022-01-31,14.43533
2022-02-01,16.21129
2022-02-02,16.07468
2022-02-03,19.30783
2022-02-04,19.99089
2022-02-05,17.34972
2022-02-06,16.43897
2022-02-07,21.08378
2022-02-08,18.76138
2022-02-09,20.44626
2022-02-10,18.76138
2022-02-11,19.26229
2022-02-12,16.80327
2022-02-13,16.16575
2022-02-14,20.8561
2022-02-15,19.99089
2022-02-16,20.62841
2022-02-17,20.08196
2022-02-18,19.21675
2022-02-19,16.02914
2022-02-20,15.6193
2022-02-21,18.98907
2022-02-22,20.30965
2022-02-23,19.62659
2022-02-24,20.71948
2022-02-25,17.4408
2022-02-26,16.07468
2022-02-27,17.53187
2022-02-28,17.71402
2022-03-01,17.12204
2022-03-02,20.26411
2022-03-03,18.21493
2022-03-04,19.99089
2022-03-05,18.80692
2022-03-06,20.1275
2022-03-07,22.90528
2022-03-08,19.26229
2022-03-09,15.9836
2022-03-10,20.17304
2022-03-11,18.76138
2022-03-12,15.20947
2022-03-13,17.94171
2022-03-14,22.85974
2022-03-15,22.04007
2022-03-16,20.58287
2022-03-17,21.08378
2022-03-18,22.17668
2022-03-19,17.66848
2022-03-20,18.44262
2022-03-21,21.2204
2022-03-22,20.90163
2022-03-23,19.12568
2022-03-24,20.4918
2022-03-25,20.26411
2022-03-26,19.26229
2022-03-27,22.26775
2022-03-28,24.2714
2022-03-29,22.13114
2022-03-30,22.22222
2022-03-31,17.16757
2022-04-01,20.53734
2022-04-02,16.98542
2022-04-03,18.71584
2022-04-04,20.94717
2022-04-05,21.72131
2022-04-06,21.40255
2022-04-07,19.89981
2022-04-08,19.44444
2022-04-09,15.43715
2022-04-10,16.48451
2022-04-11,19.3989
2022-04-12,21.03825
2022-04-13,22.17668
2022-04-14,22.26775
2022-04-15,20.40072
2022-04-16,18.12386
2022-04-17,19.53551
2022-04-18,23.26958
2022-04-19,22.35883
2022-04-20,21.35701
2022-04-21,20.8561
2022-04-22,19.12568
2022-04-23,16.02914
2022-04-24,17.16757
2022-04-25,20.99271
2022-04-26,20.58287
2022-04-27,20.76502
2022-04-28,17.94171
2022-04-29,18.35154
2022-04-30,16.48451
2022-05-01,15.93806
2022-05-02,17.75956
2022-05-03,18.89799
2022-05-04,15.80145
2022-05-05,14.48087
2022-05-06,17.98724
2022-05-07,13.02367
2022-05-08,13.75227
2022-05-09,19.71766
2022-05-10,18.53369
2022-05-11,20.81056
2022-05-12,17.03096
2022-05-13,16.57559
2022-05-14,13.20582
2022-05-15,15.48269
2022-05-16,21.67577
2022-05-17,18.03278
2022-05-18,18.48816
2022-05-19,16.53005
2022-05-20,17.16757
2022-05-21,13.11475
2022-05-22,14.48087
2022-05-23,18.35154
2022-05-24,16.80327
2022-05-25,19.3989
2022-05-26,19.30783
2022-05-27,18.35154
2022-05-28,14.25318
2022-05-29,12.24954
2022-05-30,17.66848
2022-05-31,16.39344
2022-06-01,13.20582
2022-06-02,19.62659
2022-06-03,16.25683
2022-06-04,13.43351
2022-06-05,15.11839
2022-06-06,15.30054
2022-06-07,17.62295
2022-06-08,19.62659
2022-06-09,21.44808
2022-06-10,18.80692
2022-06-11,17.4408
2022-06-12,15.66484
2022-06-13,20.1275
2022-06-14,19.08014
2022-06-15,19.58105
2022-06-16,19.17122
2022-06-17,17.85063
2022-06-18,14.48087
2022-06-19,15.11839
2022-06-20,19.12568
2022-06-21,18.48816
2022-06-22,18.76138
2022-06-23,17.62295
2022-06-24,16.12021
2022-06-25,13.20582
2022-06-26,13.61566
2022-06-27,17.85063
2022-06-28,17.48633
2022-06-29,18.48816
2022-06-30,18.16939
2022-07-01,14.48087
2022-07-02,11.74863
2022-07-03,11.65755
2022-07-04,15.34608
2022-07-05,16.75774
2022-07-06,17.66848
2022-07-07,14.52641
2022-07-08,14.75409
2022-07-09,11.38433
2022-07-10,12.70491
2022-07-11,14.84517
2022-07-12,16.39344
2022-07-13,18.26047
2022-07-14,17.39526
2022-07-15,15.30054
2022-07-16,11.65755
2022-07-17,11.15664
2022-07-18,18.6703
2022-07-19,14.79963
2022-07-20,15.43715
2022-07-21,17.75956
2022-07-22,15.30054
2022-07-23,10.20036
2022-07-24,10.47358
2022-07-25,16.39344
2022-07-26,17.12204
2022-07-27,17.57741
2022-07-28,15.255
2022-07-29,14.16211
2022-07-30,11.88524
2022-07-31,13.57012
2022-08-01,16.21129
2022-08-02,17.30418
2022-08-03,17.98724
2022-08-04,20.21857
2022-08-05,17.0765
2022-08-06,14.79963
2022-08-07,14.11657
2022-08-08,19.62659
2022-08-09,22.17668
2022-08-10,22.08561
2022-08-11,19.12568
2022-08-12,17.62295
2022-08-13,16.7122
2022-08-14,17.0765
2022-08-15,17.98724
2022-08-16,20.1275
2022-08-17,19.89981
2022-08-18,20.08196
2022-08-19,17.89617
2022-08-20,14.52641
2022-08-21,17.21311
2022-08-22,19.7632
2022-08-23,21.2204
2022-08-24,19.7632
2022-08-25,19.12568
2022-08-26,18.16939
2022-08-27,15.39162
2022-08-28,15.39162
2022-08-29,19.3989
2022-08-30,17.94171
2022-08-31,19.94535
2022-09-01,19.62659
2022-09-02,17.57741
2022-09-03,14.0255
2022-09-04,14.93624
2022-09-05,17.94171
2022-09-06,18.12386
2022-09-07,20.35519
2022-09-08,14.25318
2022-09-09,12.11293
2022-09-10,12.9326
2022-09-11,12.43169
2022-09-12,16.3479
2022-09-13,18.80692
2022-09-14,18.85245
2022-09-15,21.53916
2022-09-16,19.48998
2022-09-17,14.66302
2022-09-18,16.21129
2022-09-19,20.03642
2022-09-20,18.98907
2022-09-21,21.53916
2022-09-22,19.35336
2022-09-23,19.17122
2022-09-24,13.88888
2022-09-25,15.9836
2022-09-26,19.21675
2022-09-27,19.35336
2022-09-28,20.1275
2022-09-29,19.21675
2022-09-30,17.12204
2022-10-01,13.57012
2022-10-02,17.03096
2022-10-03,16.80327
2022-10-04,21.58469
2022-10-05,20.26411
2022-10-06,19.7632
2022-10-07,19.17122
2022-10-08,14.38979
2022-10-09,17.21311
2022-10-10,15.89253
2022-10-11,19.99089
2022-10-12,22.04007
2022-10-13,21.81238
2022-10-14,18.89799
2022-10-15,16.80327
2022-10-16,20.44626
2022-10-17,23.81602
2022-10-18,22.95081
2022-10-19,22.22222
2022-10-20,23.77049
2022-10-21,20.26411
2022-10-22,19.35336
2022-10-23,21.76684
2022-10-24,26.73041
2022-10-25,24.49908
2022-10-26,23.58834
2022-10-27,22.95081
2022-10-28,19.17122
2022-10-29,15.11839
2022-10-30,16.30236
2022-10-31,22.26775
2022-11-01,20.35519
2022-11-02,23.04189
2022-11-03,23.31511
2022-11-04,18.12386
2022-11-05,13.47905
2022-11-06,15.52823
2022-11-07,22.26775
2022-11-08,21.76684
2022-11-09,24.95446
2022-11-10,23.22404
2022-11-11,19.17122
2022-11-12,17.03096
2022-11-13,17.03096
2022-11-14,21.35701
2022-11-15,20.53734
2022-11-16,23.31511
2022-11-17,23.63387
2022-11-18,21.53916
2022-11-19,16.48451
2022-11-20,17.30418
2022-11-21,23.22404
2022-11-22,23.9071
2022-11-23,22.8142
2022-11-24,18.16939
2022-11-25,23.13296
2022-11-26,15.52823
2022-11-27,15.6193
2022-11-28,20.4918
2022-11-29,22.04007
2022-11-30,20.08196
2022-12-01,22.17668
2022-12-02,19.44444
2022-12-03,13.25136
2022-12-04,15.71038
2022-12-05,22.54098
2022-12-06,21.08378
2022-12-07,21.85792
2022-12-08,22.31329
2022-12-09,19.26229
2022-12-10,16.89435
2022-12-11,17.34972
2022-12-12,23.36065
2022-12-13,23.1785
2022-12-14,20.76502
2022-12-15,16.66666
2022-12-16,18.98907
2022-12-17,13.88888
2022-12-18,14.43533
2022-12-19,17.25865
2022-12-20,22.90528
2022-12-21,21.53916
2022-12-22,18.12386
2022-12-23,16.53005
2022-12-24,12.29508
2022-12-25,14.0255
2022-12-26,17.8051
2022-12-27,18.80692
2022-12-28,20.08196
2022-12-29,18.44262
2022-12-30,15.84699
2022-12-31,12.43169
2023-01-01,13.79781
2023-01-02,18.48816
2023-01-03,20.67395
2023-01-04,18.16939
2023-01-05,19.44444
2023-01-06,20.81056
2023-01-07,64.52641
2023-01-08,70.53734
2023-01-09,42.75956
2023-01-10,34.5173
2023-01-11,30.28233
2023-01-12,28.77959
2023-01-13,28.23315
2023-01-14,35.97449
2023-01-15,52.73224
2023-01-16,38.2969
2023-01-17,35.56466
2023-01-18,27.04918
2023-01-19,24.31693
2023-01-20,23.04189
2023-01-21,57.05828
2023-01-22,100.0
2023-01-23,66.75774
2023-01-24,58.37887
2023-01-25,36.79417
2023-01-26,33.7887
2023-01-27,31.4663
2023-01-28,31.51183
2023-01-29,34.60837
2023-01-30,34.83606
2023-01-31,29.32604
2023-02-01,29.18943
2023-02-02,28.051
2023-02-03,27.73224
2023-02-04,30.78324
2023-02-05,33.24225
2023-02-06,31.01092
2023-02-07,25.91074
2023-02-08,29.69034
2023-02-09,23.95264
2023-02-10,23.72495
2023-02-11,26.50273
2023-02-12,25.50091
2023-02-13,26.45719
2023-02-14,26.5938
2023-02-15,25.72859
2023-02-16,21.63023
2023-02-17,21.58469
2023-02-18,17.57741
2023-02-19,31.4663
2023-02-20,27.36794
2023-02-21,22.95081
2023-02-22,23.58834
2023-02-23,21.53916
2023-02-24,21.03825
2023-02-25,20.81056
2023-02-26,20.35519
2023-02-27,21.94899
2023-02-28,21.99453
2023-03-01,26.2295
2023-03-02,21.35701
2023-03-03,20.17304
2023-03-04,17.30418
2023-03-05,18.62477
2023-03-06,20.40072
2023-03-07,23.1785
2023-03-08,22.04007
2023-03-09,20.90163
2023-03-10,18.6703
2023-03-11,15.57377
2023-03-12,19.62659
2023-03-13,19.7632
2023-03-14,21.40255
2023-03-15,25.77413
2023-03-16,23.40619
2023-03-17,20.76502
2023-03-18,16.53005
2023-03-19,25.59198
2023-03-20,30.64663
2023-03-21,28.82513
2023-03-22,29.6448
2023-03-23,27.18579
2023-03-24,25.0
2023-03-25,23.58834
2023-03-26,27.18579
2023-03-27,23.67941
2023-03-28,25.36429
2023-03-29,21.81238
2023-03-30,21.90346
2023-03-31,19.3989
2023-04-01,16.75774
2023-04-02,17.16757
2023-04-03,23.1785
2023-04-04,22.17668
2023-04-05,20.94717
2023-04-06,23.5428
2023-04-07,19.94535
2023-04-08,18.80692
2023-04-09,19.58105
2023-04-10,22.40437
2023-04-11,22.8142
2023-04-12,23.81602
2023-04-13,21.85792
2023-04-14,23.40619
2023-04-15,18.94353
2023-04-16,23.67941
2023-04-17,24.31693
2023-04-18,22.85974
2023-04-19,22.99635
2023-04-20,21.08378
2023-04-21,23.95264
2023-04-22,22.90528
2023-04-23,22.85974
2023-04-24,24.31693
2023-04-25,21.85792
2023-04-26,26.77595
2023-04-27,20.53734
2023-04-28,19.89981
2023-04-29,16.21129
2023-04-30,17.03096
2023-05-01,17.75956
2023-05-02,19.62659
2023-05-03,19.48998
2023-05-04,19.35336
2023-05-05,21.53916
2023-05-06,18.21493
2023-05-07,17.4408
2023-05-08,21.63023
2023-05-09,21.94899
2023-05-10,19.08014
2023-05-11,20.90163
2023-05-12,17.8051
2023-05-13,13.16029
2023-05-14,15.84699
2023-05-15,19.08014
2023-05-16,18.98907
2023-05-17,18.53369
2023-05-18,19.21675
2023-05-19,14.75409
2023-05-20,14.84517
2023-05-21,14.70856
2023-05-22,20.26411
2023-05-23,19.7632
2023-05-24,21.94899
2023-05-25,17.39526
2023-05-26,19.3989
2023-05-27,15.48269
2023-05-28,15.52823
2023-05-29,16.12021
