date,투자자산운용사
2020-06-30,1.77164
2020-07-01,1.66117
2020-07-02,1.73204
2020-07-03,1.57572
2020-07-04,1.28392
2020-07-05,1.98841
2020-07-06,2.01759
2020-07-07,1.80499
2020-07-08,1.71328
2020-07-09,1.67576
2020-07-10,1.42982
2020-07-11,1.08174
2020-07-12,1.27975
2020-07-13,1.9759
2020-07-14,1.65075
2020-07-15,1.65909
2020-07-16,1.46108
2020-07-17,1.46108
2020-07-18,1.10675
2020-07-19,1.20055
2020-07-20,1.82583
2020-07-21,1.68618
2020-07-22,1.62782
2020-07-23,1.53403
2020-07-24,1.37771
2020-07-25,1.03797
2020-07-26,1.25474
2020-07-27,1.61949
2020-07-28,1.54237
2020-07-29,1.71745
2020-07-30,1.61949
2020-07-31,1.58614
2020-08-01,1.1276
2020-08-02,1.37979
2020-08-03,1.74454
2020-08-04,1.8571
2020-08-05,1.70077
2020-08-06,1.62991
2020-08-07,1.50277
2020-08-08,1.23806
2020-08-09,1.35895
2020-08-10,2.08845
2020-08-11,1.8571
2020-08-12,1.71536
2020-08-13,1.60281
2020-08-14,1.45483
2020-08-15,1.11301
2020-08-16,1.28809
2020-08-17,1.50277
2020-08-18,1.74663
2020-08-19,1.66951
2020-08-20,1.55696
2020-08-21,1.46942
2020-08-22,1.11092
2020-08-23,1.45274
2020-08-24,2.01133
2020-08-25,1.91129
2020-08-26,1.81749
2020-08-27,1.84667
2020-08-28,1.77789
2020-08-29,1.59031
2020-08-30,1.76122
2020-08-31,2.40526
2020-09-01,2.46362
2020-09-02,2.11138
2020-09-03,1.94255
2020-09-04,1.93421
2020-09-05,1.50277
2020-09-06,1.70286
2020-09-07,2.1614
2020-09-08,2.10721
2020-09-09,2.10721
2020-09-10,1.91546
2020-09-11,1.92796
2020-09-12,1.44649
2020-09-13,1.50902
2020-09-14,2.38234
2020-09-15,2.25103
2020-09-16,1.95297
2020-09-17,1.93838
2020-09-18,1.88628
2020-09-19,1.35478
2020-09-20,1.54862
2020-09-21,2.23644
2020-09-22,2.05719
2020-09-23,2.0426
2020-09-24,1.77372
2020-09-25,1.68618
2020-09-26,1.37771
2020-09-27,1.59239
2020-09-28,2.00508
2020-09-29,1.58614
2020-09-30,1.15678
2020-10-01,1.08383
2020-10-02,1.28183
2020-10-03,1.50902
2020-10-04,1.7904
2020-10-05,2.79086
2020-10-06,2.70749
2020-10-07,2.08845
2020-10-08,1.95714
2020-10-09,1.46108
2020-10-10,1.38605
2020-10-11,1.75913
2020-10-12,2.60744
2020-10-13,2.34065
2020-10-14,2.24477
2020-10-15,2.19058
2020-10-16,1.88628
2020-10-17,1.69452
2020-10-18,1.77581
2020-10-19,2.5866
2020-10-20,2.36149
2020-10-21,2.28438
2020-10-22,2.07595
2020-10-23,1.87585
2020-10-24,1.75497
2020-10-25,2.16349
2020-10-26,3.07432
2020-10-27,2.63454
2020-10-28,2.98886
2020-10-29,2.8784
2020-10-30,2.23227
2020-10-31,2.39067
2020-11-01,3.84551
2020-11-02,18.0145
2020-11-03,7.74521
2020-11-04,5.99441
2020-11-05,5.74638
2020-11-06,5.4379
2020-11-07,1.84251
2020-11-08,2.33648
2020-11-09,3.27024
2020-11-10,2.50948
2020-11-11,2.26562
2020-11-12,2.34065
2020-11-13,2.12597
2020-11-14,1.65909
2020-11-15,2.02801
2020-11-16,2.91175
2020-11-17,2.53866
2020-11-18,2.51573
2020-11-19,2.80336
2020-11-20,2.5991
2020-11-21,2.50948
2020-11-22,3.39322
2020-11-23,4.68339
2020-11-24,3.77256
2020-11-25,42.03593
2020-11-26,4.34157
2020-11-27,3.05139
2020-11-28,2.39484
2020-11-29,2.4803
2020-11-30,4.50623
2020-12-01,3.71628
2020-12-02,3.48701
2020-12-03,2.87423
2020-12-04,2.78044
2020-12-05,2.02592
2020-12-06,3.58706
2020-12-07,3.34736
2020-12-08,2.98053
2020-12-09,2.918
2020-12-10,2.93676
2020-12-11,2.57201
2020-12-12,2.20517
2020-12-13,2.48447
2020-12-14,3.20563
2020-12-15,2.94509
2020-12-16,3.27441
2020-12-17,3.05348
2020-12-18,2.88048
2020-12-19,2.64704
2020-12-20,2.82212
2020-12-21,3.66834
2020-12-22,3.19938
2020-12-23,3.11392
2020-12-24,2.42402
2020-12-25,1.8967
2020-12-26,2.44695
2020-12-27,3.20772
2020-12-28,4.12063
2020-12-29,3.42657
2020-12-30,3.40364
2020-12-31,2.80128
2021-01-01,3.23481
2021-01-02,3.96431
2021-01-03,6.24244
2021-01-04,44.45162
2021-01-05,8.81654
2021-01-06,6.87815
2021-01-07,5.14819
2021-01-08,4.76259
2021-01-09,2.87006
2021-01-10,3.40781
2021-01-11,4.92517
2021-01-12,3.55162
2021-01-13,3.28483
2021-01-14,3.08474
2021-01-15,2.76168
2021-01-16,2.66372
2021-01-17,2.79294
2021-01-18,3.23898
2021-01-19,3.24315
2021-01-20,3.09308
2021-01-21,2.89507
2021-01-22,2.9847
2021-01-23,2.86589
2021-01-24,3.60581
2021-01-25,4.49581
2021-01-26,3.81841
2021-01-27,4.03101
2021-01-28,4.44995
2021-01-29,4.89599
2021-01-30,7.43048
2021-01-31,10.29221
2021-02-01,4.26445
2021-02-02,3.0243
2021-02-03,2.71582
2021-02-04,2.39484
2021-02-05,2.16766
2021-02-06,1.95506
2021-02-07,2.14264
2021-02-08,3.09516
2021-02-09,3.82675
2021-02-10,100.0
2021-02-11,3.8205
2021-02-12,2.2552
2021-02-13,2.21976
2021-02-14,2.44487
2021-02-15,3.40155
2021-02-16,3.14102
2021-02-17,2.63662
2021-02-18,2.36566
2021-02-19,1.93213
2021-02-20,1.51736
2021-02-21,1.84667
2021-02-22,2.43028
2021-02-23,2.17182
2021-02-24,1.9363
2021-02-25,1.87377
2021-02-26,1.76747
2021-02-27,1.45066
2021-02-28,1.6841
2021-03-01,2.05719
2021-03-02,2.88673
2021-03-03,2.5866
2021-03-04,2.55533
2021-03-05,2.00716
2021-03-06,1.34019
2021-03-07,1.91754
2021-03-08,2.7721
2021-03-09,2.30105
2021-03-10,2.28229
2021-03-11,2.39067
2021-03-12,1.98632
2021-03-13,1.49235
2021-03-14,1.83834
2021-03-15,2.41569
2021-03-16,2.18641
2021-03-17,2.17391
2021-03-18,1.99883
2021-03-19,1.8967
2021-03-20,1.57363
2021-03-21,1.98632
2021-03-22,2.72208
2021-03-23,2.41569
2021-03-24,2.2281
2021-03-25,2.06761
2021-03-26,1.96131
2021-03-27,1.50068
2021-03-28,1.9363
2021-03-29,2.50948
2021-03-30,2.29897
2021-03-31,2.11763
2021-04-01,2.0426
2021-04-02,1.83208
2021-04-03,1.52986
2021-04-04,1.78623
2021-04-05,2.52824
2021-04-06,2.41569
2021-04-07,2.24477
2021-04-08,2.48238
2021-04-09,2.29063
2021-04-10,1.53195
2021-04-11,1.81124
2021-04-12,2.76793
2021-04-13,2.6929
2021-04-14,2.17599
2021-04-15,2.17808
2021-04-16,2.17182
2021-04-17,1.50485
2021-04-18,1.95506
2021-04-19,2.61786
2021-04-20,2.48864
2021-04-21,2.50531
2021-04-22,2.11763
2021-04-23,1.98424
2021-04-24,1.55696
2021-04-25,1.8967
2021-04-26,2.93884
2021-04-27,2.50948
2021-04-28,2.22185
2021-04-29,2.42194
2021-04-30,1.94047
2021-05-01,1.85293
2021-05-02,2.16349
2021-05-03,3.46617
2021-05-04,2.87006
2021-05-05,1.95714
2021-05-06,2.94509
2021-05-07,2.42819
2021-05-08,1.98215
2021-05-09,2.16974
2021-05-10,3.7267
2021-05-11,3.42448
2021-05-12,3.1431
2021-05-13,3.16603
2021-05-14,2.71791
2021-05-15,2.20726
2021-05-16,3.83925
2021-05-17,20.64071
2021-05-18,6.79894
2021-05-19,3.77673
2021-05-20,5.11692
2021-05-21,5.28575
2021-05-22,2.13848
2021-05-23,2.07386
2021-05-24,4.04977
2021-05-25,2.64079
2021-05-26,2.63662
2021-05-27,2.35941
2021-05-28,2.11972
2021-05-29,1.72579
2021-05-30,1.95506
2021-05-31,2.85755
2021-06-01,3.04097
2021-06-02,2.9972
2021-06-03,2.70749
2021-06-04,2.75959
2021-06-05,2.43653
2021-06-06,2.84505
2021-06-07,3.67668
2021-06-08,3.57872
2021-06-09,3.30985
2021-06-10,3.48701
2021-06-11,4.32489
2021-06-12,6.30288
2021-06-13,9.17295
2021-06-14,4.53124
2021-06-15,3.05556
2021-06-16,2.29063
2021-06-17,2.18641
2021-06-18,1.9488
2021-06-19,1.34019
2021-06-20,1.58614
2021-06-21,2.85339
2021-06-22,2.65746
2021-06-23,3.78506
2021-06-24,17.84776
2021-06-25,3.97473
2021-06-26,2.1093
2021-06-27,2.10721
2021-06-28,3.13477
2021-06-29,2.1885
2021-06-30,2.0551
2021-07-01,1.9092
2021-07-02,1.63199
2021-07-03,1.36312
2021-07-04,1.43815
2021-07-05,2.10304
2021-07-06,1.76122
2021-07-07,1.69869
2021-07-08,1.70494
2021-07-09,1.39022
2021-07-10,1.3923
2021-07-11,1.21514
2021-07-12,1.86543
2021-07-13,1.70911
2021-07-14,1.65492
2021-07-15,1.53612
2021-07-16,1.38605
2021-07-17,1.18804
2021-07-18,1.27766
2021-07-19,1.66534
2021-07-20,1.73204
2021-07-21,1.67368
2021-07-22,1.57155
2021-07-23,1.65075
2021-07-24,1.25682
2021-07-25,1.34019
2021-07-26,2.13431
2021-07-27,1.84459
2021-07-28,1.50694
2021-07-29,1.51944
2021-07-30,1.34228
2021-07-31,0.915
2021-08-01,1.25682
2021-08-02,1.66117
2021-08-03,1.81333
2021-08-04,1.63408
2021-08-05,1.69869
2021-08-06,1.48192
2021-08-07,1.08383
2021-08-08,1.31935
2021-08-09,1.80916
2021-08-10,1.95714
2021-08-11,1.84667
2021-08-12,2.72833
2021-08-13,5.56921
2021-08-14,1.94255
2021-08-15,1.67159
2021-08-16,1.77372
2021-08-17,2.14264
2021-08-18,1.92379
2021-08-19,1.95297
2021-08-20,1.70911
2021-08-21,1.35895
2021-08-22,1.53195
2021-08-23,2.1093
2021-08-24,1.96548
2021-08-25,1.89253
2021-08-26,1.85918
2021-08-27,1.69035
2021-08-28,1.08383
2021-08-29,1.54237
2021-08-30,2.12597
2021-08-31,2.28229
2021-09-01,2.26353
2021-09-02,2.54283
2021-09-03,2.4407
2021-09-04,1.70077
2021-09-05,2.19684
2021-09-06,3.76214
2021-09-07,2.90341
2021-09-08,2.38442
2021-09-09,2.77001
2021-09-10,2.92842
2021-09-11,1.98215
2021-09-12,2.32815
2021-09-13,2.89299
2021-09-14,2.39276
2021-09-15,2.33023
2021-09-16,1.94255
2021-09-17,1.54862
2021-09-18,1.16094
2021-09-19,1.16928
2021-09-20,1.12343
2021-09-21,1.20471
2021-09-22,1.69869
2021-09-23,2.94926
2021-09-24,1.99466
2021-09-25,1.7508
2021-09-26,1.98841
2021-09-27,2.62411
2021-09-28,2.56992
2021-09-29,2.48447
2021-09-30,2.28438
2021-10-01,2.0155
2021-10-02,1.47776
2021-10-03,1.70703
2021-10-04,2.14264
2021-10-05,2.80128
2021-10-06,2.16974
2021-10-07,2.08845
2021-10-08,1.72162
2021-10-09,1.35687
2021-10-10,1.73412
2021-10-11,2.33023
2021-10-12,2.50948
2021-10-13,2.56575
2021-10-14,2.60119
2021-10-15,1.96548
2021-10-16,1.63199
2021-10-17,1.91129
2021-10-18,2.6658
2021-10-19,2.45112
2021-10-20,2.24477
2021-10-21,2.06761
2021-10-22,2.1093
2021-10-23,1.52361
2021-10-24,2.01133
2021-10-25,2.86798
2021-10-26,3.05765
2021-10-27,2.67622
2021-10-28,2.75126
2021-10-29,2.55116
2021-10-30,2.27187
2021-10-31,4.06019
2021-11-01,19.7132
2021-11-02,7.33878
2021-11-03,5.77556
2021-11-04,5.45041
2021-11-05,5.5838
2021-11-06,2.24894
2021-11-07,2.3344
2021-11-08,4.44787
2021-11-09,2.78669
2021-11-10,2.46362
2021-11-11,2.31981
2021-11-12,2.1885
2021-11-13,1.74038
2021-11-14,2.00091
2021-11-15,2.97011
2021-11-16,2.76168
2021-11-17,2.78252
2021-11-18,2.63454
2021-11-19,2.32398
2021-11-20,2.20309
2021-11-21,2.57618
2021-11-22,3.79757
2021-11-23,3.41614
2021-11-24,3.47242
2021-11-25,3.38905
2021-11-26,3.74963
2021-11-27,5.28575
2021-11-28,7.9328
2021-11-29,4.80636
2021-11-30,3.47659
2021-12-01,3.21397
2021-12-02,2.84296
2021-12-03,2.60536
2021-12-04,1.80916
2021-12-05,2.20517
2021-12-06,3.78506
2021-12-07,3.72253
2021-12-08,5.56505
2021-12-09,19.58814
2021-12-10,4.42494
2021-12-11,2.42819
2021-12-12,2.5199
2021-12-13,3.65792
2021-12-14,2.76585
2021-12-15,2.60952
2021-12-16,2.374
2021-12-17,2.16766
2021-12-18,1.48818
2021-12-19,2.12597
2021-12-20,2.9576
2021-12-21,2.61995
2021-12-22,2.52824
2021-12-23,2.43444
2021-12-24,1.82792
2021-12-25,1.34645
2021-12-26,1.93005
2021-12-27,2.96594
2021-12-28,3.1306
2021-12-29,2.8513
2021-12-30,2.64287
2021-12-31,2.38651
2022-01-01,2.41569
2022-01-02,2.92008
2022-01-03,4.75634
2022-01-04,4.14981
2022-01-05,3.6746
2022-01-06,3.18479
2022-01-07,2.97219
2022-01-08,2.18433
2022-01-09,2.82629
2022-01-10,4.0456
2022-01-11,3.58914
2022-01-12,3.45366
2022-01-13,3.26399
2022-01-14,3.00345
2022-01-15,2.21559
2022-01-16,3.63916
2022-01-17,19.80699
2022-01-18,6.51965
2022-01-19,5.2399
2022-01-20,4.8543
2022-01-21,4.85222
2022-01-22,2.10096
2022-01-23,2.59702
2022-01-24,4.27696
2022-01-25,2.71999
2022-01-26,2.67205
2022-01-27,2.28854
2022-01-28,1.99049
2022-01-29,1.57989
2022-01-30,1.72579
2022-01-31,1.76122
2022-02-01,1.77789
2022-02-02,2.50948
2022-02-03,3.14519
2022-02-04,3.14519
2022-02-05,2.56992
2022-02-06,3.02221
2022-02-07,4.07269
2022-02-08,3.63083
2022-02-09,3.37863
2022-02-10,3.94347
2022-02-11,3.86635
2022-02-12,6.10696
2022-02-13,8.42886
2022-02-14,4.03726
2022-02-15,2.70332
2022-02-16,2.16766
2022-02-17,2.13014
2022-02-18,1.98424
2022-02-19,1.58822
2022-02-20,1.86335
2022-02-21,2.94509
2022-02-22,3.2369
2022-02-23,4.06227
2022-02-24,19.21714
2022-02-25,4.28738
2022-02-26,2.54908
2022-02-27,2.43028
2022-02-28,2.67831
2022-03-01,2.28229
2022-03-02,2.84713
2022-03-03,2.59285
2022-03-04,2.47613
2022-03-05,1.72162
2022-03-06,2.16766
2022-03-07,2.91591
2022-03-08,2.30522
2022-03-09,1.46733
2022-03-10,1.99466
2022-03-11,1.98007
2022-03-12,1.57989
2022-03-13,1.89878
2022-03-14,2.56784
2022-03-15,2.17182
2022-03-16,2.14056
2022-03-17,2.08428
2022-03-18,1.9092
2022-03-19,1.80499
2022-03-20,1.78415
2022-03-21,2.49906
2022-03-22,2.09471
2022-03-23,2.24061
2022-03-24,2.30313
2022-03-25,1.91546
2022-03-26,1.65075
2022-03-27,1.9092
2022-03-28,2.48238
2022-03-29,2.42819
2022-03-30,2.2552
2022-03-31,2.14681
2022-04-01,1.8967
2022-04-02,1.53403
2022-04-03,1.55696
2022-04-04,2.52615
2022-04-05,2.35941
2022-04-06,2.16766
2022-04-07,2.19267
2022-04-08,2.0822
2022-04-09,1.35061
2022-04-10,1.59656
2022-04-11,2.25936
2022-04-12,2.46154
2022-04-13,2.43861
2022-04-14,2.40943
2022-04-15,2.12597
2022-04-16,1.57363
2022-04-17,1.85918
2022-04-18,2.79294
2022-04-19,2.44278
2022-04-20,2.46988
2022-04-21,2.30522
2022-04-22,2.03634
2022-04-23,1.57572
2022-04-24,1.86335
2022-04-25,2.88882
2022-04-26,2.51365
2022-04-27,2.49906
2022-04-28,2.33231
2022-04-29,2.3073
2022-04-30,1.53403
2022-05-01,1.75497
2022-05-02,2.85755
2022-05-03,2.91591
2022-05-04,2.4011
2022-05-05,1.77789
2022-05-06,2.20517
2022-05-07,1.7237
2022-05-08,2.31564
2022-05-09,3.65167
2022-05-10,3.12851
2022-05-11,3.11601
2022-05-12,2.90966
2022-05-13,2.66788
2022-05-14,2.02384
2022-05-15,3.18896
2022-05-16,18.72316
2022-05-17,6.91566
2022-05-18,5.04189
2022-05-19,4.4562
2022-05-20,5.06482
2022-05-21,1.88002
2022-05-22,2.24477
2022-05-23,4.06019
2022-05-24,2.60536
2022-05-25,2.34482
2022-05-26,2.43236
2022-05-27,2.04051
2022-05-28,1.59239
2022-05-29,1.81958
2022-05-30,2.72833
2022-05-31,2.27604
2022-06-01,1.77372
2022-06-02,2.50323
2022-06-03,2.5866
2022-06-04,1.85293
2022-06-05,1.88419
2022-06-06,2.66997
2022-06-07,3.36195
2022-06-08,3.23481
2022-06-09,3.33903
2022-06-10,3.6746
2022-06-11,5.18362
2022-06-12,8.0787
2022-06-13,4.03518
2022-06-14,2.39693
2022-06-15,2.1614
2022-06-16,2.27187
2022-06-17,1.83834
2022-06-18,1.47567
2022-06-19,1.59448
2022-06-20,2.66788
2022-06-21,2.48864
2022-06-22,3.40572
2022-06-23,15.83225
2022-06-24,3.91429
2022-06-25,2.07386
2022-06-26,1.97798
2022-06-27,2.70123
2022-06-28,2.55742
2022-06-29,2.25728
2022-06-30,1.8029
2022-07-01,1.8029
2022-07-02,1.20471
2022-07-03,1.35061
2022-07-04,1.97173
2022-07-05,1.81541
2022-07-06,1.84459
2022-07-07,1.65284
2022-07-08,1.50277
2022-07-09,1.03589
2022-07-10,1.28392
2022-07-11,1.86752
2022-07-12,1.74663
2022-07-13,1.64033
2022-07-14,1.6174
2022-07-15,1.52569
2022-07-16,1.10675
2022-07-17,1.19638
2022-07-18,1.78206
2022-07-19,1.80916
2022-07-20,1.86335
2022-07-21,1.6049
2022-07-22,1.58614
2022-07-23,1.14635
2022-07-24,1.41106
2022-07-25,1.63199
2022-07-26,1.90295
2022-07-27,1.64867
2022-07-28,1.50485
2022-07-29,1.39855
2022-07-30,1.48818
2022-07-31,1.36937
2022-08-01,2.0822
2022-08-02,1.70494
2022-08-03,1.6445
2022-08-04,1.75497
2022-08-05,1.72579
2022-08-06,1.18596
2022-08-07,1.3527
2022-08-08,2.23227
2022-08-09,1.82792
2022-08-10,1.75497
2022-08-11,1.80082
2022-08-12,1.52153
2022-08-13,0.96294
2022-08-14,1.11092
2022-08-15,1.30684
2022-08-16,1.77998
2022-08-17,1.79665
2022-08-18,1.68618
2022-08-19,1.56113
2022-08-20,1.11717
2022-08-21,1.44441
2022-08-22,1.87794
2022-08-23,2.32189
2022-08-24,1.79874
2022-08-25,1.5778
2022-08-26,1.63408
2022-08-27,1.1797
2022-08-28,1.27141
2022-08-29,2.19475
2022-08-30,2.07595
2022-08-31,1.88211
2022-09-01,1.90712
2022-09-02,1.75913
2022-09-03,1.19012
2022-09-04,1.5382
2022-09-05,2.34274
2022-09-06,2.08012
2022-09-07,1.76122
2022-09-08,1.40897
2022-09-09,0.9275
2022-09-10,0.85664
2022-09-11,1.04631
2022-09-12,1.40689
2022-09-13,2.51156
2022-09-14,2.38651
2022-09-15,2.15723
2022-09-16,1.98007
2022-09-17,1.32143
2022-09-18,1.459
2022-09-19,2.53657
2022-09-20,2.22393
2022-09-21,2.11555
2022-09-22,1.85084
2022-09-23,1.50694
2022-09-24,1.2735
2022-09-25,1.40272
2022-09-26,2.5199
2022-09-27,2.18225
2022-09-28,2.22602
2022-09-29,1.99049
2022-09-30,1.57989
2022-10-01,1.23389
2022-10-02,1.25265
2022-10-03,1.8029
2022-10-04,2.66997
2022-10-05,2.32398
2022-10-06,2.03426
2022-10-07,1.73412
2022-10-08,1.35478
2022-10-09,1.2068
2022-10-10,1.53195
2022-10-11,2.30105
2022-10-12,2.32815
2022-10-13,2.01133
2022-10-14,1.71953
2022-10-15,1.25891
2022-10-16,1.61532
2022-10-17,2.41985
2022-10-18,2.18225
2022-10-19,2.12805
2022-10-20,2.10096
2022-10-21,1.77372
2022-10-22,1.44441
2022-10-23,1.62366
2022-10-24,3.06182
2022-10-25,2.69498
2022-10-26,2.67622
2022-10-27,2.78252
2022-10-28,2.65329
2022-10-29,2.4803
2022-10-30,3.51202
2022-10-31,20.81787
2022-11-01,8.01617
2022-11-02,6.58426
2022-11-03,5.39413
2022-11-04,5.59631
2022-11-05,1.98841
2022-11-06,2.33231
2022-11-07,4.20609
2022-11-08,2.56575
2022-11-09,2.31981
2022-11-10,2.33857
2022-11-11,1.95297
2022-11-12,1.77372
2022-11-13,1.88002
2022-11-14,2.82629
2022-11-15,2.41569
2022-11-16,2.24269
2022-11-17,2.41569
2022-11-18,2.54491
2022-11-19,1.80916
2022-11-20,2.24061
2022-11-21,3.3828
2022-11-22,2.77835
2022-11-23,2.9305
2022-11-24,2.61995
2022-11-25,3.22856
2022-11-26,5.05439
2022-11-27,7.06573
2022-11-28,3.69127
2022-11-29,2.50323
2022-11-30,2.42194
2022-12-01,2.36775
2022-12-02,2.16766
2022-12-03,1.4319
2022-12-04,1.88836
2022-12-05,3.09725
2022-12-06,2.85755
2022-12-07,4.43119
2022-12-08,18.88157
2022-12-09,4.2978
2022-12-10,1.95089
2022-12-11,2.14264
2022-12-12,3.0639
2022-12-13,2.67414
2022-12-14,2.65746
2022-12-15,2.36149
2022-12-16,2.23852
2022-12-17,1.62366
2022-12-18,1.96339
2022-12-19,2.51782
2022-12-20,2.44695
2022-12-21,2.32606
2022-12-22,2.15723
2022-12-23,2.02384
2022-12-24,1.27558
2022-12-25,1.54862
2022-12-26,2.60327
2022-12-27,2.53032
2022-12-28,2.24269
2022-12-29,2.47196
2022-12-30,2.05927
2022-12-31,1.83
2023-01-01,2.50739
2023-01-02,4.35616
2023-01-03,3.84551
2023-01-04,3.49743
2023-01-05,3.04514
2023-01-06,2.66788
2023-01-07,2.1093
2023-01-08,2.64704
2023-01-09,3.81633
2023-01-10,3.56204
2023-01-11,3.12851
2023-01-12,2.8909
2023-01-13,2.4803
2023-01-14,2.14264
2023-01-15,3.69335
2023-01-16,18.19792
2023-01-17,6.85522
2023-01-18,5.46292
2023-01-19,4.63545
2023-01-20,4.44578
2023-01-21,1.7237
2023-01-22,1.64867
2023-01-23,1.87585
2023-01-24,2.23227
2023-01-25,3.89345
2023-01-26,2.59493
2023-01-27,2.07386
2023-01-28,1.85918
2023-01-29,2.13639
2023-01-30,3.04514
2023-01-31,2.66372
2023-02-01,2.53241
2023-02-02,2.5199
2023-02-03,2.46571
2023-02-04,2.02384
2023-02-05,2.71374
2023-02-06,3.38696
2023-02-07,3.15144
2023-02-08,2.98261
2023-02-09,3.10142
2023-02-10,3.40364
2023-02-11,5.15444
2023-02-12,7.39088
2023-02-13,3.44116
2023-02-14,2.36149
2023-02-15,2.07386
2023-02-16,2.11138
2023-02-17,2.08428
2023-02-18,1.459
2023-02-19,1.67368
2023-02-20,2.72416
2023-02-21,2.56575
2023-02-22,3.55371
2023-02-23,23.67543
2023-02-24,4.05185
2023-02-25,2.07803
2023-02-26,2.0155
2023-02-27,2.58451
2023-02-28,2.02175
2023-03-01,1.77581
2023-03-02,2.60327
2023-03-03,2.20517
2023-03-04,1.61115
2023-03-05,1.92379
2023-03-06,2.39276
2023-03-07,2.23435
2023-03-08,2.32815
2023-03-09,1.93213
2023-03-10,1.73204
2023-03-11,1.2068
2023-03-12,1.37354
2023-03-13,2.15307
2023-03-14,2.36566
2023-03-15,2.26562
2023-03-16,2.0551
2023-03-17,1.8571
2023-03-18,1.51944
2023-03-19,1.66117
2023-03-20,2.27604
2023-03-21,2.30105
2023-03-22,1.96339
2023-03-23,1.89461
2023-03-24,1.78415
2023-03-25,1.30476
2023-03-26,1.71536
2023-03-27,2.1489
2023-03-28,2.10721
2023-03-29,1.87585
2023-03-30,1.91129
2023-03-31,1.64658
2023-04-01,1.1401
2023-04-02,1.61323
2023-04-03,2.27812
2023-04-04,2.09887
2023-04-05,2.13431
2023-04-06,2.04051
2023-04-07,2.07386
2023-04-08,1.52569
2023-04-09,1.58822
2023-04-10,2.25728
2023-04-11,2.21559
2023-04-12,1.98424
2023-04-13,2.05302
2023-04-14,1.60698
2023-04-15,1.47776
2023-04-16,1.60073
2023-04-17,2.52824
2023-04-18,1.92588
2023-04-19,1.90295
2023-04-20,1.77164
2023-04-21,1.58822
2023-04-22,1.30684
2023-04-23,1.40897
2023-04-24,2.003
2023-04-25,1.8571
2023-04-26,1.87585
2023-04-27,1.87794
2023-04-28,1.7904
2023-04-29,1.30268
2023-04-30,1.46942
2023-05-01,1.92379
2023-05-02,2.32606
2023-05-03,2.45529
2023-05-04,1.78831
2023-05-05,1.21722
2023-05-06,1.43607
2023-05-07,1.64867
2023-05-08,2.49072
2023-05-09,2.45529
2023-05-10,2.39484
2023-05-11,2.3344
2023-05-12,2.34899
2023-05-13,1.81541
2023-05-14,3.07015
2023-05-15,15.52586
2023-05-16,5.02105
2023-05-17,3.89761
2023-05-18,3.78506
2023-05-19,3.7934
2023-05-20,1.73412
2023-05-21,1.73829
2023-05-22,3.58497
2023-05-23,2.40943
2023-05-24,2.05302
2023-05-25,2.02801
2023-05-26,1.75497
2023-05-27,1.43399
2023-05-28,1.57989
2023-05-29,1.86126
