date,덕성우
2021-04-10,10.8535
2021-04-11,9.40993
2021-04-12,79.90181
2021-04-13,74.31709
2021-04-14,45.76164
2021-04-15,42.84533
2021-04-16,51.39496
2021-04-17,7.78166
2021-04-18,6.5957
2021-04-19,43.1321
2021-04-20,34.22766
2021-04-21,26.43141
2021-04-22,26.864
2021-04-23,34.00408
2021-04-24,4.32584
2021-04-25,4.17031
2021-04-26,24.28307
2021-04-27,29.60532
2021-04-28,79.60046
2021-04-29,100.0
2021-04-30,61.21318
2021-05-01,8.34548
2021-05-02,7.58724
2021-05-03,48.61475
2021-05-04,40.47827
2021-05-05,7.26159
2021-05-06,34.73315
2021-05-07,48.21619
2021-05-08,7.15952
2021-05-09,6.79012
2021-05-10,45.64498
2021-05-11,40.38592
2021-05-12,31.07805
2021-05-13,31.31136
2021-05-14,31.57869
2021-05-15,5.28336
2021-05-16,5.86176
2021-05-17,43.56955
2021-05-18,28.69641
2021-05-19,6.11937
2021-05-20,36.49266
2021-05-21,43.55011
2021-05-22,5.97841
2021-05-23,4.80217
2021-05-24,30.44619
2021-05-25,31.4912
2021-05-26,27.37921
2021-05-27,22.06182
2021-05-28,19.95236
2021-05-29,3.01837
2021-05-30,3.00865
2021-05-31,20.65714
2021-06-01,42.16972
2021-06-02,34.73801
2021-06-03,24.29279
2021-06-04,19.91834
2021-06-05,2.85797
2021-06-06,3.82035
2021-06-07,20.35092
2021-06-08,39.12219
2021-06-09,33.04656
2021-06-10,31.02459
2021-06-11,22.50413
2021-06-12,2.87741
2021-06-13,2.82881
2021-06-14,20.77379
2021-06-15,17.09925
2021-06-16,16.29726
2021-06-17,13.71634
2021-06-18,17.2645
2021-06-19,2.83367
2021-06-20,3.85923
2021-06-21,19.37396
2021-06-22,19.54894
2021-06-23,17.88179
2021-06-24,74.39
2021-06-25,47.29269
2021-06-26,5.3028
2021-06-27,5.05006
2021-06-28,34.5922
2021-06-29,48.71682
2021-06-30,29.06581
2021-07-01,21.43482
2021-07-02,29.85321
2021-07-03,3.63565
2021-07-04,3.7523
2021-07-05,21.12374
2021-07-06,18.46019
2021-07-07,14.25585
2021-07-08,16.1077
2021-07-09,14.51346
2021-07-10,2.11917
2021-07-11,1.9685
2021-07-12,13.5365
2021-07-13,13.70662
2021-07-14,13.76008
2021-07-15,13.94964
2021-07-16,11.05278
2021-07-17,1.78866
2021-07-18,1.60882
2021-07-19,15.01409
2021-07-20,40.4248
2021-07-21,21.87226
2021-07-22,24.97326
2021-07-23,15.22309
2021-07-24,1.7595
2021-07-25,2.99893
2021-07-26,27.49586
2021-07-27,30.7767
2021-07-28,19.60727
2021-07-29,16.65208
2021-07-30,33.58607
2021-07-31,4.16545
2021-08-01,3.48498
2021-08-02,29.28453
2021-08-03,19.53436
2021-08-04,19.61213
2021-08-05,13.59482
2021-08-06,13.5851
2021-08-07,1.74978
2021-08-08,1.39982
2021-08-09,14.51346
2021-08-10,17.53669
2021-08-11,11.58257
2021-08-12,10.9021
2021-08-13,11.49023
2021-08-14,1.13735
2021-08-15,1.19082
2021-08-16,2.32818
2021-08-17,11.2715
2021-08-18,13.58996
2021-08-19,11.57285
2021-08-20,9.47798
2021-08-21,0.93321
2021-08-22,0.82142
2021-08-23,11.8013
2021-08-24,15.15018
2021-08-25,10.58617
2021-08-26,9.512
2021-08-27,9.61893
2021-08-28,0.94293
2021-08-29,0.94779
2021-08-30,9.52172
2021-08-31,9.09886
2021-09-01,8.70516
2021-09-02,7.83999
2021-09-03,10.59103
2021-09-04,1.37552
2021-09-05,1.44843
2021-09-06,11.30553
2021-09-07,11.20832
2021-09-08,15.54875
2021-09-09,22.71313
2021-09-10,11.97142
2021-09-11,1.9442
2021-09-12,1.57966
2021-09-13,13.05531
2021-09-14,11.0382
2021-09-15,9.02109
2021-09-16,7.70389
2021-09-17,10.98959
2021-09-18,1.30261
2021-09-19,0.91863
2021-09-20,1.32205
2021-09-21,0.94293
2021-09-22,1.1811
2021-09-23,22.65966
2021-09-24,13.38096
2021-09-25,1.33663
2021-09-26,1.3901
2021-09-27,10.46466
2021-09-28,9.303
2021-09-29,8.87527
2021-09-30,12.13667
2021-10-01,9.28842
2021-10-02,0.89919
2021-10-03,0.69019
2021-10-04,1.23942
2021-10-05,7.97122
2021-10-06,9.09886
2021-10-07,10.15359
2021-10-08,20.27802
2021-10-09,2.07543
2021-10-10,1.58452
2021-10-11,2.1532
2021-10-12,12.21444
2021-10-13,9.27384
2021-10-14,15.00923
2021-10-15,10.68824
2021-10-16,1.51647
2021-10-17,1.33177
2021-10-18,13.32264
2021-10-19,10.93613
2021-10-20,10.03207
2021-10-21,9.56547
2021-10-22,9.08914
2021-10-23,1.01584
2021-10-24,0.90405
2021-10-25,14.89258
2021-10-26,9.40021
2021-10-27,9.39049
2021-10-28,10.55215
2021-10-29,14.96549
2021-10-30,1.72061
2021-10-31,1.53591
2021-11-01,27.38407
2021-11-02,21.87226
2021-11-03,16.62292
2021-11-04,17.66793
2021-11-05,58.10731
2021-11-06,5.05006
2021-11-07,3.83493
2021-11-08,22.27568
2021-11-09,15.83552
2021-11-10,13.07475
2021-11-11,10.89238
2021-11-12,9.65296
2021-11-13,1.06931
2021-11-14,0.99154
2021-11-15,10.33829
2021-11-16,7.99066
2021-11-17,7.46087
2021-11-18,8.78779
2021-11-19,7.9615
2021-11-20,0.90891
2021-11-21,0.94293
2021-11-22,8.93846
2021-11-23,6.88247
2021-11-24,6.68805
2021-11-25,6.63944
2021-11-26,6.07562
2021-11-27,0.84572
2021-11-28,0.83114
2021-11-29,7.64557
2021-11-30,7.83513
2021-12-01,6.44016
2021-12-02,6.62972
2021-12-03,6.81442
2021-12-04,1.47273
2021-12-05,1.19082
2021-12-06,26.94177
2021-12-07,14.17808
2021-12-08,9.58005
2021-12-09,9.59949
2021-12-10,9.3273
2021-12-11,1.20054
2021-12-12,1.00126
2021-12-13,7.68931
2021-12-14,6.74151
2021-12-15,6.30407
2021-12-16,7.11091
2021-12-17,5.64304
2021-12-18,0.82142
2021-12-19,0.72421
2021-12-20,5.86662
2021-12-21,5.47292
2021-12-22,5.49236
2021-12-23,5.84718
2021-12-24,5.40487
2021-12-25,0.95751
2021-12-26,0.85058
2021-12-27,6.84358
2021-12-28,5.54583
2021-12-29,5.57985
2021-12-30,5.72081
2021-12-31,1.5748
2022-01-01,0.51035
2022-01-02,0.63672
2022-01-03,6.70749
2022-01-04,6.92135
2022-01-05,9.82307
2022-01-06,9.42937
2022-01-07,14.76134
2022-01-08,1.34149
2022-01-09,1.24428
2022-01-10,10.6202
2022-01-11,10.48896
2022-01-12,8.9579
2022-01-13,7.15952
2022-01-14,6.31865
2022-01-15,0.90405
2022-01-16,1.07417
2022-01-17,40.98376
2022-01-18,25.95022
2022-01-19,20.09332
2022-01-20,15.09186
2022-01-21,12.73937
2022-01-22,1.35121
2022-01-23,1.64285
2022-01-24,15.923
2022-01-25,14.6933
2022-01-26,15.40779
2022-01-27,11.29581
2022-01-28,10.58131
2022-01-29,1.30261
2022-01-30,0.9964
2022-01-31,0.87975
2022-02-01,0.7874
2022-02-02,1.05472
2022-02-03,10.2994
2022-02-04,10.13901
2022-02-05,1.44356
2022-02-06,1.19568
2022-02-07,8.73432
2022-02-08,9.25439
2022-02-09,8.07815
2022-02-10,7.24701
2022-02-11,8.44269
2022-02-12,0.95265
2022-02-13,1.26859
2022-02-14,8.45241
2022-02-15,7.43657
2022-02-16,8.28715
2022-02-17,10.69796
2022-02-18,40.49285
2022-02-19,4.19947
2022-02-20,4.40361
2022-02-21,23.04364
2022-02-22,18.01788
2022-02-23,15.97647
2022-02-24,14.57178
2022-02-25,20.23427
2022-02-26,2.12404
2022-02-27,3.11558
2022-02-28,15.0627
2022-03-01,2.42053
2022-03-02,15.55847
2022-03-03,44.20627
2022-03-04,23.14571
2022-03-05,2.50801
2022-03-06,2.71702
2022-03-07,21.84796
2022-03-08,26.28074
2022-03-09,4.54943
2022-03-10,41.02264
2022-03-11,19.46145
2022-03-12,2.3379
2022-03-13,1.93448
2022-03-14,14.19753
2022-03-15,11.33469
2022-03-16,13.80383
2022-03-17,11.8013
2022-03-18,8.83153
2022-03-19,0.96724
2022-03-20,0.89919
2022-03-21,7.96636
2022-03-22,6.65888
2022-03-23,11.61174
2022-03-24,10.39175
2022-03-25,8.07815
2022-03-26,0.91863
2022-03-27,0.70477
2022-03-28,7.3588
2022-03-29,7.02828
2022-03-30,6.63458
2022-03-31,5.26392
2022-04-01,4.82648
2022-04-02,0.48118
2022-04-03,0.49577
2022-04-04,5.31253
2022-04-05,4.84106
2022-04-06,4.34042
2022-04-07,3.90784
2022-04-08,3.62593
2022-04-09,0.3937
2022-04-10,0.34023
2022-04-11,3.8641
2022-04-12,3.84951
2022-04-13,4.27238
2022-04-14,3.94186
2022-04-15,3.8641
2022-04-16,0.418
2022-04-17,0.45688
2022-04-18,5.17157
2022-04-19,4.70496
2022-04-20,6.91649
2022-04-21,5.00145
2022-04-22,3.77175
2022-04-23,0.51521
2022-04-24,0.31107
2022-04-25,3.57247
2022-04-26,3.89812
2022-04-27,3.58219
2022-04-28,3.42179
2022-04-29,3.69398
2022-04-30,0.41314
2022-05-01,0.38884
2022-05-02,3.92242
2022-05-03,3.58219
2022-05-04,3.80577
2022-05-05,0.34023
2022-05-06,3.01837
2022-05-07,0.33051
2022-05-08,0.24302
2022-05-09,3.43637
2022-05-10,4.78273
2022-05-11,3.45581
2022-05-12,3.1253
2022-05-13,3.95158
2022-05-14,0.36939
2022-05-15,0.22358
2022-05-16,3.62593
2022-05-17,2.88227
2022-05-18,2.90172
2022-05-19,2.66355
2022-05-20,2.97462
2022-05-21,0.19928
2022-05-22,0.19442
2022-05-23,2.97462
2022-05-24,2.74132
2022-05-25,2.63439
2022-05-26,2.72674
2022-05-27,2.43511
2022-05-28,0.25274
2022-05-29,0.23816
2022-05-30,3.47526
2022-05-31,2.80451
2022-06-01,0.31593
2022-06-02,2.61009
2022-06-03,2.67813
2022-06-04,0.2819
2022-06-05,0.26246
2022-06-06,0.28676
2022-06-07,2.34762
2022-06-08,2.26499
2022-06-09,2.0171
2022-06-10,2.19208
2022-06-11,0.27704
2022-06-12,0.28676
2022-06-13,2.21152
2022-06-14,2.40108
2022-06-15,2.16778
2022-06-16,2.5712
2022-06-17,2.14348
2022-06-18,0.25274
2022-06-19,0.15067
2022-06-20,2.29415
2022-06-21,2.03655
2022-06-22,2.11917
2022-06-23,2.13862
2022-06-24,2.7802
2022-06-25,0.26732
2022-06-26,0.21872
2022-06-27,2.50801
2022-06-28,2.26499
2022-06-29,1.7595
2022-06-30,1.74006
2022-07-01,1.9442
2022-07-02,0.21872
2022-07-03,0.17011
2022-07-04,2.31359
2022-07-05,1.96364
2022-07-06,1.91017
2022-07-07,1.9442
2022-07-08,1.77408
2022-07-09,0.15067
2022-07-10,0.12637
2022-07-11,1.72061
2022-07-12,1.58938
2022-07-13,1.82754
2022-07-14,1.75464
2022-07-15,1.43384
2022-07-16,0.20414
2022-07-17,0.05832
2022-07-18,1.91503
2022-07-19,1.87129
2022-07-20,2.06085
2022-07-21,3.27111
2022-07-22,1.86643
2022-07-23,0.19928
2022-07-24,0.14581
2022-07-25,1.87615
2022-07-26,1.85671
2022-07-27,1.74006
2022-07-28,1.81296
2022-07-29,1.59424
2022-07-30,0.15067
2022-07-31,0.14095
2022-08-01,1.72061
2022-08-02,1.38038
2022-08-03,1.64771
2022-08-04,1.7838
2022-08-05,1.66715
2022-08-06,0.14095
2022-08-07,0.12637
2022-08-08,1.60396
2022-08-09,1.69145
2022-08-10,1.53591
2022-08-11,1.67687
2022-08-12,1.4387
2022-08-13,0.17011
2022-08-14,0.13609
2022-08-15,0.12151
2022-08-16,1.70117
2022-08-17,1.48731
2022-08-18,1.35121
2022-08-19,1.31233
2022-08-20,0.17983
2022-08-21,0.18469
2022-08-22,1.49217
2022-08-23,1.36094
2022-08-24,1.54564
2022-08-25,1.56508
2022-08-26,1.44843
2022-08-27,0.14581
2022-08-28,0.10693
2022-08-29,1.26373
2022-08-30,1.53105
2022-08-31,1.7595
2022-09-01,1.51161
2022-09-02,1.31233
2022-09-03,0.10207
2022-09-04,0.11665
2022-09-05,1.33177
2022-09-06,1.75464
2022-09-07,1.33177
2022-09-08,1.83727
2022-09-09,0.2333
2022-09-10,0.13609
2022-09-11,0.12151
2022-09-12,0.14581
2022-09-13,2.09973
2022-09-14,1.7595
2022-09-15,1.66229
2022-09-16,1.49217
2022-09-17,0.15067
2022-09-18,0.10693
2022-09-19,1.62826
2022-09-20,22.13473
2022-09-21,29.87751
2022-09-22,12.75882
2022-09-23,8.71488
2022-09-24,0.836
2022-09-25,0.81656
2022-09-26,5.53125
2022-09-27,4.61747
2022-09-28,4.60289
2022-09-29,6.99426
2022-09-30,9.56061
2022-10-01,1.16166
2022-10-02,0.8117
2022-10-03,1.02556
2022-10-04,6.66375
2022-10-05,8.45727
2022-10-06,6.34295
2022-10-07,4.37445
2022-10-08,0.43744
2022-10-09,0.32079
2022-10-10,0.47146
2022-10-11,3.56274
2022-10-12,3.69398
2022-10-13,3.09614
2022-10-14,4.05852
2022-10-15,0.30621
2022-10-16,0.31107
2022-10-17,3.64051
2022-10-18,3.32944
2022-10-19,2.71216
2022-10-20,2.57606
2022-10-21,2.66355
2022-10-22,0.18955
2022-10-23,0.25274
2022-10-24,3.21765
2022-10-25,2.27471
2022-10-26,2.58578
2022-10-27,2.21152
2022-10-28,2.14834
2022-10-29,0.22358
2022-10-30,0.20414
2022-10-31,2.20666
2022-11-01,1.93448
2022-11-02,1.84213
2022-11-03,2.00252
2022-11-04,1.79838
2022-11-05,0.17983
2022-11-06,0.13123
2022-11-07,2.3865
2022-11-08,2.19208
2022-11-09,2.09001
2022-11-10,1.86643
2022-11-11,1.89559
2022-11-12,0.30621
2022-11-13,0.2333
2022-11-14,2.32818
2022-11-15,2.83853
2022-11-16,2.82395
2022-11-17,1.78866
2022-11-18,1.84213
2022-11-19,0.13123
2022-11-20,0.09721
2022-11-21,1.68173
2022-11-22,1.56508
2022-11-23,1.61368
2022-11-24,1.62826
2022-11-25,1.26859
2022-11-26,0.18469
2022-11-27,0.10693
2022-11-28,1.15679
2022-11-29,1.51647
2022-11-30,1.44843
2022-12-01,1.84699
2022-12-02,1.57966
2022-12-03,0.17983
2022-12-04,0.21386
2022-12-05,2.03655
2022-12-06,2.0171
2022-12-07,1.75464
2022-12-08,1.43384
2022-12-09,1.72547
2022-12-10,0.2333
2022-12-11,0.19442
2022-12-12,1.64285
2022-12-13,1.5748
2022-12-14,1.74492
2022-12-15,1.57966
2022-12-16,1.37552
2022-12-17,0.15067
2022-12-18,0.0729
2022-12-19,1.61854
2022-12-20,1.40954
2022-12-21,1.37552
2022-12-22,1.48245
2022-12-23,1.21512
2022-12-24,0.13609
2022-12-25,0.10207
2022-12-26,1.46301
2022-12-27,1.56994
2022-12-28,1.21512
2022-12-29,1.30747
2022-12-30,0.47146
2022-12-31,0.08748
2023-01-01,0.08748
2023-01-02,1.16166
2023-01-03,1.39982
2023-01-04,1.56022
2023-01-05,1.23942
2023-01-06,1.1811
2023-01-07,0.15067
2023-01-08,0.08748
2023-01-09,1.4387
2023-01-10,1.3901
2023-01-11,1.25887
2023-01-12,1.25887
2023-01-13,1.38038
2023-01-14,0.20414
2023-01-15,0.12637
2023-01-16,1.2297
2023-01-17,1.34635
2023-01-18,1.76436
2023-01-19,1.4387
2023-01-20,1.10819
2023-01-21,0.17011
2023-01-22,0.08748
2023-01-23,0.0729
2023-01-24,0.06318
2023-01-25,1.38038
2023-01-26,1.53105
2023-01-27,1.63312
2023-01-28,0.209
2023-01-29,0.11179
2023-01-30,1.73033
2023-01-31,1.31233
2023-02-01,1.56022
2023-02-02,1.34149
2023-02-03,1.51161
2023-02-04,0.18955
2023-02-05,0.09721
2023-02-06,1.21512
2023-02-07,1.56022
2023-02-08,1.51161
2023-02-09,1.42898
2023-02-10,4.23349
2023-02-11,0.77282
2023-02-12,0.74365
2023-02-13,3.07183
2023-02-14,2.00738
2023-02-15,1.98794
2023-02-16,1.60882
2023-02-17,1.51647
2023-02-18,0.21386
2023-02-19,0.15067
2023-02-20,1.5748
2023-02-21,1.39982
2023-02-22,1.32205
2023-02-23,1.50189
2023-02-24,1.16652
2023-02-25,0.14095
2023-02-26,0.10693
2023-02-27,1.24428
2023-02-28,1.28317
2023-03-01,0.27218
2023-03-02,1.23456
2023-03-03,1.02556
2023-03-04,0.13123
2023-03-05,0.07776
2023-03-06,1.36094
2023-03-07,1.19568
2023-03-08,1.23456
2023-03-09,1.46787
2023-03-10,1.21026
2023-03-11,0.09721
2023-03-12,0.11179
2023-03-13,1.33177
2023-03-14,1.46301
2023-03-15,1.4144
2023-03-16,1.21026
2023-03-17,1.28317
2023-03-18,0.11179
2023-03-19,0.08262
2023-03-20,1.19568
2023-03-21,1.3901
2023-03-22,1.15679
2023-03-23,1.13735
2023-03-24,0.98668
2023-03-25,0.16039
2023-03-26,0.10693
2023-03-27,0.97696
2023-03-28,1.18596
2023-03-29,0.90405
2023-03-30,1.20054
2023-03-31,1.26859
2023-04-01,0.13123
2023-04-02,0.17497
2023-04-03,1.77894
2023-04-04,1.70117
2023-04-05,1.50189
2023-04-06,1.3901
2023-04-07,1.25887
2023-04-08,0.18469
2023-04-09,0.16039
2023-04-10,1.10819
2023-04-11,1.20054
2023-04-12,1.18596
2023-04-13,1.04986
2023-04-14,1.15193
2023-04-15,0.21386
2023-04-16,0.10207
2023-04-17,1.20054
2023-04-18,1.07903
2023-04-19,1.06445
2023-04-20,0.96237
2023-04-21,0.87975
2023-04-22,0.10693
2023-04-23,0.08262
2023-04-24,0.9721
2023-04-25,0.89433
2023-04-26,1.03528
2023-04-27,0.80198
2023-04-28,1.07903
2023-04-29,0.12151
2023-04-30,0.0729
2023-05-01,0.22844
2023-05-02,0.89919
2023-05-03,1.03042
2023-05-04,0.96724
2023-05-05,0.209
2023-05-06,0.09234
2023-05-07,0.06804
2023-05-08,1.07417
2023-05-09,0.92835
2023-05-10,0.76309
2023-05-11,1.2054
2023-05-12,0.95751
2023-05-13,0.10693
2023-05-14,0.0729
2023-05-15,0.88947
2023-05-16,0.75823
2023-05-17,0.9964
2023-05-18,0.85058
2023-05-19,0.93321
2023-05-20,0.12151
2023-05-21,0.08262
2023-05-22,0.91863
2023-05-23,0.84572
2023-05-24,0.90405
2023-05-25,1.00126
2023-05-26,0.89919
2023-05-27,0.09721
2023-05-28,0.04374
2023-05-29,0.15067
