date,행복한눈물
2023-05-30,10.74672
2023-05-31,8.62764
2023-06-01,8.1231
2023-06-02,9.48536
2023-06-03,3.43087
2023-06-04,2.92633
2023-06-05,3.83451
2023-06-06,3.93541
2023-06-07,10.49445
2023-06-08,11.2008
2023-06-09,11.45307
2023-06-10,3.02724
2023-06-11,3.48133
2023-06-12,9.68718
2023-06-13,10.89808
2023-06-14,7.4672
2023-06-15,11.04944
2023-06-16,8.87991
2023-06-17,3.02724
2023-06-18,3.58224
2023-06-19,9.58627
2023-06-20,8.77901
2023-06-21,8.57719
2023-06-22,10.84762
2023-06-23,7.76992
2023-06-24,1.81634
2023-06-25,3.58224
2023-06-26,6.30676
2023-06-27,8.32492
2023-06-28,6.10494
2023-06-29,6.00403
2023-06-30,6.65993
2023-07-01,2.67406
2023-07-02,3.07769
2023-07-03,6.40766
2023-07-04,7.26538
2023-07-05,4.84359
2023-07-06,5.0454
2023-07-07,5.80221
2023-07-08,1.81634
2023-07-09,2.27043
2023-07-10,4.99495
2023-07-11,5.24722
2023-07-12,4.33905
2023-07-13,6.15539
2023-07-14,4.13723
2023-07-15,2.62361
2023-07-16,2.42179
2023-07-17,4.03632
2023-07-18,4.28859
2023-07-19,2.67406
2023-07-20,2.37134
2023-07-21,1.9677
2023-07-22,2.06861
2023-07-23,1.66498
2023-07-24,2.62361
2023-07-25,2.42179
2023-07-26,2.72452
2023-07-27,2.21997
2023-07-28,2.5227
2023-07-29,2.27043
2023-07-30,1.51362
2023-07-31,2.21997
2023-08-01,1.91725
2023-08-02,2.62361
2023-08-03,2.77497
2023-08-04,1.9677
2023-08-05,1.76589
2023-08-06,1.76589
2023-08-07,2.21997
2023-08-08,2.97679
2023-08-09,2.97679
2023-08-10,2.47225
2023-08-11,2.87588
2023-08-12,1.9677
2023-08-13,1.56407
2023-08-14,4.23814
2023-08-15,2.87588
2023-08-16,4.08678
2023-08-17,4.08678
2023-08-18,3.98587
2023-08-19,3.58224
2023-08-20,2.37134
2023-08-21,6.2563
2023-08-22,6.8113
2023-08-23,6.50857
2023-08-24,6.71039
2023-08-25,8.62764
2023-08-26,3.22906
2023-08-27,3.7336
2023-08-28,9.889
2023-08-29,8.77901
2023-08-30,5.24722
2023-08-31,7.71947
2023-09-01,7.61856
2023-09-02,2.97679
2023-09-03,3.02724
2023-09-04,7.56811
2023-09-05,9.38446
2023-09-06,4.9445
2023-09-07,7.16448
2023-09-08,7.92129
2023-09-09,3.43087
2023-09-10,3.68314
2023-09-11,10.09081
2023-09-12,9.334
2023-09-13,7.87083
2023-09-14,7.26538
2023-09-15,6.76084
2023-09-16,3.32996
2023-09-17,3.38042
2023-09-18,6.05449
2023-09-19,7.31584
2023-09-20,6.9122
2023-09-21,6.55903
2023-09-22,5.39858
2023-09-23,2.21997
2023-09-24,2.97679
2023-09-25,5.6004
2023-09-26,6.00403
2023-09-27,6.20585
2023-09-28,0.95862
2023-09-29,1.56407
2023-09-30,2.16952
2023-10-01,1.9677
2023-10-02,2.21997
2023-10-03,2.62361
2023-10-04,5.75176
2023-10-05,7.76992
2023-10-06,6.20585
2023-10-07,3.43087
2023-10-08,1.91725
2023-10-09,2.72452
2023-10-10,7.16448
2023-10-11,5.49949
2023-10-12,6.30676
2023-10-13,5.0454
2023-10-14,1.8668
2023-10-15,3.58224
2023-10-16,7.11402
2023-10-17,8.6781
2023-10-18,7.41675
2023-10-19,8.22401
2023-10-20,6.10494
2023-10-21,2.72452
2023-10-22,3.38042
2023-10-23,15.28758
2023-10-24,7.4672
2023-10-25,6.50857
2023-10-26,7.01311
2023-10-27,7.51765
2023-10-28,2.06861
2023-10-29,3.7336
2023-10-30,6.8113
2023-10-31,7.87083
2023-11-01,7.31584
2023-11-02,8.98082
2023-11-03,6.50857
2023-11-04,2.87588
2023-11-05,4.84359
2023-11-06,9.889
2023-11-07,8.72855
2023-11-08,7.36629
2023-11-09,9.13218
2023-11-10,8.87991
2023-11-11,3.1786
2023-11-12,3.68314
2023-11-13,7.16448
2023-11-14,7.76992
2023-11-15,5.34813
2023-11-16,5.39858
2023-11-17,8.17356
2023-11-18,2.06861
2023-11-19,3.78405
2023-11-20,8.62764
2023-11-21,7.21493
2023-11-22,7.11402
2023-11-23,10.19172
2023-11-24,8.47628
2023-11-25,2.47225
2023-11-26,2.21997
2023-11-27,7.97174
2023-11-28,7.61856
2023-11-29,5.54994
2023-11-30,6.2563
2023-12-01,7.36629
2023-12-02,1.8668
2023-12-03,1.66498
2023-12-04,5.65085
2023-12-05,6.50857
2023-12-06,5.19677
2023-12-07,7.01311
2023-12-08,6.35721
2023-12-09,1.91725
2023-12-10,2.62361
2023-12-11,4.59132
2023-12-12,6.15539
2023-12-13,3.63269
2023-12-14,5.19677
2023-12-15,4.28859
2023-12-16,2.72452
2023-12-17,2.16952
2023-12-18,3.22906
2023-12-19,3.48133
2023-12-20,3.22906
2023-12-21,3.63269
2023-12-22,2.77497
2023-12-23,1.61453
2023-12-24,1.61453
2023-12-25,1.76589
2023-12-26,2.77497
2023-12-27,2.27043
2023-12-28,3.1786
2023-12-29,2.06861
2023-12-30,1.8668
2023-12-31,1.66498
2024-01-01,1.56407
2024-01-02,2.72452
2024-01-03,2.11907
2024-01-04,3.22906
2024-01-05,1.51362
2024-01-06,2.57315
2024-01-07,1.21089
2024-01-08,2.21997
2024-01-09,1.46316
2024-01-10,3.02724
2024-01-11,1.26135
2024-01-12,2.42179
2024-01-13,1.36226
2024-01-14,1.76589
2024-01-15,2.37134
2024-01-16,2.27043
2024-01-17,1.71543
2024-01-18,2.06861
2024-01-19,2.32088
2024-01-20,2.06861
2024-01-21,1.51362
2024-01-22,1.56407
2024-01-23,2.72452
2024-01-24,2.57315
2024-01-25,2.06861
2024-01-26,3.43087
2024-01-27,2.21997
2024-01-28,1.9677
2024-01-29,2.21997
2024-01-30,2.92633
2024-01-31,1.81634
2024-02-01,2.32088
2024-02-02,3.53178
2024-02-03,1.3118
2024-02-04,1.76589
2024-02-05,2.37134
2024-02-06,2.11907
2024-02-07,2.37134
2024-02-08,2.21997
2024-02-09,1.9677
2024-02-10,1.51362
2024-02-11,1.8668
2024-02-12,2.06861
2024-02-13,1.36226
2024-02-14,1.3118
2024-02-15,1.36226
2024-02-16,2.37134
2024-02-17,1.91725
2024-02-18,1.71543
2024-02-19,1.3118
2024-02-20,1.21089
2024-02-21,2.57315
2024-02-22,2.21997
2024-02-23,2.06861
2024-02-24,1.81634
2024-02-25,1.46316
2024-02-26,2.72452
2024-02-27,1.91725
2024-02-28,1.36226
2024-02-29,1.26135
2024-03-01,1.81634
2024-03-02,2.37134
2024-03-03,2.16952
2024-03-04,2.37134
2024-03-05,4.74268
2024-03-06,3.93541
2024-03-07,3.88496
2024-03-08,4.43995
2024-03-09,1.8668
2024-03-10,8.07265
2024-03-11,6.45812
2024-03-12,5.19677
2024-03-13,6.20585
2024-03-14,6.71039
2024-03-15,4.99495
2024-03-16,2.97679
2024-03-17,3.07769
2024-03-18,7.82038
2024-03-19,6.76084
2024-03-20,7.26538
