date,위믹스코인
2022-11-17,19.04952
2022-11-18,7.14107
2022-11-19,3.56553
2022-11-20,3.55053
2022-11-21,4.76071
2022-11-22,6.59932
2022-11-23,7.74782
2022-11-24,89.62177
2022-11-25,46.23526
2022-11-26,23.79856
2022-11-27,13.72205
2022-11-28,14.56051
2022-11-29,12.58022
2022-11-30,8.13622
2022-12-01,9.58477
2022-12-02,29.36773
2022-12-03,14.07044
2022-12-04,17.38927
2022-12-05,25.25045
2022-12-06,24.07527
2022-12-07,100.0
2022-12-08,38.66246
2022-12-09,8.52294
2022-12-10,3.35216
2022-12-11,2.87709
2022-12-12,3.53386
2022-12-13,2.53037
2022-12-14,2.18032
2022-12-15,1.52022
2022-12-16,1.36353
2022-12-17,0.88346
2022-12-18,0.83845
2022-12-19,0.90346
2022-12-20,0.79345
2022-12-21,0.87846
2022-12-22,0.86179
2022-12-23,0.77344
2022-12-24,0.47673
2022-12-25,0.55508
2022-12-26,0.78011
2022-12-27,0.79511
2022-12-28,0.75844
2022-12-29,0.7251
2022-12-30,0.74177
2022-12-31,0.5034
2023-01-01,0.47507
2023-01-02,0.69177
2023-01-03,0.61675
2023-01-04,0.70343
2023-01-05,0.56675
2023-01-06,0.51841
2023-01-07,0.38505
2023-01-08,0.33838
2023-01-09,0.61175
2023-01-10,0.51341
2023-01-11,0.41839
2023-01-12,0.50507
2023-01-13,0.48007
2023-01-14,0.67176
2023-01-15,0.59508
2023-01-16,1.09849
2023-01-17,0.89846
2023-01-18,0.75177
2023-01-19,0.68676
2023-01-20,0.61509
2023-01-21,0.98514
2023-01-22,0.96514
2023-01-23,1.49189
2023-01-24,2.30034
2023-01-25,2.13031
2023-01-26,1.72525
2023-01-27,1.75192
2023-01-28,1.24852
2023-01-29,1.26352
2023-01-30,2.21533
2023-01-31,1.75693
2023-02-01,2.20366
2023-02-02,2.0403
2023-02-03,3.22548
2023-02-04,4.15062
2023-02-05,3.73389
2023-02-06,3.55886
2023-02-07,2.87376
2023-02-08,2.41869
2023-02-09,1.79693
2023-02-10,2.01863
2023-02-11,1.51189
2023-02-12,1.44354
2023-02-13,2.23033
2023-02-14,2.28367
2023-02-15,2.13532
2023-02-16,11.45838
2023-02-17,5.74252
2023-02-18,3.09879
2023-02-19,2.84375
2023-02-20,4.64069
2023-02-21,6.2376
2023-02-22,4.70903
2023-02-23,3.29882
2023-02-24,3.1338
2023-02-25,2.16365
2023-02-26,1.49189
2023-02-27,2.13031
2023-02-28,1.88194
2023-03-01,1.62857
2023-03-02,1.60357
2023-03-03,1.43354
2023-03-04,1.00681
2023-03-05,0.90513
2023-03-06,1.17517
2023-03-07,1.1185
2023-03-08,1.65524
2023-03-09,1.73359
2023-03-10,1.60357
2023-03-11,1.30186
2023-03-12,1.18351
2023-03-13,1.63691
2023-03-14,1.46355
2023-03-15,1.42354
2023-03-16,1.20184
2023-03-17,1.21184
2023-03-18,1.00515
2023-03-19,0.91513
2023-03-20,1.20851
2023-03-21,1.18017
2023-03-22,0.91013
2023-03-23,0.88846
2023-03-24,0.99514
2023-03-25,0.60175
2023-03-26,0.65009
2023-03-27,2.10864
2023-03-28,1.3502
2023-03-29,0.96014
2023-03-30,1.00348
2023-03-31,1.07682
2023-04-01,0.65343
2023-04-02,0.70177
2023-04-03,1.04015
2023-04-04,0.94847
2023-04-05,0.77178
2023-04-06,0.72844
2023-04-07,0.57675
2023-04-08,0.44173
2023-04-09,0.59675
2023-04-10,1.69025
2023-04-11,1.43188
2023-04-12,0.87346
2023-04-13,0.88013
2023-04-14,0.85679
2023-04-15,0.67843
2023-04-16,0.64342
2023-04-17,0.66176
2023-04-18,1.1585
2023-04-19,1.37854
2023-04-20,0.84846
2023-04-21,0.74511
2023-04-22,0.55008
2023-04-23,0.53174
2023-04-24,0.61509
2023-04-25,0.77178
2023-04-26,0.91347
2023-04-27,0.83345
2023-04-28,0.83679
2023-04-29,0.59508
2023-04-30,0.53174
2023-05-01,0.73344
2023-05-02,0.93013
2023-05-03,0.78845
2023-05-04,0.75177
2023-05-05,3.7839
2023-05-06,4.40232
2023-05-07,4.36732
2023-05-08,6.676
2023-05-09,6.19592
2023-05-10,7.07272
2023-05-11,5.94255
2023-05-12,5.79086
2023-05-13,3.46718
2023-05-14,2.98544
2023-05-15,3.27715
2023-05-16,2.93377
2023-05-17,1.85027
2023-05-18,1.68191
2023-05-19,1.5569
2023-05-20,1.12183
2023-05-21,1.02515
2023-05-22,1.35186
2023-05-23,1.23518
2023-05-24,0.98348
2023-05-25,1.49689
2023-05-26,1.20518
2023-05-27,0.6801
2023-05-28,0.55841
2023-05-29,0.66343
2023-05-30,0.87679
2023-05-31,0.59342
2023-06-01,0.78678
2023-06-02,0.71677
2023-06-03,0.41339
2023-06-04,0.54341
2023-06-05,0.58175
2023-06-06,0.70843
2023-06-07,0.90013
2023-06-08,0.74011
2023-06-09,0.54674
2023-06-10,0.77511
2023-06-11,0.64509
2023-06-12,0.70843
2023-06-13,0.70177
2023-06-14,0.74844
2023-06-15,0.54174
2023-06-16,0.67176
2023-06-17,0.51841
2023-06-18,0.80678
2023-06-19,0.81845
2023-06-20,0.78011
2023-06-21,0.98348
2023-06-22,0.82012
2023-06-23,0.87513
2023-06-24,0.91347
2023-06-25,0.64843
2023-06-26,0.67843
2023-06-27,0.60175
2023-06-28,0.51007
2023-06-29,0.51007
2023-06-30,0.9418
2023-07-01,0.65343
2023-07-02,0.54008
2023-07-03,0.76011
2023-07-04,0.61342
2023-07-05,0.48173
2023-07-06,0.4784
2023-07-07,0.43506
2023-07-08,0.37338
2023-07-09,0.34838
2023-07-10,0.40172
2023-07-11,0.45006
2023-07-12,0.43339
2023-07-13,0.40506
2023-07-14,0.61842
2023-07-15,0.33838
2023-07-16,0.30504
2023-07-17,0.38672
2023-07-18,0.40839
2023-07-19,0.4534
2023-07-20,0.53174
2023-07-21,0.60509
2023-07-22,0.27004
2023-07-23,0.29671
2023-07-24,0.4634
2023-07-25,0.48007
2023-07-26,0.46006
2023-07-27,0.4934
2023-07-28,0.40339
2023-07-29,0.33505
2023-07-30,0.30004
2023-07-31,0.32838
2023-08-01,0.27837
2023-08-02,0.52341
2023-08-03,0.36005
2023-08-04,0.26503
2023-08-05,0.25003
2023-08-06,0.22169
2023-08-07,0.19169
2023-08-08,0.22503
2023-08-09,0.4684
2023-08-10,0.53341
2023-08-11,0.32504
2023-08-12,0.22836
2023-08-13,0.2517
2023-08-14,0.2867
2023-08-15,0.23003
2023-08-16,0.30171
2023-08-17,0.27004
2023-08-18,0.34338
2023-08-19,0.32004
2023-08-20,0.29671
2023-08-21,0.2417
2023-08-22,0.34005
2023-08-23,0.36838
2023-08-24,0.2717
2023-08-25,0.75344
2023-08-26,1.07682
2023-08-27,0.36838
2023-08-28,0.35005
2023-08-29,0.33505
2023-08-30,0.33671
2023-08-31,0.35838
2023-09-01,0.30504
2023-09-02,0.20836
2023-09-03,0.21503
2023-09-04,0.27337
2023-09-05,0.31338
2023-09-06,0.45173
2023-09-07,0.25837
2023-09-08,0.22503
2023-09-09,0.20503
2023-09-10,0.19836
2023-09-11,0.23503
2023-09-12,0.32338
2023-09-13,0.29671
2023-09-14,0.34671
2023-09-15,0.23503
2023-09-16,0.19669
2023-09-17,0.25337
2023-09-18,0.75344
2023-09-19,0.78678
2023-09-20,1.18851
2023-09-21,1.94862
2023-09-22,0.97014
2023-09-23,1.42021
2023-09-24,2.05864
2023-09-25,3.45385
2023-09-26,1.77193
2023-09-27,1.10349
2023-09-28,0.58175
2023-09-29,0.59342
2023-09-30,0.7001
2023-10-01,0.66176
2023-10-02,0.6901
2023-10-03,0.64509
2023-10-04,0.86346
2023-10-05,0.83179
2023-10-06,0.60842
2023-10-07,0.49674
2023-10-08,0.4684
2023-10-09,0.4534
2023-10-10,0.47007
2023-10-11,0.49174
2023-10-12,0.47507
2023-10-13,0.39172
2023-10-14,0.30837
2023-10-15,0.34338
2023-10-16,0.5084
2023-10-17,0.53341
2023-10-18,0.4634
2023-10-19,0.48173
2023-10-20,0.44673
2023-10-21,0.53841
2023-10-22,0.50007
2023-10-23,0.61175
2023-10-24,1.04849
2023-10-25,0.79345
2023-10-26,0.61342
2023-10-27,0.54174
2023-10-28,0.43339
2023-10-29,0.41839
2023-10-30,0.77511
2023-10-31,1.14517
2023-11-01,0.94847
2023-11-02,0.92847
2023-11-03,1.00681
2023-11-04,1.8186
2023-11-05,2.60205
2023-11-06,2.37535
2023-11-07,2.98378
2023-11-08,4.70903
2023-11-09,2.74707
2023-11-10,1.87028
2023-11-11,1.53523
2023-11-12,1.50855
2023-11-13,1.65358
2023-11-14,1.41021
2023-11-15,1.18684
2023-11-16,1.32519
2023-11-17,1.1185
2023-11-18,1.33186
2023-11-19,4.02393
2023-11-20,2.0403
2023-11-21,1.03848
2023-11-22,0.9168
2023-11-23,0.92013
2023-11-24,0.96681
2023-11-25,0.74511
2023-11-26,0.68343
2023-11-27,0.95514
2023-11-28,1.19017
2023-11-29,1.50022
2023-11-30,1.86527
2023-12-01,2.64706
2023-12-02,2.30867
2023-12-03,2.85042
2023-12-04,4.20563
2023-12-05,3.30049
2023-12-06,5.1291
2023-12-07,7.50112
2023-12-08,7.12773
2023-12-09,3.75389
2023-12-10,3.01545
2023-12-11,3.6072
2023-12-12,10.29487
2023-12-13,7.70948
2023-12-14,5.75753
2023-12-15,3.5722
2023-12-16,2.70207
2023-12-17,2.41202
2023-12-18,3.20881
2023-12-19,3.1238
2023-12-20,2.17532
2023-12-21,2.79208
2023-12-22,2.40036
2023-12-23,1.81027
2023-12-24,1.88528
2023-12-25,1.62691
2023-12-26,1.93362
2023-12-27,1.96696
2023-12-28,1.97362
2023-12-29,1.99196
2023-12-30,1.18017
