date,위믹스코인
2020-06-10,0.00833
2020-06-26,0.015
2020-06-27,0.01666
2020-06-29,0.00833
2020-07-01,0.00833
2020-08-29,0.00833
2020-08-30,0.00833
2020-09-06,0.01
2020-10-26,0.29837
2020-10-27,0.05667
2020-10-28,1.02682
2020-10-29,0.61342
2020-10-30,0.4484
2020-10-31,0.18002
2020-11-01,0.15502
2020-11-02,0.12335
2020-11-03,0.06167
2020-11-04,0.065
2020-11-05,0.04333
2020-11-06,0.06334
2020-11-07,0.03167
2020-11-08,0.02166
2020-11-09,0.02166
2020-11-10,0.03
2020-11-11,0.01166
2020-11-12,0.015
2020-11-14,0.015
2020-11-15,0.01166
2020-11-16,0.01666
2020-11-17,0.01333
2020-11-18,0.03333
2020-11-19,0.08334
2020-11-20,0.03833
2020-11-21,0.01833
2020-11-22,0.04167
2020-11-23,0.32171
2020-11-24,0.19336
2020-11-25,0.14168
2020-11-26,0.04333
2020-11-27,0.01833
2020-11-28,0.01166
2020-11-29,0.01333
2020-11-30,0.40339
2020-12-01,0.18169
2020-12-02,0.07001
2020-12-03,0.07167
2020-12-04,0.08167
2020-12-05,0.045
2020-12-06,0.045
2020-12-07,0.04667
2020-12-08,0.06834
2020-12-09,0.04167
2020-12-10,0.01666
2020-12-11,0.03333
2020-12-12,0.01666
2020-12-13,0.01833
2020-12-14,0.025
2020-12-15,0.01666
2020-12-16,0.01666
2020-12-17,0.03333
2020-12-18,0.02
2020-12-19,0.02667
2020-12-20,0.02
2020-12-21,0.04
2020-12-22,0.07001
2020-12-23,0.01833
2020-12-24,0.01166
2020-12-25,0.02
2020-12-26,0.01833
2020-12-27,0.02667
2020-12-28,0.02833
2020-12-29,0.06334
2020-12-30,0.01833
2020-12-31,0.06834
2021-01-01,0.01333
2021-01-02,0.09834
2021-01-03,0.04
2021-01-04,0.02166
2021-01-05,0.02833
2021-01-06,0.015
2021-01-07,1.08849
2021-01-08,0.32004
2021-01-09,0.20503
2021-01-10,0.28337
2021-01-11,0.14168
2021-01-12,0.05167
2021-01-13,0.04834
2021-01-14,0.05
2021-01-15,0.04167
2021-01-16,0.025
2021-01-17,0.015
2021-01-18,0.05334
2021-01-19,0.05667
2021-01-20,0.02333
2021-01-21,0.11668
2021-01-22,0.065
2021-01-23,0.02
2021-01-24,0.03167
2021-01-25,0.04834
2021-01-26,0.02166
2021-01-27,0.02166
2021-01-28,0.01
2021-01-29,0.01666
2021-01-30,0.025
2021-01-31,0.03667
2021-02-01,0.04667
2021-02-02,0.02
2021-02-03,0.01333
2021-02-04,0.05667
2021-02-05,0.03
2021-02-06,0.04
2021-02-07,0.03833
2021-02-08,0.05
2021-02-09,0.05834
2021-02-10,0.10834
2021-02-11,0.09001
2021-02-12,0.11835
2021-02-13,0.17169
2021-02-14,0.18169
2021-02-15,0.16335
2021-02-16,0.10168
2021-02-17,0.10334
2021-02-18,0.24003
2021-02-19,0.13835
2021-02-20,0.08001
2021-02-21,0.04167
2021-02-22,0.13835
2021-02-23,0.03333
2021-02-24,0.09001
2021-02-25,0.05334
2021-02-26,0.02
2021-02-27,0.03167
2021-02-28,0.03667
2021-03-01,0.02667
2021-03-02,0.03833
2021-03-03,0.04333
2021-03-04,0.07334
2021-03-05,0.05334
2021-03-06,0.03833
2021-03-07,0.04333
2021-03-08,0.24837
2021-03-09,0.20169
2021-03-10,0.23836
2021-03-11,0.31504
2021-03-12,0.36505
2021-03-13,0.56175
2021-03-14,0.53841
2021-03-15,0.49007
2021-03-16,1.39187
2021-03-17,1.39187
2021-03-18,1.55856
2021-03-19,0.9168
2021-03-20,0.74177
2021-03-21,0.56175
2021-03-22,0.6951
2021-03-23,0.59175
2021-03-24,0.70343
2021-03-25,0.46506
2021-03-26,0.54674
2021-03-27,1.94862
2021-03-28,1.13683
2021-03-29,1.32353
2021-03-30,3.74556
2021-03-31,2.14198
2021-04-01,2.45703
2021-04-02,2.59538
2021-04-03,1.74859
2021-04-04,1.43188
2021-04-05,1.74859
2021-04-06,2.04864
2021-04-07,1.48022
2021-04-08,0.92513
2021-04-09,0.7051
2021-04-10,0.61509
2021-04-11,0.74344
2021-04-12,0.6701
2021-04-13,0.9068
2021-04-14,0.89846
2021-04-15,4.87573
2021-04-16,2.21199
2021-04-17,0.90513
2021-04-18,1.26685
2021-04-19,0.9068
2021-04-20,0.7201
2021-04-21,0.77011
2021-04-22,0.51007
2021-04-23,0.43339
2021-04-24,0.29671
2021-04-25,0.36505
2021-04-26,0.60342
2021-04-27,0.42339
2021-04-28,0.33505
2021-04-29,0.28004
2021-04-30,0.27337
2021-05-01,0.15502
2021-05-02,0.16502
2021-05-03,0.39005
2021-05-04,0.42506
2021-05-05,0.33505
2021-05-06,0.53341
2021-05-07,0.50007
2021-05-08,0.2717
2021-05-09,0.25003
2021-05-10,0.34671
2021-05-11,0.27337
2021-05-12,0.35505
2021-05-13,0.2317
2021-05-14,0.24837
2021-05-15,0.09834
2021-05-16,0.09334
2021-05-17,0.15835
2021-05-18,0.17669
2021-05-19,0.17002
2021-05-20,0.08834
2021-05-21,0.08167
2021-05-22,0.06834
2021-05-23,0.06667
2021-05-24,0.05834
2021-05-25,0.07334
2021-05-26,0.05667
2021-05-27,0.06667
2021-05-28,0.05334
2021-05-29,0.025
2021-05-30,0.02166
2021-05-31,0.08334
2021-06-01,0.07001
2021-06-02,0.06334
2021-06-03,0.06
2021-06-04,0.03167
2021-06-05,0.025
2021-06-06,0.03167
2021-06-07,0.04667
2021-06-08,0.065
2021-06-09,0.05834
2021-06-10,0.065
2021-06-11,0.05667
2021-06-12,0.10834
2021-06-13,0.09668
2021-06-14,0.08667
2021-06-15,0.09334
2021-06-16,0.11668
2021-06-17,0.11001
2021-06-18,0.09168
2021-06-19,0.06334
2021-06-20,0.09501
2021-06-21,0.12001
2021-06-22,0.16835
2021-06-23,0.12501
2021-06-24,0.16502
2021-06-25,0.07667
2021-06-26,0.05834
2021-06-27,0.08501
2021-06-28,0.12168
2021-06-29,0.10001
2021-06-30,0.05834
2021-07-01,0.04667
2021-07-02,0.04
2021-07-03,0.02833
2021-07-04,0.03167
2021-07-05,0.12835
2021-07-06,0.14002
2021-07-07,0.10334
2021-07-08,0.08001
2021-07-09,0.04667
2021-07-10,0.05334
2021-07-11,0.03833
2021-07-12,0.07001
2021-07-13,0.04333
2021-07-14,0.045
2021-07-15,0.06667
2021-07-16,0.12835
2021-07-17,0.045
2021-07-18,0.05167
2021-07-19,0.055
2021-07-20,0.055
2021-07-21,0.03
2021-07-22,0.04834
2021-07-23,0.04333
2021-07-24,0.03333
2021-07-25,0.02166
2021-07-26,0.02166
2021-07-27,0.04834
2021-07-28,0.07834
2021-07-29,0.09668
2021-07-30,0.16169
2021-07-31,0.13502
2021-08-01,0.16169
2021-08-02,0.11001
2021-08-03,0.08001
2021-08-04,0.05834
2021-08-05,0.07001
2021-08-06,0.07001
2021-08-07,0.16502
2021-08-08,0.14168
2021-08-09,0.08501
2021-08-10,0.12335
2021-08-11,0.33171
2021-08-12,0.34838
2021-08-13,0.53841
2021-08-14,0.63176
2021-08-15,0.37505
2021-08-16,0.42839
2021-08-17,1.3602
2021-08-18,0.91347
2021-08-19,0.62009
2021-08-20,0.60009
2021-08-21,0.4534
2021-08-22,0.48173
2021-08-23,1.27852
2021-08-24,0.84345
2021-08-25,0.79678
2021-08-26,1.08349
2021-08-27,0.82845
2021-08-28,0.58508
2021-08-29,0.55675
2021-08-30,1.25185
2021-08-31,1.04182
2021-09-01,1.20184
2021-09-02,1.13016
2021-09-03,3.49219
2021-09-04,2.63872
2021-09-05,3.95892
2021-09-06,4.0456
2021-09-07,7.04438
2021-09-08,5.19244
2021-09-09,3.72555
2021-09-10,3.88891
2021-09-11,2.60039
2021-09-12,2.49037
2021-09-13,2.51371
2021-09-14,2.70873
2021-09-15,2.20366
2021-09-16,3.32883
2021-09-17,6.54264
2021-09-18,6.53931
2021-09-19,12.17349
2021-09-20,6.99938
2021-09-21,5.57583
2021-09-22,4.35065
2021-09-23,4.87739
2021-09-24,3.64721
2021-09-25,3.12213
2021-09-26,4.0206
2021-09-27,5.53583
2021-09-28,7.21941
2021-09-29,3.76723
2021-09-30,3.03212
2021-10-01,4.53734
2021-10-02,5.30912
2021-10-03,3.58887
2021-10-04,4.74571
2021-10-05,5.1441
2021-10-06,3.79556
2021-10-07,3.83557
2021-10-08,2.9021
2021-10-09,2.71874
2021-10-10,2.85209
2021-10-11,3.45718
2021-10-12,3.97893
2021-10-13,2.82875
2021-10-14,4.60069
2021-10-15,3.67888
2021-10-16,2.43203
2021-10-17,2.36035
2021-10-18,2.71207
2021-10-19,3.3505
2021-10-20,3.62721
2021-10-21,5.76419
2021-10-22,7.59947
2021-10-23,4.24396
2021-10-24,3.30716
2021-10-25,8.0212
2021-10-26,16.07407
2021-10-27,16.31077
2021-10-28,10.01983
2021-10-29,27.35577
2021-10-30,17.82767
2021-10-31,13.51202
2021-11-01,13.05029
2021-11-02,11.53673
2021-11-03,11.95345
2021-11-04,9.05469
2021-11-05,8.04954
2021-11-06,5.27912
2021-11-07,6.696
2021-11-08,8.96467
2021-11-09,7.22108
2021-11-10,16.77251
2021-11-11,15.88404
2021-11-12,11.23001
2021-11-13,8.90133
2021-11-14,21.73159
2021-11-15,44.9284
2021-11-16,34.64686
2021-11-17,22.32334
2021-11-18,28.69763
2021-11-19,22.66173
2021-11-20,18.96284
2021-11-21,40.55608
2021-11-22,35.602
2021-11-23,36.34378
2021-11-24,25.88388
2021-11-25,29.42441
2021-11-26,28.80932
2021-11-27,17.65764
2021-11-28,20.69977
2021-11-29,24.14195
2021-11-30,21.52822
2021-12-01,17.71932
2021-12-02,26.05224
2021-12-03,24.447
2021-12-04,24.9554
2021-12-05,22.09998
2021-12-06,36.68883
2021-12-07,29.40607
2021-12-08,22.06997
2021-12-09,21.65491
2021-12-10,16.44246
2021-12-11,11.21834
2021-12-12,12.31851
2021-12-13,18.05604
2021-12-14,18.29274
2021-12-15,13.98043
2021-12-16,15.00891
2021-12-17,10.95664
2021-12-18,9.13303
2021-12-19,10.2582
2021-12-20,12.19849
2021-12-21,13.21864
2021-12-22,15.00725
2021-12-23,15.18061
2021-12-24,12.07014
2021-12-25,8.67463
2021-12-26,8.60129
2021-12-27,9.51476
2021-12-28,8.97301
2021-12-29,11.27169
2021-12-30,7.85284
2021-12-31,8.03953
2022-01-01,6.91103
2022-01-02,7.44278
2022-01-03,8.55461
2022-01-04,9.19804
2022-01-05,8.61129
2022-01-06,14.43216
2022-01-07,12.85859
2022-01-08,19.73462
2022-01-09,15.75903
2022-01-10,49.36073
2022-01-11,76.40812
2022-01-12,36.19542
2022-01-13,17.53429
2022-01-14,15.03058
2022-01-15,9.03635
2022-01-16,10.04817
2022-01-17,11.49005
2022-01-18,11.39837
2022-01-19,10.74661
2022-01-20,8.88799
2022-01-21,8.00453
2022-01-22,10.25487
2022-01-23,10.4899
2022-01-24,9.76813
2022-01-25,8.64463
2022-01-26,13.67871
2022-01-27,8.52294
2022-01-28,19.26622
2022-01-29,11.32836
2022-01-30,7.66781
2022-01-31,6.68933
2022-02-01,6.15759
2022-02-02,7.30609
2022-02-03,7.46611
2022-02-04,7.75616
2022-02-05,7.77116
2022-02-06,9.08302
2022-02-07,8.36125
2022-02-08,10.01316
2022-02-09,23.64688
2022-02-10,16.09574
2022-02-11,8.76298
2022-02-12,6.54598
2022-02-13,5.97589
2022-02-14,6.45096
2022-02-15,7.13773
2022-02-16,9.70812
2022-02-17,6.65599
2022-02-18,5.59083
2022-02-19,4.85072
2022-02-20,5.71752
2022-02-21,7.17941
2022-02-22,8.4946
2022-02-23,8.76631
2022-02-24,7.45611
2022-02-25,9.61977
2022-02-26,6.0159
2022-02-27,5.62417
2022-02-28,6.68766
2022-03-01,6.95937
2022-03-02,5.57083
2022-03-03,4.20229
2022-03-04,4.2323
2022-03-05,3.71722
2022-03-06,3.49052
2022-03-07,4.2873
2022-03-08,5.67418
2022-03-09,3.94725
2022-03-10,4.66569
2022-03-11,4.22063
2022-03-12,3.70388
2022-03-13,3.75889
2022-03-14,5.39247
2022-03-15,5.67418
2022-03-16,5.26578
2022-03-17,4.84739
2022-03-18,4.00726
2022-03-19,5.37247
2022-03-20,4.72237
2022-03-21,4.54401
2022-03-22,4.81738
2022-03-23,4.6907
2022-03-24,6.09258
2022-03-25,5.24578
2022-03-26,3.02378
2022-03-27,3.66221
2022-03-28,5.18077
2022-03-29,5.51249
2022-03-30,4.96074
2022-03-31,5.30746
2022-04-01,4.28897
2022-04-02,4.04727
2022-04-03,3.72222
2022-04-04,5.29412
2022-04-05,4.21229
2022-04-06,4.34731
2022-04-07,3.33883
2022-04-08,3.1588
2022-04-09,2.40202
2022-04-10,2.27034
2022-04-11,4.474
2022-04-12,4.90406
2022-04-13,6.726
2022-04-14,6.24426
2022-04-15,3.42718
2022-04-16,2.62205
2022-04-17,3.1738
2022-04-18,3.93559
2022-04-19,3.91058
2022-04-20,3.48552
2022-04-21,3.50219
2022-04-22,3.25382
2022-04-23,3.3555
2022-04-24,4.30397
2022-04-25,5.90588
2022-04-26,4.98241
2022-04-27,5.39247
2022-04-28,4.08894
2022-04-29,4.94574
2022-04-30,5.64918
2022-05-01,7.99786
2022-05-02,6.16092
2022-05-03,5.91922
2022-05-04,4.71904
2022-05-05,4.2323
2022-05-06,5.1541
2022-05-07,3.24215
2022-05-08,3.3755
2022-05-09,4.86239
2022-05-10,6.61599
2022-05-11,6.26093
2022-05-12,7.71282
2022-05-13,6.62266
2022-05-14,5.78086
2022-05-15,4.69237
2022-05-16,5.37413
2022-05-17,4.30231
2022-05-18,4.11395
2022-05-19,5.66584
2022-05-20,5.09576
2022-05-21,18.54444
2022-05-22,14.48883
2022-05-23,13.51536
2022-05-24,11.04499
2022-05-25,17.77766
2022-05-26,23.27849
2022-05-27,13.85874
2022-05-28,7.96119
2022-05-29,9.21804
2022-05-30,10.67826
2022-05-31,9.53809
2022-06-01,9.46475
2022-06-02,9.75813
2022-06-03,8.82799
2022-06-04,7.1694
2022-06-05,5.37914
2022-06-06,5.79253
2022-06-07,8.2679
2022-06-08,6.48597
2022-06-09,9.83814
2022-06-10,10.68993
2022-06-11,7.96286
2022-06-12,7.91785
2022-06-13,9.22471
2022-06-14,11.09666
2022-06-15,12.0318
2022-06-16,7.7945
2022-06-17,5.6025
2022-06-18,4.29231
2022-06-19,6.09424
2022-06-20,6.15092
2022-06-21,6.53431
2022-06-22,5.97422
2022-06-23,8.0512
2022-06-24,5.14077
2022-06-25,4.09394
2022-06-26,6.60265
2022-06-27,4.92073
2022-06-28,6.17926
2022-06-29,5.55416
2022-06-30,5.32079
2022-07-01,4.71904
2022-07-02,3.10546
2022-07-03,3.11046
2022-07-04,5.41914
2022-07-05,4.09228
2022-07-06,3.61887
2022-07-07,3.49719
2022-07-08,3.31549
2022-07-09,2.52871
2022-07-10,2.86876
2022-07-11,4.37565
2022-07-12,3.80223
2022-07-13,3.50385
2022-07-14,3.20214
2022-07-15,3.10046
2022-07-16,2.61372
2022-07-17,2.56705
2022-07-18,3.73389
2022-07-19,3.44051
2022-07-20,4.0606
2022-07-21,3.21214
2022-07-22,2.66706
2022-07-23,2.07864
2022-07-24,2.0053
2022-07-25,3.72555
2022-07-26,2.90543
2022-07-27,3.17047
2022-07-28,3.18714
2022-07-29,3.23715
2022-07-30,2.43703
2022-07-31,2.68873
2022-08-01,2.80375
2022-08-02,2.44203
2022-08-03,2.4637
2022-08-04,13.47702
2022-08-05,7.07439
2022-08-06,3.88891
2022-08-07,3.35883
2022-08-08,4.24063
2022-08-09,4.66236
2022-08-10,3.48552
2022-08-11,3.3655
2022-08-12,2.54704
2022-08-13,1.8236
2022-08-14,1.88528
2022-08-15,2.02196
2022-08-16,2.66039
2022-08-17,2.35702
2022-08-18,2.53704
2022-08-19,2.69373
2022-08-20,2.31701
2022-08-21,1.91362
2022-08-22,2.21533
2022-08-23,2.15699
2022-08-24,2.07197
2022-08-25,2.24033
2022-08-26,2.10198
2022-08-27,2.31868
2022-08-28,1.87694
2022-08-29,2.54371
2022-08-30,2.01363
2022-08-31,1.87361
2022-09-01,1.86861
2022-09-02,1.67025
2022-09-03,1.23018
2022-09-04,1.30186
2022-09-05,1.88694
2022-09-06,1.89195
2022-09-07,1.95029
2022-09-08,1.63524
2022-09-09,1.3902
2022-09-10,1.53022
2022-09-11,1.41187
2022-09-12,1.82193
2022-09-13,3.31216
2022-09-14,2.4537
2022-09-15,2.25033
2022-09-16,1.86861
2022-09-17,1.32519
2022-09-18,2.16199
2022-09-19,2.7204
2022-09-20,2.07197
2022-09-21,1.93195
2022-09-22,2.04197
2022-09-23,2.09031
2022-09-24,1.41687
2022-09-25,1.32686
2022-09-26,2.62539
2022-09-27,2.37202
2022-09-28,4.31564
2022-09-29,2.91877
2022-09-30,2.51371
2022-10-01,1.46855
2022-10-02,1.30186
2022-10-03,1.64858
2022-10-04,2.21866
2022-10-05,1.97529
2022-10-06,1.5919
2022-10-07,1.62024
2022-10-08,1.30019
2022-10-09,1.03848
2022-10-10,1.36187
2022-10-11,1.88194
2022-10-12,2.38535
2022-10-13,2.24867
2022-10-14,4.01893
2022-10-15,4.64402
2022-10-16,3.49719
2022-10-17,4.94074
2022-10-18,5.24745
2022-10-19,4.80738
2022-10-20,5.75086
2022-10-21,3.85557
2022-10-22,2.80708
2022-10-23,2.72707
2022-10-24,3.45551
2022-10-25,2.81208
2022-10-26,3.01711
2022-10-27,33.8184
2022-10-28,35.46365
2022-10-29,10.86829
2022-10-30,17.15757
2022-10-31,11.70342
2022-11-01,7.52612
2022-11-02,17.88101
2022-11-03,7.56613
2022-11-04,5.80253
2022-11-05,6.10424
2022-11-06,9.05635
2022-11-07,10.04817
2022-11-08,11.76843
2022-11-09,10.5099
2022-11-10,14.9239
2022-11-11,6.34761
2022-11-12,4.64903
2022-11-13,3.89225
2022-11-14,8.04454
2022-11-15,7.42111
2022-11-16,7.04272
