date,9호선연장
2020-06-27,3.99411
2020-06-28,3.51061
2020-06-29,5.90708
2020-06-30,5.4446
2020-07-01,4.89804
2020-07-02,3.93104
2020-07-03,4.87702
2020-07-04,3.27937
2020-07-05,2.69077
2020-07-06,5.4446
2020-07-07,8.91318
2020-07-08,7.33655
2020-07-09,4.6668
2020-07-10,3.86798
2020-07-11,2.6277
2020-07-12,3.13222
2020-07-13,4.58272
2020-07-14,4.60374
2020-07-15,5.90708
2020-07-16,4.33046
2020-07-17,4.24637
2020-07-18,3.38448
2020-07-19,2.75383
2020-07-20,4.28841
2020-07-21,3.61572
2020-07-22,5.02417
2020-07-23,3.91002
2020-07-24,4.60374
2020-07-25,3.27937
2020-07-26,2.87996
2020-07-27,4.39352
2020-07-28,4.47761
2020-07-29,3.04813
2020-07-30,12.2346
2020-07-31,7.6729
2020-08-01,4.43556
2020-08-02,3.61572
2020-08-03,5.19234
2020-08-04,7.21042
2020-08-05,4.54067
2020-08-06,3.78389
2020-08-07,4.3725
2020-08-08,3.4055
2020-08-09,2.85894
2020-08-10,4.30943
2020-08-11,3.99411
2020-08-12,3.48959
2020-08-13,3.57368
2020-08-14,2.90098
2020-08-15,2.1442
2020-08-16,1.93399
2020-08-17,2.87996
2020-08-18,2.98507
2020-08-19,3.36346
2020-08-20,2.79587
2020-08-21,2.6277
2020-08-22,1.5556
2020-08-23,2.37544
2020-08-24,3.17426
2020-08-25,3.86798
2020-08-26,3.06916
2020-08-27,3.65776
2020-08-28,2.71179
2020-08-29,2.27033
2020-08-30,2.60668
2020-08-31,3.42652
2020-09-01,3.97309
2020-09-02,3.32142
2020-09-03,3.13222
2020-09-04,2.87996
2020-09-05,1.93399
2020-09-06,2.87996
2020-09-07,4.28841
2020-09-08,4.0782
2020-09-09,4.30943
2020-09-10,3.69981
2020-09-11,3.86798
2020-09-12,4.12024
2020-09-13,4.24637
2020-09-14,5.02417
2020-09-15,4.87702
2020-09-16,4.77191
2020-09-17,3.86798
2020-09-18,3.00609
2020-09-19,2.45953
2020-09-20,2.24931
2020-09-21,4.58272
2020-09-22,4.20433
2020-09-23,3.55265
2020-09-24,3.86798
2020-09-25,3.30039
2020-09-26,3.13222
2020-09-27,2.54361
2020-09-28,4.05717
2020-09-29,3.65776
2020-09-30,2.29136
2020-10-01,2.1442
2020-10-02,2.1442
2020-10-03,2.37544
2020-10-04,2.66974
2020-10-05,4.05717
2020-10-06,4.68782
2020-10-07,4.58272
2020-10-08,4.68782
2020-10-09,4.45659
2020-10-10,4.33046
2020-10-11,3.80491
2020-10-12,5.4446
2020-10-13,5.25541
2020-10-14,4.3725
2020-10-15,3.69981
2020-10-16,3.23733
2020-10-17,2.37544
2020-10-18,2.20727
2020-10-19,4.03615
2020-10-20,5.82299
2020-10-21,7.56779
2020-10-22,4.83498
2020-10-23,4.54067
2020-10-24,2.48055
2020-10-25,2.50157
2020-10-26,4.43556
2020-10-27,3.61572
2020-10-28,3.25835
2020-10-29,4.49863
2020-10-30,3.55265
2020-10-31,2.52259
2020-11-01,2.29136
2020-11-02,4.58272
2020-11-03,4.70885
2020-11-04,4.54067
2020-11-05,4.16228
2020-11-06,5.69686
2020-11-07,3.15324
2020-11-08,2.85894
2020-11-09,5.52869
2020-11-10,4.75089
2020-11-11,4.49863
2020-11-12,4.43556
2020-11-13,4.77191
2020-11-14,3.15324
2020-11-15,3.15324
2020-11-16,4.6668
2020-11-17,4.856
2020-11-18,9.27054
2020-11-19,6.68488
2020-11-20,3.93104
2020-11-21,2.77485
2020-11-22,3.67878
2020-11-23,4.89804
2020-11-24,4.87702
2020-11-25,3.67878
2020-11-26,4.03615
2020-11-27,3.48959
2020-11-28,2.6277
2020-11-29,2.64872
2020-11-30,4.41454
2020-12-01,3.23733
2020-12-02,3.95207
2020-12-03,4.16228
2020-12-04,3.17426
2020-12-05,2.35442
2020-12-06,2.64872
2020-12-07,4.01513
2020-12-08,5.06621
2020-12-09,4.47761
2020-12-10,3.80491
2020-12-11,3.32142
2020-12-12,2.37544
2020-12-13,3.44755
2020-12-14,5.46562
2020-12-15,4.03615
2020-12-16,4.09922
2020-12-17,4.35148
2020-12-18,6.26445
2020-12-19,4.70885
2020-12-20,4.24637
2020-12-21,6.95816
2020-12-22,6.07525
2020-12-23,4.58272
2020-12-24,4.24637
2020-12-25,3.09018
2020-12-26,3.86798
2020-12-27,5.00315
2020-12-28,9.90119
2020-12-29,100.0
2020-12-30,27.26508
2020-12-31,15.72419
2021-01-01,9.18646
2021-01-02,6.95816
2021-01-03,6.47466
2021-01-04,8.17742
2021-01-05,7.71494
2021-01-06,6.66386
2021-01-07,5.69686
2021-01-08,4.6668
2021-01-09,3.19529
2021-01-10,3.74185
2021-01-11,4.75089
2021-01-12,3.95207
2021-01-13,3.61572
2021-01-14,4.05717
2021-01-15,3.42652
2021-01-16,3.34244
2021-01-17,3.67878
2021-01-18,4.20433
2021-01-19,3.889
2021-01-20,3.82594
2021-01-21,3.38448
2021-01-22,3.46857
2021-01-23,3.19529
2021-01-24,3.61572
2021-01-25,4.77191
2021-01-26,4.41454
2021-01-27,4.05717
2021-01-28,4.91906
2021-01-29,2.8169
2021-01-30,3.00609
2021-01-31,3.36346
2021-02-01,3.02711
2021-02-02,3.69981
2021-02-03,3.15324
2021-02-04,3.4055
2021-02-05,3.15324
2021-02-06,1.8499
2021-02-07,2.18625
2021-02-08,3.13222
2021-02-09,4.05717
2021-02-10,3.78389
2021-02-11,2.29136
2021-02-12,2.50157
2021-02-13,2.54361
2021-02-14,3.09018
2021-02-15,3.48959
2021-02-16,3.69981
2021-02-17,3.42652
2021-02-18,4.856
2021-02-19,4.3725
2021-02-20,2.77485
2021-02-21,3.15324
2021-02-22,4.3725
2021-02-23,3.21631
2021-02-24,3.86798
2021-02-25,3.46857
2021-02-26,3.19529
2021-02-27,1.99705
2021-02-28,2.29136
2021-03-01,2.83792
2021-03-02,2.85894
2021-03-03,3.72083
2021-03-04,4.22535
2021-03-05,2.96405
2021-03-06,1.76581
2021-03-07,1.93399
2021-03-08,2.79587
2021-03-09,1.95501
2021-03-10,2.35442
2021-03-11,2.35442
2021-03-12,2.29136
2021-03-13,2.12318
2021-03-14,2.0391
2021-03-15,2.18625
2021-03-16,2.27033
2021-03-17,2.39646
2021-03-18,2.31238
2021-03-19,2.01807
2021-03-20,1.89194
2021-03-21,2.64872
2021-03-22,2.18625
2021-03-23,2.22829
2021-03-24,2.50157
2021-03-25,2.50157
2021-03-26,2.08114
2021-03-27,2.18625
2021-03-28,1.87092
2021-03-29,2.3334
2021-03-30,2.08114
2021-03-31,2.54361
2021-04-01,1.80786
2021-04-02,1.70275
2021-04-03,1.47151
2021-04-04,1.49253
2021-04-05,1.99705
2021-04-06,1.95501
2021-04-07,2.01807
2021-04-08,1.76581
2021-04-09,1.87092
2021-04-10,1.95501
2021-04-11,1.47151
2021-04-12,1.59764
2021-04-13,2.77485
2021-04-14,2.31238
2021-04-15,2.27033
2021-04-16,2.37544
2021-04-17,1.80786
2021-04-18,1.68173
2021-04-19,2.60668
2021-04-20,2.45953
2021-04-21,2.60668
2021-04-22,11.70906
2021-04-23,6.09627
2021-04-24,3.15324
2021-04-25,2.41749
2021-04-26,3.74185
2021-04-27,3.48959
2021-04-28,3.00609
2021-04-29,2.77485
2021-04-30,2.20727
2021-05-01,1.59764
2021-05-02,1.61866
2021-05-03,2.01807
2021-05-04,2.50157
2021-05-05,1.61866
2021-05-06,3.04813
2021-05-07,2.37544
2021-05-08,2.22829
2021-05-09,1.89194
2021-05-10,2.24931
2021-05-11,1.61866
2021-05-12,2.20727
2021-05-13,1.99705
2021-05-14,1.63968
2021-05-15,1.09312
2021-05-16,1.95501
2021-05-17,2.43851
2021-05-18,1.97603
2021-05-19,1.57662
2021-05-20,2.1442
2021-05-21,2.20727
2021-05-22,1.21925
2021-05-23,1.42947
2021-05-24,2.54361
2021-05-25,2.10216
2021-05-26,1.89194
2021-05-27,2.45953
2021-05-28,1.74479
2021-05-29,1.61866
2021-05-30,1.78684
2021-05-31,2.18625
2021-06-01,2.60668
2021-06-02,1.97603
2021-06-03,2.3334
2021-06-04,2.37544
2021-06-05,1.42947
2021-06-06,1.93399
2021-06-07,2.37544
2021-06-08,2.0391
2021-06-09,2.10216
2021-06-10,2.12318
2021-06-11,2.27033
2021-06-12,1.8499
2021-06-13,2.35442
2021-06-14,2.48055
2021-06-15,2.0391
2021-06-16,1.72377
2021-06-17,2.29136
2021-06-18,2.45953
2021-06-19,1.11414
2021-06-20,1.68173
2021-06-21,2.50157
2021-06-22,2.73281
2021-06-23,2.1442
2021-06-24,2.79587
2021-06-25,2.922
2021-06-26,1.51355
2021-06-27,1.91297
2021-06-28,3.36346
2021-06-29,10.95228
2021-06-30,5.61278
2021-07-01,3.53163
2021-07-02,3.23733
2021-07-03,1.93399
2021-07-04,2.22829
2021-07-05,3.02711
2021-07-06,3.67878
2021-07-07,2.71179
2021-07-08,2.64872
2021-07-09,2.45953
2021-07-10,2.1442
2021-07-11,2.31238
2021-07-12,3.06916
2021-07-13,2.87996
2021-07-14,2.41749
2021-07-15,2.79587
2021-07-16,2.98507
2021-07-17,2.27033
2021-07-18,2.56464
2021-07-19,3.30039
2021-07-20,2.58566
2021-07-21,3.13222
2021-07-22,2.922
2021-07-23,1.93399
2021-07-24,1.45049
2021-07-25,1.68173
2021-07-26,2.12318
2021-07-27,3.06916
2021-07-28,3.1112
2021-07-29,3.13222
2021-07-30,2.75383
2021-07-31,2.08114
2021-08-01,2.6277
2021-08-02,2.96405
2021-08-03,3.80491
2021-08-04,4.01513
2021-08-05,3.34244
2021-08-06,3.15324
2021-08-07,3.36346
2021-08-08,3.1112
2021-08-09,3.65776
2021-08-10,4.3725
2021-08-11,4.16228
2021-08-12,3.84696
2021-08-13,4.03615
2021-08-14,2.90098
2021-08-15,2.87996
2021-08-16,2.98507
2021-08-17,3.99411
2021-08-18,4.05717
2021-08-19,3.48959
2021-08-20,3.23733
2021-08-21,2.94303
2021-08-22,3.1112
2021-08-23,4.43556
2021-08-24,5.36052
2021-08-25,5.33949
2021-08-26,5.42358
2021-08-27,4.01513
2021-08-28,2.79587
2021-08-29,3.80491
2021-08-30,7.54677
2021-08-31,9.48076
2021-09-01,8.57683
2021-09-02,7.50472
2021-09-03,7.42064
2021-09-04,6.62182
2021-09-05,5.19234
2021-09-06,5.48665
2021-09-07,5.71788
2021-09-08,4.60374
2021-09-09,4.54067
2021-09-10,6.39058
2021-09-11,5.38154
2021-09-12,4.87702
2021-09-13,5.36052
2021-09-14,4.39352
2021-09-15,4.89804
2021-09-16,5.12928
2021-09-17,4.01513
2021-09-18,3.57368
2021-09-19,3.93104
2021-09-20,3.06916
2021-09-21,3.1112
2021-09-22,4.14126
2021-09-23,5.67584
2021-09-24,4.77191
2021-09-25,4.24637
2021-09-26,5.31847
2021-09-27,27.34916
2021-09-28,25.22598
2021-09-29,16.71221
2021-09-30,10.40571
2021-10-01,13.39079
2021-10-02,7.10531
2021-10-03,6.2224
2021-10-04,6.47466
2021-10-05,5.69686
2021-10-06,9.2285
2021-10-07,14.92537
2021-10-08,5.80197
2021-10-09,4.70885
2021-10-10,4.87702
2021-10-11,4.28841
2021-10-12,4.35148
2021-10-13,5.29745
2021-10-14,5.48665
2021-10-15,5.08723
2021-10-16,4.16228
2021-10-17,3.91002
2021-10-18,4.58272
2021-10-19,4.9611
2021-10-20,6.36956
2021-10-21,5.73891
2021-10-22,4.30943
2021-10-23,3.38448
2021-10-24,3.97309
2021-10-25,5.08723
2021-10-26,4.14126
2021-10-27,4.16228
2021-10-28,3.00609
2021-10-29,3.27937
2021-10-30,3.19529
2021-10-31,3.30039
2021-11-01,4.09922
2021-11-02,4.3725
2021-11-03,3.97309
2021-11-04,4.05717
2021-11-05,3.42652
2021-11-06,2.79587
2021-11-07,2.85894
2021-11-08,3.32142
2021-11-09,3.48959
2021-11-10,3.23733
2021-11-11,3.17426
2021-11-12,2.85894
2021-11-13,2.12318
2021-11-14,2.41749
2021-11-15,3.15324
2021-11-16,2.77485
2021-11-17,3.23733
2021-11-18,3.57368
2021-11-19,2.64872
2021-11-20,2.45953
2021-11-21,2.50157
2021-11-22,2.73281
2021-11-23,2.96405
2021-11-24,2.85894
2021-11-25,3.74185
2021-11-26,2.31238
2021-11-27,2.27033
2021-11-28,1.8499
2021-11-29,3.82594
2021-11-30,2.37544
2021-12-01,2.69077
2021-12-02,2.54361
2021-12-03,2.87996
2021-12-04,2.0391
2021-12-05,2.3334
2021-12-06,2.98507
2021-12-07,3.00609
2021-12-08,3.04813
2021-12-09,2.922
2021-12-10,2.77485
2021-12-11,2.64872
2021-12-12,2.922
2021-12-13,3.00609
2021-12-14,2.6277
2021-12-15,3.1112
2021-12-16,3.97309
2021-12-17,3.67878
2021-12-18,2.1442
2021-12-19,2.79587
2021-12-20,4.28841
2021-12-21,3.889
2021-12-22,2.98507
2021-12-23,3.38448
2021-12-24,2.94303
2021-12-25,1.99705
2021-12-26,2.56464
2021-12-27,3.30039
2021-12-28,5.10826
2021-12-29,4.14126
2021-12-30,3.80491
2021-12-31,3.25835
2022-01-01,2.98507
2022-01-02,3.00609
2022-01-03,3.48959
2022-01-04,3.91002
2022-01-05,3.21631
2022-01-06,3.25835
2022-01-07,4.30943
2022-01-08,2.8169
2022-01-09,3.76287
2022-01-10,4.81395
2022-01-11,3.61572
2022-01-12,3.61572
2022-01-13,2.71179
2022-01-14,3.1112
2022-01-15,2.50157
2022-01-16,2.77485
2022-01-17,3.32142
2022-01-18,3.57368
2022-01-19,2.27033
2022-01-20,2.77485
2022-01-21,3.19529
2022-01-22,2.27033
2022-01-23,2.922
2022-01-24,3.13222
2022-01-25,3.00609
2022-01-26,3.91002
2022-01-27,3.17426
2022-01-28,2.39646
2022-01-29,1.68173
2022-01-30,2.48055
2022-01-31,2.37544
2022-02-01,2.29136
2022-02-02,2.96405
2022-02-03,3.21631
2022-02-04,3.4055
2022-02-05,2.31238
2022-02-06,2.75383
2022-02-07,3.1112
2022-02-08,3.1112
2022-02-09,2.85894
2022-02-10,3.32142
2022-02-11,2.90098
2022-02-12,2.29136
2022-02-13,3.13222
2022-02-14,3.09018
2022-02-15,3.25835
2022-02-16,3.13222
2022-02-17,3.4055
2022-02-18,3.25835
2022-02-19,2.37544
2022-02-20,2.45953
2022-02-21,2.1442
2022-02-22,3.27937
2022-02-23,3.19529
2022-02-24,2.41749
2022-02-25,2.29136
2022-02-26,1.51355
2022-02-27,2.22829
2022-02-28,2.6277
2022-03-01,2.35442
2022-03-02,2.60668
2022-03-03,1.99705
2022-03-04,3.06916
2022-03-05,1.89194
2022-03-06,3.69981
2022-03-07,3.74185
2022-03-08,2.75383
2022-03-09,1.91297
2022-03-10,2.71179
2022-03-11,5.23439
2022-03-12,3.51061
2022-03-13,4.72987
2022-03-14,4.77191
2022-03-15,4.72987
2022-03-16,5.73891
2022-03-17,3.82594
2022-03-18,4.79293
2022-03-19,4.26739
2022-03-20,4.01513
2022-03-21,6.2224
2022-03-22,5.69686
2022-03-23,5.12928
2022-03-24,3.78389
2022-03-25,3.5947
2022-03-26,2.83792
2022-03-27,3.19529
2022-03-28,3.53163
2022-03-29,4.05717
2022-03-30,4.24637
2022-03-31,3.61572
2022-04-01,2.96405
2022-04-02,2.6277
2022-04-03,3.19529
2022-04-04,4.47761
2022-04-05,3.23733
2022-04-06,3.23733
2022-04-07,3.30039
2022-04-08,3.30039
2022-04-09,2.94303
2022-04-10,3.06916
2022-04-11,3.21631
2022-04-12,3.15324
2022-04-13,3.15324
2022-04-14,3.13222
2022-04-15,2.77485
2022-04-16,2.12318
2022-04-17,3.02711
2022-04-18,3.04813
2022-04-19,3.74185
2022-04-20,4.05717
2022-04-21,4.33046
2022-04-22,3.82594
2022-04-23,3.69981
2022-04-24,3.61572
2022-04-25,3.82594
2022-04-26,4.16228
2022-04-27,3.61572
2022-04-28,3.889
2022-04-29,3.4055
2022-04-30,4.05717
2022-05-01,3.34244
2022-05-02,3.36346
2022-05-03,3.99411
2022-05-04,3.4055
2022-05-05,2.8169
2022-05-06,3.15324
2022-05-07,3.63674
2022-05-08,3.15324
2022-05-09,4.1833
2022-05-10,3.48959
2022-05-11,4.28841
2022-05-12,3.80491
2022-05-13,3.19529
2022-05-14,2.58566
2022-05-15,3.46857
2022-05-16,4.47761
2022-05-17,4.30943
2022-05-18,5.27643
2022-05-19,6.76897
2022-05-20,4.81395
2022-05-21,3.53163
2022-05-22,4.81395
2022-05-23,4.79293
2022-05-24,6.66386
2022-05-25,5.48665
2022-05-26,5.9281
2022-05-27,5.52869
2022-05-28,4.64578
2022-05-29,7.06327
2022-05-30,8.76602
2022-05-31,5.40256
2022-06-01,4.49863
2022-06-02,4.51965
2022-06-03,4.87702
2022-06-04,3.4055
2022-06-05,3.57368
2022-06-06,5.06621
2022-06-07,5.27643
2022-06-08,8.66092
2022-06-09,6.57977
2022-06-10,6.20138
2022-06-11,3.61572
2022-06-12,3.82594
2022-06-13,4.56169
2022-06-14,4.26739
2022-06-15,3.889
2022-06-16,4.16228
2022-06-17,2.96405
2022-06-18,3.25835
2022-06-19,3.19529
2022-06-20,3.46857
2022-06-21,4.26739
2022-06-22,3.65776
2022-06-23,4.14126
2022-06-24,3.74185
2022-06-25,3.04813
2022-06-26,3.46857
2022-06-27,3.86798
2022-06-28,4.09922
2022-06-29,3.80491
2022-06-30,4.05717
2022-07-01,3.04813
2022-07-02,2.83792
2022-07-03,2.45953
2022-07-04,3.15324
2022-07-05,3.889
2022-07-06,3.4055
2022-07-07,3.51061
2022-07-08,2.94303
2022-07-09,2.83792
2022-07-10,3.13222
2022-07-11,4.3725
2022-07-12,4.54067
2022-07-13,5.25541
2022-07-14,4.49863
2022-07-15,4.89804
2022-07-16,3.80491
2022-07-17,4.1833
2022-07-18,5.61278
2022-07-19,6.09627
2022-07-20,5.4446
2022-07-21,5.59175
2022-07-22,4.0782
2022-07-23,3.99411
2022-07-24,3.25835
2022-07-25,5.00315
2022-07-26,5.25541
2022-07-27,4.35148
2022-07-28,4.12024
2022-07-29,4.01513
2022-07-30,2.8169
2022-07-31,3.00609
2022-08-01,3.889
2022-08-02,4.3725
2022-08-03,3.78389
2022-08-04,2.96405
2022-08-05,3.36346
2022-08-06,3.5947
2022-08-07,2.56464
2022-08-08,3.99411
2022-08-09,5.48665
2022-08-10,3.00609
2022-08-11,2.85894
2022-08-12,2.16523
2022-08-13,2.31238
2022-08-14,2.83792
2022-08-15,3.15324
2022-08-16,3.82594
2022-08-17,3.57368
2022-08-18,3.34244
2022-08-19,2.90098
2022-08-20,2.20727
2022-08-21,3.46857
2022-08-22,3.51061
2022-08-23,4.16228
2022-08-24,3.76287
2022-08-25,2.87996
2022-08-26,2.8169
2022-08-27,1.95501
2022-08-28,3.25835
2022-08-29,2.6277
2022-08-30,3.06916
2022-08-31,2.77485
2022-09-01,2.60668
2022-09-02,2.52259
2022-09-03,1.70275
2022-09-04,2.31238
2022-09-05,2.45953
2022-09-06,2.71179
2022-09-07,2.79587
2022-09-08,2.58566
2022-09-09,2.06012
2022-09-10,2.71179
2022-09-11,2.90098
2022-09-12,2.75383
2022-09-13,3.48959
2022-09-14,3.17426
2022-09-15,2.75383
2022-09-16,2.31238
2022-09-17,2.56464
2022-09-18,2.75383
2022-09-19,3.44755
2022-09-20,3.5947
2022-09-21,4.03615
2022-09-22,3.42652
2022-09-23,3.30039
2022-09-24,2.37544
2022-09-25,3.19529
2022-09-26,2.96405
2022-09-27,3.51061
2022-09-28,3.15324
2022-09-29,2.08114
2022-09-30,2.922
2022-10-01,2.18625
2022-10-02,2.60668
2022-10-03,3.13222
2022-10-04,2.75383
2022-10-05,2.56464
2022-10-06,2.66974
2022-10-07,3.30039
2022-10-08,3.44755
2022-10-09,2.41749
2022-10-10,2.85894
2022-10-11,3.02711
2022-10-12,3.65776
2022-10-13,2.96405
2022-10-14,2.60668
2022-10-15,3.25835
2022-10-16,3.19529
2022-10-17,4.22535
2022-10-18,4.28841
2022-10-19,3.97309
2022-10-20,3.34244
2022-10-21,3.4055
2022-10-22,3.17426
2022-10-23,3.1112
2022-10-24,4.49863
2022-10-25,3.23733
2022-10-26,3.86798
2022-10-27,3.86798
2022-10-28,3.46857
2022-10-29,2.83792
2022-10-30,2.85894
2022-10-31,4.56169
2022-11-01,4.22535
2022-11-02,3.00609
2022-11-03,3.74185
2022-11-04,4.28841
2022-11-05,3.51061
2022-11-06,4.3725
2022-11-07,4.01513
2022-11-08,4.60374
2022-11-09,4.35148
2022-11-10,5.94912
2022-11-11,8.17742
2022-11-12,5.23439
2022-11-13,4.41454
2022-11-14,6.62182
2022-11-15,6.43262
2022-11-16,5.42358
2022-11-17,4.68782
2022-11-18,4.24637
2022-11-19,3.51061
2022-11-20,4.03615
2022-11-21,4.89804
2022-11-22,4.49863
2022-11-23,4.77191
2022-11-24,4.3725
2022-11-25,3.51061
2022-11-26,3.48959
2022-11-27,3.38448
2022-11-28,5.65482
2022-11-29,4.43556
2022-11-30,4.77191
2022-12-01,4.30943
2022-12-02,3.93104
2022-12-03,3.15324
2022-12-04,3.53163
2022-12-05,5.10826
2022-12-06,5.94912
2022-12-07,6.78999
2022-12-08,6.26445
2022-12-09,8.91318
2022-12-10,7.23144
2022-12-11,6.81101
2022-12-12,11.14147
2022-12-13,6.97918
2022-12-14,7.90414
2022-12-15,8.03027
2022-12-16,7.73596
2022-12-17,6.24343
2022-12-18,9.03931
2022-12-19,10.0063
2022-12-20,8.32457
2022-12-21,6.53773
2022-12-22,5.23439
2022-12-23,4.60374
2022-12-24,4.41454
2022-12-25,4.87702
2022-12-26,4.62476
2022-12-27,4.24637
2022-12-28,5.78095
2022-12-29,6.87408
2022-12-30,8.28253
2022-12-31,9.01828
2023-01-01,8.21946
2023-01-02,7.44166
2023-01-03,42.19045
2023-01-04,19.57115
2023-01-05,9.5228
2023-01-06,7.98822
2023-01-07,5.99117
2023-01-08,6.8951
2023-01-09,6.7059
2023-01-10,6.26445
2023-01-11,5.52869
2023-01-12,5.50767
2023-01-13,5.6338
2023-01-14,5.21336
2023-01-15,5.73891
2023-01-16,5.80197
2023-01-17,5.59175
2023-01-18,4.98213
2023-01-19,5.61278
2023-01-20,4.51965
2023-01-21,3.76287
2023-01-22,5.19234
2023-01-23,5.50767
2023-01-24,5.04519
2023-01-25,5.61278
2023-01-26,6.07525
2023-01-27,5.06621
2023-01-28,5.40256
2023-01-29,5.50767
2023-01-30,5.29745
2023-01-31,4.94008
2023-02-01,5.69686
2023-02-02,4.856
2023-02-03,5.02417
2023-02-04,5.42358
2023-02-05,5.88606
2023-02-06,6.45364
2023-02-07,4.89804
2023-02-08,5.06621
2023-02-09,7.82005
2023-02-10,6.55875
2023-02-11,5.94912
2023-02-12,5.6338
2023-02-13,6.49569
2023-02-14,5.54971
2023-02-15,4.79293
2023-02-16,4.39352
2023-02-17,5.06621
2023-02-18,4.39352
2023-02-19,5.1503
2023-02-20,5.17132
2023-02-21,5.38154
2023-02-22,5.23439
2023-02-23,4.62476
2023-02-24,3.84696
2023-02-25,4.22535
2023-02-26,4.98213
2023-02-27,6.32751
2023-02-28,5.29745
2023-03-01,4.83498
2023-03-02,4.51965
2023-03-03,4.28841
2023-03-04,4.28841
2023-03-05,4.16228
2023-03-06,4.1833
2023-03-07,3.99411
2023-03-08,4.22535
2023-03-09,3.91002
2023-03-10,3.5947
2023-03-11,3.4055
2023-03-12,3.30039
2023-03-13,4.03615
2023-03-14,3.63674
2023-03-15,3.99411
2023-03-16,3.80491
2023-03-17,3.74185
2023-03-18,2.85894
2023-03-19,4.39352
2023-03-20,5.42358
2023-03-21,4.51965
2023-03-22,3.93104
2023-03-23,3.61572
2023-03-24,4.35148
2023-03-25,3.95207
2023-03-26,4.20433
2023-03-27,5.17132
2023-03-28,5.40256
2023-03-29,5.29745
2023-03-30,4.60374
2023-03-31,4.94008
2023-04-01,3.93104
2023-04-02,4.30943
2023-04-03,4.58272
2023-04-04,4.98213
2023-04-05,4.70885
2023-04-06,5.23439
2023-04-07,4.05717
2023-04-08,3.80491
2023-04-09,4.43556
2023-04-10,4.9611
2023-04-11,5.10826
2023-04-12,4.09922
2023-04-13,4.05717
2023-04-14,4.75089
2023-04-15,4.72987
2023-04-16,4.89804
2023-04-17,5.59175
2023-04-18,5.50767
2023-04-19,5.65482
2023-04-20,5.1503
2023-04-21,5.80197
2023-04-22,8.63989
2023-04-23,7.10531
2023-04-24,7.54677
2023-04-25,6.30649
2023-04-26,4.856
2023-04-27,4.51965
2023-04-28,4.64578
2023-04-29,3.80491
2023-04-30,4.77191
2023-05-01,5.27643
2023-05-02,4.05717
2023-05-03,4.58272
2023-05-04,4.30943
2023-05-05,4.26739
2023-05-06,3.42652
2023-05-07,4.24637
2023-05-08,6.45364
2023-05-09,5.69686
2023-05-10,4.47761
2023-05-11,3.95207
2023-05-12,3.82594
2023-05-13,3.53163
2023-05-14,4.1833
2023-05-15,4.1833
2023-05-16,4.51965
2023-05-17,5.12928
2023-05-18,4.9611
2023-05-19,4.09922
2023-05-20,4.28841
2023-05-21,6.20138
2023-05-22,5.48665
2023-05-23,5.29745
2023-05-24,5.33949
2023-05-25,4.94008
2023-05-26,3.5947
2023-05-27,5.10826
2023-05-28,4.68782
2023-05-29,4.91906
