date,솔루션
2020-07-12,23.53401
2020-07-13,38.93666
2020-07-14,40.26583
2020-07-15,42.76778
2020-07-16,39.8749
2020-07-17,32.36903
2020-07-18,16.10633
2020-07-19,19.23377
2020-07-20,36.90383
2020-07-21,37.13838
2020-07-22,41.67318
2020-07-23,37.21657
2020-07-24,37.45113
2020-07-25,14.93354
2020-07-26,21.57935
2020-07-27,32.83815
2020-07-28,35.26192
2020-07-29,38.38936
2020-07-30,39.48397
2020-07-31,30.41438
2020-08-01,14.62079
2020-08-02,16.41907
2020-08-03,32.21266
2020-08-04,34.63643
2020-08-05,34.01094
2020-08-06,37.92025
2020-08-07,31.19624
2020-08-08,17.59186
2020-08-09,23.14308
2020-08-10,38.1548
2020-08-11,42.61141
2020-08-12,35.26192
2020-08-13,34.48006
2020-08-14,32.68178
2020-08-15,13.68256
2020-08-16,14.62079
2020-08-17,24.08131
2020-08-18,30.02345
2020-08-19,33.15089
2020-08-20,35.41829
2020-08-21,31.4308
2020-08-22,17.27912
2020-08-23,17.43549
2020-08-24,33.62001
2020-08-25,37.37294
2020-08-26,35.73103
2020-08-27,35.80922
2020-08-28,33.62001
2020-08-29,16.65363
2020-08-30,21.03205
2020-08-31,35.73103
2020-09-01,39.64034
2020-09-02,40.57857
2020-09-03,44.25332
2020-09-04,40.81313
2020-09-05,21.18842
2020-09-06,26.42689
2020-09-07,44.95699
2020-09-08,41.12587
2020-09-09,43.15871
2020-09-10,38.78029
2020-09-11,41.90774
2020-09-12,23.69038
2020-09-13,24.23768
2020-09-14,45.03518
2020-09-15,42.29867
2020-09-16,42.53322
2020-09-17,52.2283
2020-09-18,44.56606
2020-09-19,22.59577
2020-09-20,22.04847
2020-09-21,40.81313
2020-09-22,42.84597
2020-09-23,43.54964
2020-09-24,42.22048
2020-09-25,38.54573
2020-09-26,20.40656
2020-09-27,25.01954
2020-09-28,38.1548
2020-09-29,34.08913
2020-09-30,17.98279
2020-10-01,14.77716
2020-10-02,17.59186
2020-10-03,18.29554
2020-10-04,21.73573
2020-10-05,38.70211
2020-10-06,41.82955
2020-10-07,41.20406
2020-10-08,44.09695
2020-10-09,22.36121
2020-10-10,19.70289
2020-10-11,26.66145
2020-10-12,39.79671
2020-10-13,42.22048
2020-10-14,44.09695
2020-10-15,38.78029
2020-10-16,37.13838
2020-10-17,18.92103
2020-10-18,20.48475
2020-10-19,38.31118
2020-10-20,40.57857
2020-10-21,42.29867
2020-10-22,43.47146
2020-10-23,35.73103
2020-10-24,21.8921
2020-10-25,23.22126
2020-10-26,37.68569
2020-10-27,40.57857
2020-10-28,40.26583
2020-10-29,40.9695
2020-10-30,36.59108
2020-10-31,20.79749
2020-11-01,20.79749
2020-11-02,35.41829
2020-11-03,34.40187
2020-11-04,38.93666
2020-11-05,39.48397
2020-11-06,33.15089
2020-11-07,20.64112
2020-11-08,21.3448
2020-11-09,44.64425
2020-11-10,42.84597
2020-11-11,38.78029
2020-11-12,40.73494
2020-11-13,38.1548
2020-11-14,18.5301
2020-11-15,21.65754
2020-11-16,41.59499
2020-11-17,46.36434
2020-11-18,40.10946
2020-11-19,42.53322
2020-11-20,39.95308
2020-11-21,19.31196
2020-11-22,25.09773
2020-11-23,36.5129
2020-11-24,40.89132
2020-11-25,42.6896
2020-11-26,41.36043
2020-11-27,34.16731
2020-11-28,18.84284
2020-11-29,23.37763
2020-11-30,37.68569
2020-12-01,44.80062
2020-12-02,41.75136
2020-12-03,46.52071
2020-12-04,36.74745
2020-12-05,22.12666
2020-12-06,23.76856
2020-12-07,40.34401
2020-12-08,46.98983
2020-12-09,41.75136
2020-12-10,41.59499
2020-12-11,40.4222
2020-12-12,21.81391
2020-12-13,20.71931
2020-12-14,39.64034
2020-12-15,39.17122
2020-12-16,40.26583
2020-12-17,39.71853
2020-12-18,34.16731
2020-12-19,20.32838
2020-12-20,19.70289
2020-12-21,36.66927
2020-12-22,35.3401
2020-12-23,37.68569
2020-12-24,29.39796
2020-12-25,14.22986
2020-12-26,15.94996
2020-12-27,24.47224
2020-12-28,30.02345
2020-12-29,37.45113
2020-12-30,34.48006
2020-12-31,24.78498
2021-01-01,14.15168
2021-01-02,18.13917
2021-01-03,21.65754
2021-01-04,35.88741
2021-01-05,41.82955
2021-01-06,39.24941
2021-01-07,40.10946
2021-01-08,35.80922
2021-01-09,24.23768
2021-01-10,23.37763
2021-01-11,40.34401
2021-01-12,43.00234
2021-01-13,41.12587
2021-01-14,45.5043
2021-01-15,46.28616
2021-01-16,26.11415
2021-01-17,27.28694
2021-01-18,40.73494
2021-01-19,41.75136
2021-01-20,42.37685
2021-01-21,45.19155
2021-01-22,44.95699
2021-01-23,21.57935
2021-01-24,25.95777
2021-01-25,45.66067
2021-01-26,45.58248
2021-01-27,44.95699
2021-01-28,42.53322
2021-01-29,33.93275
2021-01-30,22.04847
2021-01-31,23.45582
2021-02-01,40.81313
2021-02-02,48.16262
2021-02-03,40.57857
2021-02-04,42.06411
2021-02-05,35.88741
2021-02-06,26.97419
2021-02-07,22.4394
2021-02-08,36.74745
2021-02-09,34.7928
2021-02-10,30.72713
2021-02-11,22.04847
2021-02-12,14.77716
2021-02-13,16.88819
2021-02-14,20.32838
2021-02-15,37.68569
2021-02-16,42.84597
2021-02-17,44.64425
2021-02-18,41.04769
2021-02-19,35.80922
2021-02-20,20.71931
2021-02-21,19.6247
2021-02-22,36.98201
2021-02-23,40.65676
2021-02-24,40.03127
2021-02-25,37.99843
2021-02-26,33.15089
2021-02-27,19.54652
2021-02-28,17.74824
2021-03-01,26.03596
2021-03-02,39.56215
2021-03-03,40.26583
2021-03-04,42.53322
2021-03-05,36.27834
2021-03-06,21.97028
2021-03-07,23.37763
2021-03-08,38.78029
2021-03-09,42.76778
2021-03-10,44.17513
2021-03-11,39.24941
2021-03-12,39.32759
2021-03-13,23.14308
2021-03-14,24.86317
2021-03-15,44.48788
2021-03-16,43.39327
2021-03-17,42.6896
2021-03-18,45.81704
2021-03-19,33.93275
2021-03-20,23.84675
2021-03-21,23.92494
2021-03-22,42.06411
2021-03-23,42.22048
2021-03-24,42.76778
2021-03-25,41.36043
2021-03-26,36.98201
2021-03-27,24.00312
2021-03-28,23.69038
2021-03-29,42.6896
2021-03-30,37.92025
2021-03-31,39.24941
2021-04-01,38.54573
2021-04-02,36.66927
2021-04-03,24.23768
2021-04-04,27.99061
2021-04-05,44.80062
2021-04-06,39.17122
2021-04-07,39.8749
2021-04-08,36.20015
2021-04-09,38.1548
2021-04-10,22.04847
2021-04-11,30.49257
2021-04-12,45.73885
2021-04-13,42.6896
2021-04-14,39.79671
2021-04-15,41.51681
2021-04-16,40.03127
2021-04-17,23.53401
2021-04-18,27.05238
2021-04-19,42.61141
2021-04-20,44.56606
2021-04-21,41.04769
2021-04-22,45.73885
2021-04-23,37.52931
2021-04-24,18.84284
2021-04-25,22.04847
2021-04-26,35.26192
2021-04-27,30.8835
2021-04-28,37.92025
2021-04-29,36.43471
2021-04-30,32.68178
2021-05-01,19.46833
2021-05-02,21.97028
2021-05-03,32.75996
2021-05-04,36.20015
2021-05-05,21.97028
2021-05-06,34.7928
2021-05-07,35.26192
2021-05-08,21.57935
2021-05-09,23.61219
2021-05-10,37.84206
2021-05-11,39.95308
2021-05-12,38.31118
2021-05-13,38.07662
2021-05-14,38.07662
2021-05-15,17.90461
2021-05-16,21.18842
2021-05-17,36.90383
2021-05-18,33.62001
2021-05-19,23.61219
2021-05-20,37.21657
2021-05-21,32.29085
2021-05-22,23.22126
2021-05-23,19.54652
2021-05-24,36.27834
2021-05-25,35.96559
2021-05-26,40.73494
2021-05-27,40.34401
2021-05-28,35.26192
2021-05-29,19.54652
2021-05-30,22.51759
2021-05-31,39.09304
2021-06-01,39.17122
2021-06-02,39.64034
2021-06-03,42.14229
2021-06-04,37.68569
2021-06-05,21.03205
2021-06-06,22.36121
2021-06-07,38.23299
2021-06-08,41.75136
2021-06-09,44.17513
2021-06-10,37.0602
2021-06-11,36.5129
2021-06-12,20.172
2021-06-13,21.65754
2021-06-14,37.99843
2021-06-15,36.82564
2021-06-16,37.92025
2021-06-17,37.37294
2021-06-18,35.96559
2021-06-19,17.27912
2021-06-20,21.50117
2021-06-21,33.85457
2021-06-22,37.13838
2021-06-23,33.30727
2021-06-24,34.01094
2021-06-25,27.36512
2021-06-26,15.94996
2021-06-27,17.90461
2021-06-28,35.10555
2021-06-29,33.07271
2021-06-30,36.74745
2021-07-01,33.62001
2021-07-02,30.17982
2021-07-03,18.99921
2021-07-04,21.65754
2021-07-05,32.29085
2021-07-06,35.96559
2021-07-07,39.40578
2021-07-08,37.21657
2021-07-09,32.68178
2021-07-10,15.7154
2021-07-11,16.2627
2021-07-12,32.99452
2021-07-13,33.62001
2021-07-14,34.40187
2021-07-15,33.6982
2021-07-16,31.11806
2021-07-17,19.54652
2021-07-18,15.87177
2021-07-19,31.35261
2021-07-20,36.20015
2021-07-21,34.71462
2021-07-22,35.88741
2021-07-23,33.62001
2021-07-24,21.26661
2021-07-25,19.15559
2021-07-26,30.8835
2021-07-27,34.2455
2021-07-28,36.35652
2021-07-29,37.0602
2021-07-30,32.99452
2021-07-31,16.65363
2021-08-01,19.70289
2021-08-02,35.02736
2021-08-03,34.7928
2021-08-04,36.59108
2021-08-05,38.78029
2021-08-06,32.99452
2021-08-07,25.2541
2021-08-08,22.75215
2021-08-09,41.43862
2021-08-10,36.90383
2021-08-11,43.54964
2021-08-12,38.62392
2021-08-13,40.26583
2021-08-14,26.66145
2021-08-15,19.70289
2021-08-16,26.89601
2021-08-17,38.62392
2021-08-18,39.71853
2021-08-19,45.03518
2021-08-20,39.09304
2021-08-21,23.76856
2021-08-22,27.75605
2021-08-23,39.56215
2021-08-24,43.00234
2021-08-25,46.20797
2021-08-26,44.64425
2021-08-27,36.74745
2021-08-28,25.01954
2021-08-29,27.05238
2021-08-30,39.32759
2021-08-31,42.06411
2021-09-01,43.62783
2021-09-02,45.11336
2021-09-03,39.48397
2021-09-04,25.2541
2021-09-05,33.46364
2021-09-06,40.10946
2021-09-07,46.12978
2021-09-08,46.5989
2021-09-09,44.64425
2021-09-10,36.20015
2021-09-11,24.23768
2021-09-12,32.83815
2021-09-13,44.87881
2021-09-14,45.34792
2021-09-15,42.29867
2021-09-16,44.56606
2021-09-17,35.80922
2021-09-18,23.84675
2021-09-19,22.12666
2021-09-20,17.51368
2021-09-21,20.32838
2021-09-22,22.67396
2021-09-23,41.82955
2021-09-24,36.82564
2021-09-25,22.59577
2021-09-26,23.14308
2021-09-27,41.12587
2021-09-28,44.48788
2021-09-29,44.01876
2021-09-30,48.70992
2021-10-01,37.13838
2021-10-02,25.48866
2021-10-03,24.15949
2021-10-04,27.99061
2021-10-05,42.37685
2021-10-06,44.40969
2021-10-07,41.59499
2021-10-08,36.66927
2021-10-09,43.94057
2021-10-10,28.85066
2021-10-11,33.22908
2021-10-12,41.43862
2021-10-13,42.06411
2021-10-14,43.47146
2021-10-15,44.25332
2021-10-16,23.84675
2021-10-17,25.56684
2021-10-18,37.92025
2021-10-19,40.34401
2021-10-20,42.53322
2021-10-21,42.45504
2021-10-22,39.8749
2021-10-23,23.69038
2021-10-24,28.53792
2021-10-25,40.65676
2021-10-26,41.98592
2021-10-27,40.65676
2021-10-28,45.11336
2021-10-29,40.50039
2021-10-30,21.65754
2021-10-31,20.01563
2021-11-01,40.57857
2021-11-02,38.78029
2021-11-03,44.64425
2021-11-04,44.80062
2021-11-05,35.02736
2021-11-06,21.57935
2021-11-07,21.18842
2021-11-08,38.93666
2021-11-09,41.43862
2021-11-10,40.89132
2021-11-11,39.48397
2021-11-12,39.40578
2021-11-13,21.65754
2021-11-14,23.61219
2021-11-15,38.85848
2021-11-16,41.28225
2021-11-17,40.50039
2021-11-18,42.06411
2021-11-19,39.95308
2021-11-20,21.57935
2021-11-21,25.8014
2021-11-22,44.09695
2021-11-23,42.29867
2021-11-24,44.64425
2021-11-25,46.12978
2021-11-26,39.32759
2021-11-27,22.9867
2021-11-28,26.42689
2021-11-29,41.36043
2021-11-30,42.6896
2021-12-01,42.53322
2021-12-02,44.95699
2021-12-03,41.20406
2021-12-04,21.97028
2021-12-05,32.60359
2021-12-06,44.80062
2021-12-07,42.14229
2021-12-08,50.82095
2021-12-09,49.49179
2021-12-10,43.70602
2021-12-11,25.8014
2021-12-12,27.67787
2021-12-13,41.90774
2021-12-14,44.56606
2021-12-15,43.94057
2021-12-16,43.54964
2021-12-17,38.23299
2021-12-18,19.23377
2021-12-19,27.36512
2021-12-20,41.98592
2021-12-21,44.72243
2021-12-22,49.10086
2021-12-23,49.64816
2021-12-24,33.46364
2021-12-25,22.83033
2021-12-26,25.56684
2021-12-27,36.59108
2021-12-28,39.01485
2021-12-29,42.29867
2021-12-30,36.12197
2021-12-31,31.66536
2022-01-01,17.67005
2022-01-02,27.67787
2022-01-03,45.03518
2022-01-04,50.35183
2022-01-05,46.75527
2022-01-06,49.64816
2022-01-07,40.73494
2022-01-08,26.97419
2022-01-09,28.14698
2022-01-10,47.1462
2022-01-11,50.03909
2022-01-12,50.89913
2022-01-13,50.89913
2022-01-14,51.21188
2022-01-15,32.13448
2022-01-16,31.82173
2022-01-17,51.91555
2022-01-18,68.56919
2022-01-19,71.85301
2022-01-20,65.83268
2022-01-21,64.34714
2022-01-22,38.46755
2022-01-23,35.02736
2022-01-24,52.07193
2022-01-25,54.80844
2022-01-26,50.35183
2022-01-27,78.49882
2022-01-28,45.73885
2022-01-29,27.36512
2022-01-30,20.95387
2022-01-31,20.64112
2022-02-01,19.54652
2022-02-02,22.75215
2022-02-03,46.52071
2022-02-04,40.50039
2022-02-05,23.69038
2022-02-06,25.41047
2022-02-07,47.84988
2022-02-08,50.74276
2022-02-09,48.63174
2022-02-10,47.77169
2022-02-11,44.64425
2022-02-12,26.19233
2022-02-13,27.36512
2022-02-14,41.04769
2022-02-15,38.85848
2022-02-16,45.11336
2022-02-17,43.47146
2022-02-18,45.66067
2022-02-19,25.48866
2022-02-20,27.28694
2022-02-21,41.43862
2022-02-22,47.38076
2022-02-23,42.61141
2022-02-24,41.51681
2022-02-25,43.31508
2022-02-26,26.11415
2022-02-27,24.00312
2022-02-28,38.54573
2022-03-01,30.10164
2022-03-02,42.45504
2022-03-03,44.17513
2022-03-04,41.90774
2022-03-05,26.89601
2022-03-06,28.77247
2022-03-07,46.91164
2022-03-08,44.01876
2022-03-09,24.47224
2022-03-10,38.1548
2022-03-11,40.03127
2022-03-12,23.69038
2022-03-13,26.66145
2022-03-14,43.15871
2022-03-15,44.48788
2022-03-16,42.6896
2022-03-17,48.24081
2022-03-18,41.75136
2022-03-19,31.66536
2022-03-20,34.2455
2022-03-21,46.91164
2022-03-22,50.89913
2022-03-23,49.4136
2022-03-24,44.56606
2022-03-25,46.98983
2022-03-26,31.19624
2022-03-27,30.41438
2022-03-28,46.52071
2022-03-29,45.58248
2022-03-30,47.84988
2022-03-31,48.08444
2022-04-01,40.81313
2022-04-02,25.2541
2022-04-03,27.28694
2022-04-04,42.29867
2022-04-05,48.70992
2022-04-06,45.26974
2022-04-07,46.67709
2022-04-08,44.09695
2022-04-09,26.27052
2022-04-10,27.91243
2022-04-11,46.44253
2022-04-12,44.25332
2022-04-13,45.66067
2022-04-14,46.83346
2022-04-15,42.45504
2022-04-16,24.23768
2022-04-17,27.05238
2022-04-18,43.86239
2022-04-19,45.11336
2022-04-20,48.16262
2022-04-21,41.51681
2022-04-22,41.59499
2022-04-23,27.44331
2022-04-24,26.27052
2022-04-25,46.52071
2022-04-26,43.2369
2022-04-27,42.37685
2022-04-28,43.31508
2022-04-29,41.75136
2022-04-30,22.28303
2022-05-01,23.22126
2022-05-02,37.6075
2022-05-03,41.36043
2022-05-04,36.59108
2022-05-05,21.26661
2022-05-06,32.75996
2022-05-07,19.46833
2022-05-08,29.94526
2022-05-09,45.34792
2022-05-10,47.69351
2022-05-11,43.94057
2022-05-12,46.91164
2022-05-13,36.59108
2022-05-14,21.65754
2022-05-15,22.12666
2022-05-16,43.86239
2022-05-17,44.25332
2022-05-18,45.11336
2022-05-19,40.57857
2022-05-20,39.01485
2022-05-21,23.69038
2022-05-22,35.18373
2022-05-23,42.14229
2022-05-24,43.00234
2022-05-25,42.06411
2022-05-26,44.56606
2022-05-27,35.49648
2022-05-28,24.15949
2022-05-29,25.33229
2022-05-30,45.34792
2022-05-31,41.36043
2022-06-01,24.47224
2022-06-02,39.64034
2022-06-03,34.63643
2022-06-04,22.9867
2022-06-05,25.95777
2022-06-06,26.42689
2022-06-07,41.04769
2022-06-08,42.84597
2022-06-09,45.26974
2022-06-10,38.54573
2022-06-11,24.23768
2022-06-12,24.31587
2022-06-13,42.22048
2022-06-14,43.7842
2022-06-15,45.11336
2022-06-16,43.86239
2022-06-17,39.56215
2022-06-18,23.14308
2022-06-19,21.97028
2022-06-20,38.85848
2022-06-21,43.7842
2022-06-22,38.07662
2022-06-23,39.48397
2022-06-24,33.46364
2022-06-25,20.40656
2022-06-26,20.172
2022-06-27,41.20406
2022-06-28,40.26583
2022-06-29,43.08053
2022-06-30,39.40578
2022-07-01,34.40187
2022-07-02,21.8921
2022-07-03,23.06489
2022-07-04,37.21657
2022-07-05,43.15871
2022-07-06,47.53713
2022-07-07,40.50039
2022-07-08,39.56215
2022-07-09,21.57935
2022-07-10,26.03596
2022-07-11,41.12587
2022-07-12,49.64816
2022-07-13,46.5989
2022-07-14,45.34792
2022-07-15,41.75136
2022-07-16,24.15949
2022-07-17,27.75605
2022-07-18,41.36043
2022-07-19,41.98592
2022-07-20,42.37685
2022-07-21,44.17513
2022-07-22,40.73494
2022-07-23,25.33229
2022-07-24,24.7068
2022-07-25,39.17122
2022-07-26,39.01485
2022-07-27,33.85457
2022-07-28,41.82955
2022-07-29,37.21657
2022-07-30,22.83033
2022-07-31,20.01563
2022-08-01,36.66927
2022-08-02,38.23299
2022-08-03,39.09304
2022-08-04,41.59499
2022-08-05,38.93666
2022-08-06,24.23768
2022-08-07,23.14308
2022-08-08,41.82955
2022-08-09,36.82564
2022-08-10,38.62392
2022-08-11,36.66927
2022-08-12,37.0602
2022-08-13,22.4394
2022-08-14,20.09382
2022-08-15,24.55043
2022-08-16,41.43862
2022-08-17,35.65285
2022-08-18,37.84206
2022-08-19,35.02736
2022-08-20,20.48475
2022-08-21,22.28303
2022-08-22,36.66927
2022-08-23,36.66927
2022-08-24,38.62392
2022-08-25,36.82564
2022-08-26,34.2455
2022-08-27,17.12275
2022-08-28,20.79749
2022-08-29,36.35652
2022-08-30,38.70211
2022-08-31,40.10946
2022-09-01,35.10555
2022-09-02,36.66927
2022-09-03,22.90852
2022-09-04,25.33229
2022-09-05,36.20015
2022-09-06,39.09304
2022-09-07,40.81313
2022-09-08,33.85457
2022-09-09,18.06098
2022-09-10,14.93354
2022-09-11,18.06098
2022-09-12,30.64894
2022-09-13,45.03518
2022-09-14,49.64816
2022-09-15,44.64425
2022-09-16,38.93666
2022-09-17,26.11415
2022-09-18,29.1634
2022-09-19,45.26974
2022-09-20,45.34792
2022-09-21,44.56606
2022-09-22,46.83346
2022-09-23,45.03518
2022-09-24,26.3487
2022-09-25,27.44331
2022-09-26,44.3315
2022-09-27,47.77169
2022-09-28,45.11336
2022-09-29,43.7842
2022-09-30,40.57857
2022-10-01,24.39405
2022-10-02,22.75215
2022-10-03,30.25801
2022-10-04,48.55355
2022-10-05,47.1462
2022-10-06,42.22048
2022-10-07,43.00234
2022-10-08,22.51759
2022-10-09,23.84675
2022-10-10,28.85066
2022-10-11,47.61532
2022-10-12,45.89523
2022-10-13,47.77169
2022-10-14,40.81313
2022-10-15,28.22517
2022-10-16,25.48866
2022-10-17,46.0516
2022-10-18,47.38076
2022-10-19,42.92415
2022-10-20,45.89523
2022-10-21,40.89132
2022-10-22,23.29945
2022-10-23,28.0688
2022-10-24,44.3315
2022-10-25,47.61532
2022-10-26,47.61532
2022-10-27,41.82955
2022-10-28,42.84597
2022-10-29,25.95777
2022-10-30,21.73573
2022-10-31,41.51681
2022-11-01,47.69351
2022-11-02,42.37685
2022-11-03,42.76778
2022-11-04,39.24941
2022-11-05,20.01563
2022-11-06,21.57935
2022-11-07,44.25332
2022-11-08,44.09695
2022-11-09,43.2369
2022-11-10,39.40578
2022-11-11,43.39327
2022-11-12,26.66145
2022-11-13,27.13057
2022-11-14,47.92806
2022-11-15,43.94057
2022-11-16,45.97341
2022-11-17,45.5043
2022-11-18,44.40969
2022-11-19,22.83033
2022-11-20,23.14308
2022-11-21,42.37685
2022-11-22,45.89523
2022-11-23,41.98592
2022-11-24,43.15871
2022-11-25,36.74745
2022-11-26,26.03596
2022-11-27,25.87959
2022-11-28,40.57857
2022-11-29,41.67318
2022-11-30,46.5989
2022-12-01,37.76387
2022-12-02,37.0602
2022-12-03,17.12275
2022-12-04,24.31587
2022-12-05,37.0602
2022-12-06,44.3315
2022-12-07,47.61532
2022-12-08,43.47146
2022-12-09,46.0516
2022-12-10,30.17982
2022-12-11,32.44722
2022-12-12,44.01876
2022-12-13,47.61532
2022-12-14,45.03518
2022-12-15,39.64034
2022-12-16,39.8749
2022-12-17,24.94136
2022-12-18,24.15949
2022-12-19,40.9695
2022-12-20,45.73885
2022-12-21,46.20797
2022-12-22,43.7842
2022-12-23,33.6982
2022-12-24,21.57935
2022-12-25,21.26661
2022-12-26,36.04378
2022-12-27,41.04769
2022-12-28,41.28225
2022-12-29,40.34401
2022-12-30,31.11806
2022-12-31,18.5301
2023-01-01,21.42298
2023-01-02,43.62783
2023-01-03,43.70602
2023-01-04,50.43002
2023-01-05,48.39718
2023-01-06,44.48788
2023-01-07,32.36903
2023-01-08,27.75605
2023-01-09,47.22439
2023-01-10,48.47537
2023-01-11,47.45895
2023-01-12,48.47537
2023-01-13,44.80062
2023-01-14,28.45973
2023-01-15,27.28694
2023-01-16,43.31508
2023-01-17,46.12978
2023-01-18,48.55355
2023-01-19,43.47146
2023-01-20,31.27443
2023-01-21,16.2627
2023-01-22,21.8921
2023-01-23,30.41438
2023-01-24,45.66067
2023-01-25,53.40109
2023-01-26,51.91555
2023-01-27,57.70132
2023-01-28,39.8749
2023-01-29,39.24941
2023-01-30,50.66458
2023-01-31,48.70992
2023-02-01,50.19546
2023-02-02,50.82095
2023-02-03,48.00625
2023-02-04,28.69429
2023-02-05,30.49257
2023-02-06,47.84988
2023-02-07,48.63174
2023-02-08,48.63174
2023-02-09,45.03518
2023-02-10,44.01876
2023-02-11,31.03987
2023-02-12,32.44722
2023-02-13,43.15871
2023-02-14,49.64816
2023-02-15,46.44253
2023-02-16,51.60281
2023-02-17,43.54964
2023-02-18,34.08913
2023-02-19,31.58717
2023-02-20,44.01876
2023-02-21,46.28616
2023-02-22,59.89053
2023-02-23,49.17904
2023-02-24,47.45895
2023-02-25,27.67787
2023-02-26,28.14698
2023-02-27,39.79671
2023-02-28,45.73885
2023-03-01,29.47615
2023-03-02,46.0516
2023-03-03,43.62783
2023-03-04,28.6161
2023-03-05,61.61063
2023-03-06,49.64816
2023-03-07,52.38467
2023-03-08,52.46286
2023-03-09,61.06333
2023-03-10,47.38076
2023-03-11,44.72243
2023-03-12,35.41829
2023-03-13,48.47537
2023-03-14,47.92806
2023-03-15,50.5082
2023-03-16,45.66067
2023-03-17,40.89132
2023-03-18,27.75605
2023-03-19,30.64894
2023-03-20,48.94448
2023-03-21,52.46286
2023-03-22,51.29007
2023-03-23,45.66067
2023-03-24,47.84988
2023-03-25,30.49257
2023-03-26,32.52541
2023-03-27,47.06802
2023-03-28,50.11727
2023-03-29,51.29007
2023-03-30,46.83346
2023-03-31,42.22048
2023-04-01,24.55043
2023-04-02,28.6161
2023-04-03,46.20797
2023-04-04,48.16262
2023-04-05,52.2283
2023-04-06,45.97341
2023-04-07,47.45895
2023-04-08,28.30336
2023-04-09,38.1548
2023-04-10,46.75527
2023-04-11,49.88272
2023-04-12,44.95699
2023-04-13,49.64816
2023-04-14,42.53322
2023-04-15,28.45973
2023-04-16,32.44722
2023-04-17,53.47928
2023-04-18,51.36825
2023-04-19,53.16653
2023-04-20,52.85379
2023-04-21,44.17513
2023-04-22,28.85066
2023-04-23,32.83815
2023-04-24,48.31899
2023-04-25,54.26114
2023-04-26,49.56997
2023-04-27,46.52071
2023-04-28,42.76778
2023-04-29,23.22126
2023-04-30,23.53401
2023-05-01,32.13448
2023-05-02,43.2369
2023-05-03,40.81313
2023-05-04,38.07662
2023-05-05,25.41047
2023-05-06,19.93745
2023-05-07,21.65754
2023-05-08,44.48788
2023-05-09,41.90774
2023-05-10,43.15871
2023-05-11,44.01876
2023-05-12,39.17122
2023-05-13,24.39405
2023-05-14,28.45973
2023-05-15,45.58248
2023-05-16,44.09695
2023-05-17,45.73885
2023-05-18,47.53713
2023-05-19,40.26583
2023-05-20,26.81782
2023-05-21,26.89601
2023-05-22,44.40969
2023-05-23,50.66458
2023-05-24,51.75918
2023-05-25,51.05551
2023-05-26,47.06802
2023-05-27,32.60359
2023-05-28,31.27443
