date,농협손해보험
2020-07-19,6.17283
2020-07-20,27.07231
2020-07-21,27.6455
2020-07-22,28.65961
2020-07-23,23.32451
2020-07-24,22.13403
2020-07-25,7.09876
2020-07-26,6.70194
2020-07-27,32.09876
2020-07-28,28.04232
2020-07-29,27.51322
2020-07-30,26.14638
2020-07-31,26.41093
2020-08-01,6.96649
2020-08-02,6.04056
2020-08-03,24.16225
2020-08-04,22.79541
2020-08-05,23.54497
2020-08-06,22.48677
2020-08-07,21.47266
2020-08-08,7.27513
2020-08-09,8.42151
2020-08-10,28.35097
2020-08-11,27.20458
2020-08-12,26.85185
2020-08-13,24.55908
2020-08-14,21.34038
2020-08-15,7.18694
2020-08-16,5.46737
2020-08-17,10.36155
2020-08-18,26.41093
2020-08-19,27.07231
2020-08-20,29.89417
2020-08-21,25.74955
2020-08-22,7.36331
2020-08-23,6.26102
2020-08-24,28.88007
2020-08-25,29.93827
2020-08-26,28.08641
2020-08-27,23.8977
2020-08-28,23.58906
2020-08-29,8.42151
2020-08-30,6.74603
2020-08-31,33.90652
2020-09-01,25.17636
2020-09-02,27.42504
2020-09-03,27.1164
2020-09-04,27.68959
2020-09-05,7.14285
2020-09-06,7.4074
2020-09-07,26.80776
2020-09-08,26.27865
2020-09-09,24.11816
2020-09-10,27.1164
2020-09-11,24.02998
2020-09-12,7.76014
2020-09-13,7.71604
2020-09-14,25.35273
2020-09-15,25.83774
2020-09-16,26.23456
2020-09-17,24.33862
2020-09-18,26.14638
2020-09-19,7.98059
2020-09-20,6.65784
2020-09-21,28.43915
2020-09-22,28.43915
2020-09-23,25.66137
2020-09-24,27.02821
2020-09-25,27.07231
2020-09-26,6.74603
2020-09-27,8.20105
2020-09-28,32.71604
2020-09-29,30.37918
2020-09-30,7.80423
2020-10-01,7.27513
2020-10-02,7.76014
2020-10-03,7.49559
2020-10-04,10.44973
2020-10-05,38.75661
2020-10-06,36.37566
2020-10-07,30.90828
2020-10-08,30.24691
2020-10-09,8.02469
2020-10-10,7.01058
2020-10-11,7.53968
2020-10-12,31.70194
2020-10-13,28.79188
2020-10-14,28.57142
2020-10-15,27.38095
2020-10-16,25.5291
2020-10-17,7.45149
2020-10-18,7.80423
2020-10-19,24.77954
2020-10-20,29.36507
2020-10-21,24.77954
2020-10-22,22.48677
2020-10-23,21.73721
2020-10-24,7.67195
2020-10-25,5.77601
2020-10-26,26.63139
2020-10-27,28.96825
2020-10-28,27.73368
2020-10-29,26.5873
2020-10-30,30.37918
2020-10-31,8.28924
2020-11-01,7.98059
2020-11-02,27.02821
2020-11-03,28.79188
2020-11-04,25.22045
2020-11-05,23.85361
2020-11-06,24.55908
2020-11-07,5.8201
2020-11-08,6.43738
2020-11-09,25.5291
2020-11-10,25.92592
2020-11-11,27.51322
2020-11-12,31.61375
2020-11-13,24.20634
2020-11-14,6.39329
2020-11-15,7.4074
2020-11-16,27.46913
2020-11-17,26.0582
2020-11-18,27.60141
2020-11-19,22.66313
2020-11-20,24.77954
2020-11-21,6.79012
2020-11-22,7.98059
2020-11-23,27.91005
2020-11-24,27.77777
2020-11-25,28.08641
2020-11-26,26.63139
2020-11-27,21.42857
2020-11-28,7.31922
2020-11-29,7.80423
2020-11-30,35.53791
2020-12-01,23.45679
2020-12-02,22.22222
2020-12-03,22.61904
2020-12-04,22.3104
2020-12-05,7.14285
2020-12-06,6.92239
2020-12-07,24.69135
2020-12-08,26.85185
2020-12-09,24.07407
2020-12-10,27.42504
2020-12-11,24.73544
2020-12-12,7.05467
2020-12-13,7.45149
2020-12-14,28.26278
2020-12-15,27.02821
2020-12-16,25.0
2020-12-17,23.14814
2020-12-18,26.0582
2020-12-19,7.84832
2020-12-20,6.17283
2020-12-21,26.71957
2020-12-22,26.76366
2020-12-23,27.73368
2020-12-24,21.69312
2020-12-25,7.18694
2020-12-26,8.4656
2020-12-27,8.11287
2020-12-28,35.14109
2020-12-29,29.27689
2020-12-30,29.10052
2020-12-31,32.05467
2021-01-01,5.95238
2021-01-02,6.96649
2021-01-03,6.92239
2021-01-04,27.6455
2021-01-05,26.85185
2021-01-06,25.74955
2021-01-07,23.58906
2021-01-08,21.29629
2021-01-09,7.01058
2021-01-10,7.27513
2021-01-11,27.82186
2021-01-12,22.13403
2021-01-13,24.64726
2021-01-14,27.16049
2021-01-15,24.91181
2021-01-16,7.45149
2021-01-17,8.06878
2021-01-18,29.54144
2021-01-19,30.291
2021-01-20,35.84656
2021-01-21,28.92416
2021-01-22,32.09876
2021-01-23,8.86243
2021-01-24,8.42151
2021-01-25,31.79012
2021-01-26,32.4074
2021-01-27,27.46913
2021-01-28,27.29276
2021-01-29,28.61552
2021-01-30,9.25925
2021-01-31,8.86243
2021-02-01,29.49735
2021-02-02,29.7619
2021-02-03,25.92592
2021-02-04,24.11816
2021-02-05,25.26455
2021-02-06,7.31922
2021-02-07,7.49559
2021-02-08,29.89417
2021-02-09,30.24691
2021-02-10,26.23456
2021-02-11,8.4656
2021-02-12,6.74603
2021-02-13,8.81834
2021-02-14,12.52204
2021-02-15,34.96472
2021-02-16,31.12874
2021-02-17,31.48148
2021-02-18,31.70194
2021-02-19,30.02645
2021-02-20,13.58024
2021-02-21,21.95767
2021-02-22,43.29805
2021-02-23,27.16049
2021-02-24,30.59964
2021-02-25,29.40917
2021-02-26,28.08641
2021-02-27,7.09876
2021-02-28,5.99647
2021-03-01,9.34744
2021-03-02,28.83597
2021-03-03,26.98412
2021-03-04,25.0
2021-03-05,26.45502
2021-03-06,6.48148
2021-03-07,7.18694
2021-03-08,24.9559
2021-03-09,24.64726
2021-03-10,33.02469
2021-03-11,23.19223
2021-03-12,22.75132
2021-03-13,5.51146
2021-03-14,6.48148
2021-03-15,25.08818
2021-03-16,26.89594
2021-03-17,24.20634
2021-03-18,28.21869
2021-03-19,25.22045
2021-03-20,9.21516
2021-03-21,7.80423
2021-03-22,27.07231
2021-03-23,28.26278
2021-03-24,26.76366
2021-03-25,26.71957
2021-03-26,25.04409
2021-03-27,7.53968
2021-03-28,8.20105
2021-03-29,27.6455
2021-03-30,27.38095
2021-03-31,30.90828
2021-04-01,21.20811
2021-04-02,20.41446
2021-04-03,7.14285
2021-04-04,7.05467
2021-04-05,24.60317
2021-04-06,25.70546
2021-04-07,27.29276
2021-04-08,22.75132
2021-04-09,21.82539
2021-04-10,6.04056
2021-04-11,5.55555
2021-04-12,23.32451
2021-04-13,27.07231
2021-04-14,24.69135
2021-04-15,23.32451
2021-04-16,23.80952
2021-04-17,6.74603
2021-04-18,5.59964
2021-04-19,24.91181
2021-04-20,29.2328
2021-04-21,28.92416
2021-04-22,23.76543
2021-04-23,22.39858
2021-04-24,6.65784
2021-04-25,6.08465
2021-04-26,28.39506
2021-04-27,25.08818
2021-04-28,28.96825
2021-04-29,26.45502
2021-04-30,23.50088
2021-05-01,6.3492
2021-05-02,5.42328
2021-05-03,25.79365
2021-05-04,19.22398
2021-05-05,7.49559
2021-05-06,22.8395
2021-05-07,24.16225
2021-05-08,6.08465
2021-05-09,6.56966
2021-05-10,31.96649
2021-05-11,25.35273
2021-05-12,26.5432
2021-05-13,24.69135
2021-05-14,19.48853
2021-05-15,7.01058
2021-05-16,6.12874
2021-05-17,32.89241
2021-05-18,25.17636
2021-05-19,9.12698
2021-05-20,30.8201
2021-05-21,22.88359
2021-05-22,7.98059
2021-05-23,6.30511
2021-05-24,26.5873
2021-05-25,30.291
2021-05-26,29.98236
2021-05-27,27.1164
2021-05-28,22.57495
2021-05-29,5.77601
2021-05-30,8.42151
2021-05-31,32.05467
2021-06-01,28.21869
2021-06-02,25.88183
2021-06-03,25.35273
2021-06-04,22.79541
2021-06-05,8.02469
2021-06-06,7.14285
2021-06-07,29.32098
2021-06-08,25.97001
2021-06-09,28.30687
2021-06-10,32.31922
2021-06-11,26.45502
2021-06-12,7.36331
2021-06-13,6.12874
2021-06-14,29.58553
2021-06-15,31.08465
2021-06-16,30.68783
2021-06-17,29.27689
2021-06-18,29.93827
2021-06-19,7.98059
2021-06-20,8.59788
2021-06-21,33.59788
2021-06-22,33.68606
2021-06-23,34.5238
2021-06-24,31.08465
2021-06-25,30.90828
2021-06-26,11.06701
2021-06-27,9.61199
2021-06-28,41.75485
2021-06-29,44.17989
2021-06-30,58.9947
2021-07-01,22.92768
2021-07-02,20.59082
2021-07-03,7.4074
2021-07-04,5.8201
2021-07-05,27.73368
2021-07-06,20.89947
2021-07-07,26.76366
2021-07-08,22.75132
2021-07-09,23.8977
2021-07-10,5.77601
2021-07-11,5.86419
2021-07-12,27.95414
2021-07-13,26.41093
2021-07-14,27.20458
2021-07-15,24.29453
2021-07-16,22.79541
2021-07-17,6.48148
2021-07-18,7.09876
2021-07-19,23.45679
2021-07-20,26.94003
2021-07-21,23.76543
2021-07-22,22.04585
2021-07-23,22.57495
2021-07-24,6.65784
2021-07-25,5.95238
2021-07-26,25.08818
2021-07-27,25.74955
2021-07-28,23.58906
2021-07-29,21.73721
2021-07-30,27.99823
2021-07-31,6.8783
2021-08-01,6.43738
2021-08-02,26.27865
2021-08-03,24.11816
2021-08-04,26.85185
2021-08-05,22.8395
2021-08-06,22.35449
2021-08-07,7.49559
2021-08-08,7.4074
2021-08-09,28.74779
2021-08-10,29.89417
2021-08-11,29.2328
2021-08-12,32.98059
2021-08-13,23.94179
2021-08-14,6.48148
2021-08-15,5.07054
2021-08-16,8.68606
2021-08-17,30.291
2021-08-18,24.9559
2021-08-19,24.20634
2021-08-20,23.50088
2021-08-21,7.53968
2021-08-22,6.65784
2021-08-23,28.52733
2021-08-24,26.85185
2021-08-25,26.14638
2021-08-26,25.35273
2021-08-27,23.3686
2021-08-28,7.27513
2021-08-29,6.26102
2021-08-30,26.45502
2021-08-31,26.94003
2021-09-01,24.69135
2021-09-02,23.8977
2021-09-03,20.23809
2021-09-04,5.55555
2021-09-05,5.02645
2021-09-06,26.19047
2021-09-07,24.51499
2021-09-08,24.20634
2021-09-09,23.94179
2021-09-10,24.02998
2021-09-11,6.8783
2021-09-12,7.53968
2021-09-13,25.08818
2021-09-14,25.22045
2021-09-15,23.94179
2021-09-16,24.29453
2021-09-17,22.8395
2021-09-18,5.11463
2021-09-19,3.43915
2021-09-20,3.39506
2021-09-21,3.74779
2021-09-22,5.37918
2021-09-23,30.07054
2021-09-24,27.42504
2021-09-25,6.12874
2021-09-26,6.52557
2021-09-27,26.32275
2021-09-28,27.02821
2021-09-29,26.89594
2021-09-30,32.09876
2021-10-01,19.75308
2021-10-02,6.39329
2021-10-03,5.02645
2021-10-04,8.37742
2021-10-05,26.71957
2021-10-06,28.1746
2021-10-07,27.55731
2021-10-08,25.83774
2021-10-09,5.51146
2021-10-10,5.77601
2021-10-11,8.95061
2021-10-12,32.84832
2021-10-13,24.02998
2021-10-14,26.5432
2021-10-15,23.76543
2021-10-16,6.48148
2021-10-17,6.17283
2021-10-18,26.89594
2021-10-19,25.0
2021-10-20,23.8977
2021-10-21,23.67724
2021-10-22,22.57495
2021-10-23,5.02645
2021-10-24,5.59964
2021-10-25,33.55379
2021-10-26,28.26278
2021-10-27,31.56966
2021-10-28,24.20634
2021-10-29,27.38095
2021-10-30,8.5097
2021-10-31,12.2134
2021-11-01,37.56613
2021-11-02,37.34567
2021-11-03,35.49382
2021-11-04,32.76014
2021-11-05,26.76366
2021-11-06,7.89241
2021-11-07,10.097
2021-11-08,32.76014
2021-11-09,27.1164
2021-11-10,28.65961
2021-11-11,26.80776
2021-11-12,21.38447
2021-11-13,6.61375
2021-11-14,6.74603
2021-11-15,25.39682
2021-11-16,24.86772
2021-11-17,23.10405
2021-11-18,24.11816
2021-11-19,21.60493
2021-11-20,4.71781
2021-11-21,6.12874
2021-11-22,24.77954
2021-11-23,22.70723
2021-11-24,21.47266
2021-11-25,23.80952
2021-11-26,21.7813
2021-11-27,7.53968
2021-11-28,6.39329
2021-11-29,29.67372
2021-11-30,33.55379
2021-12-01,21.7813
2021-12-02,20.85537
2021-12-03,18.95943
2021-12-04,6.8783
2021-12-05,5.11463
2021-12-06,24.86772
2021-12-07,20.06172
2021-12-08,22.00176
2021-12-09,20.50264
2021-12-10,23.94179
2021-12-11,7.45149
2021-12-12,7.09876
2021-12-13,27.24867
2021-12-14,28.52733
2021-12-15,23.76543
2021-12-16,25.61728
2021-12-17,27.1164
2021-12-18,7.9365
2021-12-19,8.59788
2021-12-20,33.86243
2021-12-21,29.40917
2021-12-22,23.80952
2021-12-23,22.70723
2021-12-24,20.41446
2021-12-25,5.55555
2021-12-26,5.99647
2021-12-27,29.40917
2021-12-28,30.37918
2021-12-29,28.43915
2021-12-30,26.94003
2021-12-31,27.38095
2022-01-01,6.3492
2022-01-02,6.61375
2022-01-03,29.27689
2022-01-04,26.85185
2022-01-05,28.74779
2022-01-06,27.46913
2022-01-07,22.35449
2022-01-08,8.02469
2022-01-09,8.06878
2022-01-10,28.61552
2022-01-11,30.15873
2022-01-12,31.56966
2022-01-13,30.55555
2022-01-14,25.30864
2022-01-15,7.67195
2022-01-16,7.23104
2022-01-17,31.43738
2022-01-18,32.31922
2022-01-19,31.43738
2022-01-20,35.44973
2022-01-21,26.27865
2022-01-22,8.86243
2022-01-23,7.9365
2022-01-24,32.31922
2022-01-25,32.58377
2022-01-26,32.98059
2022-01-27,29.54144
2022-01-28,28.7037
2022-01-29,6.26102
2022-01-30,5.95238
2022-01-31,5.86419
2022-02-01,5.64373
2022-02-02,8.28924
2022-02-03,35.84656
2022-02-04,27.86596
2022-02-05,9.21516
2022-02-06,9.21516
2022-02-07,32.53968
2022-02-08,31.70194
2022-02-09,31.21693
2022-02-10,32.23104
2022-02-11,25.35273
2022-02-12,9.30335
2022-02-13,7.80423
2022-02-14,30.90828
2022-02-15,30.64373
2022-02-16,31.39329
2022-02-17,26.76366
2022-02-18,28.04232
2022-02-19,8.02469
2022-02-20,8.64197
2022-02-21,32.67195
2022-02-22,29.01234
2022-02-23,31.96649
2022-02-24,30.64373
2022-02-25,30.20282
2022-02-26,9.96472
2022-02-27,8.81834
2022-02-28,40.21164
2022-03-01,11.24338
2022-03-02,29.93827
2022-03-03,27.77777
2022-03-04,27.20458
2022-03-05,8.86243
2022-03-06,8.86243
2022-03-07,28.83597
2022-03-08,28.61552
2022-03-09,9.0388
2022-03-10,28.04232
2022-03-11,29.54144
2022-03-12,7.49559
2022-03-13,7.9365
2022-03-14,32.09876
2022-03-15,28.04232
2022-03-16,26.71957
2022-03-17,28.08641
2022-03-18,29.05643
2022-03-19,8.9947
2022-03-20,8.68606
2022-03-21,28.35097
2022-03-22,32.58377
2022-03-23,27.51322
2022-03-24,25.35273
2022-03-25,28.79188
2022-03-26,9.96472
2022-03-27,7.89241
2022-03-28,32.80423
2022-03-29,33.24514
2022-03-30,30.8201
2022-03-31,33.73015
2022-04-01,22.8395
2022-04-02,6.43738
2022-04-03,6.04056
2022-04-04,23.63315
2022-04-05,24.69135
2022-04-06,26.94003
2022-04-07,24.07407
2022-04-08,24.69135
2022-04-09,6.17283
2022-04-10,6.92239
2022-04-11,27.16049
2022-04-12,26.49911
2022-04-13,24.82363
2022-04-14,26.0582
2022-04-15,22.08994
2022-04-16,6.43738
2022-04-17,6.3492
2022-04-18,29.01234
2022-04-19,26.10229
2022-04-20,27.42504
2022-04-21,33.73015
2022-04-22,22.44268
2022-04-23,6.79012
2022-04-24,6.48148
2022-04-25,30.73192
2022-04-26,28.1746
2022-04-27,30.24691
2022-04-28,23.19223
2022-04-29,25.22045
2022-04-30,7.76014
2022-05-01,6.52557
2022-05-02,27.42504
2022-05-03,26.0582
2022-05-04,24.20634
2022-05-05,5.99647
2022-05-06,22.04585
2022-05-07,6.39329
2022-05-08,6.52557
2022-05-09,28.08641
2022-05-10,35.89065
2022-05-11,27.51322
2022-05-12,27.29276
2022-05-13,23.63315
2022-05-14,6.56966
2022-05-15,6.17283
2022-05-16,28.92416
2022-05-17,27.91005
2022-05-18,26.5432
2022-05-19,25.0
2022-05-20,25.04409
2022-05-21,6.65784
2022-05-22,5.64373
2022-05-23,29.54144
2022-05-24,25.30864
2022-05-25,27.55731
2022-05-26,27.60141
2022-05-27,23.58906
2022-05-28,5.11463
2022-05-29,5.68783
2022-05-30,23.67724
2022-05-31,30.99647
2022-06-01,8.11287
2022-06-02,23.98589
2022-06-03,20.32627
2022-06-04,5.95238
2022-06-05,4.54144
2022-06-06,6.8783
2022-06-07,28.26278
2022-06-08,29.98236
2022-06-09,23.28042
2022-06-10,27.99823
2022-06-11,6.17283
2022-06-12,5.73192
2022-06-13,26.32275
2022-06-14,26.80776
2022-06-15,23.85361
2022-06-16,25.44091
2022-06-17,23.3686
2022-06-18,5.68783
2022-06-19,6.08465
2022-06-20,32.4074
2022-06-21,30.59964
2022-06-22,29.27689
2022-06-23,21.11992
2022-06-24,20.37037
2022-06-25,5.37918
2022-06-26,5.99647
2022-06-27,29.27689
2022-06-28,25.5291
2022-06-29,27.95414
2022-06-30,32.27513
2022-07-01,24.16225
2022-07-02,5.73192
2022-07-03,6.52557
2022-07-04,21.56084
2022-07-05,35.58201
2022-07-06,31.70194
2022-07-07,23.94179
2022-07-08,24.60317
2022-07-09,4.54144
2022-07-10,6.70194
2022-07-11,28.92416
2022-07-12,26.0141
2022-07-13,24.9559
2022-07-14,21.60493
2022-07-15,19.44444
2022-07-16,5.46737
2022-07-17,5.86419
2022-07-18,26.63139
2022-07-19,28.74779
2022-07-20,31.30511
2022-07-21,26.67548
2022-07-22,25.5291
2022-07-23,6.61375
2022-07-24,4.67372
2022-07-25,31.56966
2022-07-26,30.46737
2022-07-27,30.95238
2022-07-28,28.08641
2022-07-29,30.15873
2022-07-30,6.79012
2022-07-31,8.28924
2022-08-01,28.04232
2022-08-02,27.24867
2022-08-03,24.29453
2022-08-04,25.485
2022-08-05,23.05996
2022-08-06,7.05467
2022-08-07,7.89241
2022-08-08,26.89594
2022-08-09,25.61728
2022-08-10,31.17283
2022-08-11,27.29276
2022-08-12,21.42857
2022-08-13,6.79012
2022-08-14,4.62962
2022-08-15,7.67195
2022-08-16,30.33509
2022-08-17,27.42504
2022-08-18,27.86596
2022-08-19,27.02821
2022-08-20,7.18694
2022-08-21,7.36331
2022-08-22,33.11287
2022-08-23,36.6843
2022-08-24,30.20282
2022-08-25,30.77601
2022-08-26,25.30864
2022-08-27,6.74603
2022-08-28,7.53968
2022-08-29,30.11463
2022-08-30,32.14285
2022-08-31,32.09876
2022-09-01,25.35273
2022-09-02,25.88183
2022-09-03,7.05467
2022-09-04,7.76014
2022-09-05,29.36507
2022-09-06,25.70546
2022-09-07,24.20634
2022-09-08,22.44268
2022-09-09,4.32098
2022-09-10,3.35097
2022-09-11,5.02645
2022-09-12,6.83421
2022-09-13,30.02645
2022-09-14,28.1746
2022-09-15,26.63139
2022-09-16,25.04409
2022-09-17,6.70194
2022-09-18,6.74603
2022-09-19,25.97001
2022-09-20,29.49735
2022-09-21,28.30687
2022-09-22,25.92592
2022-09-23,26.41093
2022-09-24,6.3492
2022-09-25,6.43738
2022-09-26,35.14109
2022-09-27,29.7619
2022-09-28,31.21693
2022-09-29,29.93827
2022-09-30,48.05996
2022-10-01,16.22574
2022-10-02,12.2134
2022-10-03,21.11992
2022-10-04,64.90299
2022-10-05,59.5238
2022-10-06,67.59259
2022-10-07,72.26631
2022-10-08,12.12522
2022-10-09,10.71428
2022-10-10,17.41622
2022-10-11,71.38447
2022-10-12,63.71252
2022-10-13,64.10934
2022-10-14,49.25044
2022-10-15,14.24162
2022-10-16,13.49206
2022-10-17,63.2716
2022-10-18,62.30158
2022-10-19,57.23104
2022-10-20,70.32627
2022-10-21,49.9559
2022-10-22,14.28571
2022-10-23,14.3298
2022-10-24,78.61552
2022-10-25,73.58906
2022-10-26,71.16402
2022-10-27,63.66843
2022-10-28,56.26102
2022-10-29,17.59259
2022-10-30,15.82892
2022-10-31,82.36331
2022-11-01,56.08465
2022-11-02,57.62786
2022-11-03,52.38095
2022-11-04,52.29276
2022-11-05,14.94708
2022-11-06,13.40388
2022-11-07,60.93474
2022-11-08,58.59788
2022-11-09,53.1746
2022-11-10,65.56437
2022-11-11,52.29276
2022-11-12,15.74074
2022-11-13,17.76895
2022-11-14,64.41798
2022-11-15,61.59611
2022-11-16,60.49382
2022-11-17,49.11816
2022-11-18,62.30158
2022-11-19,14.06525
2022-11-20,14.10934
2022-11-21,71.56084
2022-11-22,64.59435
2022-11-23,58.9947
2022-11-24,52.6455
2022-11-25,54.40917
2022-11-26,19.6649
2022-11-27,17.32804
2022-11-28,70.67901
2022-11-29,62.91887
2022-11-30,78.92416
2022-12-01,58.20105
2022-12-02,46.51675
2022-12-03,11.55202
2022-12-04,15.43209
2022-12-05,60.22927
2022-12-06,53.48324
2022-12-07,58.73015
2022-12-08,52.6455
2022-12-09,58.15696
2022-12-10,14.99118
2022-12-11,16.04938
2022-12-12,65.96119
2022-12-13,61.64021
2022-12-14,66.75485
2022-12-15,64.99118
2022-12-16,54.10052
2022-12-17,14.81481
2022-12-18,16.62257
2022-12-19,67.5044
2022-12-20,72.70723
2022-12-21,67.90123
2022-12-22,63.09523
2022-12-23,55.64373
2022-12-24,17.15167
2022-12-25,15.47619
2022-12-26,78.30687
2022-12-27,76.85185
2022-12-28,70.81128
2022-12-29,71.34038
2022-12-30,71.95767
2022-12-31,18.69488
2023-01-01,16.57848
2023-01-02,76.27865
2023-01-03,62.96296
2023-01-04,61.33156
2023-01-05,64.63844
2023-01-06,54.36507
2023-01-07,18.6067
2023-01-08,16.26984
2023-01-09,60.71428
2023-01-10,78.79188
2023-01-11,67.23985
2023-01-12,63.35978
2023-01-13,50.13227
2023-01-14,19.53262
2023-01-15,15.52028
2023-01-16,72.39858
2023-01-17,64.99118
2023-01-18,64.99118
2023-01-19,55.77601
2023-01-20,58.33333
2023-01-21,14.59435
2023-01-22,13.71252
2023-01-23,13.75661
2023-01-24,23.32451
2023-01-25,92.98941
2023-01-26,89.37389
2023-01-27,71.56084
2023-01-28,20.32627
2023-01-29,22.8395
2023-01-30,84.25925
2023-01-31,89.19753
2023-02-01,70.23809
2023-02-02,61.86067
2023-02-03,56.17283
2023-02-04,17.72486
2023-02-05,18.0776
2023-02-06,64.94708
2023-02-07,61.99294
2023-02-08,56.83421
2023-02-09,60.6261
2023-02-10,65.60846
2023-02-11,21.07583
2023-02-12,17.0194
2023-02-13,65.74074
2023-02-14,63.44797
2023-02-15,56.3492
2023-02-16,64.02116
2023-02-17,57.18694
2023-02-18,17.63668
2023-02-19,16.4462
2023-02-20,77.1164
2023-02-21,73.19223
2023-02-22,59.96472
2023-02-23,62.83068
2023-02-24,55.86419
2023-02-25,16.62257
2023-02-26,14.94708
2023-02-27,71.20811
2023-02-28,96.34038
2023-03-01,22.3104
2023-03-02,57.49559
2023-03-03,54.49735
2023-03-04,16.40211
2023-03-05,14.50617
2023-03-06,65.43209
2023-03-07,55.291
2023-03-08,65.12345
2023-03-09,57.09876
2023-03-10,60.84656
2023-03-11,14.46208
2023-03-12,12.87477
2023-03-13,64.68253
2023-03-14,60.89065
2023-03-15,60.93474
2023-03-16,61.50793
2023-03-17,52.55731
2023-03-18,15.21164
2023-03-19,14.24162
2023-03-20,70.41446
2023-03-21,66.22574
2023-03-22,61.64021
2023-03-23,57.4074
2023-03-24,55.11463
2023-03-25,17.63668
2023-03-26,13.84479
2023-03-27,72.70723
2023-03-28,67.85714
2023-03-29,60.75837
2023-03-30,56.56966
2023-03-31,64.3298
2023-04-01,13.97707
2023-04-02,14.77072
2023-04-03,61.99294
2023-04-04,52.95414
2023-04-05,62.38977
2023-04-06,56.39329
2023-04-07,49.73544
2023-04-08,14.19753
2023-04-09,15.25573
2023-04-10,71.73721
2023-04-11,60.44973
2023-04-12,57.49559
2023-04-13,58.11287
2023-04-14,52.46913
2023-04-15,13.71252
2023-04-16,14.81481
2023-04-17,59.17107
2023-04-18,63.13932
2023-04-19,64.63844
2023-04-20,67.23985
2023-04-21,54.54144
2023-04-22,16.4462
2023-04-23,14.24162
2023-04-24,67.15167
2023-04-25,64.19753
2023-04-26,67.68077
2023-04-27,59.34744
2023-04-28,62.87477
2023-04-29,17.28395
2023-04-30,14.81481
2023-05-01,30.07054
2023-05-02,67.41622
2023-05-03,59.17107
2023-05-04,54.67372
2023-05-05,14.77072
2023-05-06,14.72663
2023-05-07,12.91887
2023-05-08,73.98589
2023-05-09,67.76895
2023-05-10,71.82539
2023-05-11,65.43209
2023-05-12,57.23104
2023-05-13,14.94708
2023-05-14,13.8007
2023-05-15,66.09347
2023-05-16,64.63844
2023-05-17,57.09876
2023-05-18,60.44973
2023-05-19,59.5679
2023-05-20,13.71252
2023-05-21,13.8007
2023-05-22,64.99118
2023-05-23,63.71252
2023-05-24,61.59611
2023-05-25,63.05114
2023-05-26,54.85008
2023-05-27,12.25749
2023-05-28,14.59435
2023-05-29,20.37037
