date,직장인투잡
2023-05-28,28.94308
2023-05-29,43.73983
2023-05-30,64.06504
2023-05-31,55.93495
2023-06-01,49.43089
2023-06-02,36.42276
2023-06-03,25.36585
2023-06-04,33.98373
2023-06-05,44.39024
2023-06-06,46.50406
2023-06-07,64.87804
2023-06-08,56.74796
2023-06-09,42.43902
2023-06-10,28.61788
2023-06-11,37.23577
2023-06-12,69.75609
2023-06-13,61.62601
2023-06-14,50.5691
2023-06-15,51.05691
2023-06-16,42.92682
2023-06-17,31.70731
2023-06-18,33.65853
2023-06-19,56.74796
2023-06-20,60.0
2023-06-21,51.05691
2023-06-22,43.08943
2023-06-23,43.73983
2023-06-24,26.34146
2023-06-25,32.68292
2023-06-26,59.67479
2023-06-27,56.91056
2023-06-28,44.06504
2023-06-29,42.43902
2023-06-30,36.42276
2023-07-01,26.17886
2023-07-02,34.79674
2023-07-03,59.51219
2023-07-04,58.69918
2023-07-05,45.36585
2023-07-06,46.17886
2023-07-07,32.35772
2023-07-08,26.82926
2023-07-09,34.47154
2023-07-10,59.18699
2023-07-11,46.17886
2023-07-12,50.0813
2023-07-13,42.60162
2023-07-14,36.42276
2023-07-15,25.36585
2023-07-16,33.49593
2023-07-17,55.12195
2023-07-18,44.71544
2023-07-19,49.59349
2023-07-20,37.56097
2023-07-21,32.84552
2023-07-22,21.62601
2023-07-23,31.86991
2023-07-24,47.31707
2023-07-25,57.23577
2023-07-26,46.82926
2023-07-27,43.90243
2023-07-28,38.53658
2023-07-29,23.25203
2023-07-30,32.84552
2023-07-31,44.87804
2023-08-01,44.55284
2023-08-02,41.62601
2023-08-03,37.72357
2023-08-04,32.52032
2023-08-05,26.17886
2023-08-06,41.46341
2023-08-07,54.47154
2023-08-08,48.78048
2023-08-09,37.39837
2023-08-10,46.50406
2023-08-11,42.27642
2023-08-12,24.55284
2023-08-13,32.35772
2023-08-14,49.10569
2023-08-15,47.47967
2023-08-16,65.36585
2023-08-17,65.36585
2023-08-18,44.87804
2023-08-19,34.79674
2023-08-20,42.43902
2023-08-21,66.82926
2023-08-22,61.78861
2023-08-23,54.79674
2023-08-24,50.8943
2023-08-25,42.76422
2023-08-26,33.00813
2023-08-27,42.60162
2023-08-28,61.46341
2023-08-29,62.92682
2023-08-30,50.7317
2023-08-31,49.26829
2023-09-01,37.23577
2023-09-02,21.46341
2023-09-03,33.49593
2023-09-04,46.99186
2023-09-05,58.69918
2023-09-06,43.08943
2023-09-07,50.5691
2023-09-08,44.22764
2023-09-09,26.66666
2023-09-10,32.52032
2023-09-11,54.47154
2023-09-12,52.35772
2023-09-13,45.85365
2023-09-14,42.27642
2023-09-15,34.79674
2023-09-16,23.41463
2023-09-17,29.10569
2023-09-18,47.47967
2023-09-19,39.83739
2023-09-20,38.69918
2023-09-21,33.98373
2023-09-22,31.21951
2023-09-23,19.02439
2023-09-24,25.36585
2023-09-25,43.25203
2023-09-26,38.21138
2023-09-27,27.80487
2023-09-28,20.0
2023-09-29,20.1626
2023-09-30,22.27642
2023-10-01,23.73983
2023-10-02,29.91869
2023-10-03,42.43902
2023-10-04,55.28455
2023-10-05,47.64227
2023-10-06,39.83739
2023-10-07,21.78861
2023-10-08,25.69105
2023-10-09,43.90243
2023-10-10,66.01626
2023-10-11,59.18699
2023-10-12,51.54471
2023-10-13,41.78861
2023-10-14,28.78048
2023-10-15,37.72357
2023-10-16,62.11382
2023-10-17,54.47154
2023-10-18,46.34146
2023-10-19,46.34146
2023-10-20,32.52032
2023-10-21,22.27642
2023-10-22,37.07317
2023-10-23,60.6504
2023-10-24,47.31707
2023-10-25,49.43089
2023-10-26,39.18699
2023-10-27,38.37398
2023-10-28,21.62601
2023-10-29,38.21138
2023-10-30,55.93495
2023-10-31,49.10569
2023-11-01,44.22764
2023-11-02,45.85365
2023-11-03,33.17073
2023-11-04,25.52845
2023-11-05,32.35772
2023-11-06,48.78048
2023-11-07,40.4878
2023-11-08,45.85365
2023-11-09,38.21138
2023-11-10,34.95934
2023-11-11,21.62601
2023-11-12,32.68292
2023-11-13,51.54471
2023-11-14,43.73983
2023-11-15,40.6504
2023-11-16,41.46341
2023-11-17,29.59349
2023-11-18,19.02439
2023-11-19,29.43089
2023-11-20,51.54471
2023-11-21,44.39024
2023-11-22,40.9756
2023-11-23,36.42276
2023-11-24,31.86991
2023-11-25,23.57723
2023-11-26,28.29268
2023-11-27,49.43089
2023-11-28,50.0813
2023-11-29,46.17886
2023-11-30,38.86178
2023-12-01,32.19512
2023-12-02,22.43902
2023-12-03,33.33333
2023-12-04,47.80487
2023-12-05,50.8943
2023-12-06,44.55284
2023-12-07,42.27642
2023-12-08,30.8943
2023-12-09,21.13821
2023-12-10,27.31707
2023-12-11,45.69105
2023-12-12,40.813
2023-12-13,39.83739
2023-12-14,39.67479
2023-12-15,35.12195
2023-12-16,23.73983
2023-12-17,26.34146
2023-12-18,40.3252
2023-12-19,39.34959
2023-12-20,35.60975
2023-12-21,33.17073
2023-12-22,35.44715
2023-12-23,21.95121
2023-12-24,19.67479
2023-12-25,25.69105
2023-12-26,44.39024
2023-12-27,43.73983
2023-12-28,41.62601
2023-12-29,31.21951
2023-12-30,23.57723
2023-12-31,27.80487
2024-01-01,38.04878
2024-01-02,50.7317
2024-01-03,50.8943
2024-01-04,46.34146
2024-01-05,36.91056
2024-01-06,30.7317
2024-01-07,37.88617
2024-01-08,59.51219
2024-01-09,51.38211
2024-01-10,51.70731
2024-01-11,42.27642
2024-01-12,36.74796
2024-01-13,31.38211
2024-01-14,32.52032
2024-01-15,52.03252
2024-01-16,54.14634
2024-01-17,43.90243
2024-01-18,38.53658
2024-01-19,32.68292
2024-01-20,26.01626
2024-01-21,34.47154
2024-01-22,54.30894
2024-01-23,47.47967
2024-01-24,44.71544
2024-01-25,40.813
2024-01-26,31.54471
2024-01-27,25.36585
2024-01-28,34.47154
2024-01-29,52.19512
2024-01-30,48.29268
2024-01-31,48.29268
2024-02-01,35.77235
2024-02-02,31.05691
2024-02-03,21.46341
2024-02-04,29.26829
2024-02-05,42.27642
2024-02-06,32.68292
2024-02-07,32.84552
2024-02-08,21.62601
2024-02-09,19.51219
2024-02-10,15.12195
2024-02-11,26.34146
2024-02-12,34.63414
2024-02-13,50.4065
2024-02-14,49.26829
2024-02-15,43.08943
2024-02-16,31.38211
2024-02-17,22.60162
2024-02-18,29.75609
2024-02-19,51.86991
2024-02-20,41.62601
2024-02-21,42.27642
2024-02-22,31.86991
2024-02-23,33.82113
2024-02-24,23.08943
2024-02-25,30.0813
2024-02-26,51.21951
2024-02-27,47.47967
2024-02-28,39.02439
2024-02-29,33.33333
2024-03-01,22.92682
2024-03-02,24.22764
2024-03-03,36.58536
2024-03-04,50.0813
2024-03-05,51.86991
2024-03-06,41.78861
2024-03-07,37.07317
2024-03-08,31.21951
2024-03-09,22.27642
2024-03-10,30.0813
2024-03-11,41.46341
2024-03-12,43.90243
2024-03-13,38.69918
2024-03-14,35.12195
2024-03-15,28.61788
2024-03-16,19.51219
2024-03-17,24.22764
2024-03-18,43.90243
2024-03-19,42.11382
2024-03-20,40.6504
