date,IRP퇴직연금해지
2020-08-17,22.36699
2020-08-18,56.46036
2020-08-19,53.96308
2020-08-20,56.46036
2020-08-21,54.07166
2020-08-22,18.56677
2020-08-23,19.10966
2020-08-24,56.89467
2020-08-25,56.24321
2020-08-26,48.20846
2020-08-27,44.84256
2020-08-28,41.47665
2020-08-29,16.82953
2020-08-30,18.13246
2020-08-31,55.15743
2020-09-01,50.70575
2020-09-02,46.36264
2020-09-03,42.45385
2020-09-04,40.39087
2020-09-05,18.56677
2020-09-06,21.28121
2020-09-07,57.87187
2020-09-08,55.59174
2020-09-09,46.79695
2020-09-10,54.8317
2020-09-11,47.23127
2020-09-12,16.82953
2020-09-13,14.44082
2020-09-14,54.39739
2020-09-15,53.63735
2020-09-16,54.72312
2020-09-17,47.44842
2020-09-18,45.49402
2020-09-19,17.15526
2020-09-20,13.78935
2020-09-21,49.5114
2020-09-22,42.01954
2020-09-23,43.21389
2020-09-24,49.61997
2020-09-25,40.60803
2020-09-26,14.98371
2020-09-27,19.10966
2020-09-28,47.01411
2020-09-29,37.67643
2020-09-30,14.00651
2020-10-01,9.6634
2020-10-02,10.20629
2020-10-03,7.49185
2020-10-04,12.37785
2020-10-05,47.557
2020-10-06,43.97394
2020-10-07,39.08794
2020-10-08,39.19652
2020-10-09,17.48099
2020-10-10,12.70358
2020-10-11,11.07491
2020-10-12,45.05971
2020-10-13,45.05971
2020-10-14,52.66015
2020-10-15,48.20846
2020-10-16,50.16286
2020-10-17,15.30944
2020-10-18,19.97828
2020-10-19,61.1292
2020-10-20,58.08903
2020-10-21,55.59174
2020-10-22,47.99131
2020-10-23,38.11074
2020-10-24,15.09229
2020-10-25,16.93811
2020-10-26,52.76872
2020-10-27,48.20846
2020-10-28,47.33984
2020-10-29,36.80781
2020-10-30,35.72204
2020-10-31,13.68078
2020-11-01,29.96742
2020-11-02,51.35722
2020-11-03,38.3279
2020-11-04,39.3051
2020-11-05,36.3735
2020-11-06,38.76221
2020-11-07,14.44082
2020-11-08,13.5722
2020-11-09,42.23669
2020-11-10,50.05428
2020-11-11,41.58523
2020-11-12,43.43105
2020-11-13,51.46579
2020-11-14,22.36699
2020-11-15,21.60694
2020-11-16,52.55157
2020-11-17,46.90553
2020-11-18,44.6254
2020-11-19,41.15092
2020-11-20,40.49945
2020-11-21,14.87513
2020-11-22,14.33224
2020-11-23,43.21389
2020-11-24,40.93376
2020-11-25,48.85993
2020-11-26,44.19109
2020-11-27,36.3735
2020-11-28,17.37242
2020-11-29,14.76655
2020-11-30,40.06514
2020-12-01,46.5798
2020-12-02,42.56243
2020-12-03,41.15092
2020-12-04,38.3279
2020-12-05,19.00108
2020-12-06,16.39522
2020-12-07,38.43648
2020-12-08,49.07709
2020-12-09,44.95114
2020-12-10,46.03691
2020-12-11,51.68295
2020-12-12,17.80673
2020-12-13,19.10966
2020-12-14,55.70032
2020-12-15,51.57437
2020-12-16,51.24864
2020-12-17,47.99131
2020-12-18,43.10532
2020-12-19,16.39522
2020-12-20,15.74375
2020-12-21,48.85993
2020-12-22,49.5114
2020-12-23,48.75135
2020-12-24,47.66558
2020-12-25,27.79587
2020-12-26,19.21824
2020-12-27,24.10423
2020-12-28,52.33441
2020-12-29,53.20304
2020-12-30,52.22584
2020-12-31,49.18566
2021-01-01,18.02388
2021-01-02,15.85233
2021-01-03,22.47557
2021-01-04,54.07166
2021-01-05,57.22041
2021-01-06,53.8545
2021-01-07,52.55157
2021-01-08,53.09446
2021-01-09,28.44733
2021-01-10,25.62432
2021-01-11,65.038
2021-01-12,71.87839
2021-01-13,75.67861
2021-01-14,86.42779
2021-01-15,85.01628
2021-01-16,36.15635
2021-01-17,27.90445
2021-01-18,75.02714
2021-01-19,67.75244
2021-01-20,69.59826
2021-01-21,70.79261
2021-01-22,58.52334
2021-01-23,25.29858
2021-01-24,23.7785
2021-01-25,65.36373
2021-01-26,59.71769
2021-01-27,56.35179
2021-01-28,45.49402
2021-01-29,48.20846
2021-01-30,19.43539
2021-01-31,20.62975
2021-02-01,51.14006
2021-02-02,47.01411
2021-02-03,49.29424
2021-02-04,52.11726
2021-02-05,42.56243
2021-02-06,21.38979
2021-02-07,20.30401
2021-02-08,49.94571
2021-02-09,43.97394
2021-02-10,52.66015
2021-02-11,19.32681
2021-02-12,15.09229
2021-02-13,14.76655
2021-02-14,16.61237
2021-02-15,50.70575
2021-02-16,44.19109
2021-02-17,44.51682
2021-02-18,50.70575
2021-02-19,46.79695
2021-02-20,20.08686
2021-02-21,18.34961
2021-02-22,51.35722
2021-02-23,50.27144
2021-02-24,48.09989
2021-02-25,54.50597
2021-02-26,49.07709
2021-02-27,18.67535
2021-02-28,16.5038
2021-03-01,18.67535
2021-03-02,57.43756
2021-03-03,59.06623
2021-03-04,57.32899
2021-03-05,59.60912
2021-03-06,25.62432
2021-03-07,23.12703
2021-03-08,64.0608
2021-03-09,63.30076
2021-03-10,75.02714
2021-03-11,69.27252
2021-03-12,73.07274
2021-03-13,27.25298
2021-03-14,24.97285
2021-03-15,72.96416
2021-03-16,70.57546
2021-03-17,66.23235
2021-03-18,66.23235
2021-03-19,54.61454
2021-03-20,24.42996
2021-03-21,18.56677
2021-03-22,62.86644
2021-03-23,55.15743
2021-03-24,50.38002
2021-03-25,57.98045
2021-03-26,48.31704
2021-03-27,17.69815
2021-03-28,17.48099
2021-03-29,55.26601
2021-03-30,54.8317
2021-03-31,48.64277
2021-04-01,48.5342
2021-04-02,43.75678
2021-04-03,17.15526
2021-04-04,14.87513
2021-04-05,44.84256
2021-04-06,47.44842
2021-04-07,44.08251
2021-04-08,44.84256
2021-04-09,47.44842
2021-04-10,17.26384
2021-04-11,18.56677
2021-04-12,47.77415
2021-04-13,60.69489
2021-04-14,60.36916
2021-04-15,65.36373
2021-04-16,59.82627
2021-04-17,22.25841
2021-04-18,22.04125
2021-04-19,50.48859
2021-04-20,57.11183
2021-04-21,49.72855
2021-04-22,45.49402
2021-04-23,45.27687
2021-04-24,17.69815
2021-04-25,20.08686
2021-04-26,49.40282
2021-04-27,51.03148
2021-04-28,47.01411
2021-04-29,46.79695
2021-04-30,46.03691
2021-05-01,21.06406
2021-05-02,17.04668
2021-05-03,53.09446
2021-05-04,43.97394
2021-05-05,21.28121
2021-05-06,46.79695
2021-05-07,49.40282
2021-05-08,17.15526
2021-05-09,13.24647
2021-05-10,60.26058
2021-05-11,49.72855
2021-05-12,44.95114
2021-05-13,50.81433
2021-05-14,56.46036
2021-05-15,19.32681
2021-05-16,18.02388
2021-05-17,60.04343
2021-05-18,52.55157
2021-05-19,21.28121
2021-05-20,52.00868
2021-05-21,53.31161
2021-05-22,18.67535
2021-05-23,16.28664
2021-05-24,57.7633
2021-05-25,55.26601
2021-05-26,49.83713
2021-05-27,45.6026
2021-05-28,40.49945
2021-05-29,15.96091
2021-05-30,16.39522
2021-05-31,51.9001
2021-06-01,47.01411
2021-06-02,43.86536
2021-06-03,40.82519
2021-06-04,40.82519
2021-06-05,15.85233
2021-06-06,14.11509
2021-06-07,45.16829
2021-06-08,45.49402
2021-06-09,44.84256
2021-06-10,51.68295
2021-06-11,48.42562
2021-06-12,15.30944
2021-06-13,17.9153
2021-06-14,56.13463
2021-06-15,63.0836
2021-06-16,53.8545
2021-06-17,50.27144
2021-06-18,46.68838
2021-06-19,18.13246
2021-06-20,18.45819
2021-06-21,51.46579
2021-06-22,46.79695
2021-06-23,45.27687
2021-06-24,46.5798
2021-06-25,45.38545
2021-06-26,16.39522
2021-06-27,16.93811
2021-06-28,46.47122
2021-06-29,44.19109
2021-06-30,50.16286
2021-07-01,49.5114
2021-07-02,39.19652
2021-07-03,20.30401
2021-07-04,15.85233
2021-07-05,50.70575
2021-07-06,51.46579
2021-07-07,46.03691
2021-07-08,47.557
2021-07-09,52.33441
2021-07-10,18.67535
2021-07-11,18.02388
2021-07-12,53.42019
2021-07-13,57.22041
2021-07-14,59.06623
2021-07-15,58.30618
2021-07-16,54.50597
2021-07-17,17.04668
2021-07-18,16.28664
2021-07-19,54.50597
2021-07-20,52.8773
2021-07-21,47.01411
2021-07-22,44.08251
2021-07-23,48.42562
2021-07-24,15.20086
2021-07-25,16.82953
2021-07-26,49.07709
2021-07-27,43.10532
2021-07-28,44.95114
2021-07-29,40.93376
2021-07-30,40.60803
2021-07-31,13.68078
2021-08-01,17.58957
2021-08-02,41.58523
2021-08-03,42.45385
2021-08-04,39.84799
2021-08-05,43.43105
2021-08-06,39.63083
2021-08-07,18.8925
2021-08-08,18.8925
2021-08-09,44.19109
2021-08-10,48.75135
2021-08-11,48.5342
2021-08-12,47.77415
2021-08-13,55.8089
2021-08-14,23.34419
2021-08-15,14.87513
2021-08-16,23.99565
2021-08-17,61.88925
2021-08-18,51.57437
2021-08-19,49.07709
2021-08-20,43.6482
2021-08-21,16.72095
2021-08-22,13.02931
2021-08-23,47.01411
2021-08-24,44.6254
2021-08-25,49.40282
2021-08-26,43.75678
2021-08-27,42.45385
2021-08-28,16.72095
2021-08-29,12.16069
2021-08-30,39.73941
2021-08-31,45.92833
2021-09-01,40.49945
2021-09-02,37.02497
2021-09-03,39.52225
2021-09-04,15.41802
2021-09-05,11.83496
2021-09-06,42.77958
2021-09-07,41.47665
2021-09-08,39.63083
2021-09-09,37.78501
2021-09-10,44.95114
2021-09-11,16.61237
2021-09-12,14.76655
2021-09-13,44.95114
2021-09-14,47.44842
2021-09-15,51.68295
2021-09-16,48.5342
2021-09-17,46.25407
2021-09-18,14.5494
2021-09-19,11.07491
2021-09-20,10.31487
2021-09-21,9.12052
2021-09-22,14.00651
2021-09-23,50.70575
2021-09-24,47.23127
2021-09-25,16.39522
2021-09-26,16.82953
2021-09-27,47.66558
2021-09-28,47.557
2021-09-29,41.91096
2021-09-30,42.671
2021-10-01,40.82519
2021-10-02,13.78935
2021-10-03,10.85776
2021-10-04,15.5266
2021-10-05,47.12269
2021-10-06,41.69381
2021-10-07,42.01954
2021-10-08,44.6254
2021-10-09,13.78935
2021-10-10,14.33224
2021-10-11,17.80673
2021-10-12,51.46579
2021-10-13,53.52877
2021-10-14,57.87187
2021-10-15,51.14006
2021-10-16,14.76655
2021-10-17,15.30944
2021-10-18,53.31161
2021-10-19,42.12812
2021-10-20,44.95114
2021-10-21,42.671
2021-10-22,34.4191
2021-10-23,14.44082
2021-10-24,12.05211
2021-10-25,45.71118
2021-10-26,40.39087
2021-10-27,44.51682
2021-10-28,40.39087
2021-10-29,40.06514
2021-10-30,15.30944
2021-10-31,17.9153
2021-11-01,51.24864
2021-11-02,44.95114
2021-11-03,43.6482
2021-11-04,41.58523
2021-11-05,37.67643
2021-11-06,14.11509
2021-11-07,13.78935
2021-11-08,44.19109
2021-11-09,46.36264
2021-11-10,48.09989
2021-11-11,45.16829
2021-11-12,48.85993
2021-11-13,21.49837
2021-11-14,19.32681
2021-11-15,54.8317
2021-11-16,53.96308
2021-11-17,51.57437
2021-11-18,44.6254
2021-11-19,42.45385
2021-11-20,17.26384
2021-11-21,12.70358
2021-11-22,45.27687
2021-11-23,38.76221
2021-11-24,36.91639
2021-11-25,44.19109
2021-11-26,32.46471
2021-11-27,13.78935
2021-11-28,14.98371
2021-11-29,37.78501
2021-11-30,39.73941
2021-12-01,37.67643
2021-12-02,36.04777
2021-12-03,38.21932
2021-12-04,16.17806
2021-12-05,15.63517
2021-12-06,42.77958
2021-12-07,45.92833
2021-12-08,39.73941
2021-12-09,37.02497
2021-12-10,40.82519
2021-12-11,16.17806
2021-12-12,22.14983
2021-12-13,44.40825
2021-12-14,52.44299
2021-12-15,50.70575
2021-12-16,43.6482
2021-12-17,33.65906
2021-12-18,13.89793
2021-12-19,15.63517
2021-12-20,42.45385
2021-12-21,42.45385
2021-12-22,35.07057
2021-12-23,35.28773
2021-12-24,41.04234
2021-12-25,15.5266
2021-12-26,20.30401
2021-12-27,45.38545
2021-12-28,43.43105
2021-12-29,44.08251
2021-12-30,49.29424
2021-12-31,37.3507
2022-01-01,14.65798
2022-01-02,18.56677
2022-01-03,42.45385
2022-01-04,44.08251
2022-01-05,48.85993
2022-01-06,46.79695
2022-01-07,40.06514
2022-01-08,17.48099
2022-01-09,13.78935
2022-01-10,48.5342
2022-01-11,42.77958
2022-01-12,45.27687
2022-01-13,49.83713
2022-01-14,65.25515
2022-01-15,19.76112
2022-01-16,19.76112
2022-01-17,60.80347
2022-01-18,56.7861
2022-01-19,51.03148
2022-01-20,55.26601
2022-01-21,44.29967
2022-01-22,19.43539
2022-01-23,22.58414
2022-01-24,47.66558
2022-01-25,49.29424
2022-01-26,44.73398
2022-01-27,40.82519
2022-01-28,39.19652
2022-01-29,14.5494
2022-01-30,12.26927
2022-01-31,12.37785
2022-02-01,9.77198
2022-02-02,13.68078
2022-02-03,40.39087
2022-02-04,39.63083
2022-02-05,19.32681
2022-02-06,15.5266
2022-02-07,42.671
2022-02-08,38.43648
2022-02-09,34.09337
2022-02-10,36.91639
2022-02-11,37.24212
2022-02-12,11.18349
2022-02-13,15.74375
2022-02-14,42.671
2022-02-15,46.03691
2022-02-16,42.56243
2022-02-17,37.56786
2022-02-18,36.15635
2022-02-19,14.11509
2022-02-20,13.24647
2022-02-21,42.88816
2022-02-22,45.16829
2022-02-23,37.13355
2022-02-24,38.97937
2022-02-25,41.91096
2022-02-26,18.45819
2022-02-27,14.76655
2022-02-28,44.95114
2022-03-01,22.8013
2022-03-02,40.93376
2022-03-03,38.87079
2022-03-04,39.41368
2022-03-05,18.78393
2022-03-06,15.5266
2022-03-07,50.48859
2022-03-08,46.5798
2022-03-09,15.41802
2022-03-10,57.22041
2022-03-11,61.99782
2022-03-12,21.38979
2022-03-13,16.61237
2022-03-14,65.90662
2022-03-15,67.86102
2022-03-16,66.34093
2022-03-17,58.63192
2022-03-18,52.44299
2022-03-19,19.32681
2022-03-20,16.82953
2022-03-21,60.91205
2022-03-22,54.28881
2022-03-23,49.5114
2022-03-24,47.557
2022-03-25,46.36264
2022-03-26,22.25841
2022-03-27,15.85233
2022-03-28,51.03148
2022-03-29,49.18566
2022-03-30,50.27144
2022-03-31,49.5114
2022-04-01,47.77415
2022-04-02,21.28121
2022-04-03,17.15526
2022-04-04,46.03691
2022-04-05,48.31704
2022-04-06,43.53963
2022-04-07,51.46579
2022-04-08,49.83713
2022-04-09,18.24104
2022-04-10,16.28664
2022-04-11,55.8089
2022-04-12,55.26601
2022-04-13,56.02605
2022-04-14,69.05537
2022-04-15,62.97502
2022-04-16,21.49837
2022-04-17,21.38979
2022-04-18,58.84907
2022-04-19,55.8089
2022-04-20,56.89467
2022-04-21,53.42019
2022-04-22,48.5342
2022-04-23,20.8469
2022-04-24,16.72095
2022-04-25,63.73507
2022-04-26,54.07166
2022-04-27,51.46579
2022-04-28,44.95114
2022-04-29,43.21389
2022-04-30,22.25841
2022-05-01,19.10966
2022-05-02,55.70032
2022-05-03,48.96851
2022-05-04,47.66558
2022-05-05,22.58414
2022-05-06,52.44299
2022-05-07,18.34961
2022-05-08,18.24104
2022-05-09,56.24321
2022-05-10,69.81541
2022-05-11,59.39196
2022-05-12,62.75787
2022-05-13,72.09554
2022-05-14,24.7557
2022-05-15,19.54397
2022-05-16,69.48968
2022-05-17,64.49511
2022-05-18,53.09446
2022-05-19,51.03148
2022-05-20,51.68295
2022-05-21,19.76112
2022-05-22,17.48099
2022-05-23,57.32899
2022-05-24,53.8545
2022-05-25,56.67752
2022-05-26,51.35722
2022-05-27,48.64277
2022-05-28,17.58957
2022-05-29,16.06948
2022-05-30,56.89467
2022-05-31,56.56894
2022-06-01,22.47557
2022-06-02,53.8545
2022-06-03,51.14006
2022-06-04,16.93811
2022-06-05,14.22366
2022-06-06,16.17806
2022-06-07,51.79153
2022-06-08,56.46036
2022-06-09,56.67752
2022-06-10,62.32356
2022-06-11,19.65255
2022-06-12,17.37242
2022-06-13,62.43213
2022-06-14,77.74158
2022-06-15,80.99891
2022-06-16,71.87839
2022-06-17,58.52334
2022-06-18,21.17263
2022-06-19,16.39522
2022-06-20,60.58631
2022-06-21,64.0608
2022-06-22,51.9001
2022-06-23,53.20304
2022-06-24,53.63735
2022-06-25,15.5266
2022-06-26,17.15526
2022-06-27,54.07166
2022-06-28,53.63735
2022-06-29,48.20846
2022-06-30,59.1748
2022-07-01,52.66015
2022-07-02,15.85233
2022-07-03,21.8241
2022-07-04,56.46036
2022-07-05,54.61454
2022-07-06,54.28881
2022-07-07,52.66015
2022-07-08,57.54614
2022-07-09,21.17263
2022-07-10,20.95548
2022-07-11,68.72964
2022-07-12,69.05537
2022-07-13,58.95765
2022-07-14,75.35287
2022-07-15,74.48425
2022-07-16,20.8469
2022-07-17,21.17263
2022-07-18,65.68946
2022-07-19,63.30076
2022-07-20,52.44299
2022-07-21,54.07166
2022-07-22,48.31704
2022-07-23,17.80673
2022-07-24,18.78393
2022-07-25,63.51791
2022-07-26,53.31161
2022-07-27,57.54614
2022-07-28,48.20846
2022-07-29,54.39739
2022-07-30,20.8469
2022-07-31,16.93811
2022-08-01,58.74049
2022-08-02,49.72855
2022-08-03,51.03148
2022-08-04,55.59174
2022-08-05,49.07709
2022-08-06,20.95548
2022-08-07,20.62975
2022-08-08,53.63735
2022-08-09,48.96851
2022-08-10,61.99782
2022-08-11,59.1748
2022-08-12,69.27252
2022-08-13,23.66992
2022-08-14,21.49837
2022-08-15,23.23561
2022-08-16,68.29533
2022-08-17,71.22692
2022-08-18,55.48317
2022-08-19,56.89467
2022-08-20,22.58414
2022-08-21,19.21824
2022-08-22,58.95765
2022-08-23,58.95765
2022-08-24,52.00868
2022-08-25,58.84907
2022-08-26,50.38002
2022-08-27,17.37242
2022-08-28,18.13246
2022-08-29,50.16286
2022-08-30,47.77415
2022-08-31,53.52877
2022-09-01,51.14006
2022-09-02,42.77958
2022-09-03,19.97828
2022-09-04,18.45819
2022-09-05,47.44842
2022-09-06,49.40282
2022-09-07,53.96308
2022-09-08,51.57437
2022-09-09,17.69815
2022-09-10,10.96634
2022-09-11,14.5494
2022-09-12,19.54397
2022-09-13,69.27252
2022-09-14,81.43322
2022-09-15,79.15309
2022-09-16,62.54071
2022-09-17,17.58957
2022-09-18,17.9153
2022-09-19,56.46036
2022-09-20,59.39196
2022-09-21,54.39739
2022-09-22,52.98588
2022-09-23,50.70575
2022-09-24,20.19543
2022-09-25,17.9153
2022-09-26,55.37459
2022-09-27,56.56894
2022-09-28,55.70032
2022-09-29,50.16286
2022-09-30,54.18023
2022-10-01,20.62975
2022-10-02,15.41802
2022-10-03,25.29858
2022-10-04,57.98045
2022-10-05,54.94028
2022-10-06,54.94028
2022-10-07,58.52334
2022-10-08,20.41259
2022-10-09,14.76655
2022-10-10,19.76112
2022-10-11,63.51791
2022-10-12,57.7633
2022-10-13,63.51791
2022-10-14,77.52442
2022-10-15,31.0532
2022-10-16,22.36699
2022-10-17,72.85559
2022-10-18,71.3355
2022-10-19,64.38653
2022-10-20,61.45494
2022-10-21,55.91748
2022-10-22,23.88707
2022-10-23,20.08686
2022-10-24,64.16938
2022-10-25,65.79804
2022-10-26,64.71226
2022-10-27,52.22584
2022-10-28,48.64277
2022-10-29,21.38979
2022-10-30,14.22366
2022-10-31,60.47774
2022-11-01,70.03257
2022-11-02,58.19761
2022-11-03,59.1748
2022-11-04,51.24864
2022-11-05,34.09337
2022-11-06,28.99022
2022-11-07,63.19218
2022-11-08,55.70032
2022-11-09,51.03148
2022-11-10,67.86102
2022-11-11,56.24321
2022-11-12,25.95005
2022-11-13,23.45276
2022-11-14,70.68403
2022-11-15,65.038
2022-11-16,61.1292
2022-11-17,51.35722
2022-11-18,49.18566
2022-11-19,23.12703
2022-11-20,23.34419
2022-11-21,55.15743
2022-11-22,48.96851
2022-11-23,45.16829
2022-11-24,44.51682
2022-11-25,53.63735
2022-11-26,22.69272
2022-11-27,20.19543
2022-11-28,52.22584
2022-11-29,52.98588
2022-11-30,53.63735
2022-12-01,55.70032
2022-12-02,42.12812
2022-12-03,19.8697
2022-12-04,19.8697
2022-12-05,48.64277
2022-12-06,53.63735
2022-12-07,52.55157
2022-12-08,50.9229
2022-12-09,58.74049
2022-12-10,22.36699
2022-12-11,23.99565
2022-12-12,55.26601
2022-12-13,55.59174
2022-12-14,62.21498
2022-12-15,58.19761
2022-12-16,49.61997
2022-12-17,21.60694
2022-12-18,25.29858
2022-12-19,58.63192
2022-12-20,56.56894
2022-12-21,46.90553
2022-12-22,52.44299
2022-12-23,45.81976
2022-12-24,19.21824
2022-12-25,19.10966
2022-12-26,55.37459
2022-12-27,55.91748
2022-12-28,57.00325
2022-12-29,58.95765
2022-12-30,57.22041
2022-12-31,19.43539
2023-01-01,19.32681
2023-01-02,52.22584
2023-01-03,51.03148
2023-01-04,53.63735
2023-01-05,54.8317
2023-01-06,47.44842
2023-01-07,18.56677
2023-01-08,19.54397
2023-01-09,54.94028
2023-01-10,61.23778
2023-01-11,59.93485
2023-01-12,65.79804
2023-01-13,74.80998
2023-01-14,26.49294
2023-01-15,26.49294
2023-01-16,83.17046
2023-01-17,75.67861
2023-01-18,64.49511
2023-01-19,59.60912
2023-01-20,61.02062
2023-01-21,18.34961
2023-01-22,16.06948
2023-01-23,17.37242
2023-01-24,22.36699
2023-01-25,68.51248
2023-01-26,64.49511
2023-01-27,51.03148
2023-01-28,21.60694
2023-01-29,19.10966
2023-01-30,54.07166
2023-01-31,60.69489
2023-02-01,48.20846
2023-02-02,49.29424
2023-02-03,40.49945
2023-02-04,19.76112
2023-02-05,19.10966
2023-02-06,47.01411
2023-02-07,44.51682
2023-02-08,45.38545
2023-02-09,42.45385
2023-02-10,56.24321
2023-02-11,22.69272
2023-02-12,21.17263
2023-02-13,58.08903
2023-02-14,60.69489
2023-02-15,70.79261
2023-02-16,55.48317
2023-02-17,51.68295
2023-02-18,20.8469
2023-02-19,27.36156
2023-02-20,65.90662
2023-02-21,54.94028
2023-02-22,51.14006
2023-02-23,49.72855
2023-02-24,52.44299
2023-02-25,19.00108
2023-02-26,20.08686
2023-02-27,49.94571
2023-02-28,56.13463
2023-03-01,29.20738
2023-03-02,53.42019
2023-03-03,51.46579
2023-03-04,23.88707
2023-03-05,18.78393
2023-03-06,66.99239
2023-03-07,59.28338
2023-03-08,62.97502
2023-03-09,66.55808
2023-03-10,68.72964
2023-03-11,25.62432
2023-03-12,24.42996
2023-03-13,80.34744
2023-03-14,99.67426
2023-03-15,100.0
2023-03-16,83.27904
2023-03-17,74.48425
2023-03-18,25.95005
2023-03-19,23.34419
2023-03-20,74.48425
2023-03-21,79.80456
2023-03-22,67.96959
2023-03-23,62.97502
2023-03-24,63.84364
2023-03-25,28.55591
2023-03-26,22.36699
2023-03-27,67.64386
2023-03-28,63.0836
2023-03-29,55.8089
2023-03-30,56.67752
2023-03-31,59.93485
2023-04-01,20.08686
2023-04-02,21.93268
2023-04-03,62.21498
2023-04-04,52.55157
2023-04-05,61.45494
2023-04-06,57.7633
2023-04-07,55.59174
2023-04-08,23.12703
2023-04-09,20.8469
2023-04-10,63.73507
2023-04-11,60.91205
2023-04-12,63.84364
2023-04-13,57.11183
2023-04-14,74.48425
2023-04-15,24.53854
2023-04-16,19.21824
2023-04-17,60.69489
2023-04-18,58.30618
2023-04-19,49.94571
2023-04-20,54.72312
2023-04-21,49.18566
2023-04-22,17.48099
2023-04-23,17.58957
2023-04-24,47.01411
2023-04-25,57.22041
2023-04-26,54.50597
2023-04-27,44.08251
2023-04-28,45.38545
2023-04-29,17.80673
2023-04-30,14.33224
2023-05-01,25.95005
2023-05-02,56.46036
2023-05-03,46.68838
2023-05-04,47.23127
2023-05-05,18.34961
2023-05-06,16.39522
2023-05-07,17.26384
2023-05-08,62.86644
2023-05-09,55.26601
2023-05-10,68.18675
2023-05-11,63.19218
2023-05-12,63.62649
2023-05-13,21.60694
2023-05-14,21.17263
2023-05-15,70.79261
2023-05-16,59.60912
2023-05-17,59.39196
2023-05-18,53.52877
2023-05-19,49.72855
2023-05-20,19.32681
2023-05-21,18.13246
2023-05-22,54.50597
2023-05-23,50.48859
2023-05-24,45.6026
2023-05-25,54.72312
2023-05-26,43.86536
2023-05-27,17.9153
2023-05-28,14.65798
