date,판결문
2020-06-19,17.42738
2020-06-20,8.16044
2020-06-21,8.43706
2020-06-22,16.73582
2020-06-23,20.05532
2020-06-24,23.37482
2020-06-25,16.04426
2020-06-26,16.04426
2020-06-27,6.91562
2020-06-28,8.02213
2020-06-29,13.69294
2020-06-30,17.84232
2020-07-01,16.18257
2020-07-02,16.59751
2020-07-03,10.23513
2020-07-04,6.639
2020-07-05,7.33056
2020-07-06,18.25726
2020-07-07,22.26832
2020-07-08,19.22544
2020-07-09,17.98063
2020-07-10,16.87413
2020-07-11,7.88381
2020-07-12,8.57538
2020-07-13,20.05532
2020-07-14,20.05532
2020-07-15,17.01244
2020-07-16,26.55601
2020-07-17,18.39557
2020-07-18,8.57538
2020-07-19,7.60719
2020-07-20,21.30013
2020-07-21,21.30013
2020-07-22,19.50207
2020-07-23,20.74688
2020-07-24,19.91701
2020-07-25,5.80912
2020-07-26,7.33056
2020-07-27,17.15076
2020-07-28,15.21438
2020-07-29,18.94882
2020-07-30,14.79944
2020-07-31,12.03319
2020-08-01,6.50069
2020-08-02,6.36237
2020-08-03,15.35269
2020-08-04,13.55463
2020-08-05,16.04426
2020-08-06,14.93775
2020-08-07,10.92669
2020-08-08,4.70262
2020-08-09,6.36237
2020-08-10,13.69294
2020-08-11,18.67219
2020-08-12,14.66113
2020-08-13,16.87413
2020-08-14,13.278
2020-08-15,8.16044
2020-08-16,7.05394
2020-08-17,8.29875
2020-08-18,13.83125
2020-08-19,21.9917
2020-08-20,22.82157
2020-08-21,22.26832
2020-08-22,8.02213
2020-08-23,9.12863
2020-08-24,15.21438
2020-08-25,17.01244
2020-08-26,14.52282
2020-08-27,18.94882
2020-08-28,14.10788
2020-08-29,8.02213
2020-08-30,7.19225
2020-08-31,18.11894
2020-09-01,12.30982
2020-09-02,15.491
2020-09-03,16.73582
2020-09-04,12.1715
2020-09-05,5.67081
2020-09-06,6.08575
2020-09-07,12.1715
2020-09-08,16.18257
2020-09-09,20.33195
2020-09-10,18.25726
2020-09-11,16.32088
2020-09-12,9.12863
2020-09-13,7.19225
2020-09-14,17.70401
2020-09-15,14.93775
2020-09-16,21.43845
2020-09-17,20.19363
2020-09-18,18.94882
2020-09-19,10.23513
2020-09-20,7.46887
2020-09-21,17.15076
2020-09-22,16.87413
2020-09-23,20.47026
2020-09-24,22.68326
2020-09-25,16.32088
2020-09-26,7.05394
2020-09-27,8.43706
2020-09-28,19.36376
2020-09-29,11.89488
2020-09-30,4.70262
2020-10-01,4.70262
2020-10-02,26.00276
2020-10-03,15.07607
2020-10-04,8.71369
2020-10-05,16.73582
2020-10-06,16.59751
2020-10-07,19.64038
2020-10-08,16.73582
2020-10-09,7.60719
2020-10-10,7.19225
2020-10-11,8.852
2020-10-12,28.90733
2020-10-13,30.8437
2020-10-14,20.60857
2020-10-15,19.64038
2020-10-16,19.08713
2020-10-17,8.16044
2020-10-18,10.37344
2020-10-19,14.79944
2020-10-20,22.40663
2020-10-21,19.36376
2020-10-22,19.77869
2020-10-23,17.01244
2020-10-24,5.94744
2020-10-25,8.71369
2020-10-26,19.36376
2020-10-27,21.16182
2020-10-28,17.84232
2020-10-29,22.68326
2020-10-30,15.35269
2020-10-31,6.91562
2020-11-01,8.02213
2020-11-02,22.54495
2020-11-03,16.87413
2020-11-04,20.60857
2020-11-05,20.47026
2020-11-06,20.74688
2020-11-07,8.71369
2020-11-08,6.77731
2020-11-09,18.25726
2020-11-10,21.71507
2020-11-11,16.32088
2020-11-12,19.08713
2020-11-13,20.60857
2020-11-14,8.16044
2020-11-15,8.16044
2020-11-16,19.64038
2020-11-17,18.25726
2020-11-18,21.16182
2020-11-19,21.16182
2020-11-20,17.84232
2020-11-21,10.78838
2020-11-22,9.12863
2020-11-23,17.70401
2020-11-24,16.59751
2020-11-25,20.19363
2020-11-26,19.36376
2020-11-27,17.42738
2020-11-28,8.852
2020-11-29,7.7455
2020-11-30,17.01244
2020-12-01,30.29045
2020-12-02,20.74688
2020-12-03,14.79944
2020-12-04,19.50207
2020-12-05,8.71369
2020-12-06,11.75656
2020-12-07,19.08713
2020-12-08,17.70401
2020-12-09,18.25726
2020-12-10,17.70401
2020-12-11,20.8852
2020-12-12,8.852
2020-12-13,10.23513
2020-12-14,21.02351
2020-12-15,17.15076
2020-12-16,20.33195
2020-12-17,22.26832
2020-12-18,20.8852
2020-12-19,7.60719
2020-12-20,7.05394
2020-12-21,17.84232
2020-12-22,18.94882
2020-12-23,30.56708
2020-12-24,41.21715
2020-12-25,28.6307
2020-12-26,12.03319
2020-12-27,9.82019
2020-12-28,19.77869
2020-12-29,15.21438
2020-12-30,14.3845
2020-12-31,13.00138
2021-01-01,5.94744
2021-01-02,5.5325
2021-01-03,6.08575
2021-01-04,14.93775
2021-01-05,15.76763
2021-01-06,14.66113
2021-01-07,13.83125
2021-01-08,12.1715
2021-01-09,6.91562
2021-01-10,6.91562
2021-01-11,14.66113
2021-01-12,14.79944
2021-01-13,18.25726
2021-01-14,24.48132
2021-01-15,17.98063
2021-01-16,6.91562
2021-01-17,8.16044
2021-01-18,17.70401
2021-01-19,18.67219
2021-01-20,13.69294
2021-01-21,16.87413
2021-01-22,18.53388
2021-01-23,5.5325
2021-01-24,7.33056
2021-01-25,16.32088
2021-01-26,19.08713
2021-01-27,17.01244
2021-01-28,17.42738
2021-01-29,13.83125
2021-01-30,6.77731
2021-01-31,6.22406
2021-02-01,14.10788
2021-02-02,13.278
2021-02-03,17.28907
2021-02-04,18.11894
2021-02-05,15.90594
2021-02-06,6.91562
2021-02-07,6.77731
2021-02-08,13.83125
2021-02-09,15.491
2021-02-10,11.75656
2021-02-11,4.56431
2021-02-12,4.70262
2021-02-13,4.70262
2021-02-14,6.639
2021-02-15,13.41632
2021-02-16,10.78838
2021-02-17,17.84232
2021-02-18,16.87413
2021-02-19,13.69294
2021-02-20,4.426
2021-02-21,7.19225
2021-02-22,14.66113
2021-02-23,12.44813
2021-02-24,10.65006
2021-02-25,13.83125
2021-02-26,12.03319
2021-02-27,4.70262
2021-02-28,4.426
2021-03-01,4.14937
2021-03-02,9.82019
2021-03-03,15.21438
2021-03-04,11.34163
2021-03-05,10.09681
2021-03-06,7.88381
2021-03-07,4.97925
2021-03-08,14.79944
2021-03-09,11.065
2021-03-10,16.73582
2021-03-11,13.278
2021-03-12,12.1715
2021-03-13,7.60719
2021-03-14,7.88381
2021-03-15,14.93775
2021-03-16,13.55463
2021-03-17,16.32088
2021-03-18,14.24619
2021-03-19,13.41632
2021-03-20,9.82019
2021-03-21,8.99031
2021-03-22,14.66113
2021-03-23,13.69294
2021-03-24,15.90594
2021-03-25,13.69294
2021-03-26,11.065
2021-03-27,6.50069
2021-03-28,9.40525
2021-03-29,14.24619
2021-03-30,15.491
2021-03-31,15.21438
2021-04-01,13.83125
2021-04-02,13.00138
2021-04-03,8.16044
2021-04-04,6.22406
2021-04-05,13.69294
2021-04-06,14.66113
2021-04-07,14.24619
2021-04-08,13.41632
2021-04-09,16.04426
2021-04-10,5.94744
2021-04-11,7.33056
2021-04-12,15.07607
2021-04-13,13.69294
2021-04-14,13.96957
2021-04-15,18.53388
2021-04-16,17.15076
2021-04-17,6.639
2021-04-18,5.11756
2021-04-19,16.45919
2021-04-20,16.32088
2021-04-21,18.81051
2021-04-22,17.98063
2021-04-23,11.47994
2021-04-24,8.16044
2021-04-25,7.88381
2021-04-26,12.86307
2021-04-27,16.45919
2021-04-28,15.21438
2021-04-29,17.42738
2021-04-30,17.98063
2021-05-01,7.46887
2021-05-02,6.639
2021-05-03,17.28907
2021-05-04,17.84232
2021-05-05,8.02213
2021-05-06,14.3845
2021-05-07,14.93775
2021-05-08,7.46887
2021-05-09,8.99031
2021-05-10,14.24619
2021-05-11,16.73582
2021-05-12,16.45919
2021-05-13,18.94882
2021-05-14,18.94882
2021-05-15,13.55463
2021-05-16,15.21438
2021-05-17,18.39557
2021-05-18,17.01244
2021-05-19,9.26694
2021-05-20,22.95988
2021-05-21,13.96957
2021-05-22,8.71369
2021-05-23,9.68188
2021-05-24,14.93775
2021-05-25,16.18257
2021-05-26,17.70401
2021-05-27,24.61964
2021-05-28,20.33195
2021-05-29,10.37344
2021-05-30,12.44813
2021-05-31,18.94882
2021-06-01,21.30013
2021-06-02,20.60857
2021-06-03,15.90594
2021-06-04,16.73582
2021-06-05,9.40525
2021-06-06,9.82019
2021-06-07,17.98063
2021-06-08,38.58921
2021-06-09,69.2946
2021-06-10,24.75795
2021-06-11,21.02351
2021-06-12,10.78838
2021-06-13,10.92669
2021-06-14,16.45919
2021-06-15,20.05532
2021-06-16,16.59751
2021-06-17,20.47026
2021-06-18,17.56569
2021-06-19,6.22406
2021-06-20,9.40525
2021-06-21,19.91701
2021-06-22,17.28907
2021-06-23,17.70401
2021-06-24,14.66113
2021-06-25,14.10788
2021-06-26,7.05394
2021-06-27,7.60719
2021-06-28,13.13969
2021-06-29,15.62932
2021-06-30,12.86307
2021-07-01,12.44813
2021-07-02,12.1715
2021-07-03,10.37344
2021-07-04,6.77731
2021-07-05,16.59751
2021-07-06,18.25726
2021-07-07,20.33195
2021-07-08,18.39557
2021-07-09,15.35269
2021-07-10,8.57538
2021-07-11,8.16044
2021-07-12,18.39557
2021-07-13,20.33195
2021-07-14,20.33195
2021-07-15,20.33195
2021-07-16,21.57676
2021-07-17,8.16044
2021-07-18,9.54356
2021-07-19,16.04426
2021-07-20,15.491
2021-07-21,18.53388
2021-07-22,18.53388
2021-07-23,15.21438
2021-07-24,7.7455
2021-07-25,5.25587
2021-07-26,12.72475
2021-07-27,13.00138
2021-07-28,12.30982
2021-07-29,12.72475
2021-07-30,12.86307
2021-07-31,4.84094
2021-08-01,5.94744
2021-08-02,13.55463
2021-08-03,15.07607
2021-08-04,13.278
2021-08-05,12.72475
2021-08-06,11.75656
2021-08-07,5.39419
2021-08-08,5.39419
2021-08-09,13.00138
2021-08-10,15.07607
2021-08-11,22.54495
2021-08-12,19.08713
2021-08-13,21.57676
2021-08-14,10.37344
2021-08-15,8.57538
2021-08-16,8.16044
2021-08-17,16.87413
2021-08-18,17.98063
2021-08-19,21.16182
2021-08-20,16.18257
2021-08-21,6.08575
2021-08-22,7.88381
2021-08-23,16.87413
2021-08-24,17.28907
2021-08-25,20.05532
2021-08-26,19.64038
2021-08-27,18.53388
2021-08-28,10.09681
2021-08-29,7.33056
2021-08-30,16.32088
2021-08-31,15.07607
2021-09-01,15.62932
2021-09-02,15.90594
2021-09-03,20.8852
2021-09-04,9.12863
2021-09-05,7.19225
2021-09-06,20.8852
2021-09-07,21.43845
2021-09-08,21.85338
2021-09-09,21.57676
2021-09-10,20.47026
2021-09-11,8.71369
2021-09-12,8.02213
2021-09-13,12.1715
2021-09-14,18.11894
2021-09-15,20.19363
2021-09-16,22.82157
2021-09-17,15.491
2021-09-18,6.91562
2021-09-19,5.39419
2021-09-20,4.56431
2021-09-21,5.94744
2021-09-22,7.88381
2021-09-23,18.25726
2021-09-24,13.55463
2021-09-25,6.08575
2021-09-26,7.7455
2021-09-27,16.73582
2021-09-28,18.25726
2021-09-29,18.53388
2021-09-30,21.71507
2021-10-01,17.15076
2021-10-02,8.57538
2021-10-03,5.11756
2021-10-04,8.852
2021-10-05,17.98063
2021-10-06,21.02351
2021-10-07,16.45919
2021-10-08,16.73582
2021-10-09,7.19225
2021-10-10,7.88381
2021-10-11,9.54356
2021-10-12,15.21438
2021-10-13,20.33195
2021-10-14,32.91839
2021-10-15,66.39004
2021-10-16,100.0
2021-10-17,13.41632
2021-10-18,14.66113
2021-10-19,21.30013
2021-10-20,18.81051
2021-10-21,19.50207
2021-10-22,19.91701
2021-10-23,6.50069
2021-10-24,9.12863
2021-10-25,17.28907
2021-10-26,23.37482
2021-10-27,23.65145
2021-10-28,20.33195
2021-10-29,22.13001
2021-10-30,8.02213
2021-10-31,9.82019
2021-11-01,18.94882
2021-11-02,21.57676
2021-11-03,20.60857
2021-11-04,24.89626
2021-11-05,13.96957
2021-11-06,7.46887
2021-11-07,12.03319
2021-11-08,20.47026
2021-11-09,18.94882
2021-11-10,20.8852
2021-11-11,19.08713
2021-11-12,16.32088
2021-11-13,9.26694
2021-11-14,9.12863
2021-11-15,14.24619
2021-11-16,20.74688
2021-11-17,19.50207
2021-11-18,18.81051
2021-11-19,16.73582
2021-11-20,9.54356
2021-11-21,15.21438
2021-11-22,19.50207
2021-11-23,19.91701
2021-11-24,19.77869
2021-11-25,18.39557
2021-11-26,20.47026
2021-11-27,7.7455
2021-11-28,11.20331
2021-11-29,17.70401
2021-11-30,17.84232
2021-12-01,15.76763
2021-12-02,17.70401
2021-12-03,17.01244
2021-12-04,7.46887
2021-12-05,7.46887
2021-12-06,19.22544
2021-12-07,19.91701
2021-12-08,19.36376
2021-12-09,20.33195
2021-12-10,24.06639
2021-12-11,10.92669
2021-12-12,8.16044
2021-12-13,18.94882
2021-12-14,18.39557
2021-12-15,20.8852
2021-12-16,18.39557
2021-12-17,18.11894
2021-12-18,8.02213
2021-12-19,8.29875
2021-12-20,19.36376
2021-12-21,16.32088
2021-12-22,17.56569
2021-12-23,13.41632
2021-12-24,13.00138
2021-12-25,4.01106
2021-12-26,6.22406
2021-12-27,12.44813
2021-12-28,15.35269
2021-12-29,15.07607
2021-12-30,11.89488
2021-12-31,7.46887
2022-01-01,3.87275
2022-01-02,4.97925
2022-01-03,10.09681
2022-01-04,12.03319
2022-01-05,12.58644
2022-01-06,17.15076
2022-01-07,11.75656
2022-01-08,6.639
2022-01-09,6.36237
2022-01-10,10.78838
2022-01-11,12.30982
2022-01-12,15.76763
2022-01-13,20.8852
2022-01-14,53.80359
2022-01-15,40.24896
2022-01-16,13.41632
2022-01-17,16.32088
2022-01-18,16.59751
2022-01-19,12.58644
2022-01-20,19.08713
2022-01-21,15.90594
2022-01-22,7.19225
2022-01-23,7.60719
2022-01-24,16.18257
2022-01-25,21.02351
2022-01-26,15.62932
2022-01-27,17.15076
2022-01-28,16.04426
2022-01-29,4.426
2022-01-30,6.36237
2022-01-31,4.56431
2022-02-01,4.01106
2022-02-02,3.87275
2022-02-03,14.79944
2022-02-04,14.3845
2022-02-05,5.39419
2022-02-06,4.97925
2022-02-07,13.13969
2022-02-08,14.10788
2022-02-09,12.1715
2022-02-10,22.40663
2022-02-11,14.93775
2022-02-12,8.99031
2022-02-13,7.88381
2022-02-14,17.15076
2022-02-15,17.42738
2022-02-16,16.87413
2022-02-17,17.28907
2022-02-18,14.52282
2022-02-19,6.77731
2022-02-20,5.5325
2022-02-21,13.00138
2022-02-22,15.35269
2022-02-23,13.69294
2022-02-24,14.66113
2022-02-25,11.75656
2022-02-26,6.639
2022-02-27,6.50069
2022-02-28,13.55463
2022-03-01,8.02213
2022-03-02,12.72475
2022-03-03,14.24619
2022-03-04,15.35269
2022-03-05,7.05394
2022-03-06,7.33056
2022-03-07,12.58644
2022-03-08,14.3845
2022-03-09,6.50069
2022-03-10,13.41632
2022-03-11,16.04426
2022-03-12,8.43706
2022-03-13,5.39419
2022-03-14,16.73582
2022-03-15,14.66113
2022-03-16,16.45919
2022-03-17,17.98063
2022-03-18,16.18257
2022-03-19,9.26694
2022-03-20,9.12863
2022-03-21,14.66113
2022-03-22,13.278
2022-03-23,14.66113
2022-03-24,17.56569
2022-03-25,16.45919
2022-03-26,8.16044
2022-03-27,9.68188
2022-03-28,18.39557
2022-03-29,14.79944
2022-03-30,15.62932
2022-03-31,13.278
2022-04-01,11.75656
2022-04-02,8.29875
2022-04-03,6.50069
2022-04-04,11.61825
2022-04-05,15.491
2022-04-06,14.79944
2022-04-07,19.22544
2022-04-08,15.491
2022-04-09,7.88381
2022-04-10,6.91562
2022-04-11,13.69294
2022-04-12,18.11894
2022-04-13,17.42738
2022-04-14,19.22544
2022-04-15,13.83125
2022-04-16,7.46887
2022-04-17,8.57538
2022-04-18,17.42738
2022-04-19,17.70401
2022-04-20,16.73582
2022-04-21,14.66113
2022-04-22,12.44813
2022-04-23,8.16044
2022-04-24,5.80912
2022-04-25,14.79944
2022-04-26,18.94882
2022-04-27,17.56569
2022-04-28,19.64038
2022-04-29,14.66113
2022-04-30,7.60719
2022-05-01,6.36237
2022-05-02,17.84232
2022-05-03,17.15076
2022-05-04,13.83125
2022-05-05,5.67081
2022-05-06,11.34163
2022-05-07,5.80912
2022-05-08,6.639
2022-05-09,15.491
2022-05-10,13.96957
2022-05-11,18.39557
2022-05-12,17.28907
2022-05-13,16.45919
2022-05-14,10.37344
2022-05-15,8.02213
2022-05-16,16.32088
2022-05-17,19.91701
2022-05-18,17.28907
2022-05-19,19.91701
2022-05-20,16.73582
2022-05-21,9.68188
2022-05-22,8.16044
2022-05-23,18.94882
2022-05-24,17.84232
2022-05-25,20.33195
2022-05-26,19.64038
2022-05-27,17.42738
2022-05-28,9.54356
2022-05-29,11.47994
2022-05-30,16.45919
2022-05-31,19.91701
2022-06-01,10.78838
2022-06-02,17.56569
2022-06-03,14.93775
2022-06-04,6.91562
2022-06-05,8.02213
2022-06-06,8.29875
2022-06-07,18.53388
2022-06-08,18.67219
2022-06-09,18.53388
2022-06-10,16.87413
2022-06-11,8.16044
2022-06-12,9.82019
2022-06-13,16.59751
2022-06-14,18.94882
2022-06-15,26.14107
2022-06-16,30.42876
2022-06-17,22.13001
2022-06-18,10.65006
2022-06-19,9.40525
2022-06-20,18.11894
2022-06-21,16.87413
2022-06-22,19.64038
2022-06-23,21.30013
2022-06-24,19.08713
2022-06-25,9.54356
2022-06-26,5.80912
2022-06-27,17.01244
2022-06-28,14.24619
2022-06-29,18.25726
2022-06-30,14.93775
2022-07-01,13.96957
2022-07-02,5.80912
2022-07-03,6.639
2022-07-04,14.10788
2022-07-05,16.04426
2022-07-06,17.70401
2022-07-07,20.33195
2022-07-08,18.67219
2022-07-09,4.84094
2022-07-10,6.91562
2022-07-11,17.42738
2022-07-12,16.87413
2022-07-13,20.74688
2022-07-14,25.3112
2022-07-15,17.70401
2022-07-16,8.43706
2022-07-17,9.68188
2022-07-18,21.30013
2022-07-19,17.56569
2022-07-20,16.45919
2022-07-21,17.01244
2022-07-22,19.36376
2022-07-23,7.60719
2022-07-24,8.71369
2022-07-25,15.62932
2022-07-26,14.3845
2022-07-27,11.47994
2022-07-28,14.10788
2022-07-29,14.79944
2022-07-30,6.91562
2022-07-31,7.05394
2022-08-01,10.51175
2022-08-02,11.89488
2022-08-03,11.61825
2022-08-04,16.45919
2022-08-05,9.26694
2022-08-06,6.639
2022-08-07,5.67081
2022-08-08,11.89488
2022-08-09,14.93775
2022-08-10,14.52282
2022-08-11,17.98063
2022-08-12,17.84232
2022-08-13,6.50069
2022-08-14,4.426
2022-08-15,7.19225
2022-08-16,19.36376
2022-08-17,17.84232
2022-08-18,17.98063
2022-08-19,16.73582
2022-08-20,7.7455
2022-08-21,6.639
2022-08-22,13.55463
2022-08-23,14.93775
2022-08-24,22.82157
2022-08-25,20.74688
2022-08-26,41.90871
2022-08-27,10.23513
2022-08-28,9.82019
2022-08-29,17.84232
2022-08-30,17.42738
2022-08-31,18.53388
2022-09-01,15.491
2022-09-02,14.79944
2022-09-03,8.71369
2022-09-04,7.33056
2022-09-05,16.45919
2022-09-06,15.76763
2022-09-07,21.02351
2022-09-08,13.69294
2022-09-09,4.84094
2022-09-10,4.28769
2022-09-11,4.56431
2022-09-12,7.60719
2022-09-13,17.70401
2022-09-14,18.67219
2022-09-15,15.35269
2022-09-16,15.62932
2022-09-17,7.88381
2022-09-18,8.57538
2022-09-19,19.64038
2022-09-20,16.73582
2022-09-21,17.98063
2022-09-22,20.8852
2022-09-23,15.21438
2022-09-24,7.33056
2022-09-25,9.26694
2022-09-26,18.25726
2022-09-27,20.60857
2022-09-28,23.0982
2022-09-29,25.17289
2022-09-30,22.82157
2022-10-01,11.34163
2022-10-02,6.91562
2022-10-03,12.58644
2022-10-04,20.8852
2022-10-05,22.13001
2022-10-06,25.72614
2022-10-07,18.39557
2022-10-08,7.88381
2022-10-09,6.91562
2022-10-10,9.54356
2022-10-11,16.73582
2022-10-12,18.81051
2022-10-13,17.01244
2022-10-14,20.33195
2022-10-15,8.57538
2022-10-16,12.72475
2022-10-17,27.24757
2022-10-18,22.40663
2022-10-19,21.43845
2022-10-20,20.19363
2022-10-21,17.42738
2022-10-22,10.23513
2022-10-23,8.852
2022-10-24,19.64038
2022-10-25,24.61964
2022-10-26,21.71507
2022-10-27,25.72614
2022-10-28,21.43845
2022-10-29,11.47994
2022-10-30,8.71369
2022-10-31,19.91701
2022-11-01,22.68326
2022-11-02,22.68326
2022-11-03,24.89626
2022-11-04,18.53388
2022-11-05,7.88381
2022-11-06,11.89488
2022-11-07,22.68326
2022-11-08,19.22544
2022-11-09,24.75795
2022-11-10,27.10926
2022-11-11,22.68326
2022-11-12,6.91562
2022-11-13,7.7455
2022-11-14,21.30013
2022-11-15,22.26832
2022-11-16,19.77869
2022-11-17,19.91701
2022-11-18,20.05532
2022-11-19,8.71369
2022-11-20,12.30982
2022-11-21,26.55601
2022-11-22,25.72614
2022-11-23,26.83264
2022-11-24,22.68326
2022-11-25,18.25726
2022-11-26,11.20331
2022-11-27,9.82019
2022-11-28,18.39557
2022-11-29,18.94882
2022-11-30,22.40663
2022-12-01,14.10788
2022-12-02,15.62932
2022-12-03,5.39419
2022-12-04,6.77731
2022-12-05,13.13969
2022-12-06,18.11894
2022-12-07,16.73582
2022-12-08,18.39557
2022-12-09,14.52282
2022-12-10,7.33056
2022-12-11,6.91562
2022-12-12,16.87413
2022-12-13,14.79944
2022-12-14,17.28907
2022-12-15,18.81051
2022-12-16,19.22544
2022-12-17,7.46887
2022-12-18,6.639
2022-12-19,15.35269
2022-12-20,18.25726
2022-12-21,18.67219
2022-12-22,20.33195
2022-12-23,21.57676
2022-12-24,8.71369
2022-12-25,5.5325
2022-12-26,17.98063
2022-12-27,17.15076
2022-12-28,18.81051
2022-12-29,11.47994
2022-12-30,11.89488
2022-12-31,5.25587
2023-01-01,5.39419
2023-01-02,12.1715
2023-01-03,12.03319
2023-01-04,14.66113
2023-01-05,14.66113
2023-01-06,12.86307
2023-01-07,8.43706
2023-01-08,4.97925
2023-01-09,13.55463
2023-01-10,15.35269
2023-01-11,20.8852
2023-01-12,22.54495
2023-01-13,18.25726
2023-01-14,9.54356
2023-01-15,7.46887
2023-01-16,17.56569
2023-01-17,19.91701
2023-01-18,21.57676
2023-01-19,19.50207
2023-01-20,14.24619
2023-01-21,5.39419
2023-01-22,4.14937
2023-01-23,3.73443
2023-01-24,6.639
2023-01-25,16.45919
2023-01-26,19.08713
2023-01-27,14.79944
2023-01-28,8.02213
2023-01-29,6.639
2023-01-30,12.86307
2023-01-31,17.15076
2023-02-01,19.50207
2023-02-02,19.91701
2023-02-03,21.9917
2023-02-04,7.60719
2023-02-05,7.05394
2023-02-06,22.95988
2023-02-07,22.95988
2023-02-08,20.33195
2023-02-09,20.8852
2023-02-10,24.34301
2023-02-11,9.9585
2023-02-12,8.29875
2023-02-13,31.12033
2023-02-14,26.97095
2023-02-15,24.61964
2023-02-16,20.8852
2023-02-17,19.36376
2023-02-18,8.852
2023-02-19,7.33056
2023-02-20,16.73582
2023-02-21,21.30013
2023-02-22,21.43845
2023-02-23,20.8852
2023-02-24,15.07607
2023-02-25,10.51175
2023-02-26,13.278
2023-02-27,24.34301
2023-02-28,19.91701
2023-03-01,9.82019
2023-03-02,16.18257
2023-03-03,13.00138
2023-03-04,6.639
2023-03-05,7.7455
2023-03-06,14.79944
2023-03-07,17.15076
2023-03-08,15.62932
2023-03-09,17.70401
2023-03-10,16.04426
2023-03-11,7.7455
2023-03-12,7.88381
2023-03-13,15.90594
2023-03-14,17.28907
2023-03-15,16.87413
2023-03-16,18.39557
2023-03-17,16.32088
2023-03-18,9.40525
2023-03-19,7.05394
2023-03-20,14.66113
2023-03-21,17.01244
2023-03-22,18.25726
2023-03-23,20.60857
2023-03-24,21.16182
2023-03-25,7.60719
2023-03-26,8.852
2023-03-27,20.33195
2023-03-28,21.16182
2023-03-29,16.73582
2023-03-30,18.53388
2023-03-31,13.55463
2023-04-01,6.77731
2023-04-02,8.16044
2023-04-03,17.15076
2023-04-04,19.77869
2023-04-05,21.43845
2023-04-06,26.14107
2023-04-07,25.17289
2023-04-08,7.88381
2023-04-09,8.57538
2023-04-10,21.85338
2023-04-11,16.87413
2023-04-12,23.78976
2023-04-13,22.95988
2023-04-14,17.01244
2023-04-15,7.19225
2023-04-16,6.639
2023-04-17,18.53388
2023-04-18,22.68326
2023-04-19,21.85338
2023-04-20,28.07745
2023-04-21,17.84232
2023-04-22,6.22406
2023-04-23,6.77731
2023-04-24,21.43845
2023-04-25,14.93775
2023-04-26,23.23651
2023-04-27,24.89626
2023-04-28,19.22544
2023-04-29,8.71369
2023-04-30,6.22406
2023-05-01,12.1715
2023-05-02,18.39557
2023-05-03,26.55601
2023-05-04,17.98063
2023-05-05,8.57538
2023-05-06,6.77731
2023-05-07,7.7455
2023-05-08,18.39557
2023-05-09,22.95988
2023-05-10,22.40663
2023-05-11,27.38589
2023-05-12,21.71507
2023-05-13,8.16044
2023-05-14,8.29875
2023-05-15,20.33195
2023-05-16,23.37482
2023-05-17,22.82157
2023-05-18,21.71507
2023-05-19,18.11894
2023-05-20,10.37344
2023-05-21,7.7455
2023-05-22,21.85338
2023-05-23,23.65145
2023-05-24,19.08713
2023-05-25,25.58782
2023-05-26,22.82157
2023-05-27,8.71369
2023-05-28,7.46887
2023-05-29,10.65006
2023-05-30,19.36376
2023-05-31,22.13001
2023-06-01,22.95988
