date,일상생활배상책임보험누수
2020-09-30,6.74157
2020-10-01,6.17977
2020-10-02,6.5543
2020-10-03,2.99625
2020-10-04,4.68164
2020-10-05,20.41198
2020-10-06,25.28089
2020-10-07,25.84269
2020-10-08,13.29588
2020-10-09,12.17228
2020-10-10,11.61048
2020-10-11,11.61048
2020-10-12,19.28838
2020-10-13,14.98127
2020-10-14,15.3558
2020-10-15,16.4794
2020-10-16,12.54681
2020-10-17,9.17602
2020-10-18,8.2397
2020-10-19,15.9176
2020-10-20,17.04119
2020-10-21,13.10861
2020-10-22,14.41947
2020-10-23,8.2397
2020-10-24,2.99625
2020-10-25,4.49438
2020-10-26,6.92883
2020-10-27,7.86516
2020-10-28,7.1161
2020-10-29,5.61797
2020-10-30,7.30337
2020-10-31,5.80524
2020-11-01,5.05617
2020-11-02,12.17228
2020-11-03,8.42696
2020-11-04,5.61797
2020-11-05,9.73782
2020-11-06,7.6779
2020-11-07,5.43071
2020-11-08,8.2397
2020-11-09,10.29962
2020-11-10,11.79775
2020-11-11,8.42696
2020-11-12,7.6779
2020-11-13,8.80149
2020-11-14,5.61797
2020-11-15,5.61797
2020-11-16,9.92509
2020-11-17,6.92883
2020-11-18,8.42696
2020-11-19,13.29588
2020-11-20,8.2397
2020-11-21,6.92883
2020-11-22,3.74531
2020-11-23,8.80149
2020-11-24,5.80524
2020-11-25,4.86891
2020-11-26,9.17602
2020-11-27,6.17977
2020-11-28,5.24344
2020-11-29,2.80898
2020-11-30,8.05243
2020-12-01,6.92883
2020-12-02,3.18352
2020-12-03,7.86516
2020-12-04,8.42696
2020-12-05,6.74157
2020-12-06,6.74157
2020-12-07,12.17228
2020-12-08,5.80524
2020-12-09,6.92883
2020-12-10,6.92883
2020-12-11,6.17977
2020-12-12,4.86891
2020-12-13,3.18352
2020-12-14,4.30711
2020-12-15,8.80149
2020-12-16,8.05243
2020-12-17,6.17977
2020-12-18,7.49063
2020-12-19,2.80898
2020-12-20,2.43445
2020-12-21,6.17977
2020-12-22,7.1161
2020-12-23,7.1161
2020-12-24,6.17977
2020-12-25,0.93632
2020-12-26,3.93258
2020-12-27,2.99625
2020-12-28,9.17602
2020-12-29,9.92509
2020-12-30,7.49063
2020-12-31,9.17602
2021-01-01,2.99625
2021-01-02,8.05243
2021-01-03,4.86891
2021-01-04,8.05243
2021-01-05,6.92883
2021-01-06,6.36704
2021-01-07,10.67415
2021-01-08,11.61048
2021-01-09,17.79026
2021-01-10,26.40449
2021-01-11,43.63295
2021-01-12,36.32958
2021-01-13,43.25842
2021-01-14,34.26966
2021-01-15,26.02996
2021-01-16,17.22846
2021-01-17,14.98127
2021-01-18,25.28089
2021-01-19,25.65543
2021-01-20,19.85018
2021-01-21,20.41198
2021-01-22,13.10861
2021-01-23,17.04119
2021-01-24,12.17228
2021-01-25,20.41198
2021-01-26,17.97752
2021-01-27,19.28838
2021-01-28,15.16853
2021-01-29,13.29588
2021-01-30,9.73782
2021-01-31,8.80149
2021-02-01,20.22471
2021-02-02,16.4794
2021-02-03,18.16479
2021-02-04,12.35955
2021-02-05,8.61423
2021-02-06,6.5543
2021-02-07,6.36704
2021-02-08,11.42322
2021-02-09,9.17602
2021-02-10,4.30711
2021-02-11,3.93258
2021-02-12,3.55805
2021-02-13,4.30711
2021-02-14,6.17977
2021-02-15,11.23595
2021-02-16,14.04494
2021-02-17,7.86516
2021-02-18,6.5543
2021-02-19,10.11235
2021-02-20,7.6779
2021-02-21,3.37078
2021-02-22,12.35955
2021-02-23,11.98501
2021-02-24,14.04494
2021-02-25,9.17602
2021-02-26,9.36329
2021-02-27,4.86891
2021-02-28,5.80524
2021-03-01,4.49438
2021-03-02,10.29962
2021-03-03,9.17602
2021-03-04,8.98876
2021-03-05,9.73782
2021-03-06,6.17977
2021-03-07,5.05617
2021-03-08,9.73782
2021-03-09,8.2397
2021-03-10,8.42696
2021-03-11,9.17602
2021-03-12,5.61797
2021-03-13,6.17977
2021-03-14,5.80524
2021-03-15,8.80149
2021-03-16,8.2397
2021-03-17,8.2397
2021-03-18,7.6779
2021-03-19,7.30337
2021-03-20,2.24719
2021-03-21,4.30711
2021-03-22,6.74157
2021-03-23,12.35955
2021-03-24,7.30337
2021-03-25,7.49063
2021-03-26,5.9925
2021-03-27,6.5543
2021-03-28,8.42696
2021-03-29,10.29962
2021-03-30,12.35955
2021-03-31,11.04868
2021-04-01,10.11235
2021-04-02,7.30337
2021-04-03,5.9925
2021-04-04,3.74531
2021-04-05,10.48689
2021-04-06,8.80149
2021-04-07,6.17977
2021-04-08,9.17602
2021-04-09,6.74157
2021-04-10,4.86891
2021-04-11,4.30711
2021-04-12,12.35955
2021-04-13,8.61423
2021-04-14,6.17977
2021-04-15,9.55056
2021-04-16,7.86516
2021-04-17,5.24344
2021-04-18,5.24344
2021-04-19,7.6779
2021-04-20,5.61797
2021-04-21,6.5543
2021-04-22,5.24344
2021-04-23,6.5543
2021-04-24,6.74157
2021-04-25,8.42696
2021-04-26,16.4794
2021-04-27,12.35955
2021-04-28,7.49063
2021-04-29,8.2397
2021-04-30,6.17977
2021-05-01,3.37078
2021-05-02,5.80524
2021-05-03,10.67415
2021-05-04,8.61423
2021-05-05,8.42696
2021-05-06,11.42322
2021-05-07,15.73033
2021-05-08,5.9925
2021-05-09,4.11985
2021-05-10,12.73408
2021-05-11,14.98127
2021-05-12,11.98501
2021-05-13,13.67041
2021-05-14,10.29962
2021-05-15,8.42696
2021-05-16,11.98501
2021-05-17,19.47565
2021-05-18,14.60674
2021-05-19,10.29962
2021-05-20,14.41947
2021-05-21,19.85018
2021-05-22,10.48689
2021-05-23,14.794
2021-05-24,18.16479
2021-05-25,18.35205
2021-05-26,14.2322
2021-05-27,7.1161
2021-05-28,7.30337
2021-05-29,4.11985
2021-05-30,3.93258
2021-05-31,13.67041
2021-06-01,15.54307
2021-06-02,12.35955
2021-06-03,8.2397
2021-06-04,12.73408
2021-06-05,8.42696
2021-06-06,9.17602
2021-06-07,13.67041
2021-06-08,12.35955
2021-06-09,10.11235
2021-06-10,5.61797
2021-06-11,8.42696
2021-06-12,6.92883
2021-06-13,6.5543
2021-06-14,11.79775
2021-06-15,13.10861
2021-06-16,12.92134
2021-06-17,10.11235
2021-06-18,9.92509
2021-06-19,8.98876
2021-06-20,5.9925
2021-06-21,14.60674
2021-06-22,18.72659
2021-06-23,12.92134
2021-06-24,17.22846
2021-06-25,10.86142
2021-06-26,9.36329
2021-06-27,6.92883
2021-06-28,17.60299
2021-06-29,13.48314
2021-06-30,17.22846
2021-07-01,14.04494
2021-07-02,12.35955
2021-07-03,8.98876
2021-07-04,7.6779
2021-07-05,15.73033
2021-07-06,15.16853
2021-07-07,18.53932
2021-07-08,19.47565
2021-07-09,16.66666
2021-07-10,10.86142
2021-07-11,9.92509
2021-07-12,21.53558
2021-07-13,14.794
2021-07-14,17.60299
2021-07-15,16.66666
2021-07-16,17.60299
2021-07-17,11.23595
2021-07-18,11.23595
2021-07-19,21.91011
2021-07-20,20.03745
2021-07-21,18.53932
2021-07-22,14.794
2021-07-23,13.67041
2021-07-24,11.42322
2021-07-25,7.30337
2021-07-26,22.84644
2021-07-27,23.40823
2021-07-28,20.59925
2021-07-29,25.65543
2021-07-30,17.97752
2021-07-31,19.47565
2021-08-01,10.11235
2021-08-02,27.71535
2021-08-03,23.78277
2021-08-04,23.97003
2021-08-05,26.59176
2021-08-06,26.02996
2021-08-07,16.66666
2021-08-08,16.4794
2021-08-09,32.9588
2021-08-10,27.52808
2021-08-11,23.5955
2021-08-12,26.40449
2021-08-13,25.28089
2021-08-14,15.3558
2021-08-15,16.4794
2021-08-16,18.91385
2021-08-17,31.2734
2021-08-18,28.65168
2021-08-19,29.40074
2021-08-20,22.28464
2021-08-21,15.9176
2021-08-22,16.4794
2021-08-23,33.52059
2021-08-24,34.26966
2021-08-25,27.15355
2021-08-26,26.21722
2021-08-27,29.21348
2021-08-28,22.28464
2021-08-29,20.78651
2021-08-30,32.77153
2021-08-31,32.397
2021-09-01,32.20973
2021-09-02,27.52808
2021-09-03,21.34831
2021-09-04,19.28838
2021-09-05,16.10486
2021-09-06,32.02247
2021-09-07,26.77902
2021-09-08,28.08988
2021-09-09,31.2734
2021-09-10,32.397
2021-09-11,25.28089
2021-09-12,20.78651
2021-09-13,37.64044
2021-09-14,30.33707
2021-09-15,31.8352
2021-09-16,28.65168
2021-09-17,24.34456
2021-09-18,17.04119
2021-09-19,8.61423
2021-09-20,11.04868
2021-09-21,8.80149
2021-09-22,16.10486
2021-09-23,31.46067
2021-09-24,36.14232
2021-09-25,28.27715
2021-09-26,19.66292
2021-09-27,40.44943
2021-09-28,37.45318
2021-09-29,32.20973
2021-09-30,32.9588
2021-10-01,26.59176
2021-10-02,21.91011
2021-10-03,12.54681
2021-10-04,27.90262
2021-10-05,35.95505
2021-10-06,32.02247
2021-10-07,31.2734
2021-10-08,28.83895
2021-10-09,17.97752
2021-10-10,17.60299
2021-10-11,19.10112
2021-10-12,35.20599
2021-10-13,25.84269
2021-10-14,32.20973
2021-10-15,33.33333
2021-10-16,18.16479
2021-10-17,15.3558
2021-10-18,26.40449
2021-10-19,27.34082
2021-10-20,29.58801
2021-10-21,22.47191
2021-10-22,25.28089
2021-10-23,16.29213
2021-10-24,16.85393
2021-10-25,35.58052
2021-10-26,27.71535
2021-10-27,27.15355
2021-10-28,27.71535
2021-10-29,20.97378
2021-10-30,14.60674
2021-10-31,14.794
2021-11-01,27.15355
2021-11-02,29.96254
2021-11-03,30.33707
2021-11-04,31.64794
2021-11-05,26.59176
2021-11-06,14.98127
2021-11-07,14.04494
2021-11-08,31.2734
2021-11-09,29.58801
2021-11-10,32.20973
2021-11-11,23.5955
2021-11-12,24.90636
2021-11-13,17.22846
2021-11-14,15.9176
2021-11-15,32.9588
2021-11-16,35.95505
2021-11-17,21.91011
2021-11-18,26.21722
2021-11-19,19.47565
2021-11-20,17.79026
2021-11-21,20.22471
2021-11-22,35.39325
2021-11-23,21.91011
2021-11-24,29.02621
2021-11-25,23.22097
2021-11-26,22.09737
2021-11-27,16.85393
2021-11-28,17.41573
2021-11-29,31.8352
2021-11-30,31.46067
2021-12-01,24.34456
2021-12-02,27.90262
2021-12-03,25.84269
2021-12-04,18.35205
2021-12-05,14.98127
2021-12-06,26.77902
2021-12-07,33.52059
2021-12-08,31.64794
2021-12-09,22.65917
2021-12-10,24.34456
2021-12-11,19.85018
2021-12-12,22.84644
2021-12-13,32.20973
2021-12-14,28.65168
2021-12-15,34.26966
2021-12-16,30.89887
2021-12-17,26.02996
2021-12-18,17.04119
2021-12-19,16.66666
2021-12-20,27.90262
2021-12-21,30.71161
2021-12-22,28.27715
2021-12-23,25.65543
2021-12-24,19.10112
2021-12-25,11.23595
2021-12-26,19.66292
2021-12-27,39.5131
2021-12-28,39.5131
2021-12-29,33.52059
2021-12-30,30.52434
2021-12-31,20.03745
2022-01-01,11.98501
2022-01-02,18.53932
2022-01-03,34.45692
2022-01-04,52.99625
2022-01-05,32.77153
2022-01-06,35.95505
2022-01-07,24.53183
2022-01-08,18.53932
2022-01-09,20.22471
2022-01-10,32.02247
2022-01-11,28.65168
2022-01-12,32.58426
2022-01-13,32.02247
2022-01-14,25.28089
2022-01-15,19.47565
2022-01-16,17.97752
2022-01-17,33.14606
2022-01-18,32.02247
2022-01-19,24.7191
2022-01-20,26.40449
2022-01-21,20.78651
2022-01-22,22.09737
2022-01-23,23.78277
2022-01-24,31.46067
2022-01-25,29.21348
2022-01-26,28.08988
2022-01-27,19.10112
2022-01-28,20.03745
2022-01-29,14.2322
2022-01-30,12.92134
2022-01-31,7.86516
2022-02-01,12.54681
2022-02-02,17.22846
2022-02-03,35.58052
2022-02-04,26.96629
2022-02-05,23.5955
2022-02-06,20.78651
2022-02-07,32.20973
2022-02-08,29.21348
2022-02-09,30.33707
2022-02-10,33.33333
2022-02-11,21.34831
2022-02-12,25.84269
2022-02-13,20.59925
2022-02-14,34.26966
2022-02-15,32.77153
2022-02-16,22.65917
2022-02-17,23.40823
2022-02-18,21.91011
2022-02-19,15.16853
2022-02-20,15.73033
2022-02-21,36.89138
2022-02-22,27.52808
2022-02-23,20.03745
2022-02-24,22.65917
2022-02-25,25.84269
2022-02-26,24.53183
2022-02-27,16.85393
2022-02-28,28.46441
2022-03-01,16.85393
2022-03-02,21.53558
2022-03-03,25.84269
2022-03-04,18.72659
2022-03-05,16.66666
2022-03-06,15.16853
2022-03-07,20.22471
2022-03-08,24.34456
2022-03-09,14.794
2022-03-10,20.97378
2022-03-11,20.78651
2022-03-12,15.73033
2022-03-13,18.16479
2022-03-14,32.9588
2022-03-15,25.65543
2022-03-16,25.84269
2022-03-17,21.53558
2022-03-18,21.72284
2022-03-19,12.92134
2022-03-20,14.98127
2022-03-21,25.28089
2022-03-22,22.09737
2022-03-23,22.84644
2022-03-24,21.16104
2022-03-25,21.16104
2022-03-26,17.60299
2022-03-27,14.794
2022-03-28,20.41198
2022-03-29,30.71161
2022-03-30,24.90636
2022-03-31,26.21722
2022-04-01,19.85018
2022-04-02,11.04868
2022-04-03,14.98127
2022-04-04,32.77153
2022-04-05,29.58801
2022-04-06,27.34082
2022-04-07,24.90636
2022-04-08,16.10486
2022-04-09,16.29213
2022-04-10,13.10861
2022-04-11,27.52808
2022-04-12,36.14232
2022-04-13,26.59176
2022-04-14,30.14981
2022-04-15,22.09737
2022-04-16,17.22846
2022-04-17,15.16853
2022-04-18,29.02621
2022-04-19,26.59176
2022-04-20,27.71535
2022-04-21,26.40449
2022-04-22,16.66666
2022-04-23,17.41573
2022-04-24,14.2322
2022-04-25,35.20599
2022-04-26,32.9588
2022-04-27,24.53183
2022-04-28,23.22097
2022-04-29,18.72659
2022-04-30,14.794
2022-05-01,17.60299
2022-05-02,31.8352
2022-05-03,28.08988
2022-05-04,25.28089
2022-05-05,15.3558
2022-05-06,20.41198
2022-05-07,17.97752
2022-05-08,16.29213
2022-05-09,29.58801
2022-05-10,26.77902
2022-05-11,30.33707
2022-05-12,22.84644
2022-05-13,22.47191
2022-05-14,16.66666
2022-05-15,16.4794
2022-05-16,34.64419
2022-05-17,28.46441
2022-05-18,32.77153
2022-05-19,30.52434
2022-05-20,22.28464
2022-05-21,21.72284
2022-05-22,15.73033
2022-05-23,37.26591
2022-05-24,28.27715
2022-05-25,27.71535
2022-05-26,28.46441
2022-05-27,25.28089
2022-05-28,20.22471
2022-05-29,15.73033
2022-05-30,32.9588
2022-05-31,25.46816
2022-06-01,23.40823
2022-06-02,27.34082
2022-06-03,30.52434
2022-06-04,14.2322
2022-06-05,11.98501
2022-06-06,19.66292
2022-06-07,32.58426
2022-06-08,32.77153
2022-06-09,34.83146
2022-06-10,27.52808
2022-06-11,18.91385
2022-06-12,13.10861
2022-06-13,37.64044
2022-06-14,35.58052
2022-06-15,24.34456
2022-06-16,25.84269
2022-06-17,20.97378
2022-06-18,16.4794
2022-06-19,14.98127
2022-06-20,38.38951
2022-06-21,35.39325
2022-06-22,30.89887
2022-06-23,34.83146
2022-06-24,42.32209
2022-06-25,22.47191
2022-06-26,27.52808
2022-06-27,42.88389
2022-06-28,38.57677
2022-06-29,44.94382
2022-06-30,67.60299
2022-07-01,50.93632
2022-07-02,26.59176
2022-07-03,23.40823
2022-07-04,48.8764
2022-07-05,44.56928
2022-07-06,44.56928
2022-07-07,47.37827
2022-07-08,41.01123
2022-07-09,26.02996
2022-07-10,18.53932
2022-07-11,53.18352
2022-07-12,52.05992
2022-07-13,44.94382
2022-07-14,46.44194
2022-07-15,36.89138
2022-07-16,28.27715
2022-07-17,20.59925
2022-07-18,50.74906
2022-07-19,45.13108
2022-07-20,42.88389
2022-07-21,39.13857
2022-07-22,32.58426
2022-07-23,15.9176
2022-07-24,22.09737
2022-07-25,49.06367
2022-07-26,44.19475
2022-07-27,46.62921
2022-07-28,42.32209
2022-07-29,40.0749
2022-07-30,27.71535
2022-07-31,26.59176
2022-08-01,50.18726
2022-08-02,47.7528
2022-08-03,62.73408
2022-08-04,50.93632
2022-08-05,43.25842
2022-08-06,31.08614
2022-08-07,24.7191
2022-08-08,70.22471
2022-08-09,100.0
2022-08-10,84.08239
2022-08-11,76.96629
2022-08-12,59.17602
2022-08-13,38.38951
2022-08-14,32.02247
2022-08-15,42.50936
2022-08-16,71.91011
2022-08-17,65.3558
2022-08-18,49.25093
2022-08-19,49.25093
2022-08-20,41.57303
2022-08-21,29.77528
2022-08-22,58.80149
2022-08-23,50.37453
2022-08-24,53.37078
2022-08-25,45.88014
2022-08-26,38.76404
2022-08-27,28.46441
2022-08-28,24.1573
2022-08-29,44.75655
2022-08-30,52.43445
2022-08-31,47.00374
2022-09-01,40.44943
2022-09-02,42.13483
2022-09-03,29.77528
2022-09-04,24.1573
2022-09-05,51.87265
2022-09-06,77.71535
2022-09-07,55.80524
2022-09-08,31.08614
2022-09-09,18.35205
2022-09-10,15.3558
2022-09-11,13.48314
2022-09-12,24.90636
2022-09-13,64.98127
2022-09-14,56.92883
2022-09-15,54.30711
2022-09-16,47.94007
2022-09-17,29.77528
2022-09-18,23.5955
2022-09-19,61.23595
2022-09-20,53.37078
2022-09-21,41.76029
2022-09-22,36.14232
2022-09-23,30.71161
2022-09-24,20.41198
2022-09-25,22.84644
2022-09-26,44.38202
2022-09-27,37.26591
2022-09-28,34.45692
2022-09-29,31.2734
2022-09-30,29.96254
2022-10-01,18.16479
2022-10-02,13.67041
2022-10-03,23.40823
2022-10-04,41.1985
2022-10-05,33.52059
2022-10-06,32.02247
2022-10-07,31.2734
2022-10-08,19.10112
2022-10-09,14.794
2022-10-10,21.53558
2022-10-11,39.5131
2022-10-12,27.15355
2022-10-13,36.51685
2022-10-14,28.46441
2022-10-15,21.34831
2022-10-16,12.35955
2022-10-17,37.82771
2022-10-18,35.76779
2022-10-19,28.65168
2022-10-20,27.52808
2022-10-21,33.52059
2022-10-22,21.53558
2022-10-23,17.41573
2022-10-24,37.26591
2022-10-25,29.02621
2022-10-26,27.52808
2022-10-27,39.70037
2022-10-28,33.14606
2022-10-29,20.41198
2022-10-30,12.17228
2022-10-31,36.89138
2022-11-01,28.27715
2022-11-02,32.9588
2022-11-03,24.1573
2022-11-04,28.08988
2022-11-05,20.59925
2022-11-06,16.4794
2022-11-07,38.20224
2022-11-08,32.20973
2022-11-09,25.46816
2022-11-10,30.14981
2022-11-11,28.27715
2022-11-12,15.3558
2022-11-13,13.29588
2022-11-14,33.33333
2022-11-15,38.20224
2022-11-16,29.40074
2022-11-17,33.14606
2022-11-18,26.40449
2022-11-19,18.53932
2022-11-20,14.98127
2022-11-21,31.08614
2022-11-22,30.71161
2022-11-23,25.46816
2022-11-24,22.09737
2022-11-25,25.28089
2022-11-26,18.35205
2022-11-27,11.79775
2022-11-28,34.45692
2022-11-29,29.40074
2022-11-30,27.34082
2022-12-01,26.77902
2022-12-02,27.52808
2022-12-03,16.4794
2022-12-04,15.16853
2022-12-05,32.58426
2022-12-06,32.397
2022-12-07,31.46067
2022-12-08,26.21722
2022-12-09,24.90636
2022-12-10,18.53932
2022-12-11,15.9176
2022-12-12,34.26966
2022-12-13,30.33707
2022-12-14,32.20973
2022-12-15,29.02621
2022-12-16,22.65917
2022-12-17,16.66666
2022-12-18,23.22097
2022-12-19,40.26217
2022-12-20,40.44943
2022-12-21,34.26966
2022-12-22,30.52434
2022-12-23,23.40823
2022-12-24,15.9176
2022-12-25,16.66666
2022-12-26,40.26217
2022-12-27,41.94756
2022-12-28,33.52059
2022-12-29,37.82771
2022-12-30,29.02621
2022-12-31,21.53558
2023-01-01,16.10486
2023-01-02,37.64044
2023-01-03,35.95505
2023-01-04,34.83146
2023-01-05,43.07116
2023-01-06,27.34082
2023-01-07,24.34456
2023-01-08,18.35205
2023-01-09,32.58426
2023-01-10,31.46067
2023-01-11,28.65168
2023-01-12,31.2734
2023-01-13,28.27715
2023-01-14,20.03745
2023-01-15,18.91385
2023-01-16,34.64419
2023-01-17,35.58052
2023-01-18,27.34082
2023-01-19,24.90636
2023-01-20,21.53558
2023-01-21,12.54681
2023-01-22,9.36329
2023-01-23,13.48314
2023-01-24,20.97378
2023-01-25,58.05243
2023-01-26,57.30337
2023-01-27,56.36704
2023-01-28,38.01498
2023-01-29,28.83895
2023-01-30,53.55805
2023-01-31,44.00749
2023-02-01,46.62921
2023-02-02,42.50936
2023-02-03,36.89138
2023-02-04,23.40823
2023-02-05,23.0337
2023-02-06,59.73782
2023-02-07,38.20224
2023-02-08,49.62546
2023-02-09,31.64794
2023-02-10,35.76779
2023-02-11,19.28838
2023-02-12,17.60299
2023-02-13,42.13483
2023-02-14,38.20224
2023-02-15,38.76404
2023-02-16,30.33707
2023-02-17,31.64794
2023-02-18,23.0337
2023-02-19,20.22471
2023-02-20,35.01872
2023-02-21,39.70037
2023-02-22,35.76779
2023-02-23,30.33707
2023-02-24,28.46441
2023-02-25,22.65917
2023-02-26,22.09737
2023-02-27,34.83146
2023-02-28,25.46816
2023-03-01,20.22471
2023-03-02,33.52059
2023-03-03,29.02621
2023-03-04,21.34831
2023-03-05,16.66666
2023-03-06,38.38951
2023-03-07,30.14981
2023-03-08,34.64419
2023-03-09,29.02621
2023-03-10,25.84269
2023-03-11,19.28838
2023-03-12,17.97752
2023-03-13,37.26591
2023-03-14,36.70411
2023-03-15,26.96629
2023-03-16,28.65168
2023-03-17,23.78277
2023-03-18,18.35205
2023-03-19,17.22846
2023-03-20,36.14232
2023-03-21,31.46067
2023-03-22,31.2734
2023-03-23,30.52434
2023-03-24,30.14981
2023-03-25,18.16479
2023-03-26,20.59925
2023-03-27,41.94756
2023-03-28,32.20973
2023-03-29,28.46441
2023-03-30,25.65543
2023-03-31,29.02621
2023-04-01,19.10112
2023-04-02,19.28838
2023-04-03,32.77153
2023-04-04,30.52434
2023-04-05,32.77153
2023-04-06,19.85018
2023-04-07,32.397
2023-04-08,13.85767
2023-04-09,13.85767
2023-04-10,33.33333
2023-04-11,31.2734
2023-04-12,34.45692
2023-04-13,23.40823
2023-04-14,29.58801
2023-04-15,20.03745
2023-04-16,14.794
2023-04-17,33.33333
2023-04-18,26.77902
2023-04-19,29.77528
2023-04-20,31.2734
2023-04-21,25.28089
2023-04-22,19.28838
2023-04-23,18.53932
2023-04-24,32.58426
2023-04-25,32.77153
2023-04-26,31.46067
2023-04-27,27.71535
2023-04-28,22.09737
2023-04-29,18.16479
2023-04-30,11.04868
2023-05-01,20.78651
2023-05-02,29.77528
2023-05-03,34.45692
2023-05-04,28.83895
2023-05-05,25.84269
2023-05-06,35.58052
2023-05-07,20.59925
2023-05-08,45.13108
2023-05-09,38.76404
2023-05-10,32.58426
2023-05-11,37.26591
2023-05-12,30.71161
2023-05-13,20.59925
2023-05-14,16.10486
2023-05-15,41.57303
2023-05-16,37.26591
2023-05-17,29.96254
2023-05-18,32.02247
2023-05-19,29.77528
2023-05-20,18.16479
2023-05-21,20.03745
2023-05-22,40.6367
2023-05-23,38.95131
2023-05-24,36.70411
2023-05-25,32.02247
2023-05-26,26.21722
2023-05-27,19.47565
2023-05-28,15.16853
