date,청약일정
2020-03-20,5.85867
2020-03-21,6.21645
2020-03-22,7.06618
2020-03-23,9.52593
2020-03-24,11.53846
2020-03-25,9.61538
2020-03-26,7.78175
2020-03-27,7.51341
2020-03-28,6.08228
2020-03-29,5.18783
2020-03-30,10.86762
2020-03-31,9.83899
2020-04-01,8.89982
2020-04-02,9.92844
2020-04-03,5.85867
2020-04-04,5.81395
2020-04-05,7.33452
2020-04-06,9.70483
2020-04-07,11.76207
2020-04-08,8.49731
2020-04-09,8.94454
2020-04-10,7.20035
2020-04-11,4.69588
2020-04-12,5.27728
2020-04-13,7.37924
2020-04-14,7.42397
2020-04-15,4.7406
2020-04-16,8.40787
2020-04-17,6.61896
2020-04-18,4.83005
2020-04-19,6.35062
2020-04-20,11.85152
2020-04-21,13.14847
2020-04-22,11.89624
2020-04-23,8.98926
2020-04-24,6.84257
2020-04-25,5.59033
2020-04-26,5.76923
2020-04-27,9.52593
2020-04-28,8.36314
2020-04-29,7.78175
2020-04-30,5.05366
2020-05-01,3.57781
2020-05-02,4.24865
2020-05-03,5.45617
2020-05-04,10.59928
2020-05-05,8.36314
2020-05-06,12.65652
2020-05-07,9.97316
2020-05-08,8.13953
2020-05-09,5.27728
2020-05-10,5.90339
2020-05-11,13.14847
2020-05-12,13.01431
2020-05-13,10.59928
2020-05-14,8.76565
2020-05-15,8.54203
2020-05-16,5.59033
2020-05-17,6.48479
2020-05-18,14.49016
2020-05-19,15.42933
2020-05-20,15.65295
2020-05-21,11.58318
2020-05-22,9.21288
2020-05-23,6.48479
2020-05-24,8.09481
2020-05-25,12.92486
2020-05-26,13.72987
2020-05-27,11.94096
2020-05-28,13.01431
2020-05-29,8.05008
2020-05-30,5.36672
2020-05-31,7.55813
2020-06-01,13.28264
2020-06-02,17.79964
2020-06-03,15.92128
2020-06-04,12.88014
2020-06-05,9.57066
2020-06-06,7.33452
2020-06-07,8.31842
2020-06-08,16.41323
2020-06-09,16.32379
2020-06-10,16.23434
2020-06-11,13.01431
2020-06-12,10.86762
2020-06-13,6.52951
2020-06-14,7.91592
2020-06-15,16.10017
2020-06-16,17.88908
2020-06-17,13.46153
2020-06-18,11.94096
2020-06-19,9.43649
2020-06-20,5.09838
2020-06-21,6.3059
2020-06-22,11.40429
2020-06-23,13.95348
2020-06-24,12.29874
2020-06-25,12.07513
2020-06-26,11.27012
2020-06-27,5.00894
2020-06-28,8.05008
2020-06-29,13.1932
2020-06-30,11.58318
2020-07-01,13.37209
2020-07-02,12.16457
2020-07-03,9.39177
2020-07-04,4.24865
2020-07-05,7.87119
2020-07-06,12.25402
2020-07-07,12.03041
2020-07-08,13.46153
2020-07-09,12.25402
2020-07-10,10.42039
2020-07-11,7.02146
2020-07-12,6.75313
2020-07-13,14.1771
2020-07-14,12.29874
2020-07-15,12.07513
2020-07-16,13.41681
2020-07-17,10.50983
2020-07-18,7.15563
2020-07-19,8.22898
2020-07-20,15.51878
2020-07-21,16.05545
2020-07-22,14.84794
2020-07-23,12.34347
2020-07-24,9.70483
2020-07-25,5.41144
2020-07-26,8.00536
2020-07-27,15.78711
2020-07-28,13.55098
2020-07-29,14.04293
2020-07-30,11.58318
2020-07-31,11.44901
2020-08-01,7.20035
2020-08-02,6.52951
2020-08-03,15.07155
2020-08-04,15.78711
2020-08-05,11.2254
2020-08-06,12.74597
2020-08-07,12.38819
2020-08-08,7.87119
2020-08-09,10.28622
2020-08-10,20.03577
2020-08-11,19.23076
2020-08-12,16.72629
2020-08-13,17.21824
2020-08-14,14.53488
2020-08-15,6.26118
2020-08-16,8.00536
2020-08-17,9.43649
2020-08-18,15.161
2020-08-19,13.23792
2020-08-20,16.81574
2020-08-21,11.00178
2020-08-22,6.21645
2020-08-23,6.35062
2020-08-24,12.74597
2020-08-25,11.58318
2020-08-26,15.51878
2020-08-27,11.76207
2020-08-28,8.40787
2020-08-29,5.59033
2020-08-30,8.22898
2020-08-31,14.08765
2020-09-01,15.25044
2020-09-02,16.99463
2020-09-03,12.07513
2020-09-04,11.09123
2020-09-05,6.84257
2020-09-06,7.46869
2020-09-07,14.44543
2020-09-08,18.60465
2020-09-09,14.80322
2020-09-10,12.52236
2020-09-11,10.33094
2020-09-12,5.90339
2020-09-13,8.89982
2020-09-14,12.74597
2020-09-15,11.89624
2020-09-16,11.27012
2020-09-17,8.89982
2020-09-18,7.24508
2020-09-19,5.94812
2020-09-20,6.84257
2020-09-21,12.38819
2020-09-22,11.58318
2020-09-23,10.19677
2020-09-24,9.70483
2020-09-25,10.82289
2020-09-26,6.7084
2020-09-27,6.61896
2020-09-28,11.35957
2020-09-29,10.2415
2020-09-30,6.79785
2020-10-01,6.57423
2020-10-02,7.60286
2020-10-03,9.21288
2020-10-04,12.74597
2020-10-05,20.70661
2020-10-06,16.36851
2020-10-07,18.38103
2020-10-08,13.23792
2020-10-09,6.61896
2020-10-10,6.7084
2020-10-11,10.59928
2020-10-12,16.68157
2020-10-13,12.96958
2020-10-14,19.14132
2020-10-15,15.69767
2020-10-16,12.79069
2020-10-17,7.91592
2020-10-18,9.74955
2020-10-19,20.43828
2020-10-20,18.55992
2020-10-21,21.19856
2020-10-22,17.1288
2020-10-23,15.65295
2020-10-24,8.00536
2020-10-25,9.83899
2020-10-26,20.43828
2020-10-27,24.50805
2020-10-28,21.4669
2020-10-29,16.27906
2020-10-30,12.79069
2020-10-31,8.81037
2020-11-01,15.07155
2020-11-02,27.95169
2020-11-03,49.8211
2020-11-04,41.10017
2020-11-05,26.47584
2020-11-06,19.72271
2020-11-07,12.88014
2020-11-08,13.86404
2020-11-09,25.13416
2020-11-10,28.62254
2020-11-11,25.26833
2020-11-12,22.76386
2020-11-13,21.77996
2020-11-14,11.94096
2020-11-15,12.96958
2020-11-16,22.4508
2020-11-17,23.12164
2020-11-18,18.1127
2020-11-19,22.71914
2020-11-20,17.26296
2020-11-21,10.2415
2020-11-22,12.79069
2020-11-23,16.81574
2020-11-24,15.38461
2020-11-25,15.65295
2020-11-26,15.29516
2020-11-27,16.23434
2020-11-28,10.644
2020-11-29,12.88014
2020-11-30,25.22361
2020-12-01,20.39355
2020-12-02,18.20214
2020-12-03,17.48658
2020-12-04,16.68157
2020-12-05,10.37567
2020-12-06,11.35957
2020-12-07,20.84078
2020-12-08,19.58855
2020-12-09,17.84436
2020-12-10,21.73524
2020-12-11,16.01073
2020-12-12,7.91592
2020-12-13,10.68872
2020-12-14,19.4991
2020-12-15,18.73881
2020-12-16,19.18604
2020-12-17,19.4991
2020-12-18,13.86404
2020-12-19,7.42397
2020-12-20,9.2576
2020-12-21,14.80322
2020-12-22,14.98211
2020-12-23,11.71735
2020-12-24,10.644
2020-12-25,6.48479
2020-12-26,8.54203
2020-12-27,11.27012
2020-12-28,20.52772
2020-12-29,27.23613
2020-12-30,20.03577
2020-12-31,11.09123
2021-01-01,9.43649
2021-01-02,11.31484
2021-01-03,13.10375
2021-01-04,22.94275
2021-01-05,18.87298
2021-01-06,16.68157
2021-01-07,18.73881
2021-01-08,16.77101
2021-01-09,10.77817
2021-01-10,13.28264
2021-01-11,22.58497
2021-01-12,22.18246
2021-01-13,20.12522
2021-01-14,17.62075
2021-01-15,14.84794
2021-01-16,10.28622
2021-01-17,12.92486
2021-01-18,22.67441
2021-01-19,20.75134
2021-01-20,20.97495
2021-01-21,22.4508
2021-01-22,20.0805
2021-01-23,13.50626
2021-01-24,14.89266
2021-01-25,21.51162
2021-01-26,22.89803
2021-01-27,19.36493
2021-01-28,18.42576
2021-01-29,13.50626
2021-01-30,10.59928
2021-01-31,13.77459
2021-02-01,22.80858
2021-02-02,20.43828
2021-02-03,19.00715
2021-02-04,21.33273
2021-02-05,14.75849
2021-02-06,11.18067
2021-02-07,13.10375
2021-02-08,18.1127
2021-02-09,18.5152
2021-02-10,11.00178
2021-02-11,7.91592
2021-02-12,10.95706
2021-02-13,11.40429
2021-02-14,14.53488
2021-02-15,24.19499
2021-02-16,21.77996
2021-02-17,21.77996
2021-02-18,20.30411
2021-02-19,14.26654
2021-02-20,9.6601
2021-02-21,13.10375
2021-02-22,19.45438
2021-02-23,16.01073
2021-02-24,16.68157
2021-02-25,15.11627
2021-02-26,10.644
2021-02-27,8.40787
2021-02-28,10.95706
2021-03-01,12.16457
2021-03-02,20.16994
2021-03-03,20.0805
2021-03-04,20.16994
2021-03-05,14.89266
2021-03-06,10.33094
2021-03-07,13.99821
2021-03-08,20.03577
2021-03-09,17.97853
2021-03-10,23.88193
2021-03-11,23.61359
2021-03-12,23.38998
2021-03-13,10.06261
2021-03-14,14.40071
2021-03-15,21.33273
2021-03-16,21.82468
2021-03-17,19.99105
2021-03-18,24.46332
2021-03-19,17.66547
2021-03-20,8.45259
2021-03-21,13.28264
2021-03-22,19.99105
2021-03-23,19.0966
2021-03-24,19.99105
2021-03-25,16.27906
2021-03-26,13.77459
2021-03-27,9.48121
2021-03-28,12.34347
2021-03-29,18.38103
2021-03-30,17.62075
2021-03-31,16.72629
2021-04-01,16.10017
2021-04-02,12.74597
2021-04-03,8.98926
2021-04-04,11.98568
2021-04-05,18.55992
2021-04-06,16.63685
2021-04-07,15.69767
2021-04-08,14.26654
2021-04-09,12.38819
2021-04-10,7.73703
2021-04-11,19.00715
2021-04-12,23.34525
2021-04-13,19.00715
2021-04-14,15.92128
2021-04-15,18.60465
2021-04-16,14.1771
2021-04-17,9.07871
2021-04-18,11.31484
2021-04-19,20.34883
2021-04-20,18.91771
2021-04-21,22.13774
2021-04-22,18.5152
2021-04-23,15.38461
2021-04-24,10.77817
2021-04-25,13.55098
2021-04-26,23.74776
2021-04-27,25.31305
2021-04-28,31.44007
2021-04-29,29.11449
2021-04-30,26.25223
2021-05-01,16.41323
2021-05-02,15.29516
2021-05-03,24.10554
2021-05-04,20.97495
2021-05-05,12.38819
2021-05-06,24.19499
2021-05-07,21.01967
2021-05-08,13.55098
2021-05-09,19.4991
2021-05-10,35.55456
2021-05-11,44.05187
2021-05-12,31.39534
2021-05-13,22.71914
2021-05-14,16.59212
2021-05-15,12.6118
2021-05-16,15.92128
2021-05-17,21.42218
2021-05-18,26.47584
2021-05-19,15.38461
2021-05-20,20.57245
2021-05-21,20.03577
2021-05-22,11.58318
2021-05-23,15.74239
2021-05-24,27.86225
2021-05-25,22.27191
2021-05-26,21.73524
2021-05-27,22.62969
2021-05-28,15.161
2021-05-29,9.92844
2021-05-30,13.55098
2021-05-31,24.91055
2021-06-01,24.19499
2021-06-02,27.14669
2021-06-03,22.27191
2021-06-04,19.45438
2021-06-05,12.56708
2021-06-06,16.59212
2021-06-07,28.13059
2021-06-08,22.8533
2021-06-09,20.97495
2021-06-10,19.90161
2021-06-11,15.5635
2021-06-12,11.44901
2021-06-13,14.89266
2021-06-14,26.20751
2021-06-15,22.98747
2021-06-16,21.51162
2021-06-17,24.59749
2021-06-18,20.39355
2021-06-19,11.76207
2021-06-20,14.22182
2021-06-21,20.84078
2021-06-22,22.98747
2021-06-23,19.58855
2021-06-24,18.1127
2021-06-25,16.99463
2021-06-26,12.07513
2021-06-27,14.35599
2021-06-28,22.13774
2021-06-29,22.00357
2021-06-30,18.47048
2021-07-01,18.29159
2021-07-02,16.81574
2021-07-03,10.95706
2021-07-04,17.79964
2021-07-05,31.35062
2021-07-06,26.47584
2021-07-07,22.00357
2021-07-08,22.09302
2021-07-09,20.483
2021-07-10,14.22182
2021-07-11,18.47048
2021-07-12,30.7245
2021-07-13,26.69946
2021-07-14,30.41144
2021-07-15,29.96422
2021-07-16,27.63864
2021-07-17,15.42933
2021-07-18,15.5635
2021-07-19,30.81395
2021-07-20,32.91592
2021-07-21,26.69946
2021-07-22,27.81753
2021-07-23,20.25939
2021-07-24,15.92128
2021-07-25,17.66547
2021-07-26,34.57066
2021-07-27,38.99821
2021-07-28,52.32558
2021-07-29,41.27906
2021-07-30,26.69946
2021-07-31,16.23434
2021-08-01,19.00715
2021-08-02,33.6762
2021-08-03,37.34347
2021-08-04,45.0805
2021-08-05,33.58676
2021-08-06,38.14847
2021-08-07,21.60107
2021-08-08,22.54025
2021-08-09,47.0483
2021-08-10,43.06797
2021-08-11,53.80143
2021-08-12,39.53488
2021-08-13,26.52057
2021-08-14,18.24686
2021-08-15,19.18604
2021-08-16,23.52415
2021-08-17,34.6601
2021-08-18,36.00178
2021-08-19,32.11091
2021-08-20,26.25223
2021-08-21,17.88908
2021-08-22,25.22361
2021-08-23,41.99463
2021-08-24,44.67799
2021-08-25,41.27906
2021-08-26,34.97316
2021-08-27,28.89087
2021-08-28,19.27549
2021-08-29,25.98389
2021-08-30,42.30769
2021-08-31,44.36493
2021-09-01,56.12701
2021-09-02,38.10375
2021-09-03,27.54919
2021-09-04,17.17352
2021-09-05,22.54025
2021-09-06,41.27906
2021-09-07,36.49373
2021-09-08,44.40966
2021-09-09,30.76923
2021-09-10,26.16279
2021-09-11,16.94991
2021-09-12,20.97495
2021-09-13,33.81037
2021-09-14,33.09481
2021-09-15,31.21645
2021-09-16,28.89087
2021-09-17,22.76386
2021-09-18,15.42933
2021-09-19,14.71377
2021-09-20,14.80322
2021-09-21,19.23076
2021-09-22,24.32915
2021-09-23,38.90876
2021-09-24,35.33094
2021-09-25,18.15742
2021-09-26,28.44364
2021-09-27,52.90697
2021-09-28,54.51699
2021-09-29,34.16815
2021-09-30,28.84615
2021-10-01,23.61359
2021-10-02,16.18962
2021-10-03,21.4669
2021-10-04,25.98389
2021-10-05,34.74955
2021-10-06,39.75849
2021-10-07,32.46869
2021-10-08,25.89445
2021-10-09,15.11627
2021-10-10,18.82826
2021-10-11,22.09302
2021-10-12,38.81932
2021-10-13,31.7084
2021-10-14,30.50089
2021-10-15,26.43112
2021-10-16,14.71377
2021-10-17,16.27906
2021-10-18,27.10196
2021-10-19,26.7889
2021-10-20,23.56887
2021-10-21,23.30053
2021-10-22,22.98747
2021-10-23,16.18962
2021-10-24,20.39355
2021-10-25,37.03041
2021-10-26,28.89087
2021-10-27,26.52057
2021-10-28,22.8533
2021-10-29,16.5474
2021-10-30,12.56708
2021-10-31,16.10017
2021-11-01,30.23255
2021-11-02,29.06976
2021-11-03,43.1127
2021-11-04,32.64758
2021-11-05,22.00357
2021-11-06,12.29874
2021-11-07,16.72629
2021-11-08,29.38282
2021-11-09,31.88729
2021-11-10,28.22003
2021-11-11,20.8855
2021-11-12,18.87298
2021-11-13,12.43291
2021-11-14,16.41323
2021-11-15,31.88729
2021-11-16,28.93559
2021-11-17,26.47584
2021-11-18,21.60107
2021-11-19,16.90518
2021-11-20,11.71735
2021-11-21,16.59212
2021-11-22,27.45974
2021-11-23,25.49194
2021-11-24,24.8211
2021-11-25,26.29695
2021-11-26,19.72271
2021-11-27,11.13595
2021-11-28,15.74239
2021-11-29,25.71556
2021-11-30,26.02862
2021-12-01,24.10554
2021-12-02,19.99105
2021-12-03,18.5152
2021-12-04,12.34347
2021-12-05,18.73881
2021-12-06,29.20393
2021-12-07,29.3381
2021-12-08,25.31305
2021-12-09,23.97137
2021-12-10,20.43828
2021-12-11,12.96958
2021-12-12,16.50268
2021-12-13,26.47584
2021-12-14,23.70304
2021-12-15,20.79606
2021-12-16,18.96243
2021-12-17,14.62432
2021-12-18,11.00178
2021-12-19,14.22182
2021-12-20,22.0483
2021-12-21,19.58855
2021-12-22,20.52772
2021-12-23,18.78354
2021-12-24,13.01431
2021-12-25,10.2415
2021-12-26,12.2093
2021-12-27,21.19856
2021-12-28,22.8533
2021-12-29,19.94633
2021-12-30,15.87656
2021-12-31,10.68872
2022-01-01,11.85152
2022-01-02,14.49016
2022-01-03,25.98389
2022-01-04,28.39892
2022-01-05,25.805
2022-01-06,22.94275
2022-01-07,22.13774
2022-01-08,13.1932
2022-01-09,20.03577
2022-01-10,31.7084
2022-01-11,29.38282
2022-01-12,28.30948
2022-01-13,24.73166
2022-01-14,22.54025
2022-01-15,15.20572
2022-01-16,21.0644
2022-01-17,32.2898
2022-01-18,39.89266
2022-01-19,39.66905
2022-01-20,40.83184
2022-01-21,28.44364
2022-01-22,15.07155
2022-01-23,19.4991
2022-01-24,34.2576
2022-01-25,28.62254
2022-01-26,20.39355
2022-01-27,26.34168
2022-01-28,18.29159
2022-01-29,13.64042
2022-01-30,11.40429
2022-01-31,13.5957
2022-02-01,15.74239
2022-02-02,20.43828
