date,삼성전자주가
2020-03-20,67.9776
2020-03-21,13.13268
2020-03-22,8.72348
2020-03-23,64.94786
2020-03-24,62.37531
2020-03-25,60.99389
2020-03-26,56.51101
2020-03-27,50.2816
2020-03-28,9.64274
2020-03-29,6.83821
2020-03-30,46.0466
2020-03-31,38.259
2020-04-01,39.81346
2020-04-02,39.89514
2020-04-03,32.94316
2020-04-04,6.43267
2020-04-05,4.80141
2020-04-06,34.40785
2020-04-07,40.18701
2020-04-08,33.79256
2020-04-09,30.97995
2020-04-10,30.047
2020-04-11,5.1539
2020-04-12,3.97414
2020-04-13,28.94741
2020-04-14,25.84248
2020-04-15,5.57278
2020-04-16,23.9989
2020-04-17,32.63191
2020-04-18,5.29939
2020-04-19,3.68103
2020-04-20,28.65874
2020-04-21,30.90547
2020-04-22,29.27546
2020-04-23,26.53484
2020-04-24,22.21674
2020-04-25,3.48727
2020-04-26,2.79234
2020-04-27,22.34623
2020-04-28,21.32103
2020-04-29,21.29615
2020-04-30,3.78039
2020-05-01,4.91233
2020-05-02,2.36964
2020-05-03,2.03724
2020-05-04,20.09861
2020-05-05,3.94339
2020-05-06,21.31534
2020-05-07,18.36302
2020-05-08,16.38861
2020-05-09,2.7519
2020-05-10,2.15003
2020-05-11,17.14815
2020-05-12,18.22073
2020-05-13,18.08199
2020-05-14,17.40519
2020-05-15,16.47313
2020-05-16,2.56135
2020-05-17,2.01955
2020-05-18,17.77874
2020-05-19,21.41417
2020-05-20,18.05266
2020-05-21,17.83251
2020-05-22,16.6556
2020-05-23,2.40741
2020-05-24,1.94196
2020-05-25,16.36257
2020-05-26,17.21961
2020-05-27,17.10114
2020-05-28,19.05688
2020-05-29,16.1042
2020-05-30,2.37595
2020-05-31,1.75159
2020-06-01,18.26641
2020-06-02,18.22304
2020-06-03,30.06024
2020-06-04,33.43385
2020-06-05,24.5183
2020-06-06,3.22668
2020-06-07,2.76052
2020-06-08,25.03068
2020-06-09,24.55279
2020-06-10,21.41337
2020-06-11,21.89882
2020-06-12,22.63295
2020-06-13,2.62605
2020-06-14,1.87637
2020-06-15,23.61211
2020-06-16,24.57252
2020-06-17,22.33805
2020-06-18,18.89406
2020-06-19,17.99169
2020-06-20,2.26343
2020-06-21,1.58441
2020-06-22,17.20228
2020-06-23,17.12389
2020-06-24,19.40884
2020-06-25,17.42065
2020-06-26,17.93321
2020-06-27,2.30121
2020-06-28,1.58272
2020-06-29,16.35332
2020-06-30,16.91947
2020-07-01,15.80335
2020-07-02,15.20947
2020-07-03,14.95377
2020-07-04,1.85797
2020-07-05,1.54921
2020-07-06,19.00667
2020-07-07,22.51279
2020-07-08,17.80051
2020-07-09,16.66004
2020-07-10,15.19072
2020-07-11,1.84002
2020-07-12,1.49144
2020-07-13,16.06501
2020-07-14,15.21827
2020-07-15,17.88575
2020-07-16,15.82015
2020-07-17,15.34501
2020-07-18,1.91486
2020-07-19,1.40657
2020-07-20,15.08016
2020-07-21,18.33547
2020-07-22,17.42083
2020-07-23,16.27511
2020-07-24,14.97004
2020-07-25,1.91672
2020-07-26,1.95805
2020-07-27,18.11123
2020-07-28,28.33789
2020-07-29,29.06029
2020-07-30,24.74601
2020-07-31,21.0848
2020-08-01,3.05026
2020-08-02,2.52189
2020-08-03,20.18616
2020-08-04,20.23326
2020-08-05,20.61144
2020-08-06,21.80435
2020-08-07,20.01969
2020-08-08,2.69067
2020-08-09,2.20522
2020-08-10,20.718
2020-08-11,22.93611
2020-08-12,21.22478
2020-08-13,21.58411
2020-08-14,18.98347
2020-08-15,2.28956
2020-08-16,1.74546
2020-08-17,4.67334
2020-08-18,22.1235
2020-08-19,20.00396
2020-08-20,24.11249
2020-08-21,22.62566
2020-08-22,2.55513
2020-08-23,1.94916
2020-08-24,19.32529
2020-08-25,18.19922
2020-08-26,17.8853
2020-08-27,18.01133
2020-08-28,17.57814
2020-08-29,2.25632
2020-08-30,2.49647
2020-08-31,21.46181
2020-09-01,20.86038
2020-09-02,19.76292
2020-09-03,23.07102
2020-09-04,21.62055
2020-09-05,2.66978
2020-09-06,2.11154
2020-09-07,23.12702
2020-09-08,26.05926
2020-09-09,25.62385
2020-09-10,25.68446
2020-09-11,22.39734
2020-09-12,2.91668
2020-09-13,2.3052
2020-09-14,26.34366
2020-09-15,27.24319
2020-09-16,26.1388
2020-09-17,25.28993
2020-09-18,22.19469
2020-09-19,2.84389
2020-09-20,2.1151
2020-09-21,21.42546
2020-09-22,21.77004
2020-09-23,21.61379
2020-09-24,21.69903
2020-09-25,19.25241
2020-09-26,2.69662
2020-09-27,2.08843
2020-09-28,18.32107
2020-09-29,15.70523
2020-09-30,2.46465
2020-10-01,1.85353
2020-10-02,1.82207
2020-10-03,1.61845
2020-10-04,1.69089
2020-10-05,19.14114
2020-10-06,18.69835
2020-10-07,18.40461
2020-10-08,22.44
2020-10-09,3.52665
2020-10-10,1.92605
2020-10-11,1.76981
2020-10-12,19.46003
2020-10-13,20.64654
2020-10-14,19.42981
2020-10-15,18.8538
2020-10-16,17.93099
2020-10-17,2.46172
2020-10-18,1.82722
2020-10-19,17.63662
2020-10-20,19.05244
2020-10-21,19.03849
2020-10-22,17.78087
2020-10-23,16.38292
2020-10-24,2.23526
2020-10-25,6.83217
2020-10-26,33.01275
2020-10-27,20.26037
2020-10-28,19.22708
2020-10-29,23.58047
2020-10-30,23.35979
2020-10-31,3.79461
2020-11-01,2.98618
2020-11-02,22.29761
2020-11-03,21.08595
2020-11-04,20.97325
2020-11-05,22.4823
2020-11-06,20.73266
2020-11-07,2.62632
2020-11-08,1.96365
2020-11-09,20.83674
2020-11-10,20.39893
2020-11-11,21.72196
2020-11-12,20.75986
2020-11-13,26.16467
2020-11-14,4.16283
2020-11-15,2.77679
2020-11-16,36.28619
2020-11-17,31.73167
2020-11-18,26.74557
2020-11-19,24.36819
2020-11-20,22.61268
2020-11-21,3.41226
2020-11-22,2.66818
2020-11-23,31.90729
2020-11-24,33.27218
2020-11-25,30.82388
2020-11-26,29.03309
2020-11-27,26.84964
2020-11-28,4.30699
2020-11-29,3.47296
2020-11-30,28.76841
2020-12-01,29.04011
2020-12-02,34.49655
2020-12-03,36.72275
2020-12-04,40.25242
2020-12-05,5.44986
2020-12-06,4.52616
2020-12-07,40.4756
2020-12-08,38.82292
2020-12-09,39.65312
2020-12-10,40.34637
2020-12-11,36.14194
2020-12-12,5.21816
2020-12-13,4.03591
2020-12-14,36.97801
2020-12-15,33.9281
2020-12-16,32.08451
2020-12-17,31.93582
2020-12-18,29.74544
2020-12-19,4.73209
2020-12-20,3.59864
2020-12-21,31.78669
2020-12-22,30.84414
2020-12-23,33.86793
2020-12-24,44.85991
2020-12-25,7.15275
2020-12-26,5.26055
2020-12-27,5.10937
2020-12-28,47.74247
2020-12-29,42.10738
2020-12-30,49.22467
2020-12-31,14.01932
2021-01-01,5.3009
2021-01-02,4.84105
2021-01-03,4.78577
2021-01-04,56.13782
2021-01-05,53.94317
2021-01-06,56.58451
2021-01-07,53.93952
2021-01-08,75.53181
2021-01-09,12.58075
2021-01-10,9.1508
2021-01-11,100.0
2021-01-12,86.48381
2021-01-13,73.6525
2021-01-14,66.24654
2021-01-15,65.65915
2021-01-16,9.89035
2021-01-17,7.57198
2021-01-18,93.5739
2021-01-19,86.5382
2021-01-20,65.08998
