date,케이뱅크주택담보대출
2023-08-28,5.54181
2023-08-29,5.71499
2023-08-30,6.45719
2023-08-31,6.06135
2023-09-01,4.15635
2023-09-02,2.3998
2023-09-03,3.142
2023-09-04,6.48193
2023-09-05,6.5809
2023-09-06,5.93765
2023-09-07,4.40376
2023-09-08,3.93369
2023-09-09,2.79564
2023-09-10,2.72142
2023-09-11,6.20979
2023-09-12,5.44285
2023-09-13,5.39336
2023-09-14,5.36862
2023-09-15,3.36467
2023-09-16,2.2761
2023-09-17,2.57298
2023-09-18,4.99752
2023-09-19,3.88421
2023-09-20,3.90895
2023-09-21,3.58733
2023-09-22,3.06778
2023-09-23,1.95447
2023-09-24,1.88025
2023-09-25,3.56259
2023-09-26,4.18109
2023-09-27,3.21622
2023-09-28,0.66798
2023-09-29,1.38545
2023-09-30,1.33597
2023-10-01,1.28649
2023-10-02,2.44928
2023-10-03,2.86986
2023-10-04,6.28401
2023-10-05,6.77882
2023-10-06,6.16031
2023-10-07,2.6472
2023-10-08,2.54824
2023-10-09,3.53785
2023-10-10,7.54576
2023-10-11,6.18505
2023-10-12,5.34388
2023-10-13,4.50272
2023-10-14,2.67194
2023-10-15,2.5235
2023-10-16,5.98713
2023-10-17,5.56655
2023-10-18,4.15635
2023-10-19,4.97278
2023-10-20,3.78525
2023-10-21,2.7709
2023-10-22,3.46363
2023-10-23,6.08609
2023-10-24,6.23453
2023-10-25,5.2944
2023-10-26,5.19544
2023-10-27,4.45324
2023-10-28,2.42454
2023-10-29,2.67194
2023-10-30,5.91291
2023-10-31,5.34388
2023-11-01,6.35823
2023-11-02,5.09648
2023-11-03,4.37902
2023-11-04,2.8946
2023-11-05,2.79564
2023-11-06,4.87382
2023-11-07,4.89856
2023-11-08,4.60168
2023-11-09,4.08213
2023-11-10,3.71103
2023-11-11,2.05343
2023-11-12,2.2761
2023-11-13,4.47798
2023-11-14,4.9233
2023-11-15,5.02226
2023-11-16,4.77486
2023-11-17,4.00791
2023-11-18,1.85551
2023-11-19,2.30084
2023-11-20,5.46759
2023-11-21,5.14596
2023-11-22,5.4181
2023-11-23,4.32953
2023-11-24,3.33993
2023-11-25,2.20188
2023-11-26,2.20188
2023-11-27,4.25531
2023-11-28,4.32953
2023-11-29,3.80999
2023-11-30,3.71103
2023-12-01,3.76051
2023-12-02,2.2761
2023-12-03,2.5235
2023-12-04,5.19544
2023-12-05,4.18109
2023-12-06,4.40376
2023-12-07,4.20583
2023-12-08,3.56259
2023-12-09,2.5235
2023-12-10,2.30084
2023-12-11,5.12122
2023-12-12,4.9233
2023-12-13,4.60168
2023-12-14,4.15635
2023-12-15,3.95843
2023-12-16,2.54824
2023-12-17,2.00395
2023-12-18,5.56655
2023-12-19,4.45324
2023-12-20,4.15635
2023-12-21,4.20583
2023-12-22,3.31519
2023-12-23,1.97921
2023-12-24,1.55863
2023-12-25,2.74616
2023-12-26,4.9233
2023-12-27,6.18505
2023-12-28,5.66551
2023-12-29,4.52746
2023-12-30,2.62246
2023-12-31,2.86986
2024-01-01,2.86986
2024-01-02,6.50667
2024-01-03,5.64077
2024-01-04,5.69025
2024-01-05,4.82434
2024-01-06,3.46363
2024-01-07,2.99356
2024-01-08,6.45719
2024-01-09,11.1331
2024-01-10,14.52251
2024-01-11,14.64621
2024-01-12,13.82978
2024-01-13,11.2568
2024-01-14,12.49381
2024-01-15,20.1138
2024-01-16,16.52647
2024-01-17,13.80504
2024-01-18,12.56803
2024-01-19,12.22167
2024-01-20,7.59524
2024-01-21,6.75408
2024-01-22,15.73478
2024-01-23,15.33894
2024-01-24,14.07718
2024-01-25,13.2855
2024-01-26,11.23206
2024-01-27,6.77882
2024-01-28,9.07966
2024-01-29,14.86887
2024-01-30,15.6853
2024-01-31,15.26472
2024-02-01,13.35972
2024-02-02,13.08758
2024-02-03,6.28401
2024-02-04,5.59129
2024-02-05,10.56407
2024-02-06,9.30232
2024-02-07,8.60959
2024-02-08,7.74369
2024-02-09,4.4285
2024-02-10,2.30084
2024-02-11,4.03265
2024-02-12,5.83869
2024-02-13,16.72439
2024-02-14,14.74517
2024-02-15,13.35972
2024-02-16,12.24641
2024-02-17,6.60564
2024-02-18,5.91291
2024-02-19,13.85452
2024-02-20,11.30628
2024-02-21,9.07966
2024-02-22,7.39732
2024-02-23,6.01187
2024-02-24,2.7709
2024-02-25,3.29045
2024-02-26,7.79317
2024-02-27,7.96635
2024-02-28,6.77882
2024-02-29,6.03661
2024-03-01,2.86986
2024-03-02,2.91934
2024-03-03,2.8946
2024-03-04,5.66551
2024-03-05,7.02622
2024-03-06,6.18505
2024-03-07,4.65116
2024-03-08,4.52746
2024-03-09,1.58337
2024-03-10,2.47402
2024-03-11,5.12122
2024-03-12,5.69025
2024-03-13,5.22018
2024-03-14,4.28005
2024-03-15,3.43889
2024-03-16,2.2761
2024-03-17,1.80603
2024-03-18,3.11726
2024-03-19,3.06778
2024-03-20,2.25136
