date,오늘의증권
2020-10-19,9.60391
2020-10-20,11.77597
2020-10-21,11.24361
2020-10-22,11.77597
2020-10-23,10.39182
2020-10-24,3.53492
2020-10-25,2.51277
2020-10-26,12.11669
2020-10-27,10.8816
2020-10-28,10.49829
2020-10-29,11.58432
2020-10-30,12.77683
2020-10-31,3.64139
2020-11-01,2.89608
2020-11-02,9.58262
2020-11-03,9.30579
2020-11-04,10.0511
2020-11-05,9.88074
2020-11-06,9.96592
2020-11-07,3.96081
2020-11-08,3.27938
2020-11-09,11.15843
2020-11-10,12.96848
2020-11-11,12.0954
2020-11-12,11.05195
2020-11-13,11.07325
2020-11-14,5.02555
2020-11-15,3.49233
2020-11-16,11.96763
2020-11-17,12.81942
2020-11-18,11.2649
2020-11-19,11.64821
2020-11-20,10.94548
2020-11-21,5.19591
2020-11-22,3.49233
2020-11-23,11.56303
2020-11-24,12.30834
2020-11-25,15.16183
2020-11-26,12.62776
2020-11-27,11.58432
2020-11-28,4.47189
2020-11-29,4.0034
2020-11-30,11.86115
2020-12-01,12.62776
2020-12-02,14.11839
2020-12-03,74.1695
2020-12-04,11.90374
2020-12-05,5.08943
2020-12-06,4.85519
2020-12-07,14.03321
2020-12-08,15.11925
2020-12-09,15.24701
2020-12-10,14.01192
2020-12-11,12.32964
2020-12-12,4.96166
2020-12-13,4.28023
2020-12-14,13.88415
2020-12-15,12.94718
2020-12-16,11.86115
2020-12-17,11.05195
2020-12-18,12.0954
2020-12-19,4.72742
2020-12-20,4.57836
2020-12-21,12.75553
2020-12-22,16.908
2020-12-23,14.39522
2020-12-24,13.20272
2020-12-25,6.89948
2020-12-26,5.25979
2020-12-27,4.15247
2020-12-28,12.8833
2020-12-29,14.11839
2020-12-30,19.91056
2020-12-31,43.90971
2021-01-01,3.74787
2021-01-02,4.38671
2021-01-03,4.8339
2021-01-04,100.0
2021-01-05,17.27001
2021-01-06,18.5477
2021-01-07,17.86626
2021-01-08,20.76235
2021-01-09,9.85945
2021-01-10,7.68739
2021-01-11,28.42844
2021-01-12,25.72402
2021-01-13,21.86967
2021-01-14,19.12265
2021-01-15,22.9557
2021-01-16,6.85689
2021-01-17,5.55792
2021-01-18,23.61584
2021-01-19,21.52896
2021-01-20,19.84667
2021-01-21,19.69761
2021-01-22,19.59114
2021-01-23,8.07069
2021-01-24,6.09028
2021-01-25,17.54684
2021-01-26,22.52981
2021-01-27,20.03833
2021-01-28,24.72316
2021-01-29,27.85349
2021-01-30,7.98551
2021-01-31,5.98381
2021-02-01,21.3373
2021-02-02,18.05792
2021-02-03,19.25042
2021-02-04,19.93185
2021-02-05,17.7385
2021-02-06,6.40971
2021-02-07,5.77086
2021-02-08,19.63373
2021-02-09,16.5247
2021-02-10,16.46081
2021-02-11,6.51618
2021-02-12,5.00425
2021-02-13,4.45059
2021-02-14,5.19591
2021-02-15,19.12265
2021-02-16,20.22998
2021-02-17,19.35689
2021-02-18,19.76149
2021-02-19,19.39948
2021-02-20,6.45229
2021-02-21,5.25979
2021-02-22,17.20613
2021-02-23,20.03833
2021-02-24,27.76831
2021-02-25,21.3586
2021-02-26,24.46763
2021-02-27,6.58006
2021-02-28,5.79216
2021-03-01,7.70868
2021-03-02,19.18654
2021-03-03,18.1218
2021-03-04,17.3126
2021-03-05,18.03662
2021-03-06,6.09028
2021-03-07,4.62095
2021-03-08,18.27086
2021-03-09,19.54855
2021-03-10,20.05962
2021-03-11,17.86626
2021-03-12,17.05706
2021-03-13,6.19676
2021-03-14,4.4293
2021-03-15,14.71465
2021-03-16,15.37478
2021-03-17,15.6942
2021-03-18,17.35519
2021-03-19,17.78109
2021-03-20,5.28109
2021-03-21,5.11073
2021-03-22,15.05536
2021-03-23,17.90885
2021-03-24,15.18313
2021-03-25,14.52299
2021-03-26,13.50085
2021-03-27,5.17461
2021-03-28,4.0034
2021-03-29,13.2666
2021-03-30,13.64991
2021-03-31,14.31005
2021-04-01,14.0758
2021-04-02,13.92674
2021-04-03,5.25979
2021-04-04,3.51362
2021-04-05,14.26746
2021-04-06,14.4804
2021-04-07,14.82112
2021-04-08,13.86286
2021-04-09,13.94804
2021-04-10,4.64224
2021-04-11,3.25809
2021-04-12,13.16013
2021-04-13,15.24701
2021-04-14,14.77853
2021-04-15,14.67206
2021-04-16,13.77768
2021-04-17,5.00425
2021-04-18,4.23764
2021-04-19,14.0971
2021-04-20,14.0758
2021-04-21,17.3126
2021-04-22,14.60817
2021-04-23,14.31005
2021-04-24,4.96166
2021-04-25,4.85519
2021-04-26,16.05621
2021-04-27,19.08006
2021-04-28,21.10306
2021-04-29,19.42078
2021-04-30,17.07836
2021-05-01,7.32538
2021-05-02,7.02725
2021-05-03,22.48722
2021-05-04,15.80068
2021-05-05,7.45315
2021-05-06,15.48126
2021-05-07,14.82112
2021-05-08,5.83475
2021-05-09,5.00425
2021-05-10,17.24872
2021-05-11,19.12265
2021-05-12,20.76235
2021-05-13,21.59284
2021-05-14,18.46252
2021-05-15,6.32453
2021-05-16,5.00425
2021-05-17,17.93015
2021-05-18,15.26831
2021-05-19,7.45315
2021-05-20,17.97274
2021-05-21,17.7172
2021-05-22,5.2385
2021-05-23,4.66354
2021-05-24,16.29045
2021-05-25,14.94889
2021-05-26,16.78023
2021-05-27,17.18483
2021-05-28,16.35434
2021-05-29,5.57921
2021-05-30,3.79045
2021-05-31,15.01277
2021-06-01,15.50255
2021-06-02,14.97018
2021-06-03,17.29131
2021-06-04,16.67376
2021-06-05,5.30238
2021-06-06,4.30153
2021-06-07,15.77938
2021-06-08,15.50255
2021-06-09,16.69505
2021-06-10,15.7155
2021-06-11,15.3109
2021-06-12,5.19591
2021-06-13,3.76916
2021-06-14,15.01277
2021-06-15,15.54514
2021-06-16,15.11925
2021-06-17,14.13969
2021-06-18,13.60732
2021-06-19,5.30238
2021-06-20,3.81175
2021-06-21,16.71635
2021-06-22,15.03407
2021-06-23,14.39522
2021-06-24,15.39608
2021-06-25,13.79897
2021-06-26,4.72742
2021-06-27,3.27938
2021-06-28,12.64906
2021-06-29,13.43696
2021-06-30,13.73509
2021-07-01,13.07495
2021-07-02,12.56388
2021-07-03,3.87563
2021-07-04,3.23679
2021-07-05,13.07495
2021-07-06,13.41567
2021-07-07,14.22487
2021-07-08,16.01362
2021-07-09,18.27086
2021-07-10,4.87649
2021-07-11,3.53492
2021-07-12,13.16013
2021-07-13,13.13884
2021-07-14,12.60647
2021-07-15,12.73424
2021-07-16,12.67035
2021-07-17,4.34412
2021-07-18,3.23679
2021-07-19,12.84071
2021-07-20,13.77768
2021-07-21,13.39437
2021-07-22,12.60647
2021-07-23,12.4787
2021-07-24,4.34412
2021-07-25,3.15161
2021-07-26,11.96763
2021-07-27,10.94548
2021-07-28,10.73253
2021-07-29,12.13798
2021-07-30,13.52214
2021-07-31,3.83304
2021-08-01,2.95996
2021-08-02,11.60562
2021-08-03,11.54173
2021-08-04,12.64906
2021-08-05,11.6695
2021-08-06,11.64821
2021-08-07,4.89778
2021-08-08,3.27938
2021-08-09,12.96848
2021-08-10,14.01192
2021-08-11,13.11754
2021-08-12,13.75638
2021-08-13,17.01448
2021-08-14,4.45059
2021-08-15,3.57751
2021-08-16,16.63117
2021-08-17,15.24701
2021-08-18,13.52214
2021-08-19,17.09965
2021-08-20,16.5034
2021-08-21,4.08858
2021-08-22,3.79045
2021-08-23,15.37478
2021-08-24,13.47955
2021-08-25,14.885
2021-08-26,13.2666
2021-08-27,12.60647
2021-08-28,3.98211
2021-08-29,2.83219
2021-08-30,12.56388
2021-08-31,14.16098
2021-09-01,13.88415
2021-09-02,13.86286
2021-09-03,13.2666
2021-09-04,4.30153
2021-09-05,3.30068
2021-09-06,11.24361
2021-09-07,11.86115
2021-09-08,13.05366
2021-09-09,13.58603
2021-09-10,11.73339
2021-09-11,3.70528
2021-09-12,2.95996
2021-09-13,11.92504
2021-09-14,10.79642
2021-09-15,11.30749
2021-09-16,11.54173
2021-09-17,11.79727
2021-09-18,3.08773
2021-09-19,1.46933
2021-09-20,2.06558
2021-09-21,3.51362
2021-09-22,4.59965
2021-09-23,13.88415
2021-09-24,11.47785
2021-09-25,3.68398
2021-09-26,2.25724
2021-09-27,10.09369
2021-09-28,13.82027
2021-09-29,17.20613
2021-09-30,13.13884
2021-10-01,14.65076
2021-10-02,3.89693
2021-10-03,3.00255
2021-10-04,12.22316
2021-10-05,17.54684
2021-10-06,17.41908
2021-10-07,14.79982
2021-10-08,14.16098
2021-10-09,4.06729
2021-10-10,2.59795
2021-10-11,5.96252
2021-10-12,13.75638
2021-10-13,12.94718
2021-10-14,12.0741
2021-10-15,10.92419
2021-10-16,3.91822
2021-10-17,2.64054
2021-10-18,10.98807
2021-10-19,11.24361
2021-10-20,11.47785
2021-10-21,11.49914
2021-10-22,10.62606
2021-10-23,3.27938
2021-10-24,2.4063
2021-10-25,11.07325
2021-10-26,10.477
2021-10-27,11.13713
2021-10-28,11.86115
2021-10-29,10.28534
2021-10-30,3.47103
2021-10-31,2.76831
2021-11-01,9.92333
2021-11-02,11.30749
2021-11-03,12.69165
2021-11-04,11.71209
2021-11-05,9.75298
2021-11-06,3.34327
2021-11-07,2.21465
2021-11-08,9.45485
2021-11-09,9.68909
2021-11-10,10.71124
2021-11-11,10.0511
2021-11-12,9.6465
2021-11-13,3.98211
2021-11-14,2.27853
2021-11-15,8.64565
2021-11-16,9.28449
2021-11-17,10.11499
2021-11-18,59.75298
2021-11-19,9.45485
2021-11-20,3.64139
2021-11-21,2.08688
2021-11-22,10.20017
2021-11-23,10.4557
2021-11-24,10.98807
2021-11-25,8.62436
2021-11-26,10.34923
2021-11-27,3.68398
2021-11-28,2.29982
2021-11-29,11.58432
2021-11-30,17.14224
2021-12-01,12.58517
2021-12-02,10.96678
2021-12-03,10.4557
2021-12-04,3.55621
2021-12-05,2.98126
2021-12-06,10.15758
2021-12-07,10.39182
2021-12-08,11.41396
2021-12-09,11.17972
2021-12-10,10.64735
2021-12-11,3.30068
2021-12-12,2.44889
2021-12-13,10.17887
2021-12-14,10.71124
2021-12-15,9.85945
2021-12-16,10.0724
2021-12-17,10.13628
2021-12-18,3.49233
2021-12-19,2.08688
2021-12-20,11.71209
2021-12-21,9.98722
2021-12-22,9.54003
2021-12-23,10.4557
2021-12-24,9.73168
2021-12-25,3.1942
2021-12-26,2.64054
2021-12-27,9.28449
2021-12-28,9.32708
2021-12-29,11.86115
2021-12-30,14.03321
2021-12-31,38.79897
2022-01-01,1.95911
2022-01-02,2.04429
2022-01-03,75.19165
2022-01-04,10.62606
2022-01-05,14.01192
2022-01-06,12.20187
2022-01-07,10.43441
2022-01-08,3.83304
2022-01-09,2.36371
2022-01-10,10.64735
2022-01-11,10.66865
2022-01-12,10.20017
2022-01-13,11.37137
2022-01-14,11.07325
2022-01-15,3.27938
2022-01-16,1.9804
2022-01-17,9.94463
2022-01-18,11.47785
2022-01-19,11.09454
2022-01-20,10.26405
2022-01-21,9.98722
2022-01-22,3.74787
2022-01-23,2.66183
2022-01-24,11.45655
2022-01-25,16.14139
2022-01-26,13.05366
2022-01-27,20.29386
2022-01-28,14.35264
2022-01-29,3.72657
2022-01-30,2.68313
2022-01-31,2.68313
2022-02-01,3.42844
2022-02-02,4.85519
2022-02-03,12.98977
2022-02-04,11.92504
2022-02-05,4.23764
2022-02-06,2.47018
2022-02-07,10.66865
2022-02-08,10.8816
2022-02-09,10.37052
2022-02-10,10.92419
2022-02-11,11.07325
2022-02-12,3.79045
2022-02-13,2.42759
2022-02-14,11.90374
2022-02-15,11.64821
2022-02-16,11.94633
2022-02-17,13.2879
2022-02-18,10.94548
2022-02-19,3.42844
2022-02-20,2.12947
2022-02-21,10.39182
2022-02-22,11.47785
2022-02-23,11.32879
2022-02-24,14.20357
2022-02-25,11.39267
2022-02-26,4.38671
2022-02-27,2.19335
2022-02-28,10.22146
2022-03-01,5.70698
2022-03-02,11.22231
2022-03-03,10.13628
2022-03-04,11.2649
2022-03-05,3.08773
2022-03-06,2.385
2022-03-07,11.32879
2022-03-08,11.47785
2022-03-09,7.06984
2022-03-10,11.49914
2022-03-11,10.32793
2022-03-12,4.04599
2022-03-13,3.02385
2022-03-14,9.83816
2022-03-15,11.2862
2022-03-16,11.05195
2022-03-17,10.8816
2022-03-18,10.98807
2022-03-19,3.87563
2022-03-20,2.27853
2022-03-21,9.94463
2022-03-22,10.24275
2022-03-23,9.47614
2022-03-24,10.22146
2022-03-25,9.45485
2022-03-26,3.13032
2022-03-27,2.36371
2022-03-28,10.17887
2022-03-29,10.39182
2022-03-30,11.17972
2022-03-31,11.56303
2022-04-01,10.71124
2022-04-02,3.30068
2022-04-03,3.10902
2022-04-04,10.34923
2022-04-05,11.52044
2022-04-06,11.30749
2022-04-07,11.6695
2022-04-08,9.88074
2022-04-09,3.15161
2022-04-10,2.02299
2022-04-11,9.68909
2022-04-12,9.83816
2022-04-13,9.88074
2022-04-14,10.32793
2022-04-15,9.34838
2022-04-16,2.68313
2022-04-17,2.17206
2022-04-18,8.26235
2022-04-19,8.73083
2022-04-20,9.19931
2022-04-21,9.62521
2022-04-22,9.68909
2022-04-23,3.25809
2022-04-24,2.10817
2022-04-25,12.0741
2022-04-26,10.64735
2022-04-27,12.0741
2022-04-28,10.75383
2022-04-29,10.13628
2022-04-30,3.72657
2022-05-01,1.91652
2022-05-02,9.2419
2022-05-03,9.11413
2022-05-04,9.56132
2022-05-05,5.30238
2022-05-06,11.6695
2022-05-07,3.23679
2022-05-08,1.83134
2022-05-09,10.26405
2022-05-10,11.2862
2022-05-11,11.60562
2022-05-12,12.90459
2022-05-13,10.83901
2022-05-14,3.44974
2022-05-15,2.27853
2022-05-16,9.41226
2022-05-17,10.34923
2022-05-18,11.2862
2022-05-19,12.15928
2022-05-20,10.8816
2022-05-21,4.13117
2022-05-22,2.06558
2022-05-23,8.68824
2022-05-24,11.39267
2022-05-25,10.0511
2022-05-26,9.77427
2022-05-27,8.70954
2022-05-28,3.6201
2022-05-29,1.70357
2022-05-30,7.41056
2022-05-31,8.58177
2022-06-01,7.96422
2022-06-02,8.09199
2022-06-03,8.21976
2022-06-04,2.85349
2022-06-05,1.83134
2022-06-06,2.74701
2022-06-07,9.92333
2022-06-08,8.79471
2022-06-09,8.51788
2022-06-10,9.22061
2022-06-11,3.27938
2022-06-12,1.5971
2022-06-13,14.54429
2022-06-14,12.32964
2022-06-15,12.62776
2022-06-16,13.56473
2022-06-17,11.22231
2022-06-18,3.53492
2022-06-19,1.91652
2022-06-20,11.09454
2022-06-21,11.2862
2022-06-22,14.33134
2022-06-23,13.56473
2022-06-24,11.64821
2022-06-25,3.87563
2022-06-26,1.46933
2022-06-27,9.39097
2022-06-28,10.43441
2022-06-29,11.07325
2022-06-30,10.30664
2022-07-01,11.81856
2022-07-02,3.40715
2022-07-03,1.81005
2022-07-04,9.56132
2022-07-05,9.79557
2022-07-06,10.22146
2022-07-07,9.88074
2022-07-08,10.09369
2022-07-09,3.2155
2022-07-10,1.61839
2022-07-11,7.6448
2022-07-12,9.05025
2022-07-13,8.94378
2022-07-14,9.34838
2022-07-15,8.58177
2022-07-16,2.32112
2022-07-17,1.72487
2022-07-18,8.21976
2022-07-19,9.62521
2022-07-20,9.07155
2022-07-21,9.02896
2022-07-22,9.6678
2022-07-23,2.51277
2022-07-24,1.40545
2022-07-25,8.454
2022-07-26,7.77257
2022-07-27,8.94378
2022-07-28,8.454
2022-07-29,8.8586
2022-07-30,2.98126
2022-07-31,1.61839
2022-08-01,8.98637
2022-08-02,9.62521
2022-08-03,8.94378
2022-08-04,9.19931
2022-08-05,8.07069
2022-08-06,3.06643
2022-08-07,1.29897
2022-08-08,8.62436
2022-08-09,8.81601
2022-08-10,9.41226
2022-08-11,9.36967
2022-08-12,9.71039
2022-08-13,3.04514
2022-08-14,1.78875
2022-08-15,2.59795
2022-08-16,8.66695
2022-08-17,8.92248
2022-08-18,8.94378
2022-08-19,10.13628
2022-08-20,3.51362
2022-08-21,1.63969
2022-08-22,10.34923
2022-08-23,11.15843
2022-08-24,12.52129
2022-08-25,11.35008
2022-08-26,10.32793
2022-08-27,4.8339
2022-08-28,1.91652
2022-08-29,10.96678
2022-08-30,10.8603
2022-08-31,11.75468
2022-09-01,12.22316
2022-09-02,9.77427
2022-09-03,3.25809
2022-09-04,1.89522
2022-09-05,9.17802
2022-09-06,8.41141
2022-09-07,9.77427
2022-09-08,9.05025
2022-09-09,4.04599
2022-09-10,2.66183
2022-09-11,1.81005
2022-09-12,3.34327
2022-09-13,11.2862
2022-09-14,14.31005
2022-09-15,12.45741
2022-09-16,10.41311
2022-09-17,2.93867
2022-09-18,1.40545
2022-09-19,8.07069
2022-09-20,9.6678
2022-09-21,10.98807
2022-09-22,11.81856
2022-09-23,11.73339
2022-09-24,3.38586
2022-09-25,1.51192
2022-09-26,12.90459
2022-09-27,11.2649
2022-09-28,13.47955
2022-09-29,11.96763
2022-09-30,10.58347
2022-10-01,3.15161
2022-10-02,1.32027
2022-10-03,3.40715
2022-10-04,9.79557
2022-10-05,10.81771
2022-10-06,10.51959
2022-10-07,8.8586
2022-10-08,2.83219
2022-10-09,1.42674
2022-10-10,3.64139
2022-10-11,12.28705
2022-10-12,12.11669
2022-10-13,12.03151
2022-10-14,11.17972
2022-10-15,4.87649
2022-10-16,2.91737
2022-10-17,19.52725
2022-10-18,15.82197
2022-10-19,11.79727
2022-10-20,11.39267
2022-10-21,10.49829
2022-10-22,3.89693
2022-10-23,2.25724
2022-10-24,9.56132
2022-10-25,11.6908
2022-10-26,10.73253
2022-10-27,9.90204
2022-10-28,11.03066
2022-10-29,3.2155
2022-10-30,1.51192
2022-10-31,8.47529
2022-11-01,10.02981
2022-11-02,10.60477
2022-11-03,10.30664
2022-11-04,9.45485
2022-11-05,3.02385
2022-11-06,1.34156
2022-11-07,8.58177
2022-11-08,9.34838
2022-11-09,11.20102
2022-11-10,10.30664
2022-11-11,12.96848
2022-11-12,4.17376
2022-11-13,2.70442
2022-11-14,10.20017
2022-11-15,10.20017
2022-11-16,11.41396
2022-11-17,53.42844
2022-11-18,10.37052
2022-11-19,3.2155
2022-11-20,1.87393
2022-11-21,8.87989
2022-11-22,9.58262
2022-11-23,8.75212
2022-11-24,9.11413
2022-11-25,8.39011
2022-11-26,2.06558
2022-11-27,0.87308
2022-11-28,8.17717
2022-11-29,8.87989
2022-11-30,8.30494
2022-12-01,9.02896
2022-12-02,9.2632
2022-12-03,2.385
2022-12-04,1.23509
2022-12-05,6.89948
2022-12-06,7.55962
2022-12-07,8.09199
2022-12-08,7.68739
2022-12-09,8.36882
2022-12-10,2.95996
2022-12-11,1.46933
2022-12-12,6.75042
2022-12-13,8.0281
2022-12-14,8.39011
2022-12-15,8.66695
2022-12-16,8.75212
2022-12-17,2.47018
2022-12-18,1.61839
2022-12-19,7.70868
2022-12-20,9.15672
2022-12-21,8.53918
2022-12-22,8.39011
2022-12-23,12.43611
2022-12-24,2.57666
2022-12-25,1.72487
2022-12-26,7.51703
2022-12-27,8.64565
2022-12-28,10.66865
2022-12-29,12.52129
2022-12-30,42.50425
2022-12-31,2.19335
2023-01-01,1.81005
2023-01-02,62.18057
2023-01-03,9.28449
2023-01-04,9.07155
2023-01-05,9.19931
2023-01-06,8.92248
2023-01-07,3.42844
2023-01-08,1.51192
2023-01-09,7.72998
2023-01-10,8.90119
2023-01-11,8.39011
2023-01-12,8.34752
2023-01-13,7.98551
2023-01-14,2.76831
2023-01-15,1.29897
2023-01-16,6.75042
2023-01-17,7.85775
2023-01-18,7.60221
2023-01-19,8.53918
2023-01-20,7.79386
2023-01-21,3.38586
2023-01-22,1.40545
2023-01-23,2.27853
2023-01-24,4.408
2023-01-25,10.92419
2023-01-26,9.88074
2023-01-27,10.17887
2023-01-28,4.0247
2023-01-29,2.15076
2023-01-30,9.19931
2023-01-31,9.17802
2023-02-01,9.94463
2023-02-02,10.92419
2023-02-03,10.24275
2023-02-04,3.5988
2023-02-05,2.0017
2023-02-06,9.34838
2023-02-07,9.49744
2023-02-08,9.13543
2023-02-09,9.98722
2023-02-10,9.54003
2023-02-11,2.8109
2023-02-12,1.5971
2023-02-13,7.90034
2023-02-14,9.19931
2023-02-15,11.47785
2023-02-16,10.79642
2023-02-17,9.90204
2023-02-18,3.34327
2023-02-19,2.08688
2023-02-20,9.07155
2023-02-21,9.71039
2023-02-22,10.30664
2023-02-23,9.62521
2023-02-24,8.8373
2023-02-25,2.83219
2023-02-26,1.36286
2023-02-27,9.19931
2023-02-28,8.8373
2023-03-01,3.98211
2023-03-02,9.13543
2023-03-03,8.98637
2023-03-04,2.93867
2023-03-05,1.85264
2023-03-06,8.87989
2023-03-07,9.51873
2023-03-08,9.45485
2023-03-09,10.49829
2023-03-10,10.24275
2023-03-11,3.57751
2023-03-12,1.70357
2023-03-13,10.24275
2023-03-14,14.41652
2023-03-15,9.79557
2023-03-16,10.39182
2023-03-17,9.6465
2023-03-18,3.08773
2023-03-19,1.53321
2023-03-20,8.66695
2023-03-21,9.2632
2023-03-22,9.19931
2023-03-23,11.49914
2023-03-24,9.6678
2023-03-25,3.47103
2023-03-26,1.81005
2023-03-27,8.0494
2023-03-28,9.96592
2023-03-29,9.58262
2023-03-30,8.81601
2023-03-31,9.60391
2023-04-01,2.85349
2023-04-02,1.81005
2023-04-03,9.30579
2023-04-04,10.02981
2023-04-05,9.96592
2023-04-06,10.51959
2023-04-07,10.11499
2023-04-08,3.27938
2023-04-09,2.27853
2023-04-10,9.05025
2023-04-11,9.6465
2023-04-12,9.58262
2023-04-13,10.41311
2023-04-14,9.54003
2023-04-15,3.10902
2023-04-16,1.72487
2023-04-17,7.83645
2023-04-18,10.477
2023-04-19,9.81686
2023-04-20,10.66865
2023-04-21,9.28449
2023-04-22,2.72572
2023-04-23,1.85264
2023-04-24,7.49574
2023-04-25,10.73253
2023-04-26,8.94378
2023-04-27,9.88074
2023-04-28,11.05195
2023-04-29,2.7896
2023-04-30,2.47018
2023-05-01,37.03151
2023-05-02,7.49574
2023-05-03,9.07155
2023-05-04,7.28279
2023-05-05,3.81175
2023-05-06,2.76831
2023-05-07,1.51192
2023-05-08,7.04855
2023-05-09,7.70868
2023-05-10,7.17632
2023-05-11,7.77257
2023-05-12,6.38841
2023-05-13,2.08688
2023-05-14,1.55451
2023-05-15,6.98466
2023-05-16,8.454
2023-05-17,8.09199
2023-05-18,8.34752
2023-05-19,7.58091
2023-05-20,2.64054
2023-05-21,1.81005
2023-05-22,6.8356
2023-05-23,7.87904
2023-05-24,7.58091
2023-05-25,8.24105
2023-05-26,8.30494
2023-05-27,2.72572
2023-05-28,1.85264
2023-05-29,8.73083
