date,오늘의금값시세
2020-07-30,50.48182
2020-07-31,45.06249
2020-08-01,32.51598
2020-08-02,22.77454
2020-08-03,39.16611
2020-08-04,36.42782
2020-08-05,70.63257
2020-08-06,55.81528
2020-08-07,54.73714
2020-08-08,33.8231
2020-08-09,22.31657
2020-08-10,46.9707
2020-08-11,45.29147
2020-08-12,100.0
2020-08-13,62.62761
2020-08-14,43.73628
2020-08-15,27.99351
2020-08-16,21.89676
2020-08-17,30.26428
2020-08-18,47.6672
2020-08-19,41.65633
2020-08-20,40.01526
2020-08-21,34.48144
2020-08-22,20.06487
2020-08-23,16.98311
2020-08-24,32.76404
2020-08-25,30.91308
2020-08-26,27.66911
2020-08-27,29.95897
2020-08-28,27.22068
2020-08-29,18.4906
2020-08-30,15.50424
2020-08-31,28.108
2020-09-01,28.56597
2020-09-02,28.108
2020-09-03,26.46694
2020-09-04,30.56006
2020-09-05,16.53468
2020-09-06,13.23347
2020-09-07,24.43469
2020-09-08,21.76319
2020-09-09,25.10256
2020-09-10,23.39471
2020-09-11,20.80908
2020-09-12,12.93769
2020-09-13,10.99131
2020-09-14,20.40835
2020-09-15,20.29386
2020-09-16,19.5592
2020-09-17,19.12031
2020-09-18,18.64325
2020-09-19,12.2889
2020-09-20,10.20894
2020-09-21,19.54966
2020-09-22,20.92357
2020-09-23,20.59917
2020-09-24,23.90039
2020-09-25,22.99398
2020-09-26,12.41293
2020-09-27,9.6174
2020-09-28,18.02308
2020-09-29,16.38202
2020-09-30,8.76824
2020-10-01,10.48564
2020-10-02,11.49699
2020-10-03,11.55424
2020-10-04,10.99131
2020-10-05,19.45425
2020-10-06,18.05171
2020-10-07,18.15666
2020-10-08,17.91813
2020-10-09,11.79276
2020-10-10,10.81003
2020-10-11,8.58696
2020-10-12,18.74821
2020-10-13,16.36294
2020-10-14,15.98129
2020-10-15,15.64736
2020-10-16,14.97948
2020-10-17,9.68419
2020-10-18,8.48201
2020-10-19,15.44699
2020-10-20,15.19893
2020-10-21,15.51378
2020-10-22,15.03673
2020-10-23,13.60557
2020-10-24,8.09083
2020-10-25,6.13491
2020-10-26,13.1953
2020-10-27,13.98721
2020-10-28,13.90134
2020-10-29,13.86318
2020-10-30,16.83999
2020-10-31,9.2453
2020-11-01,6.9936
2020-11-02,14.70279
2020-11-03,14.99856
2020-11-04,16.03854
2020-11-05,17.18347
2020-11-06,19.0249
2020-11-07,10.11353
2020-11-08,7.92863
2020-11-09,15.84772
2020-11-10,21.07623
2020-11-11,17.03081
2020-11-12,16.38202
2020-11-13,14.94132
2020-11-14,9.02585
2020-11-15,8.0622
2020-11-16,15.67598
2020-11-17,13.73914
2020-11-18,14.40702
2020-11-19,14.31161
2020-11-20,12.68008
2020-11-21,8.41522
2020-11-22,7.48974
2020-11-23,15.95267
2020-11-24,14.82682
2020-11-25,17.73685
2020-11-26,18.19482
2020-11-27,16.49651
2020-11-28,14.90315
2020-11-29,10.12307
2020-11-30,18.25207
2020-12-01,17.23118
2020-12-02,22.64096
2020-12-03,21.81089
2020-12-04,19.9313
2020-12-05,12.20303
2020-12-06,9.55061
2020-12-07,20.93311
2020-12-08,19.0726
2020-12-09,18.6528
2020-12-10,19.09168
2020-12-11,17.70823
2020-12-12,13.50062
2020-12-13,10.87682
2020-12-14,19.95038
2020-12-15,19.17755
2020-12-16,19.82635
2020-12-17,19.7214
2020-12-18,21.27659
2020-12-19,13.92042
2020-12-20,12.35569
2020-12-21,21.47695
2020-12-22,21.12393
2020-12-23,19.14893
2020-12-24,17.9563
2020-12-25,13.07127
2020-12-26,12.93769
2020-12-27,10.62875
2020-12-28,20.07442
2020-12-29,18.69096
2020-12-30,19.50195
2020-12-31,15.02719
2021-01-01,15.26571
2021-01-02,12.51788
2021-01-03,13.10943
2021-01-04,20.03625
2021-01-05,22.34519
2021-01-06,23.96717
2021-01-07,21.68686
2021-01-08,20.58009
2021-01-09,14.82682
2021-01-10,13.0331
2021-01-11,22.04942
2021-01-12,21.57236
2021-01-13,21.25751
2021-01-14,20.71367
2021-01-15,19.01536
2021-01-16,12.31752
2021-01-17,11.43974
2021-01-18,20.63734
2021-01-19,19.05352
2021-01-20,18.75775
2021-01-21,19.48287
2021-01-22,18.41427
2021-01-23,11.73552
2021-01-24,10.87682
2021-01-25,18.67188
2021-01-26,19.56874
2021-01-27,17.22163
2021-01-28,18.19482
2021-01-29,18.4906
2021-01-30,11.95496
2021-01-31,9.99904
2021-02-01,19.00582
2021-02-02,21.83951
2021-02-03,18.08987
2021-02-04,17.04989
2021-02-05,19.0726
2021-02-06,11.28709
2021-02-07,9.07356
2021-02-08,18.07079
2021-02-09,16.63963
2021-02-10,16.89724
2021-02-11,8.26257
2021-02-12,7.49928
2021-02-13,8.90182
2021-02-14,9.58877
2021-02-15,20.22707
2021-02-16,18.42381
2021-02-17,20.49422
2021-02-18,20.50376
2021-02-19,39.52867
2021-02-20,20.27478
2021-02-21,16.28661
2021-02-22,25.14073
2021-02-23,24.18662
2021-02-24,20.9999
2021-02-25,19.397
2021-02-26,18.85316
2021-02-27,13.45291
2021-02-28,12.56559
2021-03-01,14.74095
2021-03-02,21.57236
2021-03-03,26.20933
2021-03-04,26.81995
2021-03-05,25.05486
2021-03-06,18.21391
2021-03-07,15.50424
2021-03-08,23.24205
2021-03-09,20.78045
2021-03-10,20.97128
2021-03-11,26.83904
2021-03-12,21.64869
2021-03-13,13.33842
2021-03-14,14.06354
2021-03-15,21.31476
2021-03-16,18.92949
2021-03-17,18.54784
2021-03-18,19.46379
2021-03-19,17.89905
2021-03-20,11.85955
2021-03-21,9.90363
2021-03-22,17.51741
2021-03-23,15.78093
2021-03-24,16.09579
2021-03-25,16.50605
2021-03-26,15.21801
2021-03-27,10.30436
2021-03-28,9.54107
2021-03-29,15.1703
2021-03-30,14.94132
2021-03-31,16.61101
2021-04-01,16.57284
2021-04-02,21.18118
2021-04-03,12.15532
2021-04-04,8.93044
2021-04-05,16.32477
2021-04-06,15.54241
2021-04-07,14.48335
2021-04-08,13.86318
2021-04-09,14.35931
2021-04-10,9.14989
2021-04-11,8.12899
2021-04-12,14.55013
2021-04-13,14.90315
2021-04-14,14.61692
2021-04-15,14.84591
2021-04-16,14.04446
2021-04-17,9.07356
2021-04-18,7.81413
2021-04-19,14.52151
2021-04-20,15.17984
2021-04-21,14.99856
2021-04-22,14.67417
2021-04-23,15.06535
2021-04-24,9.00677
2021-04-25,7.89046
2021-04-26,14.92224
2021-04-27,13.8918
2021-04-28,13.13805
2021-04-29,12.63238
2021-04-30,11.63056
2021-05-01,7.54698
2021-05-02,7.11764
2021-05-03,12.53697
2021-05-04,13.48153
2021-05-05,9.43612
2021-05-06,14.4261
2021-05-07,14.4738
2021-05-08,10.48564
2021-05-09,8.33889
2021-05-10,16.3534
2021-05-11,15.34204
2021-05-12,16.53468
2021-05-13,17.62236
2021-05-14,15.59965
2021-05-15,9.95134
2021-05-16,8.48201
2021-05-17,18.50014
2021-05-18,20.23661
2021-05-19,23.71911
2021-05-20,29.51054
2021-05-21,22.8127
2021-05-22,13.37658
2021-05-23,11.57332
2021-05-24,24.62551
2021-05-25,21.42925
2021-05-26,20.97128
2021-05-27,22.47877
2021-05-28,19.54966
2021-05-29,12.01221
2021-05-30,10.59059
2021-05-31,20.64688
2021-06-01,19.98855
2021-06-02,19.94084
2021-06-03,20.73275
2021-06-04,17.6319
2021-06-05,10.60967
2021-06-06,10.17078
2021-06-07,17.50787
2021-06-08,17.99446
2021-06-09,15.83818
2021-06-10,15.1703
2021-06-11,15.60919
2021-06-12,9.4552
2021-06-13,7.84276
2021-06-14,15.37067
2021-06-15,15.77139
2021-06-16,15.29434
2021-06-17,16.89724
2021-06-18,18.28069
2021-06-19,11.16305
2021-06-20,8.55834
2021-06-21,17.32659
2021-06-22,16.31523
2021-06-23,15.89542
2021-06-24,15.38021
2021-06-25,14.09216
2021-06-26,9.36933
2021-06-27,7.12718
2021-06-28,14.4261
2021-06-29,14.38794
2021-06-30,16.99265
2021-07-01,14.70279
2021-07-02,13.60557
2021-07-03,9.63648
2021-07-04,6.68829
2021-07-05,15.32296
2021-07-06,13.81547
2021-07-07,14.61692
2021-07-08,15.03673
2021-07-09,16.42972
2021-07-10,10.8482
2021-07-11,9.39795
2021-07-12,15.53286
2021-07-13,15.13214
2021-07-14,14.77912
2021-07-15,16.27707
2021-07-16,16.26753
2021-07-17,10.29481
2021-07-18,8.93998
2021-07-19,15.22755
2021-07-20,15.85726
2021-07-21,14.31161
2021-07-22,13.82501
2021-07-23,13.60557
2021-07-24,9.1308
2021-07-25,6.91727
2021-07-26,14.02537
2021-07-27,13.57694
2021-07-28,13.23347
2021-07-29,12.88045
2021-07-30,13.61511
2021-07-31,8.50109
2021-08-01,7.28938
2021-08-02,12.05991
2021-08-03,12.72779
2021-08-04,13.1953
2021-08-05,13.88226
2021-08-06,13.05218
2021-08-07,9.60786
2021-08-08,7.39433
2021-08-09,16.27707
2021-08-10,15.72369
2021-08-11,20.1412
2021-08-12,21.79181
2021-08-13,16.97357
2021-08-14,11.27754
2021-08-15,8.33889
2021-08-16,12.24119
2021-08-17,16.83999
2021-08-18,16.29615
2021-08-19,16.86861
2021-08-20,17.14531
2021-08-21,9.72235
2021-08-22,7.68056
2021-08-23,16.85907
2021-08-24,15.1226
2021-08-25,14.7982
2021-08-26,14.7982
2021-08-27,13.50062
2021-08-28,9.33117
2021-08-29,8.13853
2021-08-30,14.92224
2021-08-31,13.1953
2021-09-01,13.23347
2021-09-02,13.58648
2021-09-03,11.15351
2021-09-04,8.30073
2021-09-05,6.77416
2021-09-06,12.99494
2021-09-07,11.77368
2021-09-08,11.39204
2021-09-09,11.93588
2021-09-10,10.92453
2021-09-11,7.5279
2021-09-12,6.2971
2021-09-13,12.13624
2021-09-14,10.42839
2021-09-15,10.97223
2021-09-16,10.64783
2021-09-17,10.03721
2021-09-18,7.26075
2021-09-19,5.42887
2021-09-20,4.89457
2021-09-21,5.66739
2021-09-22,6.92681
2021-09-23,12.10762
2021-09-24,11.88817
2021-09-25,9.10218
2021-09-26,6.37343
2021-09-27,12.01221
2021-09-28,11.25846
2021-09-29,12.30798
2021-09-30,12.39385
2021-10-01,11.95496
2021-10-02,7.29892
2021-10-03,7.27983
2021-10-04,9.23575
2021-10-05,15.38975
2021-10-06,12.9854
2021-10-07,12.22211
2021-10-08,11.82139
2021-10-09,7.54698
2021-10-10,6.75508
2021-10-11,9.55061
2021-10-12,13.12851
2021-10-13,12.4988
2021-10-14,12.57513
2021-10-15,11.95496
2021-10-16,8.42476
2021-10-17,6.55471
2021-10-18,11.25846
2021-10-19,11.19168
2021-10-20,11.17259
2021-10-21,12.079
2021-10-22,10.06583
2021-10-23,7.18442
2021-10-24,7.02223
2021-10-25,15.42791
2021-10-26,12.57513
2021-10-27,11.31571
2021-10-28,11.03902
2021-10-29,10.13262
2021-10-30,6.70737
2021-10-31,5.54336
2021-11-01,10.79095
2021-11-02,11.13443
2021-11-03,10.90544
2021-11-04,10.92453
2021-11-05,10.64783
2021-11-06,6.55471
2021-11-07,6.15399
2021-11-08,13.27163
2021-11-09,13.29071
2021-11-10,13.62465
2021-11-11,14.9604
2021-11-12,15.24663
2021-11-13,8.51063
2021-11-14,6.76462
2021-11-15,15.95267
2021-11-16,18.97719
2021-11-17,19.0249
2021-11-18,16.08625
2021-11-19,14.22574
2021-11-20,10.7337
2021-11-21,7.42295
2021-11-22,15.0081
2021-11-23,14.78866
2021-11-24,15.15122
2021-11-25,14.93178
2021-11-26,14.45472
2021-11-27,10.11353
2021-11-28,10.98177
2021-11-29,19.27297
2021-11-30,16.69688
2021-12-01,15.67598
2021-12-02,15.41837
2021-12-03,14.39748
2021-12-04,9.93225
2021-12-05,8.04312
2021-12-06,14.71233
2021-12-07,13.39566
2021-12-08,13.11897
2021-12-09,13.11897
2021-12-10,12.75641
2021-12-11,8.14807
2021-12-12,7.38479
2021-12-13,12.661
2021-12-14,12.8709
2021-12-15,12.36523
2021-12-16,12.78503
2021-12-17,12.34615
2021-12-18,7.56607
2021-12-19,6.97452
2021-12-20,14.03492
2021-12-21,13.79639
2021-12-22,12.62284
2021-12-23,12.8709
2021-12-24,12.77549
2021-12-25,8.21486
2021-12-26,7.32754
2021-12-27,13.17622
2021-12-28,13.30025
2021-12-29,13.07127
2021-12-30,12.19349
2021-12-31,17.2598
2022-01-01,11.74506
2022-01-02,10.47609
2022-01-03,16.8877
2022-01-04,16.13395
2022-01-05,14.86499
2022-01-06,16.7732
2022-01-07,16.21028
2022-01-08,9.91317
2022-01-09,8.64421
2022-01-10,14.36885
2022-01-11,14.09216
2022-01-12,14.39748
2022-01-13,13.63419
2022-01-14,13.4052
2022-01-15,9.35979
2022-01-16,8.24348
2022-01-17,13.27163
2022-01-18,12.26028
2022-01-19,12.40339
2022-01-20,13.24301
2022-01-21,12.92815
2022-01-22,9.72235
2022-01-23,8.79687
2022-01-24,15.04627
2022-01-25,15.63782
2022-01-26,16.06716
2022-01-27,15.75231
2022-01-28,14.07308
2022-01-29,8.16715
2022-01-30,7.45157
2022-01-31,6.01087
2022-02-01,6.77416
2022-02-02,8.7587
2022-02-03,15.90497
2022-02-04,14.00629
2022-02-05,9.33117
2022-02-06,8.78732
2022-02-07,14.45472
2022-02-08,14.64554
2022-02-09,15.08443
2022-02-10,14.55013
2022-02-11,13.69144
2022-02-12,10.91498
2022-02-13,8.53926
2022-02-14,20.90449
2022-02-15,30.47419
2022-02-16,23.28976
2022-02-17,20.23661
2022-02-18,23.08939
2022-02-19,13.99675
2022-02-20,10.82911
2022-02-21,22.95582
2022-02-22,24.95945
2022-02-23,24.73046
2022-02-24,54.09789
2022-02-25,38.67951
2022-02-26,20.11258
2022-02-27,18.85316
2022-02-28,28.94761
2022-03-01,18.15666
2022-03-02,28.88083
2022-03-03,27.7836
2022-03-04,24.64459
2022-03-05,16.029
2022-03-06,22.65051
2022-03-07,36.58047
2022-03-08,40.10113
2022-03-09,22.96536
2022-03-10,30.78904
2022-03-11,28.18433
2022-03-12,17.44108
2022-03-13,13.58648
2022-03-14,26.06621
2022-03-15,24.96899
2022-03-16,23.10848
2022-03-17,23.76681
2022-03-18,20.34157
2022-03-19,13.29071
2022-03-20,10.14216
2022-03-21,18.34748
2022-03-22,18.73866
2022-03-23,17.2598
2022-03-24,17.61282
2022-03-25,18.79591
2022-03-26,11.29663
2022-03-27,9.96088
2022-03-28,17.53649
2022-03-29,15.63782
2022-03-30,16.7732
2022-03-31,16.83045
2022-04-01,16.18166
2022-04-02,10.04675
2022-04-03,8.20532
2022-04-04,15.1703
2022-04-05,15.40883
2022-04-06,14.96994
2022-04-07,14.25436
2022-04-08,13.7296
2022-04-09,8.97815
2022-04-10,7.39433
2022-04-11,15.61873
2022-04-12,15.84772
2022-04-13,15.07489
2022-04-14,15.10352
2022-04-15,14.39748
2022-04-16,8.5965
2022-04-17,7.17488
2022-04-18,15.90497
2022-04-19,16.32477
2022-04-20,17.19301
2022-04-21,16.09579
2022-04-22,14.39748
2022-04-23,8.29119
2022-04-24,7.24167
2022-04-25,15.38021
2022-04-26,15.61873
2022-04-27,16.26753
2022-04-28,14.55013
2022-04-29,15.02719
2022-04-30,9.35025
2022-05-01,7.35616
2022-05-02,13.70098
2022-05-03,14.2639
2022-05-04,13.27163
2022-05-05,9.79868
2022-05-06,13.72006
2022-05-07,7.77597
2022-05-08,6.64058
2022-05-09,14.01583
2022-05-10,14.04446
2022-05-11,14.054
2022-05-12,15.56149
2022-05-13,13.95859
2022-05-14,9.39795
2022-05-15,7.00314
2022-05-16,14.11124
2022-05-17,13.66281
2022-05-18,13.17622
2022-05-19,13.0331
2022-05-20,13.11897
2022-05-21,7.77597
2022-05-22,6.6215
2022-05-23,12.4511
2022-05-24,11.82139
2022-05-25,12.69916
2022-05-26,12.44156
2022-05-27,11.3825
2022-05-28,7.39433
2022-05-29,5.8773
2022-05-30,12.09808
2022-05-31,12.09808
2022-06-01,8.56788
2022-06-02,12.47972
2022-06-03,11.01994
2022-06-04,7.20351
2022-06-05,6.01087
2022-06-06,7.65194
2022-06-07,11.40158
2022-06-08,11.19168
2022-06-09,12.48926
2022-06-10,12.20303
2022-06-11,8.4343
2022-06-12,7.09855
2022-06-13,18.31886
2022-06-14,17.04035
2022-06-15,16.98311
2022-06-16,15.72369
2022-06-17,16.39156
2022-06-18,9.2453
2022-06-19,7.81413
2022-06-20,16.03854
2022-06-21,14.054
2022-06-22,14.96994
2022-06-23,16.75412
2022-06-24,14.62646
2022-06-25,9.12126
2022-06-26,7.41341
2022-06-27,15.27525
2022-06-28,12.88045
2022-06-29,13.7296
2022-06-30,12.62284
2022-07-01,12.80412
2022-07-02,8.19578
2022-07-03,7.18442
2022-07-04,13.13805
2022-07-05,13.66281
2022-07-06,22.4406
2022-07-07,16.47743
2022-07-08,15.53286
2022-07-09,9.47428
2022-07-10,8.39614
2022-07-11,14.40702
2022-07-12,15.4947
2022-07-13,16.08625
2022-07-14,15.05581
2022-07-15,15.25617
2022-07-16,9.18805
2022-07-17,8.48201
2022-07-18,14.04446
2022-07-19,14.67417
2022-07-20,14.62646
2022-07-21,13.84409
2022-07-22,14.34023
2022-07-23,9.27392
2022-07-24,7.65194
2022-07-25,19.87405
2022-07-26,20.77091
2022-07-27,14.22574
2022-07-28,15.8668
2022-07-29,14.39748
2022-07-30,8.7587
2022-07-31,8.21486
2022-08-01,14.48335
2022-08-02,14.7982
2022-08-03,14.2162
2022-08-04,14.34977
2022-08-05,13.85363
2022-08-06,10.05629
2022-08-07,7.28938
2022-08-08,12.8709
2022-08-09,13.13805
2022-08-10,13.39566
2022-08-11,13.71052
2022-08-12,12.86136
2022-08-13,8.53926
2022-08-14,6.98406
2022-08-15,8.31981
2022-08-16,13.08081
2022-08-17,12.1267
2022-08-18,11.83093
2022-08-19,12.03129
2022-08-20,8.02404
2022-08-21,6.5738
2022-08-22,14.13987
2022-08-23,12.88999
2022-08-24,12.88045
2022-08-25,12.65146
2022-08-26,11.25846
2022-08-27,8.07174
2022-08-28,5.58152
2022-08-29,12.99494
2022-08-30,11.7546
2022-08-31,11.13443
2022-09-01,10.65738
2022-09-02,11.22984
2022-09-03,7.14626
2022-09-04,6.13491
2022-09-05,11.85955
2022-09-06,10.74324
2022-09-07,12.34615
2022-09-08,10.46655
2022-09-09,5.67693
2022-09-10,4.86594
2022-09-11,6.54517
2022-09-12,7.63285
2022-09-13,13.75822
2022-09-14,14.76958
2022-09-15,13.47199
2022-09-16,13.23347
2022-09-17,7.93817
2022-09-18,6.68829
2022-09-19,12.64192
2022-09-20,13.99675
2022-09-21,20.37019
2022-09-22,14.70279
2022-09-23,14.80774
2022-09-24,11.77368
2022-09-25,7.20351
2022-09-26,16.54422
2022-09-27,16.27707
2022-09-28,17.17393
2022-09-29,15.66644
2022-09-30,16.8877
2022-10-01,10.39977
2022-10-02,9.72235
2022-10-03,11.24892
2022-10-04,20.97128
2022-10-05,22.00171
2022-10-06,19.37792
2022-10-07,17.69869
2022-10-08,10.71462
2022-10-09,8.9209
2022-10-10,11.32525
2022-10-11,31.49508
2022-10-12,31.11344
2022-10-13,22.38336
2022-10-14,18.91995
2022-10-15,12.89953
2022-10-16,10.29481
2022-10-17,18.66234
2022-10-18,17.10714
2022-10-19,15.72369
2022-10-20,15.76185
2022-10-21,15.17984
2022-10-22,9.69373
2022-10-23,6.74553
2022-10-24,14.99856
2022-10-25,15.35158
2022-10-26,15.06535
2022-10-27,14.12079
2022-10-28,13.20484
2022-10-29,8.73962
2022-10-30,6.53563
2022-10-31,12.93769
2022-11-01,15.07489
2022-11-02,14.92224
2022-11-03,15.80956
2022-11-04,14.13033
2022-11-05,8.82549
2022-11-06,7.30846
2022-11-07,12.93769
2022-11-08,14.15895
2022-11-09,14.37839
2022-11-10,13.9395
2022-11-11,13.62465
2022-11-12,8.65375
2022-11-13,5.85821
2022-11-14,11.92634
2022-11-15,11.268
2022-11-16,9.97996
2022-11-17,9.56969
2022-11-18,9.81776
2022-11-19,5.73418
2022-11-20,4.57971
2022-11-21,9.49336
2022-11-22,9.48382
2022-11-23,10.43793
2022-11-24,9.41704
2022-11-25,9.19759
2022-11-26,5.59106
2022-11-27,5.0186
2022-11-28,8.63467
2022-11-29,8.36752
2022-11-30,8.85411
2022-12-01,9.15943
2022-12-02,8.49155
2022-12-03,5.37162
2022-12-04,4.31256
2022-12-05,8.69191
2022-12-06,8.91136
2022-12-07,9.21667
2022-12-08,8.61559
2022-12-09,8.30073
2022-12-10,5.96317
2022-12-11,4.81824
2022-12-12,8.86365
2022-12-13,8.46293
2022-12-14,8.77778
2022-12-15,8.42476
2022-12-16,7.71872
2022-12-17,5.61969
2022-12-18,4.40797
2022-12-19,7.87138
2022-12-20,8.52972
2022-12-21,8.93044
2022-12-22,8.7587
2022-12-23,9.00677
2022-12-24,5.52428
2022-12-25,4.61787
2022-12-26,9.28346
2022-12-27,8.27211
2022-12-28,10.13262
2022-12-29,9.02585
2022-12-30,8.12899
2022-12-31,5.47657
2023-01-01,5.12355
2023-01-02,10.18986
2023-01-03,9.42658
2023-01-04,20.24615
2023-01-05,15.67598
2023-01-06,12.86136
2023-01-07,10.37114
2023-01-08,7.1081
2023-01-09,13.45291
2023-01-10,17.45062
2023-01-11,17.04035
2023-01-12,14.18757
2023-01-13,14.13987
2023-01-14,8.80641
2023-01-15,7.06039
2023-01-16,13.21438
2023-01-17,12.20303
2023-01-18,12.661
2023-01-19,11.23938
2023-01-20,10.3616
2023-01-21,5.77234
2023-01-22,5.11401
2023-01-23,6.32573
2023-01-24,7.63285
2023-01-25,12.50834
2023-01-26,12.9854
2023-01-27,19.05352
2023-01-28,9.01631
2023-01-29,6.86957
2023-01-30,12.26982
2023-01-31,12.78503
2023-02-01,12.43201
2023-02-02,12.19349
2023-02-03,11.06764
2023-02-04,6.98406
2023-02-05,5.64831
2023-02-06,11.34433
2023-02-07,11.43974
2023-02-08,10.96269
2023-02-09,10.91498
2023-02-10,11.16305
2023-02-11,6.42114
2023-02-12,5.40024
2023-02-13,11.28709
2023-02-14,11.10581
2023-02-15,10.72416
2023-02-16,10.83866
2023-02-17,10.63829
2023-02-18,6.11582
2023-02-19,5.72464
2023-02-20,10.78141
2023-02-21,10.45701
2023-02-22,11.19168
2023-02-23,11.0581
2023-02-24,9.97996
2023-02-25,6.10628
2023-02-26,4.68466
2023-02-27,11.01039
2023-02-28,10.69554
2023-03-01,8.73962
2023-03-02,11.9168
2023-03-03,10.99131
2023-03-04,6.81232
2023-03-05,5.41933
2023-03-06,9.39795
2023-03-07,9.14989
2023-03-08,9.46474
2023-03-09,9.59832
2023-03-10,9.86547
2023-03-11,6.6215
2023-03-12,5.29529
2023-03-13,13.13805
2023-03-14,16.04808
2023-03-15,13.73914
2023-03-16,17.47924
2023-03-17,14.74095
2023-03-18,9.88455
2023-03-19,8.36752
2023-03-20,22.03034
2023-03-21,24.62551
2023-03-22,21.72502
2023-03-23,20.59917
2023-03-24,18.94857
2023-03-25,12.72779
2023-03-26,9.07356
2023-03-27,17.4697
2023-03-28,20.47514
2023-03-29,17.0976
2023-03-30,18.58601
2023-03-31,18.34748
2023-04-01,11.50653
2023-04-02,9.92271
2023-04-03,19.46379
2023-04-04,19.17755
2023-04-05,27.16343
2023-04-06,31.48554
2023-04-07,23.79543
2023-04-08,13.23347
2023-04-09,14.85545
2023-04-10,23.54737
2023-04-11,20.56101
2023-04-12,22.55509
2023-04-13,21.31476
2023-04-14,23.54737
2023-04-15,13.80593
2023-04-16,10.56196
2023-04-17,20.35111
2023-04-18,18.3284
2023-04-19,17.82272
2023-04-20,19.35883
2023-04-21,16.1912
2023-04-22,9.53153
2023-04-23,7.47066
2023-04-24,16.67779
2023-04-25,15.63782
2023-04-26,16.58238
2023-04-27,17.11668
2023-04-28,15.38021
2023-04-29,9.55061
2023-04-30,7.22259
2023-05-01,11.40158
2023-05-02,13.86318
2023-05-03,16.06716
2023-05-04,18.47151
2023-05-05,11.54469
2023-05-06,11.89771
2023-05-07,7.67102
2023-05-08,16.1912
2023-05-09,17.96584
2023-05-10,16.67779
2023-05-11,16.60146
2023-05-12,15.19893
2023-05-13,9.28346
2023-05-14,7.87138
2023-05-15,16.04808
2023-05-16,15.57103
2023-05-17,14.5883
2023-05-18,13.50062
2023-05-19,13.32888
2023-05-20,8.26257
2023-05-21,6.59288
2023-05-22,14.13987
2023-05-23,12.37477
2023-05-24,13.32888
2023-05-25,13.88226
2023-05-26,12.68962
2023-05-27,7.41341
2023-05-28,5.73418
