date,핀테크
2020-08-25,10.03856
2020-08-26,10.8666
2020-08-27,10.71914
2020-08-28,9.23321
2020-08-29,6.11388
2020-08-30,6.47686
2020-08-31,11.28629
2020-09-01,12.25045
2020-09-02,11.58121
2020-09-03,13.25998
2020-09-04,11.56987
2020-09-05,7.6225
2020-09-06,7.98548
2020-09-07,15.84618
2020-09-08,14.91606
2020-09-09,13.54355
2020-09-10,13.8725
2020-09-11,11.97822
2020-09-12,9.77767
2020-09-13,9.90245
2020-09-14,14.74591
2020-09-15,21.75589
2020-09-16,16.51542
2020-09-17,13.19192
2020-09-18,11.15018
2020-09-19,7.84936
2020-09-20,10.02722
2020-09-21,16.19782
2020-09-22,24.4215
2020-09-23,18.42105
2020-09-24,12.1597
2020-09-25,10.59437
2020-09-26,7.50907
2020-09-27,9.55081
2020-09-28,15.02949
2020-09-29,25.94147
2020-09-30,25.58983
2020-10-01,7.75862
2020-10-02,6.65834
2020-10-03,8.71143
2020-10-04,9.31261
2020-10-05,14.46234
2020-10-06,14.89337
2020-10-07,13.07849
2020-10-08,42.33212
2020-10-09,9.8117
2020-10-10,8.85889
2020-10-11,8.52994
2020-10-12,12.71551
2020-10-13,13.84981
2020-10-14,11.61524
2020-10-15,12.18239
2020-10-16,12.17105
2020-10-17,7.42967
2020-10-18,8.21234
2020-10-19,11.39972
2020-10-20,9.7323
2020-10-21,12.68148
2020-10-22,11.47912
2020-10-23,9.43738
2020-10-24,5.96642
2020-10-25,5.86433
2020-10-26,10.36751
2020-10-27,16.18647
2020-10-28,19.28312
2020-10-29,18.61388
2020-10-30,14.09936
2020-10-31,10.42422
2020-11-01,9.01769
2020-11-02,11.7627
2020-11-03,11.51315
2020-11-04,14.67785
2020-11-05,16.40199
2020-11-06,10.50362
2020-11-07,7.57713
2020-11-08,7.6225
2020-11-09,11.36569
2020-11-10,11.98956
2020-11-11,11.18421
2020-11-12,12.40925
2020-11-13,11.47912
2020-11-14,6.52223
2020-11-15,6.77177
2020-11-16,10.88929
2020-11-17,12.06896
2020-11-18,12.25045
2020-11-19,12.47731
2020-11-20,13.52087
2020-11-21,8.63203
2020-11-22,9.27858
2020-11-23,13.47549
2020-11-24,13.75907
2020-11-25,14.09936
2020-11-26,16.07304
2020-11-27,14.2695
2020-11-28,8.70009
2020-11-29,9.30127
2020-11-30,13.04446
2020-12-01,17.07123
2020-12-02,16.20916
2020-12-03,11.78539
2020-12-04,14.7686
2020-12-05,7.72459
2020-12-06,9.10843
2020-12-07,15.13157
2020-12-08,16.17513
2020-12-09,14.67785
2020-12-10,14.06533
2020-12-11,13.07849
2020-12-12,8.24637
2020-12-13,11.61524
2020-12-14,10.88929
2020-12-15,12.21642
2020-12-16,11.7627
2020-12-17,11.44509
2020-12-18,11.25226
2020-12-19,8.38248
2020-12-20,7.13475
2020-12-21,13.46415
2020-12-22,13.86116
2020-12-23,14.37159
2020-12-24,10.99137
2020-12-25,8.52994
2020-12-26,7.91742
2020-12-27,8.8362
2020-12-28,14.47368
2020-12-29,13.88384
2020-12-30,18.80671
2020-12-31,12.79491
2021-01-01,9.46007
2021-01-02,10.33348
2021-01-03,13.35072
2021-01-04,18.05807
2021-01-05,15.91424
2021-01-06,15.69872
2021-01-07,16.60617
2021-01-08,17.8539
2021-01-09,12.67014
2021-01-10,15.50589
2021-01-11,17.60435
2021-01-12,19.20372
2021-01-13,21.495
2021-01-14,20.24727
2021-01-15,14.16742
2021-01-16,11.12749
2021-01-17,11.96687
2021-01-18,30.05898
2021-01-19,21.39292
2021-01-20,18.0921
2021-01-21,19.15834
2021-01-22,31.57894
2021-01-23,24.13793
2021-01-24,15.36978
2021-01-25,18.4097
2021-01-26,15.35843
2021-01-27,16.70825
2021-01-28,25.97549
2021-01-29,35.4696
2021-01-30,14.46234
2021-01-31,12.8176
2021-02-01,17.23003
2021-02-02,22.35707
2021-02-03,19.24909
2021-02-04,18.78402
2021-02-05,19.64609
2021-02-06,11.04809
2021-02-07,12.03493
2021-02-08,15.78947
2021-02-09,21.80127
2021-02-10,21.57441
2021-02-11,12.80626
2021-02-12,13.96324
2021-02-13,18.94283
2021-02-14,16.24319
2021-02-15,22.0735
2021-02-16,26.38384
2021-02-17,34.17649
2021-02-18,32.91742
2021-02-19,21.21143
2021-02-20,15.64201
2021-02-21,15.49455
2021-02-22,20.34936
2021-02-23,22.05081
2021-02-24,15.26769
2021-02-25,14.99546
2021-02-26,13.47549
2021-02-27,9.58484
2021-02-28,25.87341
2021-03-01,17.04854
2021-03-02,69.45326
2021-03-03,34.16515
2021-03-04,43.04673
2021-03-05,30.31987
2021-03-06,25.52177
2021-03-07,56.25
2021-03-08,27.35934
2021-03-09,24.84119
2021-03-10,22.86751
2021-03-11,22.44782
2021-03-12,20.17921
2021-03-13,10.43557
2021-03-14,12.71551
2021-03-15,17.87658
2021-03-16,22.51588
2021-03-17,17.57032
2021-03-18,18.22822
2021-03-19,14.79128
2021-03-20,9.67558
2021-03-21,11.77404
2021-03-22,21.81261
2021-03-23,17.76315
2021-03-24,15.19963
2021-03-25,14.25816
2021-03-26,12.99909
2021-03-27,12.9764
2021-03-28,12.34119
2021-03-29,16.32259
2021-03-30,17.08257
2021-03-31,17.94464
2021-04-01,15.01814
2021-04-02,12.14836
2021-04-03,9.31261
2021-04-04,9.47141
2021-04-05,13.46415
2021-04-06,16.91243
2021-04-07,16.0617
2021-04-08,14.87068
2021-04-09,14.07667
2021-04-10,9.26724
2021-04-11,10.37885
2021-04-12,16.48139
2021-04-13,19.23774
2021-04-14,19.73684
2021-04-15,20.26996
2021-04-16,17.68375
2021-04-17,10.80989
2021-04-18,11.12749
2021-04-19,16.7196
2021-04-20,16.66288
2021-04-21,14.42831
2021-04-22,16.88974
2021-04-23,13.41878
2021-04-24,8.09891
2021-04-25,9.28992
2021-04-26,12.1597
2021-04-27,12.35254
2021-04-28,13.99727
2021-04-29,13.37341
2021-04-30,11.44509
2021-05-01,7.91742
2021-05-02,9.32395
2021-05-03,11.1048
2021-05-04,11.27495
2021-05-05,7.45235
2021-05-06,11.78539
2021-05-07,13.20326
2021-05-08,7.4637
2021-05-09,9.22186
2021-05-10,14.20145
2021-05-11,13.39609
2021-05-12,12.42059
2021-05-13,12.1597
2021-05-14,10.76451
2021-05-15,7.05535
2021-05-16,8.11025
2021-05-17,12.67014
2021-05-18,16.85571
2021-05-19,8.92695
2021-05-20,13.02177
2021-05-21,10.79854
2021-05-22,7.15744
2021-05-23,13.99727
2021-05-24,15.64201
2021-05-25,15.91424
2021-05-26,20.99591
2021-05-27,18.51179
2021-05-28,13.46415
2021-05-29,8.9156
2021-05-30,10.03856
2021-05-31,15.26769
2021-06-01,16.0617
2021-06-02,14.85934
2021-06-03,10.90063
2021-06-04,11.54718
2021-06-05,8.52994
2021-06-06,8.34845
2021-06-07,14.59845
2021-06-08,15.97096
2021-06-09,14.25816
2021-06-10,16.70825
2021-06-11,14.29219
2021-06-12,8.55263
2021-06-13,9.00635
2021-06-14,16.26588
2021-06-15,13.8725
2021-06-16,13.72504
2021-06-17,13.5549
2021-06-18,12.44328
2021-06-19,6.98729
2021-06-20,7.4637
2021-06-21,11.11615
2021-06-22,11.6833
2021-06-23,15.23366
2021-06-24,13.46415
2021-06-25,11.67196
2021-06-26,6.86252
2021-06-27,6.13656
2021-06-28,9.80036
2021-06-29,14.70054
2021-06-30,17.92196
2021-07-01,14.62114
2021-07-02,11.44509
2021-07-03,6.71506
2021-07-04,7.58847
2021-07-05,12.09165
2021-07-06,11.59255
2021-07-07,14.53039
2021-07-08,14.34891
2021-07-09,11.00272
2021-07-10,6.36343
2021-07-11,6.7264
2021-07-12,17.07123
2021-07-13,12.32985
2021-07-14,12.42059
2021-07-15,14.12205
2021-07-16,12.27313
2021-07-17,6.66969
2021-07-18,9.83439
2021-07-19,11.55852
2021-07-20,10.18602
2021-07-21,10.95735
2021-07-22,14.90471
2021-07-23,12.14836
2021-07-24,11.54718
2021-07-25,6.76043
2021-07-26,12.62477
2021-07-27,12.62477
2021-07-28,11.41107
2021-07-29,9.52813
2021-07-30,8.54128
2021-07-31,5.60344
2021-08-01,6.27268
2021-08-02,9.90245
2021-08-03,11.09346
2021-08-04,11.95553
2021-08-05,13.67967
2021-08-06,12.45462
2021-08-07,8.77949
2021-08-08,8.17831
2021-08-09,12.06896
2021-08-10,12.82894
2021-08-11,13.77041
2021-08-12,12.22776
2021-08-13,9.53947
2021-08-14,7.06669
2021-08-15,5.68284
2021-08-16,9.52813
2021-08-17,11.37704
2021-08-18,15.47186
2021-08-19,12.38656
2021-08-20,9.48275
2021-08-21,7.57713
2021-08-22,14.49637
2021-08-23,14.1901
2021-08-24,12.55671
2021-08-25,11.56987
2021-08-26,12.64745
2021-08-27,10.01588
2021-08-28,6.61297
2021-08-29,8.17831
2021-08-30,11.72867
2021-08-31,12.6588
2021-09-01,13.03312
2021-09-02,13.98593
2021-09-03,11.96687
2021-09-04,7.97413
2021-09-05,8.11025
2021-09-06,12.63611
2021-09-07,19.78221
2021-09-08,65.19963
2021-09-09,47.67468
2021-09-10,42.196
2021-09-11,15.09754
2021-09-12,11.85344
2021-09-13,27.99455
2021-09-14,29.36705
2021-09-15,16.43602
2021-09-16,13.2146
2021-09-17,11.21823
2021-09-18,7.56578
2021-09-19,5.76225
2021-09-20,5.88702
2021-09-21,6.4088
2021-09-22,8.49591
2021-09-23,13.38475
2021-09-24,11.98956
2021-09-25,7.61116
2021-09-26,7.12341
2021-09-27,12.51134
2021-09-28,11.27495
2021-09-29,11.86479
2021-09-30,10.44691
2021-10-01,9.22186
2021-10-02,4.97958
2021-10-03,5.5921
2021-10-04,7.23684
2021-10-05,10.45825
2021-10-06,10.7078
2021-10-07,10.24274
2021-10-08,9.31261
2021-10-09,6.76043
2021-10-10,7.06669
2021-10-11,7.35027
2021-10-12,11.6039
2021-10-13,10.41288
2021-10-14,10.68511
2021-10-15,10.10662
2021-10-16,5.89836
2021-10-17,6.85117
2021-10-18,10.08393
2021-10-19,11.93284
2021-10-20,11.5245
2021-10-21,11.5245
2021-10-22,12.26179
2021-10-23,7.80399
2021-10-24,8.08756
2021-10-25,13.01043
2021-10-26,14.00862
2021-10-27,11.69464
2021-10-28,12.35254
2021-10-29,10.20871
2021-10-30,6.14791
2021-10-31,6.14791
2021-11-01,11.93284
2021-11-02,13.82713
2021-11-03,16.01633
2021-11-04,14.75725
2021-11-05,12.80626
2021-11-06,6.98729
2021-11-07,5.95508
2021-11-08,13.88384
2021-11-09,12.10299
2021-11-10,11.64927
2021-11-11,11.43375
2021-11-12,9.53947
2021-11-13,6.00045
2021-11-14,6.95326
2021-11-15,11.78539
2021-11-16,13.7931
2021-11-17,12.03493
2021-11-18,11.1048
2021-11-19,11.6833
2021-11-20,8.3598
2021-11-21,7.8607
2021-11-22,15.84618
2021-11-23,13.16923
2021-11-24,15.53992
2021-11-25,15.9823
2021-11-26,14.22413
2021-11-27,7.61116
2021-11-28,8.08756
2021-11-29,12.6588
2021-11-30,11.81941
2021-12-01,12.38656
2021-12-02,10.99137
2021-12-03,10.39019
2021-12-04,6.61297
2021-12-05,6.68103
2021-12-06,55.78493
2021-12-07,49.13793
2021-12-08,22.67468
2021-12-09,25.85072
2021-12-10,31.83983
2021-12-11,26.1343
2021-12-12,29.91152
2021-12-13,23.82032
2021-12-14,17.07123
2021-12-15,14.12205
2021-12-16,16.20916
2021-12-17,16.08439
2021-12-18,13.97459
2021-12-19,12.42059
2021-12-20,14.12205
2021-12-21,12.38656
2021-12-22,11.79673
2021-12-23,10.68511
2021-12-24,11.22958
2021-12-25,6.53357
2021-12-26,7.3049
2021-12-27,12.12568
2021-12-28,11.58121
2021-12-29,16.58348
2021-12-30,13.38475
2021-12-31,9.95916
2022-01-01,6.61297
2022-01-02,7.50907
2022-01-03,9.75499
2022-01-04,11.05943
2022-01-05,16.74228
2022-01-06,12.35254
2022-01-07,9.72096
2022-01-08,6.3294
2022-01-09,6.94192
2022-01-10,9.82304
2022-01-11,10.34482
2022-01-12,13.2146
2022-01-13,9.01769
2022-01-14,8.31442
2022-01-15,5.63747
2022-01-16,6.83983
2022-01-17,11.50181
2022-01-18,12.51134
2022-01-19,10.57168
2022-01-20,12.04627
2022-01-21,9.50544
2022-01-22,6.38611
2022-01-23,6.14791
2022-01-24,9.90245
2022-01-25,9.01769
2022-01-26,8.17831
2022-01-27,8.6774
2022-01-28,7.32758
2022-01-29,5.69419
2022-01-30,5.00226
2022-01-31,4.71869
2022-02-01,5.21778
2022-02-02,7.20281
2022-02-03,10.41288
2022-02-04,25.91878
2022-02-05,8.22368
2022-02-06,8.4392
2022-02-07,85.4696
2022-02-08,47.70871
2022-02-09,27.32531
2022-02-10,18.70462
2022-02-11,12.74954
2022-02-12,13.29401
2022-02-13,23.27586
2022-02-14,11.61524
2022-02-15,13.04446
2022-02-16,9.51678
2022-02-17,9.4941
2022-02-18,10.75317
2022-02-19,5.04764
2022-02-20,9.04038
2022-02-21,12.6588
2022-02-22,10.74183
2022-02-23,7.9401
2022-02-24,8.41651
2022-02-25,7.71324
2022-02-26,4.79809
2022-02-27,4.65063
2022-02-28,7.73593
2022-03-01,7.13475
2022-03-02,9.8117
2022-03-03,9.14246
2022-03-04,7.12341
2022-03-05,4.99092
2022-03-06,5.21778
2022-03-07,11.07078
2022-03-08,11.79673
2022-03-09,6.3294
2022-03-10,10.35617
2022-03-11,8.87023
2022-03-12,6.09119
2022-03-13,6.59029
2022-03-14,12.67014
2022-03-15,11.56987
2022-03-16,10.60571
2022-03-17,10.37885
2022-03-18,9.13112
2022-03-19,5.55807
2022-03-20,5.97776
2022-03-21,11.35435
2022-03-22,10.43557
2022-03-23,9.66424
2022-03-24,11.15018
2022-03-25,9.53947
2022-03-26,5.79627
2022-03-27,6.45417
2022-03-28,12.18239
2022-03-29,10.37885
2022-03-30,9.63021
2022-03-31,10.09528
2022-04-01,9.17649
2022-04-02,6.99863
2022-04-03,6.27268
2022-04-04,8.66606
2022-04-05,9.36932
2022-04-06,8.89292
2022-04-07,9.43738
2022-04-08,7.87205
2022-04-09,4.67332
2022-04-10,5.79627
2022-04-11,8.38248
2022-04-12,9.14246
2022-04-13,9.02903
2022-04-14,9.50544
2022-04-15,8.40517
2022-04-16,4.76406
2022-04-17,4.59392
2022-04-18,8.23502
2022-04-19,9.63021
2022-04-20,10.23139
2022-04-21,9.39201
2022-04-22,8.89292
2022-04-23,5.29718
2022-04-24,5.10435
2022-04-25,9.25589
2022-04-26,9.42604
2022-04-27,11.16152
2022-04-28,8.82486
2022-04-29,6.94192
2022-04-30,4.86615
2022-05-01,4.40108
2022-05-02,9.23321
2022-05-03,9.25589
2022-05-04,9.04038
2022-05-05,4.95689
2022-05-06,9.50544
2022-05-07,5.6715
2022-05-08,4.87749
2022-05-09,8.79083
2022-05-10,9.07441
2022-05-11,9.09709
2022-05-12,8.50725
2022-05-13,7.58847
2022-05-14,4.84346
2022-05-15,5.94373
2022-05-16,9.42604
2022-05-17,10.06125
2022-05-18,10.31079
2022-05-19,10.84392
2022-05-20,8.3598
2022-05-21,4.86615
2022-05-22,5.44464
2022-05-23,7.72459
2022-05-24,8.16696
2022-05-25,7.88339
2022-05-26,8.20099
2022-05-27,6.43148
2022-05-28,4.44646
2022-05-29,4.79809
2022-05-30,7.95145
2022-05-31,8.41651
2022-06-01,6.79446
2022-06-02,7.45235
2022-06-03,7.59981
2022-06-04,4.83212
2022-06-05,4.33303
2022-06-06,5.66016
2022-06-07,8.21234
2022-06-08,10.03856
2022-06-09,8.54128
2022-06-10,8.598
2022-06-11,4.76406
2022-06-12,4.4578
2022-06-13,9.52813
2022-06-14,9.02903
2022-06-15,8.49591
2022-06-16,8.54128
2022-06-17,7.24818
2022-06-18,4.25362
2022-06-19,4.59392
2022-06-20,7.65653
2022-06-21,6.94192
2022-06-22,7.31624
2022-06-23,6.68103
2022-06-24,5.72822
2022-06-25,3.49364
2022-06-26,3.7205
2022-06-27,6.7264
2022-06-28,6.55626
2022-06-29,10.03856
2022-06-30,7.40698
2022-07-01,6.14791
2022-07-02,4.07214
2022-07-03,3.82259
2022-07-04,6.83983
2022-07-05,7.07803
2022-07-06,7.14609
2022-07-07,7.27087
2022-07-08,5.70553
2022-07-09,3.35753
2022-07-10,43.08076
2022-07-11,52.03039
2022-07-12,24.76179
2022-07-13,17.12794
2022-07-14,12.87431
2022-07-15,13.82713
2022-07-16,9.4941
2022-07-17,8.14428
2022-07-18,12.40925
2022-07-19,11.96687
2022-07-20,10.34482
2022-07-21,9.63021
2022-07-22,7.82667
2022-07-23,4.90018
2022-07-24,7.19147
2022-07-25,9.60753
2022-07-26,7.67921
2022-07-27,8.04219
2022-07-28,7.72459
2022-07-29,6.77177
2022-07-30,4.31034
2022-07-31,4.97958
2022-08-01,7.41833
2022-08-02,7.31624
2022-08-03,8.12159
2022-08-04,9.00635
2022-08-05,6.76043
2022-08-06,4.80943
2022-08-07,7.75862
2022-08-08,12.59074
2022-08-09,8.28039
2022-08-10,9.21052
2022-08-11,7.67921
2022-08-12,7.13475
2022-08-13,4.2196
2022-08-14,4.97958
2022-08-15,6.00045
2022-08-16,9.68693
2022-08-17,7.98548
2022-08-18,10.43557
2022-08-19,8.55263
2022-08-20,5.45598
2022-08-21,4.33303
2022-08-22,8.77949
2022-08-23,8.52994
2022-08-24,10.11796
2022-08-25,7.12341
2022-08-26,5.89836
2022-08-27,3.84528
2022-08-28,4.08348
2022-08-29,6.74909
2022-08-30,7.92876
2022-08-31,7.16878
2022-09-01,8.46188
2022-09-02,7.22549
2022-09-03,4.32168
2022-09-04,6.86252
2022-09-05,7.15744
2022-09-06,7.56578
2022-09-07,7.11206
2022-09-08,7.13475
2022-09-09,3.58439
2022-09-10,3.00589
2022-09-11,4.31034
2022-09-12,6.18194
2022-09-13,9.04038
2022-09-14,8.97232
2022-09-15,9.35798
2022-09-16,8.45054
2022-09-17,4.33303
2022-09-18,4.87749
2022-09-19,11.38838
2022-09-20,16.98049
2022-09-21,10.39019
2022-09-22,10.74183
2022-09-23,6.62431
2022-09-24,3.89065
2022-09-25,3.87931
2022-09-26,7.5431
2022-09-27,9.85707
2022-09-28,12.28448
2022-09-29,9.06306
2022-09-30,7.04401
2022-10-01,3.59573
2022-10-02,3.31215
2022-10-03,4.6166
2022-10-04,7.65653
2022-10-05,7.61116
2022-10-06,8.47323
2022-10-07,6.34074
2022-10-08,4.14019
2022-10-09,3.3235
2022-10-10,4.34437
2022-10-11,8.65471
2022-10-12,9.46007
2022-10-13,9.46007
2022-10-14,7.11206
2022-10-15,4.78675
2022-10-16,5.05898
2022-10-17,7.84936
2022-10-18,8.8362
2022-10-19,7.96279
2022-10-20,7.67921
2022-10-21,8.13294
2022-10-22,5.01361
2022-10-23,5.49001
2022-10-24,7.69056
2022-10-25,8.33711
2022-10-26,7.98548
2022-10-27,8.66606
2022-10-28,7.56578
2022-10-29,5.07032
2022-10-30,3.66379
2022-10-31,6.59029
2022-11-01,6.69237
2022-11-02,7.69056
2022-11-03,7.47504
2022-11-04,6.77177
2022-11-05,3.59573
2022-11-06,4.696
2022-11-07,7.72459
2022-11-08,8.03085
2022-11-09,10.07259
2022-11-10,8.05353
2022-11-11,7.15744
2022-11-12,4.51451
2022-11-13,3.82259
2022-11-14,7.76996
2022-11-15,8.29174
2022-11-16,7.69056
2022-11-17,7.3843
2022-11-18,6.03448
2022-11-19,4.17422
2022-11-20,5.52404
2022-11-21,7.59981
2022-11-22,8.07622
2022-11-23,7.59981
2022-11-24,8.33711
2022-11-25,7.10072
2022-11-26,4.49183
2022-11-27,4.95689
2022-11-28,6.86252
2022-11-29,6.43148
2022-11-30,8.07622
2022-12-01,7.07803
2022-12-02,6.69237
2022-12-03,3.61842
2022-12-04,4.35571
2022-12-05,7.15744
2022-12-06,6.5676
2022-12-07,8.08756
2022-12-08,7.66787
2022-12-09,7.28221
2022-12-10,4.08348
2022-12-11,4.42377
2022-12-12,7.33892
2022-12-13,7.66787
2022-12-14,6.78312
2022-12-15,6.69237
2022-12-16,5.69419
2022-12-17,4.299
2022-12-18,3.89065
2022-12-19,6.4882
2022-12-20,7.87205
2022-12-21,7.79264
2022-12-22,5.87568
2022-12-23,4.67332
2022-12-24,2.37068
2022-12-25,4.48049
2022-12-26,7.3049
2022-12-27,5.3539
2022-12-28,5.72822
2022-12-29,5.38793
2022-12-30,4.96823
2022-12-31,2.33666
2023-01-01,2.97186
2023-01-02,6.13656
2023-01-03,5.97776
2023-01-04,5.41061
2023-01-05,7.32758
2023-01-06,6.43148
2023-01-07,10.41288
2023-01-08,7.22549
2023-01-09,7.19147
2023-01-10,6.06851
2023-01-11,5.9097
2023-01-12,6.34074
2023-01-13,6.06851
2023-01-14,3.62976
2023-01-15,3.66379
2023-01-16,5.44464
2023-01-17,5.71687
2023-01-18,6.22731
2023-01-19,5.94373
2023-01-20,4.57123
2023-01-21,3.05127
2023-01-22,2.23457
2023-01-23,2.64292
2023-01-24,4.11751
2023-01-25,6.78312
2023-01-26,6.34074
2023-01-27,6.26134
2023-01-28,3.97005
2023-01-29,4.43511
2023-01-30,6.27268
2023-01-31,7.41833
2023-02-01,7.75862
2023-02-02,6.68103
2023-02-03,6.86252
2023-02-04,3.81125
2023-02-05,3.69782
2023-02-06,7.33892
2023-02-07,6.51088
2023-02-08,6.81715
2023-02-09,6.79446
2023-02-10,5.19509
2023-02-11,3.15335
2023-02-12,3.62976
2023-02-13,6.13656
2023-02-14,7.02132
2023-02-15,8.03085
2023-02-16,8.63203
2023-02-17,7.33892
2023-02-18,7.19147
2023-02-19,5.00226
2023-02-20,8.00816
2023-02-21,7.35027
2023-02-22,7.59981
2023-02-23,7.27087
2023-02-24,6.61297
2023-02-25,4.34437
2023-02-26,4.31034
2023-02-27,6.43148
2023-02-28,5.94373
2023-03-01,4.17422
2023-03-02,6.60163
2023-03-03,7.02132
2023-03-04,3.39156
2023-03-05,3.78856
2023-03-06,7.15744
2023-03-07,10.68511
2023-03-08,9.08575
2023-03-09,10.02722
2023-03-10,7.72459
2023-03-11,4.70735
2023-03-12,4.18557
2023-03-13,10.18602
2023-03-14,10.34482
2023-03-15,10.06125
2023-03-16,8.57531
2023-03-17,7.48638
2023-03-18,4.01542
2023-03-19,4.299
2023-03-20,8.40517
2023-03-21,8.68874
2023-03-22,7.28221
2023-03-23,6.78312
2023-03-24,6.52223
2023-03-25,3.52767
2023-03-26,3.33484
2023-03-27,6.07985
2023-03-28,6.76043
2023-03-29,6.90789
2023-03-30,6.57894
2023-03-31,5.63747
2023-04-01,3.3235
2023-04-02,3.95871
2023-04-03,6.85117
2023-04-04,7.00998
2023-04-05,7.42967
2023-04-06,9.06306
2023-04-07,8.00816
2023-04-08,3.95871
2023-04-09,4.62794
2023-04-10,6.94192
2023-04-11,7.64519
2023-04-12,8.37114
2023-04-13,8.18965
2023-04-14,7.75862
2023-04-15,5.02495
2023-04-16,4.78675
2023-04-17,7.52041
2023-04-18,7.05535
2023-04-19,7.06669
2023-04-20,6.99863
2023-04-21,6.12522
2023-04-22,3.81125
2023-04-23,3.4823
2023-04-24,7.84936
2023-04-25,7.8607
2023-04-26,6.89655
2023-04-27,6.57894
2023-04-28,5.54673
2023-04-29,3.78856
2023-04-30,3.93602
2023-05-01,5.03629
2023-05-02,6.87386
2023-05-03,7.10072
2023-05-04,5.95508
2023-05-05,3.78856
2023-05-06,3.66379
2023-05-07,4.63929
2023-05-08,7.69056
2023-05-09,7.3843
2023-05-10,7.81533
2023-05-11,8.31442
2023-05-12,6.69237
2023-05-13,4.34437
2023-05-14,4.01542
2023-05-15,6.97595
2023-05-16,6.78312
2023-05-17,8.88157
2023-05-18,6.90789
2023-05-19,8.79083
2023-05-20,4.4578
2023-05-21,4.26497
2023-05-22,6.86252
2023-05-23,6.90789
2023-05-24,7.21415
2023-05-25,6.23865
2023-05-26,5.9097
2023-05-27,3.1647
2023-05-28,3.84528
2023-05-29,4.02676
