date,클라우드펀딩
2021-02-27,13.37047
2021-02-28,11.97771
2021-03-01,17.27019
2021-03-02,23.95543
2021-03-03,21.86629
2021-03-04,20.61281
2021-03-05,22.70194
2021-03-06,15.73816
2021-03-07,16.15598
2021-03-08,23.25905
2021-03-09,26.88022
2021-03-10,26.32311
2021-03-11,24.0947
2021-03-12,23.95543
2021-03-13,24.37325
2021-03-14,20.61281
2021-03-15,24.0947
2021-03-16,26.46239
2021-03-17,26.60167
2021-03-18,22.9805
2021-03-19,40.38997
2021-03-20,23.39832
2021-03-21,27.5766
2021-03-22,28.96935
2021-03-23,29.10863
2021-03-24,31.33704
2021-03-25,23.11977
2021-03-26,24.51253
2021-03-27,16.71309
2021-03-28,16.43454
2021-03-29,26.32311
2021-03-30,21.58774
2021-03-31,27.99442
2021-04-01,22.00557
2021-04-02,22.00557
2021-04-03,15.87743
2021-04-04,16.43454
2021-04-05,23.95543
2021-04-06,29.66573
2021-04-07,20.47353
2021-04-08,22.9805
2021-04-09,18.52367
2021-04-10,16.43454
2021-04-11,14.48467
2021-04-12,24.65181
2021-04-13,27.15877
2021-04-14,21.86629
2021-04-15,21.86629
2021-04-16,17.96657
2021-04-17,16.99164
2021-04-18,16.29526
2021-04-19,28.1337
2021-04-20,30.77994
2021-04-21,24.79108
2021-04-22,23.11977
2021-04-23,23.39832
2021-04-24,16.29526
2021-04-25,14.48467
2021-04-26,26.04456
2021-04-27,24.0947
2021-04-28,24.65181
2021-04-29,21.30919
2021-04-30,18.52367
2021-05-01,15.59888
2021-05-02,17.27019
2021-05-03,21.86629
2021-05-04,24.0947
2021-05-05,16.29526
2021-05-06,21.86629
2021-05-07,19.35933
2021-05-08,11.97771
2021-05-09,15.73816
2021-05-10,23.5376
2021-05-11,20.61281
2021-05-12,24.23398
2021-05-13,19.4986
2021-05-14,22.84122
2021-05-15,13.09192
2021-05-16,12.25626
2021-05-17,20.75208
2021-05-18,21.72701
2021-05-19,16.01671
2021-05-20,23.67688
2021-05-21,22.70194
2021-05-22,11.14206
2021-05-23,13.7883
2021-05-24,22.70194
2021-05-25,22.14484
2021-05-26,26.88022
2021-05-27,25.34818
2021-05-28,20.47353
2021-05-29,11.97771
2021-05-30,12.11699
2021-05-31,21.44846
2021-06-01,21.72701
2021-06-02,19.77715
2021-06-03,20.47353
2021-06-04,22.00557
2021-06-05,10.72423
2021-06-06,15.87743
2021-06-07,19.63788
2021-06-08,19.08077
2021-06-09,23.39832
2021-06-10,24.51253
2021-06-11,21.58774
2021-06-12,13.09192
2021-06-13,13.64902
2021-06-14,21.03064
2021-06-15,21.58774
2021-06-16,23.11977
2021-06-17,21.30919
2021-06-18,18.9415
2021-06-19,12.39554
2021-06-20,10.3064
2021-06-21,20.19498
2021-06-22,20.75208
2021-06-23,20.61281
2021-06-24,20.75208
2021-06-25,15.73816
2021-06-26,8.35654
2021-06-27,11.00278
2021-06-28,20.61281
2021-06-29,23.5376
2021-06-30,16.71309
2021-07-01,16.57381
2021-07-02,14.76323
2021-07-03,9.1922
2021-07-04,11.28133
2021-07-05,17.68802
2021-07-06,18.9415
2021-07-07,20.33426
2021-07-08,22.28412
2021-07-09,19.63788
2021-07-10,10.02785
2021-07-11,9.88857
2021-07-12,17.82729
2021-07-13,21.58774
2021-07-14,17.13091
2021-07-15,18.3844
2021-07-16,16.85236
2021-07-17,10.3064
2021-07-18,14.62395
2021-07-19,17.68802
2021-07-20,19.08077
2021-07-21,17.82729
2021-07-22,16.43454
2021-07-23,19.4986
2021-07-24,11.55988
2021-07-25,11.69916
2021-07-26,15.45961
2021-07-27,16.57381
2021-07-28,20.89136
2021-07-29,17.96657
2021-07-30,13.50974
2021-07-31,10.02785
2021-08-01,8.49582
2021-08-02,15.73816
2021-08-03,16.57381
2021-08-04,18.24512
2021-08-05,17.13091
2021-08-06,13.37047
2021-08-07,10.16713
2021-08-08,10.02785
2021-08-09,14.48467
2021-08-10,18.3844
2021-08-11,18.3844
2021-08-12,24.0947
2021-08-13,16.15598
2021-08-14,10.02785
2021-08-15,8.35654
2021-08-16,12.39554
2021-08-17,20.61281
2021-08-18,16.43454
2021-08-19,16.15598
2021-08-20,20.19498
2021-08-21,10.58495
2021-08-22,12.67409
2021-08-23,19.77715
2021-08-24,17.96657
2021-08-25,14.20612
2021-08-26,19.4986
2021-08-27,12.39554
2021-08-28,11.00278
2021-08-29,9.88857
2021-08-30,18.3844
2021-08-31,15.59888
2021-09-01,16.15598
2021-09-02,16.99164
2021-09-03,14.9025
2021-09-04,9.33147
2021-09-05,12.39554
2021-09-06,17.13091
2021-09-07,16.57381
2021-09-08,13.64902
2021-09-09,16.85236
2021-09-10,12.39554
2021-09-11,8.07799
2021-09-12,11.14206
2021-09-13,16.15598
2021-09-14,16.01671
2021-09-15,19.91643
2021-09-16,18.66295
2021-09-17,11.42061
2021-09-18,7.10306
2021-09-19,6.54596
2021-09-20,6.68523
2021-09-21,6.96378
2021-09-22,8.07799
2021-09-23,18.80222
2021-09-24,15.32033
2021-09-25,8.35654
2021-09-26,11.42061
2021-09-27,15.32033
2021-09-28,16.57381
2021-09-29,17.54874
2021-09-30,16.43454
2021-10-01,12.11699
2021-10-02,8.77437
2021-10-03,9.88857
2021-10-04,11.28133
2021-10-05,17.68802
2021-10-06,17.13091
2021-10-07,15.59888
2021-10-08,11.55988
2021-10-09,9.1922
2021-10-10,11.00278
2021-10-11,9.05292
2021-10-12,20.33426
2021-10-13,21.72701
2021-10-14,25.06963
2021-10-15,15.45961
2021-10-16,9.1922
2021-10-17,9.7493
2021-10-18,17.27019
2021-10-19,19.22005
2021-10-20,15.32033
2021-10-21,14.3454
2021-10-22,16.85236
2021-10-23,10.72423
2021-10-24,12.95264
2021-10-25,18.9415
2021-10-26,16.15598
2021-10-27,17.13091
2021-10-28,15.18105
2021-10-29,13.7883
2021-10-30,6.82451
2021-10-31,7.52089
2021-11-01,15.73816
2021-11-02,16.15598
2021-11-03,13.92757
2021-11-04,13.37047
2021-11-05,14.48467
2021-11-06,7.24233
2021-11-07,8.91364
2021-11-08,16.43454
2021-11-09,16.01671
2021-11-10,20.33426
2021-11-11,13.23119
2021-11-12,14.62395
2021-11-13,6.40668
2021-11-14,8.21727
2021-11-15,18.52367
2021-11-16,14.62395
2021-11-17,18.9415
2021-11-18,13.50974
2021-11-19,15.59888
2021-11-20,9.61002
2021-11-21,8.63509
2021-11-22,16.15598
2021-11-23,17.54874
2021-11-24,17.96657
2021-11-25,13.09192
2021-11-26,14.9025
2021-11-27,8.49582
2021-11-28,9.47075
2021-11-29,15.87743
2021-11-30,17.54874
2021-12-01,16.15598
2021-12-02,14.20612
2021-12-03,12.95264
2021-12-04,9.61002
2021-12-05,8.63509
2021-12-06,15.45961
2021-12-07,15.18105
2021-12-08,22.28412
2021-12-09,14.9025
2021-12-10,14.76323
2021-12-11,9.47075
2021-12-12,9.88857
2021-12-13,17.54874
2021-12-14,18.24512
2021-12-15,18.3844
2021-12-16,17.13091
2021-12-17,14.62395
2021-12-18,6.96378
2021-12-19,9.88857
2021-12-20,15.59888
2021-12-21,16.15598
2021-12-22,14.76323
2021-12-23,16.99164
2021-12-24,12.11699
2021-12-25,6.82451
2021-12-26,7.52089
2021-12-27,13.64902
2021-12-28,13.92757
2021-12-29,15.04178
2021-12-30,12.11699
2021-12-31,9.7493
2022-01-01,5.43175
2022-01-02,8.49582
2022-01-03,12.53481
2022-01-04,14.76323
2022-01-05,15.32033
2022-01-06,20.61281
2022-01-07,15.18105
2022-01-08,9.33147
2022-01-09,16.43454
2022-01-10,16.43454
2022-01-11,15.04178
2022-01-12,17.40947
2022-01-13,16.57381
2022-01-14,14.3454
2022-01-15,10.8635
2022-01-16,11.28133
2022-01-17,16.29526
2022-01-18,18.3844
2022-01-19,15.73816
2022-01-20,15.32033
2022-01-21,15.73816
2022-01-22,8.91364
2022-01-23,9.33147
2022-01-24,15.73816
2022-01-25,14.48467
2022-01-26,13.92757
2022-01-27,14.76323
2022-01-28,11.69916
2022-01-29,7.79944
2022-01-30,7.66016
2022-01-31,7.10306
2022-02-01,7.52089
2022-02-02,8.21727
2022-02-03,12.95264
2022-02-04,11.00278
2022-02-05,11.83844
2022-02-06,11.55988
2022-02-07,15.18105
2022-02-08,13.37047
2022-02-09,16.57381
2022-02-10,12.67409
2022-02-11,13.7883
2022-02-12,7.10306
2022-02-13,8.77437
2022-02-14,12.11699
2022-02-15,12.95264
2022-02-16,14.76323
2022-02-17,12.53481
2022-02-18,14.3454
2022-02-19,8.21727
2022-02-20,8.35654
2022-02-21,13.50974
2022-02-22,13.23119
2022-02-23,15.87743
2022-02-24,11.97771
2022-02-25,13.7883
2022-02-26,7.24233
2022-02-27,7.93871
2022-02-28,11.83844
2022-03-01,6.54596
2022-03-02,12.67409
2022-03-03,12.25626
2022-03-04,15.45961
2022-03-05,8.77437
2022-03-06,6.96378
2022-03-07,15.32033
2022-03-08,11.42061
2022-03-09,7.66016
2022-03-10,13.50974
2022-03-11,15.32033
2022-03-12,7.93871
2022-03-13,8.63509
2022-03-14,14.76323
2022-03-15,17.27019
2022-03-16,18.10584
2022-03-17,17.27019
2022-03-18,16.85236
2022-03-19,9.47075
2022-03-20,10.16713
2022-03-21,15.59888
2022-03-22,16.85236
2022-03-23,18.52367
2022-03-24,13.92757
2022-03-25,12.81337
2022-03-26,8.91364
2022-03-27,10.02785
2022-03-28,16.85236
2022-03-29,13.64902
2022-03-30,15.32033
2022-03-31,13.7883
2022-04-01,11.00278
2022-04-02,8.77437
2022-04-03,9.33147
2022-04-04,15.18105
2022-04-05,15.73816
2022-04-06,13.09192
2022-04-07,14.76323
2022-04-08,13.09192
2022-04-09,7.79944
2022-04-10,8.91364
2022-04-11,15.18105
2022-04-12,15.59888
2022-04-13,15.45961
2022-04-14,14.20612
2022-04-15,12.81337
2022-04-16,7.93871
2022-04-17,14.3454
2022-04-18,13.09192
2022-04-19,13.7883
2022-04-20,18.52367
2022-04-21,15.18105
2022-04-22,12.11699
2022-04-23,7.52089
2022-04-24,8.49582
2022-04-25,12.95264
2022-04-26,16.15598
2022-04-27,15.73816
2022-04-28,16.85236
2022-04-29,12.25626
2022-04-30,9.47075
2022-05-01,10.16713
2022-05-02,16.57381
2022-05-03,12.25626
2022-05-04,10.02785
2022-05-05,8.21727
2022-05-06,13.23119
2022-05-07,7.38161
2022-05-08,6.40668
2022-05-09,18.10584
2022-05-10,15.59888
2022-05-11,18.10584
2022-05-12,17.40947
2022-05-13,14.9025
2022-05-14,7.10306
2022-05-15,9.1922
2022-05-16,15.59888
2022-05-17,15.59888
2022-05-18,15.04178
2022-05-19,15.18105
2022-05-20,12.53481
2022-05-21,8.07799
2022-05-22,8.07799
2022-05-23,16.71309
2022-05-24,18.24512
2022-05-25,18.10584
2022-05-26,15.18105
2022-05-27,14.06685
2022-05-28,9.33147
2022-05-29,6.68523
2022-05-30,16.43454
2022-05-31,12.53481
2022-06-01,15.04178
2022-06-02,14.3454
2022-06-03,11.69916
2022-06-04,7.79944
2022-06-05,8.49582
2022-06-06,8.49582
2022-06-07,17.68802
2022-06-08,16.99164
2022-06-09,12.81337
2022-06-10,15.73816
2022-06-11,6.96378
2022-06-12,7.79944
2022-06-13,21.16991
2022-06-14,17.54874
2022-06-15,14.20612
2022-06-16,12.95264
2022-06-17,21.58774
2022-06-18,7.24233
2022-06-19,7.66016
2022-06-20,15.32033
2022-06-21,12.11699
2022-06-22,18.9415
2022-06-23,17.68802
2022-06-24,12.25626
2022-06-25,8.77437
2022-06-26,7.66016
2022-06-27,14.62395
2022-06-28,11.83844
2022-06-29,10.44568
2022-06-30,13.09192
2022-07-01,10.72423
2022-07-02,6.2674
2022-07-03,7.10306
2022-07-04,13.92757
2022-07-05,15.04178
2022-07-06,11.97771
2022-07-07,13.7883
2022-07-08,10.8635
2022-07-09,7.24233
2022-07-10,5.1532
2022-07-11,11.55988
2022-07-12,13.50974
2022-07-13,11.69916
2022-07-14,12.25626
2022-07-15,11.97771
2022-07-16,6.82451
2022-07-17,5.1532
2022-07-18,10.8635
2022-07-19,13.92757
2022-07-20,12.81337
2022-07-21,16.15598
2022-07-22,10.8635
2022-07-23,6.82451
2022-07-24,6.12813
2022-07-25,11.97771
2022-07-26,11.69916
2022-07-27,12.67409
2022-07-28,12.11699
2022-07-29,12.11699
2022-07-30,4.45682
2022-07-31,8.35654
2022-08-01,11.42061
2022-08-02,13.23119
2022-08-03,11.42061
2022-08-04,11.14206
2022-08-05,10.02785
2022-08-06,5.84958
2022-08-07,6.12813
2022-08-08,11.97771
2022-08-09,12.81337
2022-08-10,11.28133
2022-08-11,11.28133
2022-08-12,10.16713
2022-08-13,4.73537
2022-08-14,5.01392
2022-08-15,6.96378
2022-08-16,11.00278
2022-08-17,12.39554
2022-08-18,10.8635
2022-08-19,11.83844
2022-08-20,6.2674
2022-08-21,8.35654
2022-08-22,13.64902
2022-08-23,16.99164
2022-08-24,11.83844
2022-08-25,10.72423
2022-08-26,10.02785
2022-08-27,5.98885
2022-08-28,7.66016
2022-08-29,11.69916
2022-08-30,15.04178
2022-08-31,11.28133
2022-09-01,12.53481
2022-09-02,11.14206
2022-09-03,6.12813
2022-09-04,5.1532
2022-09-05,13.64902
2022-09-06,14.3454
2022-09-07,12.95264
2022-09-08,10.3064
2022-09-09,5.43175
2022-09-10,4.73537
2022-09-11,5.01392
2022-09-12,7.10306
2022-09-13,13.7883
2022-09-14,14.3454
2022-09-15,12.95264
2022-09-16,14.20612
2022-09-17,8.49582
2022-09-18,10.3064
2022-09-19,14.3454
2022-09-20,13.37047
2022-09-21,13.64902
2022-09-22,12.39554
2022-09-23,10.58495
2022-09-24,7.24233
2022-09-25,7.10306
2022-09-26,11.83844
2022-09-27,12.53481
2022-09-28,15.18105
2022-09-29,14.06685
2022-09-30,9.61002
2022-10-01,6.96378
2022-10-02,6.40668
2022-10-03,8.91364
2022-10-04,14.62395
2022-10-05,11.42061
2022-10-06,11.69916
2022-10-07,13.09192
2022-10-08,5.29247
2022-10-09,11.14206
2022-10-10,9.47075
2022-10-11,17.40947
2022-10-12,14.62395
2022-10-13,13.23119
2022-10-14,13.23119
2022-10-15,6.12813
2022-10-16,8.63509
2022-10-17,15.59888
2022-10-18,13.7883
2022-10-19,11.14206
2022-10-20,11.97771
2022-10-21,11.14206
2022-10-22,7.24233
2022-10-23,7.52089
2022-10-24,21.86629
2022-10-25,14.06685
2022-10-26,14.76323
2022-10-27,11.83844
2022-10-28,12.95264
2022-10-29,8.77437
2022-10-30,9.05292
2022-10-31,14.48467
2022-11-01,12.39554
2022-11-02,16.71309
2022-11-03,15.04178
2022-11-04,12.25626
2022-11-05,8.35654
2022-11-06,8.49582
2022-11-07,12.95264
2022-11-08,15.59888
2022-11-09,15.18105
2022-11-10,13.50974
2022-11-11,11.28133
2022-11-12,5.57103
2022-11-13,6.82451
2022-11-14,15.45961
2022-11-15,16.01671
2022-11-16,15.18105
2022-11-17,13.92757
2022-11-18,13.92757
2022-11-19,7.38161
2022-11-20,6.82451
2022-11-21,12.39554
2022-11-22,13.92757
2022-11-23,15.87743
2022-11-24,13.64902
2022-11-25,13.92757
2022-11-26,6.68523
2022-11-27,8.91364
2022-11-28,14.62395
2022-11-29,17.54874
2022-11-30,13.7883
2022-12-01,13.09192
2022-12-02,12.95264
2022-12-03,5.29247
2022-12-04,8.07799
2022-12-05,10.8635
2022-12-06,12.11699
2022-12-07,16.99164
2022-12-08,14.3454
2022-12-09,23.5376
2022-12-10,11.55988
2022-12-11,8.49582
2022-12-12,19.35933
2022-12-13,16.29526
2022-12-14,12.95264
2022-12-15,16.85236
2022-12-16,13.23119
2022-12-17,7.66016
2022-12-18,8.91364
2022-12-19,10.58495
2022-12-20,10.44568
2022-12-21,10.58495
2022-12-22,12.11699
2022-12-23,10.3064
2022-12-24,7.24233
2022-12-25,5.29247
2022-12-26,10.72423
2022-12-27,13.92757
2022-12-28,10.16713
2022-12-29,11.83844
2022-12-30,9.7493
2022-12-31,7.79944
2023-01-01,6.82451
2023-01-02,11.69916
2023-01-03,13.50974
2023-01-04,12.53481
2023-01-05,12.67409
2023-01-06,10.72423
2023-01-07,8.77437
2023-01-08,9.88857
2023-01-09,12.67409
2023-01-10,14.20612
2023-01-11,10.44568
2023-01-12,10.8635
2023-01-13,15.04178
2023-01-14,14.06685
2023-01-15,6.82451
2023-01-16,15.04178
2023-01-17,10.72423
2023-01-18,10.72423
2023-01-19,12.95264
2023-01-20,10.16713
2023-01-21,5.1532
2023-01-22,5.01392
2023-01-23,6.2674
2023-01-24,8.21727
2023-01-25,12.53481
2023-01-26,14.20612
2023-01-27,12.11699
2023-01-28,8.07799
2023-01-29,7.24233
2023-01-30,14.3454
2023-01-31,14.76323
2023-02-01,11.42061
2023-02-02,12.95264
2023-02-03,11.42061
2023-02-04,6.68523
2023-02-05,5.98885
2023-02-06,14.06685
2023-02-07,14.62395
2023-02-08,12.11699
2023-02-09,13.7883
2023-02-10,7.93871
2023-02-11,6.40668
2023-02-12,6.82451
2023-02-13,13.64902
2023-02-14,14.48467
2023-02-15,13.23119
2023-02-16,11.55988
2023-02-17,11.00278
2023-02-18,5.1532
2023-02-19,7.38161
2023-02-20,12.53481
2023-02-21,12.95264
2023-02-22,13.09192
2023-02-23,13.64902
2023-02-24,11.28133
2023-02-25,6.68523
2023-02-26,7.10306
2023-02-27,9.33147
2023-02-28,9.05292
2023-03-01,6.54596
2023-03-02,14.06685
2023-03-03,11.83844
2023-03-04,6.12813
2023-03-05,9.05292
2023-03-06,13.92757
2023-03-07,14.48467
2023-03-08,12.25626
2023-03-09,13.50974
2023-03-10,12.67409
2023-03-11,6.96378
2023-03-12,8.91364
2023-03-13,16.43454
2023-03-14,14.76323
2023-03-15,16.71309
2023-03-16,12.11699
2023-03-17,14.9025
2023-03-18,4.45682
2023-03-19,8.21727
2023-03-20,14.06685
2023-03-21,10.3064
2023-03-22,14.76323
2023-03-23,11.83844
2023-03-24,12.95264
2023-03-25,5.7103
2023-03-26,5.43175
2023-03-27,13.64902
2023-03-28,15.32033
2023-03-29,12.67409
2023-03-30,14.3454
2023-03-31,14.62395
2023-04-01,5.98885
2023-04-02,6.40668
2023-04-03,10.72423
2023-04-04,16.43454
2023-04-05,11.28133
2023-04-06,14.76323
2023-04-07,14.20612
2023-04-08,5.7103
2023-04-09,7.10306
2023-04-10,14.76323
2023-04-11,14.06685
2023-04-12,11.69916
2023-04-13,12.53481
2023-04-14,11.83844
2023-04-15,7.79944
2023-04-16,7.38161
2023-04-17,13.50974
2023-04-18,14.76323
2023-04-19,13.09192
2023-04-20,14.62395
2023-04-21,14.9025
2023-04-22,6.54596
2023-04-23,6.40668
2023-04-24,13.92757
2023-04-25,15.18105
2023-04-26,13.37047
2023-04-27,12.25626
2023-04-28,10.8635
2023-04-29,5.57103
2023-04-30,8.63509
2023-05-01,7.66016
2023-05-02,12.25626
2023-05-03,11.28133
2023-05-04,11.55988
2023-05-05,7.10306
2023-05-06,3.89972
2023-05-07,7.93871
2023-05-08,11.14206
2023-05-09,16.71309
2023-05-10,15.18105
2023-05-11,14.9025
2023-05-12,14.06685
2023-05-13,5.98885
2023-05-14,7.24233
2023-05-15,14.20612
2023-05-16,15.45961
2023-05-17,14.20612
2023-05-18,12.95264
2023-05-19,9.7493
2023-05-20,7.52089
2023-05-21,5.84958
2023-05-22,15.45961
2023-05-23,12.53481
2023-05-24,12.53481
2023-05-25,11.83844
2023-05-26,13.7883
2023-05-27,6.82451
