date,명의신탁
2020-03-20,7.3913
2020-03-21,4.44444
2020-03-22,4.10628
2020-03-23,8.11594
2020-03-24,7.53623
2020-03-25,7.72946
2020-03-26,8.69565
2020-03-27,7.53623
2020-03-28,4.63768
2020-03-29,5.07246
2020-03-30,7.87439
2020-03-31,7.00483
2020-04-01,6.90821
2020-04-02,6.61835
2020-04-03,6.76328
2020-04-04,4.44444
2020-04-05,5.16908
2020-04-06,7.24637
2020-04-07,8.59903
2020-04-08,7.00483
2020-04-09,8.55072
2020-04-10,5.99033
2020-04-11,4.39613
2020-04-12,5.02415
2020-04-13,8.69565
2020-04-14,8.26086
2020-04-15,4.44444
2020-04-16,6.8599
2020-04-17,8.11594
2020-04-18,4.92753
2020-04-19,5.02415
2020-04-20,8.84057
2020-04-21,11.93236
2020-04-22,11.69082
2020-04-23,9.56521
2020-04-24,7.72946
2020-04-25,5.41062
2020-04-26,4.49275
2020-04-27,17.14975
2020-04-28,42.17391
2020-04-29,45.89371
2020-04-30,13.57487
2020-05-01,10.43478
2020-05-02,6.52173
2020-05-03,7.9227
2020-05-04,9.56521
2020-05-05,7.97101
2020-05-06,9.17874
2020-05-07,11.73913
2020-05-08,8.50241
2020-05-09,5.89371
2020-05-10,7.48792
2020-05-11,9.08212
2020-05-12,9.22705
2020-05-13,9.32367
2020-05-14,9.08212
2020-05-15,7.43961
2020-05-16,5.84541
2020-05-17,5.12077
2020-05-18,9.66183
2020-05-19,12.1256
2020-05-20,9.66183
2020-05-21,7.9227
2020-05-22,7.63285
2020-05-23,4.2512
2020-05-24,5.74879
2020-05-25,10.62801
2020-05-26,9.42028
2020-05-27,8.69565
2020-05-28,8.88888
2020-05-29,6.81159
2020-05-30,5.07246
2020-05-31,4.73429
2020-06-01,8.21256
2020-06-02,9.32367
2020-06-03,9.22705
2020-06-04,10.19323
2020-06-05,9.71014
2020-06-06,4.63768
2020-06-07,6.8599
2020-06-08,9.56521
2020-06-09,13.1884
2020-06-10,7.77777
2020-06-11,9.75845
2020-06-12,8.16425
2020-06-13,5.21739
2020-06-14,6.13526
2020-06-15,8.69565
2020-06-16,9.61352
2020-06-17,10.28985
2020-06-18,10.82125
2020-06-19,8.79227
2020-06-20,6.08695
2020-06-21,7.19806
2020-06-22,10.38647
2020-06-23,11.44927
2020-06-24,10.77294
2020-06-25,11.54589
2020-06-26,8.16425
2020-06-27,4.44444
2020-06-28,5.36231
2020-06-29,8.01932
2020-06-30,8.06763
2020-07-01,8.9855
2020-07-02,9.17874
2020-07-03,6.57004
2020-07-04,3.62318
2020-07-05,5.50724
2020-07-06,7.24637
2020-07-07,8.35748
2020-07-08,8.35748
2020-07-09,10.0
2020-07-10,9.80676
2020-07-11,5.45893
2020-07-12,5.55555
2020-07-13,7.58454
2020-07-14,8.40579
2020-07-15,7.43961
2020-07-16,10.0
2020-07-17,9.03381
2020-07-18,4.83091
2020-07-19,6.71497
2020-07-20,9.75845
2020-07-21,9.90338
2020-07-22,10.14492
2020-07-23,8.35748
2020-07-24,8.21256
2020-07-25,5.21739
2020-07-26,5.41062
2020-07-27,9.75845
2020-07-28,9.95169
2020-07-29,8.59903
2020-07-30,8.50241
2020-07-31,5.99033
2020-08-01,3.91304
2020-08-02,4.54106
2020-08-03,7.14975
2020-08-04,7.63285
2020-08-05,7.05314
2020-08-06,8.26086
2020-08-07,7.72946
2020-08-08,4.83091
2020-08-09,6.57004
2020-08-10,9.5169
2020-08-11,8.9855
2020-08-12,12.99516
2020-08-13,12.60869
2020-08-14,8.69565
2020-08-15,4.10628
2020-08-16,6.81159
2020-08-17,5.65217
2020-08-18,7.87439
2020-08-19,8.93719
2020-08-20,9.80676
2020-08-21,7.24637
2020-08-22,6.18357
2020-08-23,5.84541
2020-08-24,8.69565
2020-08-25,8.64734
2020-08-26,11.44927
2020-08-27,10.09661
2020-08-28,7.97101
2020-08-29,5.94202
2020-08-30,5.65217
2020-08-31,9.27536
2020-09-01,9.42028
2020-09-02,9.75845
2020-09-03,8.30917
2020-09-04,8.64734
2020-09-05,6.47342
2020-09-06,6.23188
2020-09-07,10.62801
2020-09-08,9.42028
2020-09-09,11.11111
2020-09-10,10.0483
2020-09-11,9.17874
2020-09-12,6.37681
2020-09-13,7.05314
2020-09-14,8.4541
2020-09-15,11.49758
2020-09-16,9.37198
2020-09-17,9.56521
2020-09-18,9.17874
2020-09-19,5.94202
2020-09-20,5.84541
2020-09-21,8.84057
2020-09-22,9.37198
2020-09-23,14.20289
2020-09-24,10.67632
2020-09-25,7.97101
2020-09-26,4.05797
2020-09-27,5.50724
2020-09-28,7.72946
2020-09-29,6.57004
2020-09-30,4.29951
2020-10-01,3.33333
2020-10-02,4.54106
2020-10-03,4.97584
2020-10-04,5.50724
2020-10-05,8.88888
2020-10-06,10.77294
2020-10-07,9.27536
2020-10-08,8.64734
2020-10-09,5.50724
2020-10-10,5.89371
2020-10-11,6.42512
2020-10-12,9.13043
2020-10-13,8.40579
2020-10-14,9.80676
2020-10-15,8.69565
2020-10-16,9.66183
2020-10-17,8.01932
2020-10-18,6.61835
2020-10-19,9.95169
2020-10-20,9.90338
2020-10-21,8.55072
2020-10-22,9.27536
2020-10-23,9.75845
2020-10-24,8.64734
2020-10-25,5.50724
2020-10-26,9.95169
2020-10-27,10.43478
2020-10-28,11.15942
2020-10-29,11.0628
2020-10-30,10.43478
2020-10-31,5.60386
2020-11-01,4.39613
2020-11-02,6.90821
2020-11-03,6.57004
2020-11-04,8.4541
2020-11-05,6.76328
2020-11-06,5.2657
2020-11-07,4.15458
2020-11-08,3.23671
2020-11-09,7.43961
2020-11-10,8.06763
2020-11-11,6.13526
2020-11-12,7.97101
2020-11-13,6.8599
2020-11-14,3.91304
2020-11-15,4.2512
2020-11-16,8.16425
2020-11-17,8.50241
2020-11-18,7.63285
2020-11-19,8.26086
2020-11-20,6.52173
2020-11-21,4.97584
2020-11-22,5.2657
2020-11-23,8.59903
2020-11-24,8.79227
2020-11-25,7.24637
2020-11-26,7.43961
2020-11-27,7.29468
2020-11-28,5.21739
2020-11-29,6.28019
2020-11-30,8.06763
2020-12-01,8.06763
2020-12-02,8.69565
2020-12-03,8.59903
2020-12-04,8.93719
2020-12-05,6.18357
2020-12-06,5.74879
2020-12-07,9.17874
2020-12-08,7.97101
2020-12-09,8.64734
2020-12-10,8.4541
2020-12-11,7.05314
2020-12-12,5.21739
2020-12-13,5.21739
2020-12-14,8.06763
2020-12-15,9.08212
2020-12-16,9.61352
2020-12-17,8.30917
2020-12-18,7.29468
2020-12-19,5.12077
2020-12-20,4.63768
2020-12-21,8.35748
2020-12-22,6.71497
2020-12-23,7.10144
2020-12-24,5.16908
2020-12-25,2.51207
2020-12-26,4.15458
2020-12-27,4.00966
2020-12-28,6.66666
2020-12-29,5.99033
2020-12-30,6.23188
2020-12-31,7.24637
2021-01-01,5.60386
2021-01-02,3.33333
2021-01-03,3.86473
2021-01-04,6.8599
2021-01-05,7.63285
2021-01-06,7.87439
2021-01-07,7.3913
2021-01-08,6.47342
2021-01-09,4.20289
2021-01-10,4.58937
2021-01-11,8.21256
2021-01-12,7.19806
2021-01-13,5.99033
