date,금1돈가격
2020-10-19,16.17021
2020-10-20,16.46034
2020-10-21,16.24758
2020-10-22,14.23597
2020-10-23,12.92069
2020-10-24,12.45647
2020-10-25,11.23791
2020-10-26,14.08123
2020-10-27,13.5203
2020-10-28,12.03094
2020-10-29,11.72147
2020-10-30,19.07156
2020-10-31,13.82978
2020-11-01,12.84332
2020-11-02,14.77756
2020-11-03,14.23597
2020-11-04,15.10638
2020-11-05,14.87427
2020-11-06,18.83945
2020-11-07,16.40232
2020-11-08,14.50676
2020-11-09,15.9381
2020-11-10,19.65183
2020-11-11,16.9439
2020-11-12,16.09284
2020-11-13,16.38297
2020-11-14,14.00386
2020-11-15,13.6557
2020-11-16,15.26112
2020-11-17,15.55125
2020-11-18,15.06769
2020-11-19,15.99613
2020-11-20,17.81431
2020-11-21,14.77756
2020-11-22,13.26885
2020-11-23,16.63442
2020-11-24,16.49903
2020-11-25,19.70986
2020-11-26,19.55512
2020-11-27,22.84332
2020-11-28,23.07543
2020-11-29,15.70599
2020-11-30,20.44487
2020-12-01,18.51063
2020-12-02,26.80851
2020-12-03,19.92263
2020-12-04,20.15473
2020-12-05,14.7969
2020-12-06,13.98452
2020-12-07,19.76789
2020-12-08,15.37717
2020-12-09,14.4294
2020-12-10,14.00386
2020-12-11,14.17794
2020-12-12,11.10251
2020-12-13,11.23791
2020-12-14,11.91489
2020-12-15,12.99806
2020-12-16,12.49516
2020-12-17,12.24371
2020-12-18,15.78336
2020-12-19,11.48936
2020-12-20,11.33462
2020-12-21,12.76595
2020-12-22,13.23017
2020-12-23,13.67504
2020-12-24,14.25531
2020-12-25,11.56673
2020-12-26,11.41199
2020-12-27,9.59381
2020-12-28,13.90715
2020-12-29,15.91876
2020-12-30,15.26112
2020-12-31,14.68085
2021-01-01,20.21276
2021-01-02,13.21083
2021-01-03,17.93036
2021-01-04,17.65957
2021-01-05,16.01547
2021-01-06,16.96324
2021-01-07,13.07543
2021-01-08,13.32688
2021-01-09,14.56479
2021-01-10,13.96518
2021-01-11,14.44874
2021-01-12,15.41586
2021-01-13,14.83558
2021-01-14,13.98452
2021-01-15,13.40425
2021-01-16,12.18568
2021-01-17,29.59381
2021-01-18,16.09284
2021-01-19,12.16634
2021-01-20,12.5145
2021-01-21,12.5145
2021-01-22,12.97872
2021-01-23,13.48162
2021-01-24,14.52611
2021-01-25,13.63636
2021-01-26,12.88201
2021-01-27,12.30174
2021-01-28,12.68858
2021-01-29,13.24951
2021-01-30,11.06382
2021-01-31,10.88974
2021-02-01,12.49516
2021-02-02,12.39845
2021-02-03,12.35976
2021-02-04,11.04448
2021-02-05,12.37911
2021-02-06,10.735
2021-02-07,9.96131
2021-02-08,10.75435
2021-02-09,11.56673
2021-02-10,13.32688
2021-02-11,10.01934
2021-02-12,12.80464
2021-02-13,9.43907
2021-02-14,10.85106
2021-02-15,11.95357
2021-02-16,11.25725
2021-02-17,11.79883
2021-02-18,12.47582
2021-02-19,30.13539
2021-02-20,18.2205
2021-02-21,16.92456
2021-02-22,15.24177
2021-02-23,15.53191
2021-02-24,13.03675
2021-02-25,12.45647
2021-02-26,11.45067
2021-02-27,12.49516
2021-02-28,13.40425
2021-03-01,9.76789
2021-03-02,12.45647
2021-03-03,14.39071
2021-03-04,18.23984
2021-03-05,15.47388
2021-03-06,14.44874
2021-03-07,12.37911
2021-03-08,14.17794
2021-03-09,12.63056
2021-03-10,11.21856
2021-03-11,13.98452
2021-03-12,12.57253
2021-03-13,11.58607
2021-03-14,12.95938
2021-03-15,10.8704
2021-03-16,9.26499
2021-03-17,10.13539
2021-03-18,9.38104
2021-03-19,9.40038
2021-03-20,9.38104
2021-03-21,7.64023
2021-03-22,9.28433
2021-03-23,7.0793
2021-03-24,6.65377
2021-03-25,6.51837
2021-03-26,9.2263
2021-03-27,7.56286
2021-03-28,6.82785
2021-03-29,7.17601
2021-03-30,7.23404
2021-03-31,6.80851
2021-04-01,5.9381
2021-04-02,7.9497
2021-04-03,7.42746
2021-04-04,5.12572
2021-04-05,5.33849
2021-04-06,5.41586
2021-04-07,4.83558
2021-04-08,5.45454
2021-04-09,5.08704
2021-04-10,5.8027
2021-04-11,5.45454
2021-04-12,6.13152
2021-04-13,5.45454
2021-04-14,5.39651
2021-04-15,6.90522
2021-04-16,6.0735
2021-04-17,6.47969
2021-04-18,4.1586
2021-04-19,5.33849
2021-04-20,5.20309
2021-04-21,5.31914
2021-04-22,5.74468
2021-04-23,8.0851
2021-04-24,5.78336
2021-04-25,5.4352
2021-04-26,5.78336
2021-04-27,5.55125
2021-04-28,6.32495
2021-04-29,5.86073
2021-04-30,5.26112
2021-05-01,4.83558
2021-05-02,4.50676
2021-05-03,6.32495
2021-05-04,5.97678
2021-05-05,5.4352
2021-05-06,6.17021
2021-05-07,6.441
2021-05-08,5.9381
2021-05-09,4.75822
2021-05-10,5.88007
2021-05-11,5.14506
2021-05-12,5.45454
2021-05-13,6.441
2021-05-14,5.8027
2021-05-15,4.68085
2021-05-16,4.52611
2021-05-17,9.82591
2021-05-18,8.47195
2021-05-19,11.76015
2021-05-20,9.2263
2021-05-21,7.38878
2021-05-22,4.6615
2021-05-23,5.51257
2021-05-24,6.71179
2021-05-25,8.02707
2021-05-26,7.25338
2021-05-27,7.19535
2021-05-28,7.50483
2021-05-29,5.72533
2021-05-30,5.9381
2021-05-31,7.73694
2021-06-01,7.29206
2021-06-02,8.02707
2021-06-03,8.00773
2021-06-04,7.11798
2021-06-05,6.42166
2021-06-06,5.72533
2021-06-07,6.75048
2021-06-08,6.40232
2021-06-09,6.22823
2021-06-10,5.55125
2021-06-11,7.04061
2021-06-12,5.2998
2021-06-13,4.48742
2021-06-14,5.41586
2021-06-15,4.77756
2021-06-16,5.51257
2021-06-17,4.85493
2021-06-18,6.3056
2021-06-19,5.35783
2021-06-20,4.294
2021-06-21,5.24177
2021-06-22,5.20309
2021-06-23,5.14506
2021-06-24,3.7911
2021-06-25,4.52611
2021-06-26,4.39071
2021-06-27,3.98452
2021-06-28,5.47388
2021-06-29,4.70019
2021-06-30,5.66731
2021-07-01,5.4352
2021-07-02,6.26692
2021-07-03,7.29206
2021-07-04,4.85493
2021-07-05,6.42166
2021-07-06,5.51257
2021-07-07,5.53191
2021-07-08,5.26112
2021-07-09,5.06769
2021-07-10,5.41586
2021-07-11,9.47775
2021-07-12,5.16441
2021-07-13,4.37137
2021-07-14,4.56479
2021-07-15,4.31334
2021-07-16,4.54545
2021-07-17,5.66731
2021-07-18,7.64023
2021-07-19,5.9381
2021-07-20,4.294
2021-07-21,5.22243
2021-07-22,5.06769
2021-07-23,4.00386
2021-07-24,5.02901
2021-07-25,4.33268
2021-07-26,5.18375
2021-07-27,4.81624
2021-07-28,5.26112
2021-07-29,4.4294
2021-07-30,5.70599
2021-07-31,4.58413
2021-08-01,4.35203
2021-08-02,4.60348
2021-08-03,4.81624
2021-08-04,4.21663
2021-08-05,5.22243
2021-08-06,4.9323
2021-08-07,4.6615
2021-08-08,4.7969
2021-08-09,4.97098
2021-08-10,5.64796
2021-08-11,8.06576
2021-08-12,9.24564
2021-08-13,7.02127
2021-08-14,5.70599
2021-08-15,5.26112
2021-08-16,5.64796
2021-08-17,5.72533
2021-08-18,6.03481
2021-08-19,5.55125
2021-08-20,5.89941
2021-08-21,5.04835
2021-08-22,5.14506
2021-08-23,5.31914
2021-08-24,5.26112
2021-08-25,5.47388
2021-08-26,5.84139
2021-08-27,4.91295
2021-08-28,4.73887
2021-08-29,8.33655
2021-08-30,5.45454
2021-08-31,4.87427
2021-09-01,5.45454
2021-09-02,5.68665
2021-09-03,6.53771
2021-09-04,5.00967
2021-09-05,4.23597
2021-09-06,5.39651
2021-09-07,5.18375
2021-09-08,5.33849
2021-09-09,5.8027
2021-09-10,5.26112
2021-09-11,5.10638
2021-09-12,4.50676
2021-09-13,4.62282
2021-09-14,4.77756
2021-09-15,5.8027
2021-09-16,4.50676
2021-09-17,7.46615
2021-09-18,5.97678
2021-09-19,5.58994
2021-09-20,4.10058
2021-09-21,4.48742
2021-09-22,5.06769
2021-09-23,5.74468
2021-09-24,4.87427
2021-09-25,5.37717
2021-09-26,4.70019
2021-09-27,5.14506
2021-09-28,4.70019
2021-09-29,4.97098
2021-09-30,4.6615
2021-10-01,5.20309
2021-10-02,4.08123
2021-10-03,4.6615
2021-10-04,5.08704
2021-10-05,5.26112
2021-10-06,5.26112
2021-10-07,5.41586
2021-10-08,5.04835
2021-10-09,5.55125
2021-10-10,3.94584
2021-10-11,4.68085
2021-10-12,4.9323
2021-10-13,4.70019
2021-10-14,5.18375
2021-10-15,4.62282
2021-10-16,5.06769
2021-10-17,4.44874
2021-10-18,4.83558
2021-10-19,4.1586
2021-10-20,4.75822
2021-10-21,5.06769
2021-10-22,4.50676
2021-10-23,4.83558
2021-10-24,5.10638
2021-10-25,6.32495
2021-10-26,5.70599
2021-10-27,4.9323
2021-10-28,7.29206
2021-10-29,5.86073
2021-10-30,4.44874
2021-10-31,4.75822
2021-11-01,5.26112
2021-11-02,4.9323
2021-11-03,4.95164
2021-11-04,5.08704
2021-11-05,4.62282
2021-11-06,4.4294
2021-11-07,4.17794
2021-11-08,5.02901
2021-11-09,4.54545
2021-11-10,4.70019
2021-11-11,5.28046
2021-11-12,5.02901
2021-11-13,5.37717
2021-11-14,4.87427
2021-11-15,5.9381
2021-11-16,7.04061
2021-11-17,6.3056
2021-11-18,5.08704
2021-11-19,5.10638
2021-11-20,5.89941
2021-11-21,5.97678
2021-11-22,6.75048
2021-11-23,6.47969
2021-11-24,5.49323
2021-11-25,5.58994
2021-11-26,5.47388
2021-11-27,8.43326
2021-11-28,11.48936
2021-11-29,9.40038
2021-11-30,6.47969
2021-12-01,6.80851
2021-12-02,6.53771
2021-12-03,6.05415
2021-12-04,4.89361
2021-12-05,4.95164
2021-12-06,5.9381
2021-12-07,6.9439
2021-12-08,6.42166
2021-12-09,6.28626
2021-12-10,6.09284
2021-12-11,6.17021
2021-12-12,5.45454
2021-12-13,5.60928
2021-12-14,6.05415
2021-12-15,6.46034
2021-12-16,6.441
2021-12-17,5.88007
2021-12-18,5.82205
2021-12-19,5.47388
2021-12-20,6.80851
2021-12-21,5.8027
2021-12-22,6.42166
2021-12-23,5.74468
2021-12-24,6.0735
2021-12-25,5.24177
2021-12-26,4.68085
2021-12-27,6.34429
2021-12-28,6.34429
2021-12-29,6.76982
2021-12-30,6.3056
2021-12-31,8.80077
2022-01-01,7.62088
2022-01-02,6.76982
2022-01-03,7.64023
2022-01-04,6.0735
2022-01-05,6.98259
2022-01-06,7.91102
2022-01-07,8.49129
2022-01-08,6.0735
2022-01-09,6.75048
2022-01-10,7.52417
2022-01-11,14.85493
2022-01-12,11.56673
2022-01-13,8.12379
2022-01-14,6.26692
2022-01-15,7.85299
2022-01-16,6.59574
2022-01-17,7.52417
2022-01-18,7.09864
2022-01-19,7.79497
2022-01-20,7.00193
2022-01-21,6.82785
2022-01-22,7.13733
2022-01-23,10.07736
2022-01-24,8.91682
2022-01-25,8.04642
2022-01-26,7.27272
2022-01-27,7.56286
2022-01-28,7.38878
2022-01-29,6.20889
2022-01-30,6.9439
2022-01-31,5.62862
2022-02-01,8.20116
2022-02-02,7.56286
2022-02-03,7.17601
2022-02-04,7.15667
2022-02-05,7.56286
2022-02-06,10.07736
2022-02-07,8.16247
2022-02-08,8.41392
2022-02-09,7.81431
2022-02-10,7.93036
2022-02-11,7.25338
2022-02-12,7.69825
2022-02-13,6.98259
2022-02-14,8.60735
2022-02-15,11.54738
2022-02-16,8.14313
2022-02-17,7.33075
2022-02-18,10.0
2022-02-19,7.96905
2022-02-20,7.0793
2022-02-21,8.10444
2022-02-22,8.80077
2022-02-23,8.8588
2022-02-24,15.12572
2022-02-25,11.10251
2022-02-26,8.00773
2022-02-27,9.14893
2022-02-28,8.7234
2022-03-01,7.36943
2022-03-02,9.70986
2022-03-03,9.05222
2022-03-04,8.35589
2022-03-05,7.85299
2022-03-06,14.87427
2022-03-07,11.81818
2022-03-08,12.32108
2022-03-09,8.54932
2022-03-10,7.69825
2022-03-11,8.35589
2022-03-12,7.23404
2022-03-13,6.90522
2022-03-14,7.60154
2022-03-15,8.12379
2022-03-16,7.65957
2022-03-17,8.18181
2022-03-18,7.40812
2022-03-19,6.63442
2022-03-20,5.99613
2022-03-21,6.0735
2022-03-22,6.28626
2022-03-23,6.53771
2022-03-24,7.13733
2022-03-25,7.15667
2022-03-26,5.55125
2022-03-27,5.45454
2022-03-28,6.42166
2022-03-29,5.72533
2022-03-30,6.36363
2022-03-31,5.84139
2022-04-01,6.13152
2022-04-02,4.7969
2022-04-03,4.89361
2022-04-04,5.8027
2022-04-05,5.26112
2022-04-06,5.82205
2022-04-07,5.24177
2022-04-08,5.72533
2022-04-09,5.00967
2022-04-10,4.25531
2022-04-11,5.45454
2022-04-12,5.62862
2022-04-13,6.13152
2022-04-14,6.13152
2022-04-15,6.18955
2022-04-16,5.47388
2022-04-17,4.83558
2022-04-18,6.36363
2022-04-19,5.68665
2022-04-20,6.34429
2022-04-21,6.28626
2022-04-22,6.18955
2022-04-23,5.88007
2022-04-24,5.8027
2022-04-25,6.59574
2022-04-26,6.82785
2022-04-27,6.18955
2022-04-28,7.13733
2022-04-29,7.04061
2022-04-30,5.68665
2022-05-01,5.91876
2022-05-02,6.98259
2022-05-03,6.61508
2022-05-04,6.0735
2022-05-05,5.35783
2022-05-06,7.00193
2022-05-07,5.84139
2022-05-08,6.03481
2022-05-09,6.46034
2022-05-10,6.26692
2022-05-11,6.36363
2022-05-12,7.4468
2022-05-13,6.98259
2022-05-14,6.49903
2022-05-15,5.4352
2022-05-16,5.88007
2022-05-17,5.74468
2022-05-18,5.91876
2022-05-19,6.38297
2022-05-20,6.01547
2022-05-21,5.84139
2022-05-22,5.18375
2022-05-23,6.28626
2022-05-24,5.35783
2022-05-25,6.42166
2022-05-26,6.34429
2022-05-27,6.441
2022-05-28,4.58413
2022-05-29,4.37137
2022-05-30,5.49323
2022-05-31,6.53771
2022-06-01,5.99613
2022-06-02,6.53771
2022-06-03,6.05415
2022-06-04,5.78336
2022-06-05,5.08704
2022-06-06,5.97678
2022-06-07,6.40232
2022-06-08,5.9381
2022-06-09,6.01547
2022-06-10,6.09284
2022-06-11,5.70599
2022-06-12,5.89941
2022-06-13,7.46615
2022-06-14,6.71179
2022-06-15,8.45261
2022-06-16,7.75628
2022-06-17,7.19535
2022-06-18,6.55705
2022-06-19,5.24177
2022-06-20,7.05996
2022-06-21,5.68665
2022-06-22,6.90522
2022-06-23,6.92456
2022-06-24,6.49903
2022-06-25,5.4352
2022-06-26,4.89361
2022-06-27,6.86653
2022-06-28,6.34429
2022-06-29,6.53771
2022-06-30,5.95744
2022-07-01,6.84719
2022-07-02,5.84139
2022-07-03,4.89361
2022-07-04,6.36363
2022-07-05,5.20309
2022-07-06,7.35009
2022-07-07,5.76402
2022-07-08,6.47969
2022-07-09,5.4352
2022-07-10,5.10638
2022-07-11,5.68665
2022-07-12,6.63442
2022-07-13,6.61508
2022-07-14,6.09284
2022-07-15,6.36363
2022-07-16,5.68665
2022-07-17,4.77756
2022-07-18,6.18955
2022-07-19,6.15087
2022-07-20,5.99613
2022-07-21,6.03481
2022-07-22,6.03481
2022-07-23,5.49323
2022-07-24,4.83558
2022-07-25,8.66537
2022-07-26,10.05802
2022-07-27,6.26692
2022-07-28,6.18955
2022-07-29,5.88007
2022-07-30,5.76402
2022-07-31,5.53191
2022-08-01,6.18955
2022-08-02,6.55705
2022-08-03,5.76402
2022-08-04,5.4352
2022-08-05,5.35783
2022-08-06,6.51837
2022-08-07,4.62282
2022-08-08,4.97098
2022-08-09,5.08704
2022-08-10,5.95744
2022-08-11,6.01547
2022-08-12,5.86073
2022-08-13,5.99613
2022-08-14,4.9323
2022-08-15,5.62862
2022-08-16,5.86073
2022-08-17,5.97678
2022-08-18,5.76402
2022-08-19,5.66731
2022-08-20,5.37717
2022-08-21,5.4352
2022-08-22,6.26692
2022-08-23,6.76982
2022-08-24,6.34429
2022-08-25,6.51837
2022-08-26,5.76402
2022-08-27,5.14506
2022-08-28,4.54545
2022-08-29,6.11218
2022-08-30,7.54352
2022-08-31,6.67311
2022-09-01,7.67891
2022-09-02,5.51257
2022-09-03,5.31914
2022-09-04,5.26112
2022-09-05,5.70599
2022-09-06,6.441
2022-09-07,6.46034
2022-09-08,5.91876
2022-09-09,5.41586
2022-09-10,5.95744
2022-09-11,6.17021
2022-09-12,6.76982
2022-09-13,8.62669
2022-09-14,8.23984
2022-09-15,8.41392
2022-09-16,7.05996
2022-09-17,6.63442
2022-09-18,5.55125
2022-09-19,6.47969
2022-09-20,7.87234
2022-09-21,12.24371
2022-09-22,8.02707
2022-09-23,7.81431
2022-09-24,8.66537
2022-09-25,5.95744
2022-09-26,8.76208
2022-09-27,8.2205
2022-09-28,8.27852
2022-09-29,7.65957
2022-09-30,8.25918
2022-10-01,6.75048
2022-10-02,7.64023
2022-10-03,7.4468
2022-10-04,7.73694
2022-10-05,8.33655
2022-10-06,8.12379
2022-10-07,7.09864
2022-10-08,6.05415
2022-10-09,6.01547
2022-10-10,6.01547
2022-10-11,19.51644
2022-10-12,16.86653
2022-10-13,9.01353
2022-10-14,8.16247
2022-10-15,6.92456
2022-10-16,6.13152
2022-10-17,6.75048
2022-10-18,6.92456
2022-10-19,7.60154
2022-10-20,6.82785
2022-10-21,6.53771
2022-10-22,5.04835
2022-10-23,5.28046
2022-10-24,6.63442
2022-10-25,7.42746
2022-10-26,6.92456
2022-10-27,6.03481
2022-10-28,6.32495
2022-10-29,4.87427
2022-10-30,4.33268
2022-10-31,5.72533
2022-11-01,6.75048
2022-11-02,6.11218
2022-11-03,5.24177
2022-11-04,5.9381
2022-11-05,5.06769
2022-11-06,4.17794
2022-11-07,5.18375
2022-11-08,4.7969
2022-11-09,5.37717
2022-11-10,4.99032
2022-11-11,5.12572
2022-11-12,4.294
2022-11-13,4.68085
2022-11-14,4.85493
2022-11-15,4.81624
2022-11-16,5.04835
2022-11-17,4.70019
2022-11-18,4.6615
2022-11-19,3.86847
2022-11-20,4.41005
2022-11-21,5.02901
2022-11-22,4.70019
2022-11-23,5.74468
2022-11-24,4.91295
2022-11-25,4.87427
2022-11-26,3.53965
2022-11-27,3.40425
2022-11-28,4.81624
2022-11-29,3.96518
2022-11-30,4.02321
2022-12-01,5.16441
2022-12-02,5.18375
2022-12-03,4.91295
2022-12-04,3.94584
2022-12-05,5.10638
2022-12-06,5.95744
2022-12-07,5.58994
2022-12-08,5.8027
2022-12-09,5.99613
2022-12-10,5.22243
2022-12-11,4.56479
2022-12-12,4.54545
2022-12-13,5.57059
2022-12-14,5.58994
2022-12-15,5.62862
2022-12-16,5.97678
2022-12-17,5.72533
2022-12-18,4.75822
2022-12-19,5.33849
2022-12-20,4.95164
2022-12-21,5.00967
2022-12-22,5.8027
2022-12-23,6.53771
2022-12-24,4.89361
2022-12-25,4.37137
2022-12-26,6.18955
2022-12-27,7.35009
2022-12-28,6.69245
2022-12-29,6.11218
2022-12-30,6.47969
2022-12-31,6.18955
2023-01-01,7.60154
2023-01-02,8.45261
2023-01-03,8.0851
2023-01-04,14.35203
2023-01-05,9.69052
2023-01-06,7.13733
2023-01-07,9.3617
2023-01-08,8.51063
2023-01-09,7.98839
2023-01-10,12.32108
2023-01-11,10.85106
2023-01-12,8.33655
2023-01-13,7.29206
2023-01-14,6.24758
2023-01-15,5.84139
2023-01-16,6.88588
2023-01-17,7.17601
2023-01-18,7.50483
2023-01-19,6.49903
2023-01-20,7.19535
2023-01-21,6.5764
2023-01-22,6.3056
2023-01-23,5.70599
2023-01-24,6.49903
2023-01-25,7.81431
2023-01-26,7.11798
2023-01-27,11.76015
2023-01-28,7.5822
2023-01-29,6.05415
2023-01-30,6.61508
2023-01-31,6.18955
2023-02-01,6.47969
2023-02-02,9.30367
2023-02-03,6.75048
2023-02-04,6.15087
2023-02-05,4.83558
2023-02-06,6.73114
2023-02-07,5.74468
2023-02-08,6.05415
2023-02-09,5.72533
2023-02-10,6.55705
2023-02-11,4.83558
2023-02-12,4.50676
2023-02-13,5.47388
2023-02-14,6.01547
2023-02-15,5.60928
2023-02-16,5.49323
2023-02-17,5.2998
2023-02-18,4.85493
2023-02-19,4.68085
2023-02-20,5.78336
2023-02-21,5.66731
2023-02-22,6.441
2023-02-23,5.57059
2023-02-24,5.70599
2023-02-25,5.12572
2023-02-26,4.11992
2023-02-27,5.00967
2023-02-28,5.72533
2023-03-01,5.18375
2023-03-02,6.11218
2023-03-03,5.76402
2023-03-04,5.06769
2023-03-05,4.23597
2023-03-06,5.91876
2023-03-07,4.7969
2023-03-08,6.51837
2023-03-09,6.17021
2023-03-10,6.47969
2023-03-11,5.35783
2023-03-12,4.04255
2023-03-13,6.46034
2023-03-14,7.60154
2023-03-15,7.23404
2023-03-16,8.20116
2023-03-17,7.46615
2023-03-18,5.2998
2023-03-19,4.6615
2023-03-20,7.77562
2023-03-21,9.34235
2023-03-22,8.68471
2023-03-23,10.11605
2023-03-24,8.89748
2023-03-25,6.61508
2023-03-26,6.34429
2023-03-27,8.16247
2023-03-28,9.2263
2023-03-29,9.3617
2023-03-30,7.19535
2023-03-31,8.80077
2023-04-01,6.47969
2023-04-02,5.51257
2023-04-03,7.7176
2023-04-04,7.23404
2023-04-05,12.12765
2023-04-06,15.41586
2023-04-07,9.47775
2023-04-08,6.75048
2023-04-09,11.89555
2023-04-10,10.98646
2023-04-11,8.62669
2023-04-12,9.28433
2023-04-13,8.27852
2023-04-14,9.74854
2023-04-15,8.54932
2023-04-16,6.73114
2023-04-17,10.735
2023-04-18,7.13733
2023-04-19,7.38878
2023-04-20,9.01353
2023-04-21,7.15667
2023-04-22,5.02901
2023-04-23,4.04255
2023-04-24,6.36363
2023-04-25,6.88588
2023-04-26,6.03481
2023-04-27,6.11218
2023-04-28,6.46034
2023-04-29,5.24177
2023-04-30,4.70019
2023-05-01,4.91295
2023-05-02,6.28626
2023-05-03,6.13152
2023-05-04,6.05415
2023-05-05,6.51837
2023-05-06,5.84139
2023-05-07,5.47388
2023-05-08,7.46615
2023-05-09,6.63442
2023-05-10,6.13152
2023-05-11,5.89941
2023-05-12,6.03481
2023-05-13,5.24177
2023-05-14,4.50676
2023-05-15,6.40232
2023-05-16,5.4352
2023-05-17,5.89941
2023-05-18,5.22243
2023-05-19,5.51257
2023-05-20,4.37137
2023-05-21,3.75241
2023-05-22,5.41586
2023-05-23,4.04255
2023-05-24,6.15087
2023-05-25,5.84139
2023-05-26,4.46808
2023-05-27,4.97098
2023-05-28,3.05609
2023-05-29,4.23597
