date,씨티리워드카드
2020-11-26,15.08844
2020-11-27,15.81685
2020-11-28,8.2206
2020-11-29,12.17481
2020-11-30,14.98439
2020-12-01,17.89802
2020-12-02,15.92091
2020-12-03,16.02497
2020-12-04,12.59105
2020-12-05,9.26118
2020-12-06,12.27887
2020-12-07,15.08844
2020-12-08,12.79916
2020-12-09,12.48699
2020-12-10,14.04786
2020-12-11,13.42351
2020-12-12,10.718
2020-12-13,9.67741
2020-12-14,11.65452
2020-12-15,13.63163
2020-12-16,15.92091
2020-12-17,14.36004
2020-12-18,13.63163
2020-12-19,10.19771
2020-12-20,10.40582
2020-12-21,11.9667
2020-12-22,14.25598
2020-12-23,15.29656
2020-12-24,10.92611
2020-12-25,11.03017
2020-12-26,8.53277
2020-12-27,12.27887
2020-12-28,17.37773
2020-12-29,14.88033
2020-12-30,18.21019
2020-12-31,15.92091
2021-01-01,13.11134
2021-01-02,15.1925
2021-01-03,13.73569
2021-01-04,16.33714
2021-01-05,20.39542
2021-01-06,19.66701
2021-01-07,17.06555
2021-01-08,16.12903
2021-01-09,16.4412
2021-01-10,15.50468
2021-01-11,23.72528
2021-01-12,16.54526
2021-01-13,20.91571
2021-01-14,15.40062
2021-01-15,21.436
2021-01-16,16.54526
2021-01-17,14.67221
2021-01-18,17.37773
2021-01-19,16.23309
2021-01-20,16.54526
2021-01-21,20.81165
2021-01-22,16.85744
2021-01-23,17.89802
2021-01-24,15.29656
2021-01-25,20.39542
2021-01-26,15.92091
2021-01-27,20.1873
2021-01-28,18.41831
2021-01-29,19.97918
2021-01-30,14.77627
2021-01-31,17.37773
2021-02-01,24.03746
2021-02-02,19.87513
2021-02-03,17.16961
2021-02-04,14.36004
2021-02-05,14.36004
2021-02-06,10.50988
2021-02-07,14.15192
2021-02-08,16.85744
2021-02-09,21.22788
2021-02-10,16.96149
2021-02-11,14.04786
2021-02-12,13.42351
2021-02-13,12.79916
2021-02-14,15.81685
2021-02-15,22.78876
2021-02-16,19.04266
2021-02-17,16.4412
2021-02-18,18.10613
2021-02-19,16.33714
2021-02-20,12.6951
2021-02-21,16.12903
2021-02-22,13.9438
2021-02-23,17.58584
2021-02-24,18.9386
2021-02-25,17.16961
2021-02-26,14.46409
2021-02-27,15.92091
2021-02-28,13.00728
2021-03-01,19.35483
2021-03-02,17.58584
2021-03-03,17.79396
2021-03-04,16.85744
2021-03-05,14.98439
2021-03-06,14.46409
2021-03-07,11.86264
2021-03-08,14.46409
2021-03-09,13.73569
2021-03-10,15.81685
2021-03-11,14.25598
2021-03-12,14.98439
2021-03-13,10.92611
2021-03-14,9.88553
2021-03-15,14.67221
2021-03-16,14.98439
2021-03-17,17.48178
2021-03-18,14.98439
2021-03-19,12.90322
2021-03-20,11.65452
2021-03-21,12.79916
2021-03-22,14.25598
2021-03-23,15.92091
2021-03-24,14.25598
2021-03-25,12.59105
2021-03-26,12.59105
2021-03-27,13.2154
2021-03-28,12.6951
2021-03-29,16.85744
2021-03-30,11.9667
2021-03-31,14.25598
2021-04-01,20.08324
2021-04-02,13.2154
2021-04-03,10.92611
2021-04-04,13.9438
2021-04-05,15.92091
2021-04-06,16.33714
2021-04-07,15.81685
2021-04-08,11.9667
2021-04-09,10.09365
2021-04-10,11.23829
2021-04-11,12.07075
2021-04-12,15.60874
2021-04-13,14.15192
2021-04-14,14.04786
2021-04-15,13.11134
2021-04-16,12.79916
2021-04-17,12.38293
2021-04-18,11.86264
2021-04-19,18.73048
2021-04-20,16.54526
2021-04-21,16.23309
2021-04-22,14.15192
2021-04-23,10.82206
2021-04-24,8.74089
2021-04-25,11.55046
2021-04-26,16.02497
2021-04-27,19.35483
2021-04-28,15.40062
2021-04-29,12.90322
2021-04-30,15.50468
2021-05-01,12.27887
2021-05-02,13.9438
2021-05-03,14.04786
2021-05-04,16.23309
2021-05-05,12.59105
2021-05-06,14.98439
2021-05-07,9.36524
2021-05-08,8.94901
2021-05-09,10.19771
2021-05-10,14.25598
2021-05-11,13.11134
2021-05-12,12.90322
2021-05-13,12.6951
2021-05-14,10.50988
2021-05-15,11.34235
2021-05-16,11.4464
2021-05-17,13.52757
2021-05-18,14.46409
2021-05-19,11.03017
2021-05-20,13.63163
2021-05-21,13.42351
2021-05-22,11.13423
2021-05-23,11.03017
2021-05-24,15.81685
2021-05-25,19.14672
2021-05-26,18.83454
2021-05-27,17.27367
2021-05-28,14.36004
2021-05-29,11.4464
2021-05-30,12.90322
2021-05-31,17.06555
2021-06-01,21.436
2021-06-02,100.0
2021-06-03,70.75962
2021-06-04,21.95629
2021-06-05,16.33714
2021-06-06,14.04786
2021-06-07,16.54526
2021-06-08,16.64932
2021-06-09,15.40062
2021-06-10,16.23309
2021-06-11,15.29656
2021-06-12,10.92611
2021-06-13,10.50988
2021-06-14,14.88033
2021-06-15,13.52757
2021-06-16,15.29656
2021-06-17,13.00728
2021-06-18,14.25598
2021-06-19,9.57336
2021-06-20,13.00728
2021-06-21,19.56295
2021-06-22,16.64932
2021-06-23,17.89802
2021-06-24,16.96149
2021-06-25,16.33714
2021-06-26,8.84495
2021-06-27,14.67221
2021-06-28,16.4412
2021-06-29,15.29656
2021-06-30,21.22788
2021-07-01,19.77107
2021-07-02,14.25598
2021-07-03,13.9438
2021-07-04,10.19771
2021-07-05,15.60874
2021-07-06,13.73569
2021-07-07,13.31945
2021-07-08,15.40062
2021-07-09,14.46409
2021-07-10,11.23829
2021-07-11,11.23829
2021-07-12,12.59105
2021-07-13,14.04786
2021-07-14,14.04786
2021-07-15,15.71279
2021-07-16,15.1925
2021-07-17,10.718
2021-07-18,10.61394
2021-07-19,14.46409
2021-07-20,14.67221
2021-07-21,15.1925
2021-07-22,13.42351
2021-07-23,12.79916
2021-07-24,11.23829
2021-07-25,12.6951
2021-07-26,15.81685
2021-07-27,15.1925
2021-07-28,17.48178
2021-07-29,15.1925
2021-07-30,18.00208
2021-07-31,12.27887
2021-08-01,17.89802
2021-08-02,18.73048
2021-08-03,17.48178
2021-08-04,16.23309
2021-08-05,19.04266
2021-08-06,17.58584
2021-08-07,13.00728
2021-08-08,16.96149
2021-08-09,16.4412
2021-08-10,17.27367
2021-08-11,17.37773
2021-08-12,17.79396
2021-08-13,15.29656
2021-08-14,12.6951
2021-08-15,13.83975
2021-08-16,13.11134
2021-08-17,16.64932
2021-08-18,19.77107
2021-08-19,14.98439
2021-08-20,16.23309
2021-08-21,14.46409
2021-08-22,14.15192
2021-08-23,15.50468
2021-08-24,16.96149
2021-08-25,17.37773
2021-08-26,18.31425
2021-08-27,16.02497
2021-08-28,15.40062
2021-08-29,12.17481
2021-08-30,15.29656
2021-08-31,16.4412
2021-09-01,19.87513
2021-09-02,15.40062
2021-09-03,16.33714
2021-09-04,13.31945
2021-09-05,12.48699
2021-09-06,16.23309
2021-09-07,14.67221
2021-09-08,15.08844
2021-09-09,13.31945
2021-09-10,13.83975
2021-09-11,11.75858
2021-09-12,14.56815
2021-09-13,12.59105
2021-09-14,15.71279
2021-09-15,14.88033
2021-09-16,12.59105
2021-09-17,9.57336
2021-09-18,11.65452
2021-09-19,11.4464
2021-09-20,9.78147
2021-09-21,11.13423
2021-09-22,10.718
2021-09-23,15.40062
2021-09-24,15.71279
2021-09-25,12.90322
2021-09-26,11.86264
2021-09-27,14.98439
2021-09-28,13.00728
2021-09-29,13.31945
2021-09-30,14.46409
2021-10-01,13.42351
2021-10-02,11.9667
2021-10-03,8.01248
2021-10-04,11.23829
2021-10-05,14.36004
2021-10-06,10.30176
2021-10-07,11.4464
2021-10-08,9.98959
2021-10-09,8.2206
2021-10-10,8.42872
2021-10-11,13.9438
2021-10-12,9.67741
2021-10-13,13.52757
2021-10-14,11.65452
2021-10-15,9.88553
2021-10-16,10.61394
2021-10-17,10.61394
2021-10-18,10.92611
2021-10-19,12.90322
2021-10-20,11.9667
2021-10-21,11.75858
2021-10-22,11.65452
2021-10-23,9.57336
2021-10-24,10.50988
2021-10-25,19.45889
2021-10-26,19.66701
2021-10-27,24.97398
2021-10-28,18.52237
2021-10-29,13.63163
2021-10-30,14.36004
2021-10-31,13.2154
2021-11-01,14.98439
2021-11-02,15.40062
2021-11-03,12.90322
2021-11-04,13.42351
2021-11-05,10.50988
2021-11-06,10.61394
2021-11-07,10.82206
2021-11-08,10.92611
2021-11-09,9.4693
2021-11-10,10.718
2021-11-11,10.19771
2021-11-12,13.31945
2021-11-13,12.17481
2021-11-14,8.94901
2021-11-15,11.23829
2021-11-16,10.50988
2021-11-17,11.13423
2021-11-18,10.92611
2021-11-19,12.38293
2021-11-20,9.88553
2021-11-21,11.9667
2021-11-22,13.73569
2021-11-23,13.11134
2021-11-24,13.00728
2021-11-25,12.07075
2021-11-26,12.27887
2021-11-27,9.98959
2021-11-28,9.88553
2021-11-29,13.73569
2021-11-30,15.71279
2021-12-01,11.13423
2021-12-02,9.57336
2021-12-03,10.30176
2021-12-04,7.18002
2021-12-05,5.93132
2021-12-06,9.78147
2021-12-07,6.76378
2021-12-08,8.63683
2021-12-09,7.28407
2021-12-10,9.67741
2021-12-11,8.84495
2021-12-12,6.76378
2021-12-13,9.36524
2021-12-14,9.05306
2021-12-15,7.90842
2021-12-16,9.26118
2021-12-17,4.57856
2021-12-18,6.24349
2021-12-19,9.26118
2021-12-20,8.42872
2021-12-21,9.05306
2021-12-22,9.15712
2021-12-23,11.9667
2021-12-24,6.76378
2021-12-25,6.55567
2021-12-26,9.15712
2021-12-27,9.88553
2021-12-28,16.12903
2021-12-29,9.57336
2021-12-30,14.15192
2021-12-31,10.30176
2022-01-01,13.73569
2022-01-02,11.55046
2022-01-03,9.4693
2022-01-04,11.75858
2022-01-05,10.09365
2022-01-06,8.94901
2022-01-07,10.50988
2022-01-08,7.07596
2022-01-09,7.70031
2022-01-10,10.61394
2022-01-11,10.50988
2022-01-12,15.50468
2022-01-13,13.52757
2022-01-14,14.77627
2022-01-15,10.61394
2022-01-16,8.63683
2022-01-17,10.19771
2022-01-18,13.63163
2022-01-19,11.23829
2022-01-20,12.6951
2022-01-21,18.62643
2022-01-22,10.61394
2022-01-23,11.86264
2022-01-24,18.52237
2022-01-25,13.2154
2022-01-26,13.9438
2022-01-27,9.26118
2022-01-28,11.55046
2022-01-29,8.74089
2022-01-30,9.26118
2022-01-31,8.74089
2022-02-01,7.38813
2022-02-02,10.82206
2022-02-03,12.79916
2022-02-04,15.08844
2022-02-05,15.40062
2022-02-06,11.13423
2022-02-07,10.718
2022-02-08,13.83975
2022-02-09,11.86264
2022-02-10,11.9667
2022-02-11,12.59105
2022-02-12,9.4693
2022-02-13,11.86264
2022-02-14,18.73048
2022-02-15,11.75858
2022-02-16,8.84495
2022-02-17,8.84495
2022-02-18,6.86784
2022-02-19,7.28407
2022-02-20,8.74089
2022-02-21,8.42872
2022-02-22,7.80437
2022-02-23,8.32466
2022-02-24,10.19771
2022-02-25,7.70031
2022-02-26,9.26118
2022-02-27,9.05306
2022-02-28,10.92611
2022-03-01,13.31945
2022-03-02,5.93132
2022-03-03,6.45161
2022-03-04,5.20291
2022-03-05,4.89073
2022-03-06,5.41103
2022-03-07,6.13943
2022-03-08,6.34755
2022-03-09,6.9719
2022-03-10,3.85015
2022-03-11,7.59625
2022-03-12,4.16233
2022-03-13,6.55567
2022-03-14,7.28407
2022-03-15,7.18002
2022-03-16,7.70031
2022-03-17,7.80437
2022-03-18,7.70031
2022-03-19,5.7232
2022-03-20,6.24349
2022-03-21,12.07075
2022-03-22,7.49219
2022-03-23,8.01248
2022-03-24,6.34755
2022-03-25,5.82726
2022-03-26,5.7232
2022-03-27,4.16233
2022-03-28,8.32466
2022-03-29,7.38813
2022-03-30,8.2206
2022-03-31,8.32466
2022-04-01,6.55567
2022-04-02,5.61914
2022-04-03,5.20291
2022-04-04,5.93132
2022-04-05,5.41103
2022-04-06,5.09885
2022-04-07,6.24349
2022-04-08,5.51508
2022-04-09,5.7232
2022-04-10,4.99479
2022-04-11,5.82726
2022-04-12,5.09885
2022-04-13,4.99479
2022-04-14,6.86784
2022-04-15,5.7232
2022-04-16,3.95421
2022-04-17,5.20291
2022-04-18,5.30697
2022-04-19,4.78668
2022-04-20,7.90842
2022-04-21,6.55567
2022-04-22,5.61914
2022-04-23,6.24349
2022-04-24,5.09885
2022-04-25,5.7232
2022-04-26,7.90842
2022-04-27,5.93132
2022-04-28,9.57336
2022-04-29,5.7232
2022-04-30,6.34755
2022-05-01,6.45161
2022-05-02,8.11654
2022-05-03,5.61914
2022-05-04,6.9719
2022-05-05,6.65972
2022-05-06,7.38813
2022-05-07,4.05827
2022-05-08,4.4745
2022-05-09,7.59625
2022-05-10,6.24349
2022-05-11,6.55567
2022-05-12,4.89073
2022-05-13,5.51508
2022-05-14,5.09885
2022-05-15,6.45161
2022-05-16,6.9719
2022-05-17,6.76378
2022-05-18,5.09885
2022-05-19,7.38813
2022-05-20,7.38813
2022-05-21,5.82726
2022-05-22,4.78668
2022-05-23,8.63683
2022-05-24,10.718
2022-05-25,8.42872
2022-05-26,7.18002
2022-05-27,6.55567
2022-05-28,5.51508
2022-05-29,5.61914
2022-05-30,5.7232
2022-05-31,9.15712
2022-06-01,7.80437
2022-06-02,7.28407
2022-06-03,7.59625
2022-06-04,5.61914
2022-06-05,7.07596
2022-06-06,5.7232
2022-06-07,6.13943
2022-06-08,6.45161
2022-06-09,6.24349
2022-06-10,7.28407
2022-06-11,5.93132
2022-06-12,5.82726
2022-06-13,6.13943
2022-06-14,6.45161
2022-06-15,6.34755
2022-06-16,6.34755
2022-06-17,6.55567
2022-06-18,5.09885
2022-06-19,4.57856
2022-06-20,7.49219
2022-06-21,8.84495
2022-06-22,7.70031
2022-06-23,8.01248
2022-06-24,6.76378
2022-06-25,5.82726
2022-06-26,4.68262
2022-06-27,8.32466
2022-06-28,7.90842
2022-06-29,8.32466
2022-06-30,8.2206
2022-07-01,6.03537
2022-07-02,5.93132
2022-07-03,4.78668
2022-07-04,7.18002
2022-07-05,9.4693
2022-07-06,7.28407
2022-07-07,6.34755
2022-07-08,6.9719
2022-07-09,6.65972
2022-07-10,5.30697
2022-07-11,4.37044
2022-07-12,6.76378
2022-07-13,7.59625
2022-07-14,7.59625
2022-07-15,6.55567
2022-07-16,6.76378
2022-07-17,6.03537
2022-07-18,6.45161
2022-07-19,6.76378
2022-07-20,6.34755
2022-07-21,5.51508
2022-07-22,7.18002
2022-07-23,5.82726
2022-07-24,5.61914
2022-07-25,8.74089
2022-07-26,8.2206
2022-07-27,8.74089
2022-07-28,6.9719
2022-07-29,7.90842
2022-07-30,5.51508
2022-07-31,5.7232
2022-08-01,8.01248
2022-08-02,6.9719
2022-08-03,6.55567
2022-08-04,6.13943
2022-08-05,7.49219
2022-08-06,5.09885
2022-08-07,4.68262
2022-08-08,5.20291
2022-08-09,7.59625
2022-08-10,7.18002
2022-08-11,7.80437
2022-08-12,7.28407
2022-08-13,3.95421
2022-08-14,5.09885
2022-08-15,6.13943
2022-08-16,5.7232
2022-08-17,6.13943
2022-08-18,6.65972
2022-08-19,5.51508
2022-08-20,5.51508
2022-08-21,4.99479
2022-08-22,6.03537
2022-08-23,5.20291
2022-08-24,4.16233
2022-08-25,5.7232
2022-08-26,6.03537
2022-08-27,5.09885
2022-08-28,4.68262
2022-08-29,4.78668
2022-08-30,6.34755
2022-08-31,6.76378
2022-09-01,6.34755
2022-09-02,5.30697
2022-09-03,3.32986
2022-09-04,3.32986
2022-09-05,4.57856
2022-09-06,4.99479
2022-09-07,5.7232
2022-09-08,5.09885
2022-09-09,3.01768
2022-09-10,3.2258
2022-09-11,3.32986
2022-09-12,4.78668
2022-09-13,4.26638
2022-09-14,5.7232
2022-09-15,6.13943
2022-09-16,5.51508
2022-09-17,5.20291
2022-09-18,5.30697
2022-09-19,5.51508
2022-09-20,5.09885
2022-09-21,5.7232
2022-09-22,5.51508
2022-09-23,5.93132
2022-09-24,4.99479
2022-09-25,5.93132
2022-09-26,6.86784
2022-09-27,6.24349
2022-09-28,7.18002
2022-09-29,8.94901
2022-09-30,8.84495
2022-10-01,4.78668
2022-10-02,4.4745
2022-10-03,5.41103
2022-10-04,4.57856
2022-10-05,7.07596
2022-10-06,7.49219
2022-10-07,5.82726
2022-10-08,3.43392
2022-10-09,3.43392
2022-10-10,3.2258
2022-10-11,4.68262
2022-10-12,4.68262
2022-10-13,4.16233
2022-10-14,5.51508
2022-10-15,5.09885
2022-10-16,5.09885
2022-10-17,5.7232
2022-10-18,5.30697
2022-10-19,4.99479
2022-10-20,4.05827
2022-10-21,5.41103
2022-10-22,5.30697
2022-10-23,5.09885
2022-10-24,3.53798
2022-10-25,3.95421
2022-10-26,4.99479
2022-10-27,6.13943
2022-10-28,3.43392
2022-10-29,3.95421
2022-10-30,4.57856
2022-10-31,8.42872
2022-11-01,5.82726
2022-11-02,5.61914
2022-11-03,7.49219
2022-11-04,3.53798
2022-11-05,6.13943
2022-11-06,4.57856
2022-11-07,5.7232
2022-11-08,4.05827
2022-11-09,5.41103
2022-11-10,5.93132
2022-11-11,6.13943
2022-11-12,5.93132
2022-11-13,5.30697
2022-11-14,6.24349
2022-11-15,6.45161
2022-11-16,4.37044
2022-11-17,4.4745
2022-11-18,5.7232
2022-11-19,3.95421
2022-11-20,4.16233
2022-11-21,4.57856
2022-11-22,6.13943
2022-11-23,5.61914
2022-11-24,4.26638
2022-11-25,5.82726
2022-11-26,3.64203
2022-11-27,5.7232
2022-11-28,4.68262
2022-11-29,6.34755
2022-11-30,7.38813
2022-12-01,6.24349
2022-12-02,4.4745
2022-12-03,4.37044
2022-12-04,5.20291
2022-12-05,6.76378
2022-12-06,4.57856
2022-12-07,4.57856
2022-12-08,4.89073
2022-12-09,5.30697
2022-12-10,5.20291
2022-12-11,5.41103
2022-12-12,6.13943
2022-12-13,5.30697
2022-12-14,5.41103
2022-12-15,4.4745
2022-12-16,5.93132
2022-12-17,5.7232
2022-12-18,4.68262
2022-12-19,5.51508
2022-12-20,6.45161
2022-12-21,5.41103
2022-12-22,3.95421
2022-12-23,3.74609
2022-12-24,4.4745
2022-12-25,4.78668
2022-12-26,4.89073
2022-12-27,6.45161
2022-12-28,7.28407
2022-12-29,5.82726
2022-12-30,6.55567
2022-12-31,6.55567
2023-01-01,3.95421
2023-01-02,5.09885
2023-01-03,6.9719
2023-01-04,6.76378
2023-01-05,6.03537
2023-01-06,6.24349
2023-01-07,5.61914
2023-01-08,6.34755
2023-01-09,5.51508
2023-01-10,7.38813
2023-01-11,6.45161
2023-01-12,7.28407
2023-01-13,6.13943
2023-01-14,7.28407
2023-01-15,6.24349
2023-01-16,7.18002
2023-01-17,5.82726
2023-01-18,5.61914
2023-01-19,8.01248
2023-01-20,5.93132
2023-01-21,3.64203
2023-01-22,2.80957
2023-01-23,4.89073
2023-01-24,5.61914
2023-01-25,7.70031
2023-01-26,8.11654
2023-01-27,6.86784
2023-01-28,7.28407
2023-01-29,6.34755
2023-01-30,6.86784
2023-01-31,7.38813
2023-02-01,7.59625
2023-02-02,4.68262
2023-02-03,10.92611
2023-02-04,4.68262
2023-02-05,6.45161
2023-02-06,5.51508
2023-02-07,6.34755
2023-02-08,7.07596
2023-02-09,6.03537
2023-02-10,6.9719
2023-02-11,4.16233
2023-02-12,2.18522
2023-02-13,5.93132
2023-02-14,6.45161
2023-02-15,7.18002
2023-02-16,3.95421
2023-02-17,4.89073
2023-02-18,3.95421
2023-02-19,5.82726
2023-02-20,5.30697
2023-02-21,4.78668
2023-02-22,5.7232
2023-02-23,6.86784
2023-02-24,5.82726
2023-02-25,6.03537
2023-02-26,6.03537
2023-02-27,6.13943
2023-02-28,8.42872
2023-03-01,8.53277
2023-03-02,5.09885
2023-03-03,4.78668
2023-03-04,5.82726
2023-03-05,3.64203
2023-03-06,4.99479
2023-03-07,4.57856
2023-03-08,6.55567
2023-03-09,3.95421
2023-03-10,4.16233
2023-03-11,4.78668
2023-03-12,3.64203
2023-03-13,4.26638
2023-03-14,3.95421
2023-03-15,4.57856
2023-03-16,4.4745
2023-03-17,3.12174
2023-03-18,2.49739
2023-03-19,3.01768
2023-03-20,4.4745
2023-03-21,6.13943
2023-03-22,4.57856
2023-03-23,6.24349
2023-03-24,5.09885
2023-03-25,3.64203
2023-03-26,4.68262
2023-03-27,4.68262
2023-03-28,5.93132
2023-03-29,5.20291
2023-03-30,6.03537
2023-03-31,6.76378
2023-04-01,4.26638
2023-04-02,4.05827
2023-04-03,4.78668
2023-04-04,4.99479
2023-04-05,6.24349
2023-04-06,4.4745
2023-04-07,4.16233
2023-04-08,4.37044
2023-04-09,4.99479
2023-04-10,4.68262
2023-04-11,5.09885
2023-04-12,5.20291
2023-04-13,3.85015
2023-04-14,5.61914
2023-04-15,3.2258
2023-04-16,3.12174
2023-04-17,3.95421
2023-04-18,4.26638
2023-04-19,3.85015
2023-04-20,3.64203
2023-04-21,3.12174
2023-04-22,3.53798
2023-04-23,3.85015
2023-04-24,4.57856
2023-04-25,4.89073
2023-04-26,5.41103
2023-04-27,4.57856
2023-04-28,5.09885
2023-04-29,5.30697
2023-04-30,3.43392
2023-05-01,5.09885
2023-05-02,4.57856
2023-05-03,4.37044
2023-05-04,4.68262
2023-05-05,5.20291
2023-05-06,3.64203
2023-05-07,4.05827
2023-05-08,4.16233
2023-05-09,3.64203
2023-05-10,3.74609
2023-05-11,4.78668
2023-05-12,5.09885
2023-05-13,3.01768
2023-05-14,2.91363
2023-05-15,5.82726
2023-05-16,4.37044
2023-05-17,4.68262
2023-05-18,5.09885
2023-05-19,4.68262
2023-05-20,4.05827
2023-05-21,2.60145
2023-05-22,4.05827
2023-05-23,4.37044
2023-05-24,4.68262
2023-05-25,5.41103
2023-05-26,3.64203
2023-05-27,3.85015
2023-05-28,4.68262
