date,아웃소싱
2020-03-20,30.6631
2020-03-21,18.46906
2020-03-22,16.82242
2020-03-23,33.28882
2020-03-24,35.60302
2020-03-25,33.64485
2020-03-26,35.11348
2020-03-27,33.73386
2020-03-28,20.91677
2020-03-29,19.67067
2020-03-30,33.64485
2020-03-31,44.37027
2020-04-01,34.1344
2020-04-02,35.78104
2020-04-03,29.23898
2020-04-04,17.26746
2020-04-05,18.02403
2020-04-06,33.91188
2020-04-07,34.57943
2020-04-08,34.1789
2020-04-09,34.75745
2020-04-10,31.73119
2020-04-11,19.67067
2020-04-12,21.00578
2020-04-13,34.57943
2020-04-14,33.0218
2020-04-15,20.78326
2020-04-16,35.73653
2020-04-17,31.73119
2020-04-18,21.85135
2020-04-19,23.49799
2020-04-20,38.36226
2020-04-21,37.20516
2020-04-22,37.60569
2020-04-23,34.89096
2020-04-24,34.49043
2020-04-25,19.27013
2020-04-26,21.05028
2020-04-27,34.31241
2020-04-28,35.78104
2020-04-29,29.81753
2020-04-30,20.87227
2020-05-01,19.09212
2020-05-02,14.99777
2020-05-03,17.97952
2020-05-04,29.99554
2020-05-05,25.05562
2020-05-06,37.29417
2020-05-07,35.95905
2020-05-08,32.39875
2020-05-09,21.2283
2020-05-10,19.84868
2020-05-11,35.15798
2020-05-12,35.55852
2020-05-13,34.08989
2020-05-14,35.87004
2020-05-15,27.54784
2020-05-16,17.44548
2020-05-17,17.89052
2020-05-18,32.26524
2020-05-19,34.31241
2020-05-20,31.46417
2020-05-21,29.99554
2020-05-22,31.01913
2020-05-23,16.86693
2020-05-24,19.89319
2020-05-25,32.71028
2020-05-26,34.26791
2020-05-27,33.24432
2020-05-28,33.46684
2020-05-29,28.3044
2020-05-30,16.73342
2020-05-31,18.64708
2020-06-01,31.68669
2020-06-02,32.9773
2020-06-03,38.45126
2020-06-04,35.42501
2020-06-05,26.34623
2020-06-06,16.64441
2020-06-07,19.44815
2020-06-08,34.49043
2020-06-09,36.4931
2020-06-10,32.39875
2020-06-11,36.4931
2020-06-12,31.50867
2020-06-13,17.89052
2020-06-14,21.85135
2020-06-15,34.75745
2020-06-16,37.20516
2020-06-17,36.62661
2020-06-18,35.46951
2020-06-19,34.80195
2020-06-20,20.38273
2020-06-21,22.91944
2020-06-22,41.70004
2020-06-23,50.46728
2020-06-24,51.26835
2020-06-25,44.90431
2020-06-26,31.73119
2020-06-27,20.20471
2020-06-28,20.91677
2020-06-29,36.27058
2020-06-30,34.08989
2020-07-01,36.76012
2020-07-02,30.12906
2020-07-03,25.54517
2020-07-04,15.13128
2020-07-05,17.93502
2020-07-06,31.15264
2020-07-07,33.77837
2020-07-08,32.79928
2020-07-09,34.57943
2020-07-10,27.72585
2020-07-11,15.3093
2020-07-12,15.3983
2020-07-13,30.12906
2020-07-14,31.59768
2020-07-15,32.35425
2020-07-16,30.70761
2020-07-17,28.70493
2020-07-18,16.11036
2020-07-19,19.67067
2020-07-20,29.95104
2020-07-21,33.55585
2020-07-22,30.79661
2020-07-23,31.95371
2020-07-24,51.13484
2020-07-25,28.43791
2020-07-26,23.36448
2020-07-27,37.20516
2020-07-28,33.42234
2020-07-29,33.24432
2020-07-30,29.72852
2020-07-31,24.47708
2020-08-01,13.0396
2020-08-02,13.84067
2020-08-03,24.25456
2020-08-04,25.23364
2020-08-05,26.88028
2020-08-06,25.85669
2020-08-07,23.45349
2020-08-08,15.79884
2020-08-09,19.67067
2020-08-10,31.06364
2020-08-11,27.85936
2020-08-12,29.32799
2020-08-13,26.12372
2020-08-14,27.63684
2020-08-15,14.68624
2020-08-16,12.41655
2020-08-17,19.75967
2020-08-18,28.17089
2020-08-19,27.1028
2020-08-20,31.15264
2020-08-21,36.84913
2020-08-22,15.66533
2020-08-23,16.37739
2020-08-24,30.21806
2020-08-25,31.01913
2020-08-26,30.79661
2020-08-27,29.81753
2020-08-28,27.59234
2020-08-29,15.3983
2020-08-30,24.43257
2020-08-31,32.66577
2020-09-01,32.84379
2020-09-02,33.37783
2020-09-03,31.95371
2020-09-04,28.48242
2020-09-05,16.28838
2020-09-06,18.78059
2020-09-07,34.44592
2020-09-08,38.27325
2020-09-09,41.16599
2020-09-10,36.31508
2020-09-11,32.30974
2020-09-12,17.7125
2020-09-13,19.93769
2020-09-14,34.71295
2020-09-15,35.60302
2020-09-16,39.07432
2020-09-17,37.51668
2020-09-18,32.08722
2020-09-19,17.97952
2020-09-20,19.80418
2020-09-21,38.54027
2020-09-22,33.28882
2020-09-23,41.2105
2020-09-24,34.00089
2020-09-25,29.63951
2020-09-26,18.64708
2020-09-27,16.77792
2020-09-28,29.59501
2020-09-29,24.29906
2020-09-30,13.39563
2020-10-01,13.12861
2020-10-02,12.37205
2020-10-03,14.37472
2020-10-04,16.5554
2020-10-05,32.88829
2020-10-06,36.00356
2020-10-07,40.36493
2020-10-08,33.73386
2020-10-09,21.85135
2020-10-10,22.02937
2020-10-11,22.60792
2020-10-12,36.67111
2020-10-13,42.72363
2020-10-14,36.5376
2020-10-15,35.64753
2020-10-16,34.75745
2020-10-17,21.67334
2020-10-18,23.27547
2020-10-19,44.68179
2020-10-20,42.18958
2020-10-21,43.83622
2020-10-22,43.79172
2020-10-23,38.18424
2020-10-24,21.00578
2020-10-25,22.60792
2020-10-26,38.49577
2020-10-27,37.56119
2020-10-28,33.37783
2020-10-29,33.19982
2020-10-30,30.88562
2020-10-31,18.95861
2020-11-01,18.51357
2020-11-02,33.77837
