date,심텍주가
2020-03-20,3.75429
2020-03-21,0.61138
2020-03-22,0.44898
2020-03-23,3.24799
2020-03-24,5.18723
2020-03-25,4.38479
2020-03-26,3.41039
2020-03-27,14.3867
2020-03-28,1.8055
2020-03-29,1.65265
2020-03-30,10.86167
2020-03-31,9.0084
2020-04-01,7.46083
2020-04-02,7.29843
2020-04-03,6.83034
2020-04-04,1.49025
2020-04-05,0.86931
2020-04-06,8.6645
2020-04-07,8.39701
2020-04-08,8.94153
2020-04-09,11.39663
2020-04-10,10.25028
2020-04-11,1.28009
2020-04-12,1.18456
2020-04-13,7.97669
2020-04-14,7.40351
2020-04-15,1.20366
2020-04-16,6.97363
2020-04-17,8.55941
2020-04-18,0.75468
2020-04-19,1.04126
2020-04-20,8.16774
2020-04-21,9.01795
2020-04-22,7.77607
2020-04-23,6.96408
2020-04-24,6.83989
2020-04-25,0.89797
2020-04-26,0.73557
2020-04-27,6.15208
2020-04-28,6.99273
2020-04-29,6.31448
2020-04-30,0.67825
2020-05-01,0.87886
2020-05-02,0.42032
2020-05-03,0.58272
2020-05-04,4.423
2020-05-05,0.51585
2020-05-06,5.29231
2020-05-07,5.31142
2020-05-08,5.4165
2020-05-09,1.70042
2020-05-10,1.4807
2020-05-11,5.69354
2020-05-12,5.95147
2020-05-13,5.13947
2020-05-14,4.46121
2020-05-15,4.1173
2020-05-16,0.63049
2020-05-17,0.52541
2020-05-18,7.05005
2020-05-19,7.73786
2020-05-20,8.3397
2020-05-21,13.70844
2020-05-22,11.4635
2020-05-23,1.56667
2020-05-24,1.39472
2020-05-25,10.9572
2020-05-26,10.62285
2020-05-27,14.00458
2020-05-28,10.71837
2020-05-29,7.84294
2020-05-30,1.30875
2020-05-31,0.85021
2020-06-01,12.14176
2020-06-02,11.77875
2020-06-03,10.9763
2020-06-04,10.60374
2020-06-05,8.60718
2020-06-06,1.39472
2020-06-07,1.175
2020-06-08,7.93847
2020-06-09,7.46083
2020-06-10,6.84944
2020-06-11,7.21245
2020-06-12,5.43561
2020-06-13,0.69736
2020-06-14,0.53496
2020-06-15,6.38135
2020-06-16,6.47688
2020-06-17,5.60756
2020-06-18,6.3909
2020-06-19,8.90332
2020-06-20,0.94573
2020-06-21,0.75468
2020-06-22,6.41956
2020-06-23,4.95796
2020-06-24,4.52808
2020-06-25,4.63316
2020-06-26,4.33702
2020-06-27,0.57317
2020-06-28,0.3439
2020-06-29,3.17157
2020-06-30,4.21283
2020-07-01,3.90714
2020-07-02,3.60145
2020-07-03,3.46771
2020-07-04,0.54451
2020-07-05,0.37256
2020-07-06,4.79556
2020-07-07,5.0917
2020-07-08,4.88154
2020-07-09,11.64501
2020-07-10,12.19908
2020-07-11,1.59533
2020-07-12,1.84371
2020-07-13,9.56247
2020-07-14,13.47917
2020-07-15,20.7776
2020-07-16,18.82881
2020-07-17,15.44707
2020-07-18,2.82766
2020-07-19,2.54107
2020-07-20,22.51623
2020-07-21,14.78792
2020-07-22,15.81964
2020-07-23,14.50133
2020-07-24,11.6259
2020-07-25,1.62399
2020-07-26,1.47115
2020-07-27,9.62934
2020-07-28,9.83951
2020-07-29,12.30416
2020-07-30,50.10508
2020-07-31,45.85403
2020-08-01,4.30836
2020-08-02,3.4486
2020-08-03,29.40389
2020-08-04,23.32823
2020-08-05,19.19182
2020-08-06,17.07107
2020-08-07,15.18914
2020-08-08,2.08253
2020-08-09,2.80855
2020-08-10,20.69163
2020-08-11,19.60259
2020-08-12,15.15093
2020-08-13,13.94726
2020-08-14,12.17997
2020-08-15,1.49025
2020-08-16,0.95529
2020-08-17,1.57623
2020-08-18,11.65456
2020-08-19,11.51127
2020-08-20,10.70882
2020-08-21,11.27244
2020-08-22,0.94573
2020-08-23,0.92663
2020-08-24,10.07833
2020-08-25,13.29766
2020-08-26,14.19564
2020-08-27,12.79136
2020-08-28,14.91211
2020-08-29,2.05387
2020-08-30,1.27053
2020-08-31,13.23079
2020-09-01,13.58425
2020-09-02,20.42414
2020-09-03,30.82728
2020-09-04,22.58311
2020-09-05,3.21933
2020-09-06,2.58884
2020-09-07,22.89835
2020-09-08,20.56744
2020-09-09,21.16927
2020-09-10,24.8567
2020-09-11,16.02025
2020-09-12,1.59533
2020-09-13,1.61444
2020-09-14,15.75277
2020-09-15,15.41841
2020-09-16,13.5747
2020-09-17,13.8995
2020-09-18,10.72793
2020-09-19,1.21322
2020-09-20,1.07948
2020-09-21,10.7948
2020-09-22,10.88077
2020-09-23,13.22124
2020-09-24,10.89033
2020-09-25,10.77569
2020-09-26,1.67176
2020-09-27,1.12724
2020-09-28,15.51394
2020-09-29,11.52082
2020-09-30,2.2927
2020-10-01,1.41383
2020-10-02,1.4807
2020-10-03,1.79594
2020-10-04,2.09209
2020-10-05,13.25945
2020-10-06,12.00802
2020-10-07,11.53993
2020-10-08,14.67329
2020-10-09,2.26404
2020-10-10,2.75124
2020-10-11,3.58234
2020-10-12,12.71494
2020-10-13,12.32327
2020-10-14,11.36797
2020-10-15,10.59419
2020-10-16,10.68016
2020-10-17,1.41383
2020-10-18,1.12724
2020-10-19,9.68666
2020-10-20,9.28544
2020-10-21,9.09438
2020-10-22,7.09782
2020-10-23,6.88765
2020-10-24,1.02216
2020-10-25,1.06037
2020-10-26,9.86816
2020-10-27,8.80779
2020-10-28,8.60718
2020-10-29,7.62323
2020-10-30,7.32709
2020-10-31,0.87886
2020-11-01,0.90752
2020-11-02,7.00229
2020-11-03,7.99579
2020-11-04,11.33931
2020-11-05,16.81314
2020-11-06,12.2755
2020-11-07,1.6622
2020-11-08,1.52846
2020-11-09,13.14482
2020-11-10,12.48567
2020-11-11,10.58463
2020-11-12,8.85555
2020-11-13,8.11043
2020-11-14,1.57623
2020-11-15,0.9935
2020-11-16,11.75964
2020-11-17,9.18991
2020-11-18,11.49216
2020-11-19,11.3011
2020-11-20,10.49866
2020-11-21,2.09209
2020-11-22,1.45204
2020-11-23,11.15781
2020-11-24,12.31371
2020-11-25,17.329
2020-11-26,22.94612
2020-11-27,31.98318
2020-11-28,5.38784
2020-11-29,5.0917
2020-11-30,19.68857
2020-12-01,16.83225
2020-12-02,21.45586
2020-12-03,17.86396
2020-12-04,18.01681
2020-12-05,4.10775
2020-12-06,4.07909
2020-12-07,17.96904
2020-12-08,18.24608
2020-12-09,19.23958
2020-12-10,20.6152
2020-12-11,16.97554
2020-12-12,2.9423
2020-12-13,6.21895
2020-12-14,23.11807
2020-12-15,21.752
2020-12-16,22.34428
2020-12-17,32.10737
2020-12-18,24.41727
2020-12-19,3.60145
2020-12-20,3.94535
2020-12-21,16.91822
2020-12-22,17.12839
2020-12-23,16.60298
2020-12-24,15.68589
2020-12-25,3.05693
2020-12-26,2.83721
2020-12-27,2.99006
2020-12-28,16.47879
2020-12-29,15.8674
2020-12-30,19.24914
2020-12-31,5.02483
2021-01-01,3.65876
2021-01-02,4.14596
2021-01-03,5.37829
2021-01-04,33.12953
2021-01-05,27.2927
2021-01-06,25.36301
2021-01-07,22.25831
2021-01-08,26.06992
2021-01-09,6.21895
2021-01-10,6.28582
2021-01-11,34.47649
2021-01-12,25.95529
2021-01-13,26.35651
2021-01-14,19.25869
2021-01-15,17.52006
2021-01-16,3.20978
2021-01-17,3.1238
2021-01-18,18.83836
2021-01-19,17.1857
2021-01-20,23.65303
2021-01-21,24.8376
2021-01-22,17.48184
2021-01-23,3.50592
2021-01-24,3.75429
2021-01-25,18.22697
2021-01-26,15.38975
2021-01-27,16.41192
2021-01-28,18.31295
2021-01-29,14.20519
2021-01-30,2.71303
2021-01-31,2.85632
2021-02-01,19.01031
2021-02-02,15.63813
2021-02-03,14.2243
2021-02-04,13.11616
2021-02-05,11.39663
2021-02-06,2.76079
2021-02-07,2.66526
2021-02-08,9.45739
2021-02-09,10.62285
2021-02-10,10.28849
2021-02-11,6.0661
2021-02-12,4.81467
2021-02-13,2.99006
2021-02-14,4.29881
2021-02-15,25.6687
2021-02-16,34.94459
2021-02-17,27.87542
2021-02-18,19.02942
2021-02-19,16.87046
2021-02-20,3.27665
2021-02-21,3.40084
2021-02-22,17.40542
2021-02-23,16.55521
2021-02-24,19.98471
2021-02-25,21.41765
2021-02-26,15.83874
2021-02-27,3.41039
2021-02-28,3.19067
2021-03-01,3.611
2021-03-02,15.84829
2021-03-03,14.5491
2021-03-04,12.22774
2021-03-05,13.16392
2021-03-06,2.83721
2021-03-07,3.51547
2021-03-08,12.77225
2021-03-09,12.24684
2021-03-10,12.6003
2021-03-11,13.76576
2021-03-12,15.06495
2021-03-13,2.95185
2021-03-14,2.17806
2021-03-15,12.06534
2021-03-16,12.06534
2021-03-17,10.51776
2021-03-18,12.73404
2021-03-19,10.17386
2021-03-20,2.33091
2021-03-21,2.56973
2021-03-22,10.04967
2021-03-23,9.82995
2021-03-24,9.44784
2021-03-25,11.00496
2021-03-26,10.50821
2021-03-27,1.81505
2021-03-28,1.88192
2021-03-29,12.17997
2021-03-30,10.06878
2021-03-31,8.93198
2021-04-01,10.67061
2021-04-02,13.09705
2021-04-03,2.49331
2021-04-04,2.34046
2021-04-05,12.31371
2021-04-06,13.04929
2021-04-07,12.60985
2021-04-08,10.57508
2021-04-09,9.28544
2021-04-10,1.94879
2021-04-11,1.88192
2021-04-12,9.56247
2021-04-13,15.12227
2021-04-14,16.15399
2021-04-15,16.91822
2021-04-16,15.3611
2021-04-17,3.1238
2021-04-18,3.74474
2021-04-19,40.45662
2021-04-20,28.35307
2021-04-21,18.66641
2021-04-22,17.69201
2021-04-23,15.09361
2021-04-24,2.44554
2021-04-25,2.58884
2021-04-26,15.95338
2021-04-27,14.32938
2021-04-28,14.37714
2021-04-29,13.29766
2021-04-30,11.70233
2021-05-01,1.60489
2021-05-02,1.84371
2021-05-03,11.96981
2021-05-04,13.03974
2021-05-05,3.20978
2021-05-06,12.82957
2021-05-07,12.14176
2021-05-08,1.6431
2021-05-09,1.89147
2021-05-10,19.88918
2021-05-11,13.43141
2021-05-12,10.87122
2021-05-13,10.25983
2021-05-14,12.44745
2021-05-15,4.85288
2021-05-16,3.76385
2021-05-17,13.51738
2021-05-18,12.59075
2021-05-19,5.01528
2021-05-20,17.75888
2021-05-21,15.48528
2021-05-22,2.13985
2021-05-23,2.38823
2021-05-24,12.56209
2021-05-25,13.27856
2021-05-26,11.68322
2021-05-27,10.29805
2021-05-28,12.83912
2021-05-29,1.97745
2021-05-30,1.52846
2021-05-31,13.48872
2021-06-01,11.99847
2021-06-02,18.93389
2021-06-03,21.04508
2021-06-04,14.48223
2021-06-05,3.05693
2021-06-06,2.38823
2021-06-07,13.83263
2021-06-08,11.16736
2021-06-09,10.21207
2021-06-10,12.15131
2021-06-11,11.6259
2021-06-12,1.88192
2021-06-13,1.50936
2021-06-14,10.72793
2021-06-15,10.68016
2021-06-16,12.34237
2021-06-17,19.88918
2021-06-18,20.08979
2021-06-19,7.35575
2021-06-20,4.99617
2021-06-21,15.28467
2021-06-22,13.88995
2021-06-23,14.5682
2021-06-24,13.40275
2021-06-25,13.95682
2021-06-26,1.78639
2021-06-27,1.45204
2021-06-28,13.44096
2021-06-29,11.65456
2021-06-30,36.6068
2021-07-01,34.53381
2021-07-02,20.98777
2021-07-03,2.62705
2021-07-04,1.89147
2021-07-05,16.29728
2021-07-06,15.56171
2021-07-07,12.97286
2021-07-08,14.32938
2021-07-09,13.10661
2021-07-10,1.6431
2021-07-11,1.56667
2021-07-12,12.69583
2021-07-13,14.86434
2021-07-14,15.95338
2021-07-15,22.77416
2021-07-16,21.34123
2021-07-17,4.79556
2021-07-18,3.4486
2021-07-19,16.59342
2021-07-20,14.4058
2021-07-21,11.70233
2021-07-22,37.60985
2021-07-23,42.72067
2021-07-24,12.2564
2021-07-25,10.62285
2021-07-26,37.07489
2021-07-27,43.92434
2021-07-28,39.65418
2021-07-29,31.79212
2021-07-30,30.16813
2021-07-31,4.37523
2021-08-01,3.99312
2021-08-02,32.43217
2021-08-03,38.03974
2021-08-04,35.28849
2021-08-05,65.37065
2021-08-06,94.14405
2021-08-07,17.30989
2021-08-08,15.15093
2021-08-09,81.40045
2021-08-10,73.7008
2021-08-11,63.26901
2021-08-12,63.02063
2021-08-13,51.6622
2021-08-14,8.46388
2021-08-15,6.26671
2021-08-16,6.99273
2021-08-17,40.34199
2021-08-18,41.04891
2021-08-19,45.98777
2021-08-20,43.53267
2021-08-21,6.64883
2021-08-22,5.78907
2021-08-23,37.20863
2021-08-24,36.55903
2021-08-25,36.53037
2021-08-26,58.06266
2021-08-27,66.53611
2021-08-28,6.96408
2021-08-29,6.28582
2021-08-30,39.76881
2021-08-31,32.93847
2021-09-01,33.57852
2021-09-02,32.23156
2021-09-03,35.28849
2021-09-04,3.97401
2021-09-05,3.35307
2021-09-06,27.21627
2021-09-07,23.5384
2021-09-08,25.07642
2021-09-09,22.30607
2021-09-10,22.36339
2021-09-11,3.2862
2021-09-12,3.41994
2021-09-13,23.02254
2021-09-14,20.24264
2021-09-15,21.06419
2021-09-16,18.84791
2021-09-17,20.65341
2021-09-18,2.91364
2021-09-19,2.13985
2021-09-20,2.05387
2021-09-21,1.61444
2021-09-22,2.33091
2021-09-23,17.54871
2021-09-24,27.88498
2021-09-25,4.56629
2021-09-26,5.03439
2021-09-27,23.01299
2021-09-28,21.76155
2021-09-29,24.07336
2021-09-30,23.47153
2021-10-01,22.61176
2021-10-02,4.33702
2021-10-03,2.98051
2021-10-04,4.0982
2021-10-05,23.09896
2021-10-06,20.88269
2021-10-07,22.62132
2021-10-08,20.4337
2021-10-09,3.78295
2021-10-10,3.03782
2021-10-11,6.35269
2021-10-12,17.63469
2021-10-13,16.80359
2021-10-14,26.30875
2021-10-15,27.35001
2021-10-16,3.2862
2021-10-17,2.30225
2021-10-18,21.02598
2021-10-19,24.79938
2021-10-20,25.77378
2021-10-21,21.74245
2021-10-22,17.86396
2021-10-23,1.85326
2021-10-24,1.97745
2021-10-25,15.08406
2021-10-26,26.0126
2021-10-27,28.14291
2021-10-28,38.96637
2021-10-29,31.41956
2021-10-30,6.19984
2021-10-31,5.32097
2021-11-01,26.02216
2021-11-02,26.53802
2021-11-03,27.91364
2021-11-04,29.34658
2021-11-05,88.9186
2021-11-06,17.74933
2021-11-07,17.70156
2021-11-08,69.25869
2021-11-09,65.10317
2021-11-10,51.02216
2021-11-11,86.35842
2021-11-12,69.8032
2021-11-13,13.97592
2021-11-14,13.27856
2021-11-15,66.26862
2021-11-16,68.37982
2021-11-17,62.14176
2021-11-18,51.25143
2021-11-19,46.31257
2021-11-20,10.58463
2021-11-21,11.4444
2021-11-22,52.13985
2021-11-23,38.4123
2021-11-24,41.04891
2021-11-25,41.25907
2021-11-26,35.31715
2021-11-27,7.16469
2021-11-28,5.58846
2021-11-29,32.08826
2021-11-30,35.93809
2021-12-01,36.75964
2021-12-02,36.51127
2021-12-03,29.87199
2021-12-04,4.82422
2021-12-05,3.99312
2021-12-06,32.11692
2021-12-07,34.81085
2021-12-08,32.43217
2021-12-09,26.84371
2021-12-10,26.50936
2021-12-11,7.55636
2021-12-12,7.92892
2021-12-13,28.78295
2021-12-14,24.47458
2021-12-15,28.56324
2021-12-16,31.52464
2021-12-17,29.02178
2021-12-18,5.91325
2021-12-19,4.67137
2021-12-20,31.15208
2021-12-21,31.46732
2021-12-22,41.16354
2021-12-23,83.83645
2021-12-24,53.34352
2021-12-25,10.01146
2021-12-26,10.45089
2021-12-27,41.07756
2021-12-28,40.30378
2021-12-29,38.98547
2021-12-30,52.02521
2021-12-31,13.53649
2022-01-01,8.16774
2022-01-02,9.87772
2022-01-03,53.57279
2022-01-04,48.66259
2022-01-05,43.44669
2022-01-06,40.0554
2022-01-07,49.57011
2022-01-08,9.45739
2022-01-09,7.12648
2022-01-10,39.60641
2022-01-11,36.81696
2022-01-12,38.56515
2022-01-13,32.69965
2022-01-14,33.53076
2022-01-15,9.46694
2022-01-16,6.8781
2022-01-17,28.36262
2022-01-18,40.3611
2022-01-19,33.10087
2022-01-20,33.28238
2022-01-21,41.30683
2022-01-22,8.48299
2022-01-23,6.36224
2022-01-24,59.29499
2022-01-25,60.60374
2022-01-26,52.46465
2022-01-27,49.57967
2022-01-28,64.88345
2022-01-29,12.06534
2022-01-30,9.06572
2022-01-31,9.55292
2022-02-01,8.31104
2022-02-02,12.30416
2022-02-03,52.76079
2022-02-04,59.04661
2022-02-05,12.20863
2022-02-06,11.63546
2022-02-07,50.48719
2022-02-08,47.28696
2022-02-09,45.94
2022-02-10,51.37562
2022-02-11,42.84486
2022-02-12,7.16469
2022-02-13,7.47993
2022-02-14,42.09017
2022-02-15,39.35804
2022-02-16,44.95605
2022-02-17,51.86282
2022-02-18,56.32403
2022-02-19,11.41574
2022-02-20,11.80741
2022-02-21,54.51853
2022-02-22,59.58158
2022-02-23,64.81658
2022-02-24,70.9209
2022-02-25,100.0
2022-02-26,22.25831
2022-02-27,18.38937
2022-02-28,75.14329
2022-03-01,15.97248
2022-03-02,60.24073
2022-03-03,59.61024
2022-03-04,49.73251
2022-03-05,9.12304
2022-03-06,8.38746
2022-03-07,45.30951
2022-03-08,39.55865
2022-03-09,7.41306
2022-03-10,40.51394
2022-03-11,38.21169
2022-03-12,7.40351
2022-03-13,7.11692
2022-03-14,39.42491
2022-03-15,35.05922
2022-03-16,47.91746
2022-03-17,47.65953
2022-03-18,57.01184
2022-03-19,14.0619
2022-03-20,12.13221
2022-03-21,48.376
2022-03-22,70.22353
2022-03-23,62.20863
2022-03-24,69.36377
2022-03-25,61.31066
2022-03-26,16.10622
2022-03-27,11.23423
2022-03-28,55.95147
2022-03-29,71.36988
2022-03-30,61.6259
2022-03-31,54.28926
2022-04-01,47.16278
2022-04-02,8.79824
2022-04-03,7.12648
2022-04-04,49.11157
2022-04-05,48.20405
2022-04-06,49.94268
2022-04-07,55.71264
2022-04-08,49.40771
2022-04-09,8.87466
2022-04-10,7.91937
2022-04-11,43.06457
2022-04-12,40.01719
2022-04-13,46.83798
2022-04-14,51.08903
2022-04-15,50.82155
2022-04-16,10.70882
2022-04-17,9.34275
2022-04-18,49.60833
2022-04-19,49.00649
2022-04-20,52.34046
2022-04-21,52.58884
2022-04-22,45.72984
2022-04-23,8.91287
2022-04-24,7.92892
2022-04-25,40.32288
2022-04-26,39.94077
2022-04-27,37.59075
2022-04-28,49.60833
2022-04-29,42.78754
2022-04-30,7.66144
2022-05-01,6.09476
2022-05-02,43.44669
2022-05-03,57.26977
2022-05-04,65.07451
2022-05-05,14.33893
2022-05-06,51.39472
2022-05-07,10.04967
2022-05-08,8.59763
2022-05-09,43.11234
2022-05-10,65.64768
2022-05-11,53.36262
2022-05-12,47.47802
2022-05-13,57.26022
2022-05-14,10.51776
2022-05-15,9.1708
2022-05-16,51.8246
2022-05-17,50.16239
2022-05-18,53.83072
2022-05-19,47.00993
2022-05-20,44.6217
2022-05-21,7.64233
2022-05-22,7.3844
2022-05-23,40.49484
2022-05-24,40.65724
2022-05-25,43.58998
2022-05-26,57.14558
2022-05-27,44.20137
2022-05-28,6.05655
2022-05-29,4.99617
2022-05-30,38.11616
2022-05-31,33.64539
2022-06-01,6.66794
2022-06-02,76.9679
2022-06-03,83.36836
2022-06-04,12.54298
2022-06-05,9.91593
2022-06-06,10.49866
2022-06-07,48.94917
2022-06-08,45.08979
2022-06-09,48.83454
2022-06-10,37.70538
2022-06-11,6.32403
2022-06-12,5.14902
2022-06-13,37.07489
2022-06-14,41.6794
2022-06-15,39.45357
2022-06-16,37.13221
2022-06-17,37.20863
2022-06-18,10.38402
2022-06-19,7.83339
2022-06-20,37.75315
2022-06-21,36.71188
2022-06-22,52.20672
2022-06-23,43.06457
2022-06-24,43.02636
2022-06-25,8.58807
2022-06-26,7.47993
2022-06-27,37.00802
2022-06-28,33.18685
2022-06-29,29.47076
2022-06-30,28.66832
2022-07-01,28.87848
2022-07-02,5.28276
2022-07-03,4.9293
2022-07-04,29.49942
2022-07-05,33.67405
2022-07-06,28.75429
2022-07-07,34.92548
2022-07-08,29.64272
2022-07-09,4.36568
2022-07-10,3.83072
2022-07-11,33.58807
2022-07-12,28.00917
2022-07-13,27.38823
2022-07-14,22.79327
2022-07-15,25.68781
2022-07-16,4.2797
2022-07-17,4.31792
2022-07-18,36.85517
2022-07-19,28.59189
2022-07-20,26.85326
2022-07-21,28.63966
2022-07-22,25.55406
2022-07-23,4.34658
2022-07-24,3.84982
2022-07-25,23.04165
2022-07-26,23.15628
2022-07-27,19.67902
2022-07-28,24.75162
2022-07-29,31.08521
2022-07-30,8.47344
2022-07-31,7.42262
2022-08-01,61.70233
2022-08-02,42.73977
2022-08-03,37.2755
2022-08-04,37.36148
2022-08-05,32.59457
2022-08-06,5.68398
2022-08-07,4.87199
2022-08-08,29.66182
2022-08-09,30.76996
2022-08-10,35.78525
2022-08-11,33.06266
2022-08-12,29.05043
2022-08-13,5.70309
2022-08-14,4.89109
2022-08-15,5.77951
2022-08-16,36.75964
2022-08-17,26.1559
2022-08-18,25.16239
2022-08-19,24.35995
2022-08-20,4.23194
2022-08-21,3.71608
2022-08-22,21.99082
2022-08-23,21.77111
2022-08-24,25.35345
2022-08-25,26.53802
2022-08-26,24.97134
2022-08-27,4.21283
2022-08-28,3.64921
2022-08-29,22.97478
2022-08-30,22.26786
2022-08-31,30.08215
2022-09-01,27.55063
2022-09-02,22.11501
2022-09-03,3.84027
2022-09-04,3.36262
2022-09-05,23.7199
2022-09-06,23.25181
2022-09-07,20.26175
2022-09-08,19.50706
2022-09-09,3.17157
2022-09-10,2.26404
2022-09-11,2.41688
2022-09-12,3.06648
2022-09-13,30.76041
2022-09-14,23.57661
2022-09-15,19.66946
2022-09-16,18.15055
2022-09-17,3.11425
2022-09-18,2.99006
2022-09-19,20.7585
2022-09-20,19.00076
