date,국제유가전망
2020-06-19,8.69759
2020-06-20,7.93933
2020-06-21,5.39696
2020-06-22,8.8983
2020-06-23,9.23282
2020-06-24,8.47457
2020-06-25,8.9206
2020-06-26,6.93577
2020-06-27,4.5272
2020-06-28,4.63871
2020-06-29,7.4041
2020-06-30,7.4041
2020-07-01,7.62711
2020-07-02,6.40053
2020-07-03,6.08831
2020-07-04,3.70205
2020-07-05,3.92506
2020-07-06,6.55664
2020-07-07,6.28902
2020-07-08,6.42283
2020-07-09,5.35236
2020-07-10,5.75379
2020-07-11,3.27832
2020-07-12,3.36752
2020-07-13,5.06244
2020-07-14,4.39339
2020-07-15,6.53434
2020-07-16,5.21855
2020-07-17,3.41213
2020-07-18,2.87689
2020-07-19,2.16324
2020-07-20,3.94736
2020-07-21,4.5272
2020-07-22,4.70561
2020-07-23,4.77252
2020-07-24,3.14451
2020-07-25,2.60927
2020-07-26,2.09634
2020-07-27,3.96966
2020-07-28,4.5272
2020-07-29,4.12578
2020-07-30,5.01784
2020-07-31,4.19268
2020-08-01,3.25602
2020-08-02,3.96966
2020-08-03,5.53077
2020-08-04,5.37466
2020-08-05,5.79839
2020-08-06,4.70561
2020-08-07,4.72792
2020-08-08,2.27475
2020-08-09,2.58697
2020-08-10,4.75022
2020-08-11,4.72792
2020-08-12,5.15165
2020-08-13,5.30776
2020-08-14,3.88046
2020-08-15,2.09634
2020-08-16,2.38626
2020-08-17,1.94023
2020-08-18,3.94736
2020-08-19,3.63514
2020-08-20,3.96966
2020-08-21,2.76538
2020-08-22,2.56467
2020-08-23,1.80642
2020-08-24,3.30062
2020-08-25,3.83586
2020-08-26,4.10347
2020-08-27,4.438
2020-08-28,3.63514
2020-08-29,2.00713
2020-08-30,2.27475
2020-08-31,3.70205
2020-09-01,3.67975
2020-09-02,3.23371
2020-09-03,6.28902
2020-09-04,4.03657
2020-09-05,4.28189
2020-09-06,3.94736
2020-09-07,7.62711
2020-09-08,8.74219
2020-09-09,15.12042
2020-09-10,8.67528
2020-09-11,8.40767
2020-09-12,5.04014
2020-09-13,5.10704
2020-09-14,8.00624
2020-09-15,7.96164
2020-09-16,8.63068
2020-09-17,8.18465
2020-09-18,6.55664
2020-09-19,3.96966
2020-09-20,3.63514
2020-09-21,5.46387
2020-09-22,6.46743
2020-09-23,4.5049
2020-09-24,4.34879
2020-09-25,3.18911
2020-09-26,2.56467
2020-09-27,2.38626
2020-09-28,3.36752
2020-09-29,2.9661
2020-09-30,2.65388
2020-10-01,2.23015
2020-10-02,3.92506
2020-10-03,3.30062
2020-10-04,3.23371
2020-10-05,6.06601
2020-10-06,5.35236
2020-10-07,4.32649
2020-10-08,3.65744
2020-10-09,2.63157
2020-10-10,3.23371
2020-10-11,3.0553
2020-10-12,4.59411
2020-10-13,4.83942
2020-10-14,3.56824
2020-10-15,4.03657
2020-10-16,3.0553
2020-10-17,2.60927
2020-10-18,2.18554
2020-10-19,3.70205
2020-10-20,3.67975
2020-10-21,2.78768
2020-10-22,3.27832
2020-10-23,3.79125
2020-10-24,2.09634
2020-10-25,1.5388
2020-10-26,4.25958
2020-10-27,3.83586
2020-10-28,4.4826
2020-10-29,5.64228
2020-10-30,5.8876
2020-10-31,3.90276
2020-11-01,3.59054
2020-11-02,7.4041
2020-11-03,5.17395
2020-11-04,4.28189
2020-11-05,5.70918
2020-11-06,4.21498
2020-11-07,3.41213
2020-11-08,4.61641
2020-11-09,7.06958
2020-11-10,7.51561
2020-11-11,8.45227
2020-11-12,6.77966
2020-11-13,3.67975
2020-11-14,2.76538
2020-11-15,2.85459
2020-11-16,4.92863
2020-11-17,4.68331
2020-11-18,4.12578
2020-11-19,4.10347
2020-11-20,3.12221
2020-11-21,2.40856
2020-11-22,2.56467
2020-11-23,4.81712
2020-11-24,7.02497
2020-11-25,10.23639
2020-11-26,7.73862
2020-11-27,5.48617
2020-11-28,3.50133
2020-11-29,3.70205
2020-11-30,4.63871
2020-12-01,5.68688
2020-12-02,5.39696
2020-12-03,5.57537
2020-12-04,6.19982
2020-12-05,5.04014
2020-12-06,4.23728
2020-12-07,5.61998
2020-12-08,5.59768
2020-12-09,4.34879
2020-12-10,3.54594
2020-12-11,6.71275
2020-12-12,3.96966
2020-12-13,3.56824
2020-12-14,4.19268
2020-12-15,4.5272
2020-12-16,5.08474
2020-12-17,6.28902
2020-12-18,6.69045
2020-12-19,5.04014
2020-12-20,3.94736
2020-12-21,4.92863
2020-12-22,4.23728
2020-12-23,4.32649
2020-12-24,5.08474
2020-12-25,4.438
2020-12-26,5.12934
2020-12-27,5.26315
2020-12-28,6.19982
2020-12-29,6.51204
2020-12-30,7.00267
2020-12-31,5.50847
2021-01-01,4.99553
2021-01-02,4.97323
2021-01-03,5.59768
2021-01-04,9.05441
2021-01-05,9.12132
2021-01-06,15.38804
2021-01-07,11.15075
2021-01-08,9.29973
2021-01-09,9.16592
2021-01-10,9.12132
2021-01-11,11.30686
2021-01-12,10.21409
2021-01-13,12.86797
2021-01-14,10.3925
2021-01-15,8.80909
2021-01-16,5.84299
2021-01-17,5.64228
2021-01-18,6.40053
2021-01-19,5.75379
2021-01-20,7.20338
2021-01-21,7.76092
2021-01-22,7.31489
2021-01-23,4.92863
2021-01-24,4.57181
2021-01-25,8.14005
2021-01-26,7.29259
2021-01-27,5.70918
2021-01-28,6.17752
2021-01-29,5.01784
2021-01-30,3.43443
2021-01-31,3.79125
2021-02-01,5.50847
2021-02-02,8.11775
2021-02-03,8.14005
2021-02-04,8.63068
2021-02-05,9.83496
2021-02-06,7.06958
2021-02-07,6.33363
2021-02-08,9.90187
2021-02-09,13.11329
2021-02-10,9.83496
2021-02-11,6.53434
2021-02-12,5.21855
2021-02-13,6.06601
2021-02-14,6.19982
2021-02-15,13.40321
2021-02-16,12.42194
2021-02-17,11.26226
2021-02-18,11.7752
2021-02-19,9.00981
2021-02-20,6.53434
2021-02-21,5.19625
2021-02-22,8.27386
2021-02-23,10.95004
2021-02-24,8.34076
2021-02-25,8.47457
2021-02-26,9.18822
2021-02-27,6.80196
2021-02-28,6.55664
2021-03-01,6.55664
2021-03-02,9.14362
2021-03-03,7.27029
2021-03-04,8.18465
2021-03-05,11.55218
2021-03-06,9.50044
2021-03-07,7.93933
2021-03-08,15.45495
2021-03-09,12.39964
2021-03-10,11.97591
2021-03-11,8.27386
2021-03-12,6.46743
2021-03-13,5.37466
2021-03-14,5.15165
2021-03-15,7.93933
2021-03-16,9.74576
2021-03-17,9.74576
2021-03-18,11.21766
2021-03-19,18.64406
2021-03-20,9.14362
2021-03-21,7.58251
2021-03-22,11.35147
2021-03-23,11.39607
2021-03-24,15.63336
2021-03-25,11.44067
2021-03-26,9.25512
2021-03-27,5.70918
2021-03-28,5.57537
2021-03-29,8.74219
2021-03-30,7.27029
2021-03-31,6.64585
2021-04-01,7.73862
2021-04-02,5.59768
2021-04-03,4.5495
2021-04-04,4.61641
2021-04-05,6.35593
2021-04-06,7.96164
2021-04-07,7.53791
2021-04-08,6.15521
2021-04-09,5.77609
2021-04-10,3.033
2021-04-11,3.67975
2021-04-12,6.89116
2021-04-13,6.42283
2021-04-14,5.8876
2021-04-15,8.18465
2021-04-16,6.0214
2021-04-17,3.56824
2021-04-18,3.79125
2021-04-19,6.28902
2021-04-20,5.9545
2021-04-21,6.77966
2021-04-22,4.86173
2021-04-23,3.36752
2021-04-24,2.36396
2021-04-25,3.12221
2021-04-26,4.99553
2021-04-27,4.19268
2021-04-28,4.05887
2021-04-29,4.39339
2021-04-30,3.76895
2021-05-01,2.11864
2021-05-02,2.89919
2021-05-03,4.23728
2021-05-04,5.21855
2021-05-05,5.26315
2021-05-06,6.24442
2021-05-07,4.95093
2021-05-08,3.94736
2021-05-09,3.74665
2021-05-10,7.09188
2021-05-11,6.46743
2021-05-12,5.50847
2021-05-13,6.93577
2021-05-14,5.73148
2021-05-15,4.05887
2021-05-16,3.38983
2021-05-17,5.53077
2021-05-18,5.64228
2021-05-19,3.52363
2021-05-20,4.83942
2021-05-21,7.11418
2021-05-22,3.30062
2021-05-23,2.92149
2021-05-24,5.08474
2021-05-25,6.86886
2021-05-26,5.15165
2021-05-27,4.39339
2021-05-28,4.90633
2021-05-29,2.9661
2021-05-30,3.45673
2021-05-31,5.68688
2021-06-01,6.33363
2021-06-02,6.0214
2021-06-03,6.26672
2021-06-04,4.01427
2021-06-05,4.05887
2021-06-06,4.34879
2021-06-07,7.33719
2021-06-08,7.00267
2021-06-09,7.58251
2021-06-10,5.44157
2021-06-11,5.66458
2021-06-12,4.5049
2021-06-13,4.10347
2021-06-14,7.76092
2021-06-15,5.75379
2021-06-16,8.42997
2021-06-17,6.17752
2021-06-18,6.46743
2021-06-19,3.85816
2021-06-20,4.19268
2021-06-21,7.64942
2021-06-22,8.56378
2021-06-23,6.57894
2021-06-24,5.59768
2021-06-25,5.28545
2021-06-26,4.59411
2021-06-27,3.65744
2021-06-28,6.73505
2021-06-29,7.93933
2021-06-30,6.84656
2021-07-01,7.13648
2021-07-02,8.42997
2021-07-03,4.92863
2021-07-04,5.08474
2021-07-05,7.76092
2021-07-06,11.28456
2021-07-07,9.81266
2021-07-08,11.61909
2021-07-09,7.20338
2021-07-10,5.17395
2021-07-11,4.438
2021-07-12,8.69759
2021-07-13,6.31132
2021-07-14,5.77609
2021-07-15,11.73059
2021-07-16,10.48171
2021-07-17,6.33363
2021-07-18,5.66458
2021-07-19,10.3925
2021-07-20,13.13559
2021-07-21,9.16592
2021-07-22,7.20338
2021-07-23,5.57537
2021-07-24,4.12578
2021-07-25,3.52363
2021-07-26,5.17395
2021-07-27,4.63871
2021-07-28,4.05887
2021-07-29,4.81712
2021-07-30,4.39339
2021-07-31,2.80999
2021-08-01,2.47546
2021-08-02,3.85816
2021-08-03,5.48617
2021-08-04,5.70918
2021-08-05,7.00267
2021-08-06,4.4603
2021-08-07,3.16681
2021-08-08,3.09991
2021-08-09,10.79393
2021-08-10,5.26315
2021-08-11,4.19268
2021-08-12,3.90276
2021-08-13,4.05887
2021-08-14,2.83229
2021-08-15,2.72078
2021-08-16,4.4826
2021-08-17,5.73148
2021-08-18,4.4826
2021-08-19,10.21409
2021-08-20,6.89116
2021-08-21,5.37466
2021-08-22,4.01427
2021-08-23,6.26672
2021-08-24,5.24085
2021-08-25,5.39696
2021-08-26,4.81712
2021-08-27,4.10347
2021-08-28,2.74308
2021-08-29,2.87689
2021-08-30,4.70561
2021-08-31,4.95093
2021-09-01,4.37109
2021-09-02,4.4826
2021-09-03,4.21498
2021-09-04,2.56467
2021-09-05,2.29705
2021-09-06,4.14808
2021-09-07,3.34522
2021-09-08,3.76895
2021-09-09,3.36752
2021-09-10,2.76538
2021-09-11,2.23015
2021-09-12,2.23015
2021-09-13,4.32649
2021-09-14,5.46387
2021-09-15,4.17038
2021-09-16,7.20338
2021-09-17,4.79482
2021-09-18,2.65388
2021-09-19,1.69491
2021-09-20,2.54237
2021-09-21,2.74308
2021-09-22,2.78768
2021-09-23,5.08474
2021-09-24,5.9768
2021-09-25,3.70205
2021-09-26,3.38983
2021-09-27,8.09545
2021-09-28,9.63425
2021-09-29,7.27029
2021-09-30,7.04727
2021-10-01,5.35236
2021-10-02,3.34522
2021-10-03,3.61284
2021-10-04,4.61641
2021-10-05,11.48528
2021-10-06,11.26226
2021-10-07,11.64139
2021-10-08,8.98751
2021-10-09,5.37466
2021-10-10,5.9099
2021-10-11,7.51561
2021-10-12,14.42908
2021-10-13,11.15075
2021-10-14,11.75289
2021-10-15,10.3256
2021-10-16,8.31846
2021-10-17,8.22925
2021-10-18,12.64495
2021-10-19,12.93487
2021-10-20,11.909
2021-10-21,10.57091
2021-10-22,10.3256
2021-10-23,6.44513
2021-10-24,6.04371
2021-10-25,11.19536
2021-10-26,9.32203
2021-10-27,7.80553
2021-10-28,9.38893
2021-10-29,7.60481
2021-10-30,5.30776
2021-10-31,5.57537
2021-11-01,9.27743
2021-11-02,8.74219
2021-11-03,9.58965
2021-11-04,12.95718
2021-11-05,9.07671
2021-11-06,5.57537
2021-11-07,4.08117
2021-11-08,8.47457
2021-11-09,6.51204
2021-11-10,9.56735
2021-11-11,10.08028
2021-11-12,9.56735
2021-11-13,6.48974
2021-11-14,5.28545
2021-11-15,11.30686
2021-11-16,8.18465
2021-11-17,8.09545
2021-11-18,11.97591
2021-11-19,8.63068
2021-11-20,8.14005
2021-11-21,5.84299
2021-11-22,9.87957
2021-11-23,7.4487
2021-11-24,8.78679
2021-11-25,6.71275
2021-11-26,7.73862
2021-11-27,10.3479
2021-11-28,7.98394
2021-11-29,9.72346
2021-11-30,9.23282
2021-12-01,10.3256
2021-12-02,10.72702
2021-12-03,7.13648
2021-12-04,5.08474
2021-12-05,4.10347
2021-12-06,6.22212
2021-12-07,7.67172
2021-12-08,7.56021
2021-12-09,6.55664
2021-12-10,5.9322
2021-12-11,3.50133
2021-12-12,3.52363
2021-12-13,5.9545
2021-12-14,6.06601
2021-12-15,5.37466
2021-12-16,4.5495
2021-12-17,4.90633
2021-12-18,3.16681
2021-12-19,3.21141
2021-12-20,5.35236
2021-12-21,4.5495
2021-12-22,4.25958
2021-12-23,4.21498
2021-12-24,3.52363
2021-12-25,2.65388
2021-12-26,3.21141
2021-12-27,4.5272
2021-12-28,6.37823
2021-12-29,5.26315
2021-12-30,5.04014
2021-12-31,3.90276
2022-01-01,3.0776
2022-01-02,3.16681
2022-01-03,4.81712
2022-01-04,5.15165
2022-01-05,5.55307
2022-01-06,5.46387
2022-01-07,7.3818
2022-01-08,4.95093
2022-01-09,4.5049
2022-01-10,4.90633
2022-01-11,4.90633
2022-01-12,8.51917
2022-01-13,7.69402
2022-01-14,5.61998
2022-01-15,5.06244
2022-01-16,3.67975
2022-01-17,6.71275
2022-01-18,8.74219
2022-01-19,13.62622
2022-01-20,11.93131
2022-01-21,9.16592
2022-01-22,5.77609
2022-01-23,5.9545
2022-01-24,10.68242
2022-01-25,8.80909
2022-01-26,7.29259
2022-01-27,8.22925
2022-01-28,7.3595
2022-01-29,4.19268
2022-01-30,3.79125
2022-01-31,3.61284
2022-02-01,3.67975
2022-02-02,6.19982
2022-02-03,7.76092
2022-02-04,10.81623
2022-02-05,7.80553
2022-02-06,7.20338
2022-02-07,9.54504
2022-02-08,10.77163
2022-02-09,11.73059
2022-02-10,8.09545
2022-02-11,7.98394
2022-02-12,7.15878
2022-02-13,5.68688
2022-02-14,9.99107
2022-02-15,10.21409
2022-02-16,10.4371
2022-02-17,8.14005
2022-02-18,7.18108
2022-02-19,5.10704
2022-02-20,4.66101
2022-02-21,6.11061
2022-02-22,6.91347
2022-02-23,7.15878
2022-02-24,11.17305
2022-02-25,13.78233
2022-02-26,9.41123
2022-02-27,7.51561
2022-02-28,9.34433
2022-03-01,8.11775
2022-03-02,19.69223
2022-03-03,20.38358
2022-03-04,16.94915
2022-03-05,11.909
2022-03-06,11.52988
2022-03-07,27.27475
2022-03-08,25.24531
2022-03-09,17.17216
2022-03-10,36.75289
2022-03-11,38.98305
2022-03-12,25.60214
2022-03-13,22.47992
2022-03-14,31.57894
2022-03-15,39.16146
2022-03-16,33.05084
2022-03-17,26.65031
2022-03-18,24.77698
2022-03-19,16.92685
2022-03-20,15.52185
2022-03-21,23.19357
2022-03-22,26.20428
2022-03-23,20.74041
2022-03-24,23.75111
2022-03-25,19.2016
2022-03-26,13.15789
2022-03-27,13.91614
2022-03-28,21.92239
2022-03-29,19.98215
2022-03-30,17.7297
2022-03-31,15.52185
2022-04-01,13.84924
2022-04-02,9.16592
2022-04-03,9.23282
2022-04-04,13.11329
2022-04-05,12.80107
2022-04-06,10.03568
2022-04-07,9.81266
2022-04-08,9.27743
2022-04-09,5.19625
2022-04-10,5.19625
2022-04-11,8.58608
2022-04-12,8.71989
2022-04-13,8.9206
2022-04-14,8.25156
2022-04-15,7.76092
2022-04-16,5.24085
2022-04-17,6.53434
2022-04-18,9.14362
2022-04-19,9.16592
2022-04-20,9.03211
2022-04-21,7.67172
2022-04-22,7.04727
2022-04-23,4.10347
2022-04-24,5.24085
2022-04-25,8.18465
2022-04-26,6.53434
2022-04-27,7.67172
2022-04-28,6.22212
2022-04-29,7.53791
2022-04-30,4.32649
2022-05-01,4.99553
2022-05-02,7.471
2022-05-03,7.33719
2022-05-04,6.19982
2022-05-05,6.91347
2022-05-06,8.47457
2022-05-07,6.82426
2022-05-08,5.53077
2022-05-09,9.47814
2022-05-10,9.85727
2022-05-11,9.43354
2022-05-12,8.69759
2022-05-13,8.22925
2022-05-14,8.11775
2022-05-15,7.15878
2022-05-16,9.90187
2022-05-17,13.62622
2022-05-18,10.25869
2022-05-19,7.56021
2022-05-20,7.93933
2022-05-21,5.82069
2022-05-22,6.19982
2022-05-23,9.14362
2022-05-24,8.09545
2022-05-25,9.03211
2022-05-26,9.61195
2022-05-27,9.70115
2022-05-28,8.27386
2022-05-29,6.80196
2022-05-30,13.76003
2022-05-31,16.07939
2022-06-01,6.86886
2022-06-02,9.36663
2022-06-03,10.57091
2022-06-04,9.61195
2022-06-05,7.31489
2022-06-06,7.18108
2022-06-07,12.28813
2022-06-08,15.29884
2022-06-09,15.96788
2022-06-10,12.22123
2022-06-11,10.01338
2022-06-12,8.9652
2022-06-13,16.63693
2022-06-14,15.96788
2022-06-15,12.82337
2022-06-16,15.43264
2022-06-17,13.78233
2022-06-18,14.00535
2022-06-19,12.55575
2022-06-20,17.79661
2022-06-21,13.58162
2022-06-22,14.36217
2022-06-23,13.44781
2022-06-24,12.37734
2022-06-25,7.93933
2022-06-26,8.31846
2022-06-27,10.57091
2022-06-28,11.8198
2022-06-29,10.05798
2022-06-30,9.14362
2022-07-01,10.77163
2022-07-02,7.471
2022-07-03,6.95807
2022-07-04,9.63425
2022-07-05,10.45941
2022-07-06,24.84388
2022-07-07,15.78947
2022-07-08,10.99464
2022-07-09,7.4933
2022-07-10,6.80196
2022-07-11,10.21409
2022-07-12,9.79036
2022-07-13,11.8867
2022-07-14,9.27743
2022-07-15,8.71989
2022-07-16,5.9322
2022-07-17,6.77966
2022-07-18,9.36663
2022-07-19,8.8537
2022-07-20,7.24799
2022-07-21,7.87243
2022-07-22,6.42283
2022-07-23,5.24085
2022-07-24,4.90633
2022-07-25,7.29259
2022-07-26,6.64585
2022-07-27,5.68688
2022-07-28,7.22569
2022-07-29,6.04371
2022-07-30,3.79125
2022-07-31,3.38983
2022-08-01,7.04727
2022-08-02,7.4041
2022-08-03,6.64585
2022-08-04,10.21409
2022-08-05,10.16949
2022-08-06,5.26315
2022-08-07,4.61641
2022-08-08,8.18465
2022-08-09,5.28545
2022-08-10,5.9991
2022-08-11,6.55664
2022-08-12,6.86886
2022-08-13,3.88046
2022-08-14,3.76895
2022-08-15,4.83942
2022-08-16,7.4487
2022-08-17,6.66815
2022-08-18,5.04014
2022-08-19,5.12934
2022-08-20,2.78768
2022-08-21,3.0107
2022-08-22,5.84299
2022-08-23,5.44157
2022-08-24,6.71275
2022-08-25,7.04727
2022-08-26,5.17395
2022-08-27,3.76895
2022-08-28,2.58697
2022-08-29,5.75379
2022-08-30,7.3595
2022-08-31,6.89116
2022-09-01,6.35593
2022-09-02,6.0214
2022-09-03,4.30419
2022-09-04,3.54594
2022-09-05,4.83942
2022-09-06,4.01427
2022-09-07,5.35236
2022-09-08,6.51204
2022-09-09,2.31935
2022-09-10,2.83229
2022-09-11,2.9884
2022-09-12,4.17038
2022-09-13,5.46387
2022-09-14,4.4157
2022-09-15,4.97323
2022-09-16,6.17752
2022-09-17,2.63157
2022-09-18,2.69848
2022-09-19,4.90633
2022-09-20,4.5495
2022-09-21,4.10347
2022-09-22,4.97323
2022-09-23,5.59768
2022-09-24,5.50847
2022-09-25,3.96966
2022-09-26,8.05084
2022-09-27,6.53434
2022-09-28,5.66458
2022-09-29,4.79482
2022-09-30,3.70205
2022-10-01,1.85102
2022-10-02,2.76538
2022-10-03,3.45673
2022-10-04,4.4826
2022-10-05,6.31132
2022-10-06,5.24085
2022-10-07,4.4157
2022-10-08,3.90276
2022-10-09,3.61284
2022-10-10,3.99197
2022-10-11,5.86529
2022-10-12,5.15165
2022-10-13,4.37109
2022-10-14,3.65744
2022-10-15,3.25602
2022-10-16,2.9438
2022-10-17,4.39339
2022-10-18,3.83586
2022-10-19,3.12221
2022-10-20,3.41213
2022-10-21,2.60927
2022-10-22,2.23015
2022-10-23,1.78412
2022-10-24,3.47903
2022-10-25,3.59054
2022-10-26,3.36752
2022-10-27,4.08117
2022-10-28,3.52363
2022-10-29,1.91793
2022-10-30,1.87332
2022-10-31,2.92149
2022-11-01,3.27832
2022-11-02,3.70205
2022-11-03,3.83586
2022-11-04,3.83586
2022-11-05,3.0776
2022-11-06,3.0776
2022-11-07,4.70561
2022-11-08,4.03657
2022-11-09,2.9884
2022-11-10,4.28189
2022-11-11,3.59054
2022-11-12,2.14094
2022-11-13,2.25245
2022-11-14,4.37109
2022-11-15,4.01427
2022-11-16,3.63514
2022-11-17,2.9661
2022-11-18,4.01427
2022-11-19,2.25245
2022-11-20,2.14094
2022-11-21,4.10347
2022-11-22,3.83586
2022-11-23,3.36752
2022-11-24,5.15165
2022-11-25,3.18911
2022-11-26,2.85459
2022-11-27,2.05173
2022-11-28,5.61998
2022-11-29,4.01427
2022-11-30,3.34522
2022-12-01,3.88046
2022-12-02,3.14451
2022-12-03,1.87332
2022-12-04,2.72078
2022-12-05,4.5272
2022-12-06,4.81712
2022-12-07,5.64228
2022-12-08,5.61998
2022-12-09,4.5495
2022-12-10,3.21141
2022-12-11,3.79125
2022-12-12,5.9545
2022-12-13,3.94736
2022-12-14,3.76895
2022-12-15,3.61284
2022-12-16,2.89919
2022-12-17,2.23015
2022-12-18,2.34165
2022-12-19,2.52007
2022-12-20,3.033
2022-12-21,3.63514
2022-12-22,2.78768
2022-12-23,2.52007
2022-12-24,1.76181
2022-12-25,1.82872
2022-12-26,2.9884
2022-12-27,3.14451
2022-12-28,2.49776
2022-12-29,2.65388
2022-12-30,1.5388
2022-12-31,1.78412
2023-01-01,1.82872
2023-01-02,3.38983
2023-01-03,2.92149
2023-01-04,3.27832
2023-01-05,3.94736
2023-01-06,2.36396
2023-01-07,1.73951
2023-01-08,1.67261
2023-01-09,3.34522
2023-01-10,2.76538
2023-01-11,2.38626
2023-01-12,2.47546
2023-01-13,2.38626
2023-01-14,2.63157
2023-01-15,2.29705
2023-01-16,2.80999
2023-01-17,2.9661
2023-01-18,3.45673
2023-01-19,2.14094
2023-01-20,2.25245
2023-01-21,2.25245
2023-01-22,1.4719
2023-01-23,1.67261
2023-01-24,2.63157
2023-01-25,2.49776
2023-01-26,2.58697
2023-01-27,3.16681
2023-01-28,2.09634
2023-01-29,1.65031
2023-01-30,3.30062
2023-01-31,2.9884
2023-02-01,2.72078
2023-02-02,2.63157
2023-02-03,3.32292
2023-02-04,2.83229
2023-02-05,2.60927
2023-02-06,3.30062
2023-02-07,2.9438
2023-02-08,2.92149
2023-02-09,3.34522
2023-02-10,3.16681
2023-02-11,2.47546
2023-02-12,2.16324
2023-02-13,3.36752
2023-02-14,2.87689
2023-02-15,2.52007
2023-02-16,2.85459
2023-02-17,2.49776
2023-02-18,2.05173
2023-02-19,1.98483
2023-02-20,2.72078
2023-02-21,2.92149
2023-02-22,2.9884
2023-02-23,3.0107
2023-02-24,1.85102
2023-02-25,1.71721
2023-02-26,1.33809
2023-02-27,1.98483
2023-02-28,2.34165
2023-03-01,1.5834
2023-03-02,1.94023
2023-03-03,1.91793
2023-03-04,1.71721
2023-03-05,1.4719
2023-03-06,2.20785
2023-03-07,2.78768
2023-03-08,2.74308
2023-03-09,2.16324
2023-03-10,2.36396
2023-03-11,1.40499
2023-03-12,1.36039
2023-03-13,2.29705
2023-03-14,2.69848
2023-03-15,4.17038
2023-03-16,6.06601
2023-03-17,3.50133
2023-03-18,3.54594
2023-03-19,2.63157
2023-03-20,5.61998
2023-03-21,3.59054
2023-03-22,2.78768
2023-03-23,3.54594
2023-03-24,2.92149
2023-03-25,2.09634
2023-03-26,1.5388
2023-03-27,3.0107
2023-03-28,3.38983
2023-03-29,2.87689
2023-03-30,2.60927
2023-03-31,2.29705
2023-04-01,1.62801
2023-04-02,1.6057
2023-04-03,5.48617
2023-04-04,5.9991
2023-04-05,4.4603
2023-04-06,3.65744
2023-04-07,3.59054
2023-04-08,2.60927
2023-04-09,2.27475
2023-04-10,3.25602
2023-04-11,3.033
2023-04-12,3.36752
2023-04-13,3.67975
2023-04-14,2.52007
2023-04-15,2.20785
2023-04-16,1.80642
2023-04-17,2.89919
2023-04-18,3.18911
2023-04-19,3.16681
2023-04-20,3.27832
2023-04-21,3.12221
2023-04-22,1.78412
2023-04-23,1.5611
2023-04-24,2.9661
2023-04-25,2.36396
2023-04-26,2.87689
2023-04-27,3.033
2023-04-28,2.23015
2023-04-29,1.96253
2023-04-30,1.36039
2023-05-01,2.14094
2023-05-02,2.52007
2023-05-03,4.14808
2023-05-04,4.19268
2023-05-05,2.05173
2023-05-06,1.85102
2023-05-07,2.23015
2023-05-08,3.32292
2023-05-09,2.72078
2023-05-10,2.54237
2023-05-11,2.72078
2023-05-12,2.9884
2023-05-13,1.87332
2023-05-14,2.11864
2023-05-15,2.67618
2023-05-16,2.20785
2023-05-17,2.18554
2023-05-18,2.11864
2023-05-19,1.94023
2023-05-20,1.13737
2023-05-21,1.5834
2023-05-22,2.29705
2023-05-23,2.07404
2023-05-24,2.89919
2023-05-25,2.20785
2023-05-26,2.14094
2023-05-27,1.38269
2023-05-28,1.44959
2023-05-29,1.71721
