date,의정부맛집
2023-05-30,43.48274
2023-05-31,40.63698
2023-06-01,41.68386
2023-06-02,49.04158
2023-06-03,72.19109
2023-06-04,69.94986
2023-06-05,59.00914
2023-06-06,68.6818
2023-06-07,39.88498
2023-06-08,42.19994
2023-06-09,50.8552
2023-06-10,69.02093
2023-06-11,61.50103
2023-06-12,41.25626
2023-06-13,40.79917
2023-06-14,40.56325
2023-06-15,42.18519
2023-06-16,48.62872
2023-06-17,67.60542
2023-06-18,64.59746
2023-06-19,43.93984
2023-06-20,42.46534
2023-06-21,40.17988
2023-06-22,43.3058
2023-06-23,53.25862
2023-06-24,65.80654
2023-06-25,62.85756
2023-06-26,38.33677
2023-06-27,42.12621
2023-06-28,42.19994
2023-06-29,39.23621
2023-06-30,49.76408
2023-07-01,67.82659
2023-07-02,62.8723
2023-07-03,41.24152
2023-07-04,38.70539
2023-07-05,41.04983
2023-07-06,41.49218
2023-07-07,49.61663
2023-07-08,64.1846
2023-07-09,55.13122
2023-07-10,41.5659
2023-07-11,34.01651
2023-07-12,38.72014
2023-07-13,34.84222
2023-07-14,42.62754
2023-07-15,62.48894
2023-07-16,59.43674
2023-07-17,40.03243
2023-07-18,42.21468
2023-07-19,42.52432
2023-07-20,41.97876
2023-07-21,47.34591
2023-07-22,62.51843
2023-07-23,52.65408
2023-07-24,39.88498
2023-07-25,42.70126
2023-07-26,41.03509
2023-07-27,43.7629
2023-07-28,52.83102
2023-07-29,71.66027
2023-07-30,66.70598
2023-07-31,50.16219
2023-08-01,53.84842
2023-08-02,51.79887
2023-08-03,49.38071
2023-08-04,53.37658
2023-08-05,71.66027
2023-08-06,63.0345
2023-08-07,43.8956
2023-08-08,45.62076
2023-08-09,38.26304
2023-08-10,35.6237
2023-08-11,51.38602
2023-08-12,70.93777
2023-08-13,73.22323
2023-08-14,63.18195
2023-08-15,66.48481
2023-08-16,41.04983
2023-08-17,42.17045
2023-08-18,49.80831
2023-08-19,67.60542
2023-08-20,58.84694
2023-08-21,41.46269
2023-08-22,39.91447
2023-08-23,37.06871
2023-08-24,38.57269
2023-08-25,49.71984
2023-08-26,66.05721
2023-08-27,58.69949
2023-08-28,37.08345
2023-08-29,37.33411
2023-08-30,37.90917
2023-08-31,38.23355
2023-09-01,44.23473
2023-09-02,63.50634
2023-09-03,57.9475
2023-09-04,38.64641
2023-09-05,37.89442
2023-09-06,36.0808
2023-09-07,38.74963
2023-09-08,43.8956
2023-09-09,63.15246
2023-09-10,59.36301
2023-09-11,37.20141
2023-09-12,36.11029
2023-09-13,36.03656
2023-09-14,37.73223
2023-09-15,42.43585
2023-09-16,62.53317
2023-09-17,56.87112
2023-09-18,35.37304
2023-09-19,32.96962
2023-09-20,31.49513
2023-09-21,32.48304
2023-09-22,39.2657
2023-09-23,57.50516
2023-09-24,54.96903
2023-09-25,34.87171
2023-09-26,34.42937
2023-09-27,40.10616
2023-09-28,57.50516
2023-09-29,63.50634
2023-09-30,71.36537
2023-10-01,70.67236
2023-10-02,70.34797
2023-10-03,47.75877
2023-10-04,30.31554
2023-10-05,30.62518
2023-10-06,37.79121
2023-10-07,50.48658
2023-10-08,61.36832
2023-10-09,50.75199
2023-10-10,32.63049
2023-10-11,33.76585
2023-10-12,34.85697
2023-10-13,40.32733
2023-10-14,54.34974
2023-10-15,53.00796
2023-10-16,35.53524
2023-10-17,33.94278
2023-10-18,33.14656
2023-10-19,35.69743
2023-10-20,38.92657
2023-10-21,58.44883
2023-10-22,53.81893
2023-10-23,33.95753
2023-10-24,34.78324
2023-10-25,33.55942
2023-10-26,34.28192
2023-10-27,39.72279
2023-10-28,56.04541
2023-10-29,52.0053
2023-10-30,35.60896
2023-10-31,34.13447
2023-11-01,35.22559
2023-11-02,37.73223
2023-11-03,42.5833
2023-11-04,57.10704
2023-11-05,52.97847
2023-11-06,33.57416
2023-11-07,32.57151
2023-11-08,32.98437
2023-11-09,33.78059
2023-11-10,38.55794
2023-11-11,53.36184
2023-11-12,48.8204
2023-11-13,34.41462
2023-11-14,32.95488
2023-11-15,36.46416
2023-11-16,33.64789
2023-11-17,40.75493
2023-11-18,51.31229
2023-11-19,47.68504
2023-11-20,35.10763
2023-11-21,34.72427
2023-11-22,35.56473
2023-11-23,34.23768
2023-11-24,42.18519
2023-11-25,55.16071
2023-11-26,48.86464
2023-11-27,35.59421
2023-11-28,34.85697
2023-11-29,34.51784
2023-11-30,34.98967
2023-12-01,39.36891
2023-12-02,54.27602
2023-12-03,52.77204
2023-12-04,35.44677
2023-12-05,39.07401
2023-12-06,37.06871
2023-12-07,38.18932
2023-12-08,43.12887
2023-12-09,55.91271
2023-12-10,56.03066
2023-12-11,39.38366
2023-12-12,37.43733
2023-12-13,37.34886
2023-12-14,36.5084
2023-12-15,41.49218
2023-12-16,53.1849
2023-12-17,50.81097
2023-12-18,37.0982
2023-12-19,36.05131
2023-12-20,32.8959
2023-12-21,36.02182
2023-12-22,44.4854
2023-12-23,62.6069
2023-12-24,80.59569
2023-12-25,68.092
2023-12-26,38.73488
2023-12-27,38.52845
2023-12-28,39.84075
2023-12-29,47.47861
2023-12-30,45.56178
2023-12-31,62.65113
2024-01-01,60.15924
2024-01-02,36.53789
2024-01-03,38.61692
2024-01-04,40.20937
2024-01-05,47.6703
2024-01-06,59.52521
2024-01-07,51.23857
2024-01-08,32.68947
2024-01-09,34.38513
2024-01-10,34.50309
2024-01-11,37.77646
2024-01-12,45.56178
2024-01-13,58.64051
2024-01-14,49.57239
2024-01-15,36.03656
2024-01-16,38.18932
2024-01-17,37.96815
2024-01-18,40.79917
2024-01-19,48.33382
2024-01-20,61.04393
2024-01-21,58.64051
2024-01-22,37.21616
2024-01-23,35.52049
2024-01-24,36.67059
2024-01-25,34.65054
2024-01-26,44.42642
2024-01-27,62.04659
2024-01-28,57.00383
2024-01-29,37.64376
2024-01-30,35.88911
2024-01-31,37.67325
2024-02-01,39.94396
2024-02-02,43.65968
2024-02-03,59.92332
2024-02-04,56.78265
2024-02-05,36.00707
2024-02-06,41.89029
2024-02-07,40.00294
2024-02-08,50.17693
2024-02-09,58.9649
2024-02-10,63.84547
2024-02-11,72.41226
2024-02-12,64.22884
2024-02-13,42.18519
2024-02-14,41.52167
2024-02-15,40.74019
2024-02-16,48.00943
2024-02-17,64.86287
2024-02-18,56.17811
2024-02-19,43.01091
2024-02-20,42.8782
2024-02-21,39.87024
2024-02-22,42.22943
2024-02-23,49.97051
2024-02-24,65.46741
2024-02-25,59.70215
2024-02-26,44.54438
2024-02-27,42.00825
2024-02-28,45.17841
2024-02-29,52.04954
2024-03-01,72.01415
2024-03-02,66.41108
2024-03-03,55.23444
2024-03-04,38.91182
2024-03-05,37.77646
2024-03-06,42.37687
2024-03-07,43.24682
2024-03-08,50.08846
2024-03-09,64.31731
2024-03-10,59.8496
2024-03-11,40.34208
2024-03-12,41.84606
2024-03-13,40.31259
2024-03-14,38.8381
2024-03-15,45.57652
2024-03-16,62.312
2024-03-17,58.47832
2024-03-18,39.72279
2024-03-19,39.1035
2024-03-20,38.72014
