date,엘앤에프주가
2020-11-14,0.61374
2020-11-15,0.37165
2020-11-16,3.304
2020-11-17,3.17103
2020-11-18,3.75068
2020-11-19,3.70294
2020-11-20,3.41653
2020-11-21,0.63761
2020-11-22,0.49099
2020-11-23,3.44039
2020-11-24,4.25872
2020-11-25,4.81792
2020-11-26,3.72681
2020-11-27,7.87984
2020-11-28,1.55482
2020-11-29,1.64348
2020-11-30,5.98404
2020-12-01,7.18426
2020-12-02,8.82774
2020-12-03,8.05032
2020-12-04,8.24468
2020-12-05,1.14907
2020-12-06,1.59233
2020-12-07,7.65821
2020-12-08,7.17403
2020-12-09,8.83797
2020-12-10,7.70253
2020-12-11,6.35911
2020-12-12,0.88993
2020-12-13,0.77741
2020-12-14,5.60897
2020-12-15,8.19694
2020-12-16,31.65916
2020-12-17,33.83797
2020-12-18,24.55332
2020-12-19,4.43603
2020-12-20,4.286
2020-12-21,21.79487
2020-12-22,16.12793
2020-12-23,16.10747
2020-12-24,15.58237
2020-12-25,2.3902
2020-12-26,2.25722
2020-12-27,2.46181
2020-12-28,15.1698
2020-12-29,13.25695
2020-12-30,12.21358
2020-12-31,2.69708
2021-01-01,2.19585
2021-01-02,2.02877
2021-01-03,2.32201
2021-01-04,18.30673
2021-01-05,16.85079
2021-01-06,16.67689
2021-01-07,15.85515
2021-01-08,16.52686
2021-01-09,3.69953
2021-01-10,3.98595
2021-01-11,22.72231
2021-01-12,16.26091
2021-01-13,16.54732
2021-01-14,18.44994
2021-01-15,20.99358
2021-01-16,3.95867
2021-01-17,3.38584
2021-01-18,17.44408
2021-01-19,16.6087
2021-01-20,14.66857
2021-01-21,12.66025
2021-01-22,13.5536
2021-01-23,2.65957
2021-01-24,2.48567
2021-01-25,12.8512
2021-01-26,11.92034
2021-01-27,12.37384
2021-01-28,11.28273
2021-01-29,10.52918
2021-01-30,1.60256
2021-01-31,1.13202
2021-02-01,10.52577
2021-02-02,10.40984
2021-02-03,19.28191
2021-02-04,15.49372
2021-02-05,12.65684
2021-02-06,2.11743
2021-02-07,1.87875
2021-02-08,10.7099
2021-02-09,9.66993
2021-02-10,10.47122
2021-02-11,1.83783
2021-02-12,1.7219
2021-02-13,1.71508
2021-02-14,1.74236
2021-02-15,11.42935
2021-02-16,10.77809
2021-02-17,9.78927
2021-02-18,9.84724
2021-02-19,9.74495
2021-02-20,1.92648
2021-02-21,1.73554
2021-02-22,10.33824
2021-02-23,10.42348
2021-02-24,10.46781
2021-02-25,12.22381
2021-02-26,8.83456
2021-02-27,1.35365
2021-02-28,1.24795
2021-03-01,1.50027
2021-03-02,8.24127
2021-03-03,7.19108
2021-03-04,6.23295
2021-03-05,6.95921
2021-03-06,1.40139
2021-03-07,1.36388
2021-03-08,7.86961
2021-03-09,7.46044
2021-03-10,8.23786
2021-03-11,9.92225
2021-03-12,9.95635
2021-03-13,1.265
2021-03-14,1.01609
2021-03-15,7.84233
2021-03-16,9.18917
2021-03-17,8.27536
2021-03-18,8.17307
2021-03-19,6.66257
2021-03-20,1.10474
2021-03-21,1.21044
2021-03-22,6.77509
2021-03-23,6.38297
2021-03-24,6.0045
2021-03-25,12.74549
2021-03-26,11.2384
2021-03-27,1.63666
2021-03-28,1.35706
2021-03-29,8.89934
2021-03-30,9.73813
2021-03-31,11.62029
2021-04-01,11.33387
2021-04-02,11.1327
2021-04-03,2.13447
2021-04-04,1.91625
2021-04-05,9.54037
2021-04-06,12.79323
2021-04-07,16.66666
2021-04-08,13.82978
2021-04-09,11.19067
2021-04-10,1.92307
2021-04-11,3.36197
2021-04-12,21.50504
2021-04-13,16.23704
2021-04-14,17.64866
2021-04-15,16.3632
2021-04-16,13.20921
2021-04-17,3.02441
2021-04-18,2.8096
2021-04-19,14.41625
2021-04-20,13.11374
2021-04-21,14.73677
2021-04-22,22.94735
2021-04-23,25.04432
2021-04-24,3.85297
2021-04-25,3.81205
2021-04-26,17.51227
2021-04-27,13.78546
2021-04-28,11.66803
2021-04-29,12.33633
2021-04-30,10.72013
2021-05-01,1.57187
2021-05-02,1.21044
2021-05-03,11.97831
2021-05-04,11.40889
2021-05-05,1.92307
2021-05-06,9.31533
2021-05-07,9.41762
2021-05-08,1.57187
2021-05-09,1.58551
2021-05-10,9.71426
2021-05-11,8.22422
2021-05-12,8.29582
2021-05-13,7.87984
2021-05-14,9.91884
2021-05-15,1.66734
2021-05-16,1.35024
2021-05-17,9.95635
2021-05-18,9.28805
2021-05-19,2.13788
2021-05-20,11.17021
2021-05-21,9.14825
2021-05-22,1.4423
2021-05-23,1.52755
2021-05-24,8.75613
2021-05-25,8.09124
2021-05-26,8.29582
2021-05-27,8.36402
2021-05-28,8.52086
2021-05-29,1.27864
2021-05-30,1.27523
2021-05-31,8.50381
2021-06-01,7.45021
2021-06-02,7.36497
2021-06-03,7.47408
2021-06-04,6.30455
2021-06-05,0.78764
2021-06-06,1.02291
2021-06-07,12.20676
2021-06-08,10.56328
2021-06-09,7.75027
2021-06-10,7.57637
2021-06-11,11.36115
2021-06-12,1.54118
2021-06-13,1.4764
2021-06-14,11.01677
2021-06-15,12.1522
2021-06-16,9.01868
2021-06-17,9.12438
2021-06-18,11.12929
2021-06-19,1.42525
2021-06-20,1.28205
2021-06-21,8.62315
2021-06-22,7.96167
2021-06-23,8.30605
2021-06-24,10.56328
2021-06-25,8.91298
2021-06-26,1.19339
2021-06-27,0.88311
2021-06-28,7.28655
2021-06-29,6.6728
2021-06-30,6.8126
2021-07-01,6.9899
2021-07-02,6.93876
2021-07-03,0.90016
2021-07-04,0.80469
2021-07-05,6.92512
2021-07-06,6.97967
2021-07-07,8.43221
2021-07-08,7.61729
2021-07-09,8.54814
2021-07-10,1.38093
2021-07-11,1.53777
2021-07-12,8.20717
2021-07-13,22.58251
2021-07-14,24.17144
2021-07-15,24.22599
2021-07-16,20.97995
2021-07-17,2.62547
2021-07-18,2.64934
2021-07-19,20.92539
2021-07-20,20.11047
2021-07-21,16.63256
2021-07-22,14.7504
2021-07-23,13.77864
2021-07-24,2.16516
2021-07-25,1.62984
2021-07-26,14.55264
2021-07-27,12.33974
2021-07-28,11.75327
2021-07-29,11.2725
2021-07-30,10.88379
2021-07-31,1.265
2021-08-01,1.14566
2021-08-02,10.12684
2021-08-03,10.72013
2021-08-04,10.67239
2021-08-05,15.47667
2021-08-06,12.41816
2021-08-07,1.52073
2021-08-08,1.69121
2021-08-09,16.2575
2021-08-10,13.64225
2021-08-11,21.27659
2021-08-12,20.80946
2021-08-13,19.16598
2021-08-14,2.54705
2021-08-15,1.90602
2021-08-16,3.29037
2021-08-17,18.542
2021-08-18,17.05196
2021-08-19,16.90875
2021-08-20,16.17566
2021-08-21,2.02195
2021-08-22,1.48663
2021-08-23,16.83033
2021-08-24,16.65984
2021-08-25,14.67198
2021-08-26,14.30373
2021-08-27,12.14879
2021-08-28,1.63325
2021-08-29,1.24454
2021-08-30,13.07624
2021-08-31,16.35979
2021-09-01,15.01636
2021-09-02,14.54923
2021-09-03,15.15616
2021-09-04,1.77986
2021-09-05,1.5105
2021-09-06,13.61838
2021-09-07,18.73295
2021-09-08,17.89757
2021-09-09,19.03982
2021-09-10,21.08565
2021-09-11,2.58115
2021-09-12,1.9333
2021-09-13,42.03832
2021-09-14,33.00259
2021-09-15,27.09356
2021-09-16,27.0731
2021-09-17,21.81533
2021-09-18,2.48226
2021-09-19,1.76282
2021-09-20,1.43889
2021-09-21,1.52414
2021-09-22,1.96399
2021-09-23,24.53286
2021-09-24,51.00586
2021-09-25,7.66503
2021-09-26,5.76923
2021-09-27,40.30278
2021-09-28,37.46931
2021-09-29,37.01241
2021-09-30,34.57105
2021-10-01,31.84328
2021-10-02,3.62111
2021-10-03,2.80278
2021-10-04,4.44967
2021-10-05,29.88952
2021-10-06,30.551
2021-10-07,29.45308
2021-10-08,30.48622
2021-10-09,3.34151
2021-10-10,2.57433
2021-10-11,3.44721
2021-10-12,27.04923
2021-10-13,44.60583
2021-10-14,41.6462
2021-10-15,32.93098
2021-10-16,4.05755
2021-10-17,3.01418
2021-10-18,31.83647
2021-10-19,43.08169
2021-10-20,34.53355
2021-10-21,44.1012
2021-10-22,34.13802
2021-10-23,3.85638
2021-10-24,3.16421
2021-10-25,33.71181
2021-10-26,31.70008
2021-10-27,29.96794
2021-10-28,29.12234
2021-10-29,26.66734
2021-10-30,2.95621
2021-10-31,2.38338
2021-11-01,24.04869
2021-11-02,26.29569
2021-11-03,25.96835
2021-11-04,35.50531
2021-11-05,34.43807
2021-11-06,5.03955
2021-11-07,4.31669
2021-11-08,32.32746
2021-11-09,39.7504
2021-11-10,35.63147
2021-11-11,35.71331
2021-11-12,38.18535
2021-11-13,7.14675
2021-11-14,7.48431
2021-11-15,38.56042
2021-11-16,37.05673
2021-11-17,36.05087
2021-11-18,38.44789
2021-11-19,35.53259
2021-11-20,5.20662
2021-11-21,4.15984
2021-11-22,40.08115
2021-11-23,29.36783
2021-11-24,35.253
2021-11-25,30.45212
2021-11-26,28.88707
2021-11-27,3.83592
2021-11-28,3.47449
2021-11-29,28.67907
2021-11-30,31.1477
2021-12-01,35.13025
2021-12-02,33.78341
2021-12-03,29.16325
2021-12-04,3.94503
2021-12-05,3.34151
2021-12-06,27.24699
2021-12-07,25.88311
2021-12-08,32.35474
2021-12-09,28.1983
2021-12-10,24.47149
2021-12-11,3.71317
2021-12-12,3.70976
2021-12-13,24.75791
2021-12-14,24.07255
2021-12-15,25.24549
2021-12-16,25.27618
2021-12-17,23.38379
2021-12-18,3.38925
2021-12-19,3.19489
2021-12-20,22.3336
2021-12-21,26.29909
2021-12-22,23.25422
2021-12-23,27.66298
2021-12-24,25.79446
2021-12-25,3.18126
2021-12-26,3.36538
2021-12-27,22.28927
2021-12-28,36.22476
2021-12-29,29.72926
2021-12-30,24.1578
2021-12-31,5.17253
2022-01-01,2.3902
2022-01-02,2.40043
2022-01-03,28.87002
2022-01-04,29.78723
2022-01-05,27.47204
2022-01-06,27.15834
2022-01-07,24.5806
2022-01-08,3.57337
2022-01-09,3.31082
2022-01-10,25.61715
2022-01-11,24.60447
2022-01-12,32.68889
2022-01-13,25.39552
2022-01-14,19.66721
2022-01-15,3.15739
2022-01-16,2.7755
2022-01-17,21.54255
2022-01-18,22.52454
2022-01-19,19.11483
2022-01-20,22.68139
2022-01-21,19.75927
2022-01-22,4.67471
2022-01-23,3.32787
2022-01-24,22.48704
2022-01-25,20.05932
2022-01-26,31.73758
2022-01-27,42.43385
2022-01-28,31.08633
2022-01-29,4.34397
2022-01-30,2.82665
2022-01-31,2.19585
2022-02-01,2.74481
2022-02-02,2.96644
2022-02-03,27.3902
2022-02-04,22.23472
2022-02-05,3.57337
2022-02-06,2.7414
2022-02-07,22.80414
2022-02-08,26.85829
2022-02-09,25.33756
2022-02-10,21.14702
2022-02-11,21.24931
2022-02-12,3.27332
2022-02-13,2.8096
2022-02-14,20.06955
2022-02-15,22.07446
2022-02-16,22.59274
2022-02-17,24.09301
2022-02-18,18.61702
2022-02-19,3.07896
2022-02-20,2.87097
2022-02-21,18.7875
2022-02-22,25.30687
2022-02-23,21.91762
2022-02-24,20.80264
2022-02-25,23.60542
2022-02-26,3.68248
2022-02-27,3.28355
2022-02-28,21.67894
2022-03-01,4.08483
2022-03-02,26.73213
2022-03-03,22.42566
2022-03-04,17.75777
2022-03-05,2.21631
2022-03-06,2.28791
2022-03-07,20.13775
2022-03-08,20.48895
2022-03-09,3.39607
2022-03-10,19.44899
2022-03-11,17.277
2022-03-12,2.50272
2022-03-13,2.42771
2022-03-14,26.81396
2022-03-15,21.11633
2022-03-16,18.62384
2022-03-17,26.31614
2022-03-18,20.32528
2022-03-19,3.48131
2022-03-20,2.69367
2022-03-21,20.88106
2022-03-22,18.50791
2022-03-23,22.00286
2022-03-24,18.67157
2022-03-25,21.96535
2022-03-26,4.12915
2022-03-27,2.37656
2022-03-28,20.16162
2022-03-29,27.05946
2022-03-30,24.6863
2022-03-31,43.90002
2022-04-01,26.21044
2022-04-02,3.49495
2022-04-03,3.17785
2022-04-04,25.86947
2022-04-05,29.86906
2022-04-06,27.40384
2022-04-07,28.07555
2022-04-08,34.05619
2022-04-09,4.9168
2022-04-10,3.98595
2022-04-11,29.30305
2022-04-12,27.92553
2022-04-13,26.0536
2022-04-14,29.16666
2022-04-15,22.48704
2022-04-16,2.83006
2022-04-17,2.48567
2022-04-18,21.95512
2022-04-19,27.70049
2022-04-20,25.89334
2022-04-21,29.52468
2022-04-22,25.3546
2022-04-23,3.021
2022-04-24,2.64252
2022-04-25,30.63625
2022-04-26,24.7545
2022-04-27,23.02236
2022-04-28,21.99604
2022-04-29,22.39839
2022-04-30,2.84028
2022-05-01,2.35951
2022-05-02,20.66966
2022-05-03,22.80755
2022-05-04,23.78273
2022-05-05,4.13256
2022-05-06,22.054
2022-05-07,2.29473
2022-05-08,2.45158
2022-05-09,17.22244
2022-05-10,19.82405
2022-05-11,21.52209
2022-05-12,21.41639
2022-05-13,23.08033
2022-05-14,3.23922
2022-05-15,2.29473
2022-05-16,25.50122
2022-05-17,24.54309
2022-05-18,36.49072
2022-05-19,71.91421
2022-05-20,47.81096
2022-05-21,8.06055
2022-05-22,5.34983
2022-05-23,33.37084
2022-05-24,32.74004
2022-05-25,42.29405
2022-05-26,32.47408
2022-05-27,31.36593
2022-05-28,4.56901
2022-05-29,3.76432
2022-05-30,30.07024
2022-05-31,31.06246
2022-06-01,5.21003
2022-06-02,26.6537
2022-06-03,28.60406
2022-06-04,4.20758
2022-06-05,2.84028
2022-06-06,3.19148
2022-06-07,24.01459
2022-06-08,22.63366
2022-06-09,23.19285
2022-06-10,23.18262
2022-06-11,2.99031
2022-06-12,3.08578
2022-06-13,29.94749
2022-06-14,33.79705
2022-06-15,28.38243
2022-06-16,31.11361
2022-06-17,28.66202
2022-06-18,3.72681
2022-06-19,3.67566
2022-06-20,30.19298
2022-06-21,31.7069
2022-06-22,28.46085
2022-06-23,38.72067
2022-06-24,34.6222
2022-06-25,5.22708
2022-06-26,4.08142
2022-06-27,28.60065
2022-06-28,27.40725
2022-06-29,34.65971
2022-06-30,42.40998
2022-07-01,39.73336
2022-07-02,4.92703
2022-07-03,4.02004
2022-07-04,29.71222
2022-07-05,30.29187
2022-07-06,27.97326
2022-07-07,26.70144
2022-07-08,24.83974
2022-07-09,2.99372
2022-07-10,2.51977
2022-07-11,22.46658
2022-07-12,20.48895
2022-07-13,26.97422
2022-07-14,27.34588
2022-07-15,23.11783
2022-07-16,2.64593
2022-07-17,2.13788
2022-07-18,24.07255
2022-07-19,22.51091
2022-07-20,23.9123
2022-07-21,23.25081
2022-07-22,28.03123
2022-07-23,2.90507
2022-07-24,2.47545
2022-07-25,22.82801
2022-07-26,22.55523
2022-07-27,19.15575
2022-07-28,23.28491
2022-07-29,19.52059
2022-07-30,2.75504
2022-07-31,2.18903
2022-08-01,29.39852
2022-08-02,20.44462
2022-08-03,28.9348
2022-08-04,26.42525
2022-08-05,23.57815
2022-08-06,2.62547
2022-08-07,2.20949
2022-08-08,21.90739
2022-08-09,20.45485
2022-08-10,18.98867
2022-08-11,24.31805
2022-08-12,21.33115
2022-08-13,2.67321
2022-08-14,1.94353
2022-08-15,3.18126
2022-08-16,30.57146
2022-08-17,41.28818
2022-08-18,28.15057
2022-08-19,30.66012
2022-08-20,3.83592
2022-08-21,2.83346
2022-08-22,25.32051
2022-08-23,24.59765
2022-08-24,25.26595
2022-08-25,25.30687
2022-08-26,24.018
2022-08-27,3.14716
2022-08-28,2.21631
2022-08-29,23.92594
2022-08-30,24.78177
2022-08-31,22.01309
2022-09-01,23.05987
2022-09-02,19.84792
2022-09-03,2.60501
2022-09-04,2.14811
2022-09-05,20.46167
2022-09-06,19.36374
2022-09-07,20.13775
2022-09-08,24.78518
2022-09-09,3.18466
2022-09-10,2.13106
2022-09-11,1.96058
2022-09-12,3.10624
2022-09-13,24.60788
2022-09-14,27.06969
2022-09-15,32.6923
2022-09-16,23.06669
2022-09-17,3.13693
2022-09-18,2.58115
2022-09-19,23.7725
2022-09-20,21.71985
2022-09-21,20.29118
2022-09-22,22.09151
2022-09-23,27.93576
2022-09-24,3.03805
2022-09-25,2.6357
2022-09-26,26.17635
2022-09-27,25.04773
2022-09-28,24.34192
2022-09-29,22.2279
2022-09-30,21.81873
2022-10-01,2.56751
2022-10-02,2.40043
2022-10-03,3.84274
2022-10-04,25.03068
2022-10-05,21.3857
2022-10-06,34.69721
2022-10-07,24.7204
2022-10-08,2.87097
2022-10-09,2.73117
2022-10-10,3.36879
2022-10-11,21.3141
2022-10-12,20.27414
2022-10-13,19.93316
2022-10-14,20.28096
2022-10-15,2.91189
2022-10-16,2.51977
2022-10-17,26.18998
2022-10-18,25.53873
2022-10-19,33.64702
2022-10-20,23.79637
2022-10-21,21.1402
2022-10-22,2.80619
2022-10-23,2.36633
2022-10-24,20.60829
2022-10-25,20.93221
2022-10-26,20.37302
2022-10-27,23.66339
2022-10-28,27.80278
2022-10-29,4.48717
2022-10-30,2.92212
2022-10-31,21.43685
2022-11-01,22.65411
2022-11-02,24.87384
2022-11-03,22.93371
2022-11-04,21.02427
2022-11-05,2.41066
2022-11-06,2.1447
2022-11-07,22.44953
2022-11-08,24.2294
2022-11-09,29.35761
2022-11-10,26.23772
2022-11-11,29.30646
2022-11-12,4.30987
2022-11-13,3.82228
2022-11-14,26.88216
2022-11-15,22.86211
2022-11-16,21.93807
2022-11-17,19.16257
2022-11-18,19.33647
2022-11-19,2.41066
2022-11-20,2.17539
2022-11-21,17.20881
2022-11-22,24.8602
2022-11-23,20.46167
2022-11-24,19.78655
2022-11-25,17.5941
2022-11-26,2.2504
2022-11-27,2.28109
2022-11-28,17.96917
2022-11-29,16.87806
2022-11-30,17.85324
2022-12-01,19.27509
2022-12-02,14.69244
2022-12-03,1.67757
2022-12-04,1.55141
2022-12-05,21.64484
2022-12-06,15.82446
2022-12-07,16.40411
2022-12-08,14.8902
2022-12-09,24.11688
2022-12-10,2.96303
2022-12-11,2.20267
2022-12-12,17.65207
2022-12-13,17.89075
2022-12-14,17.78164
2022-12-15,15.7665
2022-12-16,14.26282
2022-12-17,2.06969
2022-12-18,1.96058
2022-12-19,16.49618
2022-12-20,16.56778
2022-12-21,16.72463
2022-12-22,21.65848
2022-12-23,15.95062
2022-12-24,2.31178
2022-12-25,2.09015
2022-12-26,14.48104
2022-12-27,14.56969
2022-12-28,28.28355
2022-12-29,17.50204
2022-12-30,5.57487
2022-12-31,1.97422
2023-01-01,1.72531
2023-01-02,27.23336
2023-01-03,19.27168
2023-01-04,20.58783
2023-01-05,18.3306
2023-01-06,16.99399
2023-01-07,2.9528
2023-01-08,2.60842
2023-01-09,17.0656
2023-01-10,17.70321
2023-01-11,16.55073
2023-01-12,17.81914
2023-01-13,15.43235
2023-01-14,2.73458
2023-01-15,2.18221
2023-01-16,14.82883
2023-01-17,14.51854
2023-01-18,14.99249
2023-01-19,16.57801
2023-01-20,14.43671
2023-01-21,2.67662
2023-01-22,1.86852
2023-01-23,1.84465
2023-01-24,2.19585
2023-01-25,23.58156
2023-01-26,33.28559
2023-01-27,26.70826
2023-01-28,3.84956
2023-01-29,3.27673
2023-01-30,22.31314
2023-01-31,21.20158
2023-02-01,23.35992
2023-02-02,24.04187
2023-02-03,22.0165
2023-02-04,2.9153
2023-02-05,2.51977
2023-02-06,19.524
2023-02-07,22.55182
2023-02-08,19.81382
2023-02-09,29.24509
2023-02-10,26.03314
2023-02-11,3.92116
2023-02-12,3.88025
2023-02-13,29.29282
2023-02-14,44.20008
2023-02-15,38.59792
2023-02-16,31.65234
2023-02-17,30.28846
2023-02-18,5.38052
2023-02-19,3.48131
2023-02-20,25.4228
2023-02-21,51.32637
2023-02-22,32.45021
2023-02-23,29.41898
2023-02-24,27.4243
2023-02-25,4.54514
2023-02-26,3.9689
2023-02-27,31.36933
2023-02-28,80.78968
2023-03-01,22.99849
2023-03-02,52.039
2023-03-03,41.78259
2023-03-04,10.06205
2023-03-05,8.17989
2023-03-06,44.10801
2023-03-07,38.7309
2023-03-08,34.47899
2023-03-09,37.14539
2023-03-10,33.85842
2023-03-11,5.66012
2023-03-12,5.11797
2023-03-13,31.39661
2023-03-14,31.03859
2023-03-15,33.26854
2023-03-16,45.20253
2023-03-17,32.26268
2023-03-18,4.79064
2023-03-19,5.86811
2023-03-20,30.17253
2023-03-21,28.20171
2023-03-22,36.85215
2023-03-23,40.51759
2023-03-24,51.56164
2023-03-25,9.30169
2023-03-26,8.47995
2023-03-27,83.93003
2023-03-28,50.87629
2023-03-29,42.65207
2023-03-30,54.63038
2023-03-31,52.20608
2023-04-01,16.94626
2023-04-02,13.40698
2023-04-03,69.24781
2023-04-04,56.08974
2023-04-05,54.29282
2023-04-06,44.1387
2023-04-07,43.09533
2023-04-08,6.92171
2023-04-09,5.80332
2023-04-10,58.21058
2023-04-11,57.53205
2023-04-12,45.04569
2023-04-13,43.39539
2023-04-14,45.4003
2023-04-15,6.90807
2023-04-16,6.19544
2023-04-17,36.28273
2023-04-18,51.22749
2023-04-19,51.91966
2023-04-20,65.67103
2023-04-21,42.39975
2023-04-22,5.53737
2023-04-23,4.64061
2023-04-24,35.70649
2023-04-25,39.77768
2023-04-26,32.94462
2023-04-27,38.07965
2023-04-28,31.94899
2023-04-29,5.08046
2023-04-30,4.55196
2023-05-01,7.49454
2023-05-02,27.5641
2023-05-03,25.8797
2023-05-04,23.04282
2023-05-05,4.03027
2023-05-06,3.13352
2023-05-07,2.7755
2023-05-08,23.17921
2023-05-09,22.545
2023-05-10,21.71303
2023-05-11,26.27864
2023-05-12,25.99904
2023-05-13,3.68589
2023-05-14,3.05169
2023-05-15,23.57133
2023-05-16,21.61756
2023-05-17,21.42662
2023-05-18,19.71494
2023-05-19,24.84315
2023-05-20,3.98936
2023-05-21,3.44721
2023-05-22,25.1432
2023-05-23,30.12138
2023-05-24,21.83578
2023-05-25,16.79964
2023-05-26,16.34615
2023-05-27,2.80278
2023-05-28,2.1447
2023-05-29,2.66298
