date,에쿼티
2023-05-27,10.24844
2023-05-28,9.62732
2023-05-29,10.86956
2023-05-30,36.64596
2023-05-31,40.68322
2023-06-01,36.95652
2023-06-02,36.95652
2023-06-03,13.04347
2023-06-04,10.86956
2023-06-05,27.32919
2023-06-06,18.01242
2023-06-07,34.47204
2023-06-08,48.13664
2023-06-09,33.85093
2023-06-10,20.80745
2023-06-11,15.21739
2023-06-12,35.09316
2023-06-13,37.26708
2023-06-14,35.40372
2023-06-15,42.23602
2023-06-16,29.81366
2023-06-17,11.49068
2023-06-18,20.18633
2023-06-19,38.81987
2023-06-20,40.99378
2023-06-21,41.92546
2023-06-22,34.16149
2023-06-23,39.44099
2023-06-24,16.45962
2023-06-25,13.97515
2023-06-26,36.64596
2023-06-27,36.95652
2023-06-28,45.65217
2023-06-29,44.40993
2023-06-30,30.12422
2023-07-01,18.01242
2023-07-02,16.14906
2023-07-03,42.23602
2023-07-04,50.62111
2023-07-05,39.13043
2023-07-06,39.44099
2023-07-07,40.99378
2023-07-08,14.59627
2023-07-09,18.94409
2023-07-10,39.44099
2023-07-11,46.58385
2023-07-12,44.09937
2023-07-13,45.34161
2023-07-14,51.86335
2023-07-15,13.04347
2023-07-16,19.25465
2023-07-17,39.75155
2023-07-18,42.54658
2023-07-19,44.72049
2023-07-20,53.41614
2023-07-21,33.54037
2023-07-22,19.56521
2023-07-23,15.52795
2023-07-24,42.85714
2023-07-25,45.03105
2023-07-26,36.02484
2023-07-27,46.58385
2023-07-28,39.44099
2023-07-29,18.94409
2023-07-30,13.97515
2023-07-31,39.44099
2023-08-01,40.37267
2023-08-02,36.3354
2023-08-03,41.30434
2023-08-04,34.47204
2023-08-05,6.83229
2023-08-06,14.59627
2023-08-07,36.64596
2023-08-08,39.44099
2023-08-09,40.99378
2023-08-10,36.95652
2023-08-11,34.16149
2023-08-12,15.52795
2023-08-13,12.42236
2023-08-14,28.26086
2023-08-15,15.21739
2023-08-16,43.78881
2023-08-17,40.37267
2023-08-18,40.06211
2023-08-19,15.8385
2023-08-20,14.90683
2023-08-21,27.95031
2023-08-22,39.13043
2023-08-23,44.72049
2023-08-24,37.26708
2023-08-25,37.26708
2023-08-26,16.77018
2023-08-27,13.35403
2023-08-28,36.02484
2023-08-29,41.30434
2023-08-30,37.57763
2023-08-31,37.57763
2023-09-01,27.63975
2023-09-02,20.80745
2023-09-03,18.01242
2023-09-04,35.40372
2023-09-05,44.09937
2023-09-06,47.20496
2023-09-07,44.72049
2023-09-08,36.95652
2023-09-09,16.45962
2023-09-10,16.77018
2023-09-11,41.92546
2023-09-12,63.66459
2023-09-13,57.76397
2023-09-14,66.45962
2023-09-15,91.30434
2023-09-16,29.19254
2023-09-17,18.32298
2023-09-18,40.06211
2023-09-19,47.51552
2023-09-20,45.34161
2023-09-21,54.96894
2023-09-22,34.47204
2023-09-23,13.66459
2023-09-24,23.29192
2023-09-25,47.51552
2023-09-26,36.02484
2023-09-27,30.12422
2023-09-28,18.32298
2023-09-29,13.66459
2023-09-30,12.1118
2023-10-01,10.559
2023-10-02,21.73913
2023-10-03,18.63354
2023-10-04,34.7826
2023-10-05,49.37888
2023-10-06,36.95652
2023-10-07,14.90683
2023-10-08,15.8385
2023-10-09,21.73913
2023-10-10,44.40993
2023-10-11,46.27329
2023-10-12,48.75776
2023-10-13,40.37267
2023-10-14,18.94409
2023-10-15,30.12422
2023-10-16,45.34161
2023-10-17,42.85714
2023-10-18,41.6149
2023-10-19,41.6149
2023-10-20,36.02484
2023-10-21,20.80745
2023-10-22,23.29192
2023-10-23,37.88819
2023-10-24,49.06832
2023-10-25,45.65217
2023-10-26,52.17391
2023-10-27,36.3354
2023-10-28,19.56521
2023-10-29,16.45962
2023-10-30,40.06211
2023-10-31,37.57763
2023-11-01,36.64596
2023-11-02,32.91925
2023-11-03,32.91925
2023-11-04,15.8385
2023-11-05,14.59627
2023-11-06,38.81987
2023-11-07,36.3354
2023-11-08,41.30434
2023-11-09,42.54658
2023-11-10,32.60869
2023-11-11,11.49068
2023-11-12,13.35403
2023-11-13,32.29813
2023-11-14,32.29813
2023-11-15,39.44099
2023-11-16,40.37267
2023-11-17,33.85093
2023-11-18,15.8385
2023-11-19,16.14906
2023-11-20,41.6149
2023-11-21,34.47204
2023-11-22,33.85093
2023-11-23,36.64596
2023-11-24,28.26086
2023-11-25,11.18012
2023-11-26,12.73291
2023-11-27,32.91925
2023-11-28,42.54658
2023-11-29,38.81987
2023-11-30,35.71428
2023-12-01,32.29813
2023-12-02,11.18012
2023-12-03,17.08074
2023-12-04,40.37267
2023-12-05,35.71428
2023-12-06,28.57142
2023-12-07,37.88819
2023-12-08,27.32919
2023-12-09,13.35403
2023-12-10,18.63354
2023-12-11,29.19254
2023-12-12,33.85093
2023-12-13,33.85093
2023-12-14,33.54037
2023-12-15,28.88198
2023-12-16,14.59627
2023-12-17,16.45962
2023-12-18,31.36645
2023-12-19,36.02484
2023-12-20,40.06211
2023-12-21,34.16149
2023-12-22,20.49689
2023-12-23,15.21739
2023-12-24,10.24844
2023-12-25,10.86956
2023-12-26,22.98136
2023-12-27,38.81987
2023-12-28,45.34161
2023-12-29,33.54037
2023-12-30,12.1118
2023-12-31,11.18012
2024-01-01,13.35403
2024-01-02,32.91925
2024-01-03,32.60869
2024-01-04,37.57763
2024-01-05,28.26086
2024-01-06,14.90683
2024-01-07,13.35403
2024-01-08,27.95031
2024-01-09,40.37267
2024-01-10,39.13043
2024-01-11,40.68322
2024-01-12,39.13043
2024-01-13,18.01242
2024-01-14,16.14906
2024-01-15,39.13043
2024-01-16,50.93167
2024-01-17,57.14285
2024-01-18,41.30434
2024-01-19,27.01863
2024-01-20,12.73291
2024-01-21,18.94409
2024-01-22,40.06211
2024-01-23,36.95652
2024-01-24,53.7267
2024-01-25,49.68944
2024-01-26,35.71428
2024-01-27,14.59627
2024-01-28,12.73291
2024-01-29,33.85093
2024-01-30,38.81987
2024-01-31,40.68322
2024-02-01,39.75155
2024-02-02,45.34161
2024-02-03,12.1118
2024-02-04,21.73913
2024-02-05,36.95652
2024-02-06,31.98757
2024-02-07,43.1677
2024-02-08,21.11801
2024-02-09,5.59006
2024-02-10,5.90062
2024-02-11,5.90062
2024-02-12,16.77018
2024-02-13,31.67701
2024-02-14,37.88819
2024-02-15,38.50931
2024-02-16,36.02484
2024-02-17,16.77018
2024-02-18,14.59627
2024-02-19,34.47204
2024-02-20,38.81987
2024-02-21,41.6149
2024-02-22,38.81987
2024-02-23,29.5031
2024-02-24,12.73291
2024-02-25,14.90683
2024-02-26,33.54037
2024-02-27,39.44099
2024-02-28,36.95652
2024-02-29,31.0559
2024-03-01,13.66459
2024-03-02,13.04347
2024-03-03,11.49068
2024-03-04,29.81366
2024-03-05,35.09316
2024-03-06,39.44099
2024-03-07,57.45341
2024-03-08,35.40372
2024-03-09,21.42857
2024-03-10,15.52795
2024-03-11,45.34161
2024-03-12,39.75155
2024-03-13,47.82608
2024-03-14,39.13043
2024-03-15,36.02484
2024-03-16,18.94409
2024-03-17,11.49068
2024-03-18,37.57763
2024-03-19,39.44099
2024-03-20,37.88819
