date,월급쟁이재테크
2023-05-29,34.96143
2023-05-30,40.61696
2023-05-31,32.90488
2023-06-01,35.47557
2023-06-02,29.04884
2023-06-03,20.82262
2023-06-04,22.36503
2023-06-05,29.30591
2023-06-06,22.10796
2023-06-07,40.61696
2023-06-08,37.01799
2023-06-09,29.30591
2023-06-10,18.25192
2023-06-11,23.13624
2023-06-12,31.8766
2023-06-13,41.38817
2023-06-14,39.33161
2023-06-15,37.27506
2023-06-16,34.4473
2023-06-17,22.36503
2023-06-18,22.6221
2023-06-19,38.04627
2023-06-20,33.67609
2023-06-21,34.4473
2023-06-22,39.58868
2023-06-23,23.90745
2023-06-24,21.07969
2023-06-25,21.59383
2023-06-26,36.50385
2023-06-27,33.93316
2023-06-28,40.87403
2023-06-29,33.41902
2023-06-30,28.79177
2023-07-01,24.16452
2023-07-02,26.99228
2023-07-03,31.10539
2023-07-04,34.4473
2023-07-05,39.07455
2023-07-06,43.18766
2023-07-07,31.61953
2023-07-08,22.6221
2023-07-09,24.67866
2023-07-10,38.30334
2023-07-11,39.33161
2023-07-12,39.84575
2023-07-13,40.35989
2023-07-14,37.27506
2023-07-15,25.44987
2023-07-16,25.1928
2023-07-17,38.56041
2023-07-18,36.24678
2023-07-19,34.96143
2023-07-20,36.24678
2023-07-21,27.50642
2023-07-22,23.90745
2023-07-23,29.82005
2023-07-24,36.50385
2023-07-25,32.13367
2023-07-26,30.84832
2023-07-27,31.8766
2023-07-28,28.02056
2023-07-29,20.82262
2023-07-30,18.50899
2023-07-31,39.33161
2023-08-01,39.07455
2023-08-02,31.36246
2023-08-03,31.8766
2023-08-04,30.84832
2023-08-05,23.65038
2023-08-06,25.44987
2023-08-07,32.90488
2023-08-08,31.36246
2023-08-09,31.36246
2023-08-10,32.13367
2023-08-11,32.39074
2023-08-12,20.82262
2023-08-13,24.93573
2023-08-14,32.39074
2023-08-15,23.65038
2023-08-16,37.01799
2023-08-17,35.2185
2023-08-18,39.07455
2023-08-19,22.36503
2023-08-20,19.79434
2023-08-21,32.13367
2023-08-22,28.79177
2023-08-23,29.56298
2023-08-24,28.02056
2023-08-25,29.04884
2023-08-26,18.76606
2023-08-27,19.53727
2023-08-28,28.02056
2023-08-29,30.33419
2023-08-30,27.76349
2023-08-31,24.93573
2023-09-01,22.87917
2023-09-02,22.87917
2023-09-03,25.70694
2023-09-04,34.4473
2023-09-05,41.64524
2023-09-06,31.10539
2023-09-07,34.70437
2023-09-08,26.47814
2023-09-09,22.6221
2023-09-10,26.47814
2023-09-11,28.27763
2023-09-12,33.67609
2023-09-13,32.90488
2023-09-14,23.90745
2023-09-15,25.70694
2023-09-16,22.87917
2023-09-17,22.6221
2023-09-18,37.27506
2023-09-19,29.30591
2023-09-20,32.39074
2023-09-21,29.82005
2023-09-22,21.07969
2023-09-23,22.6221
2023-09-24,18.25192
2023-09-25,32.13367
2023-09-26,33.41902
2023-09-27,29.82005
2023-09-28,21.07969
2023-09-29,22.36503
2023-09-30,18.76606
2023-10-01,25.96401
2023-10-02,29.56298
2023-10-03,24.67866
2023-10-04,41.1311
2023-10-05,30.59125
2023-10-06,30.84832
2023-10-07,25.44987
2023-10-08,22.10796
2023-10-09,29.04884
2023-10-10,36.50385
2023-10-11,33.16195
2023-10-12,35.47557
2023-10-13,34.4473
2023-10-14,30.84832
2023-10-15,24.93573
2023-10-16,33.93316
2023-10-17,38.30334
2023-10-18,41.1311
2023-10-19,46.52956
2023-10-20,41.1311
2023-10-21,26.22107
2023-10-22,31.36246
2023-10-23,44.473
2023-10-24,36.76092
2023-10-25,45.24421
2023-10-26,43.95886
2023-10-27,40.61696
2023-10-28,22.87917
2023-10-29,30.33419
2023-10-30,46.78663
2023-10-31,49.87146
2023-11-01,45.50128
2023-11-02,41.1311
2023-11-03,38.30334
2023-11-04,22.6221
2023-11-05,26.22107
2023-11-06,36.76092
2023-11-07,35.47557
2023-11-08,32.39074
2023-11-09,41.1311
2023-11-10,40.87403
2023-11-11,25.96401
2023-11-12,24.93573
2023-11-13,44.21593
2023-11-14,44.473
2023-11-15,48.84318
2023-11-16,36.24678
2023-11-17,38.04627
2023-11-18,26.73521
2023-11-19,25.70694
2023-11-20,44.98714
2023-11-21,46.01542
2023-11-22,36.50385
2023-11-23,43.18766
2023-11-24,27.24935
2023-11-25,26.47814
2023-11-26,29.30591
2023-11-27,33.16195
2023-11-28,37.7892
2023-11-29,36.24678
2023-11-30,45.75835
2023-12-01,32.64781
2023-12-02,32.90488
2023-12-03,30.33419
2023-12-04,39.33161
2023-12-05,36.76092
2023-12-06,39.07455
2023-12-07,36.50385
2023-12-08,32.39074
2023-12-09,27.76349
2023-12-10,33.16195
2023-12-11,42.67352
2023-12-12,49.61439
2023-12-13,40.87403
2023-12-14,42.15938
2023-12-15,34.4473
2023-12-16,23.39331
2023-12-17,29.30591
2023-12-18,38.81748
2023-12-19,40.10282
2023-12-20,33.67609
2023-12-21,37.27506
2023-12-22,29.56298
2023-12-23,31.8766
2023-12-24,22.87917
2023-12-25,26.47814
2023-12-26,41.64524
2023-12-27,38.81748
2023-12-28,38.04627
2023-12-29,37.53213
2023-12-30,28.02056
2023-12-31,24.67866
2024-01-01,33.41902
2024-01-02,48.07197
2024-01-03,47.55784
2024-01-04,35.73264
2024-01-05,56.81233
2024-01-06,29.56298
2024-01-07,34.4473
2024-01-08,46.01542
2024-01-09,44.21593
2024-01-10,41.64524
2024-01-11,37.27506
2024-01-12,36.24678
2024-01-13,22.87917
2024-01-14,24.42159
2024-01-15,38.81748
2024-01-16,29.04884
2024-01-17,31.8766
2024-01-18,34.19023
2024-01-19,32.39074
2024-01-20,21.85089
2024-01-21,30.07712
2024-01-22,29.56298
2024-01-23,31.8766
2024-01-24,32.90488
2024-01-25,33.67609
2024-01-26,38.56041
2024-01-27,24.67866
2024-01-28,26.73521
2024-01-29,30.07712
2024-01-30,29.82005
2024-01-31,37.01799
2024-02-01,41.90231
2024-02-02,29.04884
2024-02-03,23.39331
2024-02-04,27.50642
2024-02-05,25.70694
2024-02-06,36.50385
2024-02-07,30.59125
2024-02-08,25.96401
2024-02-09,18.25192
2024-02-10,17.73778
2024-02-11,21.85089
2024-02-12,21.33676
2024-02-13,32.90488
2024-02-14,32.90488
2024-02-15,27.76349
2024-02-16,31.36246
2024-02-17,22.10796
2024-02-18,24.93573
2024-02-19,38.81748
2024-02-20,29.04884
2024-02-21,35.47557
2024-02-22,40.35989
2024-02-23,34.70437
2024-02-24,22.6221
2024-02-25,35.47557
2024-02-26,46.27249
2024-02-27,40.35989
2024-02-28,31.10539
2024-02-29,34.96143
2024-03-01,23.90745
2024-03-02,24.42159
2024-03-03,27.24935
2024-03-04,27.76349
2024-03-05,30.84832
2024-03-06,26.22107
2024-03-07,24.16452
2024-03-08,25.44987
2024-03-09,17.99485
2024-03-10,19.79434
2024-03-11,23.39331
2024-03-12,22.36503
2024-03-13,22.36503
2024-03-14,28.27763
2024-03-15,25.1928
2024-03-16,16.19537
2024-03-17,20.82262
2024-03-18,30.59125
2024-03-19,29.82005
2024-03-20,29.82005
