date,단기채권
2020-03-20,58.55855
2020-03-21,34.23423
2020-03-22,36.93693
2020-03-23,77.47747
2020-03-24,58.55855
2020-03-25,59.45945
2020-03-26,51.35135
2020-03-27,51.35135
2020-03-28,21.62162
2020-03-29,18.91891
2020-03-30,45.04504
2020-03-31,45.94594
2020-04-01,54.95495
2020-04-02,26.12612
2020-04-03,32.43243
2020-04-04,16.21621
2020-04-05,7.2072
2020-04-06,32.43243
2020-04-07,33.33333
2020-04-08,29.72972
2020-04-09,36.03603
2020-04-10,42.34234
2020-04-11,10.81081
2020-04-12,7.2072
2020-04-13,36.93693
2020-04-14,29.72972
2020-04-15,12.61261
2020-04-16,66.66666
2020-04-17,46.84684
2020-04-18,28.82882
2020-04-19,35.13513
2020-04-20,49.54954
2020-04-21,50.45045
2020-04-22,50.45045
2020-04-23,53.15315
2020-04-24,45.94594
2020-04-25,27.02702
2020-04-26,14.41441
2020-04-27,59.45945
2020-04-28,29.72972
2020-04-29,45.04504
2020-04-30,27.02702
2020-05-01,19.81981
2020-05-02,9.009
2020-05-03,14.41441
2020-05-04,27.02702
2020-05-05,24.32432
2020-05-06,39.63963
2020-05-07,30.63063
2020-05-08,36.03603
2020-05-09,13.51351
2020-05-10,18.91891
2020-05-11,37.83783
2020-05-12,31.53153
2020-05-13,23.42342
2020-05-14,33.33333
2020-05-15,25.22522
2020-05-16,18.01801
2020-05-17,6.3063
2020-05-18,36.03603
2020-05-19,29.72972
2020-05-20,36.93693
2020-05-21,34.23423
2020-05-22,28.82882
2020-05-23,14.41441
2020-05-24,13.51351
2020-05-25,38.73873
2020-05-26,29.72972
2020-05-27,36.93693
2020-05-28,28.82882
2020-05-29,21.62162
2020-05-30,18.01801
2020-06-01,20.72072
2020-06-02,39.63963
2020-06-03,22.52252
2020-06-04,21.62162
2020-06-05,14.41441
2020-06-06,10.81081
2020-06-07,10.81081
2020-06-08,31.53153
2020-06-09,29.72972
2020-06-10,33.33333
2020-06-11,24.32432
2020-06-12,31.53153
2020-06-13,20.72072
2020-06-14,9.009
2020-06-15,18.91891
2020-06-16,29.72972
2020-06-17,24.32432
2020-06-18,20.72072
2020-06-19,17.11711
2020-06-20,9.9099
2020-06-21,7.2072
2020-06-22,17.11711
2020-06-23,27.92792
2020-06-24,23.42342
2020-06-25,18.01801
2020-06-26,28.82882
2020-06-27,17.11711
2020-06-28,13.51351
2020-06-29,30.63063
2020-06-30,18.01801
2020-07-01,27.92792
2020-07-02,22.52252
2020-07-03,16.21621
2020-07-04,10.81081
2020-07-05,10.81081
2020-07-06,28.82882
2020-07-07,18.91891
2020-07-08,20.72072
2020-07-09,25.22522
2020-07-10,15.31531
2020-07-11,11.71171
2020-07-12,12.61261
2020-07-13,23.42342
2020-07-14,27.02702
2020-07-15,17.11711
2020-07-16,18.91891
2020-07-17,16.21621
2020-07-18,6.3063
2020-07-19,14.41441
2020-07-20,11.71171
2020-07-21,24.32432
2020-07-22,23.42342
2020-07-23,19.81981
2020-07-24,13.51351
2020-07-25,12.61261
2020-07-26,11.71171
2020-07-27,31.53153
2020-07-28,31.53153
2020-07-29,28.82882
2020-07-30,18.91891
2020-07-31,19.81981
2020-08-02,9.009
2020-08-03,29.72972
2020-08-04,22.52252
2020-08-05,17.11711
2020-08-06,28.82882
2020-08-07,18.91891
2020-08-09,15.31531
2020-08-10,17.11711
2020-08-11,33.33333
2020-08-12,29.72972
2020-08-13,23.42342
2020-08-14,15.31531
2020-08-15,8.1081
2020-08-16,9.9099
2020-08-17,7.2072
2020-08-18,23.42342
2020-08-19,24.32432
2020-08-20,17.11711
2020-08-21,34.23423
2020-08-22,9.9099
2020-08-23,9.009
2020-08-24,22.52252
2020-08-25,27.92792
2020-08-26,35.13513
2020-08-27,27.92792
2020-08-28,21.62162
2020-08-29,10.81081
2020-08-31,27.92792
2020-09-01,24.32432
2020-09-02,17.11711
2020-09-03,28.82882
2020-09-04,29.72972
2020-09-05,5.4054
2020-09-06,5.4054
2020-09-07,26.12612
2020-09-08,19.81981
2020-09-09,29.72972
2020-09-10,20.72072
2020-09-11,8.1081
2020-09-12,8.1081
2020-09-13,7.2072
2020-09-14,24.32432
2020-09-15,36.93693
2020-09-16,20.72072
2020-09-17,21.62162
2020-09-18,17.11711
2020-09-19,5.4054
2020-09-20,8.1081
2020-09-21,18.91891
2020-09-22,25.22522
2020-09-23,30.63063
2020-09-24,20.72072
2020-09-25,18.01801
2020-09-26,6.3063
2020-09-27,12.61261
2020-09-28,22.52252
2020-09-29,27.02702
2020-09-30,14.41441
2020-10-01,4.5045
2020-10-02,13.51351
2020-10-03,24.32432
2020-10-04,18.01801
2020-10-05,25.22522
2020-10-06,18.91891
2020-10-07,29.72972
2020-10-08,29.72972
2020-10-09,5.4054
2020-10-10,14.41441
2020-10-12,15.31531
2020-10-13,18.01801
2020-10-14,21.62162
2020-10-15,27.02702
2020-10-16,31.53153
2020-10-17,14.41441
2020-10-18,6.3063
2020-10-19,19.81981
2020-10-20,31.53153
2020-10-21,24.32432
2020-10-22,27.92792
2020-10-23,26.12612
2020-10-24,7.2072
2020-10-25,8.1081
2020-10-26,15.31531
2020-10-27,27.92792
2020-10-28,25.22522
2020-10-29,15.31531
2020-10-30,8.1081
2020-10-31,14.41441
2020-11-01,13.51351
2020-11-02,55.85585
2020-11-03,45.04504
2020-11-04,26.12612
2020-11-05,14.41441
2020-11-06,17.11711
2020-11-07,7.2072
2020-11-08,9.009
2020-11-09,28.82882
2020-11-10,29.72972
2020-11-11,27.02702
2020-11-12,24.32432
2020-11-13,23.42342
2020-11-14,9.009
2020-11-15,4.5045
2020-11-16,27.92792
2020-11-17,27.02702
2020-11-18,24.32432
2020-11-19,20.72072
2020-11-20,22.52252
2020-11-21,7.2072
2020-11-22,14.41441
2020-11-23,18.91891
2020-11-24,17.11711
2020-11-25,19.81981
2020-11-26,17.11711
2020-11-27,18.91891
2020-11-28,12.61261
2020-11-29,17.11711
2020-11-30,19.81981
2020-12-01,24.32432
2020-12-02,26.12612
2020-12-03,26.12612
2020-12-04,32.43243
2020-12-05,18.01801
2020-12-06,20.72072
2020-12-07,30.63063
2020-12-08,31.53153
2020-12-09,24.32432
2020-12-10,33.33333
2020-12-11,28.82882
2020-12-12,10.81081
2020-12-13,11.71171
2020-12-14,17.11711
2020-12-15,26.12612
2020-12-16,27.92792
2020-12-17,22.52252
2020-12-18,14.41441
2020-12-20,11.71171
2020-12-21,28.82882
2020-12-22,24.32432
2020-12-23,19.81981
2020-12-24,23.42342
2020-12-25,9.9099
2020-12-26,9.009
2020-12-27,6.3063
2020-12-28,23.42342
2020-12-29,32.43243
2020-12-30,23.42342
2020-12-31,9.9099
2021-01-01,6.3063
2021-01-02,11.71171
2021-01-03,18.91891
2021-01-04,29.72972
2021-01-05,22.52252
2021-01-06,35.13513
2021-01-07,44.14414
2021-01-08,39.63963
2021-01-09,18.01801
2021-01-10,35.13513
2021-01-11,30.63063
2021-01-12,23.42342
2021-01-13,36.03603
2021-01-14,31.53153
2021-01-15,37.83783
2021-01-16,28.82882
2021-01-17,12.61261
2021-01-18,44.14414
2021-01-19,34.23423
2021-01-20,29.72972
2021-01-21,30.63063
2021-01-22,33.33333
2021-01-23,21.62162
2021-01-24,13.51351
2021-01-25,27.02702
2021-01-26,55.85585
2021-01-27,40.54054
2021-01-28,29.72972
2021-01-29,38.73873
2021-01-30,56.75675
2021-01-31,18.01801
2021-02-01,26.12612
2021-02-02,34.23423
2021-02-03,31.53153
2021-02-04,39.63963
2021-02-05,30.63063
2021-02-06,14.41441
2021-02-07,21.62162
2021-02-08,29.72972
2021-02-09,27.92792
2021-02-10,32.43243
2021-02-11,15.31531
2021-02-12,7.2072
2021-02-13,8.1081
2021-02-14,23.42342
2021-02-15,38.73873
2021-02-16,37.83783
2021-02-17,40.54054
2021-02-18,36.03603
2021-02-19,33.33333
2021-02-20,9.9099
2021-02-21,12.61261
2021-02-22,36.03603
2021-02-23,36.03603
2021-02-24,41.44144
2021-02-25,34.23423
2021-02-26,45.94594
2021-02-27,22.52252
2021-02-28,20.72072
2021-03-01,29.72972
2021-03-02,34.23423
2021-03-03,30.63063
2021-03-04,20.72072
2021-03-05,36.93693
2021-03-06,17.11711
2021-03-07,11.71171
2021-03-08,46.84684
2021-03-09,39.63963
2021-03-10,27.02702
2021-03-11,21.62162
