date,대여금반환청구소송
2020-03-20,35.29411
2020-03-21,22.79411
2020-03-22,26.83823
2020-03-23,50.0
2020-03-24,45.22058
2020-03-25,42.64705
2020-03-26,38.60294
2020-03-27,38.97058
2020-03-28,18.75
2020-03-29,27.94117
2020-03-30,43.38235
2020-03-31,36.39705
2020-04-01,36.02941
2020-04-02,34.55882
2020-04-03,33.82352
2020-04-04,15.80882
2020-04-05,16.54411
2020-04-06,31.61764
2020-04-07,37.86764
2020-04-08,38.60294
2020-04-09,29.77941
2020-04-10,30.14705
2020-04-11,19.48529
2020-04-12,24.63235
2020-04-13,33.08823
2020-04-14,29.77941
2020-04-15,26.10294
2020-04-16,29.77941
2020-04-17,36.7647
2020-04-18,16.91176
2020-04-19,17.64705
2020-04-20,41.54411
2020-04-21,39.33823
2020-04-22,39.70588
2020-04-23,31.61764
2020-04-24,37.5
2020-04-25,24.2647
2020-04-26,23.89705
2020-04-27,38.23529
2020-04-28,37.86764
2020-04-29,34.19117
2020-04-30,21.69117
2020-05-01,24.63235
2020-05-02,17.64705
2020-05-03,24.2647
2020-05-04,34.19117
2020-05-05,21.32352
2020-05-06,45.58823
2020-05-07,28.67647
2020-05-08,33.08823
2020-05-09,22.79411
2020-05-10,19.11764
2020-05-11,34.92647
2020-05-12,37.13235
2020-05-13,43.38235
2020-05-14,31.61764
2020-05-15,30.14705
2020-05-16,22.79411
2020-05-17,19.48529
2020-05-18,41.17647
2020-05-19,41.17647
2020-05-20,41.54411
2020-05-21,37.13235
2020-05-22,36.7647
2020-05-23,23.52941
2020-05-24,17.64705
2020-05-25,31.98529
2020-05-26,34.19117
2020-05-27,59.92647
2020-05-28,40.07352
2020-05-29,27.94117
2020-05-30,14.33823
2020-05-31,18.75
2020-06-01,41.17647
2020-06-02,40.44117
2020-06-03,41.91176
2020-06-04,33.45588
2020-06-05,31.98529
2020-06-06,13.97058
2020-06-07,13.60294
2020-06-08,25.36764
2020-06-09,40.44117
2020-06-10,52.94117
2020-06-11,40.80882
2020-06-12,37.13235
2020-06-13,23.52941
2020-06-14,19.48529
2020-06-15,37.13235
2020-06-16,36.39705
2020-06-17,35.66176
2020-06-18,30.88235
2020-06-19,31.25
2020-06-20,25.0
2020-06-21,20.58823
2020-06-22,34.19117
2020-06-23,43.38235
2020-06-24,36.39705
2020-06-25,37.13235
2020-06-26,31.61764
2020-06-27,22.79411
2020-06-28,16.54411
2020-06-29,29.41176
2020-06-30,29.04411
2020-07-01,33.45588
2020-07-02,41.91176
2020-07-03,31.98529
2020-07-04,19.11764
2020-07-05,14.70588
2020-07-06,40.07352
2020-07-07,26.83823
2020-07-08,26.47058
2020-07-09,34.92647
2020-07-10,38.60294
2020-07-11,20.95588
2020-07-12,18.0147
2020-07-13,31.61764
2020-07-14,44.11764
2020-07-15,33.45588
2020-07-16,37.13235
2020-07-17,31.61764
2020-07-18,17.27941
2020-07-19,19.85294
2020-07-20,44.85294
2020-07-21,35.29411
2020-07-22,43.75
2020-07-23,32.35294
2020-07-24,34.92647
2020-07-25,23.52941
2020-07-26,19.48529
2020-07-27,30.5147
2020-07-28,39.33823
2020-07-29,33.08823
2020-07-30,37.86764
2020-07-31,28.30882
2020-08-01,18.38235
2020-08-02,20.95588
2020-08-03,38.23529
2020-08-04,34.19117
2020-08-05,36.02941
2020-08-06,37.5
2020-08-07,22.79411
2020-08-08,9.19117
2020-08-09,16.91176
2020-08-10,36.39705
2020-08-11,35.29411
2020-08-12,42.27941
2020-08-13,24.2647
2020-08-14,30.88235
2020-08-15,22.79411
2020-08-16,22.42647
2020-08-17,20.58823
2020-08-18,30.5147
2020-08-19,37.5
2020-08-20,27.57352
2020-08-21,27.20588
2020-08-22,17.27941
2020-08-23,14.33823
2020-08-24,45.22058
2020-08-25,30.5147
2020-08-26,38.60294
2020-08-27,39.70588
2020-08-28,27.57352
2020-08-29,17.64705
2020-08-30,19.11764
2020-08-31,40.07352
2020-09-01,45.22058
2020-09-02,33.82352
2020-09-03,37.5
2020-09-04,21.32352
2020-09-05,15.80882
2020-09-06,18.38235
2020-09-07,34.19117
2020-09-08,36.02941
2020-09-09,40.07352
2020-09-10,43.38235
2020-09-11,36.02941
2020-09-12,19.85294
2020-09-13,18.0147
2020-09-14,44.85294
2020-09-15,47.42647
2020-09-16,37.5
2020-09-17,36.39705
2020-09-18,33.45588
2020-09-19,16.17647
2020-09-20,16.91176
2020-09-21,31.61764
2020-09-22,38.23529
2020-09-23,29.77941
2020-09-24,22.05882
2020-09-25,32.35294
2020-09-26,19.85294
2020-09-27,18.38235
2020-09-28,32.35294
2020-09-29,31.98529
2020-09-30,14.70588
2020-10-01,13.23529
2020-10-02,13.97058
2020-10-03,13.23529
2020-10-04,23.16176
2020-10-05,44.48529
2020-10-06,28.30882
2020-10-07,28.30882
2020-10-08,24.2647
2020-10-09,23.89705
2020-10-10,14.70588
2020-10-11,21.32352
2020-10-12,39.33823
2020-10-13,38.97058
2020-10-14,30.14705
2020-10-15,34.92647
2020-10-16,35.29411
2020-10-17,14.33823
2020-10-18,12.13235
2020-10-19,40.44117
2020-10-20,51.83823
2020-10-21,34.55882
2020-10-22,33.08823
2020-10-23,27.20588
2020-10-24,19.48529
2020-10-25,16.17647
2020-10-26,31.25
2020-10-27,43.0147
2020-10-28,34.92647
2020-10-29,28.30882
2020-10-30,27.20588
2020-10-31,25.73529
2020-11-01,19.48529
2020-11-02,38.60294
2020-11-03,26.10294
2020-11-04,38.60294
2020-11-05,33.45588
2020-11-06,41.17647
2020-11-07,18.75
2020-11-08,25.36764
2020-11-09,38.60294
2020-11-10,36.7647
2020-11-11,37.86764
2020-11-12,43.0147
2020-11-13,29.41176
2020-11-14,22.05882
2020-11-15,21.69117
2020-11-16,38.23529
2020-11-17,43.75
2020-11-18,38.60294
2020-11-19,42.27941
2020-11-20,37.86764
2020-11-21,25.0
2020-11-22,24.2647
2020-11-23,31.61764
2020-11-24,30.88235
2020-11-25,33.82352
2020-11-26,34.19117
2020-11-27,30.88235
2020-11-28,15.44117
2020-11-29,20.22058
2020-11-30,34.55882
2020-12-01,40.44117
2020-12-02,45.22058
2020-12-03,33.08823
2020-12-04,32.72058
2020-12-05,24.63235
2020-12-06,15.07352
2020-12-07,29.41176
2020-12-08,31.98529
2020-12-09,30.5147
2020-12-10,39.70588
2020-12-11,34.19117
2020-12-12,16.54411
2020-12-13,31.61764
2020-12-14,32.72058
2020-12-15,40.07352
2020-12-16,47.05882
2020-12-17,39.70588
2020-12-18,32.35294
2020-12-19,19.11764
2020-12-20,22.05882
2020-12-21,52.94117
2020-12-22,34.55882
2020-12-23,38.97058
2020-12-24,29.77941
2020-12-25,27.57352
2020-12-26,20.58823
2020-12-27,19.11764
2020-12-28,41.17647
2020-12-29,41.54411
2020-12-30,40.07352
2020-12-31,28.30882
2021-01-01,20.95588
2021-01-02,20.95588
2021-01-03,23.52941
2021-01-04,49.63235
2021-01-05,46.32352
2021-01-06,42.27941
2021-01-07,33.82352
2021-01-08,26.47058
2021-01-09,25.36764
2021-01-10,26.10294
2021-01-11,44.85294
2021-01-12,41.91176
2021-01-13,45.22058
2021-01-14,46.32352
2021-01-15,38.23529
2021-01-16,27.57352
2021-01-17,33.45588
2021-01-18,45.22058
2021-01-19,53.30882
2021-01-20,51.83823
2021-01-21,52.20588
2021-01-22,47.79411
2021-01-23,33.08823
2021-01-24,22.79411
2021-01-25,51.10294
2021-01-26,49.2647
2021-01-27,44.48529
2021-01-28,45.22058
2021-01-29,43.38235
2021-01-30,33.45588
2021-01-31,30.14705
2021-02-01,55.14705
2021-02-02,40.80882
2021-02-03,43.0147
2021-02-04,38.60294
2021-02-05,27.57352
2021-02-06,16.91176
2021-02-07,13.23529
2021-02-08,40.44117
2021-02-09,40.07352
2021-02-10,25.73529
2021-02-11,13.60294
2021-02-12,15.80882
2021-02-13,20.95588
2021-02-14,19.48529
2021-02-15,47.42647
2021-02-16,40.07352
2021-02-17,35.29411
2021-02-18,37.86764
2021-02-19,26.47058
2021-02-20,18.38235
2021-02-21,23.16176
2021-02-22,34.19117
2021-02-23,37.5
2021-02-24,49.63235
2021-02-25,34.92647
2021-02-26,40.07352
2021-02-27,20.58823
2021-02-28,16.17647
2021-03-01,23.52941
2021-03-02,43.75
2021-03-03,31.25
2021-03-04,36.39705
2021-03-05,27.94117
2021-03-06,19.48529
2021-03-07,24.2647
2021-03-08,31.98529
2021-03-09,43.38235
2021-03-10,38.60294
2021-03-11,37.13235
2021-03-12,36.02941
2021-03-13,15.80882
2021-03-14,21.32352
2021-03-15,37.86764
2021-03-16,40.80882
2021-03-17,44.85294
2021-03-18,35.29411
2021-03-19,29.77941
2021-03-20,19.48529
2021-03-21,23.89705
2021-03-22,48.89705
2021-03-23,43.75
2021-03-24,37.86764
2021-03-25,30.5147
2021-03-26,33.45588
2021-03-27,16.54411
2021-03-28,22.05882
2021-03-29,37.86764
2021-03-30,38.23529
2021-03-31,44.11764
2021-04-01,40.07352
2021-04-02,29.04411
2021-04-03,24.63235
2021-04-04,18.75
2021-04-05,33.45588
2021-04-06,37.86764
2021-04-07,45.22058
2021-04-08,26.83823
2021-04-09,29.77941
2021-04-10,22.05882
2021-04-11,24.2647
2021-04-12,34.92647
2021-04-13,33.82352
2021-04-14,37.13235
2021-04-15,35.66176
2021-04-16,30.88235
2021-04-17,18.38235
2021-04-18,15.44117
2021-04-19,44.11764
2021-04-20,41.91176
2021-04-21,44.11764
2021-04-22,38.60294
2021-04-23,37.5
2021-04-24,18.75
2021-04-25,21.69117
2021-04-26,43.75
2021-04-27,37.86764
2021-04-28,42.64705
2021-04-29,41.54411
2021-04-30,40.07352
2021-05-01,29.04411
2021-05-02,29.04411
2021-05-03,40.44117
2021-05-04,33.08823
2021-05-05,26.10294
2021-05-06,36.02941
2021-05-07,40.07352
2021-05-08,22.42647
2021-05-09,24.63235
2021-05-10,47.05882
2021-05-11,39.70588
2021-05-12,38.23529
2021-05-13,42.64705
2021-05-14,31.98529
2021-05-15,22.05882
2021-05-16,24.63235
2021-05-17,37.13235
2021-05-18,43.0147
2021-05-19,17.64705
2021-05-20,41.54411
2021-05-21,37.5
2021-05-22,11.7647
2021-05-23,18.75
2021-05-24,39.70588
2021-05-25,47.05882
2021-05-26,39.33823
2021-05-27,32.72058
2021-05-28,32.35294
2021-05-29,18.0147
2021-05-30,18.75
2021-05-31,39.33823
2021-06-01,36.7647
2021-06-02,37.5
2021-06-03,36.02941
2021-06-04,30.5147
2021-06-05,17.64705
2021-06-06,20.22058
2021-06-07,46.69117
2021-06-08,38.23529
2021-06-09,34.92647
2021-06-10,41.17647
