date,개인연금저축
2020-03-20,12.99326
2020-03-21,7.74783
2020-03-22,10.00962
2020-03-23,13.57074
2020-03-24,12.17516
2020-03-25,12.60827
2020-03-26,11.98267
2020-03-27,11.45332
2020-03-28,7.21847
2020-03-29,9.67276
2020-03-30,16.74687
2020-03-31,12.80076
2020-04-01,12.22329
2020-04-02,9.86525
2020-04-03,9.38402
2020-04-04,7.41097
2020-04-05,8.95091
2020-04-06,10.5871
2020-04-07,10.73147
2020-04-08,10.00962
2020-04-09,10.29836
2020-04-10,8.90279
2020-04-11,6.49663
2020-04-12,7.84408
2020-04-13,10.63522
2020-04-14,8.75842
2020-04-15,7.60346
2020-04-16,9.48026
2020-04-17,11.06833
2020-04-18,7.12223
2020-04-19,7.45909
2020-04-20,9.57651
2020-04-21,9.91337
2020-04-22,10.00962
2020-04-23,10.10587
2020-04-24,8.42155
2020-04-25,7.2666
2020-04-26,9.23965
2020-04-27,10.10587
2020-04-28,10.68334
2020-04-29,14.77382
2020-04-30,6.4485
2020-05-01,8.27718
2020-05-02,7.60346
2020-05-03,9.769
2020-05-04,15.25505
2020-05-05,11.74205
2020-05-06,13.33012
2020-05-07,13.42637
2020-05-08,11.54956
2020-05-09,8.80654
2020-05-10,9.57651
2020-05-11,16.79499
2020-05-12,15.06256
2020-05-13,16.02502
2020-05-14,12.89701
2020-05-15,12.07892
2020-05-16,9.43214
2020-05-17,7.94032
2020-05-18,13.23387
2020-05-19,15.64003
2020-05-20,14.34071
2020-05-21,13.81135
2020-05-22,11.26082
2020-05-23,7.41097
2020-05-24,10.49085
2020-05-25,17.37247
2020-05-26,18.33493
2020-05-27,16.16939
2020-05-28,13.71511
2020-05-29,12.41578
2020-05-30,7.60346
2020-05-31,9.769
2020-06-01,14.19634
2020-06-02,17.27622
2020-06-03,15.88065
2020-06-04,14.29258
2020-06-05,16.98748
2020-06-06,10.92396
2020-06-07,8.27718
2020-06-08,11.30895
2020-06-09,10.20211
2020-06-10,10.63522
2020-06-11,8.66217
2020-06-12,7.55534
2020-06-13,4.04234
2020-06-14,5.14918
2020-06-15,8.85466
2020-06-16,7.36284
2020-06-17,8.22906
2020-06-18,6.92974
2020-06-19,7.2666
2020-06-20,4.61982
2020-06-21,4.90856
2020-06-22,7.36284
2020-06-23,9.86525
2020-06-24,9.04716
2020-06-25,8.5178
2020-06-26,7.12223
2020-06-27,4.81231
2020-06-28,5.1973
2020-06-29,6.49663
2020-06-30,7.55534
2020-07-01,8.03657
2020-07-02,6.35226
2020-07-03,6.92974
2020-07-04,5.00481
2020-07-05,4.90856
2020-07-06,8.32531
2020-07-07,6.4485
2020-07-08,7.65158
2020-07-09,6.78537
2020-07-10,7.21847
2020-07-11,3.99422
2020-07-12,5.53416
2020-07-13,7.79595
2020-07-14,8.32531
2020-07-15,7.0741
2020-07-16,5.91915
2020-07-17,7.0741
2020-07-18,4.47545
2020-07-19,5.63041
2020-07-20,7.50721
2020-07-21,8.61405
2020-07-22,9.28777
2020-07-23,9.43214
2020-07-24,7.2666
2020-07-25,4.28296
2020-07-26,5.87102
2020-07-27,7.65158
2020-07-28,8.08469
2020-07-29,8.66217
2020-07-30,8.22906
2020-07-31,7.31472
2020-08-01,5.1973
2020-08-02,4.86044
2020-08-03,7.21847
2020-08-04,9.33589
2020-08-05,7.17035
2020-08-06,8.37343
2020-08-07,8.03657
2020-08-08,8.66217
2020-08-09,6.54475
2020-08-10,9.86525
2020-08-11,10.53897
2020-08-12,8.42155
2020-08-13,7.98845
2020-08-14,7.12223
2020-08-15,4.66794
2020-08-16,6.01539
2020-08-17,6.40038
2020-08-18,7.02598
2020-08-19,7.02598
2020-08-20,7.41097
2020-08-21,7.79595
2020-08-22,5.05293
2020-08-23,5.14918
2020-08-24,7.02598
2020-08-25,8.08469
2020-08-26,8.46968
2020-08-27,8.37343
2020-08-28,7.2666
2020-08-29,7.21847
2020-08-30,6.35226
2020-08-31,8.5178
2020-09-01,8.32531
2020-09-02,8.5178
2020-09-03,7.74783
2020-09-04,6.25601
2020-09-05,5.63041
2020-09-06,5.34167
2020-09-07,8.99903
2020-09-08,8.13282
2020-09-09,8.95091
2020-09-10,8.37343
2020-09-11,6.73724
2020-09-12,3.7536
2020-09-13,5.05293
2020-09-14,6.97786
2020-09-15,7.98845
2020-09-16,9.769
2020-09-17,6.73724
2020-09-18,6.92974
2020-09-19,4.95668
2020-09-20,4.76419
2020-09-21,6.54475
2020-09-22,6.20789
2020-09-23,6.73724
2020-09-24,6.83349
2020-09-25,5.77478
2020-09-26,3.84985
2020-09-27,4.13859
2020-09-28,6.78537
2020-09-29,5.34167
2020-09-30,4.23484
2020-10-01,4.81231
2020-10-02,3.65736
2020-10-03,4.95668
2020-10-04,4.71607
2020-10-05,7.98845
2020-10-06,8.46968
2020-10-07,8.61405
2020-10-08,8.5178
2020-10-09,5.14918
2020-10-10,5.00481
2020-10-11,4.95668
2020-10-12,7.84408
2020-10-13,8.13282
2020-10-14,7.98845
2020-10-15,7.21847
2020-10-16,7.98845
2020-10-17,5.24542
2020-10-18,4.28296
2020-10-19,7.55534
2020-10-20,8.08469
2020-10-21,8.95091
2020-10-22,7.65158
2020-10-23,5.48604
2020-10-24,3.9461
2020-10-25,5.1973
2020-10-26,6.59287
2020-10-27,7.65158
2020-10-28,9.33589
2020-10-29,10.82771
2020-10-30,9.1434
2020-10-31,5.00481
2020-11-01,8.46968
2020-11-02,10.34648
2020-11-03,9.04716
2020-11-04,7.41097
2020-11-05,9.43214
2020-11-06,8.03657
2020-11-07,6.35226
2020-11-08,6.97786
2020-11-09,10.49085
2020-11-10,11.74205
2020-11-11,11.26082
2020-11-12,12.84889
2020-11-13,8.75842
2020-11-14,6.88161
2020-11-15,7.02598
2020-11-16,10.34648
2020-11-17,10.97208
2020-11-18,12.99326
2020-11-19,10.39461
2020-11-20,10.15399
2020-11-21,7.8922
2020-11-22,9.1434
2020-11-23,11.88642
2020-11-24,10.92396
2020-11-25,10.97208
2020-11-26,10.73147
2020-11-27,31.18383
2020-11-28,11.64581
2020-11-29,11.69393
2020-11-30,15.59191
2020-12-01,18.33493
2020-12-02,16.6025
2020-12-03,12.99326
2020-12-04,15.11068
2020-12-05,8.75842
2020-12-06,10.00962
2020-12-07,13.9076
2020-12-08,14.72569
2020-12-09,19.97112
2020-12-10,16.36188
2020-12-11,13.18575
2020-12-12,9.52839
2020-12-13,9.72088
2020-12-14,17.17998
2020-12-15,19.97112
2020-12-16,14.91819
2020-12-17,18.04619
2020-12-18,12.6564
2020-12-19,10.10587
2020-12-20,10.05774
2020-12-21,16.50625
2020-12-22,18.62367
2020-12-23,20.5486
2020-12-24,19.58614
2020-12-25,24.87969
2020-12-26,16.21751
2020-12-27,17.90182
2020-12-28,27.47834
2020-12-29,27.23772
2020-12-30,23.48411
2020-12-31,21.46294
2021-01-01,11.2127
2021-01-02,12.27141
2021-01-03,17.27622
2021-01-04,17.8537
2021-01-05,16.74687
2021-01-06,15.49566
2021-01-07,16.31376
2021-01-08,16.02502
2021-01-09,11.30895
2021-01-10,13.57074
2021-01-11,16.16939
2021-01-12,17.51684
2021-01-13,19.20115
2021-01-14,18.86429
2021-01-15,50.86621
2021-01-16,27.52646
2021-01-17,38.45043
2021-01-18,77.8152
2021-01-19,82.67564
2021-01-20,91.96342
2021-01-21,88.64292
2021-01-22,76.37151
2021-01-23,40.18286
2021-01-24,40.95283
2021-01-25,76.41963
2021-01-26,67.56496
2021-01-27,64.87006
2021-01-28,52.40615
2021-01-29,40.56785
2021-01-30,23.05101
2021-01-31,22.28103
2021-02-01,36.71799
2021-02-02,33.87872
2021-02-03,34.21559
2021-02-04,32.91626
2021-02-05,30.17324
2021-02-06,21.02983
2021-02-07,23.72473
2021-02-08,35.2743
2021-02-09,35.85178
2021-02-10,28.10394
2021-02-11,16.74687
2021-02-12,15.88065
2021-02-13,19.39364
2021-02-14,24.30221
2021-02-15,37.72858
2021-02-16,35.75553
2021-02-17,35.2743
2021-02-18,29.2589
2021-02-19,31.80943
2021-02-20,21.60731
2021-02-21,24.59095
2021-02-22,30.02887
2021-02-23,26.75649
2021-02-24,30.55822
2021-02-25,30.89509
2021-02-26,24.15784
2021-02-27,16.02502
2021-02-28,37.72858
2021-03-01,30.84696
2021-03-02,29.01828
2021-03-03,24.59095
2021-03-04,24.15784
2021-03-05,21.55919
2021-03-06,17.03561
2021-03-07,21.84793
2021-03-08,22.85851
2021-03-09,23.2435
2021-03-10,29.64388
2021-03-11,25.02406
2021-03-12,21.7998
2021-03-13,11.79018
2021-03-14,15.7844
2021-03-15,20.11549
2021-03-16,23.19538
2021-03-17,18.14244
2021-03-18,15.88065
2021-03-19,13.85948
2021-03-20,10.87584
2021-03-21,12.94513
2021-03-22,20.40423
2021-03-23,19.39364
2021-03-24,22.04042
2021-03-25,20.11549
2021-03-26,15.39942
2021-03-27,12.27141
2021-03-28,13.47449
2021-03-29,16.36188
2021-03-30,14.62945
2021-03-31,13.66698
2021-04-01,11.54956
2021-04-02,11.35707
2021-04-03,8.85466
2021-04-04,10.25024
2021-04-05,11.98267
2021-04-06,13.81135
2021-04-07,10.92396
2021-04-08,11.79018
2021-04-09,9.9615
2021-04-10,6.68912
2021-04-11,7.8922
2021-04-12,8.66217
2021-04-13,10.82771
2021-04-14,11.54956
2021-04-15,11.45332
2021-04-16,9.62463
2021-04-17,8.08469
2021-04-18,7.31472
2021-04-19,11.06833
2021-04-20,9.48026
2021-04-21,10.34648
2021-04-22,9.52839
2021-04-23,8.46968
2021-04-24,6.30413
2021-04-25,8.08469
2021-04-26,8.66217
2021-04-27,12.31953
2021-04-28,10.34648
2021-04-29,9.91337
2021-04-30,7.74783
2021-05-01,8.99903
2021-05-02,8.66217
2021-05-03,15.39942
2021-05-04,12.03079
2021-05-05,8.95091
2021-05-06,12.80076
2021-05-07,11.26082
2021-05-08,6.25601
2021-05-09,7.69971
2021-05-10,13.37824
2021-05-11,18.38306
2021-05-12,15.49566
2021-05-13,13.76323
2021-05-14,11.45332
2021-05-15,8.27718
2021-05-16,13.85948
2021-05-17,13.9076
2021-05-18,14.43695
2021-05-19,9.1434
2021-05-20,13.66698
2021-05-21,13.18575
2021-05-22,7.69971
2021-05-23,9.28777
2021-05-24,14.24446
2021-05-25,15.44754
2021-05-26,13.85948
2021-05-27,18.28681
2021-05-28,13.81135
2021-05-29,7.36284
2021-05-30,10.5871
2021-05-31,13.85948
2021-06-01,10.44273
2021-06-02,10.05774
2021-06-03,10.44273
2021-06-04,10.20211
2021-06-05,5.77478
2021-06-06,6.25601
2021-06-07,9.67276
2021-06-08,10.97208
2021-06-09,9.86525
2021-06-10,8.03657
2021-06-11,7.17035
2021-06-12,6.11164
2021-06-13,7.12223
2021-06-14,7.94032
2021-06-15,11.02021
2021-06-16,9.33589
2021-06-17,8.37343
2021-06-18,8.99903
2021-06-19,6.15976
2021-06-20,5.48604
2021-06-21,8.75842
2021-06-22,8.27718
2021-06-23,9.67276
2021-06-24,9.52839
2021-06-25,9.81713
2021-06-26,6.01539
2021-06-27,6.20789
2021-06-28,11.06833
2021-06-29,9.52839
2021-06-30,8.46968
2021-07-01,7.74783
2021-07-02,8.18094
2021-07-03,6.06352
2021-07-04,6.97786
2021-07-05,10.20211
2021-07-06,8.5178
2021-07-07,8.85466
2021-07-08,6.4485
2021-07-09,6.01539
2021-07-10,4.95668
2021-07-11,5.05293
2021-07-12,7.94032
2021-07-13,7.84408
2021-07-14,7.60346
2021-07-15,6.4485
2021-07-16,6.68912
2021-07-17,4.90856
2021-07-18,5.63041
2021-07-19,6.06352
2021-07-20,6.92974
2021-07-21,7.02598
2021-07-22,6.97786
2021-07-23,6.68912
2021-07-24,4.18671
2021-07-25,5.67853
2021-07-26,7.50721
2021-07-27,10.63522
2021-07-28,9.62463
2021-07-29,8.99903
2021-07-30,8.90279
2021-07-31,5.14918
2021-08-01,6.30413
2021-08-02,9.48026
2021-08-03,9.19153
2021-08-04,7.60346
2021-08-05,10.29836
2021-08-06,8.71029
2021-08-07,6.73724
2021-08-08,6.78537
2021-08-09,10.73147
2021-08-10,8.90279
2021-08-11,9.28777
2021-08-12,9.52839
2021-08-13,9.19153
2021-08-14,8.90279
2021-08-15,7.41097
2021-08-16,7.12223
2021-08-17,11.02021
2021-08-18,11.40519
2021-08-19,9.81713
2021-08-20,9.28777
2021-08-21,7.12223
2021-08-22,6.73724
2021-08-23,11.2127
2021-08-24,13.18575
2021-08-25,12.84889
2021-08-26,10.20211
2021-08-27,8.85466
2021-08-28,6.68912
2021-08-29,7.36284
2021-08-30,10.53897
2021-08-31,12.56015
2021-09-01,11.74205
2021-09-02,8.99903
2021-09-03,8.46968
2021-09-04,7.12223
2021-09-05,7.60346
2021-09-06,9.52839
2021-09-07,9.19153
2021-09-08,11.16458
2021-09-09,11.69393
2021-09-10,7.65158
2021-09-11,6.49663
2021-09-12,7.21847
2021-09-13,7.94032
2021-09-14,8.37343
2021-09-15,7.8922
2021-09-16,9.1434
2021-09-17,8.27718
2021-09-18,5.67853
2021-09-19,6.49663
2021-09-20,14.38883
2021-09-21,9.33589
2021-09-22,14.00384
2021-09-23,18.4793
2021-09-24,14.58132
2021-09-25,8.71029
2021-09-26,11.02021
2021-09-27,14.10009
2021-09-28,13.9076
2021-09-29,14.77382
2021-09-30,14.67757
2021-10-01,11.26082
2021-10-02,8.22906
2021-10-03,8.95091
2021-10-04,8.56592
2021-10-05,15.01443
2021-10-06,13.282
2021-10-07,12.70452
2021-10-08,10.5871
2021-10-09,6.83349
2021-10-10,7.94032
2021-10-11,9.81713
2021-10-12,12.84889
2021-10-13,11.79018
2021-10-14,11.35707
2021-10-15,9.19153
2021-10-16,6.92974
2021-10-17,8.46968
2021-10-18,11.2127
2021-10-19,11.74205
2021-10-20,10.10587
2021-10-21,11.06833
2021-10-22,11.69393
2021-10-23,7.8922
2021-10-24,8.22906
2021-10-25,11.64581
2021-10-26,14.24446
2021-10-27,11.59769
2021-10-28,12.94513
2021-10-29,10.82771
2021-10-30,7.17035
2021-10-31,8.5178
2021-11-01,14.48508
2021-11-02,14.62945
2021-11-03,12.80076
2021-11-04,10.82771
2021-11-05,12.75264
2021-11-06,8.03657
2021-11-07,9.33589
2021-11-08,12.4639
2021-11-09,13.47449
2021-11-10,11.59769
2021-11-11,12.31953
2021-11-12,10.10587
2021-11-13,10.15399
2021-11-14,10.44273
2021-11-15,14.14821
2021-11-16,14.91819
2021-11-17,14.10009
2021-11-18,13.85948
2021-11-19,15.30317
2021-11-20,9.769
2021-11-21,10.68334
2021-11-22,16.65062
2021-11-23,13.37824
2021-11-24,12.60827
2021-11-25,16.69874
2021-11-26,14.19634
2021-11-27,8.13282
2021-11-28,9.81713
2021-11-29,13.47449
2021-11-30,13.61886
2021-12-01,13.47449
2021-12-02,12.60827
2021-12-03,12.94513
2021-12-04,8.46968
2021-12-05,11.16458
2021-12-06,16.84311
2021-12-07,15.25505
2021-12-08,15.73628
2021-12-09,29.06641
2021-12-10,16.50625
2021-12-11,10.73147
2021-12-12,16.65062
2021-12-13,20.98171
2021-12-14,19.34552
2021-12-15,17.13185
2021-12-16,15.68816
2021-12-17,14.38883
2021-12-18,8.95091
2021-12-19,12.12704
2021-12-20,22.56977
2021-12-21,20.83734
2021-12-22,17.51684
2021-12-23,18.71992
2021-12-24,19.44177
2021-12-25,12.41578
2021-12-26,15.92877
2021-12-27,25.50529
2021-12-28,24.92781
2021-12-29,26.03464
2021-12-30,27.62271
2021-12-31,23.53224
2022-01-01,11.98267
2022-01-02,12.6564
2022-01-03,15.68816
2022-01-04,24.73532
2022-01-05,34.07122
2022-01-06,15.30317
2022-01-07,15.54379
2022-01-08,12.22329
2022-01-09,14.5332
2022-01-10,20.06737
2022-01-11,16.45813
2022-01-12,17.2281
2022-01-13,20.5486
2022-01-14,18.81616
2022-01-15,26.13089
2022-01-16,22.13666
2022-01-17,51.63618
2022-01-18,65.06256
2022-01-19,58.08469
2022-01-20,66.26564
2022-01-21,62.94513
2022-01-22,29.06641
2022-01-23,31.47256
2022-01-24,69.97112
2022-01-25,66.65062
2022-01-26,58.99903
2022-01-27,52.16554
2022-01-28,37.7767
2022-01-29,25.36092
2022-01-30,18.04619
2022-01-31,20.74109
2022-02-01,25.89027
2022-02-02,25.1203
2022-02-03,42.15591
2022-02-04,35.2743
2022-02-05,26.32338
2022-02-06,26.51588
2022-02-07,38.20981
2022-02-08,44.27333
2022-02-09,35.65928
2022-02-10,37.29547
2022-02-11,31.52069
2022-02-12,20.83734
2022-02-13,20.40423
2022-02-14,29.01828
2022-02-15,34.26371
2022-02-16,30.5101
2022-02-17,31.1357
2022-02-18,30.79884
2022-02-19,17.70933
2022-02-20,19.87487
2022-02-21,33.97497
2022-02-22,31.85755
2022-02-23,31.61693
2022-02-24,29.16265
2022-02-25,28.39268
2022-02-26,22.76227
2022-02-27,18.14244
2022-02-28,26.85274
2022-03-01,18.62367
2022-03-02,21.70356
2022-03-03,18.86429
2022-03-04,16.69874
2022-03-05,12.03079
2022-03-06,11.06833
2022-03-07,14.05197
2022-03-08,13.76323
2022-03-09,9.33589
2022-03-10,16.41
2022-03-11,15.68816
2022-03-12,9.67276
2022-03-13,10.34648
2022-03-14,14.00384
2022-03-15,15.1588
2022-03-16,15.54379
2022-03-17,15.54379
2022-03-18,13.61886
2022-03-19,9.86525
2022-03-20,10.82771
2022-03-21,12.94513
2022-03-22,12.70452
2022-03-23,13.04138
2022-03-24,9.91337
2022-03-25,12.70452
2022-03-26,10.44273
2022-03-27,10.5871
2022-03-28,13.0895
2022-03-29,13.23387
2022-03-30,13.47449
2022-03-31,12.70452
2022-04-01,10.44273
2022-04-02,6.54475
2022-04-03,8.13282
2022-04-04,12.12704
2022-04-05,12.70452
2022-04-06,11.8383
2022-04-07,12.17516
2022-04-08,8.90279
2022-04-09,6.54475
2022-04-10,6.83349
2022-04-11,17.08373
2022-04-12,14.77382
2022-04-13,12.31953
2022-04-14,10.68334
2022-04-15,8.85466
2022-04-16,6.15976
2022-04-17,9.33589
2022-04-18,9.28777
2022-04-19,9.43214
2022-04-20,9.91337
