date,실비보험비교
2020-07-07,14.31334
2020-07-08,12.95938
2020-07-09,13.1528
2020-07-10,10.25145
2020-07-11,3.2882
2020-07-12,6.96324
2020-07-13,12.95938
2020-07-14,15.47388
2020-07-15,13.1528
2020-07-16,12.95938
2020-07-17,8.89748
2020-07-18,5.8027
2020-07-19,4.83558
2020-07-20,10.25145
2020-07-21,13.53965
2020-07-22,10.63829
2020-07-23,11.21856
2020-07-24,9.28433
2020-07-25,4.25531
2020-07-26,6.38297
2020-07-27,12.57253
2020-07-28,10.83172
2020-07-29,15.86073
2020-07-30,11.02514
2020-07-31,9.8646
2020-08-01,6.5764
2020-08-02,4.44874
2020-08-03,12.18568
2020-08-04,9.67117
2020-08-05,14.31334
2020-08-06,11.02514
2020-08-07,12.18568
2020-08-08,5.22243
2020-08-09,6.96324
2020-08-10,11.02514
2020-08-11,11.79883
2020-08-12,12.57253
2020-08-13,12.37911
2020-08-14,9.8646
2020-08-15,4.83558
2020-08-16,4.06189
2020-08-17,6.38297
2020-08-18,10.44487
2020-08-19,9.28433
2020-08-20,13.73307
2020-08-21,11.41199
2020-08-22,8.89748
2020-08-23,5.60928
2020-08-24,11.21856
2020-08-25,12.76595
2020-08-26,17.40812
2020-08-27,12.37911
2020-08-28,11.99226
2020-08-29,7.93036
2020-08-30,5.22243
2020-08-31,13.92649
2020-09-01,12.57253
2020-09-02,11.21856
2020-09-03,14.31334
2020-09-04,11.02514
2020-09-05,5.22243
2020-09-06,8.12379
2020-09-07,13.34622
2020-09-08,14.50676
2020-09-09,13.53965
2020-09-10,11.79883
2020-09-11,11.99226
2020-09-12,6.96324
2020-09-13,8.70406
2020-09-14,10.25145
2020-09-15,11.99226
2020-09-16,13.92649
2020-09-17,14.11992
2020-09-18,13.73307
2020-09-19,3.48162
2020-09-20,6.96324
2020-09-21,15.08704
2020-09-22,14.11992
2020-09-23,14.70019
2020-09-24,11.02514
2020-09-25,11.99226
2020-09-26,5.8027
2020-09-27,4.25531
2020-09-28,12.18568
2020-09-29,12.37911
2020-09-30,4.64216
2020-10-01,3.86847
2020-10-02,1.93423
2020-10-03,5.22243
2020-10-04,7.73694
2020-10-05,12.95938
2020-10-06,13.34622
2020-10-07,16.441
2020-10-08,11.02514
2020-10-09,7.35009
2020-10-10,3.86847
2020-10-11,6.5764
2020-10-12,11.21856
2020-10-13,15.86073
2020-10-14,13.1528
2020-10-15,13.34622
2020-10-16,11.41199
2020-10-17,3.2882
2020-10-18,4.83558
2020-10-19,10.83172
2020-10-20,11.02514
2020-10-21,13.92649
2020-10-22,14.70019
2020-10-23,13.53965
2020-10-24,6.18955
2020-10-25,5.02901
2020-10-26,12.37911
2020-10-27,10.63829
2020-10-28,13.53965
2020-10-29,12.95938
2020-10-30,9.0909
2020-10-31,3.09477
2020-11-01,4.44874
2020-11-02,14.89361
2020-11-03,11.21856
2020-11-04,12.57253
2020-11-05,9.67117
2020-11-06,11.02514
2020-11-07,3.2882
2020-11-08,3.48162
2020-11-09,12.76595
2020-11-10,17.60154
2020-11-11,11.99226
2020-11-12,20.30947
2020-11-13,15.86073
2020-11-14,4.64216
2020-11-15,5.60928
2020-11-16,12.37911
2020-11-17,15.47388
2020-11-18,14.31334
2020-11-19,14.11992
2020-11-20,9.67117
2020-11-21,5.22243
2020-11-22,3.86847
2020-11-23,14.89361
2020-11-24,16.63442
2020-11-25,9.67117
2020-11-26,10.83172
2020-11-27,11.21856
2020-11-28,6.18955
2020-11-29,3.67504
2020-11-30,13.73307
2020-12-01,14.70019
2020-12-02,12.37911
2020-12-03,17.60154
2020-12-04,12.18568
2020-12-05,9.47775
2020-12-06,6.96324
2020-12-07,12.18568
2020-12-08,17.60154
2020-12-09,15.28046
2020-12-10,15.47388
2020-12-11,11.02514
2020-12-12,5.99613
2020-12-13,7.35009
2020-12-14,13.1528
2020-12-15,16.82785
2020-12-16,17.02127
2020-12-17,18.56866
2020-12-18,19.14893
2020-12-19,3.86847
2020-12-20,6.38297
2020-12-21,14.89361
2020-12-22,15.47388
2020-12-23,17.79497
2020-12-24,12.57253
2020-12-25,5.8027
2020-12-26,5.02901
2020-12-27,8.31721
2020-12-28,22.43713
2020-12-29,22.05029
2020-12-30,19.14893
2020-12-31,15.47388
2021-01-01,9.0909
2021-01-02,4.83558
2021-01-03,5.02901
2021-01-04,10.25145
2021-01-05,15.28046
2021-01-06,15.66731
2021-01-07,14.50676
2021-01-08,13.1528
2021-01-09,4.25531
2021-01-10,3.86847
2021-01-11,13.73307
2021-01-12,19.92263
2021-01-13,16.24758
2021-01-14,12.37911
2021-01-15,17.2147
2021-01-16,3.86847
2021-01-17,5.22243
2021-01-18,16.24758
2021-01-19,18.76208
2021-01-20,14.31334
2021-01-21,16.441
2021-01-22,17.2147
2021-01-23,8.51063
2021-01-24,6.18955
2021-01-25,16.82785
2021-01-26,16.63442
2021-01-27,18.56866
2021-01-28,16.82785
2021-01-29,13.73307
2021-01-30,4.64216
2021-01-31,3.67504
2021-02-01,14.50676
2021-02-02,13.92649
2021-02-03,14.31334
2021-02-04,19.53578
2021-02-05,15.47388
2021-02-06,4.83558
2021-02-07,10.44487
2021-02-08,13.92649
2021-02-09,14.89361
2021-02-10,12.37911
2021-02-11,3.09477
2021-02-12,4.06189
2021-02-13,6.38297
2021-02-14,3.67504
2021-02-15,15.47388
2021-02-16,14.11992
2021-02-17,11.21856
2021-02-18,14.70019
2021-02-19,11.79883
2021-02-20,7.73694
2021-02-21,7.93036
2021-02-22,14.31334
2021-02-23,17.02127
2021-02-24,13.34622
2021-02-25,16.63442
2021-02-26,11.99226
2021-02-27,6.5764
2021-02-28,5.60928
2021-03-01,9.28433
2021-03-02,17.40812
2021-03-03,13.34622
2021-03-04,15.66731
2021-03-05,10.25145
2021-03-06,6.18955
2021-03-07,5.22243
2021-03-08,11.79883
2021-03-09,15.28046
2021-03-10,14.70019
2021-03-11,16.82785
2021-03-12,15.66731
2021-03-13,4.44874
2021-03-14,7.15667
2021-03-15,11.60541
2021-03-16,12.57253
2021-03-17,17.40812
2021-03-18,17.40812
2021-03-19,17.40812
2021-03-20,11.60541
2021-03-21,12.95938
2021-03-22,13.53965
2021-03-23,17.40812
2021-03-24,14.89361
2021-03-25,20.88974
2021-03-26,12.18568
2021-03-27,7.73694
2021-03-28,5.60928
2021-03-29,16.05415
2021-03-30,13.92649
2021-03-31,17.98839
2021-04-01,10.63829
2021-04-02,8.89748
2021-04-03,5.41586
2021-04-04,5.8027
2021-04-05,12.95938
2021-04-06,16.82785
2021-04-07,15.28046
2021-04-08,14.11992
2021-04-09,15.66731
2021-04-10,3.48162
2021-04-11,4.64216
2021-04-12,15.28046
2021-04-13,16.441
2021-04-14,15.28046
2021-04-15,16.441
2021-04-16,10.63829
2021-04-17,3.86847
2021-04-18,3.48162
2021-04-19,13.73307
2021-04-20,16.24758
2021-04-21,17.60154
2021-04-22,14.11992
2021-04-23,11.99226
2021-04-24,2.12765
2021-04-25,4.06189
2021-04-26,12.57253
2021-04-27,14.11992
2021-04-28,12.57253
2021-04-29,14.11992
2021-04-30,11.60541
2021-05-01,5.99613
2021-05-02,3.86847
2021-05-03,9.67117
2021-05-04,12.95938
2021-05-05,7.35009
2021-05-06,15.86073
2021-05-07,19.53578
2021-05-08,7.35009
2021-05-09,6.38297
2021-05-10,15.66731
2021-05-11,15.28046
2021-05-12,14.70019
2021-05-13,14.11992
2021-05-14,15.08704
2021-05-15,4.06189
2021-05-16,5.22243
2021-05-17,11.79883
2021-05-18,17.98839
2021-05-19,4.44874
2021-05-20,17.2147
2021-05-21,14.50676
2021-05-22,6.96324
2021-05-23,4.25531
2021-05-24,14.31334
2021-05-25,18.76208
2021-05-26,18.95551
2021-05-27,18.18181
2021-05-28,14.50676
2021-05-29,7.93036
2021-05-30,7.54352
2021-05-31,18.37524
2021-06-01,14.50676
2021-06-02,14.89361
2021-06-03,14.70019
2021-06-04,16.24758
2021-06-05,8.12379
2021-06-06,5.02901
2021-06-07,18.95551
2021-06-08,14.11992
2021-06-09,17.2147
2021-06-10,15.86073
2021-06-11,17.02127
2021-06-12,5.99613
2021-06-13,10.25145
2021-06-14,19.7292
2021-06-15,25.53191
2021-06-16,23.7911
2021-06-17,19.7292
2021-06-18,16.441
2021-06-19,8.31721
2021-06-20,13.53965
2021-06-21,26.11218
2021-06-22,31.33462
2021-06-23,40.42553
2021-06-24,36.9439
2021-06-25,40.2321
2021-06-26,12.37911
2021-06-27,14.31334
2021-06-28,51.6441
2021-06-29,59.76789
2021-06-30,100.0
2021-07-01,13.73307
2021-07-02,5.60928
2021-07-03,3.09477
2021-07-04,4.25531
2021-07-05,11.02514
2021-07-06,8.89748
2021-07-07,14.31334
2021-07-08,11.21856
2021-07-09,11.41199
2021-07-10,1.93423
2021-07-11,1.74081
2021-07-12,11.41199
2021-07-13,7.93036
2021-07-14,14.50676
2021-07-15,11.02514
2021-07-16,12.18568
2021-07-17,3.67504
2021-07-18,3.2882
2021-07-19,11.79883
2021-07-20,12.95938
2021-07-21,11.41199
2021-07-22,10.25145
2021-07-23,6.38297
2021-07-24,2.90135
2021-07-25,1.93423
2021-07-26,7.15667
2021-07-27,9.67117
2021-07-28,6.5764
2021-07-29,8.89748
2021-07-30,4.83558
2021-07-31,4.83558
2021-08-01,4.06189
2021-08-02,8.51063
2021-08-03,8.12379
2021-08-04,7.54352
2021-08-05,7.73694
2021-08-06,6.96324
2021-08-08,3.2882
2021-08-09,8.51063
2021-08-10,8.70406
2021-08-11,8.12379
2021-08-12,9.67117
2021-08-13,6.5764
2021-08-14,2.5145
2021-08-15,3.2882
2021-08-16,4.25531
2021-08-17,8.70406
2021-08-18,6.18955
2021-08-19,8.70406
2021-08-20,10.05802
2021-08-21,2.90135
2021-08-22,2.90135
2021-08-23,4.83558
2021-08-24,8.12379
2021-08-25,9.0909
2021-08-26,9.47775
2021-08-27,8.70406
2021-08-28,2.5145
2021-08-29,3.09477
2021-08-30,10.05802
2021-08-31,8.89748
2021-09-01,7.35009
2021-09-02,9.8646
2021-09-03,7.15667
2021-09-04,4.06189
2021-09-05,3.09477
2021-09-06,10.25145
2021-09-07,10.05802
2021-09-08,9.28433
2021-09-09,7.35009
2021-09-10,5.22243
2021-09-11,5.02901
2021-09-12,1.54738
2021-09-13,4.06189
2021-09-14,8.31721
2021-09-15,8.89748
2021-09-16,8.51063
2021-09-17,4.64216
2021-09-18,1.35396
2021-09-19,1.35396
2021-09-20,1.54738
2021-09-21,4.64216
2021-09-22,5.41586
2021-09-23,9.8646
2021-09-24,9.47775
2021-09-25,5.22243
2021-09-26,4.06189
2021-09-27,10.63829
2021-09-28,10.44487
2021-09-29,7.73694
2021-09-30,8.51063
2021-10-01,9.47775
2021-10-02,3.2882
2021-10-03,2.70793
2021-10-04,4.44874
2021-10-05,9.28433
2021-10-06,10.05802
2021-10-07,8.51063
2021-10-08,10.83172
2021-10-09,3.2882
2021-10-10,1.54738
2021-10-11,3.48162
2021-10-12,7.15667
2021-10-13,8.89748
2021-10-14,9.47775
2021-10-15,7.73694
2021-10-16,2.90135
2021-10-17,4.64216
2021-10-18,11.99226
2021-10-19,10.63829
2021-10-20,7.73694
2021-10-21,7.93036
2021-10-22,5.41586
2021-10-23,2.32108
2021-10-24,2.90135
2021-10-25,13.1528
2021-10-26,10.25145
2021-10-27,12.95938
2021-10-28,7.54352
2021-10-29,10.25145
2021-10-30,1.93423
2021-10-31,2.12765
2021-11-01,6.5764
2021-11-02,6.76982
2021-11-03,5.60928
2021-11-04,7.15667
2021-11-05,7.15667
2021-11-06,3.09477
2021-11-07,3.48162
2021-11-08,5.41586
2021-11-09,6.18955
2021-11-10,6.76982
2021-11-11,5.60928
2021-11-12,8.31721
2021-11-13,1.74081
2021-11-14,1.54738
2021-11-15,7.73694
2021-11-16,5.60928
2021-11-17,6.76982
2021-11-18,5.99613
2021-11-19,5.99613
2021-11-20,3.67504
2021-11-21,2.12765
2021-11-22,8.12379
2021-11-23,4.83558
2021-11-24,9.47775
2021-11-25,5.99613
2021-11-26,6.38297
2021-11-27,2.90135
2021-11-28,4.25531
2021-11-29,8.89748
2021-11-30,6.96324
2021-12-01,7.73694
2021-12-02,7.54352
2021-12-03,6.18955
2021-12-04,4.44874
2021-12-05,1.35396
2021-12-06,7.54352
2021-12-07,5.8027
2021-12-08,9.67117
2021-12-09,6.38297
2021-12-10,5.22243
2021-12-11,2.90135
2021-12-12,2.90135
2021-12-13,9.67117
2021-12-14,7.35009
2021-12-15,8.89748
2021-12-16,7.54352
2021-12-17,6.18955
2021-12-18,3.86847
2021-12-19,2.70793
2021-12-20,9.67117
2021-12-21,6.76982
2021-12-22,7.15667
2021-12-23,11.21856
2021-12-24,10.25145
2021-12-25,4.25531
2021-12-26,3.09477
2021-12-27,8.89748
2021-12-28,13.34622
2021-12-29,13.53965
2021-12-30,11.21856
2021-12-31,14.11992
2022-01-01,6.18955
2022-01-02,4.83558
2022-01-03,13.34622
2022-01-04,17.60154
2022-01-05,16.24758
2022-01-06,11.02514
2022-01-07,5.22243
2022-01-08,3.67504
2022-01-09,4.25531
2022-01-10,14.11992
2022-01-11,11.99226
2022-01-12,14.11992
2022-01-13,12.76595
2022-01-14,16.24758
2022-01-15,8.12379
2022-01-16,3.86847
2022-01-17,9.47775
2022-01-18,8.31721
2022-01-19,6.96324
2022-01-20,10.05802
2022-01-21,7.73694
2022-01-22,2.70793
2022-01-23,4.64216
2022-01-24,9.67117
2022-01-25,10.63829
2022-01-26,7.93036
2022-01-27,5.8027
2022-01-28,5.41586
2022-01-29,4.44874
2022-01-30,4.25531
2022-01-31,2.90135
2022-02-01,5.41586
2022-02-02,5.02901
2022-02-03,9.47775
2022-02-04,11.41199
2022-02-05,7.54352
2022-02-06,4.25531
2022-02-07,8.31721
2022-02-08,10.05802
2022-02-09,9.47775
2022-02-10,8.31721
2022-02-11,10.63829
2022-02-12,2.5145
2022-02-13,4.44874
2022-02-14,9.28433
2022-02-15,10.25145
2022-02-16,8.31721
2022-02-17,10.44487
2022-02-18,7.35009
2022-02-19,3.48162
2022-02-20,7.15667
2022-02-21,9.28433
2022-02-22,13.1528
2022-02-23,8.89748
2022-02-24,7.73694
2022-02-25,7.54352
2022-02-26,3.48162
2022-02-27,4.44874
2022-02-28,10.83172
2022-03-01,5.22243
2022-03-02,6.5764
2022-03-03,4.44874
2022-03-04,6.76982
2022-03-05,1.93423
2022-03-06,4.83558
2022-03-07,7.54352
2022-03-08,6.96324
2022-03-09,5.41586
2022-03-10,11.21856
2022-03-11,8.70406
2022-03-12,4.25531
2022-03-13,4.83558
2022-03-14,8.31721
2022-03-15,8.31721
2022-03-16,6.5764
2022-03-17,8.31721
2022-03-18,6.38297
2022-03-19,4.64216
2022-03-20,3.48162
2022-03-21,9.67117
2022-03-22,9.28433
2022-03-23,10.83172
2022-03-24,7.35009
2022-03-25,10.05802
2022-03-26,5.99613
2022-03-27,5.22243
2022-03-28,8.70406
2022-03-29,7.35009
2022-03-30,8.12379
2022-03-31,7.54352
2022-04-01,8.12379
2022-04-02,1.35396
2022-04-03,4.25531
2022-04-04,8.12379
2022-04-05,9.0909
2022-04-06,6.96324
2022-04-07,7.35009
2022-04-08,5.99613
2022-04-09,3.09477
2022-04-10,2.32108
2022-04-11,11.21856
2022-04-12,8.70406
2022-04-13,9.0909
2022-04-14,10.25145
2022-04-15,7.73694
2022-04-16,1.93423
2022-04-17,4.44874
2022-04-18,8.70406
2022-04-19,10.44487
2022-04-20,7.73694
2022-04-21,7.93036
2022-04-22,8.70406
2022-04-23,4.06189
2022-04-24,4.06189
2022-04-25,9.28433
2022-04-26,9.8646
2022-04-27,8.31721
2022-04-28,10.25145
2022-04-29,7.15667
2022-04-30,1.93423
2022-05-01,3.67504
2022-05-02,9.47775
2022-05-03,5.99613
2022-05-04,7.54352
2022-05-05,1.16054
2022-05-06,6.38297
2022-05-07,2.70793
2022-05-08,4.25531
2022-05-09,6.76982
2022-05-10,10.63829
2022-05-11,5.8027
2022-05-12,10.63829
2022-05-13,8.31721
2022-05-14,2.70793
2022-05-15,3.48162
2022-05-16,9.0909
2022-05-17,5.99613
2022-05-18,8.89748
2022-05-19,6.18955
2022-05-20,7.35009
2022-05-21,1.54738
2022-05-22,5.41586
2022-05-23,7.54352
2022-05-24,10.44487
2022-05-25,7.15667
2022-05-26,7.54352
2022-05-27,8.12379
2022-05-28,2.5145
2022-05-29,4.25531
2022-05-30,8.70406
2022-05-31,6.38297
2022-06-01,1.74081
2022-06-02,5.41586
2022-06-03,6.76982
2022-06-04,3.86847
2022-06-05,1.35396
2022-06-06,3.48162
2022-06-07,8.51063
2022-06-08,8.12379
2022-06-09,7.54352
2022-06-10,8.89748
2022-06-11,1.93423
2022-06-12,2.70793
2022-06-13,10.05802
2022-06-14,8.31721
2022-06-15,8.70406
2022-06-16,6.18955
2022-06-17,5.99613
2022-06-18,4.44874
2022-06-19,5.22243
2022-06-20,8.31721
2022-06-21,10.05802
2022-06-22,6.5764
2022-06-23,7.15667
2022-06-24,6.5764
2022-06-25,4.25531
2022-06-26,3.67504
2022-06-27,8.12379
2022-06-28,9.28433
2022-06-29,11.60541
2022-06-30,8.70406
2022-07-01,6.76982
2022-07-02,2.32108
2022-07-03,2.32108
2022-07-04,4.83558
2022-07-05,9.47775
2022-07-06,9.67117
2022-07-07,9.28433
2022-07-08,8.12379
2022-07-09,5.22243
2022-07-10,2.32108
2022-07-11,9.0909
2022-07-12,8.70406
2022-07-13,9.67117
2022-07-14,7.15667
2022-07-15,7.73694
2022-07-16,2.5145
2022-07-17,2.12765
2022-07-18,9.47775
2022-07-19,5.8027
2022-07-20,8.31721
2022-07-21,8.70406
2022-07-22,6.18955
2022-07-23,4.25531
2022-07-24,3.67504
2022-07-25,10.83172
2022-07-26,8.12379
2022-07-27,8.31721
2022-07-28,7.15667
2022-07-29,6.5764
2022-07-30,3.2882
2022-07-31,3.2882
2022-08-01,6.96324
2022-08-02,5.8027
2022-08-03,11.60541
2022-08-04,5.41586
2022-08-05,5.22243
2022-08-06,4.06189
2022-08-07,3.67504
2022-08-08,7.93036
2022-08-09,7.35009
2022-08-10,7.15667
2022-08-11,7.54352
2022-08-12,4.44874
2022-08-13,3.2882
2022-08-14,2.90135
2022-08-15,2.5145
2022-08-16,7.35009
2022-08-17,8.51063
2022-08-18,7.73694
2022-08-19,8.12379
2022-08-20,2.90135
2022-08-21,1.35396
2022-08-22,13.1528
2022-08-23,9.28433
2022-08-24,6.5764
2022-08-25,10.44487
2022-08-26,7.15667
2022-08-27,4.25531
2022-08-28,1.93423
2022-08-29,12.57253
2022-08-30,8.70406
2022-08-31,5.41586
2022-09-01,7.54352
2022-09-02,9.47775
2022-09-03,3.48162
2022-09-04,4.06189
2022-09-05,5.41586
2022-09-06,8.31721
2022-09-07,9.28433
2022-09-08,4.83558
2022-09-09,1.74081
2022-09-10,2.12765
2022-09-11,2.70793
2022-09-12,3.86847
2022-09-13,10.63829
2022-09-14,9.28433
2022-09-15,10.05802
2022-09-16,9.28433
2022-09-17,4.83558
2022-09-18,7.15667
2022-09-19,7.35009
2022-09-20,8.89748
2022-09-21,6.96324
2022-09-22,7.15667
2022-09-23,6.96324
2022-09-24,4.25531
2022-09-25,2.32108
2022-09-26,9.67117
2022-09-27,6.5764
2022-09-28,9.0909
2022-09-29,8.70406
2022-09-30,8.31721
2022-10-01,2.32108
2022-10-02,1.54738
2022-10-03,4.25531
2022-10-04,9.8646
2022-10-05,6.38297
2022-10-06,7.73694
2022-10-07,8.12379
2022-10-08,2.12765
2022-10-09,1.93423
2022-10-10,2.32108
2022-10-11,8.12379
2022-10-12,8.12379
2022-10-13,9.47775
2022-10-14,6.18955
2022-10-15,2.32108
2022-10-16,3.48162
2022-10-17,9.0909
2022-10-18,10.05802
2022-10-19,8.31721
2022-10-20,8.51063
2022-10-21,9.47775
2022-10-22,2.90135
2022-10-23,3.09477
2022-10-24,14.31334
2022-10-25,11.02514
2022-10-26,9.47775
2022-10-27,7.93036
2022-10-28,7.73694
2022-10-29,4.25531
2022-10-30,2.90135
2022-10-31,12.95938
2022-11-01,7.93036
2022-11-02,11.21856
2022-11-03,12.18568
2022-11-04,9.28433
2022-11-05,2.90135
2022-11-06,3.48162
2022-11-07,11.21856
2022-11-08,8.51063
2022-11-09,8.89748
2022-11-10,9.67117
2022-11-11,7.93036
2022-11-12,3.86847
2022-11-13,4.44874
2022-11-14,7.54352
2022-11-15,11.79883
2022-11-16,8.51063
2022-11-17,4.25531
2022-11-18,8.12379
2022-11-19,3.67504
2022-11-20,2.12765
2022-11-21,11.02514
2022-11-22,8.89748
2022-11-23,6.5764
2022-11-24,6.18955
2022-11-25,7.54352
2022-11-26,2.70793
2022-11-27,3.67504
2022-11-28,9.0909
2022-11-29,7.15667
2022-11-30,7.15667
2022-12-01,10.63829
2022-12-02,6.38297
2022-12-03,3.48162
2022-12-04,5.8027
2022-12-05,9.8646
2022-12-06,5.60928
2022-12-07,6.5764
2022-12-08,8.51063
2022-12-09,9.28433
2022-12-10,4.44874
2022-12-11,1.74081
2022-12-12,11.99226
2022-12-13,12.57253
2022-12-14,9.28433
2022-12-15,7.93036
2022-12-16,5.8027
2022-12-17,2.70793
2022-12-18,4.64216
2022-12-19,14.31334
2022-12-20,23.40425
2022-12-21,9.0909
2022-12-22,8.51063
2022-12-23,11.79883
2022-12-24,2.32108
2022-12-25,2.5145
2022-12-26,11.79883
2022-12-27,11.79883
2022-12-28,9.47775
2022-12-29,11.60541
2022-12-30,7.93036
2022-12-31,5.41586
2023-01-01,5.8027
2023-01-02,8.89748
2023-01-03,10.05802
2023-01-04,8.31721
2023-01-05,6.96324
2023-01-06,8.12379
2023-01-07,5.02901
2023-01-08,5.41586
2023-01-09,9.28433
2023-01-10,8.12379
2023-01-11,11.21856
2023-01-12,10.05802
2023-01-13,9.47775
2023-01-14,5.22243
2023-01-15,4.44874
2023-01-16,9.67117
2023-01-17,11.60541
2023-01-18,11.21856
2023-01-19,8.70406
2023-01-20,8.51063
2023-01-21,1.93423
2023-01-22,5.8027
2023-01-23,8.12379
2023-01-24,7.35009
2023-01-25,14.11992
2023-01-26,12.76595
2023-01-27,10.44487
2023-01-28,6.96324
2023-01-29,3.2882
2023-01-30,12.18568
2023-01-31,13.92649
2023-02-01,12.37911
2023-02-02,9.67117
2023-02-03,6.38297
2023-02-04,5.02901
2023-02-05,5.02901
2023-02-06,11.60541
2023-02-07,12.18568
2023-02-08,11.60541
2023-02-09,8.51063
2023-02-10,12.57253
2023-02-11,4.64216
2023-02-12,4.06189
2023-02-13,8.70406
2023-02-14,10.05802
2023-02-15,9.67117
2023-02-16,10.05802
2023-02-17,9.0909
2023-02-18,2.32108
2023-02-19,5.8027
2023-02-20,8.51063
2023-02-21,12.18568
2023-02-22,10.44487
2023-02-23,12.18568
2023-02-24,7.73694
2023-02-25,4.44874
2023-02-26,4.25531
2023-02-27,10.44487
2023-02-28,9.0909
2023-03-01,5.22243
2023-03-02,9.67117
2023-03-03,8.70406
2023-03-04,6.18955
2023-03-05,5.60928
2023-03-06,7.93036
2023-03-07,9.47775
2023-03-08,12.57253
2023-03-09,9.0909
2023-03-10,9.67117
2023-03-11,4.25531
2023-03-12,3.86847
2023-03-13,10.05802
2023-03-14,8.51063
2023-03-15,6.5764
2023-03-16,11.60541
2023-03-17,5.99613
2023-03-18,4.64216
2023-03-19,2.12765
2023-03-20,8.89748
2023-03-21,11.02514
2023-03-22,7.93036
2023-03-23,9.0909
2023-03-24,9.8646
2023-03-25,2.32108
2023-03-26,6.38297
2023-03-27,9.47775
2023-03-28,10.25145
2023-03-29,9.28433
2023-03-30,10.63829
2023-03-31,9.28433
2023-04-01,2.32108
2023-04-02,1.74081
2023-04-03,7.35009
2023-04-04,8.70406
2023-04-05,7.54352
2023-04-06,5.8027
2023-04-07,7.15667
2023-04-08,3.67504
2023-04-09,2.32108
2023-04-10,8.12379
2023-04-11,9.0909
2023-04-12,9.28433
2023-04-13,9.28433
2023-04-14,5.41586
2023-04-15,3.2882
2023-04-16,3.86847
2023-04-17,10.63829
2023-04-18,6.5764
2023-04-19,9.0909
2023-04-20,8.70406
2023-04-21,8.89748
2023-04-22,2.90135
2023-04-23,3.67504
2023-04-24,10.05802
2023-04-25,10.05802
2023-04-26,8.70406
2023-04-27,6.38297
2023-04-28,9.8646
2023-04-29,3.2882
2023-04-30,3.67504
2023-05-01,5.99613
2023-05-02,8.89748
2023-05-03,7.15667
2023-05-04,6.5764
2023-05-05,4.44874
2023-05-06,3.48162
2023-05-07,2.90135
2023-05-08,7.93036
2023-05-09,7.54352
2023-05-10,9.47775
2023-05-11,12.18568
2023-05-12,8.31721
2023-05-13,2.90135
2023-05-14,6.5764
2023-05-15,9.28433
2023-05-16,10.44487
2023-05-17,5.99613
2023-05-18,9.47775
2023-05-19,10.25145
2023-05-20,3.09477
2023-05-21,2.12765
2023-05-22,8.89748
2023-05-23,7.93036
2023-05-24,10.63829
2023-05-25,9.47775
2023-05-26,6.96324
2023-05-27,1.74081
2023-05-28,3.48162
2023-05-29,7.15667
