date,오늘의주식시세
2020-09-09,53.96286
2020-09-10,49.07155
2020-09-11,50.8605
2020-09-12,6.61231
2020-09-13,2.53623
2020-09-14,42.43659
2020-09-15,48.30163
2020-09-16,47.25996
2020-09-17,51.7663
2020-09-18,47.19202
2020-09-19,5.77445
2020-09-20,2.60416
2020-09-21,48.98097
2020-09-22,58.44655
2020-09-23,56.52173
2020-09-24,61.09601
2020-09-25,52.12862
2020-09-26,6.95199
2020-09-27,3.64583
2020-09-28,41.68931
2020-09-29,40.39855
2020-09-30,6.97463
2020-10-01,5.84239
2020-10-02,7.20108
2020-10-03,6.31793
2020-10-04,3.55525
2020-10-05,40.625
2020-10-06,41.66666
2020-10-07,42.75362
2020-10-08,41.44021
2020-10-09,9.85054
2020-10-10,4.71014
2020-10-11,2.37771
2020-10-12,38.51902
2020-10-13,42.86684
2020-10-14,44.18025
2020-10-15,50.4076
2020-10-16,47.16938
2020-10-17,6.04619
2020-10-18,2.28713
2020-10-19,42.93478
2020-10-20,45.44836
2020-10-21,46.39945
2020-10-22,40.91938
2020-10-23,37.27355
2020-10-24,5.02717
2020-10-25,2.71739
2020-10-26,39.10778
2020-10-27,37.61322
2020-10-28,34.60144
2020-10-29,37.95289
2020-10-30,41.23641
2020-10-31,5.72916
2020-11-01,2.71739
2020-11-02,33.37862
2020-11-03,33.12952
2020-11-04,35.59782
2020-11-05,36.70742
2020-11-06,38.76811
2020-11-07,5.36684
2020-11-08,2.76268
2020-11-09,36.77536
2020-11-10,43.27445
2020-11-11,40.53442
2020-11-12,40.14945
2020-11-13,39.13043
2020-11-14,5.27626
2020-11-15,2.78532
2020-11-16,38.38315
2020-11-17,40.39855
2020-11-18,38.29257
2020-11-19,38.04347
2020-11-20,31.97463
2020-11-21,4.75543
2020-11-22,2.6721
2020-11-23,35.07699
2020-11-24,38.04347
2020-11-25,42.68568
2020-11-26,40.08152
2020-11-27,34.01268
2020-11-28,5.48007
2020-11-29,3.23822
2020-11-30,37.83967
2020-12-01,38.94927
2020-12-02,38.31521
2020-12-03,45.01811
2020-12-04,37.31884
2020-12-05,6.04619
2020-12-06,3.125
2020-12-07,41.68931
2020-12-08,47.25996
2020-12-09,43.20652
2020-12-10,43.86322
2020-12-11,40.76086
2020-12-12,6.29528
2020-12-13,2.85326
2020-12-14,39.923
2020-12-15,39.96829
2020-12-16,36.36775
2020-12-17,39.62862
2020-12-18,38.33786
2020-12-19,6.09148
2020-12-20,3.21557
2020-12-21,37.22826
2020-12-22,44.81431
2020-12-23,42.66304
2020-12-24,34.82789
2020-12-25,6.58967
2020-12-26,3.66847
2020-12-27,2.8759
2020-12-28,37.61322
2020-12-29,38.40579
2020-12-30,41.84782
2020-12-31,16.12318
2021-01-01,3.66847
2021-01-02,3.62318
2021-01-03,2.8759
2021-01-04,50.38496
2021-01-05,53.125
2021-01-06,60.4846
2021-01-07,56.36322
2021-01-08,59.96376
2021-01-09,8.96739
2021-01-10,4.64221
2021-01-11,74.7509
2021-01-12,79.03079
2021-01-13,73.4375
2021-01-14,67.07427
2021-01-15,68.16123
2021-01-16,9.51086
2021-01-17,4.52898
2021-01-18,77.37771
2021-01-19,70.58423
2021-01-20,64.53804
2021-01-21,61.61684
2021-01-22,62.38677
2021-01-23,9.1259
2021-01-24,4.75543
2021-01-25,60.71105
2021-01-26,69.8596
2021-01-27,68.81793
2021-01-28,77.37771
2021-01-29,88.02083
2021-01-30,12.54528
2021-01-31,5.70652
2021-02-01,72.2826
2021-02-02,68.54619
2021-02-03,67.68568
2021-02-04,66.10054
2021-02-05,64.58333
2021-02-06,8.99003
2021-02-07,5.41213
2021-02-08,63.8134
2021-02-09,57.94836
2021-02-10,50.70199
2021-02-11,8.96739
2021-02-12,6.04619
2021-02-13,5.52536
2021-02-14,5.02717
2021-02-15,54.37047
2021-02-16,57.99365
2021-02-17,62.43206
2021-02-18,64.7192
2021-02-19,63.79076
2021-02-20,8.53713
2021-02-21,4.75543
2021-02-22,60.05434
2021-02-23,62.09239
2021-02-24,73.6413
2021-02-25,66.71195
2021-02-26,74.95471
2021-02-27,10.32608
2021-02-28,6.38586
2021-03-01,10.96014
2021-03-02,59.21648
2021-03-03,56.15942
2021-03-04,59.75996
2021-03-05,59.23913
2021-03-06,9.44293
2021-03-07,5.29891
2021-03-08,56.58967
2021-03-09,66.10054
2021-03-10,64.01721
2021-03-11,59.44293
2021-03-12,53.69112
2021-03-13,8.26539
2021-03-14,4.41576
2021-03-15,52.78532
2021-03-16,52.74003
2021-03-17,53.05706
2021-03-18,52.8759
2021-03-19,52.53623
2021-03-20,7.63134
2021-03-21,4.18931
2021-03-22,48.02989
2021-03-23,49.81884
2021-03-24,48.09782
2021-03-25,49.16213
2021-03-26,44.4067
2021-03-27,7.83514
2021-03-28,4.48369
2021-03-29,46.39945
2021-03-30,45.7201
2021-03-31,45.58423
2021-04-01,45.10869
2021-04-02,45.0634
2021-04-03,7.63134
2021-04-04,4.64221
2021-04-05,44.18025
2021-04-06,47.30525
2021-04-07,45.26721
2021-04-08,42.98007
2021-04-09,39.44746
2021-04-10,6.0009
2021-04-11,3.9855
2021-04-12,41.16847
2021-04-13,43.25181
2021-04-14,44.02173
2021-04-15,43.9538
2021-04-16,40.44384
2021-04-17,6.6576
2021-04-18,3.94021
2021-04-19,41.59873
2021-04-20,43.00271
2021-04-21,50.11322
2021-04-22,43.07065
2021-04-23,43.56884
2021-04-24,6.61231
2021-04-25,3.37409
2021-04-26,38.20199
2021-04-27,40.42119
2021-04-28,43.16123
2021-04-29,43.65942
2021-04-30,42.52717
2021-05-01,5.95561
2021-05-02,2.60416
2021-05-03,39.69655
2021-05-04,39.37952
2021-05-05,9.30706
2021-05-06,40.89673
2021-05-07,39.65126
2021-05-08,5.38949
2021-05-09,3.73641
2021-05-10,40.48913
2021-05-11,49.68297
2021-05-12,49.59239
2021-05-13,52.6721
2021-05-14,44.79166
2021-05-15,5.95561
2021-05-16,3.60054
2021-05-17,42.91213
2021-05-18,40.05887
2021-05-19,10.12228
2021-05-20,40.96467
2021-05-21,41.84782
2021-05-22,5.50271
2021-05-23,3.55525
2021-05-24,41.68931
2021-05-25,39.69655
2021-05-26,39.56068
2021-05-27,41.12318
2021-05-28,37.97554
2021-05-29,5.7971
2021-05-30,3.21557
2021-05-31,36.23188
2021-06-01,38.22463
2021-06-02,39.69655
2021-06-03,40.94202
2021-06-04,40.26268
2021-06-05,6.86141
2021-06-06,3.17028
2021-06-07,43.27445
2021-06-08,43.77264
2021-06-09,42.23278
2021-06-10,42.79891
2021-06-11,39.13043
2021-06-12,5.48007
2021-06-13,3.46467
2021-06-14,40.94202
2021-06-15,40.57971
2021-06-16,39.69655
2021-06-17,43.2971
2021-06-18,41.12318
2021-06-19,6.36322
2021-06-20,2.92119
2021-06-21,43.09329
2021-06-22,41.25905
2021-06-23,40.24003
2021-06-24,42.68568
2021-06-25,39.78713
2021-06-26,6.38586
2021-06-27,3.17028
2021-06-28,39.0625
2021-06-29,37.06974
2021-06-30,42.61775
2021-07-01,38.74547
2021-07-02,36.93387
2021-07-03,4.98188
2021-07-04,3.23822
2021-07-05,36.73007
2021-07-06,36.02807
2021-07-07,37.72644
2021-07-08,42.61775
2021-07-09,48.02989
2021-07-10,6.49909
2021-07-11,3.39673
2021-07-12,37.38677
2021-07-13,35.77898
2021-07-14,40.12681
2021-07-15,36.798
2021-07-16,37.45471
2021-07-17,5.07246
2021-07-18,2.64945
2021-07-19,36.97916
2021-07-20,39.56068
2021-07-21,39.44746
2021-07-22,39.51539
2021-07-23,37.43206
2021-07-24,4.57427
2021-07-25,2.83061
2021-07-26,35.50724
2021-07-27,35.59782
2021-07-28,37.97554
2021-07-29,36.1413
2021-07-30,34.5788
2021-07-31,5.29891
2021-08-01,2.2192
2021-08-02,33.08423
2021-08-03,37.7038
2021-08-04,38.51902
2021-08-05,38.94927
2021-08-06,39.08514
2021-08-07,5.84239
2021-08-08,2.40036
2021-08-09,36.84329
2021-08-10,41.00996
2021-08-11,40.46648
2021-08-12,39.03985
2021-08-13,45.40307
2021-08-14,6.49909
2021-08-15,2.55887
2021-08-16,10.9375
2021-08-17,41.77989
2021-08-18,41.00996
2021-08-19,44.45199
2021-08-20,49.16213
2021-08-21,5.84239
2021-08-22,3.37409
2021-08-23,40.24003
2021-08-24,41.82518
2021-08-25,42.73097
2021-08-26,40.78351
2021-08-27,37.13768
2021-08-28,6.63496
2021-08-29,2.85326
2021-08-30,35.28079
2021-08-31,40.33061
2021-09-01,41.2817
2021-09-02,41.16847
2021-09-03,37.13768
2021-09-04,6.36322
2021-09-05,3.01177
2021-09-06,36.29981
2021-09-07,36.23188
2021-09-08,38.54166
2021-09-09,39.17572
2021-09-10,39.35688
2021-09-11,6.27264
2021-09-12,2.80797
2021-09-13,36.36775
2021-09-14,37.47735
2021-09-15,35.91485
2021-09-16,37.29619
2021-09-17,36.3451
2021-09-18,5.32155
2021-09-19,2.40036
2021-09-20,3.35144
2021-09-21,5.88768
2021-09-22,7.72192
2021-09-23,42.5951
2021-09-24,37.61322
2021-09-25,6.0009
2021-09-26,2.78532
2021-09-27,33.35597
2021-09-28,40.1721
2021-09-29,47.50905
2021-09-30,41.19112
2021-10-01,41.50815
2021-10-02,5.97826
2021-10-03,2.69474
2021-10-04,11.84329
2021-10-05,49.38858
2021-10-06,52.49094
2021-10-07,48.95833
2021-10-08,46.08242
2021-10-09,7.1105
2021-10-10,2.8759
2021-10-11,9.80525
2021-10-12,45.69746
2021-10-13,44.70108
2021-10-14,40.33061
2021-10-15,42.66304
2021-10-16,6.0009
2021-10-17,2.78532
2021-10-18,41.89311
2021-10-19,39.90036
2021-10-20,39.58333
2021-10-21,38.02083
2021-10-22,37.88496
2021-10-23,5.00452
2021-10-24,1.9701
2021-10-25,34.7826
2021-10-26,36.18659
2021-10-27,40.73822
2021-10-28,40.53442
2021-10-29,40.71557
2021-10-30,5.59329
2021-10-31,2.60416
2021-11-01,35.75634
2021-11-02,38.58695
2021-11-03,40.19474
2021-11-04,40.89673
2021-11-05,38.47373
2021-11-06,5.04981
2021-11-07,2.12862
2021-11-08,36.63949
2021-11-09,37.09239
2021-11-10,39.31159
2021-11-11,38.65489
2021-11-12,34.51086
2021-11-13,5.95561
2021-11-14,3.28351
2021-11-15,34.14855
2021-11-16,36.798
2021-11-17,34.85054
2021-11-18,40.73822
2021-11-19,33.37862
2021-11-20,5.25362
2021-11-21,2.15126
2021-11-22,35.66576
2021-11-23,37.95289
2021-11-24,37.13768
2021-11-25,37.99818
2021-11-26,36.54891
2021-11-27,6.11413
2021-11-28,2.92119
2021-11-29,40.28532
2021-11-30,50.72463
2021-12-01,44.58786
2021-12-02,45.19927
2021-12-03,45.19927
2021-12-04,6.31793
2021-12-05,2.40036
2021-12-06,42.54981
2021-12-07,41.07789
2021-12-08,40.91938
2021-12-09,39.62862
2021-12-10,40.1721
2021-12-11,6.22735
2021-12-12,2.53623
2021-12-13,37.79438
2021-12-14,41.57608
2021-12-15,39.76449
2021-12-16,40.69293
2021-12-17,40.64764
2021-12-18,5.84239
2021-12-19,3.17028
2021-12-20,41.30434
2021-12-21,40.39855
2021-12-22,37.34148
2021-12-23,38.63224
2021-12-24,34.23913
2021-12-25,4.57427
2021-12-26,2.26449
2021-12-27,36.32246
2021-12-28,36.88858
2021-12-29,35.9375
2021-12-30,36.16394
2021-12-31,16.66666
2022-01-01,3.14764
2022-01-02,1.7663
2022-01-03,37.9076
2022-01-04,37.93025
2022-01-05,40.3759
2022-01-06,42.36865
2022-01-07,39.13043
2022-01-08,6.25
2022-01-09,4.16666
2022-01-10,35.89221
2022-01-11,38.29257
2022-01-12,39.58333
2022-01-13,37.09239
2022-01-14,35.14492
2022-01-15,5.41213
2022-01-16,2.60416
2022-01-17,32.90307
2022-01-18,39.76449
2022-01-19,38.49637
2022-01-20,38.99456
2022-01-21,36.68478
2022-01-22,6.4538
2022-01-23,2.62681
2022-01-24,38.3605
2022-01-25,49.97735
2022-01-26,48.89039
2022-01-27,59.98641
2022-01-28,48.6413
2022-01-29,6.88405
2022-01-30,2.49094
2022-01-31,3.26086
2022-02-01,4.71014
2022-02-02,6.61231
2022-02-03,46.92028
2022-02-04,42.14221
2022-02-05,7.06521
2022-02-06,3.03442
2022-02-07,43.70471
2022-02-08,42.66304
2022-02-09,43.02536
2022-02-10,41.66666
2022-02-11,42.82155
2022-02-12,7.01992
2022-02-13,2.6721
2022-02-14,46.33152
2022-02-15,44.22554
2022-02-16,41.66666
2022-02-17,45.74275
2022-02-18,41.68931
2022-02-19,7.3596
2022-02-20,2.80797
2022-02-21,41.10054
2022-02-22,44.67844
2022-02-23,43.86322
2022-02-24,50.13586
2022-02-25,48.05253
2022-02-26,8.37862
2022-02-27,3.37409
2022-02-28,40.14945
2022-03-01,10.91485
2022-03-02,39.40217
2022-03-03,38.1567
2022-03-04,42.79891
2022-03-05,6.43115
2022-03-06,2.85326
2022-03-07,42.11956
2022-03-08,45.01811
2022-03-09,13.24728
2022-03-10,42.34601
2022-03-11,43.048
2022-03-12,7.3596
2022-03-13,3.96286
2022-03-14,41.05525
2022-03-15,42.70833
2022-03-16,38.42844
2022-03-17,42.8442
2022-03-18,43.20652
2022-03-19,7.69927
2022-03-20,3.55525
2022-03-21,42.11956
2022-03-22,41.7346
2022-03-23,40.33061
2022-03-24,42.86684
2022-03-25,40.87409
2022-03-26,6.22735
2022-03-27,3.03442
2022-03-28,37.65851
2022-03-29,38.94927
2022-03-30,39.85507
2022-03-31,39.69655
2022-04-01,38.99456
2022-04-02,6.88405
2022-04-03,3.10235
2022-04-04,34.48822
2022-04-05,38.13405
2022-04-06,38.8134
2022-04-07,39.53804
2022-04-08,38.02083
2022-04-09,6.63496
2022-04-10,2.44565
2022-04-11,36.18659
2022-04-12,39.24365
2022-04-13,41.05525
2022-04-14,39.24365
2022-04-15,36.16394
2022-04-16,4.80072
2022-04-17,3.19293
2022-04-18,37.18297
2022-04-19,35.9375
2022-04-20,36.63949
2022-04-21,35.73369
2022-04-22,36.5942
2022-04-23,6.49909
2022-04-24,2.6721
2022-04-25,38.49637
2022-04-26,39.53804
2022-04-27,39.923
2022-04-28,40.1721
2022-04-29,37.68115
2022-04-30,7.51811
2022-05-01,2.58152
2022-05-02,34.44293
2022-05-03,36.11865
2022-05-04,34.5788
2022-05-05,11.07336
2022-05-06,36.70742
2022-05-07,6.34057
2022-05-08,2.35507
2022-05-09,37.13768
2022-05-10,41.82518
2022-05-11,41.23641
2022-05-12,43.56884
2022-05-13,41.53079
2022-05-14,7.22373
2022-05-15,3.19293
2022-05-16,37.9076
2022-05-17,37.27355
2022-05-18,38.13405
2022-05-19,41.46286
2022-05-20,40.30797
2022-05-21,6.68025
2022-05-22,3.23822
2022-05-23,34.96376
2022-05-24,40.55706
2022-05-25,38.06612
2022-05-26,39.49275
2022-05-27,36.20923
2022-05-28,6.04619
2022-05-29,2.46829
2022-05-30,32.83514
2022-05-31,35.12228
2022-06-01,10.57518
2022-06-02,35.2355
2022-06-03,32.38224
2022-06-04,5.11775
2022-06-05,2.15126
2022-06-06,5.7971
2022-06-07,34.39764
2022-06-08,35.59782
2022-06-09,34.35235
2022-06-10,34.08061
2022-06-11,7.01992
2022-06-12,2.28713
2022-06-13,48.41485
2022-06-14,51.60778
2022-06-15,46.73913
2022-06-16,47.30525
2022-06-17,44.13496
2022-06-18,7.42753
2022-06-19,2.8759
2022-06-20,43.54619
2022-06-21,41.62137
2022-06-22,43.16123
2022-06-23,44.13496
2022-06-24,40.78351
2022-06-25,6.40851
2022-06-26,3.10235
2022-06-27,38.58695
2022-06-28,39.0625
2022-06-29,37.45471
2022-06-30,36.61684
2022-07-01,41.96105
2022-07-02,7.15579
2022-07-03,2.60416
2022-07-04,36.66213
2022-07-05,38.08876
2022-07-06,41.59873
2022-07-07,38.58695
2022-07-08,36.48097
2022-07-09,6.38586
2022-07-10,2.423
2022-07-11,33.80887
2022-07-12,35.32608
2022-07-13,36.20923
2022-07-14,37.95289
2022-07-15,37.54528
2022-07-16,6.40851
2022-07-17,2.49094
2022-07-18,31.31793
2022-07-19,36.25452
2022-07-20,34.69202
2022-07-21,34.375
2022-07-22,34.46557
2022-07-23,5.61594
2022-07-24,2.26449
2022-07-25,30.66123
2022-07-26,31.6576
2022-07-27,32.15579
2022-07-28,35.57518
2022-07-29,33.69565
2022-07-30,5.548
2022-07-31,2.35507
2022-08-01,28.89492
2022-08-02,30.63858
2022-08-03,31.79347
2022-08-04,28.89492
2022-08-05,29.84601
2022-08-06,5.84239
2022-08-07,2.53623
2022-08-08,28.37409
2022-08-09,31.38586
2022-08-10,30.29891
2022-08-11,30.11775
2022-08-12,30.23097
2022-08-13,5.3442
2022-08-14,2.46829
2022-08-15,5.70652
2022-08-16,29.73278
2022-08-17,29.46105
2022-08-18,29.75543
2022-08-19,28.75905
2022-08-20,5.70652
2022-08-21,1.65307
2022-08-22,28.17028
2022-08-23,29.59692
2022-08-24,29.80072
2022-08-25,28.3288
2022-08-26,26.51721
2022-08-27,5.45742
2022-08-28,1.83423
2022-08-29,32.24637
2022-08-30,29.84601
2022-08-31,30.50271
2022-09-01,30.93297
2022-09-02,30.11775
2022-09-03,5.11775
2022-09-04,2.08333
2022-09-05,25.79257
2022-09-06,25.02264
2022-09-07,28.71376
2022-09-08,26.01902
2022-09-09,6.09148
2022-09-10,3.44202
2022-09-11,1.87952
2022-09-12,4.64221
2022-09-13,30.77445
2022-09-14,36.3451
2022-09-15,30.52536
2022-09-16,30.02717
2022-09-17,5.45742
2022-09-18,2.15126
2022-09-19,26.35869
2022-09-20,27.03804
2022-09-21,26.85688
2022-09-22,30.3442
2022-09-23,30.14039
2022-09-24,5.86503
2022-09-25,2.15126
2022-09-26,31.52173
2022-09-27,35.41666
2022-09-28,37.38677
2022-09-29,37.95289
2022-09-30,33.35597
2022-10-01,5.57065
2022-10-02,2.60416
2022-10-03,5.75181
2022-10-04,31.27264
2022-10-05,33.9221
2022-10-06,31.68025
2022-10-07,30.00452
2022-10-08,5.18568
2022-10-09,2.30978
2022-10-10,7.76721
2022-10-11,34.19384
2022-10-12,33.12952
2022-10-13,35.16757
2022-10-14,32.88043
2022-10-15,6.6576
2022-10-16,2.64945
2022-10-17,37.2509
2022-10-18,39.19836
2022-10-19,38.1567
2022-10-20,32.63134
2022-10-21,30.32155
2022-10-22,6.4538
2022-10-23,2.71739
2022-10-24,31.40851
2022-10-25,34.53351
2022-10-26,36.93387
2022-10-27,34.87318
2022-10-28,32.42753
2022-10-29,5.75181
2022-10-30,1.94746
2022-10-31,31.18206
2022-11-01,34.375
2022-11-02,35.28079
2022-11-03,35.19021
2022-11-04,31.61231
2022-11-05,6.09148
2022-11-06,2.35507
2022-11-07,29.16666
2022-11-08,31.11413
2022-11-09,33.71829
2022-11-10,33.53713
2022-11-11,37.65851
2022-11-12,8.80887
2022-11-13,3.28351
2022-11-14,33.62771
2022-11-15,38.20199
2022-11-16,34.96376
2022-11-17,38.45108
2022-11-18,32.13315
2022-11-19,6.38586
2022-11-20,2.46829
2022-11-21,29.57427
2022-11-22,30.16304
2022-11-23,30.548
2022-11-24,29.4384
2022-11-25,25.43025
2022-11-26,4.71014
2022-11-27,2.12862
2022-11-28,25.8605
2022-11-29,26.40398
2022-11-30,28.69112
2022-12-01,32.01992
2022-12-02,28.30615
2022-12-03,5.91032
2022-12-04,2.15126
2022-12-05,28.73641
2022-12-06,28.46467
2022-12-07,29.8913
2022-12-08,29.48369
2022-12-09,30.52536
2022-12-10,5.23097
2022-12-11,2.28713
2022-12-12,25.29438
2022-12-13,27.96648
2022-12-14,29.37047
2022-12-15,29.09873
2022-12-16,29.00815
2022-12-17,5.45742
2022-12-18,2.03804
2022-12-19,24.70561
2022-12-20,27.2192
2022-12-21,29.93659
2022-12-22,26.87952
2022-12-23,30.11775
2022-12-24,5.59329
2022-12-25,2.17391
2022-12-26,25.36231
2022-12-27,27.17391
2022-12-28,31.04619
2022-12-29,29.30253
2022-12-30,21.35416
2022-12-31,3.64583
2023-01-01,2.03804
2023-01-02,31.72554
2023-01-03,32.20108
2023-01-04,32.83514
2023-01-05,31.81612
2023-01-06,32.74456
2023-01-07,5.77445
2023-01-08,2.62681
2023-01-09,28.05706
2023-01-10,30.02717
2023-01-11,31.92934
2023-01-12,29.8913
2023-01-13,30.97826
2023-01-14,6.34057
2023-01-15,2.53623
2023-01-16,27.2192
2023-01-17,26.94746
2023-01-18,27.58152
2023-01-19,26.83423
2023-01-20,24.97735
2023-01-21,5.14039
2023-01-22,2.2192
2023-01-23,3.64583
2023-01-24,6.83876
2023-01-25,29.57427
2023-01-26,28.64583
2023-01-27,29.16666
2023-01-28,6.54438
2023-01-29,2.60416
2023-01-30,28.35144
2023-01-31,30.0951
2023-02-01,29.46105
2023-02-02,29.61956
2023-02-03,28.26086
2023-02-04,5.72916
2023-02-05,2.53623
2023-02-06,24.86413
2023-02-07,29.18931
2023-02-08,28.14764
2023-02-09,29.03079
2023-02-10,28.03442
2023-02-11,5.95561
2023-02-12,2.37771
2023-02-13,25.54347
2023-02-14,29.18931
2023-02-15,30.81974
2023-02-16,31.06884
2023-02-17,29.64221
2023-02-18,6.02355
2023-02-19,2.35507
2023-02-20,26.15489
2023-02-21,27.98913
2023-02-22,28.80434
2023-02-23,29.32518
2023-02-24,26.63043
2023-02-25,5.81974
2023-02-26,2.44565
2023-02-27,25.33967
2023-02-28,25.95108
2023-03-01,10.4846
2023-03-02,26.78894
2023-03-03,25.15851
2023-03-04,5.36684
2023-03-05,2.12862
2023-03-06,22.82608
2023-03-07,26.87952
2023-03-08,26.44927
2023-03-09,27.80797
2023-03-10,26.22282
2023-03-11,5.14039
2023-03-12,2.44565
2023-03-13,27.60416
2023-03-14,34.80525
2023-03-15,32.88043
2023-03-16,32.65398
2023-03-17,30.04981
2023-03-18,5.97826
2023-03-19,2.26449
2023-03-20,25.92844
2023-03-21,27.80797
2023-03-22,26.47192
2023-03-23,30.48007
2023-03-24,26.99275
2023-03-25,5.63858
2023-03-26,2.26449
2023-03-27,25.11322
2023-03-28,26.99275
2023-03-29,27.44565
2023-03-30,26.85688
2023-03-31,25.97373
2023-04-01,5.50271
2023-04-02,2.01539
2023-04-03,25.0
2023-04-04,26.72101
2023-04-05,26.15489
2023-04-06,29.39311
2023-04-07,26.94746
2023-04-08,4.52898
2023-04-09,1.78894
2023-04-10,24.93206
2023-04-11,30.20833
2023-04-12,31.18206
2023-04-13,30.14039
2023-04-14,29.21195
2023-04-15,4.95923
2023-04-16,2.24184
2023-04-17,26.65307
2023-04-18,28.30615
2023-04-19,26.87952
2023-04-20,28.96286
2023-04-21,26.92481
2023-04-22,4.86865
2023-04-23,2.08333
2023-04-24,24.90942
2023-04-25,30.72916
2023-04-26,30.81974
2023-04-27,30.11775
2023-04-28,26.74365
2023-04-29,4.48369
2023-04-30,1.92481
2023-05-01,10.25815
2023-05-02,26.04166
2023-05-03,27.12862
2023-05-04,26.15489
2023-05-05,6.4538
2023-05-06,3.96286
2023-05-07,1.40398
2023-05-08,22.37318
2023-05-09,24.61503
2023-05-10,24.63768
2023-05-11,25.6567
2023-05-12,24.97735
2023-05-13,4.71014
2023-05-14,1.72101
2023-05-15,22.80344
2023-05-16,25.88315
2023-05-17,25.02264
2023-05-18,23.98097
2023-05-19,24.7509
2023-05-20,4.66485
2023-05-21,1.85688
2023-05-22,24.0942
2023-05-23,24.32065
2023-05-24,25.4076
2023-05-25,25.67934
2023-05-26,24.86413
2023-05-27,3.91757
2023-05-28,1.63043
2023-05-29,6.38586
